,ALT
2018-10-31,3.809999942779541
2018-11-01,4.0
2018-11-02,4.0
2018-11-05,3.990000009536743
2018-11-06,3.9700000286102295
2018-11-07,4.019999980926514
2018-11-08,3.9100000858306885
2018-11-09,3.7100000381469727
2018-11-12,3.5199999809265137
2018-11-13,3.4000000953674316
2018-11-14,3.2799999713897705
2018-11-15,3.2799999713897705
2018-11-16,3.200000047683716
2018-11-19,3.1500000953674316
2018-11-20,3.0399999618530273
2018-11-21,3.3399999141693115
2018-11-23,3.2100000381469727
2018-11-26,3.4100000858306885
2018-11-27,3.2699999809265137
2018-11-28,3.309999942779541
2018-11-29,3.4000000953674316
2018-11-30,3.5899999141693115
2018-12-03,3.490000009536743
2018-12-04,3.25
2018-12-06,3.200000047683716
2018-12-07,3.190000057220459
2018-12-10,3.0799999237060547
2018-12-11,3.049999952316284
2018-12-12,3.049999952316284
2018-12-13,2.4100000858306885
2018-12-14,2.1500000953674316
2018-12-17,2.194999933242798
2018-12-18,2.1600000858306885
2018-12-19,2.0799999237060547
2018-12-20,1.940000057220459
2018-12-21,1.8600000143051147
2018-12-24,1.7200000286102295
2018-12-26,1.899999976158142
2018-12-27,1.809999942779541
2018-12-28,1.840000033378601
2018-12-31,2.059999942779541
2019-01-02,2.5999999046325684
2019-01-03,2.5399999618530273
2019-01-04,2.619999885559082
2019-01-07,2.8499999046325684
2019-01-08,2.799999952316284
2019-01-09,2.759999990463257
2019-01-10,2.799999952316284
2019-01-11,2.680000066757202
2019-01-14,2.6600000858306885
2019-01-15,2.740000009536743
2019-01-16,3.1500000953674316
2019-01-17,3.0999999046325684
2019-01-18,2.9100000858306885
2019-01-22,3.369999885559082
2019-01-23,3.3299999237060547
2019-01-24,3.4200000762939453
2019-01-25,3.4100000858306885
2019-01-28,3.200000047683716
2019-01-29,3.049999952316284
2019-01-30,3.319999933242798
2019-01-31,3.190000057220459
2019-02-01,3.3299999237060547
2019-02-04,3.3399999141693115
2019-02-05,3.2300000190734863
2019-02-06,3.309999942779541
2019-02-07,3.200000047683716
2019-02-08,3.140000104904175
2019-02-11,2.9800000190734863
2019-02-12,3.0299999713897705
2019-02-13,3.049999952316284
2019-02-14,2.990000009536743
2019-02-15,2.990000009536743
2019-02-19,2.9700000286102295
2019-02-20,2.859999895095825
2019-02-21,2.7899999618530273
2019-02-22,2.809999942779541
2019-02-25,2.7699999809265137
2019-02-26,2.809999942779541
2019-02-27,2.8299999237060547
2019-02-28,2.690000057220459
2019-03-01,2.7100000381469727
2019-03-04,2.6600000858306885
2019-03-05,2.690000057220459
2019-03-06,3.0199999809265137
2019-03-07,4.539999961853027
2019-03-08,2.880000114440918
2019-03-11,2.7799999713897705
2019-03-12,2.759999990463257
2019-03-13,2.8499999046325684
2019-03-14,2.75
2019-03-15,2.700000047683716
2019-03-18,2.890000104904175
2019-03-19,3.319999933242798
2019-03-20,3.0299999713897705
2019-03-21,3.0
2019-03-22,2.8399999141693115
2019-03-25,2.9100000858306885
2019-03-26,2.950000047683716
2019-03-27,2.990000009536743
2019-03-28,3.0299999713897705
2019-03-29,2.9000000953674316
2019-04-01,3.25
2019-04-02,3.0
2019-04-03,3.0799999237060547
2019-04-04,3.1700000762939453
2019-04-05,3.0899999141693115
2019-04-08,3.2200000286102295
2019-04-09,3.1700000762939453
2019-04-10,3.299999952316284
2019-04-11,3.4000000953674316
2019-04-12,3.180000066757202
2019-04-15,3.0
2019-04-16,2.9600000381469727
2019-04-17,2.819999933242798
2019-04-18,2.740000009536743
2019-04-22,2.7100000381469727
2019-04-23,2.680000066757202
2019-04-24,2.7100000381469727
2019-04-25,2.7300000190734863
2019-04-26,2.809999942779541
2019-04-29,2.9600000381469727
2019-04-30,2.859999895095825
2019-05-01,2.880000114440918
2019-05-02,2.890000104904175
2019-05-03,2.940000057220459
2019-05-06,3.0399999618530273
2019-05-07,2.940000057220459
2019-05-08,2.990000009536743
2019-05-09,2.859999895095825
2019-05-10,2.7699999809265137
2019-05-13,2.569999933242798
2019-05-14,2.630000114440918
2019-05-15,2.640000104904175
2019-05-16,2.609999895095825
2019-05-17,2.450000047683716
2019-05-20,2.450000047683716
2019-05-21,2.5399999618530273
2019-05-22,2.440000057220459
2019-05-23,2.430000066757202
2019-05-24,2.509999990463257
2019-05-28,2.559999942779541
2019-05-29,2.490000009536743
2019-05-30,2.430000066757202
2019-05-31,2.430000066757202
2019-06-03,2.4800000190734863
2019-06-04,2.444999933242798
2019-06-05,2.440000057220459
2019-06-06,2.319999933242798
2019-06-07,2.359999895095825
2019-06-10,2.3399999141693115
2019-06-11,2.3499999046325684
2019-06-12,2.3499999046325684
2019-06-13,2.4800000190734863
2019-06-14,2.5799999237060547
2019-06-17,2.4600000381469727
2019-06-18,2.359999895095825
2019-06-19,2.3299999237060547
2019-06-20,2.309999942779541
2019-06-21,2.299999952316284
2019-06-24,2.200000047683716
2019-06-25,2.190000057220459
2019-06-26,2.2300000190734863
2019-06-27,2.309999942779541
2019-06-28,2.380000114440918
2019-07-01,2.380000114440918
2019-07-02,2.359999895095825
2019-07-03,2.380000114440918
2019-07-05,2.4200000762939453
2019-07-08,2.5
2019-07-09,2.6600000858306885
2019-07-10,2.450000047683716
2019-07-11,2.4000000953674316
2019-07-12,2.450000047683716
2019-07-15,2.4700000286102295
2019-07-16,2.490000009536743
2019-07-17,2.450000047683716
2019-07-18,2.3299999237060547
2019-07-19,2.3499999046325684
2019-07-22,2.3399999141693115
2019-07-23,2.309999942779541
2019-07-24,2.3299999237060547
2019-07-25,2.3299999237060547
2019-07-26,2.4100000858306885
2019-07-29,2.3499999046325684
2019-07-30,2.390000104904175
2019-07-31,2.4000000953674316
2019-08-01,2.380000114440918
2019-08-02,2.2899999618530273
2019-08-05,2.2300000190734863
2019-08-06,2.2200000286102295
2019-08-07,2.259999990463257
2019-08-08,2.259999990463257
2019-08-09,2.2100000381469727
2019-08-12,2.1700000762939453
2019-08-13,2.119999885559082
2019-08-14,2.0299999713897705
2019-08-15,2.059999942779541
2019-08-16,2.0299999713897705
2019-08-19,2.190000057220459
2019-08-20,2.130000114440918
2019-08-21,2.119999885559082
2019-08-22,2.132999897003174
2019-08-23,2.0799999237060547
2019-08-26,2.0199999809265137
2019-08-27,1.9600000381469727
2019-08-28,1.9800000190734863
2019-08-29,2.059999942779541
2019-08-30,2.109999895095825
2019-09-03,2.0999999046325684
2019-09-04,2.0999999046325684
2019-09-05,2.059999942779541
2019-09-06,2.0199999809265137
2019-09-09,2.130000114440918
2019-09-10,2.200000047683716
2019-09-11,2.200000047683716
2019-09-12,2.1500000953674316
2019-09-13,2.25
2019-09-16,2.2200000286102295
2019-09-17,2.1700000762939453
2019-09-18,2.0999999046325684
2019-09-19,2.0399999618530273
2019-09-20,2.109999895095825
2019-09-23,2.0899999141693115
2019-09-24,2.0299999713897705
2019-09-25,2.009999990463257
2019-09-26,2.0
2019-09-27,1.9500000476837158
2019-09-30,1.9500000476837158
2019-10-01,1.899999976158142
2019-10-02,1.8899999856948853
2019-10-03,1.8799999952316284
2019-10-04,1.899999976158142
2019-10-07,1.899999976158142
2019-10-08,1.9299999475479126
2019-10-09,1.9199999570846558
2019-10-10,1.899999976158142
2019-10-11,1.9600000381469727
2019-10-14,1.9700000286102295
2019-10-15,2.049999952316284
2019-10-16,2.0299999713897705
2019-10-17,1.9900000095367432
2019-10-18,2.0199999809265137
2019-10-21,1.9800000190734863
2019-10-22,2.009999990463257
2019-10-23,2.0199999809265137
2019-10-24,2.0
2019-10-25,1.9800000190734863
2019-10-28,2.0199999809265137
2019-10-29,1.9800000190734863
2019-10-30,1.9500000476837158
2019-10-31,1.909999966621399
2019-11-01,1.9500000476837158
2019-11-04,1.9299999475479126
2019-11-05,1.9199999570846558
2019-11-06,1.8700000047683716
2019-11-07,1.8569999933242798
2019-11-08,1.840000033378601
2019-11-11,1.7799999713897705
2019-11-12,1.75
2019-11-13,1.7599999904632568
2019-11-14,1.6100000143051147
2019-11-15,1.6100000143051147
2019-11-18,1.559999942779541
2019-11-19,1.5299999713897705
2019-11-20,1.5499999523162842
2019-11-21,1.6699999570846558
2019-11-22,1.6200000047683716
2019-11-25,1.649999976158142
2019-11-26,1.649999976158142
2019-11-27,1.659999966621399
2019-11-29,1.8200000524520874
2019-12-02,1.940000057220459
2019-12-03,2.1500000953674316
2019-12-04,2.140000104904175
2019-12-05,1.8300000429153442
2019-12-06,1.8799999952316284
2019-12-09,1.840000033378601
2019-12-10,1.8300000429153442
2019-12-11,1.850000023841858
2019-12-12,1.7899999618530273
2019-12-13,1.7200000286102295
2019-12-16,1.7400000095367432
2019-12-17,1.7400000095367432
2019-12-18,1.7100000381469727
2019-12-19,1.7799999713897705
2019-12-20,1.7599999904632568
2019-12-23,1.7699999809265137
2019-12-24,1.7699999809265137
2019-12-26,1.7899999618530273
2019-12-27,1.7999999523162842
2019-12-30,1.7999999523162842
2019-12-31,1.8899999856948853
2020-01-02,1.9210000038146973
2020-01-03,1.9199999570846558
2020-01-06,1.9500000476837158
2020-01-07,1.9500000476837158
2020-01-08,1.8799999952316284
2020-01-09,1.8700000047683716
2020-01-10,1.850000023841858
2020-01-13,1.7799999713897705
2020-01-14,1.7699999809265137
2020-01-15,1.7999999523162842
2020-01-16,1.8229999542236328
2020-01-17,1.840000033378601
2020-01-21,2.0199999809265137
2020-01-22,2.0250000953674316
2020-01-23,2.009999990463257
2020-01-24,1.909999966621399
2020-01-27,1.850000023841858
2020-01-28,1.8300000429153442
2020-01-29,1.809999942779541
2020-01-30,1.7699999809265137
2020-01-31,1.7200000286102295
2020-02-03,1.7599999904632568
2020-02-04,1.75
2020-02-05,1.809999942779541
2020-02-06,1.7899999618530273
2020-02-07,1.7999999523162842
2020-02-10,1.7899999618530273
2020-02-11,1.7699999809265137
2020-02-12,1.7200000286102295
2020-02-13,1.7100000381469727
2020-02-14,1.7400000095367432
2020-02-18,1.7100000381469727
2020-02-19,1.7599999904632568
2020-02-20,1.7699999809265137
2020-02-21,1.7599999904632568
2020-02-24,1.7699999809265137
2020-02-25,1.7300000190734863
2020-02-26,1.690000057220459
2020-02-27,1.7599999904632568
2020-02-28,3.700000047683716
2020-03-02,3.1600000858306885
2020-03-03,3.259999990463257
2020-03-04,2.8499999046325684
2020-03-05,3.369999885559082
2020-03-06,3.799999952316284
2020-03-09,3.1600000858306885
2020-03-10,2.609999895095825
2020-03-11,3.190000057220459
2020-03-12,3.299999952316284
2020-03-13,2.890000104904175
2020-03-16,2.890000104904175
2020-03-17,2.990000009536743
2020-03-18,2.819999933242798
2020-03-19,2.8499999046325684
2020-03-20,2.940000057220459
2020-03-23,2.950000047683716
2020-03-24,3.200000047683716
2020-03-25,3.430000066757202
2020-03-26,3.25
2020-03-27,2.8499999046325684
2020-03-30,3.0199999809265137
2020-03-31,3.2100000381469727
2020-04-01,3.0399999618530273
2020-04-02,3.0199999809265137
2020-04-03,2.9000000953674316
2020-04-06,2.9700000286102295
2020-04-07,3.3499999046325684
2020-04-08,3.3499999046325684
2020-04-09,3.1700000762939453
2020-04-13,3.259999990463257
2020-04-14,3.25
2020-04-15,3.4100000858306885
2020-04-16,3.4600000381469727
2020-04-17,3.319999933242798
2020-04-20,3.2300000190734863
2020-04-21,3.1700000762939453
2020-04-22,3.069999933242798
2020-04-23,3.0899999141693115
2020-04-24,3.1600000858306885
2020-04-27,3.1600000858306885
2020-04-28,3.0899999141693115
2020-04-29,3.0399999618530273
2020-04-30,3.049999952316284
2020-05-01,2.9600000381469727
2020-05-04,3.1500000953674316
2020-05-05,3.140000104904175
2020-05-06,3.0999999046325684
2020-05-07,3.119999885559082
2020-05-08,3.109999895095825
2020-05-11,3.1500000953674316
2020-05-12,3.700000047683716
2020-05-13,4.130000114440918
2020-05-14,4.489999771118164
2020-05-15,4.480000019073486
2020-05-18,4.5
2020-05-19,4.929999828338623
2020-05-20,6.059999942779541
2020-05-21,6.079999923706055
2020-05-22,6.949999809265137
2020-05-26,8.420000076293945
2020-05-27,8.09000015258789
2020-05-28,8.180000305175781
2020-05-29,9.279999732971191
2020-06-01,8.640000343322754
2020-06-02,8.949999809265137
2020-06-03,8.329999923706055
2020-06-04,7.550000190734863
2020-06-05,7.559999942779541
2020-06-08,6.949999809265137
2020-06-09,6.46999979019165
2020-06-10,6.050000190734863
2020-06-11,7.110000133514404
2020-06-12,7.539999961853027
2020-06-15,7.679999828338623
2020-06-16,7.75
2020-06-17,7.420000076293945
2020-06-18,7.300000190734863
2020-06-19,7.400000095367432
2020-06-22,8.180000305175781
2020-06-23,8.350000381469727
2020-06-24,8.380000114440918
2020-06-25,9.1899995803833
2020-06-26,10.600000381469727
2020-06-29,10.420000076293945
2020-06-30,10.710000038146973
2020-07-01,9.9399995803833
2020-07-02,10.420000076293945
2020-07-06,9.930000305175781
2020-07-07,11.1899995803833
2020-07-08,17.030000686645508
2020-07-09,20.219999313354492
2020-07-10,22.350000381469727
2020-07-13,25.0
2020-07-14,29.030000686645508
2020-07-15,26.5
2020-07-16,26.579999923706055
2020-07-17,28.65999984741211
2020-07-20,33.2599983215332
2020-07-21,31.399999618530273
2020-07-22,28.979999542236328
2020-07-23,27.649999618530273
2020-07-24,25.6299991607666
2020-07-27,22.43000030517578
2020-07-28,23.600000381469727
2020-07-29,22.520000457763672
2020-07-30,26.059999465942383
2020-07-31,26.579999923706055
2020-08-03,27.25
2020-08-04,28.18000030517578
2020-08-05,27.15999984741211
2020-08-06,26.5
2020-08-07,27.3799991607666
2020-08-10,26.094999313354492
2020-08-11,23.100000381469727
2020-08-12,22.579999923706055
2020-08-13,23.700000762939453
2020-08-14,24.65999984741211
2020-08-17,26.559999465942383
2020-08-18,25.760000228881836
2020-08-19,24.43000030517578
2020-08-20,26.06999969482422
2020-08-21,24.040000915527344
2020-08-24,21.989999771118164
2020-08-25,21.56999969482422
2020-08-26,18.420000076293945
2020-08-27,18.219999313354492
2020-08-28,17.6200008392334
2020-08-31,16.8700008392334
2020-09-01,15.09000015258789
2020-09-02,14.609999656677246
2020-09-03,13.40999984741211
2020-09-04,12.430000305175781
2020-09-08,12.649999618530273
2020-09-09,12.539999961853027
2020-09-10,11.930000305175781
2020-09-11,12.09000015258789
2020-09-14,13.239999771118164
2020-09-15,12.449999809265137
2020-09-16,13.84000015258789
2020-09-17,14.020000457763672
2020-09-18,14.119999885559082
2020-09-21,13.569999694824219
2020-09-22,14.350000381469727
2020-09-23,12.529999732971191
2020-09-24,12.029999732971191
2020-09-25,12.920000076293945
2020-09-28,12.300000190734863
2020-09-29,13.010000228881836
2020-09-30,13.199999809265137
2020-10-01,12.930000305175781
2020-10-02,12.970000267028809
2020-10-05,13.869999885559082
2020-10-06,13.640000343322754
2020-10-07,13.779999732971191
2020-10-08,13.300000190734863
2020-10-09,12.369999885559082
2020-10-12,12.600000381469727
2020-10-13,14.220000267028809
2020-10-14,12.800000190734863
2020-10-15,13.130000114440918
2020-10-16,12.970000267028809
2020-10-19,12.1899995803833
2020-10-20,11.390000343322754
2020-10-21,11.050000190734863
2020-10-22,11.680000305175781
2020-10-23,12.0
2020-10-26,11.8100004196167
2020-10-27,11.8100004196167
2020-10-28,11.199999809265137
2020-10-29,11.430000305175781
2020-10-30,11.449999809265137
2020-11-02,11.350000381469727
2020-11-03,11.649999618530273
2020-11-04,12.510000228881836
2020-11-05,12.399999618530273
2020-11-06,12.449999809265137
2020-11-09,7.835000038146973
2020-11-10,9.329999923706055
2020-11-11,9.979999542236328
2020-11-12,10.640000343322754
2020-11-13,10.130000114440918
2020-11-16,9.420000076293945
2020-11-17,9.510000228881836
2020-11-18,9.319999694824219
2020-11-19,9.569999694824219
2020-11-20,9.319999694824219
2020-11-23,9.239999771118164
2020-11-24,9.25
2020-11-25,10.09000015258789
2020-11-27,10.520000457763672
2020-11-30,12.229999542236328
2020-12-01,13.819999694824219
2020-12-02,11.850000381469727
2020-12-03,12.829999923706055
2020-12-04,12.329999923706055
2020-12-07,12.869999885559082
2020-12-08,13.239999771118164
2020-12-09,12.3100004196167
2020-12-10,12.270000457763672
2020-12-11,11.970000267028809
2020-12-14,13.34000015258789
2020-12-15,12.529999732971191
2020-12-16,12.270000457763672
2020-12-17,12.890000343322754
2020-12-18,12.470000267028809
2020-12-21,13.4399995803833
2020-12-22,13.550000190734863
2020-12-23,12.619999885559082
2020-12-24,11.449999809265137
2020-12-28,11.100000381469727
2020-12-29,11.0
2020-12-30,11.300000190734863
2020-12-31,11.279999732971191
2021-01-04,12.710000038146973
2021-01-05,12.75
2021-01-06,12.800000190734863
2021-01-07,13.899999618530273
2021-01-08,14.119999885559082
2021-01-11,13.369999885559082
2021-01-12,13.850000381469727
2021-01-13,13.6899995803833
2021-01-14,13.569999694824219
2021-01-15,12.930000305175781
2021-01-19,13.59000015258789
2021-01-20,13.319999694824219
2021-01-21,12.90999984741211
2021-01-22,14.350000381469727
2021-01-25,16.899999618530273
2021-01-26,16.15999984741211
2021-01-27,13.609999656677246
2021-01-28,13.449999809265137
2021-01-29,14.279999732971191
2021-02-01,16.709999084472656
2021-02-02,17.5
2021-02-03,17.469999313354492
2021-02-04,17.690000534057617
2021-02-05,18.360000610351562
2021-02-08,19.15999984741211
2021-02-09,21.579999923706055
2021-02-10,21.06999969482422
2021-02-11,22.079999923706055
2021-02-12,22.219999313354492
2021-02-16,21.350000381469727
2021-02-17,24.309999465942383
2021-02-18,23.510000228881836
2021-02-19,22.93000030517578
2021-02-22,19.559999465942383
2021-02-23,19.15999984741211
2021-02-24,19.579999923706055
