,AFMD
2015-01-06,6.400000095367432
2015-01-07,7.199999809265137
2015-01-08,7.130000114440918
2015-01-09,6.909999847412109
2015-01-12,6.869999885559082
2015-01-13,6.199999809265137
2015-01-14,5.909999847412109
2015-01-15,5.619999885559082
2015-01-16,5.909999847412109
2015-01-20,5.860000133514404
2015-01-21,5.599999904632568
2015-01-22,5.260000228881836
2015-01-23,5.179999828338623
2015-01-26,5.289999961853027
2015-01-27,5.659999847412109
2015-01-28,6.090000152587891
2015-01-29,5.800000190734863
2015-01-30,5.690000057220459
2015-02-02,5.659999847412109
2015-02-03,5.460000038146973
2015-02-04,5.679999828338623
2015-02-05,5.849999904632568
2015-02-06,5.650000095367432
2015-02-09,5.360000133514404
2015-02-10,5.659999847412109
2015-02-11,5.800000190734863
2015-02-12,5.949999809265137
2015-02-13,5.699999809265137
2015-02-17,5.320000171661377
2015-02-18,5.349999904632568
2015-02-19,5.320000171661377
2015-02-20,5.429999828338623
2015-02-23,6.019999980926514
2015-02-24,6.010000228881836
2015-02-25,6.159999847412109
2015-02-26,6.429999828338623
2015-02-27,6.170000076293945
2015-03-02,5.96999979019165
2015-03-03,5.789999961853027
2015-03-04,5.889999866485596
2015-03-05,6.010000228881836
2015-03-06,5.889999866485596
2015-03-09,6.0279998779296875
2015-03-10,5.96999979019165
2015-03-11,6.210000038146973
2015-03-12,6.25
2015-03-13,6.150000095367432
2015-03-16,7.559999942779541
2015-03-17,7.869999885559082
2015-03-18,8.579999923706055
2015-03-19,8.279999732971191
2015-03-20,8.0
2015-03-23,7.71999979019165
2015-03-24,8.0
2015-03-25,6.190000057220459
2015-03-26,6.119999885559082
2015-03-27,6.010000228881836
2015-03-30,6.139999866485596
2015-03-31,6.300000190734863
2015-04-01,6.230000019073486
2015-04-02,6.460000038146973
2015-04-06,7.090000152587891
2015-04-07,7.199999809265137
2015-04-08,7.059999942779541
2015-04-09,8.130000114440918
2015-04-10,8.119999885559082
2015-04-13,7.980000019073486
2015-04-14,7.985000133514404
2015-04-15,7.760000228881836
2015-04-16,7.789999961853027
2015-04-17,7.480000019073486
2015-04-20,7.739999771118164
2015-04-21,7.829999923706055
2015-04-22,7.940000057220459
2015-04-23,8.25
2015-04-24,11.720000267028809
2015-04-27,9.449999809265137
2015-04-28,8.960000038146973
2015-04-29,9.069999694824219
2015-04-30,7.900000095367432
2015-05-01,8.260000228881836
2015-05-04,8.680000305175781
2015-05-05,8.069999694824219
2015-05-06,7.860000133514404
2015-05-07,7.650000095367432
2015-05-08,7.840000152587891
2015-05-11,7.659999847412109
2015-05-12,7.610000133514404
2015-05-13,7.710000038146973
2015-05-14,7.539999961853027
2015-05-15,8.350000381469727
2015-05-18,8.09000015258789
2015-05-19,8.210000038146973
2015-05-20,8.600000381469727
2015-05-21,9.100000381469727
2015-05-22,8.869999885559082
2015-05-26,9.609999656677246
2015-05-27,10.09000015258789
2015-05-28,10.09000015258789
2015-05-29,10.430000305175781
2015-06-01,10.770000457763672
2015-06-02,11.170000076293945
2015-06-03,11.380000114440918
2015-06-04,11.350000381469727
2015-06-05,12.140000343322754
2015-06-08,12.4399995803833
2015-06-09,11.720000267028809
2015-06-10,11.65999984741211
2015-06-11,11.199999809265137
2015-06-12,11.529999732971191
2015-06-15,12.350000381469727
2015-06-16,12.170000076293945
2015-06-17,12.010000228881836
2015-06-18,11.779999732971191
2015-06-19,12.130000114440918
2015-06-22,12.569999694824219
2015-06-23,12.680000305175781
2015-06-24,13.229999542236328
2015-06-25,13.229999542236328
2015-06-26,12.75
2015-06-29,12.619999885559082
2015-06-30,13.470000267028809
2015-07-01,14.470000267028809
2015-07-02,14.5
2015-07-06,14.489999771118164
2015-07-07,14.699999809265137
2015-07-08,14.489999771118164
2015-07-09,16.030000686645508
2015-07-10,15.890000343322754
2015-07-13,16.510000228881836
2015-07-14,17.299999237060547
2015-07-15,18.360000610351562
2015-07-16,20.799999237060547
2015-07-17,21.93000030517578
2015-07-20,18.18000030517578
2015-07-21,17.420000076293945
2015-07-22,18.510000228881836
2015-07-23,17.610000610351562
2015-07-24,16.25
2015-07-27,16.209999084472656
2015-07-28,17.0
2015-07-29,16.360000610351562
2015-07-30,16.020000457763672
2015-07-31,16.40999984741211
2015-08-03,16.059999465942383
2015-08-04,15.119999885559082
2015-08-05,14.699999809265137
2015-08-06,14.229999542236328
2015-08-07,13.220000267028809
2015-08-10,13.550000190734863
2015-08-11,12.920000076293945
2015-08-12,12.979999542236328
2015-08-13,12.600000381469727
2015-08-14,11.149999618530273
2015-08-17,12.09000015258789
2015-08-18,11.390000343322754
2015-08-19,10.989999771118164
2015-08-20,10.100000381469727
2015-08-21,9.779999732971191
2015-08-24,9.739999771118164
2015-08-25,9.5600004196167
2015-08-26,10.039999961853027
2015-08-27,10.140000343322754
2015-08-28,10.430000305175781
2015-08-31,10.079999923706055
2015-09-01,10.109999656677246
2015-09-02,10.289999961853027
2015-09-03,9.420000076293945
2015-09-04,9.260000228881836
2015-09-08,10.470000267028809
2015-09-09,8.430000305175781
2015-09-10,8.140000343322754
2015-09-11,8.34000015258789
2015-09-14,8.09000015258789
2015-09-15,8.069999694824219
2015-09-16,8.039999961853027
2015-09-17,8.350000381469727
2015-09-18,8.489999771118164
2015-09-21,7.840000152587891
2015-09-22,7.639999866485596
2015-09-23,7.869999885559082
2015-09-24,7.849999904632568
2015-09-25,6.949999809265137
2015-09-28,6.599999904632568
2015-09-29,6.039999961853027
2015-09-30,6.170000076293945
2015-10-01,6.519999980926514
2015-10-02,7.099999904632568
2015-10-05,7.440000057220459
2015-10-06,6.699999809265137
2015-10-07,6.690000057220459
2015-10-08,6.550000190734863
2015-10-09,6.840000152587891
2015-10-12,6.739999771118164
2015-10-13,6.090000152587891
2015-10-14,6.139999866485596
2015-10-15,7.630000114440918
2015-10-16,7.059999942779541
2015-10-19,7.570000171661377
2015-10-20,7.239999771118164
2015-10-21,7.110000133514404
2015-10-22,6.849999904632568
2015-10-23,6.900000095367432
2015-10-26,6.630000114440918
2015-10-27,6.289999961853027
2015-10-28,6.059999942779541
2015-10-29,6.449999809265137
2015-10-30,6.340000152587891
2015-11-02,6.53000020980835
2015-11-03,6.519999980926514
2015-11-04,6.449999809265137
2015-11-05,6.409999847412109
2015-11-06,6.440000057220459
2015-11-09,6.409999847412109
2015-11-10,6.449999809265137
2015-11-11,6.420000076293945
2015-11-12,6.25
2015-11-13,6.039999961853027
2015-11-16,6.079999923706055
2015-11-17,5.900000095367432
2015-11-18,6.050000190734863
2015-11-19,5.949999809265137
2015-11-20,5.96999979019165
2015-11-23,6.210000038146973
2015-11-24,6.28000020980835
2015-11-25,6.840000152587891
2015-11-27,6.989999771118164
2015-11-30,7.460000038146973
2015-12-01,7.179999828338623
2015-12-02,7.019999980926514
2015-12-03,6.639999866485596
2015-12-04,7.309999942779541
2015-12-07,6.900000095367432
2015-12-08,6.949999809265137
2015-12-09,6.869999885559082
2015-12-10,7.190000057220459
2015-12-11,6.739999771118164
2015-12-14,7.019999980926514
2015-12-15,6.710000038146973
2015-12-16,7.199999809265137
2015-12-17,7.519999980926514
2015-12-18,7.710000038146973
2015-12-21,7.590000152587891
2015-12-22,7.679999828338623
2015-12-23,7.579999923706055
2015-12-24,7.389999866485596
2015-12-28,7.190000057220459
2015-12-29,7.130000114440918
2015-12-30,7.079999923706055
2015-12-31,7.119999885559082
2016-01-04,6.690000057220459
2016-01-05,6.25
2016-01-06,5.769999980926514
2016-01-07,5.46999979019165
2016-01-08,5.050000190734863
2016-01-11,4.489999771118164
2016-01-12,4.420000076293945
2016-01-13,3.8399999141693115
2016-01-14,3.819999933242798
2016-01-15,3.640000104904175
2016-01-19,3.2100000381469727
2016-01-20,3.3399999141693115
2016-01-21,3.4700000286102295
2016-01-22,3.700000047683716
2016-01-25,4.0
2016-01-26,3.859999895095825
2016-01-27,3.440000057220459
2016-01-28,3.1700000762939453
2016-01-29,3.319999933242798
2016-02-01,3.450000047683716
2016-02-02,3.299999952316284
2016-02-03,3.299999952316284
2016-02-04,3.319999933242798
2016-02-05,3.200000047683716
2016-02-08,2.990000009536743
2016-02-09,3.069999933242798
2016-02-10,2.9100000858306885
2016-02-11,2.869999885559082
2016-02-12,3.1600000858306885
2016-02-16,3.2200000286102295
2016-02-17,3.4000000953674316
2016-02-18,3.240000009536743
2016-02-19,3.319999933242798
2016-02-22,3.2300000190734863
2016-02-23,3.0199999809265137
2016-02-24,3.25
2016-02-25,3.1500000953674316
2016-02-26,3.2799999713897705
2016-02-29,3.190000057220459
2016-03-01,3.680000066757202
2016-03-02,3.859999895095825
2016-03-03,3.940000057220459
2016-03-04,4.239999771118164
2016-03-07,4.429999828338623
2016-03-08,4.070000171661377
2016-03-09,3.950000047683716
2016-03-10,3.740000009536743
2016-03-11,3.9800000190734863
2016-03-14,4.039999961853027
2016-03-15,3.680000066757202
2016-03-16,3.700000047683716
2016-03-17,3.8499999046325684
2016-03-18,3.9600000381469727
2016-03-21,3.869999885559082
2016-03-22,3.930000066757202
2016-03-23,3.75
2016-03-24,3.7200000286102295
2016-03-28,3.5899999141693115
2016-03-29,3.690000057220459
2016-03-30,3.690000057220459
2016-03-31,3.740000009536743
2016-04-01,4.119999885559082
2016-04-04,4.210000038146973
2016-04-05,4.010000228881836
2016-04-06,4.380000114440918
2016-04-07,4.25
2016-04-08,4.21999979019165
2016-04-11,4.320000171661377
2016-04-12,4.590000152587891
2016-04-13,4.53000020980835
2016-04-14,4.5
2016-04-15,4.429999828338623
2016-04-18,4.460000038146973
2016-04-19,4.28000020980835
2016-04-20,4.210000038146973
2016-04-21,4.25
2016-04-22,4.440000057220459
2016-04-25,4.78000020980835
2016-04-26,4.559999942779541
2016-04-27,4.320000171661377
2016-04-28,4.269999980926514
2016-04-29,4.050000190734863
2016-05-02,4.070000171661377
2016-05-03,3.8499999046325684
2016-05-04,3.5999999046325684
2016-05-05,3.609999895095825
2016-05-06,3.559999942779541
2016-05-09,3.6500000953674316
2016-05-10,3.619999885559082
2016-05-11,3.490000009536743
2016-05-12,3.3399999141693115
2016-05-13,3.369999885559082
2016-05-16,3.450000047683716
2016-05-17,3.3299999237060547
2016-05-18,3.0999999046325684
2016-05-19,3.0899999141693115
2016-05-20,3.25
2016-05-23,3.4200000762939453
2016-05-24,3.5899999141693115
2016-05-25,3.640000104904175
2016-05-26,3.4000000953674316
2016-05-27,3.369999885559082
2016-05-31,3.559999942779541
2016-06-01,3.5
2016-06-02,3.690000057220459
2016-06-03,3.619999885559082
2016-06-06,3.740000009536743
2016-06-07,3.690000057220459
2016-06-08,3.75
2016-06-09,3.4100000858306885
2016-06-10,3.1500000953674316
2016-06-13,3.190000057220459
2016-06-14,3.059999942779541
2016-06-15,3.2100000381469727
2016-06-16,3.259999990463257
2016-06-17,3.0299999713897705
2016-06-20,3.049999952316284
2016-06-21,2.940000057220459
2016-06-22,3.0199999809265137
2016-06-23,3.2699999809265137
2016-06-24,2.940000057220459
2016-06-27,2.5399999618530273
2016-06-28,2.5199999809265137
2016-06-29,2.390000104904175
2016-06-30,2.4800000190734863
2016-07-01,2.7799999713897705
2016-07-05,2.6700000762939453
2016-07-06,2.7100000381469727
2016-07-07,2.8399999141693115
2016-07-08,2.880000114440918
2016-07-11,2.819999933242798
2016-07-12,2.930000066757202
2016-07-13,2.7899999618530273
2016-07-14,2.7200000286102295
2016-07-15,2.8499999046325684
2016-07-18,2.8499999046325684
2016-07-19,2.5799999237060547
2016-07-20,2.9200000762939453
2016-07-21,2.7899999618530273
2016-07-22,2.809999942779541
2016-07-25,2.6500000953674316
2016-07-26,2.630000114440918
2016-07-27,2.690000057220459
2016-07-28,2.700000047683716
2016-07-29,2.619999885559082
2016-08-01,2.7100000381469727
2016-08-02,2.890000104904175
2016-08-03,3.1600000858306885
2016-08-04,3.0899999141693115
2016-08-05,3.200000047683716
2016-08-08,3.1600000858306885
2016-08-09,3.1600000858306885
2016-08-10,2.890000104904175
2016-08-11,2.950000047683716
2016-08-12,2.8499999046325684
2016-08-15,2.869999885559082
2016-08-16,2.7799999713897705
2016-08-17,2.7899999618530273
2016-08-18,2.7300000190734863
2016-08-19,2.690000057220459
2016-08-22,2.759999990463257
2016-08-23,2.7799999713897705
2016-08-24,2.5299999713897705
2016-08-25,2.559999942779541
2016-08-26,2.549999952316284
2016-08-29,2.569999933242798
2016-08-30,2.5799999237060547
2016-08-31,2.509999990463257
2016-09-01,2.5299999713897705
2016-09-02,2.549999952316284
2016-09-06,2.5999999046325684
2016-09-07,2.819999933242798
2016-09-08,2.9100000858306885
2016-09-09,2.7899999618530273
2016-09-12,2.9000000953674316
2016-09-13,2.759999990463257
2016-09-14,2.8499999046325684
2016-09-15,2.869999885559082
2016-09-16,2.9800000190734863
2016-09-19,2.9600000381469727
2016-09-20,2.950000047683716
2016-09-21,3.0399999618530273
2016-09-22,3.0
2016-09-23,2.940000057220459
2016-09-26,2.819999933242798
2016-09-27,2.8399999141693115
2016-09-28,2.8299999237060547
2016-09-29,2.7300000190734863
2016-09-30,2.7799999713897705
2016-10-03,2.630000114440918
2016-10-04,2.5899999141693115
2016-10-05,2.690000057220459
2016-10-06,2.5399999618530273
2016-10-07,2.4700000286102295
2016-10-10,2.5
2016-10-11,2.4100000858306885
2016-10-12,2.4100000858306885
2016-10-13,2.4200000762939453
2016-10-14,2.3399999141693115
2016-10-17,2.200000047683716
2016-10-18,2.299999952316284
2016-10-19,2.4000000953674316
2016-10-20,2.5
2016-10-21,2.299999952316284
2016-10-24,2.25
2016-10-25,2.1500000953674316
2016-10-26,2.25
2016-10-27,2.0999999046325684
2016-10-28,2.0
2016-10-31,2.049999952316284
2016-11-01,1.899999976158142
2016-11-02,2.1500000953674316
2016-11-03,1.9500000476837158
2016-11-04,1.9500000476837158
2016-11-07,2.0
2016-11-08,2.0
2016-11-09,2.0
2016-11-10,2.0
2016-11-11,2.0
2016-11-14,2.549999952316284
2016-11-15,2.5
2016-11-16,2.299999952316284
2016-11-17,2.5999999046325684
2016-11-18,2.4000000953674316
2016-11-21,2.450000047683716
2016-11-22,2.3499999046325684
2016-11-23,2.299999952316284
2016-11-25,2.299999952316284
2016-11-28,2.1500000953674316
2016-11-29,2.0999999046325684
2016-11-30,2.0
2016-12-01,1.9500000476837158
2016-12-02,1.9500000476837158
2016-12-05,2.1500000953674316
2016-12-06,2.0
2016-12-07,2.0
2016-12-08,2.049999952316284
2016-12-09,2.0
2016-12-12,2.0
2016-12-13,2.049999952316284
2016-12-14,1.9500000476837158
2016-12-15,1.850000023841858
2016-12-16,1.7999999523162842
2016-12-19,2.0
2016-12-20,1.850000023841858
2016-12-21,1.899999976158142
2016-12-22,1.850000023841858
2016-12-23,1.850000023841858
2016-12-27,1.850000023841858
2016-12-28,1.7999999523162842
2016-12-29,1.8250000476837158
2016-12-30,1.7999999523162842
2017-01-03,2.0999999046325684
2017-01-04,2.200000047683716
2017-01-05,2.1500000953674316
2017-01-06,2.200000047683716
2017-01-09,2.299999952316284
2017-01-10,2.200000047683716
2017-01-11,2.25
2017-01-12,2.1500000953674316
2017-01-13,2.0
2017-01-17,2.049999952316284
2017-01-18,2.1500000953674316
2017-01-19,2.1500000953674316
2017-01-20,1.7999999523162842
2017-01-23,1.7999999523162842
2017-01-24,1.850000023841858
2017-01-25,1.850000023841858
2017-01-26,1.899999976158142
2017-01-27,1.8250000476837158
2017-01-30,1.850000023841858
2017-01-31,1.7999999523162842
2017-02-01,1.899999976158142
2017-02-02,1.850000023841858
2017-02-03,2.0
2017-02-06,2.0999999046325684
2017-02-07,2.0999999046325684
2017-02-08,2.0
2017-02-09,2.0
2017-02-10,2.049999952316284
2017-02-13,2.1500000953674316
2017-02-14,2.200000047683716
2017-02-15,2.125
2017-02-16,2.049999952316284
2017-02-17,2.049999952316284
2017-02-21,2.0999999046325684
2017-02-22,2.1500000953674316
2017-02-23,2.0
2017-02-24,2.0
2017-02-27,2.0
2017-02-28,2.0
2017-03-01,2.0999999046325684
2017-03-02,2.1500000953674316
2017-03-03,2.5
2017-03-06,2.3949999809265137
2017-03-07,2.4000000953674316
2017-03-08,2.3499999046325684
2017-03-09,2.450000047683716
2017-03-10,2.75
2017-03-13,2.700000047683716
2017-03-14,2.700000047683716
2017-03-15,2.700000047683716
2017-03-16,2.5999999046325684
2017-03-17,2.575000047683716
2017-03-20,2.5999999046325684
2017-03-21,2.450000047683716
2017-03-22,2.3499999046325684
2017-03-23,2.5999999046325684
2017-03-24,2.450000047683716
2017-03-27,2.5999999046325684
2017-03-28,2.450000047683716
2017-03-29,2.3499999046325684
2017-03-30,2.4000000953674316
2017-03-31,2.299999952316284
2017-04-03,2.299999952316284
2017-04-04,2.200000047683716
2017-04-05,2.25
2017-04-06,2.1500000953674316
2017-04-07,2.3499999046325684
2017-04-10,2.299999952316284
2017-04-11,2.3499999046325684
2017-04-12,2.4000000953674316
2017-04-13,2.4000000953674316
2017-04-17,2.450000047683716
2017-04-18,2.450000047683716
2017-04-19,2.3499999046325684
2017-04-20,2.25
2017-04-21,2.075000047683716
2017-04-24,2.1500000953674316
2017-04-25,2.3499999046325684
2017-04-26,2.299999952316284
2017-04-27,2.25
2017-04-28,2.25
2017-05-01,2.25
2017-05-02,2.299999952316284
2017-05-03,2.200000047683716
2017-05-04,2.25
2017-05-05,2.200000047683716
2017-05-08,2.075000047683716
2017-05-09,2.1500000953674316
2017-05-10,2.0999999046325684
2017-05-11,2.1500000953674316
2017-05-12,2.200000047683716
2017-05-15,2.299999952316284
2017-05-16,2.299999952316284
2017-05-17,2.25
2017-05-18,2.450000047683716
2017-05-19,2.5
2017-05-22,2.3499999046325684
2017-05-23,2.3499999046325684
2017-05-24,2.4000000953674316
2017-05-25,2.3499999046325684
2017-05-26,2.299999952316284
2017-05-30,2.299999952316284
2017-05-31,2.200000047683716
2017-06-01,2.200000047683716
2017-06-02,2.200000047683716
2017-06-05,2.174999952316284
2017-06-06,2.200000047683716
2017-06-07,2.049999952316284
2017-06-08,2.1500000953674316
2017-06-09,2.0999999046325684
2017-06-12,2.1500000953674316
2017-06-13,2.0999999046325684
2017-06-14,2.0999999046325684
2017-06-15,2.049999952316284
2017-06-16,2.0
2017-06-19,2.049999952316284
2017-06-20,2.049999952316284
2017-06-21,2.075000047683716
2017-06-22,2.075000047683716
2017-06-23,2.049999952316284
2017-06-26,2.1500000953674316
2017-06-27,2.0999999046325684
2017-06-28,2.1500000953674316
2017-06-29,2.174999952316284
2017-06-30,2.049999952316284
2017-07-03,2.1500000953674316
2017-07-05,2.200000047683716
2017-07-06,2.299999952316284
2017-07-07,2.5
2017-07-10,2.4000000953674316
2017-07-11,2.450000047683716
2017-07-12,2.4000000953674316
2017-07-13,2.4000000953674316
2017-07-14,2.450000047683716
2017-07-17,2.5
2017-07-18,2.375
2017-07-19,2.3499999046325684
2017-07-20,2.299999952316284
2017-07-21,2.325000047683716
2017-07-24,2.3499999046325684
2017-07-25,2.2750000953674316
2017-07-26,2.200000047683716
2017-07-27,2.1500000953674316
2017-07-28,2.1500000953674316
2017-07-31,2.200000047683716
2017-08-01,2.200000047683716
2017-08-02,2.1500000953674316
2017-08-03,2.1500000953674316
2017-08-04,2.0999999046325684
2017-08-07,2.200000047683716
2017-08-08,2.1500000953674316
2017-08-09,2.0999999046325684
2017-08-10,2.1500000953674316
2017-08-11,2.1500000953674316
2017-08-14,2.1500000953674316
2017-08-15,2.075000047683716
2017-08-16,2.049999952316284
2017-08-17,2.049999952316284
2017-08-18,2.0250000953674316
2017-08-21,2.0
2017-08-22,2.0
2017-08-23,1.9500000476837158
2017-08-24,1.9500000476837158
2017-08-25,2.0250000953674316
2017-08-28,1.9500000476837158
2017-08-29,1.9500000476837158
2017-08-30,1.9500000476837158
2017-08-31,1.9880000352859497
2017-09-01,2.049999952316284
2017-09-05,2.049999952316284
2017-09-06,2.0999999046325684
2017-09-07,2.125
2017-09-08,2.049999952316284
2017-09-11,2.0999999046325684
2017-09-12,2.0999999046325684
2017-09-13,2.25
2017-09-14,2.200000047683716
2017-09-15,2.25
2017-09-18,2.1500000953674316
2017-09-19,2.1500000953674316
2017-09-20,2.1500000953674316
2017-09-21,2.049999952316284
2017-09-22,2.0999999046325684
2017-09-25,2.1500000953674316
2017-09-26,2.075000047683716
2017-09-27,2.075000047683716
2017-09-28,2.0999999046325684
2017-09-29,2.25
2017-10-02,2.200000047683716
2017-10-03,2.1500000953674316
2017-10-04,2.299999952316284
2017-10-05,2.25
2017-10-06,2.23799991607666
2017-10-09,2.2249999046325684
2017-10-10,2.2750000953674316
2017-10-11,2.299999952316284
2017-10-12,2.299999952316284
2017-10-13,2.25
2017-10-16,2.174999952316284
2017-10-17,2.0999999046325684
2017-10-18,2.1500000953674316
2017-10-19,2.049999952316284
2017-10-20,2.1500000953674316
2017-10-23,2.049999952316284
2017-10-24,2.125
2017-10-25,2.0999999046325684
2017-10-26,2.0
2017-10-27,1.975000023841858
2017-10-30,2.049999952316284
2017-10-31,2.0999999046325684
2017-11-01,2.0250000953674316
2017-11-02,2.0999999046325684
2017-11-03,2.2249999046325684
2017-11-06,2.174999952316284
2017-11-07,2.075000047683716
2017-11-08,2.049999952316284
2017-11-09,1.9500000476837158
2017-11-10,2.0
2017-11-13,2.075000047683716
2017-11-14,2.0250000953674316
2017-11-15,1.75
2017-11-16,1.9500000476837158
2017-11-17,1.975000023841858
2017-11-20,2.049999952316284
2017-11-21,2.049999952316284
2017-11-22,2.0999999046325684
2017-11-24,2.0999999046325684
2017-11-27,1.9500000476837158
2017-11-28,1.850000023841858
2017-11-29,2.0
2017-11-30,1.9500000476837158
2017-12-01,1.975000023841858
2017-12-04,2.0
2017-12-05,1.899999976158142
2017-12-06,1.7999999523162842
2017-12-07,1.899999976158142
2017-12-08,1.9500000476837158
2017-12-11,1.5
2017-12-12,1.25
2017-12-13,1.225000023841858
2017-12-14,1.2999999523162842
2017-12-15,1.25
2017-12-18,1.25
2017-12-19,1.25
2017-12-20,1.2510000467300415
2017-12-21,1.2999999523162842
2017-12-22,1.350000023841858
2017-12-26,1.25
2017-12-27,1.25
2017-12-28,1.274999976158142
2017-12-29,1.2999999523162842
2018-01-02,1.375
2018-01-03,1.399999976158142
2018-01-04,1.5
2018-01-05,1.375
2018-01-08,1.2999999523162842
2018-01-09,1.25
2018-01-10,1.2999999523162842
2018-01-11,1.3250000476837158
2018-01-12,1.2999999523162842
2018-01-16,1.2999999523162842
2018-01-17,1.25
2018-01-18,1.274999976158142
2018-01-19,1.2999999523162842
2018-01-22,1.399999976158142
2018-01-23,1.4500000476837158
2018-01-24,1.4249999523162842
2018-01-25,1.375
2018-01-26,1.399999976158142
2018-01-29,1.399999976158142
2018-01-30,1.350000023841858
2018-01-31,1.3250000476837158
2018-02-01,1.850000023841858
2018-02-02,1.875
2018-02-05,2.6500000953674316
2018-02-06,2.5
2018-02-07,2.5
2018-02-08,2.4000000953674316
2018-02-09,2.4000000953674316
2018-02-12,2.450000047683716
2018-02-13,2.049999952316284
2018-02-14,2.174999952316284
2018-02-15,2.200000047683716
2018-02-16,2.200000047683716
2018-02-20,2.075000047683716
2018-02-21,2.1500000953674316
2018-02-22,2.1500000953674316
2018-02-23,2.049999952316284
2018-02-26,2.125
2018-02-27,2.174999952316284
2018-02-28,2.125
2018-03-01,2.325000047683716
2018-03-02,2.174999952316284
2018-03-05,2.25
2018-03-06,2.11299991607666
2018-03-07,2.174999952316284
2018-03-08,2.1500000953674316
2018-03-09,2.299999952316284
2018-03-12,2.25
2018-03-13,2.200000047683716
2018-03-14,2.200000047683716
2018-03-15,2.25
2018-03-16,2.1500000953674316
2018-03-19,2.0
2018-03-20,2.0999999046325684
2018-03-21,2.049999952316284
2018-03-22,2.075000047683716
2018-03-23,2.049999952316284
2018-03-26,2.049999952316284
2018-03-27,1.9249999523162842
2018-03-28,1.9500000476837158
2018-03-29,1.850000023841858
2018-04-02,1.899999976158142
2018-04-03,2.0999999046325684
2018-04-04,2.2750000953674316
2018-04-05,2.0999999046325684
2018-04-06,2.0999999046325684
2018-04-09,2.049999952316284
2018-04-10,2.1500000953674316
2018-04-11,2.0999999046325684
2018-04-12,2.0999999046325684
2018-04-13,2.174999952316284
2018-04-16,2.125
2018-04-17,2.1500000953674316
2018-04-18,2.200000047683716
2018-04-19,2.1500000953674316
2018-04-20,2.049999952316284
2018-04-23,2.0250000953674316
2018-04-24,2.0
2018-04-25,2.0250000953674316
2018-04-26,2.0250000953674316
2018-04-27,2.049999952316284
2018-04-30,1.9500000476837158
2018-05-01,1.975000023841858
2018-05-02,2.0999999046325684
2018-05-03,2.049999952316284
2018-05-04,2.049999952316284
2018-05-07,2.125
2018-05-08,2.049999952316284
2018-05-09,2.1500000953674316
2018-05-10,2.200000047683716
2018-05-11,2.200000047683716
2018-05-14,2.299999952316284
2018-05-15,2.3499999046325684
2018-05-16,2.424999952316284
2018-05-17,2.424999952316284
2018-05-18,2.5
2018-05-21,2.5
2018-05-22,2.450000047683716
2018-05-23,2.4749999046325684
2018-05-24,2.450000047683716
2018-05-25,2.200000047683716
2018-05-29,2.2249999046325684
2018-05-30,2.1500000953674316
2018-05-31,2.1500000953674316
2018-06-01,2.125
2018-06-04,2.075000047683716
2018-06-05,2.1500000953674316
2018-06-06,2.1500000953674316
2018-06-07,2.1500000953674316
2018-06-08,2.1500000953674316
2018-06-11,2.0999999046325684
2018-06-12,2.200000047683716
