,MMM
1970-03-25,6.476562976837158
1970-03-26,6.460937976837158
1970-03-30,6.5
1970-03-31,6.53125
1970-04-01,6.632812976837158
1970-04-02,6.664062976837158
1970-04-03,6.648437976837158
1970-04-06,6.515625
1970-04-07,6.515625
1970-04-08,6.453125
1970-04-09,6.476562976837158
1970-04-10,6.46875
1970-04-13,6.421875
1970-04-14,6.382812976837158
1970-04-15,6.3125
1970-04-16,6.296875
1970-04-17,6.1875
1970-04-20,6.1875
1970-04-21,6.15625
1970-04-22,6.03125
1970-04-23,5.953125
1970-04-24,6.0
1970-04-27,5.9375
1970-04-28,5.898437976837158
1970-04-29,5.929687976837158
1970-04-30,5.859375
1970-05-01,5.875
1970-05-04,5.671875
1970-05-05,5.617187976837158
1970-05-06,5.695312976837158
1970-05-07,5.828125
1970-05-08,5.875
1970-05-11,5.804687976837158
1970-05-12,5.757812976837158
1970-05-13,5.5625
1970-05-14,5.53125
1970-05-15,5.625
1970-05-18,5.648437976837158
1970-05-19,5.53125
1970-05-20,5.289062976837158
1970-05-21,5.234375
1970-05-22,5.21875
1970-05-25,4.875
1970-05-26,4.859375
1970-05-27,5.148437976837158
1970-05-28,5.195312976837158
1970-05-29,5.28125
1970-06-01,5.320312976837158
1970-06-02,5.375
1970-06-03,5.445312976837158
1970-06-04,5.367187976837158
1970-06-05,5.335937976837158
1970-06-08,5.265625
1970-06-09,5.21875
1970-06-10,5.132812976837158
1970-06-11,5.0625
1970-06-12,5.03125
1970-06-15,5.0625
1970-06-16,5.179687976837158
1970-06-17,5.140625
1970-06-18,5.109375
1970-06-19,5.125
1970-06-22,5.078125
1970-06-23,5.007812976837158
1970-06-24,4.96875
1970-06-25,4.859375
1970-06-26,4.84375
1970-06-29,4.75
1970-06-30,4.71875
1970-07-01,4.59375
1970-07-02,4.609375
1970-07-06,4.484375
1970-07-07,4.46875
1970-07-08,4.6875
1970-07-09,4.710937976837158
1970-07-10,4.671875
1970-07-13,4.617187976837158
1970-07-14,4.671875
1970-07-15,4.734375
1970-07-16,4.867187976837158
1970-07-17,4.984375
1970-07-20,4.945312976837158
1970-07-21,4.984375
1970-07-22,5.007812976837158
1970-07-23,5.085937976837158
1970-07-24,5.0625
1970-07-27,5.03125
1970-07-28,5.03125
1970-07-29,5.03125
1970-07-30,5.046875
1970-07-31,5.046875
1970-08-03,5.046875
1970-08-04,5.03125
1970-08-05,5.039062976837158
1970-08-06,5.140625
1970-08-07,5.195312976837158
1970-08-10,5.171875
1970-08-11,5.148437976837158
1970-08-12,5.078125
1970-08-13,4.992187976837158
1970-08-14,4.882812976837158
1970-08-17,4.898437976837158
1970-08-18,4.945312976837158
1970-08-19,5.007812976837158
1970-08-20,5.09375
1970-08-21,5.28125
1970-08-24,5.390625
1970-08-25,5.4375
1970-08-26,5.4375
1970-08-27,5.484375
1970-08-28,5.523437976837158
1970-08-31,5.492187976837158
1970-09-01,5.328125
1970-09-02,5.3125
1970-09-03,5.3125
1970-09-04,5.296875
1970-09-08,5.273437976837158
1970-09-09,5.359375
1970-09-10,5.351562976837158
1970-09-11,5.320312976837158
1970-09-14,5.335937976837158
1970-09-15,5.359375
1970-09-16,5.367187976837158
1970-09-17,5.375
1970-09-18,5.390625
1970-09-21,5.375
1970-09-22,5.359375
1970-09-23,5.453125
1970-09-24,5.625
1970-09-25,5.507812976837158
1970-09-28,5.5
1970-09-29,5.46875
1970-09-30,5.523437976837158
1970-10-01,5.4375
1970-10-02,5.460937976837158
1970-10-05,5.546875
1970-10-06,5.601562976837158
1970-10-07,5.609375
1970-10-08,5.578125
1970-10-09,5.5
1970-10-12,5.484375
1970-10-13,5.46875
1970-10-14,5.5625
1970-10-15,5.617187976837158
1970-10-16,5.570312976837158
1970-10-19,5.578125
1970-10-20,5.523437976837158
1970-10-21,5.5625
1970-10-22,5.570312976837158
1970-10-23,5.578125
1970-10-26,5.570312976837158
1970-10-27,5.523437976837158
1970-10-28,5.5
1970-10-29,5.507812976837158
1970-10-30,5.53125
1970-11-02,5.546875
1970-11-03,5.523437976837158
1970-11-04,5.546875
1970-11-05,5.578125
1970-11-06,5.59375
1970-11-09,5.65625
1970-11-10,5.453125
1970-11-11,5.429687976837158
1970-11-12,5.375
1970-11-13,5.390625
1970-11-16,5.359375
1970-11-17,5.34375
1970-11-18,5.359375
1970-11-19,5.34375
1970-11-20,5.390625
1970-11-23,5.492187976837158
1970-11-24,5.5
1970-11-25,5.625
1970-11-27,5.671875
1970-11-30,5.617187976837158
1970-12-01,5.617187976837158
1970-12-02,5.679687976837158
1970-12-03,5.726562976837158
1970-12-04,5.78125
1970-12-07,5.867187976837158
1970-12-08,5.875
1970-12-09,5.875
1970-12-10,5.945312976837158
1970-12-11,6.0625
1970-12-14,6.03125
1970-12-15,6.03125
1970-12-16,6.039062976837158
1970-12-17,6.039062976837158
1970-12-18,6.0625
1970-12-21,5.9375
1970-12-22,5.984375
1970-12-23,5.953125
1970-12-24,5.96875
1970-12-28,5.992187976837158
1970-12-29,6.085937976837158
1970-12-30,6.15625
1970-12-31,6.1875
1971-01-04,6.054687976837158
1971-01-05,6.101562976837158
1971-01-06,6.09375
1971-01-07,6.078125
1971-01-08,6.054687976837158
1971-01-11,5.992187976837158
1971-01-12,6.0
1971-01-13,6.007812976837158
1971-01-14,6.015625
1971-01-15,6.023437976837158
1971-01-18,6.0
1971-01-19,6.023437976837158
1971-01-20,6.03125
1971-01-21,6.0625
1971-01-22,6.117187976837158
1971-01-25,6.15625
1971-01-26,6.171875
1971-01-27,6.148437976837158
1971-01-28,6.132812976837158
1971-01-29,6.1875
1971-02-01,6.226562976837158
1971-02-02,6.195312976837158
1971-02-03,6.367187976837158
1971-02-04,6.3125
1971-02-05,6.273437976837158
1971-02-08,6.34375
1971-02-09,6.351562976837158
1971-02-10,6.359375
1971-02-11,6.40625
1971-02-12,6.46875
1971-02-16,6.5
1971-02-17,6.492187976837158
1971-02-18,6.476562976837158
1971-02-19,6.484375
1971-02-22,6.34375
1971-02-23,6.320312976837158
1971-02-24,6.359375
1971-02-25,6.40625
1971-02-26,6.484375
1971-03-01,6.5
1971-03-02,6.53125
1971-03-03,6.507812976837158
1971-03-04,6.523437976837158
1971-03-05,6.546875
1971-03-08,6.570312976837158
1971-03-09,6.640625
1971-03-10,6.6875
1971-03-11,6.71875
1971-03-12,6.796875
1971-03-15,7.046875
1971-03-16,7.109375
1971-03-17,7.0625
1971-03-18,7.140625
1971-03-19,7.226562976837158
1971-03-22,7.125
1971-03-23,7.015625
1971-03-24,6.882812976837158
1971-03-25,6.992187976837158
1971-03-26,7.0
1971-03-29,6.992187976837158
1971-03-30,7.007812976837158
1971-03-31,7.046875
1971-04-01,7.109375
1971-04-02,7.125
1971-04-05,7.054687976837158
1971-04-06,7.164062976837158
1971-04-07,7.15625
1971-04-08,7.085937976837158
1971-04-12,7.078125
1971-04-13,7.078125
1971-04-14,7.171875
1971-04-15,7.015625
1971-04-16,7.085937976837158
1971-04-19,7.21875
1971-04-20,7.21875
1971-04-21,7.3125
1971-04-22,7.226562976837158
1971-04-23,7.179687976837158
1971-04-26,7.234375
1971-04-27,7.3125
1971-04-28,7.28125
1971-04-29,7.203125
1971-04-30,7.15625
1971-05-03,7.140625
1971-05-04,7.085937976837158
1971-05-05,7.046875
1971-05-06,7.109375
1971-05-07,7.007812976837158
1971-05-10,6.960937976837158
1971-05-11,7.046875
1971-05-12,7.03125
1971-05-13,7.078125
1971-05-14,7.03125
1971-05-17,7.0
1971-05-18,7.101562976837158
1971-05-19,7.171875
1971-05-20,7.148437976837158
1971-05-21,7.195312976837158
1971-05-24,6.945312976837158
1971-05-25,7.140625
1971-05-26,7.085937976837158
1971-05-27,7.125
1971-05-28,7.125
1971-06-01,7.078125
1971-06-02,7.179687976837158
1971-06-03,7.15625
1971-06-04,7.171875
1971-06-07,7.171875
1971-06-08,7.171875
1971-06-09,7.125
1971-06-10,7.164062976837158
1971-06-11,7.1875
1971-06-14,7.171875
1971-06-15,7.234375
1971-06-16,7.289062976837158
1971-06-17,7.367187976837158
1971-06-18,7.375
1971-06-21,7.226562976837158
1971-06-22,7.164062976837158
1971-06-23,7.203125
1971-06-24,7.210937976837158
1971-06-25,7.1875
1971-06-28,7.328125
1971-06-29,7.546875
1971-06-30,7.609375
1971-07-01,7.5625
1971-07-02,7.4375
1971-07-06,7.382812976837158
1971-07-07,7.359375
1971-07-08,7.3125
1971-07-09,7.382812976837158
1971-07-12,7.429687976837158
1971-07-13,7.421875
1971-07-14,7.453125
1971-07-15,7.328125
1971-07-16,7.375
1971-07-19,7.367187976837158
1971-07-20,7.4375
1971-07-21,7.390625
1971-07-22,7.390625
1971-07-23,7.429687976837158
1971-07-26,7.398437976837158
1971-07-27,7.3125
1971-07-28,7.148437976837158
1971-07-29,7.21875
1971-07-30,7.203125
1971-08-02,7.210937976837158
1971-08-03,7.039062976837158
1971-08-04,7.0
1971-08-05,7.054687976837158
1971-08-06,7.070312976837158
1971-08-09,7.125
1971-08-10,7.179687976837158
1971-08-11,7.3125
1971-08-12,7.328125
1971-08-13,7.390625
1971-08-16,7.65625
1971-08-17,7.546875
1971-08-18,7.523437976837158
1971-08-19,7.546875
1971-08-20,7.5625
1971-08-23,7.65625
1971-08-24,7.671875
1971-08-25,7.617187976837158
1971-08-26,7.601562976837158
1971-08-27,7.5625
1971-08-30,7.492187976837158
1971-08-31,7.460937976837158
1971-09-01,7.4375
1971-09-02,7.46875
1971-09-03,7.5625
1971-09-07,7.546875
1971-09-08,7.546875
1971-09-09,7.523437976837158
1971-09-10,7.5
1971-09-13,7.554687976837158
1971-09-14,7.523437976837158
1971-09-15,7.53125
1971-09-16,7.523437976837158
1971-09-17,7.476562976837158
1971-09-20,7.5
1971-09-21,7.476562976837158
1971-09-22,7.492187976837158
1971-09-23,7.539062976837158
1971-09-24,7.625
1971-09-27,7.625
1971-09-28,7.625
1971-09-29,7.625
1971-09-30,7.648437976837158
1971-10-01,7.796875
1971-10-04,7.835937976837158
1971-10-05,7.859375
1971-10-06,7.820312976837158
1971-10-07,7.742187976837158
1971-10-08,7.742187976837158
1971-10-11,7.71875
1971-10-12,7.78125
1971-10-13,7.789062976837158
1971-10-14,7.726562976837158
1971-10-15,7.742187976837158
1971-10-18,7.664062976837158
1971-10-19,7.53125
1971-10-20,7.46875
1971-10-21,7.5
1971-10-22,7.585937976837158
1971-10-25,7.617187976837158
1971-10-26,7.625
1971-10-27,7.539062976837158
1971-10-28,7.414062976837158
1971-10-29,7.5
1971-11-01,7.367187976837158
1971-11-02,7.484375
1971-11-03,7.757812976837158
1971-11-04,7.625
1971-11-05,7.671875
1971-11-08,7.6875
1971-11-09,7.703125
1971-11-10,7.640625
1971-11-11,7.445312976837158
1971-11-12,7.453125
1971-11-15,7.5
1971-11-16,7.65625
1971-11-17,7.695312976837158
1971-11-18,7.578125
1971-11-19,7.53125
1971-11-22,7.429687976837158
1971-11-23,7.484375
1971-11-24,7.375
1971-11-26,7.492187976837158
1971-11-29,7.539062976837158
1971-11-30,7.625
1971-12-01,7.796875
1971-12-02,7.8125
1971-12-03,7.9375
1971-12-06,7.929687976837158
1971-12-07,7.90625
1971-12-08,7.859375
1971-12-09,7.875
1971-12-10,7.875
1971-12-13,7.804687976837158
1971-12-14,7.835937976837158
1971-12-15,7.875
1971-12-16,8.195313453674316
1971-12-17,8.273438453674316
1971-12-20,8.367188453674316
1971-12-21,8.34375
1971-12-22,8.210938453674316
1971-12-23,8.140625
1971-12-27,8.195313453674316
1971-12-28,8.265625
1971-12-29,8.265625
1971-12-30,8.265625
1971-12-31,8.4375
1972-01-03,8.328125
1972-01-04,8.34375
1972-01-05,8.320313453674316
1972-01-06,8.34375
1972-01-07,8.34375
1972-01-10,8.289063453674316
1972-01-11,8.273438453674316
1972-01-12,8.25
1972-01-13,8.15625
1972-01-14,8.085938453674316
1972-01-17,8.210938453674316
1972-01-18,8.242188453674316
1972-01-19,8.234375
1972-01-20,8.203125
1972-01-21,8.242188453674316
1972-01-24,8.1875
1972-01-25,8.171875
1972-01-26,8.179688453674316
1972-01-27,8.296875
1972-01-28,8.390625
1972-01-31,8.390625
1972-02-01,8.476563453674316
1972-02-02,8.648438453674316
1972-02-03,8.671875
1972-02-04,8.6875
1972-02-07,8.640625
1972-02-08,8.648438453674316
1972-02-09,8.617188453674316
1972-02-10,8.648438453674316
1972-02-11,8.59375
1972-02-14,8.5625
1972-02-15,8.554688453674316
1972-02-16,8.617188453674316
1972-02-17,8.648438453674316
1972-02-18,8.609375
1972-02-22,8.640625
1972-02-23,8.734375
1972-02-24,8.765625
1972-02-25,8.8125
1972-02-28,8.75
1972-02-29,8.796875
1972-03-01,8.804688453674316
1972-03-02,8.75
1972-03-03,8.820313453674316
1972-03-06,8.859375
1972-03-07,8.921875
1972-03-08,8.945313453674316
1972-03-09,8.96875
1972-03-10,9.046875
1972-03-13,8.945313453674316
1972-03-14,8.976563453674316
1972-03-15,9.007813453674316
1972-03-16,9.023438453674316
1972-03-17,9.210938453674316
1972-03-20,9.234375
1972-03-21,9.171875
1972-03-22,9.203125
1972-03-23,9.328125
1972-03-24,9.289063453674316
1972-03-27,9.273438453674316
1972-03-28,9.28125
1972-03-29,9.257813453674316
1972-03-30,9.210938453674316
1972-04-03,9.25
1972-04-04,9.171875
1972-04-05,9.203125
1972-04-06,9.15625
1972-04-07,9.15625
1972-04-10,9.09375
1972-04-11,9.125
1972-04-12,9.242188453674316
1972-04-13,9.25
1972-04-14,9.242188453674316
1972-04-17,9.101563453674316
1972-04-18,9.132813453674316
1972-04-19,9.179688453674316
1972-04-20,8.9375
1972-04-21,8.8125
1972-04-24,8.90625
1972-04-25,8.953125
1972-04-26,8.8125
1972-04-27,8.789063453674316
1972-04-28,8.8125
