,ARGX
2017-05-18,23.0
2017-05-19,21.850000381469727
2017-05-22,21.40999984741211
2017-05-23,20.969999313354492
2017-05-24,20.6200008392334
2017-05-25,21.40999984741211
2017-05-26,20.149999618530273
2017-05-30,20.790000915527344
2017-05-31,20.850000381469727
2017-06-01,20.270000457763672
2017-06-02,20.8799991607666
2017-06-05,21.329999923706055
2017-06-06,20.799999237060547
2017-06-07,20.690000534057617
2017-06-08,20.450000762939453
2017-06-09,20.06999969482422
2017-06-12,21.020000457763672
2017-06-13,21.0
2017-06-14,21.299999237060547
2017-06-15,20.549999237060547
2017-06-16,20.979999542236328
2017-06-19,20.139999389648438
2017-06-20,20.700000762939453
2017-06-21,20.59000015258789
2017-06-22,20.010000228881836
2017-06-23,20.0
2017-06-26,19.764999389648438
2017-06-27,20.93000030517578
2017-06-28,20.760000228881836
2017-06-29,20.75
2017-06-30,21.209999084472656
2017-07-03,20.670000076293945
2017-07-05,20.309999465942383
2017-07-06,20.399999618530273
2017-07-07,20.329999923706055
2017-07-10,20.329999923706055
2017-07-11,20.209999084472656
2017-07-12,20.219999313354492
2017-07-13,20.350000381469727
2017-07-14,20.6299991607666
2017-07-17,20.06999969482422
2017-07-18,20.760000228881836
2017-07-19,20.549999237060547
2017-07-20,21.059999465942383
2017-07-21,20.280000686645508
2017-07-24,21.420000076293945
2017-07-25,20.110000610351562
2017-07-26,21.350000381469727
2017-07-27,20.540000915527344
2017-07-28,21.350000381469727
2017-07-31,20.969999313354492
2017-08-01,20.649999618530273
2017-08-02,20.899999618530273
2017-08-03,21.049999237060547
2017-08-04,20.989999771118164
2017-08-07,20.559999465942383
2017-08-08,20.72100067138672
2017-08-09,20.510000228881836
2017-08-10,20.600000381469727
2017-08-11,19.809999465942383
2017-08-14,20.270000457763672
2017-08-15,20.639999389648438
2017-08-16,20.670000076293945
2017-08-17,20.350000381469727
2017-08-18,20.549999237060547
2017-08-21,21.969999313354492
2017-08-22,20.65999984741211
2017-08-23,20.625
2017-08-24,20.770000457763672
2017-08-25,20.510000228881836
2017-08-28,20.790000915527344
2017-08-29,20.5
2017-08-30,20.785999298095703
2017-08-31,20.899999618530273
2017-09-01,20.700000762939453
2017-09-05,20.795000076293945
2017-09-06,20.729999542236328
2017-09-07,20.96299934387207
2017-09-08,20.889999389648438
2017-09-11,21.100000381469727
2017-09-12,21.059999465942383
2017-09-13,21.059999465942383
2017-09-14,21.059999465942383
2017-09-15,21.8700008392334
2017-09-18,21.299999237060547
2017-09-19,21.299999237060547
2017-09-20,21.5
2017-09-21,21.5
2017-09-22,21.5
2017-09-25,21.700000762939453
2017-09-26,21.815000534057617
2017-09-27,21.799999237060547
2017-09-28,22.0
2017-09-29,22.610000610351562
2017-10-02,22.56999969482422
2017-10-03,23.959999084472656
2017-10-04,24.989999771118164
2017-10-05,26.200000762939453
2017-10-06,26.549999237060547
2017-10-09,26.510000228881836
2017-10-10,26.719999313354492
2017-10-11,26.149999618530273
2017-10-12,25.709999084472656
2017-10-13,25.420000076293945
2017-10-16,24.799999237060547
2017-10-17,24.3799991607666
2017-10-18,24.104999542236328
2017-10-19,24.0
2017-10-20,23.309999465942383
2017-10-23,23.274999618530273
2017-10-24,22.989999771118164
2017-10-25,22.75
2017-10-26,23.469999313354492
2017-10-27,23.0
2017-10-30,23.5
2017-10-31,22.920000076293945
2017-11-01,22.6200008392334
2017-11-02,23.200000762939453
2017-11-03,23.209999084472656
2017-11-06,22.81999969482422
2017-11-07,22.709999084472656
2017-11-08,23.214000701904297
2017-11-09,22.719999313354492
2017-11-10,24.149999618530273
2017-11-13,23.700000762939453
2017-11-14,24.0
2017-11-15,24.110000610351562
2017-11-16,24.34000015258789
2017-11-17,24.190000534057617
2017-11-20,24.579999923706055
2017-11-21,25.0
2017-11-22,25.09000015258789
2017-11-24,25.799999237060547
2017-11-27,25.829999923706055
2017-11-28,26.81999969482422
2017-11-29,28.010000228881836
2017-11-30,32.02000045776367
2017-12-01,31.0
2017-12-04,30.670000076293945
2017-12-05,29.760000228881836
2017-12-06,29.299999237060547
2017-12-07,30.399999618530273
2017-12-08,30.450000762939453
2017-12-11,54.470001220703125
2017-12-12,55.0
2017-12-13,52.72999954223633
2017-12-14,59.470001220703125
2017-12-15,58.209999084472656
2017-12-18,58.060001373291016
2017-12-19,58.380001068115234
2017-12-20,57.2599983215332
2017-12-21,59.5099983215332
2017-12-22,62.13999938964844
2017-12-26,61.380001068115234
2017-12-27,63.560001373291016
2017-12-28,62.540000915527344
2017-12-29,63.13999938964844
2018-01-02,63.75
2018-01-03,62.43000030517578
2018-01-04,59.790000915527344
2018-01-05,56.95000076293945
2018-01-08,58.11000061035156
2018-01-09,63.08000183105469
2018-01-10,60.22999954223633
2018-01-11,62.38999938964844
2018-01-12,70.5199966430664
2018-01-16,68.8499984741211
2018-01-17,67.66999816894531
2018-01-18,65.27999877929688
2018-01-19,66.33000183105469
2018-01-22,66.25
2018-01-23,72.94999694824219
2018-01-24,75.91999816894531
2018-01-25,75.73999786376953
2018-01-26,75.41999816894531
2018-01-29,82.83000183105469
2018-01-30,78.0999984741211
2018-01-31,77.58000183105469
2018-02-01,75.5199966430664
2018-02-02,72.97000122070312
2018-02-05,72.83999633789062
2018-02-06,73.79000091552734
2018-02-07,74.72000122070312
2018-02-08,75.9800033569336
2018-02-09,75.0999984741211
2018-02-12,80.77999877929688
2018-02-13,81.5
2018-02-14,81.61000061035156
2018-02-15,81.06999969482422
2018-02-16,80.11000061035156
2018-02-20,78.1500015258789
2018-02-21,80.23999786376953
2018-02-22,81.2699966430664
2018-02-23,80.5
2018-02-26,80.5
2018-02-27,79.19000244140625
2018-02-28,76.62999725341797
2018-03-01,81.97000122070312
2018-03-02,85.19000244140625
2018-03-05,83.08999633789062
2018-03-06,82.5
2018-03-07,79.70999908447266
2018-03-08,79.51000213623047
2018-03-09,78.5999984741211
2018-03-12,78.66999816894531
2018-03-13,80.95999908447266
2018-03-14,85.0
2018-03-15,82.29000091552734
2018-03-16,80.93000030517578
2018-03-19,79.95999908447266
2018-03-20,80.48999786376953
2018-03-21,79.54000091552734
2018-03-22,79.70999908447266
2018-03-23,79.72000122070312
2018-03-26,79.41999816894531
2018-03-27,77.62999725341797
2018-03-28,79.12000274658203
2018-03-29,80.44000244140625
2018-04-02,77.30000305175781
2018-04-03,76.87999725341797
2018-04-04,77.19000244140625
2018-04-05,75.94000244140625
2018-04-06,74.83999633789062
2018-04-09,79.87999725341797
2018-04-10,80.31999969482422
2018-04-11,81.12000274658203
2018-04-12,85.83999633789062
2018-04-13,84.76000213623047
2018-04-16,85.05000305175781
2018-04-17,85.38999938964844
2018-04-18,88.06999969482422
2018-04-19,89.16000366210938
2018-04-20,88.9000015258789
2018-04-23,87.73999786376953
2018-04-24,86.69999694824219
2018-04-25,86.30000305175781
2018-04-26,87.30000305175781
2018-04-27,87.0
2018-04-30,87.62000274658203
2018-05-01,87.79000091552734
2018-05-02,86.13999938964844
2018-05-03,87.20999908447266
2018-05-04,88.19999694824219
2018-05-07,87.01000213623047
2018-05-08,88.01000213623047
2018-05-09,87.98999786376953
2018-05-10,90.33000183105469
2018-05-11,91.01000213623047
2018-05-14,91.0999984741211
2018-05-15,93.43000030517578
2018-05-16,93.0199966430664
2018-05-17,94.48999786376953
2018-05-18,94.52999877929688
2018-05-21,96.0
2018-05-22,94.66000366210938
2018-05-23,94.62999725341797
2018-05-24,97.79000091552734
2018-05-25,96.30999755859375
2018-05-29,92.7300033569336
2018-05-30,95.7699966430664
2018-05-31,95.5
2018-06-01,95.18000030517578
2018-06-04,94.9000015258789
2018-06-05,96.9800033569336
2018-06-06,96.29000091552734
2018-06-07,98.18000030517578
2018-06-08,99.63999938964844
2018-06-11,99.36000061035156
2018-06-12,100.16000366210938
2018-06-13,98.30000305175781
2018-06-14,95.4000015258789
2018-06-15,92.19999694824219
2018-06-18,91.4800033569336
2018-06-19,93.12000274658203
2018-06-20,90.41999816894531
2018-06-21,89.86000061035156
2018-06-22,88.0
2018-06-25,84.88999938964844
2018-06-26,87.7300033569336
2018-06-27,85.68000030517578
2018-06-28,83.97000122070312
2018-06-29,82.86000061035156
2018-07-02,83.91999816894531
2018-07-03,86.0
2018-07-05,85.69000244140625
2018-07-06,86.0
2018-07-09,86.83000183105469
2018-07-10,87.37000274658203
2018-07-11,86.6500015258789
2018-07-12,88.75
2018-07-13,88.91999816894531
2018-07-16,90.69999694824219
2018-07-17,93.43000030517578
2018-07-18,92.58000183105469
2018-07-19,93.04000091552734
2018-07-20,96.20999908447266
2018-07-23,96.62999725341797
2018-07-24,93.48999786376953
2018-07-25,94.44000244140625
2018-07-26,90.91000366210938
2018-07-27,91.56999969482422
2018-07-30,91.26000213623047
2018-07-31,90.75
2018-08-01,92.12999725341797
2018-08-02,91.93000030517578
2018-08-03,91.02999877929688
2018-08-06,90.18000030517578
2018-08-07,91.27999877929688
2018-08-08,90.05999755859375
2018-08-09,91.70999908447266
2018-08-10,89.75
2018-08-13,87.26000213623047
2018-08-14,87.4800033569336
2018-08-15,85.44000244140625
2018-08-16,83.6500015258789
2018-08-17,84.94000244140625
2018-08-20,85.55999755859375
2018-08-21,87.55000305175781
2018-08-22,91.87000274658203
2018-08-23,92.12999725341797
2018-08-24,91.7300033569336
2018-08-27,91.47000122070312
2018-08-28,91.70999908447266
2018-08-29,92.06999969482422
2018-08-30,93.66000366210938
2018-08-31,93.83000183105469
2018-09-04,95.88999938964844
2018-09-05,93.70999908447266
2018-09-06,89.80000305175781
2018-09-07,89.73999786376953
2018-09-10,88.29000091552734
2018-09-11,88.2699966430664
2018-09-12,89.0999984741211
2018-09-13,89.4000015258789
2018-09-14,93.77999877929688
2018-09-17,93.7699966430664
2018-09-18,87.30000305175781
2018-09-19,79.9800033569336
2018-09-20,80.19999694824219
2018-09-21,77.95999908447266
2018-09-24,77.87999725341797
2018-09-25,79.55999755859375
2018-09-26,75.5
2018-09-27,76.19999694824219
2018-09-28,75.83999633789062
2018-10-01,74.88999938964844
2018-10-02,74.55000305175781
2018-10-03,74.11000061035156
2018-10-04,72.5199966430664
2018-10-05,72.69999694824219
2018-10-08,70.76000213623047
2018-10-09,69.12999725341797
2018-10-10,63.810001373291016
2018-10-11,73.01000213623047
2018-10-12,72.69000244140625
2018-10-15,74.05000305175781
2018-10-16,78.30999755859375
2018-10-17,78.26000213623047
2018-10-18,83.7699966430664
2018-10-19,81.4000015258789
2018-10-22,83.16000366210938
2018-10-23,82.58999633789062
2018-10-24,77.8499984741211
2018-10-25,74.86000061035156
2018-10-26,73.94999694824219
2018-10-29,74.16999816894531
2018-10-30,74.8499984741211
2018-10-31,80.01000213623047
2018-11-01,96.05000305175781
2018-11-02,96.19999694824219
2018-11-05,97.91000366210938
2018-11-06,100.5
2018-11-07,99.9000015258789
2018-11-08,99.48999786376953
2018-11-09,97.31999969482422
2018-11-12,92.66000366210938
2018-11-13,92.44000244140625
2018-11-14,92.41000366210938
2018-11-15,91.83000183105469
2018-11-16,93.2300033569336
2018-11-19,87.44999694824219
2018-11-20,85.2699966430664
2018-11-21,89.94000244140625
2018-11-23,91.2300033569336
2018-11-26,95.04000091552734
2018-11-27,92.80000305175781
2018-11-28,94.05999755859375
2018-11-29,95.5
2018-11-30,96.7699966430664
2018-12-03,109.81999969482422
2018-12-04,105.70999908447266
2018-12-06,103.5999984741211
2018-12-07,101.61000061035156
2018-12-10,100.04000091552734
2018-12-11,100.0
2018-12-12,102.11000061035156
2018-12-13,103.29000091552734
2018-12-14,101.95999908447266
2018-12-17,101.87000274658203
2018-12-18,101.05999755859375
2018-12-19,95.55000305175781
2018-12-20,92.95999908447266
2018-12-21,90.9800033569336
2018-12-24,90.0
2018-12-26,94.83999633789062
2018-12-27,95.93000030517578
2018-12-28,97.02999877929688
2018-12-31,96.06999969482422
2019-01-02,98.8499984741211
2019-01-03,100.97000122070312
2019-01-04,106.0
2019-01-07,109.55000305175781
2019-01-08,112.66000366210938
2019-01-09,112.31999969482422
2019-01-10,109.62999725341797
2019-01-11,109.11000061035156
2019-01-14,103.47000122070312
2019-01-15,103.94000244140625
2019-01-16,102.19999694824219
2019-01-17,103.08999633789062
2019-01-18,102.04000091552734
2019-01-22,106.5999984741211
2019-01-23,104.0999984741211
2019-01-24,105.05000305175781
2019-01-25,105.75
2019-01-28,104.47000122070312
2019-01-29,103.41999816894531
2019-01-30,103.5
2019-01-31,106.11000061035156
2019-02-01,108.44000244140625
2019-02-04,111.31999969482422
2019-02-05,111.58000183105469
2019-02-06,111.19999694824219
2019-02-07,110.73999786376953
2019-02-08,108.94999694824219
2019-02-11,109.0
2019-02-12,113.02999877929688
2019-02-13,113.95999908447266
2019-02-14,116.83999633789062
2019-02-15,126.73999786376953
2019-02-19,125.94000244140625
2019-02-20,125.37999725341797
2019-02-21,122.25
2019-02-22,126.93000030517578
2019-02-25,129.85000610351562
2019-02-26,131.0500030517578
2019-02-27,134.0800018310547
2019-02-28,133.2899932861328
2019-03-01,134.58999633789062
2019-03-04,132.4600067138672
2019-03-05,131.0
2019-03-06,126.29000091552734
2019-03-07,123.38999938964844
2019-03-08,122.7300033569336
2019-03-11,124.69999694824219
2019-03-12,125.02999877929688
2019-03-13,125.52999877929688
2019-03-14,129.8000030517578
2019-03-15,132.27000427246094
2019-03-18,133.8000030517578
2019-03-19,131.9499969482422
2019-03-20,131.97999572753906
2019-03-21,132.0
2019-03-22,125.54000091552734
2019-03-25,123.80999755859375
2019-03-26,127.19000244140625
2019-03-27,124.45999908447266
2019-03-28,124.52999877929688
2019-03-29,124.83999633789062
2019-04-01,127.05999755859375
2019-04-02,128.91000366210938
2019-04-03,127.19999694824219
2019-04-04,127.47000122070312
2019-04-05,132.6999969482422
2019-04-08,130.0500030517578
2019-04-09,127.05000305175781
2019-04-10,127.51000213623047
2019-04-11,126.41000366210938
2019-04-12,127.16999816894531
2019-04-15,127.37999725341797
2019-04-16,122.62000274658203
2019-04-17,115.0
2019-04-18,118.30000305175781
2019-04-22,118.55000305175781
2019-04-23,121.0
2019-04-24,119.69999694824219
2019-04-25,120.41999816894531
2019-04-26,123.87999725341797
2019-04-29,126.70999908447266
2019-04-30,128.07000732421875
2019-05-01,123.54000091552734
2019-05-02,123.1500015258789
2019-05-03,126.88999938964844
2019-05-06,127.0
2019-05-07,124.0
2019-05-08,124.30000305175781
2019-05-09,120.0
2019-05-10,118.19999694824219
2019-05-13,116.37000274658203
2019-05-14,120.76000213623047
2019-05-15,126.0
2019-05-16,130.36000061035156
2019-05-17,128.6300048828125
2019-05-20,127.08999633789062
2019-05-21,133.8000030517578
2019-05-22,127.5199966430664
2019-05-23,132.07000732421875
2019-05-24,137.3800048828125
2019-05-28,132.02000427246094
2019-05-29,127.72000122070312
2019-05-30,128.05999755859375
2019-05-31,123.62999725341797
2019-06-03,124.87000274658203
2019-06-04,124.38999938964844
2019-06-05,122.08999633789062
2019-06-06,121.43000030517578
2019-06-07,120.26000213623047
2019-06-10,120.29000091552734
2019-06-11,119.77999877929688
2019-06-12,122.83999633789062
2019-06-13,125.94000244140625
2019-06-14,124.51000213623047
2019-06-17,125.93000030517578
2019-06-18,133.7899932861328
2019-06-19,137.25
2019-06-20,137.8300018310547
2019-06-21,140.14999389648438
2019-06-24,139.69000244140625
2019-06-25,139.25999450683594
2019-06-26,135.07000732421875
2019-06-27,137.7100067138672
2019-06-28,141.5800018310547
2019-07-01,142.83999633789062
2019-07-02,143.19000244140625
2019-07-03,143.36000061035156
2019-07-05,140.4199981689453
2019-07-08,138.02000427246094
2019-07-09,137.86000061035156
2019-07-10,138.6300048828125
2019-07-11,138.7899932861328
2019-07-12,139.24000549316406
2019-07-15,143.47999572753906
2019-07-16,146.69000244140625
2019-07-17,148.77999877929688
2019-07-18,150.50999450683594
2019-07-19,148.02000427246094
2019-07-22,148.86000061035156
2019-07-23,145.94000244140625
2019-07-24,143.10000610351562
2019-07-25,140.25999450683594
2019-07-26,142.5
2019-07-29,145.58999633789062
2019-07-30,142.6999969482422
2019-07-31,140.4600067138672
2019-08-01,144.5800018310547
2019-08-02,142.61000061035156
2019-08-05,133.0
2019-08-06,134.32000732421875
2019-08-07,140.24000549316406
2019-08-08,142.36000061035156
2019-08-09,142.25
2019-08-12,139.77000427246094
2019-08-13,140.19000244140625
2019-08-14,133.91000366210938
2019-08-15,134.74000549316406
2019-08-16,136.1199951171875
2019-08-19,137.35000610351562
2019-08-20,137.1300048828125
2019-08-21,138.64999389648438
2019-08-22,136.33999633789062
2019-08-23,134.27999877929688
2019-08-26,135.41000366210938
2019-08-27,134.3699951171875
2019-08-28,131.91000366210938
2019-08-29,132.27000427246094
2019-08-30,131.4499969482422
2019-09-03,128.1999969482422
2019-09-04,130.64999389648438
2019-09-05,132.52999877929688
2019-09-06,131.25
2019-09-09,129.0
2019-09-10,122.88999938964844
2019-09-11,124.06999969482422
2019-09-12,125.20999908447266
2019-09-13,124.88999938964844
2019-09-16,128.4199981689453
2019-09-17,128.9600067138672
2019-09-18,128.3000030517578
2019-09-19,126.38999938964844
2019-09-20,125.37000274658203
2019-09-23,122.93000030517578
2019-09-24,121.12000274658203
2019-09-25,116.62000274658203
2019-09-26,116.16000366210938
2019-09-27,113.30999755859375
2019-09-30,113.95999908447266
2019-10-01,108.94999694824219
2019-10-02,113.41999816894531
2019-10-03,111.87999725341797
2019-10-04,112.66999816894531
2019-10-07,111.05000305175781
2019-10-08,106.58999633789062
2019-10-09,108.23999786376953
2019-10-10,110.30000305175781
2019-10-11,111.97000122070312
2019-10-14,111.58999633789062
2019-10-15,116.45999908447266
2019-10-16,114.97000122070312
2019-10-17,117.91000366210938
2019-10-18,115.25
2019-10-21,114.86000061035156
2019-10-22,117.72000122070312
2019-10-23,113.58000183105469
2019-10-24,116.5
2019-10-25,114.0
2019-10-28,115.33000183105469
2019-10-29,119.13999938964844
2019-10-30,121.02999877929688
2019-10-31,122.45999908447266
2019-11-01,125.7300033569336
2019-11-04,127.6500015258789
2019-11-05,128.35000610351562
2019-11-06,126.1500015258789
2019-11-07,125.0
2019-11-08,127.55000305175781
2019-11-11,127.08999633789062
2019-11-12,127.41999816894531
2019-11-13,136.58999633789062
2019-11-14,137.3800048828125
2019-11-15,139.3699951171875
2019-11-18,141.49000549316406
2019-11-19,146.6300048828125
2019-11-20,141.25
2019-11-21,143.30999755859375
2019-11-22,141.75999450683594
2019-11-25,146.55999755859375
2019-11-26,146.50999450683594
2019-11-27,145.66000366210938
2019-11-29,148.0500030517578
2019-12-02,147.72000122070312
2019-12-03,147.1699981689453
2019-12-04,150.99000549316406
2019-12-05,149.6199951171875
2019-12-06,147.4199981689453
2019-12-09,152.75999450683594
2019-12-10,155.52000427246094
2019-12-11,156.4199981689453
2019-12-12,155.94000244140625
2019-12-13,157.11000061035156
2019-12-16,164.2100067138672
2019-12-17,161.27000427246094
2019-12-18,160.89999389648438
2019-12-19,163.58999633789062
2019-12-20,162.0
2019-12-23,161.64999389648438
2019-12-24,161.82000732421875
2019-12-26,161.19000244140625
2019-12-27,160.8000030517578
2019-12-30,161.8000030517578
2019-12-31,160.52000427246094
2020-01-02,160.4600067138672
2020-01-03,158.5800018310547
2020-01-06,156.4199981689453
2020-01-07,155.25999450683594
2020-01-08,156.5
2020-01-09,165.22999572753906
2020-01-10,163.74000549316406
2020-01-13,156.75
2020-01-14,153.60000610351562
2020-01-15,152.60000610351562
2020-01-16,150.0399932861328
2020-01-17,154.38999938964844
2020-01-21,153.35000610351562
2020-01-22,153.50999450683594
2020-01-23,149.22999572753906
2020-01-24,144.75
2020-01-27,143.32000732421875
2020-01-28,143.5800018310547
2020-01-29,148.19000244140625
2020-01-30,147.22999572753906
2020-01-31,144.2899932861328
2020-02-03,150.7899932861328
2020-02-04,155.05999755859375
2020-02-05,155.85000610351562
2020-02-06,155.5
2020-02-07,154.49000549316406
2020-02-10,157.4600067138672
2020-02-11,157.55999755859375
2020-02-12,160.1999969482422
2020-02-13,161.0399932861328
2020-02-14,160.19000244140625
2020-02-18,160.1199951171875
2020-02-19,161.8800048828125
2020-02-20,161.1699981689453
2020-02-21,161.10000610351562
2020-02-24,156.3000030517578
2020-02-25,153.49000549316406
2020-02-26,150.50999450683594
2020-02-27,143.5399932861328
2020-02-28,141.3800048828125
2020-03-02,147.99000549316406
