,ANIP
2004-07-13,235.8000030517578
2004-07-14,228.24000549316406
2004-07-15,214.1999969482422
2004-07-16,209.16000366210938
2004-07-19,204.1199951171875
2004-07-20,204.1199951171875
2004-07-21,214.1999969482422
2004-07-22,209.8800048828125
2004-07-23,208.0800018310547
2004-07-26,213.1199951171875
2004-07-27,210.60000610351562
2004-07-28,204.1199951171875
2004-07-29,212.39999389648438
2004-07-30,221.39999389648438
2004-08-02,211.67999267578125
2004-08-03,210.24000549316406
2004-08-04,199.8000030517578
2004-08-05,186.83999633789062
2004-08-06,178.1999969482422
2004-08-09,180.0
2004-08-10,176.0399932861328
2004-08-11,171.0
2004-08-12,174.60000610351562
2004-08-13,177.47999572753906
2004-08-16,195.47999572753906
2004-08-17,205.1999969482422
2004-08-18,211.67999267578125
2004-08-19,210.60000610351562
2004-08-20,214.1999969482422
2004-08-23,227.52000427246094
2004-08-24,229.67999267578125
2004-08-25,248.39999389648438
2004-08-26,241.1999969482422
2004-08-27,241.1999969482422
2004-08-30,246.24000549316406
2004-08-31,249.1199951171875
2004-09-01,260.6400146484375
2004-09-02,263.1600036621094
2004-09-03,262.79998779296875
2004-09-07,262.79998779296875
2004-09-08,261.0
2004-09-09,255.60000610351562
2004-09-10,255.60000610351562
2004-09-13,270.0
2004-09-14,282.6000061035156
2004-09-15,296.2799987792969
2004-09-16,313.20001220703125
2004-09-17,320.760009765625
2004-09-20,331.20001220703125
2004-09-21,343.79998779296875
2004-09-22,356.0400085449219
2004-09-23,330.1199951171875
2004-09-24,320.0400085449219
2004-09-27,317.5199890136719
2004-09-28,324.3599853515625
2004-09-29,319.32000732421875
2004-09-30,324.3599853515625
2004-10-01,347.3999938964844
2004-10-04,351.0
2004-10-05,356.3999938964844
2004-10-06,359.2799987792969
2004-10-07,362.1600036621094
2004-10-08,349.55999755859375
2004-10-11,352.79998779296875
2004-10-12,353.8800048828125
2004-10-13,354.6000061035156
2004-10-14,351.0
2004-10-15,347.3999938964844
2004-10-18,338.3999938964844
2004-10-19,333.3599853515625
2004-10-20,340.20001220703125
2004-10-21,342.0
2004-10-22,340.9200134277344
2004-10-25,347.3999938964844
2004-10-26,351.0
2004-10-27,353.5199890136719
2004-10-28,353.8800048828125
2004-10-29,359.2799987792969
2004-11-01,331.20001220703125
2004-11-02,313.9200134277344
2004-11-03,320.3999938964844
2004-11-04,311.0400085449219
2004-11-05,327.6000061035156
2004-11-08,320.3999938964844
2004-11-09,326.1600036621094
2004-11-10,326.1600036621094
2004-11-11,335.1600036621094
2004-11-12,331.9200134277344
2004-11-15,326.5199890136719
2004-11-16,330.4800109863281
2004-11-17,325.79998779296875
2004-11-18,349.20001220703125
2004-11-19,360.0
2004-11-22,354.6000061035156
2004-11-23,359.6400146484375
2004-11-24,356.3999938964844
2004-11-26,365.3999938964844
2004-11-29,375.8399963378906
2004-11-30,362.5199890136719
2004-12-01,302.3999938964844
2004-12-02,270.0
2004-12-03,174.24000549316406
2004-12-06,186.1199951171875
2004-12-07,179.63999938964844
2004-12-08,171.72000122070312
2004-12-09,165.60000610351562
2004-12-10,163.44000244140625
2004-12-13,164.52000427246094
2004-12-14,179.27999877929688
2004-12-15,173.8800048828125
2004-12-16,180.0
2004-12-17,177.1199951171875
2004-12-20,172.44000244140625
2004-12-21,172.8000030517578
2004-12-22,166.32000732421875
2004-12-23,165.24000549316406
2004-12-27,173.52000427246094
2004-12-28,174.9600067138672
2004-12-29,182.8800048828125
2004-12-30,194.39999389648438
2004-12-31,197.27999877929688
2005-01-03,184.67999267578125
2005-01-04,182.8800048828125
2005-01-05,188.27999877929688
2005-01-06,191.8800048828125
2005-01-07,194.0399932861328
2005-01-10,199.8000030517578
2005-01-11,199.44000244140625
2005-01-12,209.52000427246094
2005-01-13,205.55999755859375
2005-01-14,213.83999633789062
2005-01-18,212.39999389648438
2005-01-19,204.1199951171875
2005-01-20,200.8800048828125
2005-01-21,192.9600067138672
2005-01-24,190.8000030517578
2005-01-25,190.44000244140625
2005-01-26,197.63999938964844
2005-01-27,200.8800048828125
2005-01-28,201.24000549316406
2005-01-31,202.67999267578125
2005-02-01,204.83999633789062
2005-02-02,207.36000061035156
2005-02-03,202.32000732421875
2005-02-04,197.27999877929688
2005-02-07,194.39999389648438
2005-02-08,196.1999969482422
2005-02-09,191.52000427246094
2005-02-10,192.9600067138672
2005-02-11,190.0800018310547
2005-02-14,184.67999267578125
2005-02-15,187.9199981689453
2005-02-16,188.27999877929688
2005-02-17,189.36000061035156
2005-02-18,189.36000061035156
2005-02-22,186.83999633789062
2005-02-23,191.52000427246094
2005-02-24,189.72000122070312
2005-02-25,187.9199981689453
2005-02-28,181.8000030517578
2005-03-01,174.9600067138672
2005-03-02,178.1999969482422
2005-03-03,177.83999633789062
2005-03-04,178.55999755859375
2005-03-07,165.9600067138672
2005-03-08,169.55999755859375
2005-03-09,167.0399932861328
2005-03-10,163.8000030517578
2005-03-11,158.39999389648438
2005-03-14,151.9199981689453
2005-03-15,153.72000122070312
2005-03-16,153.0
2005-03-17,159.1199951171875
2005-03-18,167.0399932861328
2005-03-21,162.36000061035156
2005-03-22,160.9199981689453
2005-03-23,159.1199951171875
2005-03-24,154.44000244140625
2005-03-28,148.67999267578125
2005-03-29,141.1199951171875
2005-03-30,141.47999572753906
2005-03-31,144.0
2005-04-01,146.16000366210938
2005-04-04,147.9600067138672
2005-04-05,147.9600067138672
2005-04-06,151.9199981689453
2005-04-07,151.9199981689453
2005-04-08,153.72000122070312
2005-04-11,150.83999633789062
2005-04-12,148.67999267578125
2005-04-13,145.8000030517578
2005-04-14,144.72000122070312
2005-04-15,140.75999450683594
2005-04-18,135.0
2005-04-19,137.8800048828125
2005-04-20,139.67999267578125
2005-04-21,144.36000061035156
2005-04-22,153.0
2005-04-25,146.8800048828125
2005-04-26,142.9199981689453
2005-04-27,140.0399932861328
2005-04-28,140.0399932861328
2005-04-29,140.0399932861328
2005-05-02,135.36000061035156
2005-05-03,136.0800018310547
2005-05-04,135.36000061035156
2005-05-05,137.52000427246094
2005-05-06,137.16000366210938
2005-05-09,135.0
2005-05-10,135.0
2005-05-11,137.8800048828125
2005-05-12,140.75999450683594
2005-05-13,140.39999389648438
2005-05-16,146.16000366210938
2005-05-17,144.0
2005-05-18,140.75999450683594
2005-05-19,141.83999633789062
2005-05-20,143.63999938964844
2005-05-23,141.83999633789062
2005-05-24,137.16000366210938
2005-05-25,138.60000610351562
2005-05-26,132.83999633789062
2005-05-27,132.47999572753906
2005-05-31,133.1999969482422
2005-06-01,137.16000366210938
2005-06-02,138.9600067138672
2005-06-03,137.52000427246094
2005-06-06,134.27999877929688
2005-06-07,135.0
2005-06-08,131.75999450683594
2005-06-09,133.1999969482422
2005-06-10,131.39999389648438
2005-06-13,130.32000732421875
2005-06-14,131.0399932861328
2005-06-15,128.8800048828125
2005-06-16,127.08000183105469
2005-06-17,123.12000274658203
2005-06-20,119.5199966430664
2005-06-21,113.4000015258789
2005-06-22,117.0
2005-06-23,119.16000366210938
2005-06-24,118.80000305175781
2005-06-27,118.80000305175781
2005-06-28,121.31999969482422
2005-06-29,128.16000366210938
2005-06-30,134.63999938964844
2005-07-01,141.1199951171875
2005-07-05,137.8800048828125
2005-07-06,142.55999755859375
2005-07-07,151.9199981689453
2005-07-08,147.60000610351562
2005-07-11,151.9199981689453
2005-07-12,156.60000610351562
2005-07-13,140.39999389648438
2005-07-14,137.8800048828125
2005-07-15,138.60000610351562
2005-07-18,134.27999877929688
2005-07-19,137.8800048828125
2005-07-20,136.44000244140625
2005-07-21,141.47999572753906
2005-07-22,141.47999572753906
2005-07-25,141.83999633789062
2005-07-26,140.39999389648438
2005-07-27,144.0
2005-07-28,145.44000244140625
2005-07-29,145.44000244140625
2005-08-01,149.0399932861328
2005-08-02,148.32000732421875
2005-08-03,150.47999572753906
2005-08-04,152.63999938964844
2005-08-05,151.1999969482422
2005-08-08,149.75999450683594
2005-08-09,145.44000244140625
2005-08-10,144.36000061035156
2005-08-11,146.16000366210938
2005-08-12,144.0
2005-08-15,140.75999450683594
2005-08-16,138.9600067138672
2005-08-17,138.9600067138672
2005-08-18,142.9199981689453
2005-08-19,140.0399932861328
2005-08-22,142.55999755859375
2005-08-23,143.63999938964844
2005-08-24,143.63999938964844
2005-08-25,141.1199951171875
2005-08-26,139.32000732421875
2005-08-29,142.9199981689453
2005-08-30,141.47999572753906
2005-08-31,140.75999450683594
2005-09-01,141.1199951171875
2005-09-02,135.0
2005-09-06,131.39999389648438
2005-09-07,127.44000244140625
2005-09-08,127.80000305175781
2005-09-09,132.1199951171875
2005-09-12,134.63999938964844
2005-09-13,133.1999969482422
2005-09-14,142.1999969482422
2005-09-15,140.39999389648438
2005-09-16,136.44000244140625
2005-09-19,131.75999450683594
2005-09-20,132.1199951171875
2005-09-21,127.44000244140625
2005-09-22,122.4000015258789
2005-09-23,120.5999984741211
2005-09-26,122.76000213623047
2005-09-27,118.08000183105469
2005-09-28,113.4000015258789
2005-09-29,119.87999725341797
2005-09-30,120.5999984741211
2005-10-03,120.5999984741211
2005-10-04,118.44000244140625
2005-10-05,115.19999694824219
2005-10-06,115.91999816894531
2005-10-07,114.4800033569336
2005-10-10,113.04000091552734
2005-10-11,113.4000015258789
2005-10-12,109.08000183105469
2005-10-13,101.16000366210938
2005-10-14,101.16000366210938
2005-10-17,109.08000183105469
2005-10-18,109.08000183105469
2005-10-19,107.63999938964844
2005-10-20,105.83999633789062
2005-10-21,105.4800033569336
2005-10-24,107.27999877929688
2005-10-25,108.0
2005-10-26,115.91999816894531
2005-10-27,106.91999816894531
2005-10-28,108.72000122070312
2005-10-31,109.80000305175781
2005-11-01,106.19999694824219
2005-11-02,110.5199966430664
2005-11-03,117.0
2005-11-04,120.23999786376953
2005-11-07,127.44000244140625
2005-11-08,129.9600067138672
2005-11-09,134.63999938964844
2005-11-10,141.1199951171875
2005-11-11,154.44000244140625
2005-11-14,162.72000122070312
2005-11-15,153.72000122070312
2005-11-16,160.9199981689453
2005-11-17,164.8800048828125
2005-11-18,159.83999633789062
2005-11-21,151.9199981689453
2005-11-22,160.9199981689453
2005-11-23,162.0
2005-11-25,160.9199981689453
2005-11-28,154.8000030517578
2005-11-29,157.32000732421875
2005-11-30,160.55999755859375
2005-12-01,155.52000427246094
2005-12-02,153.0
2005-12-05,154.0800018310547
2005-12-06,153.36000061035156
2005-12-07,153.0
2005-12-08,143.63999938964844
2005-12-09,140.39999389648438
2005-12-12,134.63999938964844
2005-12-13,142.1999969482422
2005-12-14,140.75999450683594
2005-12-15,141.1199951171875
2005-12-16,136.8000030517578
2005-12-19,135.0
2005-12-20,135.36000061035156
2005-12-21,133.9199981689453
2005-12-22,133.1999969482422
2005-12-23,135.0
2005-12-27,134.63999938964844
2005-12-28,138.24000549316406
2005-12-29,130.32000732421875
2005-12-30,131.39999389648438
2006-01-03,126.36000061035156
2006-01-04,126.36000061035156
2006-01-05,131.39999389648438
2006-01-06,127.08000183105469
2006-01-09,140.75999450683594
2006-01-10,147.60000610351562
2006-01-11,150.1199951171875
2006-01-12,153.36000061035156
2006-01-13,156.60000610351562
2006-01-17,154.0800018310547
2006-01-18,152.63999938964844
2006-01-19,158.39999389648438
2006-01-20,154.8000030517578
2006-01-23,149.39999389648438
2006-01-24,148.67999267578125
2006-01-25,151.1999969482422
2006-01-26,151.1999969482422
2006-01-27,151.1999969482422
2006-01-30,162.0
2006-01-31,168.83999633789062
2006-02-01,168.83999633789062
2006-02-02,160.1999969482422
2006-02-03,156.24000549316406
2006-02-06,160.9199981689453
2006-02-07,156.24000549316406
2006-02-08,153.36000061035156
2006-02-09,153.0
2006-02-10,152.27999877929688
2006-02-13,152.27999877929688
2006-02-14,144.0
2006-02-15,146.8800048828125
2006-02-16,154.0800018310547
2006-02-17,150.47999572753906
2006-02-21,150.47999572753906
2006-02-22,145.0800018310547
2006-02-23,135.0
2006-02-24,132.83999633789062
2006-02-27,136.8000030517578
2006-02-28,147.60000610351562
2006-03-01,149.39999389648438
2006-03-02,147.9600067138672
2006-03-03,149.39999389648438
2006-03-06,150.1199951171875
2006-03-07,150.1199951171875
2006-03-08,146.8800048828125
2006-03-09,144.0
2006-03-10,145.8000030517578
2006-03-13,142.1999969482422
2006-03-14,139.32000732421875
2006-03-15,137.8800048828125
2006-03-16,141.47999572753906
2006-03-17,138.60000610351562
2006-03-20,138.24000549316406
2006-03-21,136.44000244140625
2006-03-22,138.9600067138672
2006-03-23,136.8000030517578
2006-03-24,138.60000610351562
2006-03-27,137.8800048828125
2006-03-28,135.0
2006-03-29,144.0
2006-03-30,156.60000610351562
2006-03-31,158.39999389648438
2006-04-03,152.63999938964844
2006-04-04,147.24000549316406
2006-04-05,149.75999450683594
2006-04-06,153.0
2006-04-07,154.44000244140625
2006-04-10,150.83999633789062
2006-04-11,148.67999267578125
2006-04-12,149.0399932861328
2006-04-13,145.8000030517578
2006-04-17,149.39999389648438
2006-04-18,147.60000610351562
2006-04-19,149.39999389648438
2006-04-20,151.1999969482422
2006-04-21,147.9600067138672
2006-04-24,154.0800018310547
2006-04-25,149.0399932861328
2006-04-26,147.60000610351562
2006-04-27,149.75999450683594
2006-04-28,148.32000732421875
2006-05-01,147.60000610351562
2006-05-02,148.67999267578125
2006-05-03,153.36000061035156
2006-05-04,150.83999633789062
2006-05-05,149.39999389648438
2006-05-08,149.75999450683594
2006-05-09,149.39999389648438
2006-05-10,143.63999938964844
2006-05-11,137.52000427246094
2006-05-12,129.24000549316406
2006-05-15,126.0
2006-05-16,133.9199981689453
2006-05-17,124.19999694824219
2006-05-18,132.47999572753906
2006-05-19,122.04000091552734
2006-05-22,117.0
2006-05-23,112.68000030517578
2006-05-24,107.27999877929688
2006-05-25,105.4800033569336
2006-05-26,106.91999816894531
2006-05-30,106.55999755859375
2006-05-31,117.0
2006-06-01,110.5199966430664
2006-06-02,109.80000305175781
2006-06-05,106.19999694824219
2006-06-06,108.0
2006-06-07,106.19999694824219
2006-06-08,102.5999984741211
2006-06-09,101.16000366210938
2006-06-12,88.19999694824219
2006-06-13,73.80000305175781
2006-06-14,79.19999694824219
2006-06-15,79.91999816894531
2006-06-16,79.19999694824219
2006-06-19,81.0
2006-06-20,79.91999816894531
2006-06-21,77.76000213623047
2006-06-22,75.5999984741211
2006-06-23,74.16000366210938
2006-06-26,71.63999938964844
2006-06-27,68.76000213623047
2006-06-28,83.5199966430664
2006-06-29,86.4000015258789
2006-06-30,84.5999984741211
2006-07-03,87.12000274658203
2006-07-05,83.16000366210938
2006-07-06,80.63999938964844
2006-07-07,79.91999816894531
2006-07-10,81.0
2006-07-11,75.95999908447266
2006-07-12,73.80000305175781
2006-07-13,72.0
2006-07-14,71.63999938964844
2006-07-17,68.04000091552734
2006-07-18,70.55999755859375
2006-07-19,69.12000274658203
2006-07-20,68.4000015258789
2006-07-21,70.19999694824219
2006-07-24,71.63999938964844
2006-07-25,70.19999694824219
2006-07-26,71.63999938964844
2006-07-27,69.83999633789062
2006-07-28,71.27999877929688
2006-07-31,79.19999694824219
2006-08-01,66.95999908447266
2006-08-02,68.4000015258789
2006-08-03,68.04000091552734
2006-08-04,69.12000274658203
2006-08-07,70.91999816894531
2006-08-08,73.80000305175781
2006-08-09,69.83999633789062
2006-08-10,69.12000274658203
2006-08-11,69.12000274658203
2006-08-14,67.31999969482422
2006-08-15,72.72000122070312
2006-08-16,73.08000183105469
2006-08-17,75.5999984741211
2006-08-18,75.95999908447266
2006-08-21,71.63999938964844
2006-08-22,74.16000366210938
2006-08-23,75.5999984741211
2006-08-24,82.44000244140625
2006-08-25,81.72000122070312
2006-08-28,80.27999877929688
2006-08-29,81.0
2006-08-30,81.0
2006-08-31,78.4800033569336
2006-09-01,81.0
2006-09-05,81.0
2006-09-06,80.63999938964844
2006-09-07,78.4800033569336
2006-09-08,78.4800033569336
2006-09-11,75.95999908447266
2006-09-12,74.5199966430664
2006-09-13,74.87999725341797
2006-09-14,74.5199966430664
2006-09-15,75.23999786376953
2006-09-18,75.5999984741211
2006-09-19,76.68000030517578
2006-09-20,74.5199966430664
2006-09-21,73.08000183105469
2006-09-22,73.44000244140625
2006-09-25,72.0
2006-09-26,72.0
2006-09-27,61.560001373291016
2006-09-28,57.599998474121094
2006-09-29,69.12000274658203
2006-10-02,66.95999908447266
2006-10-03,63.720001220703125
2006-10-04,67.68000030517578
2006-10-05,63.0
2006-10-06,63.0
2006-10-09,62.63999938964844
2006-10-10,63.36000061035156
2006-10-11,64.08000183105469
2006-10-12,67.68000030517578
2006-10-13,72.0
2006-10-16,73.08000183105469
2006-10-17,69.83999633789062
2006-10-18,69.83999633789062
2006-10-19,72.0
2006-10-20,74.5199966430664
2006-10-23,72.72000122070312
2006-10-24,71.63999938964844
2006-10-25,73.44000244140625
2006-10-26,75.5999984741211
2006-10-27,77.4000015258789
2006-10-30,60.119998931884766
2006-10-31,66.5999984741211
2006-11-01,62.279998779296875
2006-11-02,59.400001525878906
2006-11-03,60.84000015258789
2006-11-06,59.040000915527344
2006-11-07,59.400001525878906
2006-11-08,60.84000015258789
2006-11-09,60.119998931884766
2006-11-10,59.400001525878906
2006-11-13,59.7599983215332
2006-11-14,57.959999084472656
2006-11-15,55.79999923706055
2006-11-16,56.52000045776367
2006-11-17,60.119998931884766
2006-11-20,59.400001525878906
2006-11-21,63.0
2006-11-22,73.44000244140625
2006-11-24,77.76000213623047
2006-11-27,81.0
2006-11-28,79.91999816894531
2006-11-29,82.08000183105469
2006-11-30,91.80000305175781
2006-12-01,95.04000091552734
2006-12-04,97.19999694824219
2006-12-05,97.91999816894531
2006-12-06,99.72000122070312
2006-12-07,102.5999984741211
2006-12-08,108.0
2006-12-11,110.5199966430664
2006-12-12,106.55999755859375
2006-12-13,102.23999786376953
2006-12-14,93.5999984741211
2006-12-15,90.72000122070312
2006-12-18,113.04000091552734
2006-12-19,107.63999938964844
2006-12-20,101.5199966430664
2006-12-21,99.0
2006-12-22,95.04000091552734
2006-12-26,96.83999633789062
2006-12-27,96.4800033569336
2006-12-28,100.80000305175781
2006-12-29,99.72000122070312
2007-01-03,100.80000305175781
2007-01-04,100.80000305175781
2007-01-05,100.80000305175781
2007-01-08,105.83999633789062
2007-01-09,106.91999816894531
2007-01-10,104.4000015258789
2007-01-11,102.95999908447266
2007-01-12,100.80000305175781
2007-01-16,97.91999816894531
2007-01-17,102.5999984741211
2007-01-18,102.5999984741211
2007-01-19,100.80000305175781
2007-01-22,102.95999908447266
2007-01-23,104.4000015258789
2007-01-24,108.36000061035156
2007-01-25,113.4000015258789
2007-01-26,116.27999877929688
2007-01-29,122.4000015258789
2007-01-30,125.63999938964844
2007-01-31,124.19999694824219
2007-02-01,128.52000427246094
2007-02-02,128.52000427246094
2007-02-05,127.44000244140625
2007-02-06,128.52000427246094
2007-02-07,127.08000183105469
2007-02-08,128.8800048828125
2007-02-09,128.8800048828125
2007-02-12,124.55999755859375
2007-02-13,128.8800048828125
2007-02-14,128.16000366210938
2007-02-15,129.60000610351562
2007-02-16,129.60000610351562
2007-02-20,131.0399932861328
2007-02-21,132.47999572753906
2007-02-22,145.8000030517578
2007-02-23,153.0
2007-02-26,159.83999633789062
2007-02-27,156.60000610351562
2007-02-28,157.32000732421875
2007-03-01,164.8800048828125
2007-03-02,161.63999938964844
2007-03-05,158.39999389648438
2007-03-06,165.24000549316406
2007-03-07,164.16000366210938
2007-03-08,168.83999633789062
2007-03-09,163.0800018310547
2007-03-12,165.24000549316406
2007-03-13,163.0800018310547
2007-03-14,158.39999389648438
2007-03-15,155.8800048828125
2007-03-16,155.52000427246094
2007-03-19,159.83999633789062
2007-03-20,158.39999389648438
2007-03-21,168.47999572753906
2007-03-22,165.9600067138672
2007-03-23,168.47999572753906
2007-03-26,165.24000549316406
2007-03-27,165.60000610351562
2007-03-28,179.63999938964844
2007-03-29,195.47999572753906
2007-03-30,214.9199981689453
2007-04-02,210.60000610351562
2007-04-03,203.39999389648438
2007-04-04,210.24000549316406
2007-04-05,208.8000030517578
2007-04-09,210.24000549316406
2007-04-10,229.67999267578125
2007-04-11,221.75999450683594
2007-04-12,221.0399932861328
2007-04-13,220.32000732421875
2007-04-16,236.16000366210938
2007-04-17,244.0800018310547
2007-04-18,235.44000244140625
2007-04-19,231.83999633789062
2007-04-20,231.83999633789062
2007-04-23,236.8800048828125
2007-04-24,236.16000366210938
2007-04-25,234.0
2007-04-26,240.47999572753906
2007-04-27,242.63999938964844
2007-04-30,252.0
2007-05-01,246.24000549316406
2007-05-02,243.0
2007-05-03,245.52000427246094
2007-05-04,243.0
2007-05-07,261.0
2007-05-08,276.4800109863281
2007-05-09,272.1600036621094
2007-05-10,264.9599914550781
2007-05-11,263.8800048828125
2007-05-14,266.0400085449219
2007-05-15,247.32000732421875
2007-05-16,238.67999267578125
2007-05-17,245.8800048828125
2007-05-18,254.16000366210938
2007-05-21,250.1999969482422
2007-05-22,249.1199951171875
2007-05-23,239.39999389648438
2007-05-24,246.60000610351562
2007-05-25,234.0
2007-05-29,240.83999633789062
2007-05-30,245.8800048828125
2007-05-31,245.52000427246094
2007-06-01,245.8800048828125
2007-06-04,244.44000244140625
2007-06-05,242.63999938964844
2007-06-06,241.1999969482422
2007-06-07,237.60000610351562
2007-06-08,242.27999877929688
2007-06-11,244.0800018310547
2007-06-12,244.0800018310547
2007-06-13,246.60000610351562
2007-06-14,247.67999267578125
2007-06-15,243.0
2007-06-18,239.39999389648438
2007-06-19,238.67999267578125
2007-06-20,235.0800018310547
2007-06-21,235.8000030517578
2007-06-22,233.63999938964844
2007-06-25,228.60000610351562
2007-06-26,226.8000030517578
2007-06-27,228.60000610351562
2007-06-28,228.9600067138672
2007-06-29,228.24000549316406
2007-07-02,228.60000610351562
2007-07-03,226.8000030517578
2007-07-05,226.0800018310547
2007-07-06,223.55999755859375
2007-07-09,224.27999877929688
2007-07-10,226.44000244140625
2007-07-11,232.9199981689453
2007-07-12,240.83999633789062
2007-07-13,239.0399932861328
2007-07-16,238.32000732421875
2007-07-17,239.0399932861328
2007-07-18,236.8800048828125
2007-07-19,235.0800018310547
2007-07-20,228.60000610351562
2007-07-23,227.16000366210938
2007-07-24,223.1999969482422
2007-07-25,226.0800018310547
2007-07-26,215.63999938964844
2007-07-27,205.1999969482422
2007-07-30,201.60000610351562
2007-07-31,198.72000122070312
2007-08-01,197.63999938964844
2007-08-02,204.47999572753906
2007-08-03,210.60000610351562
2007-08-06,208.0800018310547
2007-08-07,196.55999755859375
2007-08-08,212.39999389648438
2007-08-09,211.32000732421875
2007-08-10,208.0800018310547
2007-08-13,211.32000732421875
2007-08-14,216.0
2007-08-15,212.39999389648438
2007-08-16,205.1999969482422
2007-08-17,208.44000244140625
2007-08-20,201.60000610351562
2007-08-21,198.0
2007-08-22,199.8000030517578
2007-08-23,201.60000610351562
2007-08-24,210.9600067138672
2007-08-27,210.60000610351562
2007-08-28,214.1999969482422
2007-08-29,216.0
2007-08-30,213.1199951171875
2007-08-31,208.8000030517578
2007-09-04,215.27999877929688
2007-09-05,217.8000030517578
2007-09-06,218.8800048828125
2007-09-07,216.0
2007-09-10,213.47999572753906
2007-09-11,215.63999938964844
2007-09-12,217.8000030517578
2007-09-13,216.0
2007-09-14,218.52000427246094
2007-09-17,214.1999969482422
2007-09-18,214.1999969482422
2007-09-19,208.0800018310547
2007-09-20,209.52000427246094
2007-09-21,208.8000030517578
2007-09-24,205.1999969482422
2007-09-25,203.0399932861328
2007-09-26,199.0800018310547
2007-09-27,199.44000244140625
2007-09-28,208.8000030517578
2007-10-01,201.9600067138672
2007-10-02,198.36000061035156
2007-10-03,192.60000610351562
2007-10-04,202.67999267578125
2007-10-05,214.1999969482422
2007-10-08,216.0
2007-10-09,206.63999938964844
2007-10-10,213.1199951171875
2007-10-11,208.8000030517578
2007-10-12,213.83999633789062
2007-10-15,204.83999633789062
2007-10-16,200.52000427246094
2007-10-17,198.0
2007-10-18,203.39999389648438
2007-10-19,198.0
2007-10-22,196.1999969482422
2007-10-23,199.8000030517578
2007-10-24,204.47999572753906
2007-10-25,205.1999969482422
2007-10-26,210.60000610351562
2007-10-29,217.8000030517578
2007-10-30,208.8000030517578
2007-10-31,215.63999938964844
2007-11-01,207.0
2007-11-02,203.39999389648438
2007-11-05,198.0
2007-11-06,196.1999969482422
2007-11-07,185.39999389648438
2007-11-08,176.39999389648438
2007-11-09,165.60000610351562
2007-11-12,162.0
2007-11-13,149.39999389648438
2007-11-14,159.83999633789062
2007-11-15,161.63999938964844
2007-11-16,173.8800048828125
2007-11-19,171.0
2007-11-20,169.1999969482422
2007-11-21,160.55999755859375
2007-11-23,174.24000549316406
2007-11-26,171.36000061035156
2007-11-27,166.32000732421875
2007-11-28,168.83999633789062
2007-11-29,162.0
2007-11-30,162.36000061035156
2007-12-03,156.9600067138672
2007-12-04,142.55999755859375
2007-12-05,147.60000610351562
2007-12-06,142.55999755859375
2007-12-07,140.39999389648438
2007-12-10,136.8000030517578
2007-12-11,133.55999755859375
2007-12-12,136.44000244140625
2007-12-13,131.39999389648438
2007-12-14,132.83999633789062
2007-12-17,133.1999969482422
2007-12-18,135.72000122070312
2007-12-19,133.1999969482422
2007-12-20,147.60000610351562
2007-12-21,149.39999389648438
2007-12-24,148.67999267578125
2007-12-26,145.44000244140625
2007-12-27,146.8800048828125
2007-12-28,138.60000610351562
2007-12-31,136.0800018310547
2008-01-02,131.39999389648438
2008-01-03,135.0
2008-01-04,134.27999877929688
2008-01-07,131.75999450683594
2008-01-08,136.0800018310547
2008-01-09,135.0
2008-01-10,142.1999969482422
2008-01-11,145.44000244140625
2008-01-14,146.16000366210938
2008-01-15,141.83999633789062
2008-01-16,136.8000030517578
2008-01-17,128.52000427246094
2008-01-18,128.52000427246094
2008-01-22,129.60000610351562
2008-01-23,128.16000366210938
2008-01-24,125.63999938964844
2008-01-25,124.91999816894531
2008-01-28,131.0399932861328
2008-01-29,139.67999267578125
2008-01-30,142.9199981689453
2008-01-31,144.0
2008-02-01,136.8000030517578
2008-02-04,138.24000549316406
2008-02-05,131.0399932861328
2008-02-06,129.60000610351562
2008-02-07,134.63999938964844
2008-02-08,133.1999969482422
2008-02-11,133.9199981689453
2008-02-12,133.9199981689453
2008-02-13,132.1199951171875
2008-02-14,129.60000610351562
2008-02-15,129.9600067138672
2008-02-19,127.80000305175781
2008-02-20,131.0399932861328
2008-02-21,131.75999450683594
2008-02-22,130.32000732421875
2008-02-25,129.60000610351562
2008-02-26,131.39999389648438
2008-02-27,129.24000549316406
2008-02-28,128.16000366210938
2008-02-29,124.19999694824219
2008-03-03,117.0
2008-03-04,111.23999786376953
2008-03-05,112.31999969482422
2008-03-06,106.19999694824219
2008-03-07,104.4000015258789
2008-03-10,90.36000061035156
2008-03-11,95.4000015258789
2008-03-12,92.87999725341797
2008-03-13,86.04000091552734
2008-03-14,84.5999984741211
2008-03-17,77.04000091552734
2008-03-18,80.63999938964844
2008-03-19,78.12000274658203
2008-03-20,73.80000305175781
2008-03-24,93.95999908447266
2008-03-25,116.63999938964844
2008-03-26,117.72000122070312
2008-03-27,141.1199951171875
2008-03-28,168.47999572753906
2008-03-31,164.16000366210938
2008-04-01,155.8800048828125
2008-04-02,152.63999938964844
2008-04-03,154.8000030517578
2008-04-04,154.0800018310547
2008-04-07,156.24000549316406
2008-04-08,154.8000030517578
2008-04-09,151.9199981689453
2008-04-10,154.0800018310547
2008-04-11,152.27999877929688
2008-04-14,148.32000732421875
2008-04-15,149.0399932861328
2008-04-16,147.24000549316406
2008-04-17,147.24000549316406
2008-04-18,145.8000030517578
2008-04-21,144.0
2008-04-22,142.55999755859375
2008-04-23,140.75999450683594
2008-04-24,134.63999938964844
2008-04-25,136.0800018310547
