,ANIP
2008-04-28,129.9600067138672
2008-04-29,133.1999969482422
2008-04-30,141.83999633789062
2008-05-01,131.75999450683594
2008-05-02,129.9600067138672
2008-05-05,133.1999969482422
2008-05-06,132.1199951171875
2008-05-07,130.32000732421875
2008-05-08,128.52000427246094
2008-05-09,128.16000366210938
2008-05-12,130.32000732421875
2008-05-13,132.1199951171875
2008-05-14,133.1999969482422
2008-05-15,143.27999877929688
2008-05-16,151.55999755859375
2008-05-19,148.32000732421875
2008-05-20,144.72000122070312
2008-05-21,144.72000122070312
2008-05-22,145.8000030517578
2008-05-23,146.16000366210938
2008-05-27,145.44000244140625
2008-05-28,145.0800018310547
2008-05-29,145.8000030517578
2008-05-30,143.63999938964844
2008-06-02,143.63999938964844
2008-06-03,140.39999389648438
2008-06-04,147.9600067138672
2008-06-05,146.16000366210938
2008-06-06,145.0800018310547
2008-06-09,151.55999755859375
2008-06-10,154.0800018310547
2008-06-11,166.67999267578125
2008-06-12,172.8000030517578
2008-06-13,192.9600067138672
2008-06-16,177.47999572753906
2008-06-17,191.52000427246094
2008-06-18,197.63999938964844
2008-06-19,198.0
2008-06-20,198.0
2008-06-23,193.67999267578125
2008-06-24,196.9199981689453
2008-06-25,196.55999755859375
2008-06-26,186.1199951171875
2008-06-27,148.32000732421875
2008-06-30,170.63999938964844
2008-07-01,167.0399932861328
2008-07-02,162.72000122070312
2008-07-03,158.0399932861328
2008-07-07,159.83999633789062
2008-07-08,153.0
2008-07-09,155.52000427246094
2008-07-10,159.47999572753906
2008-07-11,160.55999755859375
2008-07-14,159.1199951171875
2008-07-15,154.8000030517578
2008-07-16,162.72000122070312
2008-07-17,166.67999267578125
2008-07-18,176.39999389648438
2008-07-21,174.9600067138672
2008-07-22,184.67999267578125
2008-07-23,185.39999389648438
2008-07-24,184.32000732421875
2008-07-25,193.67999267578125
2008-07-28,199.44000244140625
2008-07-29,199.44000244140625
2008-07-30,199.44000244140625
2008-07-31,201.9600067138672
2008-08-01,204.83999633789062
2008-08-04,202.32000732421875
2008-08-05,204.47999572753906
2008-08-06,201.24000549316406
2008-08-07,201.9600067138672
2008-08-08,203.0399932861328
2008-08-11,198.0
2008-08-12,190.8000030517578
2008-08-13,184.32000732421875
2008-08-14,187.55999755859375
2008-08-15,187.55999755859375
2008-08-18,185.39999389648438
2008-08-19,187.1999969482422
2008-08-20,185.39999389648438
2008-08-21,185.0399932861328
2008-08-22,196.55999755859375
2008-08-25,185.0399932861328
2008-08-26,185.39999389648438
2008-08-27,187.1999969482422
2008-08-28,184.67999267578125
2008-08-29,186.1199951171875
2008-09-02,182.16000366210938
2008-09-03,181.8000030517578
2008-09-04,173.52000427246094
2008-09-05,171.36000061035156
2008-09-08,167.0399932861328
2008-09-09,162.0
2008-09-10,153.0
2008-09-11,149.0399932861328
2008-09-12,144.36000061035156
2008-09-15,129.60000610351562
2008-09-16,127.44000244140625
2008-09-17,126.72000122070312
2008-09-18,133.1999969482422
2008-09-19,147.60000610351562
2008-09-22,141.83999633789062
2008-09-23,144.72000122070312
2008-09-24,138.24000549316406
2008-09-25,146.16000366210938
2008-09-26,157.32000732421875
2008-09-29,183.60000610351562
2008-09-30,176.0399932861328
2008-10-01,164.52000427246094
2008-10-02,151.1999969482422
2008-10-03,151.9199981689453
2008-10-06,144.0
2008-10-07,141.47999572753906
2008-10-08,140.39999389648438
2008-10-09,132.1199951171875
2008-10-10,113.4000015258789
2008-10-13,134.63999938964844
2008-10-14,130.67999267578125
2008-10-15,110.16000366210938
2008-10-16,114.12000274658203
2008-10-17,118.44000244140625
2008-10-20,122.4000015258789
2008-10-21,123.83999633789062
2008-10-22,116.63999938964844
2008-10-23,113.76000213623047
2008-10-24,108.36000061035156
2008-10-27,109.08000183105469
2008-10-28,115.91999816894531
2008-10-29,114.83999633789062
2008-10-30,114.83999633789062
2008-10-31,116.27999877929688
2008-11-03,115.55999755859375
2008-11-04,111.5999984741211
2008-11-05,110.5199966430664
2008-11-06,108.36000061035156
2008-11-07,104.04000091552734
2008-11-10,102.95999908447266
2008-11-11,95.04000091552734
2008-11-12,81.36000061035156
2008-11-13,72.0
2008-11-14,73.80000305175781
2008-11-17,72.0
2008-11-18,68.04000091552734
2008-11-19,63.0
2008-11-20,52.20000076293945
2008-11-21,55.79999923706055
2008-11-24,58.68000030517578
2008-11-25,59.400001525878906
2008-11-26,61.20000076293945
2008-11-28,64.44000244140625
2008-12-01,56.880001068115234
2008-12-02,55.79999923706055
2008-12-03,55.439998626708984
2008-12-04,59.040000915527344
2008-12-05,60.119998931884766
2008-12-08,61.560001373291016
2008-12-09,60.84000015258789
2008-12-10,61.20000076293945
2008-12-11,57.2400016784668
2008-12-12,56.880001068115234
2008-12-15,52.560001373291016
2008-12-16,49.68000030517578
2008-12-17,52.91999816894531
2008-12-18,54.0
2008-12-19,53.279998779296875
2008-12-22,51.47999954223633
2008-12-23,52.20000076293945
2008-12-24,48.959999084472656
2008-12-26,50.040000915527344
2008-12-29,41.7599983215332
2008-12-30,30.600000381469727
2008-12-31,36.0
2009-01-02,42.47999954223633
2009-01-05,45.36000061035156
2009-01-06,48.2400016784668
2009-01-07,55.439998626708984
2009-01-08,54.36000061035156
2009-01-09,54.36000061035156
2009-01-12,54.36000061035156
2009-01-13,55.79999923706055
2009-01-14,54.0
2009-01-15,55.08000183105469
2009-01-16,57.2400016784668
2009-01-20,57.959999084472656
2009-01-21,60.119998931884766
2009-01-22,60.119998931884766
2009-01-23,59.7599983215332
2009-01-26,59.7599983215332
2009-01-27,60.119998931884766
2009-01-28,59.7599983215332
2009-01-29,57.599998474121094
2009-01-30,57.599998474121094
2009-02-02,54.36000061035156
2009-02-03,56.15999984741211
2009-02-04,55.08000183105469
2009-02-05,61.20000076293945
2009-02-06,64.80000305175781
2009-02-09,77.4000015258789
2009-02-10,80.63999938964844
2009-02-11,74.87999725341797
2009-02-12,76.31999969482422
2009-02-13,76.31999969482422
2009-02-17,77.4000015258789
2009-02-18,75.5999984741211
2009-02-19,71.63999938964844
2009-02-20,69.12000274658203
2009-02-23,59.040000915527344
2009-02-24,58.31999969482422
2009-02-25,55.08000183105469
2009-02-26,54.720001220703125
2009-02-27,50.400001525878906
2009-03-02,46.439998626708984
2009-03-03,47.15999984741211
2009-03-04,48.959999084472656
2009-03-05,47.880001068115234
2009-03-06,46.439998626708984
2009-03-09,44.63999938964844
2009-03-10,45.36000061035156
2009-03-11,45.0
2009-03-12,45.36000061035156
2009-03-13,45.720001220703125
2009-03-16,45.720001220703125
2009-03-17,44.63999938964844
2009-03-18,42.84000015258789
2009-03-19,41.040000915527344
2009-03-20,41.400001525878906
2009-03-23,42.47999954223633
2009-03-24,42.84000015258789
2009-03-25,41.400001525878906
2009-03-26,43.560001373291016
2009-03-27,48.2400016784668
2009-03-30,46.08000183105469
2009-03-31,47.52000045776367
2009-04-01,46.79999923706055
2009-04-02,48.2400016784668
2009-04-03,50.400001525878906
2009-04-06,54.720001220703125
2009-04-07,57.2400016784668
2009-04-08,59.400001525878906
2009-04-09,64.44000244140625
2009-04-13,66.95999908447266
2009-04-14,74.87999725341797
2009-04-15,77.4000015258789
2009-04-16,72.0
2009-04-17,77.04000091552734
2009-04-20,71.27999877929688
2009-04-21,64.44000244140625
2009-04-22,70.55999755859375
2009-04-23,71.63999938964844
2009-04-24,68.04000091552734
2009-04-27,73.80000305175781
2009-04-28,77.4000015258789
2009-04-29,76.31999969482422
2009-04-30,75.23999786376953
2009-05-01,74.5199966430664
2009-05-04,73.08000183105469
2009-05-05,75.23999786376953
2009-05-06,75.23999786376953
2009-05-07,74.16000366210938
2009-05-08,75.5999984741211
2009-05-11,71.27999877929688
2009-05-12,75.5999984741211
2009-05-13,70.55999755859375
2009-05-14,72.36000061035156
2009-05-15,73.80000305175781
2009-05-18,73.80000305175781
2009-05-19,72.72000122070312
2009-05-20,75.5999984741211
2009-05-21,75.5999984741211
2009-05-22,75.5999984741211
2009-05-26,74.5199966430664
2009-05-27,73.44000244140625
2009-05-28,72.0
2009-05-29,75.5999984741211
2009-06-01,78.4800033569336
2009-06-02,90.0
2009-06-03,93.23999786376953
2009-06-04,83.5199966430664
2009-06-05,86.76000213623047
2009-06-08,83.5199966430664
2009-06-09,81.72000122070312
2009-06-10,82.44000244140625
2009-06-11,84.23999786376953
2009-06-12,83.16000366210938
2009-06-15,86.4000015258789
2009-06-16,89.63999938964844
2009-06-17,86.76000213623047
2009-06-18,85.31999969482422
2009-06-19,81.0
2009-06-22,73.80000305175781
2009-06-23,70.91999816894531
2009-06-24,72.0
2009-06-25,70.91999816894531
2009-06-26,75.95999908447266
2009-06-29,77.4000015258789
2009-06-30,72.0
2009-07-01,68.4000015258789
2009-07-02,68.4000015258789
2009-07-06,64.80000305175781
2009-07-07,65.87999725341797
2009-07-08,62.279998779296875
2009-07-09,55.08000183105469
2009-07-10,55.439998626708984
2009-07-13,54.0
2009-07-14,54.36000061035156
2009-07-15,55.439998626708984
2009-07-16,55.79999923706055
2009-07-17,58.31999969482422
2009-07-20,58.68000030517578
2009-07-21,58.68000030517578
2009-07-22,61.560001373291016
2009-07-23,59.040000915527344
2009-07-24,60.47999954223633
2009-07-27,61.20000076293945
2009-07-28,64.08000183105469
2009-07-29,66.5999984741211
2009-07-30,66.5999984741211
2009-07-31,65.87999725341797
2009-08-03,65.16000366210938
2009-08-04,64.80000305175781
2009-08-05,65.16000366210938
2009-08-06,61.91999816894531
2009-08-07,65.5199966430664
2009-08-10,63.36000061035156
2009-08-11,65.5199966430664
2009-08-12,64.08000183105469
2009-08-13,74.16000366210938
2009-08-14,70.55999755859375
2009-08-17,75.5999984741211
2009-08-18,73.44000244140625
2009-08-19,70.19999694824219
2009-08-20,70.55999755859375
2009-08-21,68.76000213623047
2009-08-24,70.55999755859375
2009-08-25,69.4800033569336
2009-08-26,69.4800033569336
2009-08-27,69.12000274658203
2009-08-28,66.5999984741211
2009-08-31,69.4800033569336
2009-09-01,69.4800033569336
2009-09-02,67.31999969482422
2009-09-03,67.31999969482422
2009-09-04,68.4000015258789
2009-09-08,66.95999908447266
2009-09-09,66.95999908447266
2009-09-10,67.68000030517578
2009-09-11,68.76000213623047
2009-09-14,70.55999755859375
2009-09-15,70.19999694824219
2009-09-16,69.4800033569336
2009-09-17,71.63999938964844
2009-09-18,71.27999877929688
2009-09-21,72.0
2009-09-22,72.0
2009-09-23,70.55999755859375
2009-09-24,68.4000015258789
2009-09-25,68.4000015258789
2009-09-28,69.4800033569336
2009-09-29,69.83999633789062
2009-09-30,71.27999877929688
2009-10-01,68.4000015258789
2009-10-02,66.23999786376953
2009-10-05,65.87999725341797
2009-10-06,64.44000244140625
2009-10-07,63.36000061035156
2009-10-08,63.36000061035156
2009-10-09,63.720001220703125
2009-10-12,66.5999984741211
2009-10-13,65.5199966430664
2009-10-14,65.5199966430664
2009-10-15,70.55999755859375
2009-10-16,72.0
2009-10-19,70.91999816894531
2009-10-20,71.63999938964844
2009-10-21,65.16000366210938
2009-10-22,65.16000366210938
2009-10-23,65.16000366210938
2009-10-26,60.84000015258789
2009-10-27,58.68000030517578
2009-10-28,54.0
2009-10-29,57.959999084472656
2009-10-30,54.720001220703125
2009-11-02,55.439998626708984
2009-11-03,60.84000015258789
2009-11-04,55.439998626708984
2009-11-05,62.63999938964844
2009-11-06,63.36000061035156
2009-11-09,62.63999938964844
2009-11-10,58.31999969482422
2009-11-11,60.84000015258789
2009-11-12,58.68000030517578
2009-11-13,59.040000915527344
2009-11-16,56.880001068115234
2009-11-17,57.599998474121094
2009-11-18,56.52000045776367
2009-11-19,57.599998474121094
2009-11-20,56.52000045776367
2009-11-23,55.79999923706055
2009-11-24,54.36000061035156
2009-11-25,54.0
2009-11-27,54.0
2009-11-30,52.560001373291016
2009-12-01,51.119998931884766
2009-12-02,51.47999954223633
2009-12-03,51.47999954223633
2009-12-04,51.84000015258789
2009-12-07,51.47999954223633
2009-12-08,51.119998931884766
2009-12-09,50.040000915527344
2009-12-10,49.68000030517578
2009-12-11,49.68000030517578
2009-12-14,50.400001525878906
2009-12-15,49.68000030517578
2009-12-16,50.040000915527344
2009-12-17,49.68000030517578
2009-12-18,48.599998474121094
2009-12-21,50.400001525878906
2009-12-22,51.84000015258789
2009-12-23,51.47999954223633
2009-12-24,51.47999954223633
2009-12-28,50.400001525878906
2009-12-29,50.040000915527344
2009-12-30,50.400001525878906
2009-12-31,52.20000076293945
2010-01-04,55.79999923706055
2010-01-05,55.79999923706055
2010-01-06,55.79999923706055
2010-01-07,57.599998474121094
2010-01-08,57.599998474121094
2010-01-11,63.0
2010-01-12,61.20000076293945
2010-01-13,60.84000015258789
2010-01-14,63.0
2010-01-15,62.63999938964844
2010-01-19,61.20000076293945
2010-01-20,59.040000915527344
2010-01-21,59.040000915527344
2010-01-22,59.040000915527344
2010-01-25,57.599998474121094
2010-01-26,56.15999984741211
2010-01-27,54.720001220703125
2010-01-28,56.880001068115234
2010-01-29,55.08000183105469
2010-02-01,56.880001068115234
2010-02-02,55.439998626708984
2010-02-03,56.15999984741211
2010-02-04,54.0
2010-02-05,54.0
2010-02-08,51.84000015258789
2010-02-09,54.0
2010-02-10,53.279998779296875
2010-02-11,57.2400016784668
2010-02-12,59.7599983215332
2010-02-16,60.47999954223633
2010-02-17,57.2400016784668
2010-02-18,60.47999954223633
2010-02-19,65.87999725341797
2010-02-22,61.20000076293945
2010-02-23,60.47999954223633
2010-02-24,57.599998474121094
2010-02-25,57.599998474121094
2010-02-26,60.47999954223633
2010-03-01,63.0
2010-03-02,64.44000244140625
2010-03-03,62.279998779296875
2010-03-04,61.91999816894531
2010-03-05,62.63999938964844
2010-03-08,64.80000305175781
2010-03-09,63.0
2010-03-10,61.560001373291016
2010-03-11,64.80000305175781
2010-03-12,65.5199966430664
2010-03-15,67.68000030517578
2010-03-16,66.95999908447266
2010-03-17,66.95999908447266
2010-03-18,63.720001220703125
2010-03-19,64.08000183105469
2010-03-22,62.63999938964844
2010-03-23,67.31999969482422
2010-03-24,68.04000091552734
2010-03-25,65.5199966430664
2010-03-26,66.95999908447266
2010-03-29,67.31999969482422
2010-03-30,64.44000244140625
2010-03-31,64.44000244140625
2010-04-01,65.5199966430664
2010-04-05,66.95999908447266
2010-04-06,66.95999908447266
2010-04-07,66.95999908447266
2010-04-08,66.5999984741211
2010-04-09,65.5199966430664
2010-04-12,66.5999984741211
2010-04-13,65.5199966430664
2010-04-14,66.23999786376953
2010-04-15,66.5999984741211
2010-04-16,66.95999908447266
2010-04-19,68.04000091552734
2010-04-20,74.16000366210938
2010-04-21,74.87999725341797
2010-04-22,75.5999984741211
2010-04-23,77.04000091552734
2010-04-26,78.12000274658203
2010-04-27,75.5999984741211
2010-04-28,76.31999969482422
2010-04-29,81.0
2010-04-30,84.5999984741211
2010-05-03,87.83999633789062
2010-05-04,86.04000091552734
2010-05-05,84.23999786376953
2010-05-06,77.76000213623047
2010-05-07,75.23999786376953
2010-05-10,80.63999938964844
2010-05-11,83.87999725341797
2010-05-12,85.31999969482422
2010-05-13,83.16000366210938
2010-05-14,82.80000305175781
2010-05-17,78.4800033569336
2010-05-18,72.72000122070312
2010-05-19,70.19999694824219
2010-05-20,68.4000015258789
2010-05-21,69.4800033569336
2010-05-24,65.87999725341797
2010-05-25,67.68000030517578
2010-05-26,68.4000015258789
2010-05-27,68.04000091552734
2010-05-28,70.91999816894531
2010-06-01,69.12000274658203
2010-06-02,69.83999633789062
2010-06-03,72.36000061035156
2010-06-04,69.83999633789062
2010-06-07,68.4000015258789
2010-06-08,67.68000030517578
2010-06-09,65.87999725341797
2010-06-10,68.04000091552734
2010-06-11,70.19999694824219
2010-06-14,71.63999938964844
2010-06-15,73.08000183105469
2010-06-16,73.80000305175781
2010-06-17,73.80000305175781
2010-06-18,75.23999786376953
2010-06-21,68.04000091552734
2010-06-22,66.95999908447266
2010-06-23,68.4000015258789
2010-06-24,68.04000091552734
2010-06-25,68.4000015258789
2010-06-28,67.68000030517578
2010-06-29,64.80000305175781
2010-06-30,63.36000061035156
2010-07-01,58.68000030517578
2010-07-02,57.959999084472656
2010-07-06,57.2400016784668
2010-07-07,57.599998474121094
2010-07-08,61.91999816894531
2010-07-09,59.040000915527344
2010-07-12,59.7599983215332
2010-07-13,61.91999816894531
2010-07-14,59.7599983215332
2010-07-15,61.20000076293945
2010-07-16,58.68000030517578
2010-07-19,57.959999084472656
2010-07-20,59.040000915527344
2010-07-21,56.15999984741211
2010-07-22,56.880001068115234
2010-07-23,58.31999969482422
2010-07-26,60.119998931884766
2010-07-27,61.20000076293945
2010-07-28,59.400001525878906
2010-07-29,61.91999816894531
2010-07-30,57.959999084472656
2010-08-02,58.68000030517578
2010-08-03,57.959999084472656
2010-08-04,60.47999954223633
2010-08-05,57.599998474121094
2010-08-06,57.2400016784668
2010-08-09,56.15999984741211
2010-08-10,55.439998626708984
2010-08-11,52.560001373291016
2010-08-12,52.91999816894531
2010-08-13,52.560001373291016
2010-08-16,52.20000076293945
2010-08-17,52.560001373291016
2010-08-18,52.91999816894531
2010-08-19,50.400001525878906
2010-08-20,50.7599983215332
2010-08-23,50.400001525878906
2010-08-24,50.400001525878906
2010-08-25,50.7599983215332
2010-08-26,50.400001525878906
2010-08-27,51.47999954223633
2010-08-30,49.68000030517578
2010-08-31,47.15999984741211
2010-09-01,50.400001525878906
2010-09-02,50.040000915527344
2010-09-03,49.68000030517578
2010-09-07,47.880001068115234
2010-09-08,47.52000045776367
2010-09-09,47.15999984741211
2010-09-10,50.400001525878906
2010-09-13,49.68000030517578
2010-09-14,48.599998474121094
2010-09-15,47.52000045776367
2010-09-16,48.599998474121094
2010-09-17,48.2400016784668
2010-09-20,51.47999954223633
2010-09-21,49.68000030517578
2010-09-22,50.040000915527344
2010-09-23,50.400001525878906
2010-09-24,51.119998931884766
2010-09-27,51.84000015258789
2010-09-28,54.0
2010-09-29,59.040000915527344
2010-09-30,60.47999954223633
2010-10-01,61.20000076293945
2010-10-04,59.7599983215332
2010-10-05,60.119998931884766
2010-10-06,60.119998931884766
2010-10-07,60.119998931884766
2010-10-08,61.20000076293945
2010-10-11,60.47999954223633
2010-10-12,60.84000015258789
2010-10-13,60.84000015258789
2010-10-14,60.47999954223633
2010-10-15,59.400001525878906
2010-10-18,60.47999954223633
2010-10-19,58.31999969482422
2010-10-20,60.47999954223633
2010-10-21,57.959999084472656
2010-10-22,56.15999984741211
2010-10-25,56.15999984741211
2010-10-26,56.52000045776367
2010-10-27,55.08000183105469
2010-10-28,54.720001220703125
2010-10-29,54.0
2010-11-01,54.0
2010-11-02,54.36000061035156
2010-11-03,52.91999816894531
2010-11-04,56.52000045776367
2010-11-05,58.68000030517578
2010-11-08,57.959999084472656
2010-11-09,55.79999923706055
2010-11-10,56.880001068115234
2010-11-11,57.2400016784668
2010-11-12,55.08000183105469
2010-11-15,53.63999938964844
2010-11-16,52.560001373291016
2010-11-17,52.20000076293945
2010-11-18,53.279998779296875
2010-11-19,54.0
2010-11-22,53.279998779296875
2010-11-23,52.560001373291016
2010-11-24,53.63999938964844
2010-11-26,50.400001525878906
2010-11-29,54.0
2010-11-30,52.91999816894531
2010-12-01,52.20000076293945
2010-12-02,53.279998779296875
2010-12-03,52.20000076293945
2010-12-06,51.47999954223633
2010-12-07,51.47999954223633
2010-12-08,50.400001525878906
2010-12-09,52.91999816894531
2010-12-10,53.63999938964844
2010-12-13,54.0
2010-12-14,54.36000061035156
2010-12-15,53.279998779296875
2010-12-16,54.0
2010-12-17,56.15999984741211
2010-12-20,56.52000045776367
2010-12-21,55.79999923706055
2010-12-22,54.720001220703125
2010-12-23,56.880001068115234
2010-12-27,72.0
2010-12-28,57.959999084472656
2010-12-29,57.959999084472656
2010-12-30,59.7599983215332
2010-12-31,59.040000915527344
2011-01-03,59.7599983215332
2011-01-04,60.119998931884766
2011-01-05,60.47999954223633
2011-01-06,61.20000076293945
2011-01-07,60.119998931884766
2011-01-10,61.91999816894531
2011-01-11,61.560001373291016
2011-01-12,61.91999816894531
2011-01-13,61.91999816894531
2011-01-14,63.36000061035156
2011-01-18,65.5199966430664
2011-01-19,68.76000213623047
2011-01-20,69.12000274658203
2011-01-21,66.5999984741211
2011-01-24,67.31999969482422
2011-01-25,70.91999816894531
2011-01-26,69.83999633789062
2011-01-27,68.4000015258789
2011-01-28,66.95999908447266
2011-01-31,66.95999908447266
2011-02-01,69.12000274658203
2011-02-02,69.4800033569336
2011-02-03,71.63999938964844
2011-02-04,74.16000366210938
2011-02-07,77.04000091552734
2011-02-08,83.16000366210938
2011-02-09,77.4000015258789
2011-02-10,79.91999816894531
2011-02-11,83.16000366210938
2011-02-14,79.55999755859375
2011-02-15,74.16000366210938
2011-02-16,76.31999969482422
2011-02-17,78.83999633789062
2011-02-18,75.23999786376953
2011-02-22,72.72000122070312
2011-02-23,70.55999755859375
2011-02-24,76.31999969482422
2011-02-25,77.04000091552734
2011-02-28,77.4000015258789
2011-03-01,73.80000305175781
2011-03-02,73.08000183105469
2011-03-03,77.4000015258789
2011-03-04,71.27999877929688
2011-03-07,70.19999694824219
2011-03-08,70.19999694824219
2011-03-09,69.4800033569336
2011-03-10,67.31999969482422
2011-03-11,68.04000091552734
2011-03-14,66.23999786376953
2011-03-15,64.44000244140625
2011-03-16,65.87999725341797
2011-03-17,66.5999984741211
2011-03-18,67.68000030517578
2011-03-21,67.68000030517578
2011-03-22,66.95999908447266
2011-03-23,65.16000366210938
2011-03-24,66.23999786376953
2011-03-25,66.5999984741211
2011-03-28,67.31999969482422
2011-03-29,71.27999877929688
2011-03-30,70.91999816894531
2011-03-31,71.27999877929688
2011-04-01,71.63999938964844
2011-04-04,75.5999984741211
2011-04-05,75.23999786376953
2011-04-06,76.31999969482422
2011-04-07,74.5199966430664
2011-04-08,74.16000366210938
2011-04-11,72.36000061035156
2011-04-12,69.4800033569336
2011-04-13,73.44000244140625
2011-04-14,74.5199966430664
2011-04-15,74.87999725341797
2011-04-18,75.95999908447266
2011-04-19,75.95999908447266
2011-04-20,75.95999908447266
2011-04-21,75.95999908447266
2011-04-25,76.31999969482422
2011-04-26,80.63999938964844
2011-04-27,83.87999725341797
2011-04-28,86.04000091552734
2011-04-29,83.87999725341797
2011-05-02,84.95999908447266
2011-05-03,83.16000366210938
2011-05-04,82.08000183105469
2011-05-05,84.5999984741211
2011-05-06,83.5199966430664
2011-05-09,83.16000366210938
2011-05-10,84.5999984741211
2011-05-11,83.87999725341797
2011-05-12,91.44000244140625
2011-05-13,93.95999908447266
2011-05-16,88.55999755859375
2011-05-17,84.95999908447266
2011-05-18,87.4800033569336
2011-05-19,88.19999694824219
2011-05-20,94.68000030517578
2011-05-23,100.80000305175781
2011-05-24,102.95999908447266
2011-05-25,105.12000274658203
2011-05-26,105.83999633789062
2011-05-27,104.76000213623047
2011-05-31,112.68000030517578
2011-06-01,109.80000305175781
2011-06-02,112.31999969482422
2011-06-03,108.36000061035156
2011-06-06,108.0
2011-06-07,109.08000183105469
2011-06-08,103.31999969482422
2011-06-09,96.12000274658203
2011-06-10,93.23999786376953
2011-06-13,95.76000213623047
2011-06-14,95.76000213623047
2011-06-15,93.5999984741211
2011-06-16,93.95999908447266
2011-06-17,90.72000122070312
2011-06-20,90.0
2011-06-21,92.16000366210938
2011-06-22,93.23999786376953
2011-06-23,94.31999969482422
2011-06-24,100.80000305175781
2011-06-27,99.0
2011-06-28,98.63999938964844
2011-06-29,100.08000183105469
2011-06-30,99.0
2011-07-01,104.76000213623047
2011-07-05,105.83999633789062
2011-07-06,105.12000274658203
2011-07-07,114.4800033569336
2011-07-08,129.60000610351562
2011-07-11,130.32000732421875
2011-07-12,137.16000366210938
2011-07-13,132.83999633789062
2011-07-14,133.55999755859375
2011-07-15,131.0399932861328
2011-07-18,129.24000549316406
2011-07-19,133.55999755859375
2011-07-20,128.52000427246094
2011-07-21,131.0399932861328
2011-07-22,128.8800048828125
2011-07-25,123.12000274658203
2011-07-26,117.36000061035156
2011-07-27,111.5999984741211
2011-07-28,108.0
2011-07-29,106.19999694824219
2011-08-01,108.0
2011-08-02,101.87999725341797
2011-08-03,97.19999694824219
2011-08-04,79.91999816894531
2011-08-05,85.31999969482422
2011-08-08,74.16000366210938
2011-08-09,83.16000366210938
2011-08-10,78.12000274658203
2011-08-11,81.72000122070312
2011-08-12,89.27999877929688
2011-08-15,95.4000015258789
2011-08-16,96.12000274658203
2011-08-17,95.04000091552734
2011-08-18,84.5999984741211
2011-08-19,79.91999816894531
2011-08-22,82.80000305175781
2011-08-23,86.76000213623047
2011-08-24,87.12000274658203
2011-08-25,84.23999786376953
2011-08-26,84.95999908447266
2011-08-29,93.95999908447266
2011-08-30,96.4800033569336
2011-08-31,94.31999969482422
2011-09-01,92.5199966430664
2011-09-02,90.72000122070312
2011-09-06,91.80000305175781
2011-09-07,94.68000030517578
2011-09-08,104.04000091552734
2011-09-09,99.0
2011-09-12,99.72000122070312
2011-09-13,99.72000122070312
2011-09-14,100.80000305175781
2011-09-15,98.63999938964844
2011-09-16,98.63999938964844
2011-09-19,100.80000305175781
2011-09-20,98.27999877929688
2011-09-21,93.5999984741211
2011-09-22,87.12000274658203
2011-09-23,88.19999694824219
2011-09-26,87.12000274658203
2011-09-27,91.08000183105469
2011-09-28,85.31999969482422
2011-09-29,83.87999725341797
2011-09-30,82.08000183105469
2011-10-03,72.72000122070312
2011-10-04,83.16000366210938
2011-10-05,82.44000244140625
2011-10-06,85.68000030517578
2011-10-07,81.72000122070312
2011-10-10,84.23999786376953
2011-10-11,84.5999984741211
2011-10-12,84.23999786376953
2011-10-13,88.91999816894531
2011-10-14,90.36000061035156
2011-10-17,85.31999969482422
2011-10-18,87.12000274658203
2011-10-19,85.68000030517578
2011-10-20,84.95999908447266
2011-10-21,84.5999984741211
2011-10-24,92.16000366210938
2011-10-25,87.83999633789062
2011-10-26,91.44000244140625
2011-10-27,96.83999633789062
2011-10-28,99.0
2011-10-31,95.4000015258789
2011-11-01,90.36000061035156
2011-11-02,94.68000030517578
2011-11-03,94.31999969482422
2011-11-04,92.16000366210938
2011-11-07,90.0
2011-11-08,90.72000122070312
2011-11-09,89.27999877929688
2011-11-10,85.31999969482422
2011-11-11,85.31999969482422
2011-11-14,86.76000213623047
2011-11-15,84.23999786376953
2011-11-16,90.72000122070312
2011-11-17,90.0
2011-11-18,84.5999984741211
2011-11-21,85.31999969482422
2011-11-22,84.23999786376953
2011-11-23,81.0
2011-11-25,79.91999816894531
2011-11-28,83.5199966430664
2011-11-29,83.5199966430664
2011-11-30,86.4000015258789
2011-12-01,89.27999877929688
2011-12-02,90.72000122070312
2011-12-05,92.16000366210938
2011-12-06,92.16000366210938
2011-12-07,88.19999694824219
2011-12-08,84.5999984741211
2011-12-09,88.19999694824219
2011-12-12,91.44000244140625
2011-12-13,90.72000122070312
2011-12-14,76.31999969482422
2011-12-15,17.280000686645508
2011-12-16,16.200000762939453
2011-12-19,13.680000305175781
2011-12-20,15.119999885559082
2011-12-21,16.200000762939453
2011-12-22,16.200000762939453
2011-12-23,17.280000686645508
2011-12-27,18.719999313354492
2011-12-28,18.0
2011-12-29,18.360000610351562
2011-12-30,18.0
2012-01-03,17.280000686645508
2012-01-04,17.280000686645508
2012-01-05,17.280000686645508
2012-01-06,17.639999389648438
2012-01-09,19.440000534057617
2012-01-10,20.520000457763672
2012-01-11,19.079999923706055
2012-01-12,18.719999313354492
2012-01-13,19.440000534057617
2012-01-17,23.760000228881836
2012-01-18,24.1200008392334
2012-01-19,23.040000915527344
2012-01-20,24.479999542236328
2012-01-23,22.68000030517578
2012-01-24,23.760000228881836
2012-01-25,24.479999542236328
2012-01-26,23.399999618530273
2012-01-27,23.399999618530273
