,AIKI
1987-09-04,56297.91015625
1987-09-08,53573.81640625
1987-09-09,56297.91015625
1987-09-10,52665.7890625
1987-09-11,54481.84765625
1987-09-14,52665.7890625
1987-09-15,50849.7265625
1987-09-16,49033.6640625
1987-09-17,49033.6640625
1987-09-18,49033.6640625
1987-09-21,49033.6640625
1987-09-22,47217.6015625
1987-09-23,50849.7265625
1987-09-24,50849.7265625
1987-09-25,50849.7265625
1987-09-28,49033.6640625
1987-09-29,47217.6015625
1987-09-30,49033.6640625
1987-10-01,49033.6640625
1987-10-02,47217.6015625
1987-10-05,43585.48046875
1987-10-06,45401.5390625
1987-10-07,47217.6015625
1987-10-08,41769.41796875
1987-10-09,41769.41796875
1987-10-12,47217.6015625
1987-10-13,49033.6640625
1987-10-14,49033.6640625
1987-10-15,49033.6640625
1987-10-16,47217.6015625
1987-10-19,43585.48046875
1987-10-20,43585.48046875
1987-10-21,40861.38671875
1987-10-22,43585.48046875
1987-10-23,41769.41796875
1987-10-26,38137.29296875
1987-10-27,39953.35546875
1987-10-28,38137.29296875
1987-10-29,39953.35546875
1987-10-30,41769.41796875
1987-11-02,47217.6015625
1987-11-03,49033.6640625
1987-11-04,49033.6640625
1987-11-05,45401.5390625
1987-11-06,49033.6640625
1987-11-09,49033.6640625
1987-11-10,49033.6640625
1987-11-11,52665.7890625
1987-11-12,61746.09375
1987-11-13,61746.09375
1987-11-16,59930.03515625
1987-11-17,59930.03515625
1987-11-18,59930.03515625
1987-11-19,56297.91015625
1987-11-20,54481.84765625
1987-11-23,54481.84765625
1987-11-24,56297.91015625
1987-11-25,59930.03515625
1987-11-27,59930.03515625
1987-11-30,58113.97265625
1987-12-01,58113.97265625
1987-12-02,58113.97265625
1987-12-03,58113.97265625
1987-12-04,58113.97265625
1987-12-07,61746.09375
1987-12-08,58113.97265625
1987-12-09,58113.97265625
1987-12-10,58113.97265625
1987-12-11,59930.03515625
1987-12-14,58113.97265625
1987-12-15,58113.97265625
1987-12-16,61746.09375
1987-12-17,59930.03515625
1987-12-18,61746.09375
1987-12-21,63562.15625
1987-12-22,61746.09375
1987-12-23,61746.09375
1987-12-24,61746.09375
1987-12-28,59930.03515625
1987-12-29,59930.03515625
1987-12-30,61746.09375
1987-12-31,59930.03515625
1988-01-04,60838.06640625
1988-01-05,61746.09375
1988-01-06,58113.97265625
1988-01-07,58113.97265625
1988-01-08,61746.09375
1988-01-11,58113.97265625
1988-01-12,56297.91015625
1988-01-13,56297.91015625
1988-01-14,56297.91015625
1988-01-15,59930.03515625
1988-01-18,56297.91015625
1988-01-19,56297.91015625
1988-01-20,59930.03515625
1988-01-21,59930.03515625
1988-01-22,59930.03515625
1988-01-25,59930.03515625
1988-01-26,59930.03515625
1988-01-27,59930.03515625
1988-01-28,59930.03515625
1988-01-29,58113.97265625
1988-02-01,56297.91015625
1988-02-02,56297.91015625
1988-02-03,58113.97265625
1988-02-04,56297.91015625
1988-02-05,58113.97265625
1988-02-08,58113.97265625
1988-02-09,58113.97265625
1988-02-10,56297.91015625
1988-02-11,58113.97265625
1988-02-12,59930.03515625
1988-02-16,59930.03515625
1988-02-17,58113.97265625
1988-02-18,59930.03515625
1988-02-19,59930.03515625
1988-02-22,59930.03515625
1988-02-23,58113.97265625
1988-02-24,59930.03515625
1988-02-25,59930.03515625
1988-02-26,59930.03515625
1988-02-29,59930.03515625
1988-03-01,59930.03515625
1988-03-02,59930.03515625
1988-03-03,61746.09375
1988-03-04,63562.15625
1988-03-07,65378.21875
1988-03-08,61746.09375
1988-03-09,65378.21875
1988-03-10,65378.21875
1988-03-11,65378.21875
1988-03-14,63562.15625
1988-03-15,63562.15625
1988-03-16,65378.21875
1988-03-17,65378.21875
1988-03-18,63562.15625
1988-03-21,63562.15625
1988-03-22,63562.15625
1988-03-23,63562.15625
1988-03-24,67194.28125
1988-03-25,67194.28125
1988-03-28,63562.15625
1988-03-29,67194.28125
1988-03-30,63562.15625
1988-03-31,67194.28125
1988-04-04,67194.28125
1988-04-05,67194.28125
1988-04-06,67194.28125
1988-04-07,63562.15625
1988-04-08,65378.21875
1988-04-11,65378.21875
1988-04-12,70826.40625
1988-04-13,69010.34375
1988-04-14,69010.34375
1988-04-15,69010.34375
1988-04-18,69010.34375
1988-04-19,69010.34375
1988-04-20,65378.21875
1988-04-21,69010.34375
1988-04-22,69010.34375
1988-04-25,69010.34375
1988-04-26,69010.34375
1988-04-27,69010.34375
1988-04-28,69010.34375
1988-04-29,69010.34375
1988-05-02,67194.28125
1988-05-03,67194.28125
1988-05-04,69010.34375
1988-05-05,67194.28125
1988-05-06,70826.40625
1988-05-09,68102.3125
1988-05-10,65378.21875
1988-05-11,67194.28125
1988-05-12,67194.28125
1988-05-13,65378.21875
1988-05-16,65378.21875
1988-05-17,69010.34375
1988-05-18,69010.34375
1988-05-19,67194.28125
1988-05-20,69010.34375
1988-05-23,67194.28125
1988-05-24,65378.21875
1988-05-25,63562.15625
1988-05-26,67194.28125
1988-05-27,61746.09375
1988-05-31,63562.15625
1988-06-01,67194.28125
1988-06-02,67194.28125
1988-06-03,67194.28125
1988-06-06,63562.15625
1988-06-07,64470.1875
1988-06-08,65378.21875
1988-06-09,67194.28125
1988-06-10,67194.28125
1988-06-13,65378.21875
1988-06-14,65378.21875
1988-06-15,67194.28125
1988-06-16,65378.21875
1988-06-17,65378.21875
1988-06-20,67194.28125
1988-06-21,63562.15625
1988-06-22,63562.15625
1988-06-23,63562.15625
1988-06-24,63562.15625
1988-06-27,65378.21875
1988-06-28,61746.09375
1988-06-29,61746.09375
1988-06-30,63562.15625
1988-07-01,61746.09375
1988-07-05,61746.09375
1988-07-06,61746.09375
1988-07-07,63562.15625
1988-07-08,59930.03515625
1988-07-11,59930.03515625
1988-07-12,61746.09375
1988-07-13,61746.09375
1988-07-14,61746.09375
1988-07-15,56297.91015625
1988-07-18,56297.91015625
1988-07-19,58113.97265625
1988-07-20,56297.91015625
1988-07-21,58113.97265625
1988-07-22,58113.97265625
1988-07-25,56297.91015625
1988-07-26,58113.97265625
1988-07-27,58113.97265625
1988-07-28,58113.97265625
1988-07-29,50849.7265625
1988-08-01,47217.6015625
1988-08-02,50849.7265625
1988-08-03,49033.6640625
1988-08-04,51757.7578125
1988-08-05,54481.84765625
1988-08-08,51757.7578125
1988-08-09,51757.7578125
1988-08-10,51757.7578125
1988-08-11,52665.7890625
1988-08-12,52665.7890625
1988-08-15,50849.7265625
1988-08-16,52665.7890625
1988-08-17,49941.6953125
1988-08-18,49033.6640625
1988-08-19,52665.7890625
1988-08-22,52665.7890625
1988-08-23,49033.6640625
1988-08-24,50849.7265625
1988-08-25,50849.7265625
1988-08-26,49033.6640625
1988-08-29,50849.7265625
1988-08-30,50849.7265625
1988-08-31,49033.6640625
1988-09-01,50849.7265625
1988-09-02,49033.6640625
1988-09-06,49033.6640625
1988-09-07,51757.7578125
1988-09-08,51757.7578125
1988-09-09,49033.6640625
1988-09-12,49941.6953125
1988-09-13,47217.6015625
1988-09-14,46309.5703125
1988-09-15,47217.6015625
1988-09-16,47217.6015625
1988-09-19,47217.6015625
1988-09-20,45401.5390625
1988-09-21,45401.5390625
1988-09-22,48125.6328125
1988-09-23,45401.5390625
1988-09-26,45401.5390625
1988-09-27,43585.48046875
1988-09-28,48125.6328125
1988-09-29,43585.48046875
1988-09-30,44493.51171875
1988-10-03,45401.5390625
1988-10-04,45401.5390625
1988-10-05,45401.5390625
1988-10-06,45401.5390625
1988-10-07,41769.41796875
1988-10-10,44493.51171875
1988-10-11,44493.51171875
1988-10-12,43585.48046875
1988-10-13,43585.48046875
1988-10-14,43585.48046875
1988-10-17,43585.48046875
1988-10-18,42677.44921875
1988-10-19,43585.48046875
1988-10-20,41769.41796875
1988-10-21,43585.48046875
1988-10-24,43585.48046875
1988-10-25,43585.48046875
1988-10-26,40861.38671875
1988-10-27,43585.48046875
1988-10-28,43585.48046875
1988-10-31,43585.48046875
1988-11-01,43585.48046875
1988-11-02,43585.48046875
1988-11-03,43585.48046875
1988-11-04,43585.48046875
1988-11-07,43585.48046875
1988-11-08,43585.48046875
1988-11-09,43585.48046875
1988-11-10,43585.48046875
1988-11-11,43585.48046875
1988-11-14,43585.48046875
1988-11-15,43585.48046875
1988-11-16,44493.51171875
1988-11-17,44493.51171875
1988-11-18,44493.51171875
1988-11-21,43585.48046875
1988-11-22,43585.48046875
1988-11-23,43585.48046875
1988-11-25,43585.48046875
1988-11-28,42677.44921875
1988-11-29,40861.38671875
1988-11-30,41769.41796875
1988-12-01,40861.38671875
1988-12-02,42677.44921875
1988-12-05,43585.48046875
1988-12-06,43585.48046875
1988-12-07,42677.44921875
1988-12-08,42677.44921875
1988-12-09,42677.44921875
1988-12-12,40861.38671875
1988-12-13,40861.38671875
1988-12-14,40861.38671875
1988-12-15,40861.38671875
1988-12-16,40861.38671875
1988-12-19,41769.41796875
1988-12-20,41769.41796875
1988-12-21,39045.32421875
1988-12-22,39045.32421875
1988-12-23,39045.32421875
1988-12-27,39045.32421875
1988-12-28,36321.234375
1988-12-29,38137.29296875
1988-12-30,39953.35546875
1989-01-03,39953.35546875
1989-01-04,42677.44921875
1989-01-05,42677.44921875
1989-01-06,42677.44921875
1989-01-09,42677.44921875
1989-01-10,39045.32421875
1989-01-11,39045.32421875
1989-01-12,42677.44921875
1989-01-13,39953.35546875
1989-01-16,40861.38671875
1989-01-17,40861.38671875
1989-01-18,39045.32421875
1989-01-19,39045.32421875
1989-01-20,42677.44921875
1989-01-23,39045.32421875
1989-01-24,40861.38671875
1989-01-25,39953.35546875
1989-01-26,39953.35546875
1989-01-27,39953.35546875
1989-01-30,39045.32421875
1989-01-31,23608.80078125
1989-02-01,29965.017578125
1989-02-02,30873.046875
1989-02-03,30873.046875
1989-02-06,29056.986328125
1989-02-07,27240.923828125
1989-02-08,28148.955078125
1989-02-09,28148.955078125
1989-02-10,27240.923828125
1989-02-13,25424.86328125
1989-02-14,25424.86328125
1989-02-15,25424.86328125
1989-02-16,27240.923828125
1989-02-17,25424.86328125
1989-02-21,26332.89453125
1989-02-22,29056.986328125
1989-02-23,29056.986328125
1989-02-24,29056.986328125
1989-02-27,29056.986328125
1989-02-28,30873.046875
1989-03-01,30873.046875
1989-03-02,27240.923828125
1989-03-03,29056.986328125
1989-03-06,29056.986328125
1989-03-07,27240.923828125
1989-03-08,30873.046875
1989-03-09,26332.89453125
1989-03-10,29056.986328125
1989-03-13,29056.986328125
1989-03-14,29056.986328125
1989-03-15,29056.986328125
1989-03-16,29056.986328125
1989-03-17,25424.86328125
1989-03-20,26332.89453125
1989-03-21,27240.923828125
1989-03-22,28148.955078125
1989-03-23,27240.923828125
1989-03-27,28148.955078125
1989-03-28,28148.955078125
1989-03-29,28148.955078125
1989-03-30,28148.955078125
1989-03-31,27240.923828125
1989-04-03,27240.923828125
1989-04-04,27240.923828125
1989-04-05,25424.86328125
1989-04-06,27240.923828125
1989-04-07,27240.923828125
1989-04-10,26332.89453125
1989-04-11,26332.89453125
1989-04-12,27240.923828125
1989-04-13,25424.86328125
1989-04-14,25424.86328125
1989-04-17,25424.86328125
1989-04-18,25424.86328125
1989-04-19,25424.86328125
1989-04-20,29056.986328125
1989-04-21,29056.986328125
1989-04-24,25424.86328125
1989-04-25,29056.986328125
1989-04-26,25424.86328125
1989-04-27,27240.923828125
1989-04-28,29056.986328125
1989-05-01,29056.986328125
1989-05-02,29056.986328125
1989-05-03,30873.046875
1989-05-04,30873.046875
1989-05-05,30873.046875
1989-05-08,30873.046875
1989-05-09,30873.046875
1989-05-10,30873.046875
1989-05-11,32689.109375
1989-05-12,32689.109375
1989-05-15,29056.986328125
1989-05-16,30873.046875
1989-05-17,29056.986328125
1989-05-18,29056.986328125
1989-05-19,30419.033203125
1989-05-22,29965.017578125
1989-05-23,30873.046875
1989-05-24,32689.109375
1989-05-25,32689.109375
1989-05-26,29056.986328125
1989-05-30,29056.986328125
1989-05-31,32689.109375
1989-06-01,29056.986328125
1989-06-02,32689.109375
1989-06-05,29056.986328125
1989-06-06,29056.986328125
1989-06-07,30873.046875
1989-06-08,29056.986328125
1989-06-09,29056.986328125
1989-06-12,32689.109375
1989-06-13,34505.171875
1989-06-14,30873.046875
1989-06-15,34505.171875
1989-06-16,34505.171875
1989-06-19,33597.140625
1989-06-20,34505.171875
1989-06-21,34505.171875
1989-06-22,32689.109375
1989-06-23,33597.140625
1989-06-26,36321.234375
1989-06-27,39045.32421875
1989-06-28,39953.35546875
1989-06-29,43585.48046875
1989-06-30,40861.38671875
1989-07-03,45401.5390625
1989-07-05,45401.5390625
1989-07-06,45401.5390625
1989-07-07,40861.38671875
1989-07-10,43585.48046875
1989-07-11,43585.48046875
1989-07-12,45401.5390625
1989-07-13,43585.48046875
1989-07-14,41769.41796875
1989-07-17,41769.41796875
1989-07-18,41769.41796875
1989-07-19,45401.5390625
1989-07-20,41769.41796875
1989-07-21,42677.44921875
1989-07-24,42677.44921875
1989-07-25,39953.35546875
1989-07-26,39953.35546875
1989-07-27,39953.35546875
1989-07-28,39953.35546875
1989-07-31,36321.234375
1989-08-01,36321.234375
1989-08-02,38137.29296875
1989-08-03,36321.234375
1989-08-04,38137.29296875
1989-08-07,36321.234375
1989-08-08,36321.234375
1989-08-09,36321.234375
1989-08-10,36321.234375
1989-08-11,36321.234375
1989-08-14,36321.234375
1989-08-15,36321.234375
1989-08-16,36321.234375
1989-08-17,36321.234375
1989-08-18,36321.234375
1989-08-21,36321.234375
1989-08-22,38137.29296875
1989-08-23,37229.26171875
1989-08-24,38137.29296875
1989-08-25,39045.32421875
1989-08-28,38137.29296875
1989-08-29,37229.26171875
1989-08-30,37229.26171875
1989-08-31,37229.26171875
1989-09-01,37229.26171875
1989-09-05,38137.29296875
1989-09-06,36321.234375
1989-09-07,38137.29296875
1989-09-08,38137.29296875
1989-09-11,36321.234375
1989-09-12,38137.29296875
1989-09-13,36321.234375
1989-09-14,37229.26171875
1989-09-15,36321.234375
1989-09-18,36321.234375
1989-09-19,36321.234375
1989-09-20,37229.26171875
1989-09-21,35413.203125
1989-09-22,34505.171875
1989-09-25,34505.171875
1989-09-26,34505.171875
1989-09-27,36321.234375
1989-09-28,36321.234375
1989-09-29,36321.234375
1989-10-02,38137.29296875
1989-10-03,38137.29296875
1989-10-04,36321.234375
1989-10-05,36321.234375
1989-10-06,37229.26171875
1989-10-09,36321.234375
1989-10-10,36321.234375
1989-10-11,36321.234375
1989-10-12,36321.234375
1989-10-13,37229.26171875
1989-10-16,32689.109375
1989-10-17,30873.046875
1989-10-18,34505.171875
1989-10-19,34505.171875
1989-10-20,34505.171875
1989-10-23,34505.171875
1989-10-24,30873.046875
1989-10-25,30873.046875
1989-10-26,30873.046875
1989-10-27,30873.046875
1989-10-30,30873.046875
1989-10-31,30873.046875
1989-11-01,30873.046875
1989-11-02,30873.046875
1989-11-03,34505.171875
1989-11-06,32689.109375
1989-11-07,32689.109375
1989-11-08,32689.109375
1989-11-09,34505.171875
1989-11-10,32689.109375
1989-11-13,32689.109375
1989-11-14,32689.109375
1989-11-15,36321.234375
1989-11-16,37229.26171875
1989-11-17,37229.26171875
1989-11-20,37229.26171875
1989-11-21,36321.234375
1989-11-22,35413.203125
1989-11-24,35413.203125
1989-11-27,34505.171875
1989-11-28,36321.234375
1989-11-29,36321.234375
1989-11-30,37229.26171875
1989-12-01,34505.171875
1989-12-04,34505.171875
1989-12-05,34505.171875
1989-12-06,37229.26171875
1989-12-07,34505.171875
1989-12-08,37229.26171875
1989-12-11,35413.203125
1989-12-12,34505.171875
1989-12-13,36321.234375
1989-12-14,34505.171875
1989-12-15,34505.171875
1989-12-18,34505.171875
1989-12-19,34505.171875
1989-12-20,34505.171875
1989-12-21,34505.171875
1989-12-22,34505.171875
1989-12-26,34505.171875
1989-12-27,34505.171875
1989-12-28,34505.171875
1989-12-29,34505.171875
1990-01-02,35867.21875
1990-01-03,35413.203125
1990-01-04,35413.203125
1990-01-05,35413.203125
1990-01-08,36321.234375
1990-01-09,37229.26171875
1990-01-10,36321.234375
1990-01-11,35413.203125
1990-01-12,35413.203125
1990-01-15,35413.203125
1990-01-16,35413.203125
1990-01-17,35413.203125
1990-01-18,35413.203125
1990-01-19,36321.234375
1990-01-22,36321.234375
1990-01-23,36321.234375
1990-01-24,36321.234375
1990-01-25,36321.234375
1990-01-26,36321.234375
1990-01-29,37229.26171875
1990-01-30,37229.26171875
1990-01-31,39045.32421875
1990-02-01,39045.32421875
1990-02-02,38137.29296875
1990-02-05,38137.29296875
1990-02-06,38137.29296875
1990-02-07,38137.29296875
1990-02-08,39045.32421875
1990-02-09,39045.32421875
1990-02-12,37229.26171875
1990-02-13,37229.26171875
1990-02-14,37229.26171875
1990-02-15,38137.29296875
1990-02-16,37229.26171875
1990-02-20,38137.29296875
1990-02-21,38137.29296875
1990-02-22,37229.26171875
1990-02-23,36321.234375
1990-02-26,35413.203125
1990-02-27,35413.203125
1990-02-28,39045.32421875
1990-03-01,36321.234375
1990-03-02,37229.26171875
1990-03-05,36321.234375
1990-03-06,35413.203125
1990-03-07,38137.29296875
1990-03-08,35413.203125
1990-03-09,35413.203125
1990-03-12,35413.203125
1990-03-13,32689.109375
1990-03-14,34505.171875
1990-03-15,33597.140625
1990-03-16,33597.140625
1990-03-19,33597.140625
1990-03-20,34505.171875
1990-03-21,33597.140625
1990-03-22,35413.203125
1990-03-23,35413.203125
1990-03-26,34505.171875
1990-03-27,34505.171875
1990-03-28,34505.171875
1990-03-29,34505.171875
1990-03-30,34505.171875
1990-04-02,36321.234375
1990-04-03,34505.171875
1990-04-04,34505.171875
1990-04-05,35413.203125
1990-04-06,35413.203125
1990-04-09,35413.203125
1990-04-10,35413.203125
1990-04-11,35413.203125
1990-04-12,36321.234375
1990-04-16,36321.234375
1990-04-17,36321.234375
1990-04-18,34505.171875
1990-04-19,34505.171875
1990-04-20,36321.234375
1990-04-23,34505.171875
1990-04-24,34505.171875
1990-04-25,34505.171875
1990-04-26,34505.171875
1990-04-27,34505.171875
1990-04-30,35413.203125
1990-05-01,36321.234375
1990-05-02,35413.203125
1990-05-03,34505.171875
1990-05-04,34505.171875
1990-05-07,34505.171875
1990-05-08,36321.234375
1990-05-09,36321.234375
1990-05-10,34505.171875
1990-05-11,35413.203125
1990-05-14,35413.203125
1990-05-15,35413.203125
1990-05-16,35413.203125
1990-05-17,35413.203125
1990-05-18,35413.203125
1990-05-21,36321.234375
1990-05-22,35413.203125
1990-05-23,36321.234375
1990-05-24,38137.29296875
1990-05-25,36321.234375
1990-05-29,35413.203125
1990-05-30,34505.171875
1990-05-31,34505.171875
1990-06-01,33597.140625
1990-06-04,34505.171875
1990-06-05,34505.171875
1990-06-06,35413.203125
1990-06-07,34505.171875
1990-06-08,34505.171875
1990-06-11,35413.203125
1990-06-12,34505.171875
1990-06-13,34505.171875
1990-06-14,34505.171875
1990-06-15,34505.171875
1990-06-18,34505.171875
1990-06-19,34505.171875
1990-06-20,36321.234375
1990-06-21,36321.234375
1990-06-22,33597.140625
1990-06-25,32689.109375
1990-06-26,32689.109375
1990-06-27,30873.046875
1990-06-28,30873.046875
1990-06-29,32689.109375
1990-07-02,32689.109375
1990-07-03,30873.046875
1990-07-05,30873.046875
1990-07-06,30873.046875
1990-07-09,32689.109375
1990-07-10,32689.109375
1990-07-11,32689.109375
1990-07-12,32689.109375
1990-07-13,32689.109375
1990-07-16,32689.109375
1990-07-17,32689.109375
1990-07-18,30873.046875
1990-07-19,30873.046875
1990-07-20,30873.046875
1990-07-23,29056.986328125
1990-07-24,29965.017578125
1990-07-25,29965.017578125
1990-07-26,31781.078125
1990-07-27,30873.046875
1990-07-30,32689.109375
1990-07-31,32689.109375
1990-08-01,29965.017578125
1990-08-02,30873.046875
1990-08-03,30873.046875
1990-08-06,30873.046875
1990-08-07,30873.046875
1990-08-08,29965.017578125
1990-08-09,29965.017578125
1990-08-10,27240.923828125
1990-08-13,27240.923828125
1990-08-14,27240.923828125
1990-08-15,25424.86328125
1990-08-16,27240.923828125
1990-08-17,26332.89453125
1990-08-20,26332.89453125
1990-08-21,27240.923828125
1990-08-22,21792.740234375
1990-08-23,19976.677734375
1990-08-24,15436.5234375
1990-08-27,17252.5859375
1990-08-28,21792.740234375
1990-08-29,18160.6171875
1990-08-30,19068.646484375
1990-08-31,20884.708984375
1990-09-04,21792.740234375
1990-09-05,21792.740234375
1990-09-06,21792.740234375
1990-09-07,21792.740234375
1990-09-10,20884.708984375
1990-09-11,20884.708984375
1990-09-12,21792.740234375
1990-09-13,21792.740234375
1990-09-14,21792.740234375
1990-09-17,21792.740234375
1990-09-18,21792.740234375
1990-09-19,20884.708984375
1990-09-20,20884.708984375
1990-09-21,18160.6171875
1990-09-24,19068.646484375
1990-09-25,17252.5859375
1990-09-26,20884.708984375
1990-09-27,20884.708984375
1990-09-28,20884.708984375
1990-10-01,21792.740234375
1990-10-02,21792.740234375
1990-10-03,19976.677734375
1990-10-04,19976.677734375
1990-10-05,21792.740234375
1990-10-08,19976.677734375
1990-10-09,21792.740234375
1990-10-10,20884.708984375
1990-10-11,19976.677734375
1990-10-12,19976.677734375
1990-10-15,19976.677734375
1990-10-16,19976.677734375
1990-10-17,21792.740234375
1990-10-18,20884.708984375
1990-10-19,17252.5859375
1990-10-22,17252.5859375
1990-10-23,17252.5859375
1990-10-24,17252.5859375
1990-10-25,17252.5859375
1990-10-26,17252.5859375
1990-10-29,16344.5546875
1990-10-30,18160.6171875
1990-10-31,15436.5234375
1990-11-01,16344.5546875
1990-11-02,17252.5859375
1990-11-05,17252.5859375
1990-11-06,17252.5859375
1990-11-07,16344.5546875
1990-11-08,14074.4775390625
1990-11-09,15436.5234375
1990-11-12,14528.4931640625
1990-11-13,15436.5234375
1990-11-14,14528.4931640625
1990-11-15,14528.4931640625
1990-11-16,14528.4931640625
1990-11-19,14528.4931640625
1990-11-20,14528.4931640625
1990-11-21,16344.5546875
1990-11-23,15436.5234375
1990-11-26,15436.5234375
1990-11-27,16344.5546875
1990-11-28,16344.5546875
1990-11-29,16344.5546875
1990-11-30,15436.5234375
1990-12-03,15436.5234375
1990-12-04,15436.5234375
1990-12-05,15436.5234375
1990-12-06,15436.5234375
1990-12-07,14528.4931640625
1990-12-10,13620.4619140625
1990-12-11,12712.431640625
1990-12-12,12712.431640625
1990-12-13,13620.4619140625
1990-12-14,13620.4619140625
1990-12-17,13166.447265625
1990-12-18,12712.431640625
1990-12-19,12712.431640625
1990-12-20,13166.447265625
1990-12-21,12712.431640625
1990-12-24,13620.4619140625
1990-12-26,12712.431640625
1990-12-27,10896.3701171875
1990-12-28,10896.3701171875
1990-12-31,10896.3701171875
1991-01-02,11804.400390625
1991-01-03,13620.4619140625
1991-01-04,13620.4619140625
1991-01-07,12712.431640625
1991-01-08,11804.400390625
1991-01-09,10896.3701171875
1991-01-10,10896.3701171875
1991-01-11,10896.3701171875
1991-01-14,11804.400390625
1991-01-15,11804.400390625
1991-01-16,10896.3701171875
1991-01-17,10896.3701171875
1991-01-18,10896.3701171875
1991-01-21,10896.3701171875
1991-01-22,10896.3701171875
1991-01-23,9988.3388671875
1991-01-24,10896.3701171875
1991-01-25,12712.431640625
1991-01-28,12258.416015625
1991-01-29,11804.400390625
1991-01-30,11804.400390625
1991-01-31,10896.3701171875
1991-02-01,12712.431640625
1991-02-04,12712.431640625
1991-02-05,12712.431640625
1991-02-06,13620.4619140625
1991-02-07,12712.431640625
1991-02-08,13620.4619140625
1991-02-11,13620.4619140625
1991-02-12,13620.4619140625
1991-02-13,13620.4619140625
1991-02-14,11804.400390625
1991-02-15,13620.4619140625
1991-02-19,13620.4619140625
1991-02-20,14528.4931640625
1991-02-21,14074.4775390625
1991-02-22,14528.4931640625
1991-02-25,14074.4775390625
1991-02-26,14528.4931640625
1991-02-27,14528.4931640625
1991-02-28,14528.4931640625
1991-03-01,14528.4931640625
1991-03-04,14528.4931640625
1991-03-05,15436.5234375
1991-03-06,15436.5234375
1991-03-07,21792.740234375
1991-03-08,25424.86328125
1991-03-11,27240.923828125
1991-03-12,29056.986328125
1991-03-13,32689.109375
1991-03-14,49033.6640625
1991-03-15,45401.5390625
1991-03-18,41769.41796875
1991-03-19,38137.29296875
1991-03-20,30873.046875
1991-03-21,36321.234375
1991-03-22,30873.046875
1991-03-25,32689.109375
1991-03-26,30873.046875
1991-03-27,30873.046875
1991-03-28,29056.986328125
1991-04-01,29056.986328125
1991-04-02,36321.234375
1991-04-03,36321.234375
1991-04-04,29056.986328125
1991-04-05,29056.986328125
1991-04-08,52665.7890625
1991-04-09,74458.5234375
1991-04-10,92619.140625
1991-04-11,119860.0703125
1991-04-12,168893.734375
1991-04-15,88987.0234375
1991-04-16,65378.21875
1991-04-17,67194.28125
1991-04-18,65378.21875
1991-04-19,56297.91015625
1991-04-22,54481.84765625
1991-04-23,58113.97265625
1991-04-24,71734.4375
1991-04-25,73550.4921875
1991-04-26,72642.46875
1991-04-29,66286.25
1991-04-30,63562.15625
1991-05-01,67194.28125
1991-05-02,68102.3125
1991-05-03,64470.1875
1991-05-06,63562.15625
1991-05-07,62654.125
1991-05-08,64470.1875
1991-05-09,64470.1875
1991-05-10,65378.21875
1991-05-13,61746.09375
1991-05-14,61746.09375
1991-05-15,59930.03515625
1991-05-16,60838.06640625
1991-05-17,59930.03515625
1991-05-20,61746.09375
1991-05-21,59930.03515625
1991-05-22,56297.91015625
1991-05-23,55389.87890625
1991-05-24,55389.87890625
1991-05-28,55389.87890625
1991-05-29,53573.81640625
1991-05-30,47217.6015625
1991-05-31,49941.6953125
1991-06-03,49033.6640625
1991-06-04,48125.6328125
1991-06-05,49033.6640625
1991-06-06,47217.6015625
1991-06-07,43585.48046875
1991-06-10,40861.38671875
1991-06-11,35413.203125
1991-06-12,35413.203125
1991-06-13,39953.35546875
1991-06-14,43585.48046875
1991-06-17,52665.7890625
1991-06-18,71734.4375
1991-06-19,61746.09375
1991-06-20,59930.03515625
1991-06-21,54481.84765625
1991-06-24,52665.7890625
1991-06-25,52665.7890625
1991-06-26,50849.7265625
1991-06-27,61746.09375
1991-06-28,59930.03515625
1991-07-01,60838.06640625
1991-07-02,59022.00390625
1991-07-03,54481.84765625
1991-07-05,51757.7578125
1991-07-08,59930.03515625
1991-07-09,59022.00390625
1991-07-10,57205.94140625
1991-07-11,54481.84765625
1991-07-12,59022.00390625
1991-07-15,56297.91015625
1991-07-16,58113.97265625
1991-07-17,58113.97265625
1991-07-18,59022.00390625
1991-07-19,57205.94140625
1991-07-22,56297.91015625
1991-07-23,56297.91015625
1991-07-24,56297.91015625
1991-07-25,54481.84765625
1991-07-26,58113.97265625
1991-07-29,55389.87890625
1991-07-30,55389.87890625
1991-07-31,55389.87890625
1991-08-01,52665.7890625
1991-08-02,52665.7890625
1991-08-05,52665.7890625
1991-08-06,56297.91015625
1991-08-07,55389.87890625
1991-08-08,55389.87890625
1991-08-09,53573.81640625
1991-08-12,50849.7265625
1991-08-13,50849.7265625
1991-08-14,49941.6953125
1991-08-15,49033.6640625
1991-08-16,47217.6015625
1991-08-19,50849.7265625
1991-08-20,56297.91015625
1991-08-21,56297.91015625
1991-08-22,50849.7265625
1991-08-23,51757.7578125
1991-08-26,49941.6953125
1991-08-27,50849.7265625
1991-08-28,50849.7265625
1991-08-29,48125.6328125
1991-08-30,47217.6015625
1991-09-03,48125.6328125
1991-09-04,47217.6015625
1991-09-05,51757.7578125
1991-09-06,51757.7578125
1991-09-09,48125.6328125
1991-09-10,51757.7578125
1991-09-11,48125.6328125
1991-09-12,47217.6015625
1991-09-13,48125.6328125
1991-09-16,48125.6328125
1991-09-17,49941.6953125
1991-09-18,49033.6640625
1991-09-19,52665.7890625
1991-09-20,52665.7890625
