,BNDW
2019-01-24,75.23999786376953
2019-01-25,75.23999786376953
2019-01-28,75.13999938964844
2019-01-29,75.30000305175781
2019-01-30,75.41000366210938
2019-01-31,75.58999633789062
2019-02-01,75.37000274658203
2019-02-04,75.30000305175781
2019-02-05,75.41999816894531
2019-02-06,75.44000244140625
2019-02-07,75.51000213623047
2019-02-08,75.61000061035156
2019-02-11,75.56999969482422
2019-02-12,75.51000213623047
2019-02-13,75.45999908447266
2019-02-14,75.55000305175781
2019-02-15,75.5999984741211
2019-02-19,75.66000366210938
2019-02-20,75.6500015258789
2019-02-21,75.58999633789062
2019-02-22,75.75
2019-02-25,75.66000366210938
2019-02-26,75.72000122070312
2019-02-27,75.62000274658203
2019-02-28,75.5199966430664
2019-03-01,75.27999877929688
2019-03-04,75.4000015258789
2019-03-05,75.4800033569336
2019-03-06,75.5999984741211
2019-03-07,75.83000183105469
2019-03-08,75.87999725341797
2019-03-11,75.87000274658203
2019-03-12,75.97000122070312
2019-03-13,75.97000122070312
2019-03-14,75.93000030517578
2019-03-15,76.0199966430664
2019-03-18,75.98999786376953
2019-03-19,76.04000091552734
2019-03-20,76.22000122070312
2019-03-21,76.30999755859375
2019-03-22,76.5999984741211
2019-03-25,76.75
2019-03-26,76.70999908447266
2019-03-27,76.88999938964844
2019-03-28,76.87000274658203
2019-03-29,76.83999633789062
2019-04-01,76.44000244140625
2019-04-02,76.5199966430664
2019-04-03,76.3499984741211
2019-04-04,76.45999908447266
2019-04-05,76.4800033569336
2019-04-08,76.44000244140625
2019-04-09,76.52999877929688
2019-04-10,76.61000061035156
2019-04-11,76.51000213623047
2019-04-12,76.41000366210938
2019-04-15,76.37999725341797
2019-04-16,76.27999877929688
2019-04-17,76.2699966430664
2019-04-18,76.41999816894531
2019-04-22,76.36000061035156
2019-04-23,76.4800033569336
2019-04-24,76.63999938964844
2019-04-25,76.5999984741211
2019-04-26,76.73999786376953
2019-04-29,76.63999938964844
2019-04-30,76.70999908447266
2019-05-01,76.58999633789062
2019-05-02,76.51000213623047
2019-05-03,76.58000183105469
2019-05-06,76.61000061035156
2019-05-07,76.69999694824219
2019-05-08,76.70999908447266
2019-05-09,76.73999786376953
2019-05-10,76.69999694824219
2019-05-13,76.8499984741211
2019-05-14,76.87000274658203
2019-05-15,77.0
2019-05-16,76.91000366210938
2019-05-17,76.9800033569336
2019-05-20,76.91000366210938
2019-05-21,76.87999725341797
2019-05-22,77.04000091552734
2019-05-23,77.22000122070312
2019-05-24,77.27999877929688
2019-05-28,77.38999938964844
2019-05-29,77.44999694824219
2019-05-30,77.55999755859375
2019-05-31,77.79000091552734
2019-06-03,77.80999755859375
2019-06-04,77.75
2019-06-05,77.81999969482422
2019-06-06,77.9000015258789
2019-06-07,78.04000091552734
2019-06-10,77.91000366210938
2019-06-11,77.93000030517578
2019-06-12,78.0
2019-06-13,78.12000274658203
2019-06-14,78.16999816894531
2019-06-17,78.18000030517578
2019-06-18,78.43000030517578
2019-06-19,78.58000183105469
2019-06-20,78.72000122070312
2019-06-21,78.5199966430664
2019-06-24,78.68000030517578
2019-06-25,78.72000122070312
2019-06-26,78.55999755859375
2019-06-27,78.70999908447266
2019-06-28,78.77999877929688
2019-07-01,78.66999816894531
2019-07-02,78.81999969482422
2019-07-03,79.05999755859375
2019-07-05,78.83000183105469
2019-07-08,78.83000183105469
2019-07-09,78.77999877929688
2019-07-10,78.70999908447266
2019-07-11,78.5199966430664
2019-07-12,78.48999786376953
2019-07-15,78.66000366210938
2019-07-16,78.63999938964844
2019-07-17,78.83999633789062
2019-07-18,78.94000244140625
2019-07-19,78.94000244140625
2019-07-22,79.0
2019-07-23,78.98999786376953
2019-07-24,79.11000061035156
2019-07-25,79.02999877929688
2019-07-26,79.04000091552734
2019-07-29,79.11000061035156
2019-07-30,79.11000061035156
2019-07-31,79.22000122070312
2019-08-01,79.44000244140625
2019-08-02,79.51000213623047
2019-08-05,79.83000183105469
2019-08-06,79.88999938964844
2019-08-07,80.12999725341797
2019-08-08,80.02999877929688
2019-08-09,79.94999694824219
2019-08-12,80.2300033569336
2019-08-13,80.25
2019-08-14,80.5
2019-08-15,80.86000061035156
2019-08-16,80.80999755859375
2019-08-19,80.58000183105469
2019-08-20,80.73999786376953
2019-08-21,80.68000030517578
2019-08-22,80.48999786376953
2019-08-23,80.69000244140625
2019-08-26,80.66000366210938
2019-08-27,80.87000274658203
2019-08-28,81.08000183105469
2019-08-29,81.06999969482422
2019-08-30,81.02999877929688
2019-09-03,81.0
2019-09-04,80.93000030517578
2019-09-05,80.54000091552734
2019-09-06,80.68000030517578
2019-09-09,80.36000061035156
2019-09-10,79.9800033569336
2019-09-11,79.9800033569336
2019-09-12,79.87999725341797
2019-09-13,79.41000366210938
2019-09-16,79.6500015258789
2019-09-17,79.80000305175781
2019-09-18,79.94000244140625
2019-09-19,79.98999786376953
2019-09-20,80.19000244140625
2019-09-23,80.4000015258789
2019-09-24,80.56999969482422
2019-09-25,80.36000061035156
2019-09-26,80.41999816894531
2019-09-27,80.47000122070312
2019-09-30,80.43000030517578
2019-10-01,80.37000274658203
2019-10-02,80.4000015258789
2019-10-03,80.69000244140625
2019-10-04,80.76000213623047
2019-10-07,80.58000183105469
2019-10-08,80.61000061035156
2019-10-09,80.55999755859375
2019-10-10,80.19000244140625
2019-10-11,79.94999694824219
2019-10-14,80.11000061035156
2019-10-15,79.91000366210938
2019-10-16,79.87999725341797
2019-10-17,80.0
2019-10-18,79.93000030517578
2019-10-21,79.77999877929688
2019-10-22,79.88999938964844
2019-10-23,79.94999694824219
2019-10-24,80.02999877929688
2019-10-25,79.87000274658203
2019-10-28,79.69000244140625
2019-10-29,79.7300033569336
2019-10-30,79.94999694824219
2019-10-31,80.22000122070312
2019-11-01,80.02999877929688
2019-11-04,79.81999969482422
2019-11-05,79.61000061035156
2019-11-06,79.70999908447266
2019-11-07,79.31999969482422
2019-11-08,79.27999877929688
2019-11-11,79.2699966430664
2019-11-12,79.30000305175781
2019-11-13,79.5
2019-11-14,79.68000030517578
2019-11-15,79.66000366210938
2019-11-18,79.70999908447266
2019-11-19,79.7699966430664
2019-11-20,79.94000244140625
2019-11-21,79.80999755859375
2019-11-22,79.88999938964844
2019-11-25,79.94000244140625
2019-11-26,80.05999755859375
2019-11-27,80.01000213623047
2019-11-29,79.93000030517578
2019-12-02,79.5999984741211
2019-12-03,79.94000244140625
2019-12-04,79.83999633789062
2019-12-05,79.68000030517578
2019-12-06,79.62000274658203
2019-12-09,79.6500015258789
2019-12-10,79.66000366210938
2019-12-11,79.83000183105469
2019-12-12,79.56999969482422
2019-12-13,79.80999755859375
2019-12-16,79.7300033569336
2019-12-17,79.7300033569336
2019-12-18,79.63999938964844
2019-12-19,79.61000061035156
2019-12-20,79.63999938964844
2019-12-23,78.55000305175781
2019-12-24,78.62999725341797
2019-12-26,78.7300033569336
2019-12-27,78.77999877929688
2019-12-30,78.5999984741211
2019-12-31,78.62000274658203
2020-01-02,78.76000213623047
2020-01-03,79.0
2020-01-06,78.94999694824219
2020-01-07,78.87999725341797
2020-01-08,78.76000213623047
2020-01-09,78.80999755859375
2020-01-10,78.91000366210938
2020-01-13,78.86000061035156
2020-01-14,78.91000366210938
2020-01-15,79.05000305175781
2020-01-16,79.04000091552734
2020-01-17,79.0199966430664
2020-01-21,79.19999694824219
2020-01-22,79.2699966430664
2020-01-23,79.44999694824219
2020-01-24,79.58999633789062
2020-01-27,79.9000015258789
2020-01-28,79.73999786376953
2020-01-29,79.94999694824219
2020-01-30,79.98999786376953
2020-01-31,80.12999725341797
2020-02-03,80.02999877929688
2020-02-04,79.77999877929688
2020-02-05,79.6500015258789
2020-02-06,79.66000366210938
2020-02-07,79.88999938964844
2020-02-10,80.0199966430664
2020-02-11,79.91000366210938
2020-02-12,79.8499984741211
2020-02-13,79.91999816894531
2020-02-14,79.93000030517578
2020-02-18,80.08000183105469
2020-02-19,80.08999633789062
2020-02-20,80.23999786376953
2020-02-21,80.41999816894531
2020-02-24,80.61000061035156
2020-02-25,80.68000030517578
2020-02-26,80.58000183105469
2020-02-27,80.5999984741211
2020-02-28,80.94999694824219
2020-03-02,80.76000213623047
2020-03-03,81.0999984741211
2020-03-04,81.22000122070312
2020-03-05,81.30000305175781
2020-03-06,81.80999755859375
2020-03-09,81.62999725341797
2020-03-10,80.72000122070312
2020-03-11,80.08000183105469
2020-03-12,77.19999694824219
2020-03-13,78.51000213623047
2020-03-16,78.72000122070312
2020-03-17,77.6500015258789
2020-03-18,76.20999908447266
2020-03-19,75.62999725341797
2020-03-20,76.87999725341797
2020-03-23,77.68000030517578
2020-03-24,77.94999694824219
2020-03-25,78.80999755859375
2020-03-26,79.31999969482422
2020-03-27,79.47000122070312
2020-03-30,79.61000061035156
2020-03-31,79.44999694824219
2020-04-01,79.0999984741211
2020-04-02,79.36000061035156
2020-04-03,79.41000366210938
2020-04-06,79.69000244140625
2020-04-07,79.68000030517578
2020-04-08,79.72000122070312
2020-04-09,80.30000305175781
2020-04-13,80.0999984741211
2020-04-14,80.22000122070312
2020-04-15,80.56999969482422
2020-04-16,80.62999725341797
2020-04-17,80.58000183105469
2020-04-20,80.44000244140625
2020-04-21,80.47000122070312
2020-04-22,80.38999938964844
2020-04-23,80.58999633789062
2020-04-24,80.72000122070312
2020-04-27,80.5199966430664
2020-04-28,80.75
2020-04-29,80.80000305175781
2020-04-30,80.7699966430664
2020-05-01,80.68000030517578
2020-05-04,80.7300033569336
2020-05-05,80.72000122070312
2020-05-06,80.38999938964844
2020-05-07,80.5999984741211
2020-05-08,80.43000030517578
2020-05-11,80.20999908447266
2020-05-12,80.37999725341797
2020-05-13,80.52999877929688
2020-05-14,80.62000274658203
2020-05-15,80.66000366210938
2020-05-18,80.51000213623047
2020-05-19,80.62000274658203
2020-05-20,80.86000061035156
2020-05-21,80.9000015258789
2020-05-22,80.93000030517578
2020-05-26,80.80999755859375
2020-05-27,80.94999694824219
2020-05-28,80.94000244140625
2020-05-29,81.16000366210938
2020-06-01,80.87000274658203
2020-06-02,80.97000122070312
2020-06-03,80.72000122070312
2020-06-04,80.62000274658203
2020-06-05,80.5999984741211
2020-06-08,80.80000305175781
2020-06-09,80.8499984741211
2020-06-10,81.0199966430664
2020-06-11,81.12999725341797
2020-06-12,81.11000061035156
2020-06-15,81.19999694824219
2020-06-16,81.19000244140625
2020-06-17,81.23999786376953
2020-06-18,81.30000305175781
2020-06-19,81.30000305175781
2020-06-22,81.26000213623047
2020-06-23,81.19999694824219
2020-06-24,81.2699966430664
2020-06-25,81.41000366210938
2020-06-26,81.44000244140625
2020-06-29,81.5
2020-06-30,81.55000305175781
2020-07-01,81.33000183105469
2020-07-02,81.45999908447266
2020-07-06,81.4800033569336
2020-07-07,81.58999633789062
2020-07-08,81.5
2020-07-09,81.69000244140625
2020-07-10,81.63999938964844
2020-07-13,81.54000091552734
2020-07-14,81.73999786376953
2020-07-15,81.7300033569336
2020-07-16,81.83000183105469
2020-07-17,81.80999755859375
2020-07-20,81.83999633789062
2020-07-21,81.93000030517578
2020-07-22,82.06999969482422
2020-07-23,82.16999816894531
2020-07-24,82.12000274658203
2020-07-27,82.1500015258789
2020-07-28,82.20999908447266
2020-07-29,82.19999694824219
2020-07-30,82.29000091552734
2020-07-31,82.38999938964844
2020-08-03,82.27999877929688
2020-08-04,82.45999908447266
2020-08-05,82.30999755859375
2020-08-06,82.41999816894531
2020-08-07,82.31999969482422
2020-08-10,82.20999908447266
2020-08-11,82.0199966430664
2020-08-12,81.94000244140625
2020-08-13,81.69999694824219
2020-08-14,81.58000183105469
2020-08-17,81.75
2020-08-18,81.87000274658203
2020-08-19,81.76000213623047
2020-08-20,81.88999938964844
2020-08-21,81.93000030517578
2020-08-24,81.87999725341797
2020-08-25,81.7300033569336
2020-08-26,81.70999908447266
2020-08-27,81.52999877929688
2020-08-28,81.5199966430664
2020-08-31,81.58999633789062
2020-09-01,81.7300033569336
2020-09-02,81.94000244140625
2020-09-03,81.94999694824219
2020-09-04,81.62999725341797
2020-09-08,81.68000030517578
2020-09-09,81.66000366210938
2020-09-10,81.69999694824219
2020-09-11,81.81999969482422
2020-09-14,81.83999633789062
2020-09-15,81.83000183105469
2020-09-16,81.8499984741211
2020-09-17,81.9000015258789
2020-09-18,81.81999969482422
2020-09-21,81.8499984741211
2020-09-22,81.88999938964844
2020-09-23,81.73999786376953
2020-09-24,81.7699966430664
2020-09-25,81.83999633789062
2020-09-28,81.86000061035156
2020-09-29,81.93000030517578
2020-09-30,81.81999969482422
2020-10-01,81.79000091552734
2020-10-02,81.77999877929688
2020-10-05,81.51000213623047
2020-10-06,81.55000305175781
2020-10-07,81.5199966430664
2020-10-08,81.62999725341797
2020-10-09,81.7300033569336
2020-10-12,81.7699966430664
2020-10-13,81.9000015258789
2020-10-14,81.93000030517578
2020-10-15,81.95999908447266
2020-10-16,81.9800033569336
2020-10-19,81.87000274658203
2020-10-20,81.80000305175781
2020-10-21,81.69999694824219
2020-10-22,81.56999969482422
2020-10-23,81.66000366210938
2020-10-26,81.76000213623047
2020-10-27,81.91999816894531
2020-10-28,81.87000274658203
2020-10-29,81.7300033569336
2020-10-30,81.58000183105469
2020-11-02,81.66000366210938
2020-11-03,81.5999984741211
2020-11-04,82.0
2020-11-05,82.02999877929688
2020-11-06,81.91000366210938
2020-11-09,81.45999908447266
2020-11-10,81.30999755859375
2020-11-11,81.45999908447266
2020-11-12,81.62000274658203
2020-11-13,81.73999786376953
2020-11-16,81.72000122070312
2020-11-17,81.80999755859375
2020-11-18,81.9000015258789
2020-11-19,82.01000213623047
2020-11-20,82.12000274658203
2020-11-23,82.06999969482422
2020-11-24,82.0
2020-11-25,81.98999786376953
2020-11-27,82.13999938964844
2020-11-30,82.18000030517578
2020-12-01,81.80999755859375
2020-12-02,81.73999786376953
2020-12-03,81.87999725341797
2020-12-04,81.80999755859375
2020-12-07,81.94999694824219
2020-12-08,82.01000213623047
2020-12-09,81.91999816894531
2020-12-10,82.06999969482422
2020-12-11,82.20999908447266
2020-12-14,82.11000061035156
2020-12-15,82.1500015258789
2020-12-16,82.05000305175781
2020-12-17,82.08000183105469
2020-12-18,82.02999877929688
2020-12-21,82.08999633789062
2020-12-22,82.16999816894531
2020-12-23,81.93000030517578
2020-12-24,82.05999755859375
2020-12-28,82.04000091552734
2020-12-29,82.11000061035156
2020-12-30,82.12999725341797
2020-12-31,82.19999694824219
2021-01-04,82.1500015258789
2021-01-05,82.05000305175781
2021-01-06,81.80000305175781
2021-01-07,81.69999694824219
2021-01-08,81.68000030517578
2021-01-11,81.55999755859375
2021-01-12,81.43000030517578
2021-01-13,81.75
2021-01-14,81.5999984741211
2021-01-15,81.69999694824219
2021-01-19,81.75
2021-01-20,81.7300033569336
2021-01-21,81.5999984741211
2021-01-22,81.5999984741211
2021-01-25,81.79000091552734
2021-01-26,81.80000305175781
2021-01-27,81.75
2021-01-28,81.69000244140625
2021-01-29,81.58000183105469
2021-02-01,81.58000183105469
2021-02-02,81.45999908447266
2021-02-03,81.37000274658203
2021-02-04,81.30000305175781
2021-02-05,81.25
2021-02-08,81.23999786376953
2021-02-09,81.29000091552734
2021-02-10,81.33000183105469
2021-02-11,81.31999969482422
2021-02-12,81.08999633789062
2021-02-16,80.68000030517578
2021-02-17,80.80000305175781
2021-02-18,80.69999694824219
2021-02-19,80.43000030517578
2021-02-22,80.36000061035156
2021-02-23,80.25
2021-02-24,80.20999908447266
2021-02-25,79.5
2021-02-26,80.06999969482422
2021-03-01,80.1500015258789
2021-03-02,80.19000244140625
2021-03-03,79.94999694824219
2021-03-04,79.77999877929688
2021-03-05,79.76000213623047
2021-03-08,79.55000305175781
2021-03-09,79.81999969482422
2021-03-10,79.86000061035156
2021-03-11,79.94999694824219
2021-03-12,79.58000183105469
2021-03-15,79.73999786376953
2021-03-16,79.6500015258789
2021-03-17,79.61000061035156
2021-03-18,79.33999633789062
2021-03-19,79.41000366210938
2021-03-22,79.58999633789062
2021-03-23,79.80000305175781
2021-03-24,79.91000366210938
2021-03-25,79.91000366210938
2021-03-26,79.80000305175781
2021-03-29,79.63999938964844
2021-03-30,79.63999938964844
2021-03-31,79.63999938964844
2021-04-01,79.70999908447266
2021-04-05,79.58000183105469
2021-04-06,79.83000183105469
2021-04-07,79.77999877929688
2021-04-08,79.86000061035156
2021-04-09,79.80999755859375
2021-04-12,79.72000122070312
2021-04-13,79.83999633789062
2021-04-14,79.75
2021-04-15,80.0199966430664
2021-04-16,79.86000061035156
2021-04-19,79.79000091552734
2021-04-20,79.94999694824219
2021-04-21,80.02999877929688
2021-04-22,80.05000305175781
2021-04-23,80.0
2021-04-26,79.95999908447266
2021-04-27,79.81999969482422
2021-04-28,79.79000091552734
2021-04-29,79.66999816894531
2021-04-30,79.73999786376953
2021-05-03,79.6500015258789
2021-05-04,79.73999786376953
2021-05-05,79.80000305175781
2021-05-06,79.83000183105469
2021-05-07,79.76000213623047
2021-05-10,79.69000244140625
2021-05-11,79.52999877929688
2021-05-12,79.27999877929688
2021-05-13,79.36000061035156
2021-05-14,79.45999908447266
