,ENSG
2008-03-26,2.3348069190979004
2008-03-27,2.235290050506592
2008-03-28,2.265911102294922
2008-03-31,2.365427017211914
2008-04-01,2.419013023376465
2008-04-02,2.3985989093780518
2008-04-03,2.3985989093780518
2008-04-04,2.411358118057251
2008-04-07,2.360323905944824
2008-04-08,2.367979049682617
2008-04-09,2.360323905944824
2008-04-10,2.4955639839172363
2008-04-11,2.367979049682617
2008-04-14,2.393496036529541
2008-04-15,2.365427017211914
2008-04-16,2.403702974319458
2008-04-17,2.378185987472534
2008-04-18,2.567012071609497
2008-04-21,2.528736114501953
2008-04-22,2.4777019023895264
2008-04-23,2.50321888923645
2008-04-24,2.52618408203125
2008-04-25,2.6001839637756348
2008-04-28,2.582321882247925
2008-04-29,2.4649429321289062
2008-04-30,2.4521849155426025
2008-05-01,2.4751501083374023
2008-05-02,2.4598400592803955
2008-05-05,2.4496328830718994
2008-05-06,2.3041861057281494
2008-05-07,2.219980001449585
2008-05-08,2.360323905944824
2008-05-09,2.4343230724334717
2008-05-12,2.4241158962249756
2008-05-13,2.385840892791748
2008-05-14,2.4700469970703125
2008-05-15,2.4853570461273193
2008-05-16,2.4266679286956787
2008-05-19,2.447082042694092
2008-05-20,2.4649429321289062
2008-05-21,2.50832200050354
2008-05-22,2.671631097793579
2008-05-23,2.5899770259857178
2008-05-27,2.709907054901123
2008-05-28,2.7430789470672607
2008-05-29,2.70225191116333
2008-05-30,2.6563210487365723
2008-06-02,2.7736990451812744
2008-06-03,2.8094229698181152
2008-06-04,2.832387924194336
2008-06-05,2.896181106567383
2008-06-06,2.87066388130188
2008-06-09,2.9216980934143066
2008-06-10,3.018662929534912
2008-06-11,2.9676289558410645
2008-06-12,2.9752840995788574
2008-06-13,2.9829390048980713
2008-06-16,3.1003170013427734
2008-06-17,3.023766040802002
2008-06-18,2.9599740505218506
2008-06-19,2.9216980934143066
2008-06-20,2.9012839794158936
2008-06-23,2.834939956665039
2008-06-24,2.88852596282959
2008-06-25,2.8579049110412598
2008-06-26,2.8145270347595215
2008-06-27,2.9293529987335205
2008-06-30,2.9344561100006104
2008-07-01,2.970180034637451
2008-07-02,2.847698926925659
2008-07-03,2.8757669925689697
2008-07-07,2.842595100402832
2008-07-08,2.990593910217285
2008-07-09,2.88852596282959
2008-07-10,2.9446630477905273
2008-07-11,2.9727320671081543
2008-07-14,2.852802038192749
2008-07-15,2.9038360118865967
2008-07-16,2.9548699855804443
2008-07-17,2.9650769233703613
2008-07-18,2.9370079040527344
2008-07-21,2.998249053955078
2008-07-22,3.0645930767059326
2008-07-23,3.0543859004974365
2008-07-24,3.1258339881896973
2008-07-25,3.2406609058380127
2008-07-28,3.2279019355773926
2008-07-29,3.29679799079895
2008-07-30,3.319762945175171
2008-07-31,3.062041997909546
2008-08-01,3.30190110206604
2008-08-04,3.2125918865203857
2008-08-05,3.322314977645874
2008-08-06,3.342729091644287
2008-08-07,3.835206985473633
2008-08-08,3.827552080154419
2008-08-11,3.9143099784851074
2008-08-12,4.092928886413574
2008-08-13,4.261341094970703
2008-08-14,4.243478775024414
2008-08-15,4.189894199371338
2008-08-18,4.164377212524414
2008-08-19,3.8887929916381836
2008-08-20,3.837759017944336
2008-08-21,3.967895984649658
2008-08-22,4.0572052001953125
2008-08-25,4.0495500564575195
2008-08-26,4.131204128265381
2008-08-27,4.095480918884277
2008-08-28,4.286858081817627
2008-08-29,4.246030807495117
2008-09-02,4.274099826812744
2008-09-03,4.274099826812744
2008-09-04,4.261341094970703
2008-09-05,4.156721115112305
2008-09-08,4.261341094970703
2008-09-09,4.238376140594482
2008-09-10,4.309823036193848
2008-09-11,4.302167892456055
2008-09-12,4.320030212402344
2008-09-15,4.184790134429932
2008-09-16,4.197548866271973
2008-09-17,4.0699639320373535
2008-09-18,4.286858081817627
2008-09-19,4.687475204467773
2008-09-22,4.335340976715088
2008-09-23,4.034239768981934
2008-09-24,3.784173011779785
2008-09-25,4.006171226501465
2008-09-26,4.322581768035889
2008-09-29,4.092928886413574
2008-09-30,4.360857963562012
2008-10-01,4.40423583984375
2008-10-02,3.965343952178955
2008-10-03,4.04444694519043
2008-10-06,3.814793109893799
2008-10-07,3.5264511108398438
2008-10-08,3.638725996017456
2008-10-09,3.521347999572754
2008-10-10,3.360590934753418
2008-10-13,3.8607239723205566
2008-10-14,3.7790699005126953
2008-10-15,3.641278028488159
2008-10-16,3.648932933807373
2008-10-17,3.8428618907928467
2008-10-20,4.0699639320373535
2008-10-21,4.225616931915283
2008-10-22,4.233272075653076
2008-10-23,4.332788944244385
2008-10-24,3.993412971496582
2008-10-27,3.467761993408203
2008-10-28,3.5545198917388916
2008-10-29,3.794379949569702
2008-10-30,4.031688213348389
2008-10-31,4.1822381019592285
2008-11-03,4.669612884521484
2008-11-04,4.411891937255859
2008-11-05,4.064859867095947
2008-11-06,3.6081058979034424
2008-11-07,3.8581719398498535
2008-11-10,3.7203800678253174
2008-11-11,3.549417018890381
2008-11-12,3.4039700031280518
2008-11-13,3.623415946960449
2008-11-14,3.5978989601135254
2008-11-17,3.766310930252075
2008-11-18,3.48307204246521
2008-11-19,3.2840399742126465
2008-11-20,3.1921780109405518
2008-11-21,3.447348117828369
2008-11-24,3.4320380687713623
2008-11-25,3.3631420135498047
2008-11-26,3.6693460941314697
2008-11-28,3.7305870056152344
2008-12-01,3.962791919708252
2008-12-02,4.363409042358398
2008-12-03,4.3276848793029785
2008-12-04,4.123548984527588
2008-12-05,4.325133800506592
2008-12-08,4.3736162185668945
2008-12-09,4.28941011428833
2008-12-10,4.064859867095947
2008-12-11,3.8938961029052734
2008-12-12,3.988308906555176
2008-12-15,3.980654001235962
2008-12-16,4.243478775024414
2008-12-17,4.100584030151367
2008-12-18,3.508589029312134
2008-12-19,4.184790134429932
2008-12-22,4.04444694519043
2008-12-23,4.164377212524414
2008-12-24,3.970447063446045
2008-12-26,4.2026519775390625
2008-12-29,4.414443016052246
2008-12-30,4.363409042358398
2008-12-31,4.271547794342041
2009-01-02,4.391478061676025
2009-01-05,4.396581172943115
2009-01-06,4.6721649169921875
2009-01-07,4.7002339363098145
2009-01-08,4.738509178161621
2009-01-09,4.302167892456055
2009-01-12,4.314927101135254
2009-01-13,4.28941011428833
2009-01-14,4.266445159912109
2009-01-15,4.3940300941467285
2009-01-16,4.40423583984375
2009-01-20,4.187342166900635
2009-01-21,4.159273147583008
2009-01-22,4.10823917388916
2009-01-23,4.291962146759033
2009-01-26,4.360857963562012
2009-01-27,4.429752826690674
2009-01-28,4.332788944244385
2009-01-29,4.261341094970703
2009-01-30,4.200099945068359
2009-02-02,4.325133800506592
2009-02-03,4.618578910827637
2009-02-04,4.424650192260742
2009-02-05,4.646647930145264
2009-02-06,4.738509178161621
2009-02-09,4.7971978187561035
2009-02-10,4.567544937133789
2009-02-11,4.58540678024292
2009-02-12,4.302167892456055
2009-02-13,4.3276848793029785
2009-02-17,4.0572052001953125
2009-02-18,4.2230658531188965
2009-02-19,4.276650905609131
2009-02-20,4.064859867095947
2009-02-23,3.9296200275421143
2009-02-24,4.026585102081299
2009-02-25,3.8607239723205566
2009-02-26,3.6616909503936768
2009-02-27,3.375900983810425
2009-03-02,3.3835558891296387
2009-03-03,3.620863914489746
2009-03-04,3.7254838943481445
2009-03-05,3.6004509925842285
2009-03-06,3.656588077545166
2009-03-09,3.6004509925842285
2009-03-10,3.64638090133667
2009-03-11,3.6030020713806152
2009-03-12,3.8836889266967773
2009-03-13,4.04444694519043
2009-03-16,3.641278028488159
2009-03-17,4.062307834625244
2009-03-18,3.9500339031219482
2009-03-19,3.830104112625122
2009-03-20,3.4422450065612793
2009-03-23,3.6974151134490967
2009-03-24,3.5545198917388916
2009-03-25,3.7688629627227783
2009-03-26,3.9398269653320312
2009-03-27,3.957689046859741
2009-03-30,3.807137966156006
2009-03-31,3.944930076599121
2009-04-01,3.988308906555176
2009-04-02,3.990860939025879
2009-04-03,4.082722187042236
2009-04-06,4.0572052001953125
2009-04-07,4.133756160736084
2009-04-08,4.082722187042236
2009-04-09,3.972999095916748
2009-04-13,3.8632760047912598
2009-04-14,3.8607239723205566
2009-04-15,3.9194130897521973
2009-04-16,3.8683791160583496
2009-04-17,3.8505170345306396
2009-04-20,3.817344903945923
2009-04-21,4.120997905731201
2009-04-22,4.156721115112305
2009-04-23,3.710174083709717
2009-04-24,3.7127249240875244
2009-04-27,3.7407939434051514
2009-04-28,3.9066550731658936
2009-04-29,3.965343952178955
2009-04-30,3.955137014389038
2009-05-01,3.819896936416626
2009-05-04,3.7280359268188477
2009-05-05,3.6897599697113037
2009-05-06,3.677001953125
2009-05-07,3.710174083709717
2009-05-08,3.7969319820404053
2009-05-11,3.7280359268188477
2009-05-12,3.68210506439209
2009-05-13,3.350383996963501
2009-05-14,3.5545198917388916
2009-05-15,3.638725996017456
2009-05-18,3.822448968887329
2009-05-19,3.8607239723205566
2009-05-20,3.807137966156006
2009-05-21,3.799483060836792
2009-05-22,3.7765181064605713
2009-05-26,3.8836889266967773
2009-05-27,3.9296200275421143
2009-05-28,3.8887929916381836
2009-05-29,3.802035093307495
2009-06-01,3.5978989601135254
2009-06-02,3.8326549530029297
2009-06-03,3.7331390380859375
2009-06-04,3.791827917098999
2009-06-05,3.7229321002960205
2009-06-08,3.7586560249328613
2009-06-09,3.666795015335083
2009-06-10,3.5621750354766846
2009-06-11,3.5264511108398438
2009-06-12,3.508589029312134
2009-06-15,3.204936981201172
2009-06-16,3.329969882965088
2009-06-17,3.5749340057373047
2009-06-18,3.638725996017456
2009-06-19,3.4652099609375
2009-06-22,3.2457640171051025
2009-06-23,3.3963139057159424
2009-06-24,3.457555055618286
2009-06-25,3.620863914489746
2009-06-26,3.7127249240875244
2009-06-29,3.638725996017456
2009-06-30,3.631071090698242
2009-07-01,3.628519058227539
2009-07-02,3.6004509925842285
2009-07-06,3.654036045074463
2009-07-07,3.636173963546753
2009-07-08,3.677001953125
2009-07-09,3.659140110015869
2009-07-10,3.666795015335083
2009-07-13,3.766310930252075
2009-07-14,3.7790699005126953
2009-07-15,3.8862409591674805
2009-07-16,4.052102088928223
2009-07-17,4.021481037139893
2009-07-20,3.8581719398498535
2009-07-21,3.807137966156006
2009-07-22,3.9500339031219482
2009-07-23,4.062307834625244
2009-07-24,4.0776190757751465
2009-07-27,4.080170154571533
2009-07-28,4.123548984527588
2009-07-29,4.046998023986816
2009-07-30,4.123548984527588
2009-07-31,4.087824821472168
2009-08-03,4.0852742195129395
2009-08-04,4.105687141418457
2009-08-05,4.024033069610596
2009-08-06,3.8530690670013428
2009-08-07,4.003619194030762
2009-08-10,3.993412971496582
2009-08-11,3.763758897781372
2009-08-12,3.789275884628296
2009-08-13,3.835206985473633
2009-08-14,3.763758897781372
2009-08-17,3.794379949569702
2009-08-18,3.684657096862793
2009-08-19,3.789275884628296
2009-08-20,3.7969319820404053
2009-08-21,3.8709309101104736
2009-08-24,3.8709309101104736
2009-08-25,3.837759017944336
2009-08-26,3.802035093307495
2009-08-27,3.7203800678253174
2009-08-28,3.5698299407958984
2009-08-31,3.539210081100464
2009-09-01,3.506037950515747
2009-09-02,3.378453016281128
2009-09-03,3.4422450065612793
2009-09-04,3.5698299407958984
2009-09-08,3.643829107284546
2009-09-09,3.6974151134490967
2009-09-10,3.7254838943481445
2009-09-11,3.7407939434051514
2009-09-14,3.8632760047912598
2009-09-15,3.8607239723205566
2009-09-16,3.9219648838043213
2009-09-17,3.8760340213775635
2009-09-18,3.8887929916381836
2009-09-21,3.807137966156006
2009-09-22,3.7714149951934814
2009-09-23,3.7586560249328613
2009-09-24,3.756103992462158
2009-09-25,3.656588077545166
2009-09-28,3.631071090698242
2009-09-29,3.656588077545166
2009-09-30,3.5800371170043945
2009-10-01,3.5723819732666016
2009-10-02,3.5749340057373047
2009-10-05,3.643829107284546
2009-10-06,3.7407939434051514
2009-10-07,3.817344903945923
2009-10-08,3.799483060836792
2009-10-09,3.847965955734253
2009-10-12,3.8581719398498535
2009-10-13,3.8887929916381836
2009-10-14,3.9041030406951904
2009-10-15,3.8760340213775635
2009-10-16,3.8887929916381836
2009-10-19,3.8964478969573975
2009-10-20,3.8709309101104736
2009-10-21,3.8785860538482666
2009-10-22,3.9245169162750244
2009-10-23,3.855621099472046
2009-10-26,3.784173011779785
2009-10-27,3.7433459758758545
2009-10-28,3.5800371170043945
2009-10-29,3.7280359268188477
2009-10-30,3.7714149951934814
2009-11-02,3.835206985473633
2009-11-03,3.807137966156006
2009-11-04,3.807137966156006
2009-11-05,3.822448968887329
2009-11-06,3.791827917098999
2009-11-09,3.799483060836792
2009-11-10,3.789275884628296
2009-11-11,3.814793109893799
2009-11-12,3.789275884628296
2009-11-13,3.817344903945923
2009-11-16,3.822448968887329
2009-11-17,3.799483060836792
2009-11-18,3.7867250442504883
2009-11-19,3.6999669075012207
2009-11-20,3.7076220512390137
2009-11-23,3.7867250442504883
2009-11-24,3.6974151134490967
2009-11-25,3.6897599697113037
2009-11-27,3.6004509925842285
2009-11-30,3.5290029048919678
2009-12-01,3.610656976699829
2009-12-02,3.648932933807373
2009-12-03,3.623415946960449
2009-12-04,3.64638090133667
2009-12-07,3.7382419109344482
2009-12-08,3.7050700187683105
2009-12-09,3.7586560249328613
2009-12-10,3.6718978881835938
2009-12-11,3.7254838943481445
2009-12-14,3.68210506439209
2009-12-15,3.7765181064605713
2009-12-16,3.794379949569702
2009-12-17,3.7969319820404053
2009-12-18,3.827552080154419
2009-12-21,3.8760340213775635
2009-12-22,3.8785860538482666
2009-12-23,3.9143099784851074
2009-12-24,3.9117579460144043
2009-12-28,3.993412971496582
2009-12-29,3.980654001235962
2009-12-30,4.003619194030762
2009-12-31,3.9219648838043213
2010-01-04,3.967895984649658
2010-01-05,3.967895984649658
2010-01-06,4.205204010009766
2010-01-07,4.187342166900635
2010-01-08,4.159273147583008
2010-01-11,4.090376853942871
2010-01-12,4.080170154571533
2010-01-13,4.261341094970703
2010-01-14,4.212859153747559
2010-01-15,4.437408924102783
2010-01-19,4.636441230773926
2010-01-20,4.582856178283691
2010-01-21,4.447615146636963
2010-01-22,4.427202224731445
2010-01-25,4.414443016052246
2010-01-26,4.358305931091309
2010-01-27,4.396581172943115
2010-01-28,4.3863749504089355
2010-01-29,4.360857963562012
2010-02-01,4.383822917938232
2010-02-02,4.371064186096191
2010-02-03,4.350650787353516
2010-02-04,4.25368595123291
2010-02-05,4.3940300941467285
2010-02-08,4.243478775024414
2010-02-09,4.220513820648193
2010-02-10,4.184790134429932
2010-02-11,4.368513107299805
2010-02-12,4.457821846008301
2010-02-16,4.450167179107666
2010-02-17,4.427202224731445
2010-02-18,4.452719211578369
2010-02-19,4.511407852172852
2010-02-22,4.297064781188965
2010-02-23,4.332788944244385
2010-02-24,4.320030212402344
2010-02-25,4.317479133605957
2010-02-26,4.251133918762207
2010-03-01,4.483338832855225
2010-03-02,4.478236198425293
2010-03-03,4.501201152801514
2010-03-04,4.564993858337402
2010-03-05,4.748715877532959
2010-03-08,4.5547871589660645
2010-03-09,4.564993858337402
2010-03-10,4.485890865325928
2010-03-11,4.457821846008301
2010-03-12,4.536924839019775
2010-03-15,4.455269813537598
2010-03-16,4.503753185272217
2010-03-17,4.419547080993652
2010-03-18,4.524166107177734
2010-03-19,4.457821846008301
2010-03-22,4.5267181396484375
2010-03-23,4.5471320152282715
2010-03-24,4.593061923980713
2010-03-25,4.483338832855225
2010-03-26,4.485890865325928
2010-03-29,4.437408924102783
2010-03-30,4.462925910949707
2010-03-31,4.406787872314453
2010-04-01,4.511407852172852
2010-04-05,4.590510845184326
2010-04-06,4.542027950286865
2010-04-07,4.490993976593018
2010-04-08,4.457821846008301
2010-04-09,4.473132133483887
2010-04-12,4.457821846008301
2010-04-13,4.447615146636963
2010-04-14,4.447615146636963
2010-04-15,4.411891937255859
2010-04-16,4.432304859161377
2010-04-19,4.416995048522949
2010-04-20,4.531822204589844
2010-04-21,4.552235126495361
2010-04-22,4.490993976593018
2010-04-23,4.544579982757568
2010-04-26,4.513959884643555
2010-04-27,4.4705810546875
2010-04-28,4.493546009063721
2010-04-29,4.562441825866699
2010-04-30,4.429752826690674
2010-05-03,4.5190629959106445
2010-05-04,4.488442897796631
2010-05-05,4.490993976593018
2010-05-06,4.337892055511475
2010-05-07,4.442512035369873
2010-05-10,4.641544818878174
2010-05-11,4.654303073883057
2010-05-12,4.7155442237854
2010-05-13,4.65685510635376
2010-05-14,4.61602783203125
2010-05-17,4.595613956451416
2010-05-18,4.593061923980713
2010-05-19,4.593061923980713
2010-05-20,4.552235126495361
2010-05-21,4.559889793395996
2010-05-24,4.544579982757568
2010-05-25,4.600717067718506
2010-05-26,4.567544937133789
2010-05-27,4.712992191314697
2010-05-28,4.6517510414123535
2010-06-01,4.457821846008301
2010-06-02,4.577752113342285
2010-06-03,4.66195821762085
2010-06-04,4.549683094024658
2010-06-07,4.478236198425293
2010-06-08,4.442512035369873
2010-06-09,4.416995048522949
2010-06-10,4.490993976593018
2010-06-11,4.593061923980713
2010-06-14,4.669612884521484
2010-06-15,4.720646858215332
2010-06-16,4.610923767089844
2010-06-17,4.62623405456543
2010-06-18,4.577752113342285
2010-06-21,4.5394768714904785
2010-06-22,4.442512035369873
2010-06-23,4.5190629959106445
2010-06-24,4.406787872314453
2010-06-25,4.5267181396484375
2010-06-28,4.432304859161377
2010-06-29,4.3557538986206055
2010-06-30,4.215411186218262
2010-07-01,4.200099945068359
2010-07-02,4.143962860107422
2010-07-06,4.0138258934021
2010-07-07,3.955137014389038
2010-07-08,4.149065971374512
2010-07-09,4.159273147583008
2010-07-12,4.092928886413574
2010-07-13,4.284306049346924
2010-07-14,4.28941011428833
2010-07-15,4.557339191436768
2010-07-16,4.43485689163208
2010-07-19,4.465476989746094
2010-07-20,4.457821846008301
2010-07-21,4.422098159790039
2010-07-22,4.437408924102783
2010-07-23,4.559889793395996
2010-07-26,4.488442897796631
2010-07-27,4.570096969604492
2010-07-28,4.516510963439941
2010-07-29,4.58540678024292
2010-07-30,4.593061923980713
2010-08-02,4.603269100189209
2010-08-03,4.5471320152282715
2010-08-04,4.705337047576904
2010-08-05,4.649199962615967
2010-08-06,4.654303073883057
2010-08-09,4.684924125671387
2010-08-10,4.593061923980713
2010-08-11,4.516510963439941
2010-08-12,4.503753185272217
2010-08-13,4.485890865325928
2010-08-16,4.559889793395996
2010-08-17,4.595613956451416
2010-08-18,4.608373165130615
2010-08-19,4.524166107177734
2010-08-20,4.633890151977539
2010-08-23,4.457821846008301
2010-08-24,4.452719211578369
2010-08-25,4.473132133483887
2010-08-26,4.3940300941467285
2010-08-27,4.445064067840576
2010-08-30,4.256237983703613
2010-08-31,4.246030807495117
2010-09-01,4.483338832855225
2010-09-02,4.593061923980713
2010-09-03,4.559889793395996
2010-09-07,4.40423583984375
2010-09-08,4.460373878479004
2010-09-09,4.4986491203308105
2010-09-10,4.478236198425293
2010-09-13,4.3863749504089355
2010-09-14,4.445064067840576
2010-09-15,4.5471320152282715
2010-09-16,4.516510963439941
2010-09-17,4.542027950286865
2010-09-20,4.462925910949707
2010-09-21,4.478236198425293
2010-09-22,4.445064067840576
2010-09-23,4.332788944244385
2010-09-24,4.43485689163208
2010-09-27,4.460373878479004
2010-09-28,4.447615146636963
2010-09-29,4.557339191436768
2010-09-30,4.580304145812988
2010-10-01,4.62623405456543
2010-10-04,4.577752113342285
2010-10-05,4.638992786407471
2010-10-06,4.631338119506836
2010-10-07,4.603269100189209
2010-10-08,4.605821132659912
2010-10-11,4.5267181396484375
2010-10-12,4.4807868003845215
2010-10-13,4.575200080871582
2010-10-14,4.633890151977539
2010-10-15,4.65685510635376
2010-10-18,4.677268028259277
2010-10-19,4.559889793395996
2010-10-20,4.636441230773926
2010-10-21,4.646647930145264
2010-10-22,4.6645097732543945
2010-10-25,4.674716949462891
2010-10-26,4.6721649169921875
2010-10-27,4.695129871368408
2010-10-28,4.654303073883057
2010-10-29,4.794647216796875
2010-11-01,4.80230188369751
2010-11-02,4.970714092254639
2010-11-03,5.037057876586914
2010-11-04,5.210574150085449
2010-11-05,5.407054901123047
2010-11-08,5.5040202140808105
2010-11-09,5.481053829193115
2010-11-10,5.4861578941345215
2010-11-11,5.4657440185546875
2010-11-12,5.452985763549805
2010-11-15,5.562708854675293
2010-11-16,5.557604789733887
2010-11-17,5.4733991622924805
2010-11-18,5.463191986083984
2010-11-19,5.399400234222412
2010-11-22,5.37898588180542
2010-11-23,5.335607051849365
2010-11-24,5.407054901123047
2010-11-26,5.3407111167907715
2010-11-29,5.565260887145996
2010-11-30,5.488708972930908
2010-12-01,5.6009840965271
2010-12-02,5.363676071166992
2010-12-03,5.4733991622924805
2010-12-06,5.56015682220459
2010-12-07,5.606088161468506
2010-12-08,5.613742828369141
2010-12-09,5.634156227111816
2010-12-10,5.616294860839844
2010-12-13,5.646914958953857
2010-12-14,5.690293788909912
2010-12-15,5.787259101867676
2010-12-16,5.879119873046875
2010-12-17,5.996498107910156
2010-12-20,6.009256839752197
2010-12-21,6.060290813446045
2010-12-22,6.0883588790893555
2010-12-23,6.060290813446045
2010-12-27,6.037324905395508
2010-12-28,6.047532081604004
2010-12-29,6.124083042144775
2010-12-30,6.261875152587891
2010-12-31,6.346080780029297
2011-01-03,5.9633259773254395
2011-01-04,6.210841178894043
2011-01-05,6.269529819488525
2011-01-06,6.532354831695557
2011-01-07,6.486424922943115
2011-01-10,6.38946008682251
2011-01-11,6.244012832641602
2011-01-12,6.310357093811035
2011-01-13,6.358839988708496
2011-01-14,6.340978145599365
2011-01-18,6.315461158752441
2011-01-19,6.185324192047119
2011-01-20,6.042428970336914
2011-01-21,6.052635192871094
2011-01-24,6.129187107086182
2011-01-25,6.124083042144775
2011-01-26,6.2516679763793945
2011-01-27,6.414977073669434
2011-01-28,6.4047698974609375
2011-01-31,6.164909839630127
2011-02-01,6.2593231201171875
2011-02-02,6.215943813323975
2011-02-03,6.307806015014648
2011-02-04,6.320563793182373
2011-02-07,6.420080184936523
2011-02-08,6.4328389167785645
2011-02-09,6.325667858123779
2011-02-10,6.455803871154785
2011-02-11,6.565526962280273
2011-02-14,6.764560222625732
2011-02-15,6.601251125335693
2011-02-16,6.792628765106201
2011-02-17,7.757172107696533
2011-02-18,7.792895793914795
2011-02-22,7.680621147155762
2011-02-23,7.670413970947266
2011-02-24,7.540277004241943
2011-02-25,7.826067924499512
2011-02-28,7.759724140167236
2011-03-01,7.79034423828125
2011-03-02,7.917929172515869
2011-03-03,8.063376426696777
2011-03-04,8.058273315429688
2011-03-07,7.979169845581055
2011-03-08,8.234339714050293
2011-03-09,8.178202629089355
2011-03-10,7.856688022613525
2011-03-11,7.833723068237305
2011-03-14,8.040410995483398
2011-03-15,7.943446159362793
2011-03-16,7.703586101531982
2011-03-17,7.6602067947387695
2011-03-18,7.744412899017334
2011-03-21,7.764826774597168
2011-03-22,7.836275100708008
2011-03-23,7.813309192657471
2011-03-24,7.803102970123291
2011-03-25,7.871997833251953
2011-03-28,7.935791015625
2011-03-29,7.953652858734131
2011-03-30,8.165444374084473
2011-03-31,8.147582054138184
2011-04-01,8.315995216369629
2011-04-04,8.395096778869629
2011-04-05,8.535441398620605
2011-04-06,8.683440208435059
2011-04-07,8.698749542236328
2011-04-08,8.59412956237793
2011-04-11,8.116962432861328
2011-04-12,8.01234245300293
2011-04-13,8.002135276794434
2011-04-14,8.09399700164795
2011-04-15,8.114410400390625
2011-04-18,7.963860034942627
2011-04-19,8.063376426696777
2011-04-20,8.142478942871094
2011-04-21,8.165444374084473
2011-04-25,8.21137523651123
2011-04-26,8.206271171569824
2011-04-27,8.109307289123535
2011-04-28,8.091444969177246
2011-04-29,7.0580058097839355
2011-05-02,7.2264180183410645
2011-05-03,7.144763946533203
2011-05-04,7.022282123565674
2011-05-05,7.13710880279541
2011-05-06,7.098833084106445
2011-05-09,7.009522914886475
2011-05-10,7.165176868438721
2011-05-11,7.0580058097839355
2011-05-12,7.144763946533203
2011-05-13,7.213659763336182
2011-05-16,7.119246959686279
2011-05-17,7.402484893798828
2011-05-18,7.456070899963379
2011-05-19,7.461174964904785
2011-05-20,7.463726043701172
2011-05-23,7.399933815002441
2011-05-24,7.463726043701172
2011-05-25,7.463726043701172
2011-05-26,7.476484775543213
2011-05-27,7.461174964904785
2011-05-31,7.629587173461914
2011-06-01,7.463726043701172
2011-06-02,7.466278076171875
2011-06-03,7.3897271156311035
2011-06-06,7.445864200592041
2011-06-07,7.450967788696289
2011-06-08,7.440761089324951
2011-06-09,7.616827964782715
2011-06-10,7.655104160308838
2011-06-13,7.894964218139648
2011-06-14,8.030203819274902
2011-06-15,8.032755851745605
2011-06-16,8.114410400390625
2011-06-17,8.203720092773438
2011-06-20,8.21137523651123
2011-06-21,8.239442825317383
2011-06-22,8.21647834777832
2011-06-23,8.249650001525879
2011-06-24,8.305788040161133
2011-06-27,8.247098922729492
