,FNX
2007-05-10,29.829999923706055
2007-05-11,29.90999984741211
2007-05-14,29.860000610351562
2007-05-15,29.989999771118164
2007-05-16,29.690000534057617
2007-05-17,30.010000228881836
2007-05-18,30.200000762939453
2007-05-21,30.440000534057617
2007-05-22,30.59000015258789
2007-05-23,30.559999465942383
2007-05-24,29.969999313354492
2007-05-25,30.170000076293945
2007-05-29,30.270000457763672
2007-05-30,30.459999084472656
2007-05-31,30.809999465942383
2007-06-01,30.809999465942383
2007-06-04,31.0
2007-06-05,30.93000030517578
2007-06-06,30.93000030517578
2007-06-07,30.440000534057617
2007-06-08,29.969999313354492
2007-06-11,29.969999313354492
2007-06-12,29.829999923706055
2007-06-13,29.829999923706055
2007-06-14,30.43000030517578
2007-06-15,30.75
2007-06-18,30.649999618530273
2007-06-19,30.600000381469727
2007-06-20,30.229999542236328
2007-06-21,30.479999542236328
2007-06-22,30.280000686645508
2007-06-25,30.280000686645508
2007-06-26,29.90999984741211
2007-06-27,30.18000030517578
2007-06-28,30.18000030517578
2007-06-29,30.18000030517578
2007-07-02,30.5
2007-07-03,30.5
2007-07-05,30.56999969482422
2007-07-06,30.920000076293945
2007-07-09,31.010000228881836
2007-07-10,30.510000228881836
2007-07-11,30.6200008392334
2007-07-12,31.149999618530273
2007-07-13,31.100000381469727
2007-07-16,31.020000457763672
2007-07-17,31.020000457763672
2007-07-18,30.90999984741211
2007-07-19,31.059999465942383
2007-07-20,30.68000030517578
2007-07-23,30.670000076293945
2007-07-24,29.84000015258789
2007-07-25,29.739999771118164
2007-07-26,29.1299991607666
2007-07-27,29.079999923706055
2007-07-30,28.610000610351562
2007-07-31,28.520000457763672
2007-08-01,28.450000762939453
2007-08-02,28.690000534057617
2007-08-03,27.889999389648438
2007-08-06,28.149999618530273
2007-08-07,28.399999618530273
2007-08-08,28.860000610351562
2007-08-09,28.010000228881836
2007-08-10,28.40999984741211
2007-08-13,28.43000030517578
2007-08-14,27.920000076293945
2007-08-15,27.170000076293945
2007-08-16,27.290000915527344
2007-08-17,27.860000610351562
2007-08-20,28.110000610351562
2007-08-21,28.049999237060547
2007-08-22,28.520000457763672
2007-08-23,28.399999618530273
2007-08-24,28.559999465942383
2007-08-27,28.420000076293945
2007-08-28,27.969999313354492
2007-08-29,28.25
2007-08-30,28.34000015258789
2007-08-31,28.600000381469727
2007-09-04,29.040000915527344
2007-09-05,28.59000015258789
2007-09-06,28.59000015258789
2007-09-07,28.360000610351562
2007-09-10,27.860000610351562
2007-09-11,28.389999389648438
2007-09-12,28.440000534057617
2007-09-13,28.520000457763672
2007-09-14,28.440000534057617
2007-09-17,28.3799991607666
2007-09-18,29.0
2007-09-19,29.360000610351562
2007-09-20,29.079999923706055
2007-09-21,29.229999542236328
2007-09-24,28.940000534057617
2007-09-25,28.770000457763672
2007-09-26,29.030000686645508
2007-09-27,29.309999465942383
2007-09-28,29.239999771118164
2007-10-01,29.489999771118164
2007-10-02,29.8799991607666
2007-10-03,29.739999771118164
2007-10-04,29.760000228881836
2007-10-05,30.030000686645508
2007-10-08,30.18000030517578
2007-10-09,30.18000030517578
2007-10-10,30.329999923706055
2007-10-11,30.170000076293945
2007-10-12,30.149999618530273
2007-10-15,29.889999389648438
2007-10-16,29.780000686645508
2007-10-17,29.56999969482422
2007-10-18,29.700000762939453
2007-10-19,29.010000228881836
2007-10-22,29.1200008392334
2007-10-23,29.1299991607666
2007-10-24,29.25
2007-10-25,28.84000015258789
2007-10-26,29.440000534057617
2007-10-29,29.43000030517578
2007-10-30,29.25
2007-10-31,29.649999618530273
2007-11-01,29.040000915527344
2007-11-02,29.030000686645508
2007-11-05,28.829999923706055
2007-11-06,28.829999923706055
2007-11-07,28.600000381469727
2007-11-08,28.469999313354492
2007-11-09,28.15999984741211
2007-11-12,28.25
2007-11-13,28.43000030517578
2007-11-14,28.5
2007-11-15,28.020000457763672
2007-11-16,27.799999237060547
2007-11-19,27.440000534057617
2007-11-20,27.1200008392334
2007-11-21,27.1200008392334
2007-11-23,27.1200008392334
2007-11-26,27.31999969482422
2007-11-27,27.200000762939453
2007-11-28,28.049999237060547
2007-11-29,28.0
2007-11-30,28.239999771118164
2007-12-03,28.239999771118164
2007-12-04,27.969999313354492
2007-12-05,28.290000915527344
2007-12-06,28.93000030517578
2007-12-07,29.049999237060547
2007-12-10,29.190000534057617
2007-12-11,28.68000030517578
2007-12-12,28.450000762939453
2007-12-13,28.829999923706055
2007-12-14,28.299999237060547
2007-12-17,27.780000686645508
2007-12-18,27.760000228881836
2007-12-19,27.760000228881836
2007-12-20,28.110000610351562
2007-12-21,28.600000381469727
2007-12-24,28.770000457763672
2007-12-26,28.700000762939453
2007-12-27,28.229999542236328
2007-12-28,28.329999923706055
2007-12-31,28.139999389648438
2008-01-02,27.6299991607666
2008-01-03,27.469999313354492
2008-01-04,26.690000534057617
2008-01-07,26.420000076293945
2008-01-08,25.90999984741211
2008-01-09,25.540000915527344
2008-01-10,26.3700008392334
2008-01-11,26.25
2008-01-14,25.959999084472656
2008-01-15,25.600000381469727
2008-01-16,25.420000076293945
2008-01-17,25.020000457763672
2008-01-18,24.709999084472656
2008-01-22,24.5
2008-01-23,25.09000015258789
2008-01-24,25.43000030517578
2008-01-25,25.31999969482422
2008-01-28,25.639999389648438
2008-01-29,26.360000610351562
2008-01-30,25.959999084472656
2008-01-31,26.489999771118164
2008-02-01,27.18000030517578
2008-02-04,27.0
2008-02-05,26.459999084472656
2008-02-06,25.93000030517578
2008-02-07,26.139999389648438
2008-02-08,26.270000457763672
2008-02-11,26.290000915527344
2008-02-12,26.479999542236328
2008-02-13,26.729999542236328
2008-02-14,26.530000686645508
2008-02-15,26.079999923706055
2008-02-19,26.3700008392334
2008-02-20,26.690000534057617
2008-02-21,26.34000015258789
2008-02-22,26.010000228881836
2008-02-25,26.809999465942383
2008-02-26,27.219999313354492
2008-02-27,27.219999313354492
2008-02-28,26.75
2008-02-29,25.959999084472656
2008-03-03,25.959999084472656
2008-03-04,25.559999465942383
2008-03-05,25.559999465942383
2008-03-06,25.420000076293945
2008-03-07,24.93000030517578
2008-03-10,24.420000076293945
2008-03-11,24.65999984741211
2008-03-12,25.040000915527344
2008-03-13,25.3700008392334
2008-03-14,24.739999771118164
2008-03-17,24.399999618530273
2008-03-18,24.93000030517578
2008-03-19,25.020000457763672
2008-03-20,24.969999313354492
2008-03-24,25.899999618530273
2008-03-25,26.18000030517578
2008-03-26,25.920000076293945
2008-03-27,25.559999465942383
2008-03-28,25.399999618530273
2008-03-31,25.420000076293945
2008-04-01,26.229999542236328
2008-04-02,26.520000457763672
2008-04-03,26.5
2008-04-04,26.6299991607666
2008-04-07,26.649999618530273
2008-04-08,26.559999465942383
2008-04-09,26.200000762939453
2008-04-10,26.420000076293945
2008-04-11,26.420000076293945
2008-04-14,25.959999084472656
2008-04-15,26.020000457763672
2008-04-16,26.799999237060547
2008-04-17,26.65999984741211
2008-04-18,27.15999984741211
2008-04-21,27.200000762939453
2008-04-22,26.790000915527344
2008-04-23,26.739999771118164
2008-04-24,27.0
2008-04-25,27.479999542236328
2008-04-28,27.6200008392334
2008-04-29,27.40999984741211
2008-04-30,27.459999084472656
2008-05-01,27.809999465942383
2008-05-02,27.8799991607666
2008-05-05,27.8799991607666
2008-05-06,27.940000534057617
2008-05-07,27.690000534057617
2008-05-08,27.770000457763672
2008-05-09,27.8799991607666
2008-05-12,28.299999237060547
2008-05-13,28.459999084472656
2008-05-14,28.709999084472656
2008-05-15,28.969999313354492
2008-05-16,29.010000228881836
2008-05-19,28.8700008392334
2008-05-20,28.700000762939453
2008-05-21,28.75
2008-05-22,28.510000228881836
2008-05-23,28.139999389648438
2008-05-27,28.299999237060547
2008-05-28,28.43000030517578
2008-05-29,28.670000076293945
2008-05-30,28.93000030517578
2008-06-02,28.600000381469727
2008-06-03,28.469999313354492
2008-06-04,28.81999969482422
2008-06-05,29.3700008392334
2008-06-06,28.559999465942383
2008-06-09,28.579999923706055
2008-06-10,28.549999237060547
2008-06-11,27.90999984741211
2008-06-12,27.8700008392334
2008-06-13,28.329999923706055
2008-06-16,28.520000457763672
2008-06-17,28.559999465942383
2008-06-18,28.299999237060547
2008-06-19,28.270000457763672
2008-06-20,27.889999389648438
2008-06-23,27.920000076293945
2008-06-24,27.3799991607666
2008-06-25,27.639999389648438
2008-06-26,26.940000534057617
2008-06-27,26.940000534057617
2008-06-30,26.40999984741211
2008-07-01,26.350000381469727
2008-07-02,25.6299991607666
2008-07-03,25.3799991607666
2008-07-07,24.979999542236328
2008-07-08,25.15999984741211
2008-07-09,25.360000610351562
2008-07-10,25.190000534057617
2008-07-11,25.06999969482422
2008-07-14,25.0
2008-07-15,24.780000686645508
2008-07-16,25.510000228881836
2008-07-17,26.040000915527344
2008-07-18,25.979999542236328
2008-07-21,26.110000610351562
2008-07-22,26.559999465942383
2008-07-23,26.989999771118164
2008-07-24,26.020000457763672
2008-07-25,26.139999389648438
2008-07-28,25.809999465942383
2008-07-29,26.290000915527344
2008-07-30,26.6200008392334
2008-07-31,26.270000457763672
2008-08-01,26.239999771118164
2008-08-04,25.90999984741211
2008-08-05,26.299999237060547
2008-08-06,26.799999237060547
2008-08-07,26.3700008392334
2008-08-08,27.100000381469727
2008-08-11,27.40999984741211
2008-08-12,27.360000610351562
2008-08-13,27.15999984741211
2008-08-14,27.389999389648438
2008-08-15,27.530000686645508
2008-08-18,27.079999923706055
2008-08-19,26.780000686645508
2008-08-20,26.600000381469727
2008-08-21,26.690000534057617
2008-08-22,27.0
2008-08-25,26.360000610351562
2008-08-26,26.219999313354492
2008-08-27,26.690000534057617
2008-08-28,27.18000030517578
2008-08-29,26.950000762939453
2008-09-02,26.860000610351562
2008-09-03,26.670000076293945
2008-09-04,26.200000762939453
2008-09-05,25.959999084472656
2008-09-08,26.600000381469727
2008-09-09,25.829999923706055
2008-09-10,26.049999237060547
2008-09-11,26.149999618530273
2008-09-12,26.43000030517578
2008-09-15,25.440000534057617
2008-09-16,25.780000686645508
2008-09-17,24.739999771118164
2008-09-18,25.579999923706055
2008-09-19,26.760000228881836
2008-09-22,25.790000915527344
2008-09-23,25.329999923706055
2008-09-24,25.149999618530273
2008-09-25,25.329999923706055
2008-09-26,24.75
2008-09-29,23.6200008392334
2008-09-30,23.75
2008-10-01,23.969999313354492
2008-10-02,22.639999389648438
2008-10-03,22.440000534057617
2008-10-06,20.350000381469727
2008-10-07,19.889999389648438
2008-10-08,20.229999542236328
2008-10-09,18.75
2008-10-10,18.479999542236328
2008-10-13,19.610000610351562
2008-10-14,19.780000686645508
2008-10-15,18.219999313354492
2008-10-16,18.40999984741211
2008-10-17,19.270000457763672
2008-10-20,18.850000381469727
2008-10-21,19.049999237060547
2008-10-22,17.610000610351562
2008-10-23,16.670000076293945
2008-10-24,16.709999084472656
2008-10-27,16.579999923706055
2008-10-28,16.65999984741211
2008-10-29,16.65999984741211
2008-10-30,18.219999313354492
2008-10-31,18.75
2008-11-03,19.049999237060547
2008-11-04,19.139999389648438
2008-11-05,18.350000381469727
2008-11-06,17.809999465942383
2008-11-07,17.579999923706055
2008-11-10,17.5
2008-11-11,17.139999389648438
2008-11-12,16.290000915527344
2008-11-13,16.959999084472656
2008-11-14,17.280000686645508
2008-11-17,16.399999618530273
2008-11-18,15.899999618530273
2008-11-19,16.030000686645508
2008-11-20,14.1899995803833
2008-11-21,14.4399995803833
2008-11-24,15.380000114440918
2008-11-25,15.539999961853027
2008-11-26,16.510000228881836
2008-11-28,16.719999313354492
2008-12-01,15.5
2008-12-02,15.600000381469727
2008-12-03,15.859999656677246
2008-12-04,15.859999656677246
2008-12-05,15.710000038146973
2008-12-08,17.170000076293945
2008-12-09,17.299999237060547
2008-12-10,16.90999984741211
2008-12-11,16.65999984741211
2008-12-12,16.559999465942383
2008-12-15,16.93000030517578
2008-12-16,17.1299991607666
2008-12-17,17.549999237060547
2008-12-18,17.559999465942383
2008-12-19,17.43000030517578
2008-12-22,16.5
2008-12-23,16.56999969482422
2008-12-24,16.600000381469727
2008-12-26,16.600000381469727
2008-12-29,16.540000915527344
2008-12-30,16.920000076293945
2008-12-31,17.729999542236328
2009-01-02,17.729999542236328
2009-01-05,18.0
2009-01-06,18.399999618530273
2009-01-07,17.899999618530273
2009-01-08,17.940000534057617
2009-01-09,17.6200008392334
2009-01-12,17.049999237060547
2009-01-13,17.190000534057617
2009-01-14,16.549999237060547
2009-01-15,16.709999084472656
2009-01-16,17.100000381469727
2009-01-20,16.139999389648438
2009-01-21,16.639999389648438
2009-01-22,16.450000762939453
2009-01-23,16.600000381469727
2009-01-26,16.829999923706055
2009-01-27,17.040000915527344
2009-01-28,17.540000915527344
2009-01-29,17.020000457763672
2009-01-30,16.739999771118164
2009-02-02,16.420000076293945
2009-02-03,16.649999618530273
2009-02-04,16.709999084472656
2009-02-05,16.889999389648438
2009-02-06,17.530000686645508
2009-02-09,17.549999237060547
2009-02-10,16.770000457763672
2009-02-11,16.8700008392334
2009-02-12,16.899999618530273
2009-02-13,17.040000915527344
2009-02-17,16.329999923706055
2009-02-18,16.040000915527344
2009-02-19,15.9399995803833
2009-02-20,15.4399995803833
2009-02-23,14.930000305175781
2009-02-24,15.470000267028809
2009-02-25,15.390000343322754
2009-02-26,15.109999656677246
2009-02-27,15.289999961853027
2009-03-02,14.09000015258789
2009-03-03,13.960000038146973
2009-03-04,14.40999984741211
2009-03-05,13.600000381469727
2009-03-06,13.210000038146973
2009-03-09,13.350000381469727
2009-03-10,13.350000381469727
2009-03-11,14.34000015258789
2009-03-12,14.5
2009-03-13,14.819999694824219
2009-03-16,14.829999923706055
2009-03-17,15.199999809265137
2009-03-18,15.609999656677246
2009-03-19,15.880000114440918
2009-03-20,15.619999885559082
2009-03-23,15.920000076293945
2009-03-24,16.139999389648438
2009-03-25,16.309999465942383
2009-03-26,16.959999084472656
2009-03-27,16.670000076293945
2009-03-30,15.8100004196167
2009-03-31,16.200000762939453
2009-04-01,16.059999465942383
2009-04-02,17.440000534057617
2009-04-03,17.3700008392334
2009-04-06,17.1200008392334
2009-04-07,16.790000915527344
2009-04-08,17.059999465942383
2009-04-09,17.969999313354492
2009-04-13,17.889999389648438
2009-04-14,17.719999313354492
2009-04-15,17.530000686645508
2009-04-16,18.350000381469727
2009-04-17,18.719999313354492
2009-04-20,17.739999771118164
2009-04-21,18.15999984741211
2009-04-22,18.760000228881836
2009-04-23,18.110000610351562
2009-04-24,18.610000610351562
2009-04-27,18.65999984741211
2009-04-28,18.809999465942383
2009-04-29,19.420000076293945
2009-04-30,19.389999389648438
