,ACGL
1996-01-12,2.4583330154418945
1996-01-15,2.4861109256744385
1996-01-16,2.444443941116333
1996-01-17,2.444443941116333
1996-01-18,2.375
1996-01-19,2.375
1996-01-22,2.4166669845581055
1996-01-23,2.277777910232544
1996-01-24,2.277777910232544
1996-01-25,2.277777910232544
1996-01-26,2.2638890743255615
1996-01-29,2.277777910232544
1996-01-30,2.2638890743255615
1996-01-31,2.2638890743255615
1996-02-01,2.2361109256744385
1996-02-02,2.277777910232544
1996-02-05,2.222222089767456
1996-02-06,2.277777910232544
1996-02-07,2.277777910232544
1996-02-08,2.222222089767456
1996-02-09,2.277777910232544
1996-02-12,2.222222089767456
1996-02-13,2.2361109256744385
1996-02-14,2.222222089767456
1996-02-15,2.222222089767456
1996-02-16,2.2013890743255615
1996-02-20,2.2083330154418945
1996-02-21,2.2361109256744385
1996-02-22,2.2361109256744385
1996-02-23,2.222222089767456
1996-02-26,2.222222089767456
1996-02-27,2.222222089767456
1996-02-28,2.25
1996-02-29,2.25
1996-03-01,2.2361109256744385
1996-03-04,2.25
1996-03-05,2.243056058883667
1996-03-06,2.2361109256744385
1996-03-07,2.2361109256744385
1996-03-08,2.222222089767456
1996-03-11,2.2361109256744385
1996-03-12,2.2361109256744385
1996-03-13,2.2361109256744385
1996-03-14,2.2083330154418945
1996-03-15,2.2083330154418945
1996-03-18,2.277777910232544
1996-03-19,2.277777910232544
1996-03-20,2.222222089767456
1996-03-21,2.2638890743255615
1996-03-22,2.2361109256744385
1996-03-25,2.2361109256744385
1996-03-26,2.2083330154418945
1996-03-27,2.2083330154418945
1996-03-28,2.2083330154418945
1996-03-29,2.277777910232544
1996-04-01,2.2361109256744385
1996-04-02,2.2361109256744385
1996-04-03,2.222222089767456
1996-04-04,2.222222089767456
1996-04-08,2.222222089767456
1996-04-09,2.25
1996-04-10,2.222222089767456
1996-04-11,2.180556058883667
1996-04-12,2.194443941116333
1996-04-15,2.180556058883667
1996-04-16,2.180556058883667
1996-04-17,2.2083330154418945
1996-04-18,2.180556058883667
1996-04-19,2.180556058883667
1996-04-22,2.180556058883667
1996-04-23,2.194443941116333
1996-04-24,2.180556058883667
1996-04-25,2.180556058883667
1996-04-26,2.194443941116333
1996-04-29,2.2083330154418945
1996-04-30,2.2083330154418945
1996-05-01,2.2361109256744385
1996-05-02,2.2361109256744385
1996-05-03,2.194443941116333
1996-05-06,2.2361109256744385
1996-05-07,2.2361109256744385
1996-05-08,2.2361109256744385
1996-05-09,2.194443941116333
1996-05-10,2.194443941116333
1996-05-13,2.2361109256744385
1996-05-14,2.194443941116333
1996-05-15,2.194443941116333
1996-05-16,2.194443941116333
1996-05-17,2.2083330154418945
1996-05-20,2.2083330154418945
1996-05-21,2.194443941116333
1996-05-22,2.2083330154418945
1996-05-23,2.2013890743255615
1996-05-24,2.194443941116333
1996-05-28,2.222222089767456
1996-05-29,2.180556058883667
1996-05-30,2.1666669845581055
1996-05-31,2.194443941116333
1996-06-03,2.180556058883667
1996-06-04,2.180556058883667
1996-06-05,2.194443941116333
1996-06-06,2.1666669845581055
1996-06-07,2.1666669845581055
1996-06-10,2.1736109256744385
1996-06-11,2.125
1996-06-12,2.131943941116333
1996-06-13,2.125
1996-06-14,2.125
1996-06-17,2.152777910232544
1996-06-18,2.1736109256744385
1996-06-19,2.1388890743255615
1996-06-20,2.1388890743255615
1996-06-21,2.1666669845581055
1996-06-24,2.180556058883667
1996-06-25,2.152777910232544
1996-06-26,2.152777910232544
1996-06-27,2.1666669845581055
1996-06-28,2.180556058883667
1996-07-01,2.180556058883667
1996-07-02,2.180556058883667
1996-07-03,2.1111109256744385
1996-07-05,2.1388890743255615
1996-07-08,2.1111109256744385
1996-07-09,2.097222089767456
1996-07-10,1.888888955116272
1996-07-11,1.944443941116333
1996-07-12,2.0138890743255615
1996-07-15,1.986111044883728
1996-07-16,1.986111044883728
1996-07-17,1.9722219705581665
1996-07-18,1.9583330154418945
1996-07-19,1.9583330154418945
1996-07-22,1.944443941116333
1996-07-23,1.944443941116333
1996-07-24,1.930556058883667
1996-07-25,1.930556058883667
1996-07-26,1.930556058883667
1996-07-29,1.9583330154418945
1996-07-30,1.944443941116333
1996-07-31,1.930556058883667
1996-08-01,1.9722219705581665
1996-08-02,1.9722219705581665
1996-08-05,1.944443941116333
1996-08-06,1.944443941116333
1996-08-07,1.944443941116333
1996-08-08,1.9583330154418945
1996-08-09,1.9583330154418945
1996-08-12,1.9722219705581665
1996-08-13,1.9722219705581665
1996-08-14,1.9583330154418945
1996-08-15,1.930556058883667
1996-08-16,1.944443941116333
1996-08-19,1.930556058883667
1996-08-20,1.875
1996-08-21,1.8472219705581665
1996-08-22,1.861111044883728
1996-08-23,1.8333330154418945
1996-08-26,1.875
1996-08-27,1.861111044883728
1996-08-28,1.875
1996-08-29,1.875
1996-08-30,1.875
1996-09-03,1.8472219705581665
1996-09-04,1.861111044883728
1996-09-05,1.888888955116272
1996-09-06,1.861111044883728
1996-09-09,1.875
1996-09-10,1.861111044883728
1996-09-11,1.875
1996-09-12,1.888888955116272
1996-09-13,1.9166669845581055
1996-09-16,1.888888955116272
1996-09-17,1.9722219705581665
1996-09-18,2.152777910232544
1996-09-19,2.2361109256744385
1996-09-20,2.222222089767456
1996-09-23,2.1388890743255615
1996-09-24,2.125
1996-09-25,2.1111109256744385
1996-09-26,2.1111109256744385
1996-09-27,2.1111109256744385
1996-09-30,2.1111109256744385
1996-10-01,2.0833330154418945
1996-10-02,2.0833330154418945
1996-10-03,2.055556058883667
1996-10-04,1.930556058883667
1996-10-07,1.944443941116333
1996-10-08,1.986111044883728
1996-10-09,1.944443941116333
1996-10-10,2.0
1996-10-11,2.0
1996-10-14,2.006943941116333
1996-10-15,2.0416669845581055
1996-10-16,2.0416669845581055
1996-10-17,2.0416669845581055
1996-10-18,2.0416669845581055
1996-10-21,2.0416669845581055
1996-10-22,2.027777910232544
1996-10-23,2.027777910232544
1996-10-24,2.027777910232544
1996-10-25,2.027777910232544
1996-10-28,2.0138890743255615
1996-10-29,1.9166669845581055
1996-10-30,1.9166669845581055
1996-10-31,2.0
1996-11-01,2.027777910232544
1996-11-04,2.027777910232544
1996-11-05,1.9583330154418945
1996-11-06,1.9583330154418945
1996-11-07,1.986111044883728
1996-11-08,2.0
1996-11-11,2.027777910232544
1996-11-12,2.0
1996-11-13,1.9583330154418945
1996-11-14,1.9583330154418945
1996-11-15,1.944443941116333
1996-11-18,1.9583330154418945
1996-11-19,1.9583330154418945
1996-11-20,1.9583330154418945
1996-11-21,1.944443941116333
1996-11-22,1.944443941116333
1996-11-25,1.944443941116333
1996-11-26,1.944443941116333
1996-11-27,1.944443941116333
1996-11-29,1.9583330154418945
1996-12-02,1.9722219705581665
1996-12-03,1.9583330154418945
1996-12-04,1.9027780294418335
1996-12-05,1.8958330154418945
1996-12-06,1.8958330154418945
1996-12-09,1.9166669845581055
1996-12-10,1.9166669845581055
1996-12-11,1.9166669845581055
1996-12-12,1.930556058883667
1996-12-13,1.9027780294418335
1996-12-16,1.8472219705581665
1996-12-17,1.7916669845581055
1996-12-18,1.8472219705581665
1996-12-19,1.9583330154418945
1996-12-20,1.951388955116272
1996-12-23,2.0138890743255615
1996-12-24,2.0138890743255615
1996-12-26,2.055556058883667
1996-12-27,2.055556058883667
1996-12-30,2.125
1996-12-31,2.152777910232544
1997-01-02,2.069443941116333
1997-01-03,2.0833330154418945
1997-01-06,2.0763890743255615
1997-01-07,2.0763890743255615
1997-01-08,2.0
1997-01-09,1.986111044883728
1997-01-10,1.986111044883728
1997-01-13,1.9583330154418945
1997-01-14,1.888888955116272
1997-01-15,1.819443941116333
1997-01-16,1.8333330154418945
1997-01-17,1.819443941116333
1997-01-20,1.8333330154418945
1997-01-21,1.819443941116333
1997-01-22,1.819443941116333
1997-01-23,1.8472219705581665
1997-01-24,1.805556058883667
1997-01-27,1.826388955116272
1997-01-28,1.819443941116333
1997-01-29,1.819443941116333
1997-01-30,1.8472219705581665
1997-01-31,1.8472219705581665
1997-02-03,1.8472219705581665
1997-02-04,1.8472219705581665
1997-02-05,1.888888955116272
1997-02-06,1.875
1997-02-07,1.875
1997-02-10,1.875
1997-02-11,1.944443941116333
1997-02-12,1.888888955116272
1997-02-13,1.888888955116272
1997-02-14,1.888888955116272
1997-02-18,1.875
1997-02-19,1.888888955116272
1997-02-20,1.861111044883728
1997-02-21,1.888888955116272
1997-02-24,1.888888955116272
1997-02-25,1.888888955116272
1997-02-26,1.861111044883728
1997-02-27,1.861111044883728
1997-02-28,1.826388955116272
1997-03-03,1.888888955116272
1997-03-04,1.875
1997-03-05,1.875
1997-03-06,1.9166669845581055
1997-03-07,1.8958330154418945
1997-03-10,1.930556058883667
1997-03-11,1.944443941116333
1997-03-12,1.951388955116272
1997-03-13,1.944443941116333
1997-03-14,1.9583330154418945
1997-03-17,1.9027780294418335
1997-03-18,1.888888955116272
1997-03-19,1.888888955116272
1997-03-20,1.9166669845581055
1997-03-21,1.9166669845581055
1997-03-24,1.888888955116272
1997-03-25,1.888888955116272
1997-03-26,1.888888955116272
1997-03-27,1.861111044883728
1997-03-31,1.888888955116272
1997-04-01,1.9166669845581055
1997-04-02,1.888888955116272
1997-04-03,1.8333330154418945
1997-04-04,1.875
1997-04-07,1.7916669845581055
1997-04-08,1.875
1997-04-09,1.875
1997-04-10,1.875
1997-04-11,1.881943941116333
1997-04-14,1.888888955116272
1997-04-15,1.875
1997-04-16,1.8472219705581665
1997-04-17,1.888888955116272
1997-04-18,1.9166669845581055
1997-04-21,1.9166669845581055
1997-04-22,1.9166669845581055
1997-04-23,1.930556058883667
1997-04-24,1.944443941116333
1997-04-25,2.0
1997-04-28,2.069443941116333
1997-04-29,2.097222089767456
1997-04-30,2.1111109256744385
1997-05-01,2.027777910232544
1997-05-02,2.0138890743255615
1997-05-05,2.0138890743255615
1997-05-06,2.0138890743255615
1997-05-07,1.9722219705581665
1997-05-08,1.9722219705581665
1997-05-09,1.9722219705581665
1997-05-12,2.027777910232544
1997-05-13,2.027777910232544
1997-05-14,2.1388890743255615
1997-05-15,2.1111109256744385
1997-05-16,2.152777910232544
1997-05-19,2.1111109256744385
1997-05-20,2.1388890743255615
1997-05-21,2.1111109256744385
1997-05-22,2.1111109256744385
1997-05-23,2.125
1997-05-27,2.1388890743255615
1997-05-28,2.125
1997-05-29,2.1111109256744385
1997-05-30,2.1111109256744385
1997-06-02,2.125
1997-06-03,2.0416669845581055
1997-06-04,2.027777910232544
1997-06-05,2.027777910232544
1997-06-06,2.027777910232544
1997-06-09,2.055556058883667
1997-06-10,2.0416669845581055
1997-06-11,2.1041669845581055
1997-06-12,2.1388890743255615
1997-06-13,2.1666669845581055
1997-06-16,2.1388890743255615
1997-06-17,2.1388890743255615
1997-06-18,2.180556058883667
1997-06-19,2.222222089767456
1997-06-20,2.222222089767456
1997-06-23,2.222222089767456
1997-06-24,2.2916669845581055
1997-06-25,2.222222089767456
1997-06-26,2.2916669845581055
1997-06-27,2.305556058883667
1997-06-30,2.3333330154418945
1997-07-01,2.3611109256744385
1997-07-02,2.3958330154418945
1997-07-03,2.4166669845581055
1997-07-07,2.430556058883667
1997-07-08,2.4583330154418945
1997-07-09,2.4583330154418945
1997-07-10,2.375
1997-07-11,2.402777910232544
1997-07-14,2.4166669845581055
1997-07-15,2.3888890743255615
1997-07-16,2.4166669845581055
1997-07-17,2.430556058883667
1997-07-18,2.402777910232544
1997-07-21,2.402777910232544
1997-07-22,2.375
1997-07-23,2.4166669845581055
1997-07-24,2.3888890743255615
1997-07-25,2.4166669845581055
1997-07-28,2.347222089767456
1997-07-29,2.305556058883667
1997-07-30,2.3333330154418945
1997-07-31,2.375
1997-08-01,2.305556058883667
1997-08-04,2.375
1997-08-05,2.375
1997-08-06,2.305556058883667
1997-08-07,2.340277910232544
1997-08-08,2.305556058883667
1997-08-11,2.3333330154418945
1997-08-12,2.277777910232544
1997-08-13,2.3333330154418945
1997-08-14,2.4166669845581055
1997-08-15,2.3888890743255615
1997-08-18,2.409722089767456
1997-08-19,2.402777910232544
1997-08-20,2.4166669845581055
1997-08-21,2.4166669845581055
1997-08-22,2.4166669845581055
1997-08-25,2.4166669845581055
1997-08-26,2.3888890743255615
1997-08-27,2.430556058883667
1997-08-28,2.402777910232544
1997-08-29,2.4861109256744385
1997-09-02,2.4861109256744385
1997-09-03,2.4861109256744385
1997-09-04,2.5138890743255615
1997-09-05,2.5138890743255615
1997-09-08,2.5833330154418945
1997-09-09,2.569443941116333
1997-09-10,2.5833330154418945
1997-09-11,2.569443941116333
1997-09-12,2.569443941116333
1997-09-15,2.5833330154418945
1997-09-16,2.5763890743255615
1997-09-17,2.565972089767456
1997-09-18,2.5833330154418945
1997-09-19,2.555556058883667
1997-09-22,2.5833330154418945
1997-09-23,2.5833330154418945
1997-09-24,2.5833330154418945
1997-09-25,2.5833330154418945
1997-09-26,2.527777910232544
1997-09-29,2.5833330154418945
1997-09-30,2.555556058883667
1997-10-01,2.555556058883667
1997-10-02,2.5625
1997-10-03,2.5833330154418945
1997-10-06,2.5625
1997-10-07,2.5625
1997-10-08,2.597222089767456
1997-10-09,2.5833330154418945
1997-10-10,2.597222089767456
1997-10-13,2.5138890743255615
1997-10-14,2.555556058883667
1997-10-15,2.555556058883667
1997-10-16,2.5763890743255615
1997-10-17,2.597222089767456
1997-10-20,2.569443941116333
1997-10-21,2.534722089767456
1997-10-22,2.5833330154418945
1997-10-23,2.5138890743255615
1997-10-24,2.597222089767456
1997-10-27,2.472222089767456
1997-10-28,2.472222089767456
1997-10-29,2.527777910232544
1997-10-30,2.444443941116333
1997-10-31,2.527777910232544
1997-11-03,2.472222089767456
1997-11-04,2.527777910232544
1997-11-05,2.5833330154418945
1997-11-06,2.5416669845581055
1997-11-07,2.472222089767456
1997-11-10,2.4861109256744385
1997-11-11,2.5138890743255615
1997-11-12,2.5138890743255615
1997-11-13,2.493056058883667
1997-11-14,2.472222089767456
1997-11-17,2.472222089767456
1997-11-18,2.555556058883667
1997-11-19,2.555556058883667
1997-11-20,2.472222089767456
1997-11-21,2.555556058883667
1997-11-24,2.569443941116333
1997-11-25,2.5138890743255615
1997-11-26,2.472222089767456
1997-11-28,2.555556058883667
1997-12-01,2.555556058883667
1997-12-02,2.597222089767456
1997-12-03,2.597222089767456
1997-12-04,2.5833330154418945
1997-12-05,2.5833330154418945
1997-12-08,2.597222089767456
1997-12-09,2.597222089767456
1997-12-10,2.569443941116333
1997-12-11,2.4861109256744385
1997-12-12,2.472222089767456
1997-12-15,2.4861109256744385
1997-12-16,2.430556058883667
1997-12-17,2.430556058883667
1997-12-18,2.402777910232544
1997-12-19,2.4513890743255615
1997-12-22,2.402777910232544
1997-12-23,2.4791669845581055
1997-12-24,2.4791669845581055
1997-12-26,2.4583330154418945
1997-12-29,2.597222089767456
1997-12-30,2.597222089767456
1997-12-31,2.472222089767456
1998-01-02,2.6111109256744385
1998-01-05,2.6666669845581055
1998-01-06,2.569443941116333
1998-01-07,2.597222089767456
1998-01-08,2.3333330154418945
1998-01-09,2.305556058883667
1998-01-12,2.319443941116333
1998-01-13,2.3333330154418945
1998-01-14,2.3333330154418945
1998-01-15,2.3888890743255615
1998-01-16,2.5208330154418945
1998-01-20,2.527777910232544
1998-01-21,2.555556058883667
1998-01-22,2.555556058883667
1998-01-23,2.503472089767456
1998-01-26,2.555556058883667
1998-01-27,2.555556058883667
1998-01-28,2.5138890743255615
1998-01-29,2.569443941116333
1998-01-30,2.472222089767456
1998-02-02,2.569443941116333
1998-02-03,2.555556058883667
1998-02-04,2.472222089767456
1998-02-05,2.5
1998-02-06,2.5833330154418945
1998-02-09,2.555556058883667
1998-02-10,2.4583330154418945
1998-02-11,2.472222089767456
1998-02-12,2.4166669845581055
1998-02-13,2.472222089767456
1998-02-17,2.538193941116333
1998-02-18,2.569443941116333
1998-02-19,2.559027910232544
1998-02-20,2.527777910232544
1998-02-23,2.472222089767456
1998-02-24,2.555556058883667
1998-02-25,2.569443941116333
1998-02-26,2.6111109256744385
1998-02-27,2.597222089767456
1998-03-02,2.569443941116333
1998-03-03,2.569443941116333
1998-03-04,2.569443941116333
1998-03-05,2.5138890743255615
1998-03-06,2.652777910232544
1998-03-09,2.6111109256744385
1998-03-10,2.569443941116333
1998-03-11,2.5833330154418945
1998-03-12,2.5833330154418945
1998-03-13,2.6111109256744385
1998-03-16,2.6041669845581055
1998-03-17,2.6111109256744385
1998-03-18,2.597222089767456
1998-03-19,2.5625
1998-03-20,2.569443941116333
1998-03-23,2.597222089767456
1998-03-24,2.569443941116333
1998-03-25,2.555556058883667
1998-03-26,2.6111109256744385
1998-03-27,2.652777910232544
1998-03-30,2.625
1998-03-31,2.6666669845581055
1998-04-01,2.659722089767456
1998-04-02,2.7916669845581055
1998-04-03,2.6388890743255615
1998-04-06,2.6666669845581055
1998-04-07,2.6666669845581055
1998-04-08,2.6666669845581055
1998-04-09,2.652777910232544
1998-04-13,2.777777910232544
1998-04-14,2.7916669845581055
1998-04-15,2.7916669845581055
1998-04-16,2.722222089767456
1998-04-17,2.7083330154418945
1998-04-20,2.694443941116333
1998-04-21,2.694443941116333
1998-04-22,2.7083330154418945
1998-04-23,2.694443941116333
1998-04-24,2.7916669845581055
1998-04-27,2.7638890743255615
1998-04-28,2.7708330154418945
1998-04-29,2.7916669845581055
1998-04-30,2.784722089767456
1998-05-01,2.7916669845581055
1998-05-04,2.784722089767456
1998-05-05,2.680556058883667
1998-05-06,2.725693941116333
1998-05-07,2.6458330154418945
1998-05-08,2.680556058883667
1998-05-11,2.5833330154418945
1998-05-12,2.6111109256744385
1998-05-13,2.6111109256744385
1998-05-14,2.5833330154418945
1998-05-15,2.6388890743255615
1998-05-18,2.6770830154418945
1998-05-19,2.7083330154418945
1998-05-20,2.680556058883667
1998-05-21,2.722222089767456
1998-05-22,2.6666669845581055
1998-05-26,2.6388890743255615
1998-05-27,2.680556058883667
1998-05-28,2.722222089767456
1998-05-29,2.7638890743255615
1998-06-01,2.680556058883667
1998-06-02,2.6111109256744385
1998-06-03,2.631943941116333
1998-06-04,2.680556058883667
1998-06-05,2.694443941116333
1998-06-08,2.6875
1998-06-09,2.694443941116333
1998-06-10,2.680556058883667
1998-06-11,2.6111109256744385
1998-06-12,2.597222089767456
1998-06-15,2.555556058883667
1998-06-16,2.590277910232544
1998-06-17,2.5833330154418945
1998-06-18,2.625
1998-06-19,2.652777910232544
1998-06-22,2.7638890743255615
1998-06-23,2.7708330154418945
1998-06-24,2.7638890743255615
1998-06-25,2.7638890743255615
1998-06-26,2.777777910232544
1998-06-29,2.722222089767456
1998-06-30,2.7708330154418945
1998-07-01,2.75
1998-07-02,2.680556058883667
1998-07-06,2.722222089767456
1998-07-07,2.7291669845581055
1998-07-08,2.777777910232544
1998-07-09,2.743056058883667
1998-07-10,2.777777910232544
1998-07-13,2.75
1998-07-14,2.777777910232544
1998-07-15,2.75
1998-07-16,2.777777910232544
1998-07-17,2.75
1998-07-20,2.7916669845581055
1998-07-21,2.7638890743255615
1998-07-22,2.78125
1998-07-23,2.75
1998-07-24,2.7638890743255615
1998-07-27,2.75
1998-07-28,2.777777910232544
1998-07-29,2.777777910232544
1998-07-30,2.75
1998-07-31,2.7638890743255615
1998-08-03,2.75
1998-08-04,2.756943941116333
1998-08-05,2.75
1998-08-06,2.777777910232544
1998-08-07,2.777777910232544
1998-08-10,2.7638890743255615
1998-08-11,2.777777910232544
1998-08-12,2.75
1998-08-13,2.777777910232544
1998-08-14,2.777777910232544
1998-08-17,2.75
1998-08-18,2.7361109256744385
1998-08-19,2.7638890743255615
1998-08-20,2.756943941116333
1998-08-21,2.555556058883667
1998-08-24,2.402777910232544
1998-08-25,2.472222089767456
1998-08-26,2.4583330154418945
1998-08-27,2.4166669845581055
1998-08-28,2.472222089767456
1998-08-31,2.4166669845581055
1998-09-01,2.444443941116333
1998-09-02,2.555556058883667
1998-09-03,2.5
1998-09-04,2.4166669845581055
1998-09-08,2.368056058883667
1998-09-09,2.3333330154418945
1998-09-10,2.3125
1998-09-11,2.222222089767456
1998-09-14,2.2361109256744385
1998-09-15,2.555556058883667
1998-09-16,2.3125
1998-09-17,2.3333330154418945
1998-09-18,2.652777910232544
1998-09-21,2.5763890743255615
1998-09-22,2.565972089767456
1998-09-23,2.6666669845581055
1998-09-24,2.652777910232544
1998-09-25,2.6111109256744385
1998-09-28,2.555556058883667
1998-09-29,2.555556058883667
1998-09-30,2.444443941116333
1998-10-01,2.3888890743255615
1998-10-02,2.3263890743255615
1998-10-05,2.3333330154418945
1998-10-06,2.347222089767456
1998-10-07,2.2916669845581055
1998-10-08,2.125
1998-10-09,2.277777910232544
1998-10-12,2.347222089767456
1998-10-13,2.215277910232544
1998-10-14,2.194443941116333
1998-10-15,2.1388890743255615
1998-10-16,2.2013890743255615
1998-10-19,2.3888890743255615
1998-10-20,2.402777910232544
1998-10-21,2.3888890743255615
1998-10-22,2.277777910232544
1998-10-23,2.3888890743255615
1998-10-26,2.3888890743255615
1998-10-27,2.222222089767456
1998-10-28,2.319443941116333
1998-10-29,2.25
1998-10-30,2.305556058883667
1998-11-02,2.3333330154418945
1998-11-03,2.444443941116333
1998-11-04,2.472222089767456
1998-11-05,2.53125
1998-11-06,2.506943941116333
1998-11-09,2.5833330154418945
1998-11-10,2.5
1998-11-11,2.5
1998-11-12,2.493056058883667
1998-11-13,2.555556058883667
1998-11-16,2.4861109256744385
1998-11-17,2.493056058883667
1998-11-18,2.444443941116333
1998-11-19,2.375
1998-11-20,2.3333330154418945
1998-11-23,2.4166669845581055
1998-11-24,2.3958330154418945
1998-11-25,2.4166669845581055
1998-11-27,2.4166669845581055
1998-11-30,2.3888890743255615
1998-12-01,2.347222089767456
1998-12-02,2.3333330154418945
1998-12-03,2.3611109256744385
1998-12-04,2.277777910232544
1998-12-07,2.25
1998-12-08,2.347222089767456
1998-12-09,2.319443941116333
1998-12-10,2.3333330154418945
1998-12-11,2.3333330154418945
1998-12-14,2.2291669845581055
1998-12-15,2.3263890743255615
1998-12-16,2.3333330154418945
1998-12-17,2.3888890743255615
1998-12-18,2.3611109256744385
1998-12-21,2.3333330154418945
1998-12-22,2.25
1998-12-23,2.3611109256744385
1998-12-24,2.347222089767456
1998-12-28,2.3611109256744385
1998-12-29,2.3333330154418945
1998-12-30,2.347222089767456
1998-12-31,2.4166669845581055
1999-01-04,2.484375
1999-01-05,2.3888890743255615
1999-01-06,2.3888890743255615
1999-01-07,2.375
1999-01-08,2.3611109256744385
1999-01-11,2.25
1999-01-12,2.194443941116333
1999-01-13,2.2916669845581055
1999-01-14,2.319443941116333
1999-01-15,2.3888890743255615
1999-01-19,2.3958330154418945
1999-01-20,2.3541669845581055
1999-01-21,2.305556058883667
1999-01-22,2.319443941116333
1999-01-25,2.2638890743255615
1999-01-26,2.375
1999-01-27,2.347222089767456
1999-01-28,2.277777910232544
1999-01-29,2.277777910232544
1999-02-01,2.2361109256744385
1999-02-02,2.375
1999-02-03,2.3611109256744385
1999-02-04,2.222222089767456
1999-02-05,2.2638890743255615
1999-02-08,2.222222089767456
1999-02-09,2.2916669845581055
1999-02-10,2.1701390743255615
1999-02-11,2.1666669845581055
1999-02-12,2.1111109256744385
1999-02-16,2.125
1999-02-17,1.944443941116333
1999-02-18,2.0138890743255615
1999-02-19,2.0138890743255615
1999-02-22,2.0
1999-02-23,2.0833330154418945
1999-02-24,2.0138890743255615
1999-02-25,2.0138890743255615
1999-02-26,2.1111109256744385
1999-03-01,2.222222089767456
1999-03-02,2.4375
1999-03-03,2.3333330154418945
1999-03-04,2.368056058883667
1999-03-05,2.1875
1999-03-08,2.0
1999-03-09,2.0416669845581055
1999-03-10,2.0
1999-03-11,1.944443941116333
1999-03-12,1.9166669845581055
1999-03-15,1.8125
1999-03-16,1.7916669845581055
1999-03-17,1.7777780294418335
1999-03-18,1.75
1999-03-19,1.513888955116272
1999-03-22,1.5277780294418335
1999-03-23,1.555556058883667
1999-03-24,1.8472219705581665
1999-03-25,1.6666669845581055
1999-03-26,1.7083330154418945
1999-03-29,1.6666669845581055
1999-03-30,1.75
1999-03-31,1.680556058883667
1999-04-01,1.6527780294418335
1999-04-05,1.611111044883728
1999-04-06,1.611111044883728
1999-04-07,1.638888955116272
1999-04-08,1.694443941116333
1999-04-09,1.6527780294418335
1999-04-12,1.555556058883667
1999-04-13,1.569443941116333
1999-04-14,1.5902780294418335
1999-04-15,1.6666669845581055
1999-04-16,1.5972219705581665
1999-04-19,1.6666669845581055
1999-04-20,1.694443941116333
1999-04-21,1.694443941116333
1999-04-22,1.673611044883728
1999-04-23,1.7222219705581665
1999-04-26,1.7222219705581665
1999-04-27,1.625
1999-04-28,1.638888955116272
1999-04-29,1.6666669845581055
1999-04-30,1.611111044883728
1999-05-03,1.6666669845581055
1999-05-04,1.6875
1999-05-05,1.763888955116272
1999-05-06,1.7708330154418945
1999-05-07,1.7222219705581665
1999-05-10,1.7777780294418335
1999-05-11,1.7152780294418335
1999-05-12,1.638888955116272
1999-05-13,1.763888955116272
1999-05-14,1.805556058883667
1999-05-17,1.7847219705581665
1999-05-18,1.7777780294418335
1999-05-19,1.736111044883728
1999-05-20,1.875
1999-05-21,1.743056058883667
1999-05-24,1.7777780294418335
1999-05-25,1.805556058883667
