,BSMM
2019-09-27,25.010000228881836
2019-09-30,25.010000228881836
2019-10-01,25.010000228881836
2019-10-02,25.030000686645508
2019-10-03,25.030000686645508
2019-10-04,25.030000686645508
2019-10-07,25.030000686645508
2019-10-08,25.030000686645508
2019-10-09,25.084999084472656
2019-10-10,25.084999084472656
2019-10-11,25.084999084472656
2019-10-14,25.084999084472656
2019-10-15,25.079999923706055
2019-10-16,25.079999923706055
2019-10-17,25.079999923706055
2019-10-18,25.079999923706055
2019-10-21,25.014999389648438
2019-10-22,25.010000228881836
2019-10-23,25.033000946044922
2019-10-24,24.996000289916992
2019-10-25,24.979999542236328
2019-10-28,25.010000228881836
2019-10-29,25.020000457763672
2019-10-30,25.030000686645508
2019-10-31,25.079999923706055
2019-11-01,25.048999786376953
2019-11-04,25.048999786376953
2019-11-05,25.040000915527344
2019-11-06,25.059999465942383
2019-11-07,25.020000457763672
2019-11-08,25.035999298095703
2019-11-11,25.035999298095703
2019-11-12,25.035999298095703
2019-11-13,25.049999237060547
2019-11-14,25.049999237060547
2019-11-15,25.049999237060547
2019-11-18,25.014999389648438
2019-11-19,25.014999389648438
2019-11-20,25.03499984741211
2019-11-21,25.027999877929688
2019-11-22,25.020000457763672
2019-11-25,25.030000686645508
2019-11-26,25.03499984741211
2019-11-27,25.049999237060547
2019-11-29,25.059999465942383
2019-12-02,25.040000915527344
2019-12-03,25.06999969482422
2019-12-04,25.06999969482422
2019-12-05,25.05500030517578
2019-12-06,25.059999465942383
2019-12-09,25.065000534057617
2019-12-10,25.065000534057617
2019-12-11,25.079999923706055
2019-12-12,25.084999084472656
2019-12-13,25.09000015258789
2019-12-16,25.094999313354492
2019-12-17,25.104999542236328
2019-12-18,25.104999542236328
2019-12-19,25.100000381469727
2019-12-20,25.094999313354492
2019-12-23,25.075000762939453
2019-12-24,25.075000762939453
2019-12-26,25.065000534057617
2019-12-27,25.06999969482422
2019-12-30,25.059999465942383
2019-12-31,25.075000762939453
2020-01-02,25.084999084472656
2020-01-03,25.100000381469727
2020-01-06,25.1299991607666
2020-01-07,25.1200008392334
2020-01-08,25.149999618530273
2020-01-09,25.135000228881836
2020-01-10,25.135000228881836
2020-01-13,25.1299991607666
2020-01-14,25.139999389648438
2020-01-15,25.15999984741211
2020-01-16,25.18000030517578
2020-01-17,25.15999984741211
2020-01-21,25.149999618530273
2020-01-22,25.18000030517578
2020-01-23,25.177000045776367
2020-01-24,25.18000030517578
2020-01-27,25.195999145507812
2020-01-28,25.18899917602539
2020-01-29,25.21500015258789
2020-01-30,25.21500015258789
2020-01-31,25.21500015258789
2020-02-03,25.204999923706055
2020-02-04,25.204999923706055
2020-02-05,25.184999465942383
2020-02-06,25.174999237060547
2020-02-07,25.200000762939453
2020-02-10,25.190000534057617
2020-02-11,25.19499969482422
2020-02-12,25.190000534057617
2020-02-13,25.190000534057617
2020-02-14,25.21500015258789
2020-02-18,25.204999923706055
2020-02-19,25.239999771118164
2020-02-20,25.229999542236328
2020-02-21,25.25
2020-02-24,25.270000457763672
2020-02-25,25.270000457763672
2020-02-26,25.270000457763672
2020-02-27,25.270000457763672
2020-02-28,25.261999130249023
2020-03-02,25.261999130249023
2020-03-03,25.299999237060547
2020-03-04,25.295000076293945
2020-03-05,25.31999969482422
2020-03-06,25.34000015258789
2020-03-09,25.399999618530273
2020-03-10,25.309999465942383
2020-03-11,25.229999542236328
2020-03-12,24.889999389648438
2020-03-13,25.020000457763672
2020-03-16,24.889999389648438
2020-03-17,24.834999084472656
2020-03-18,24.6200008392334
2020-03-19,24.264999389648438
2020-03-20,24.114999771118164
2020-03-23,23.985000610351562
2020-03-24,24.33799934387207
2020-03-25,24.649999618530273
2020-03-26,24.895000457763672
2020-03-27,25.06999969482422
2020-03-30,24.89699935913086
2020-03-31,24.854999542236328
2020-04-01,24.719999313354492
2020-04-02,24.649999618530273
2020-04-03,24.75
2020-04-06,24.905000686645508
2020-04-07,24.905000686645508
2020-04-08,24.975000381469727
2020-04-09,24.934999465942383
2020-04-13,25.0049991607666
2020-04-14,25.03499984741211
2020-04-15,25.014999389648438
2020-04-16,25.014999389648438
2020-04-17,24.950000762939453
2020-04-20,24.889999389648438
2020-04-21,24.899999618530273
2020-04-22,24.920000076293945
2020-04-23,24.924999237060547
2020-04-24,24.920000076293945
2020-04-27,24.885000228881836
2020-04-28,24.885000228881836
2020-04-29,24.8799991607666
2020-04-30,24.96500015258789
2020-05-01,24.905000686645508
2020-05-04,25.06999969482422
2020-05-05,24.905000686645508
2020-05-06,24.905000686645508
2020-05-07,24.969999313354492
2020-05-08,25.0
2020-05-11,25.020000457763672
2020-05-12,25.02199935913086
2020-05-13,25.125
2020-05-14,25.065000534057617
2020-05-15,25.06999969482422
2020-05-18,25.114999771118164
2020-05-19,25.1200008392334
2020-05-20,25.165000915527344
2020-05-21,25.170000076293945
2020-05-22,25.184999465942383
2020-05-26,25.207000732421875
2020-05-27,25.19499969482422
2020-05-28,25.190000534057617
2020-05-29,25.200000762939453
2020-06-01,25.22100067138672
2020-06-02,25.21500015258789
2020-06-03,25.2450008392334
2020-06-04,25.204999923706055
2020-06-05,25.204999923706055
2020-06-08,25.21500015258789
2020-06-09,25.219999313354492
2020-06-10,25.219999313354492
2020-06-11,25.235000610351562
2020-06-12,25.225000381469727
2020-06-15,25.229999542236328
2020-06-16,25.260000228881836
2020-06-17,25.219999313354492
2020-06-18,25.225000381469727
2020-06-19,25.219999313354492
2020-06-22,25.209999084472656
2020-06-23,25.209999084472656
2020-06-24,25.21500015258789
2020-06-25,25.225000381469727
2020-06-26,25.21500015258789
2020-06-29,25.225000381469727
2020-06-30,25.219999313354492
2020-07-01,25.219999313354492
2020-07-02,25.235000610351562
2020-07-06,25.2549991607666
2020-07-07,25.2549991607666
2020-07-08,25.2549991607666
2020-07-09,25.274999618530273
2020-07-10,25.28499984741211
2020-07-13,25.30500030517578
2020-07-14,25.309999465942383
2020-07-15,25.31999969482422
2020-07-16,25.375
2020-07-17,25.378999710083008
2020-07-20,25.3700008392334
2020-07-21,25.325000762939453
2020-07-22,25.329999923706055
2020-07-23,25.329999923706055
2020-07-24,25.405000686645508
2020-07-27,25.344999313354492
2020-07-28,25.389999389648438
2020-07-29,25.395000457763672
2020-07-30,25.395000457763672
2020-07-31,25.405000686645508
2020-08-03,25.440000534057617
2020-08-04,25.448999404907227
2020-08-05,25.40999984741211
2020-08-06,25.469999313354492
2020-08-07,25.415000915527344
2020-08-10,25.450000762939453
2020-08-11,25.44499969482422
2020-08-12,25.450000762939453
2020-08-13,25.459999084472656
2020-08-14,25.450000762939453
2020-08-17,25.44499969482422
2020-08-18,25.450000762939453
2020-08-19,25.44499969482422
2020-08-20,25.44499969482422
2020-08-21,25.44499969482422
2020-08-24,25.399999618530273
2020-08-25,25.405000686645508
2020-08-26,25.424999237060547
2020-08-27,25.43000030517578
2020-08-28,25.399999618530273
2020-08-31,25.399999618530273
2020-09-01,25.400999069213867
2020-09-02,25.43000030517578
2020-09-03,25.385000228881836
2020-09-04,25.41900062561035
2020-09-08,25.405000686645508
2020-09-09,25.415000915527344
2020-09-10,25.420000076293945
2020-09-11,25.420000076293945
2020-09-14,25.420000076293945
2020-09-15,25.43000030517578
2020-09-16,25.43000030517578
2020-09-17,25.43000030517578
2020-09-18,25.440000534057617
2020-09-21,25.420000076293945
2020-09-22,25.405000686645508
2020-09-23,25.405000686645508
2020-09-24,25.415000915527344
2020-09-25,25.420000076293945
