,DVLU
2019-05-06,18.709999084472656
2019-05-07,18.329999923706055
2019-05-08,18.40999984741211
2019-05-09,18.260000228881836
2019-05-10,18.219999313354492
2019-05-13,17.920000076293945
2019-05-14,18.030000686645508
2019-05-15,18.09000015258789
2019-05-16,18.260000228881836
2019-05-17,18.18000030517578
2019-05-20,18.06999969482422
2019-05-21,18.229999542236328
2019-05-22,18.170000076293945
2019-05-23,17.8700008392334
2019-05-24,17.899999618530273
2019-05-28,17.829999923706055
2019-05-29,17.59000015258789
2019-05-30,17.75
2019-05-31,17.75
2019-06-03,17.360000610351562
2019-06-04,17.760000228881836
2019-06-05,17.899999618530273
2019-06-06,17.850000381469727
2019-06-07,17.959999084472656
2019-06-10,18.030000686645508
2019-06-11,17.979999542236328
2019-06-12,18.040000915527344
2019-06-13,18.139999389648438
2019-06-14,17.979999542236328
2019-06-17,17.969999313354492
2019-06-18,18.209999084472656
2019-06-19,18.1299991607666
2019-06-20,18.280000686645508
2019-06-21,18.170000076293945
2019-06-24,18.059999465942383
2019-06-25,17.969999313354492
2019-06-26,17.93000030517578
2019-06-27,18.030000686645508
2019-06-28,18.239999771118164
2019-07-01,18.40999984741211
2019-07-02,18.389999389648438
2019-07-03,18.600000381469727
2019-07-05,18.579999923706055
2019-07-08,18.510000228881836
2019-07-09,18.389999389648438
2019-07-10,18.489999771118164
2019-07-11,18.5
2019-07-12,18.760000228881836
2019-07-15,18.719999313354492
2019-07-16,18.790000915527344
2019-07-17,18.65999984741211
2019-07-18,18.6299991607666
2019-07-19,18.729999542236328
2019-07-22,18.59000015258789
2019-07-23,18.6299991607666
2019-07-24,18.850000381469727
2019-07-25,18.790000915527344
2019-07-26,18.969999313354492
2019-07-29,18.959999084472656
2019-07-30,19.0
2019-07-31,18.889999389648438
2019-08-01,18.450000762939453
2019-08-02,18.329999923706055
2019-08-05,17.700000762939453
2019-08-06,18.049999237060547
2019-08-07,18.09000015258789
2019-08-08,18.360000610351562
2019-08-09,18.25
2019-08-12,17.899999618530273
2019-08-13,18.139999389648438
2019-08-14,17.68000030517578
2019-08-15,17.56999969482422
2019-08-16,17.8700008392334
2019-08-19,18.079999923706055
2019-08-20,17.979999542236328
2019-08-21,18.040000915527344
2019-08-22,18.139999389648438
2019-08-23,17.610000610351562
2019-08-26,17.780000686645508
2019-08-27,17.729999542236328
2019-08-28,17.790000915527344
2019-08-29,17.989999771118164
2019-08-30,18.040000915527344
2019-09-03,17.8799991607666
2019-09-04,18.040000915527344
2019-09-05,18.299999237060547
2019-09-06,18.299999237060547
2019-09-09,18.450000762939453
2019-09-10,18.459999084472656
2019-09-11,18.68000030517578
2019-09-12,18.649999618530273
2019-09-13,18.700000762939453
2019-09-16,18.690000534057617
2019-09-17,18.700000762939453
2019-09-18,18.75
2019-09-19,18.770000457763672
2019-09-20,18.799999237060547
2019-09-23,18.860000610351562
2019-09-24,18.6200008392334
2019-09-25,18.649999618530273
2019-09-26,18.530000686645508
2019-09-27,18.360000610351562
2019-09-30,18.459999084472656
2019-10-01,18.229999542236328
2019-10-02,17.8700008392334
2019-10-03,17.979999542236328
2019-10-04,18.110000610351562
2019-10-07,18.139999389648438
2019-10-08,17.989999771118164
2019-10-09,18.040000915527344
2019-10-10,18.079999923706055
2019-10-11,18.520000457763672
2019-10-14,18.34000015258789
2019-10-15,18.34000015258789
2019-10-16,18.450000762939453
2019-10-17,18.600000381469727
2019-10-18,18.649999618530273
2019-10-21,18.809999465942383
2019-10-22,18.829999923706055
2019-10-23,18.780000686645508
2019-10-24,18.770000457763672
2019-10-25,18.899999618530273
2019-10-28,19.010000228881836
2019-10-29,19.110000610351562
2019-10-30,19.1299991607666
2019-10-31,18.780000686645508
2019-11-01,19.079999923706055
2019-11-04,19.260000228881836
2019-11-05,19.309999465942383
2019-11-06,19.299999237060547
2019-11-07,19.299999237060547
2019-11-08,19.309999465942383
2019-11-11,19.309999465942383
2019-11-12,19.350000381469727
2019-11-13,19.34000015258789
2019-11-14,19.40999984741211
2019-11-15,19.469999313354492
2019-11-18,19.440000534057617
2019-11-19,19.43000030517578
2019-11-20,19.350000381469727
2019-11-21,19.290000915527344
2019-11-22,19.34000015258789
2019-11-25,19.510000228881836
2019-11-26,19.6299991607666
2019-11-27,19.719999313354492
2019-11-29,19.59000015258789
2019-12-02,19.420000076293945
2019-12-03,19.219999313354492
2019-12-04,19.219999313354492
2019-12-05,19.34000015258789
2019-12-06,19.56999969482422
2019-12-09,19.399999618530273
2019-12-10,19.440000534057617
2019-12-11,19.5
2019-12-12,19.729999542236328
2019-12-13,19.540000915527344
2019-12-16,19.65999984741211
2019-12-17,19.739999771118164
2019-12-18,19.65999984741211
2019-12-19,19.68000030517578
2019-12-20,19.780000686645508
2019-12-23,19.700000762939453
2019-12-24,19.700000762939453
2019-12-26,19.700000762939453
2019-12-27,19.65999984741211
2019-12-30,19.610000610351562
2019-12-31,19.59000015258789
2020-01-02,19.75
2020-01-03,19.600000381469727
2020-01-06,19.540000915527344
2020-01-07,19.530000686645508
2020-01-08,19.530000686645508
2020-01-09,19.709999084472656
2020-01-10,19.790000915527344
2020-01-13,19.809999465942383
2020-01-14,19.799999237060547
2020-01-15,19.790000915527344
2020-01-16,20.040000915527344
2020-01-17,20.09000015258789
2020-01-21,19.93000030517578
2020-01-22,19.979999542236328
2020-01-23,19.979999542236328
2020-01-24,19.739999771118164
2020-01-27,19.450000762939453
2020-01-28,19.639999389648438
2020-01-29,19.59000015258789
2020-01-30,19.559999465942383
2020-01-31,19.34000015258789
2020-02-03,19.479999542236328
2020-02-04,19.6299991607666
2020-02-05,19.8799991607666
2020-02-06,19.889999389648438
2020-02-07,19.889999389648438
2020-02-10,19.649999618530273
2020-02-11,19.860000610351562
2020-02-12,19.989999771118164
2020-02-13,19.989999771118164
2020-02-14,19.950000762939453
2020-02-18,19.950000762939453
2020-02-19,19.979999542236328
2020-02-20,19.93000030517578
2020-02-21,19.93000030517578
2020-02-24,19.190000534057617
2020-02-25,18.440000534057617
2020-02-26,18.15999984741211
2020-02-27,17.469999313354492
2020-02-28,17.020000457763672
2020-03-02,17.790000915527344
2020-03-03,17.350000381469727
2020-03-04,17.81999969482422
2020-03-05,17.239999771118164
2020-03-06,16.700000762939453
2020-03-09,14.949999809265137
2020-03-10,15.569999694824219
2020-03-11,14.350000381469727
2020-03-12,12.979999542236328
2020-03-13,13.630000114440918
2020-03-16,12.130000114440918
2020-03-17,11.420000076293945
2020-03-18,9.670000076293945
2020-03-19,10.539999961853027
2020-03-20,10.34000015258789
2020-03-23,9.390000343322754
2020-03-24,10.680000305175781
2020-03-25,12.029999732971191
2020-03-26,12.470000267028809
2020-03-27,12.15999984741211
2020-03-30,12.3100004196167
2020-03-31,12.020000457763672
2020-04-01,11.34000015258789
2020-04-02,11.510000228881836
2020-04-03,10.949999809265137
2020-04-06,11.989999771118164
2020-04-07,12.3100004196167
2020-04-08,12.970000267028809
2020-04-09,13.40999984741211
2020-04-13,12.949999809265137
2020-04-14,13.109999656677246
2020-04-15,12.529999732971191
2020-04-16,12.199999809265137
2020-04-17,12.890000343322754
2020-04-20,12.630000114440918
2020-04-21,12.350000381469727
2020-04-22,12.670000076293945
2020-04-23,12.84000015258789
2020-04-24,12.930000305175781
2020-04-27,13.180000305175781
2020-04-28,13.300000190734863
2020-04-29,13.720000267028809
2020-04-30,13.510000228881836
2020-05-01,13.020000457763672
2020-05-04,13.15999984741211
2020-05-05,13.25
2020-05-06,13.109999656677246
2020-05-07,13.319999694824219
2020-05-08,13.5600004196167
2020-05-11,13.470000267028809
2020-05-12,13.220000267028809
2020-05-13,12.779999732971191
2020-05-14,12.920000076293945
2020-05-15,13.020000457763672
2020-05-18,13.619999885559082
2020-05-19,13.489999771118164
2020-05-20,13.5600004196167
2020-05-21,13.5600004196167
2020-05-22,13.5600004196167
2020-05-26,13.899999618530273
2020-05-27,14.170000076293945
2020-05-28,14.140000343322754
2020-05-29,14.069999694824219
2020-06-01,14.130000114440918
2020-06-02,14.3100004196167
2020-06-03,14.550000190734863
2020-06-04,14.5600004196167
2020-06-05,15.039999961853027
2020-06-08,15.5
2020-06-09,15.130000114440918
2020-06-10,14.859999656677246
2020-06-11,13.829999923706055
2020-06-12,13.880000114440918
2020-06-15,14.109999656677246
2020-06-16,14.390000343322754
2020-06-17,14.319999694824219
2020-06-18,14.180000305175781
2020-06-19,14.15999984741211
2020-06-22,14.25
2020-06-23,14.210000038146973
2020-06-24,13.779999732971191
2020-06-25,13.729999542236328
2020-06-26,13.5600004196167
2020-06-29,13.859999656677246
2020-06-30,13.989999771118164
2020-07-01,13.970000267028809
2020-07-02,14.100000381469727
2020-07-06,13.729999542236328
2020-07-07,13.850000381469727
2020-07-08,13.859999656677246
2020-07-09,13.630000114440918
2020-07-10,13.800000190734863
2020-07-13,14.079999923706055
2020-07-14,13.970000267028809
2020-07-15,14.319999694824219
2020-07-16,14.5
2020-07-17,14.359999656677246
2020-07-20,14.210000038146973
2020-07-21,14.350000381469727
2020-07-22,14.600000381469727
2020-07-23,14.529999732971191
2020-07-24,14.529999732971191
2020-07-27,14.630000114440918
2020-07-28,14.470000267028809
2020-07-29,14.8100004196167
2020-07-30,14.6899995803833
2020-07-31,14.34000015258789
2020-08-03,14.729999542236328
2020-08-04,14.760000228881836
2020-08-05,14.890000343322754
2020-08-06,14.890000343322754
2020-08-07,14.920000076293945
2020-08-10,15.40999984741211
2020-08-11,15.380000114440918
2020-08-12,15.430000305175781
2020-08-13,15.420000076293945
2020-08-14,15.420000076293945
2020-08-17,15.520000457763672
2020-08-18,15.369999885559082
2020-08-19,15.460000038146973
2020-08-20,15.319999694824219
2020-08-21,15.300000190734863
2020-08-24,15.539999961853027
2020-08-25,15.4399995803833
2020-08-26,15.4399995803833
2020-08-27,15.479999542236328
2020-08-28,15.479999542236328
2020-08-31,15.479999542236328
2020-09-01,15.4399995803833
2020-09-02,15.619999885559082
2020-09-03,15.199999809265137
2020-09-04,15.199999809265137
2020-09-08,14.920000076293945
2020-09-09,15.15999984741211
2020-09-10,15.050000190734863
2020-09-11,15.109999656677246
2020-09-14,15.3100004196167
2020-09-15,15.359999656677246
2020-09-16,15.5
2020-09-17,15.369999885559082
2020-09-18,15.180000305175781
2020-09-21,14.569999694824219
2020-09-22,14.859999656677246
2020-09-23,14.539999961853027
2020-09-24,14.539999961853027
2020-09-25,14.649999618530273
2020-09-28,14.989999771118164
2020-09-29,14.90999984741211
2020-09-30,15.100000381469727
2020-10-01,15.289999961853027
2020-10-02,15.449999809265137
2020-10-05,15.449999809265137
2020-10-06,15.59000015258789
2020-10-07,15.59000015258789
2020-10-08,15.59000015258789
2020-10-09,16.139999389648438
2020-10-12,16.15999984741211
2020-10-13,16.1200008392334
2020-10-14,16.1200008392334
2020-10-15,16.1200008392334
2020-10-16,16.219999313354492
2020-10-19,15.989999771118164
2020-10-20,16.1299991607666
2020-10-21,15.920000076293945
2020-10-22,16.059999465942383
2020-10-23,16.190000534057617
2020-10-26,15.770000457763672
2020-10-27,15.460000038146973
2020-10-28,15.0600004196167
2020-10-29,15.220000267028809
2020-10-30,15.0600004196167
2020-11-02,15.0600004196167
2020-11-03,15.920000076293945
2020-11-04,15.880000114440918
2020-11-05,16.309999465942383
2020-11-06,16.100000381469727
2020-11-09,16.399999618530273
2020-11-10,16.760000228881836
2020-11-11,16.5
2020-11-12,16.270000457763672
2020-11-13,16.860000610351562
2020-11-16,17.200000762939453
2020-11-17,17.229999542236328
2020-11-18,17.31999969482422
2020-11-19,17.31999969482422
2020-11-20,17.229999542236328
2020-11-23,17.229999542236328
2020-11-24,17.93000030517578
2020-11-25,17.729999542236328
2020-11-27,17.729999542236328
2020-11-30,17.389999389648438
2020-12-01,17.65999984741211
2020-12-02,17.56999969482422
2020-12-03,17.690000534057617
2020-12-04,17.959999084472656
2020-12-07,17.959999084472656
2020-12-08,17.959999084472656
2020-12-09,17.90999984741211
2020-12-10,17.780000686645508
2020-12-11,17.68000030517578
2020-12-14,17.68000030517578
2020-12-15,17.690000534057617
2020-12-16,17.84000015258789
2020-12-17,18.049999237060547
2020-12-18,17.920000076293945
2020-12-21,17.889999389648438
2020-12-22,17.84000015258789
2020-12-23,18.06999969482422
2020-12-24,17.950000762939453
2020-12-28,17.950000762939453
2020-12-29,17.84000015258789
2020-12-30,17.84000015258789
2020-12-31,17.969999313354492
2021-01-04,17.690000534057617
2021-01-05,17.8700008392334
2021-01-06,18.670000076293945
2021-01-07,18.950000762939453
2021-01-08,18.899999618530273
2021-01-11,19.030000686645508
2021-01-12,19.350000381469727
2021-01-13,19.389999389648438
2021-01-14,19.579999923706055
2021-01-15,19.31999969482422
2021-01-19,19.489999771118164
2021-01-20,19.59000015258789
2021-01-21,19.389999389648438
2021-01-22,19.3799991607666
2021-01-25,19.18000030517578
2021-01-26,19.110000610351562
2021-01-27,18.65999984741211
2021-01-28,18.93000030517578
2021-01-29,18.540000915527344
2021-02-01,18.760000228881836
2021-02-02,19.010000228881836
2021-02-03,19.149999618530273
2021-02-04,19.579999923706055
2021-02-05,19.809999465942383
2021-02-08,20.09000015258789
2021-02-09,20.149999618530273
2021-02-10,20.1299991607666
2021-02-11,20.100000381469727
2021-02-12,20.100000381469727
2021-02-16,20.56999969482422
2021-02-17,20.40999984741211
2021-02-18,20.239999771118164
2021-02-19,20.68000030517578
2021-02-22,20.920000076293945
2021-02-23,21.030000686645508
2021-02-24,21.530000686645508
2021-02-25,21.219999313354492
2021-02-26,21.06999969482422
2021-03-01,21.549999237060547
2021-03-02,21.520000457763672
2021-03-03,21.65999984741211
2021-03-04,21.329999923706055
2021-03-05,21.979999542236328
2021-03-08,22.579999923706055
2021-03-09,22.15999984741211
2021-03-10,22.549999237060547
2021-03-11,22.719999313354492
2021-03-12,23.15999984741211
2021-03-15,23.190000534057617
2021-03-16,22.90999984741211
2021-03-17,23.1299991607666
2021-03-18,23.09000015258789
2021-03-19,23.010000228881836
2021-03-22,22.8700008392334
2021-03-23,22.1200008392334
2021-03-24,21.719999313354492
2021-03-25,22.239999771118164
2021-03-26,22.389999389648438
2021-03-29,24.0
2021-03-30,22.469999313354492
2021-03-31,22.360000610351562
2021-04-01,22.600000381469727
2021-04-05,22.770000457763672
2021-04-06,22.760000228881836
2021-04-07,22.829999923706055
2021-04-08,22.739999771118164
2021-04-09,22.959999084472656
2021-04-12,23.06999969482422
2021-04-13,22.709999084472656
2021-04-14,22.969999313354492
2021-04-15,23.010000228881836
2021-04-16,23.170000076293945
2021-04-19,23.010000228881836
2021-04-20,22.399999618530273
2021-04-21,22.860000610351562
2021-04-22,22.68000030517578
2021-04-23,23.229999542236328
2021-04-26,23.290000915527344
2021-04-27,23.520000457763672
2021-04-28,23.56999969482422
2021-04-29,23.770000457763672
2021-04-30,23.56999969482422
2021-05-03,23.959999084472656
2021-05-04,24.030000686645508
2021-05-05,24.31999969482422
2021-05-06,24.579999923706055
2021-05-07,24.809999465942383
2021-05-10,24.690000534057617
2021-05-11,24.270000457763672
2021-05-12,23.549999237060547
2021-05-13,24.15999984741211
2021-05-14,24.75
