,FMAO
2014-10-21,13.0
2014-10-22,12.625
2014-10-23,12.625
2014-10-24,12.625
2014-10-27,12.649999618530273
2014-10-28,12.649999618530273
2014-10-29,13.0
2014-10-30,13.005000114440918
2014-10-31,13.5
2014-11-03,13.5
2014-11-04,13.0
2014-11-05,13.0
2014-11-06,13.0
2014-11-07,13.0
2014-11-10,13.5
2014-11-11,12.755000114440918
2014-11-12,12.755000114440918
2014-11-13,12.755000114440918
2014-11-14,12.755000114440918
2014-11-17,12.755000114440918
2014-11-18,13.375
2014-11-19,13.494999885559082
2014-11-20,13.0
2014-11-21,13.0
2014-11-24,13.0
2014-11-25,13.0
2014-11-26,13.0
2014-11-28,13.0
2014-12-01,13.0
2014-12-02,12.774999618530273
2014-12-03,12.774999618530273
2014-12-04,12.774999618530273
2014-12-05,12.774999618530273
2014-12-08,12.774999618530273
2014-12-09,12.774999618530273
2014-12-10,12.774999618530273
2014-12-11,12.774999618530273
2014-12-12,12.774999618530273
2014-12-15,12.774999618530273
2014-12-16,12.774999618530273
2014-12-17,12.774999618530273
2014-12-18,12.774999618530273
2014-12-19,12.774999618530273
2014-12-22,12.654999732971191
2014-12-23,12.654999732971191
2014-12-24,12.875
2014-12-26,12.875
2014-12-29,12.875
2014-12-30,13.125
2014-12-31,13.369999885559082
2015-01-02,13.369999885559082
2015-01-05,13.369999885559082
2015-01-06,13.024999618530273
2015-01-07,12.675000190734863
2015-01-08,13.0
2015-01-09,13.0
2015-01-12,13.0
2015-01-13,13.0
2015-01-14,13.0
2015-01-15,12.875
2015-01-16,13.074999809265137
2015-01-20,13.625
2015-01-21,12.899999618530273
2015-01-22,12.949999809265137
2015-01-23,12.875
2015-01-26,12.75
2015-01-27,12.75
2015-01-28,12.75
2015-01-29,12.75
2015-01-30,12.75
2015-02-02,12.630000114440918
2015-02-03,12.630000114440918
2015-02-04,12.75
2015-02-05,12.75
2015-02-06,12.75
2015-02-09,12.75
2015-02-10,12.75
2015-02-11,12.75
2015-02-12,12.675000190734863
2015-02-13,12.675000190734863
2015-02-17,13.0
2015-02-18,13.0
2015-02-19,13.0
2015-02-20,12.675000190734863
2015-02-23,12.75
2015-02-24,12.675000190734863
2015-02-25,12.675000190734863
2015-02-26,12.675000190734863
2015-02-27,12.75
2015-03-02,12.75
2015-03-03,12.800000190734863
2015-03-04,12.75
2015-03-05,12.75
2015-03-06,12.850000381469727
2015-03-09,12.75
2015-03-10,13.125
2015-03-11,12.850000381469727
2015-03-12,12.75
2015-03-13,12.75
2015-03-16,13.25
2015-03-17,13.25
2015-03-18,13.125
2015-03-19,13.125
2015-03-20,13.125
2015-03-23,13.0
2015-03-24,13.0
2015-03-25,13.0
2015-03-26,13.0
2015-03-27,13.0
2015-03-30,13.0
2015-03-31,13.0
2015-04-01,13.0
2015-04-02,13.0
2015-04-06,13.0
2015-04-07,13.0
2015-04-08,12.875
2015-04-09,12.875
2015-04-10,12.899999618530273
2015-04-13,12.875
2015-04-14,13.0
2015-04-15,12.78499984741211
2015-04-16,12.78499984741211
2015-04-17,13.25
2015-04-20,13.5
2015-04-21,13.5
2015-04-22,12.90999984741211
2015-04-23,12.880000114440918
2015-04-24,12.880000114440918
2015-04-27,12.979999542236328
2015-04-28,12.979999542236328
2015-04-29,12.994999885559082
2015-04-30,12.994999885559082
2015-05-01,12.994999885559082
2015-05-04,12.994999885559082
2015-05-05,12.994999885559082
2015-05-06,12.994999885559082
2015-05-07,12.899999618530273
2015-05-08,12.899999618530273
2015-05-11,13.899999618530273
2015-05-12,13.125
2015-05-13,13.25
2015-05-14,13.130000114440918
2015-05-15,13.130000114440918
2015-05-18,13.130000114440918
2015-05-19,13.130000114440918
2015-05-20,13.130000114440918
2015-05-21,13.130000114440918
2015-05-22,13.875
2015-05-26,13.75
2015-05-27,13.399999618530273
2015-05-28,13.399999618530273
2015-05-29,13.399999618530273
2015-06-01,13.399999618530273
2015-06-02,13.399999618530273
2015-06-03,13.5
2015-06-04,13.5
2015-06-05,13.5
2015-06-08,13.5
2015-06-09,13.5
2015-06-10,13.5
2015-06-11,13.28499984741211
2015-06-12,13.399999618530273
2015-06-15,13.75
2015-06-16,13.75
2015-06-17,13.25
2015-06-18,13.25
2015-06-19,13.25
2015-06-22,13.25
2015-06-23,13.625
2015-06-24,13.625
2015-06-25,13.649999618530273
2015-06-26,13.625
2015-06-29,13.600000381469727
2015-06-30,13.600000381469727
2015-07-01,13.600000381469727
2015-07-02,13.600000381469727
2015-07-06,13.25
2015-07-07,13.175000190734863
2015-07-08,13.170000076293945
2015-07-09,13.170000076293945
2015-07-10,13.170000076293945
2015-07-13,13.164999961853027
2015-07-14,13.164999961853027
2015-07-15,13.164999961853027
2015-07-16,13.130000114440918
2015-07-17,13.399999618530273
2015-07-20,13.5
2015-07-21,14.125
2015-07-22,13.875
2015-07-23,13.875
2015-07-24,13.875
2015-07-27,13.875
2015-07-28,13.550000190734863
2015-07-29,13.550000190734863
2015-07-30,13.375
2015-07-31,13.625
2015-08-03,13.524999618530273
2015-08-04,13.164999961853027
2015-08-05,13.164999961853027
2015-08-06,13.164999961853027
2015-08-07,13.164999961853027
2015-08-10,13.164999961853027
2015-08-11,13.25
2015-08-12,13.135000228881836
2015-08-13,13.149999618530273
2015-08-14,13.1899995803833
2015-08-17,13.164999961853027
2015-08-18,13.164999961853027
2015-08-19,13.175000190734863
2015-08-20,13.175000190734863
2015-08-21,13.175000190734863
2015-08-24,13.130000114440918
2015-08-25,13.130000114440918
2015-08-26,13.125
2015-08-27,13.125
2015-08-28,13.149999618530273
2015-08-31,13.149999618530273
2015-09-01,13.149999618530273
2015-09-02,13.03499984741211
2015-09-03,12.994999885559082
2015-09-04,12.994999885559082
2015-09-08,12.954999923706055
2015-09-09,12.954999923706055
2015-09-10,12.954999923706055
2015-09-11,12.954999923706055
2015-09-14,12.9399995803833
2015-09-15,12.800000190734863
2015-09-16,12.800000190734863
2015-09-17,12.800000190734863
2015-09-18,13.0
2015-09-21,12.975000381469727
2015-09-22,12.975000381469727
2015-09-23,13.0
2015-09-24,13.0
2015-09-25,13.0
2015-09-28,13.0
2015-09-29,13.0
2015-09-30,12.875
2015-10-01,12.75
2015-10-02,12.875
2015-10-05,13.0
2015-10-06,12.875
2015-10-07,12.875
2015-10-08,12.875
2015-10-09,12.800000190734863
2015-10-12,12.800000190734863
2015-10-13,12.899999618530273
2015-10-14,12.800000190734863
2015-10-15,12.800000190734863
2015-10-16,12.800000190734863
2015-10-19,13.0
2015-10-20,13.149999618530273
2015-10-21,13.0
2015-10-22,13.0
2015-10-23,13.0
2015-10-26,13.0
2015-10-27,13.0
2015-10-28,13.425000190734863
2015-10-29,13.0
2015-10-30,13.074999809265137
2015-11-02,13.074999809265137
2015-11-03,13.074999809265137
2015-11-04,13.074999809265137
2015-11-05,13.074999809265137
2015-11-06,13.100000381469727
2015-11-09,12.774999618530273
2015-11-10,12.774999618530273
2015-11-11,13.0
2015-11-12,13.0
2015-11-13,13.0
2015-11-16,12.850000381469727
2015-11-17,12.800000190734863
2015-11-18,12.800000190734863
2015-11-19,12.954999923706055
2015-11-20,13.25
2015-11-23,13.25
2015-11-24,13.25
2015-11-25,13.25
2015-11-27,13.5
2015-11-30,13.25
2015-12-01,13.25
2015-12-02,13.25
2015-12-03,13.0
2015-12-04,12.899999618530273
2015-12-07,13.100000381469727
2015-12-08,13.25
2015-12-09,13.25
2015-12-10,13.25
2015-12-11,13.25
2015-12-14,13.25
2015-12-15,13.0
2015-12-16,13.100000381469727
2015-12-17,12.805000305175781
2015-12-18,13.100000381469727
2015-12-21,13.100000381469727
2015-12-22,13.100000381469727
2015-12-23,13.100000381469727
2015-12-24,13.100000381469727
2015-12-28,13.244999885559082
2015-12-29,13.449999809265137
2015-12-30,13.449999809265137
2015-12-31,13.449999809265137
2016-01-04,13.039999961853027
2016-01-05,13.039999961853027
2016-01-06,13.175000190734863
2016-01-07,13.25
2016-01-08,13.255000114440918
2016-01-11,13.255000114440918
2016-01-12,13.255000114440918
2016-01-13,13.25
2016-01-14,13.125
2016-01-15,13.0
2016-01-19,13.274999618530273
2016-01-20,13.675000190734863
2016-01-21,13.875
2016-01-22,13.550000190734863
2016-01-25,13.550000190734863
2016-01-26,13.375
2016-01-27,13.625
2016-01-28,13.625
2016-01-29,13.305000305175781
2016-02-01,13.3100004196167
2016-02-02,13.3100004196167
2016-02-03,13.3100004196167
2016-02-04,13.625
2016-02-05,13.625
2016-02-08,13.625
2016-02-09,13.625
2016-02-10,13.625
2016-02-11,13.625
2016-02-12,13.625
2016-02-16,13.755000114440918
2016-02-17,13.875
2016-02-18,13.75
2016-02-19,13.75
2016-02-22,13.75
2016-02-23,13.75
2016-02-24,13.75
2016-02-25,13.75
2016-02-26,13.75
2016-02-29,13.755000114440918
2016-03-01,13.755000114440918
2016-03-02,13.755000114440918
2016-03-03,13.755000114440918
2016-03-04,13.774999618530273
2016-03-07,13.774999618530273
2016-03-08,13.774999618530273
2016-03-09,13.774999618530273
2016-03-10,13.875
2016-03-11,13.875
2016-03-14,13.875
2016-03-15,13.875
2016-03-16,13.875
2016-03-17,13.78499984741211
2016-03-18,14.0
2016-03-21,13.774999618530273
2016-03-22,13.774999618530273
2016-03-23,13.774999618530273
2016-03-24,13.774999618530273
2016-03-28,13.774999618530273
2016-03-29,13.649999618530273
2016-03-30,13.649999618530273
2016-03-31,13.649999618530273
2016-04-01,13.649999618530273
2016-04-04,13.649999618530273
2016-04-05,13.649999618530273
2016-04-06,13.649999618530273
2016-04-07,13.649999618530273
2016-04-08,13.649999618530273
2016-04-11,13.875
2016-04-12,13.875
2016-04-13,13.880000114440918
2016-04-14,14.0
2016-04-15,14.0
2016-04-18,14.0
2016-04-19,14.25
2016-04-20,14.475000381469727
2016-04-21,13.899999618530273
2016-04-22,13.899999618530273
2016-04-25,13.899999618530273
2016-04-26,14.0
2016-04-27,14.0
2016-04-28,14.0
2016-04-29,14.0
2016-05-02,14.0
2016-05-03,14.319999694824219
2016-05-04,14.074999809265137
2016-05-05,14.074999809265137
2016-05-06,14.074999809265137
2016-05-09,14.300000190734863
2016-05-10,14.25
2016-05-11,14.300000190734863
2016-05-12,14.300000190734863
2016-05-13,14.180000305175781
2016-05-16,14.180000305175781
2016-05-17,14.180000305175781
2016-05-18,14.300000190734863
2016-05-19,14.1899995803833
2016-05-20,14.1899995803833
2016-05-23,14.274999618530273
2016-05-24,14.274999618530273
2016-05-25,14.289999961853027
2016-05-26,14.300000190734863
2016-05-27,14.364999771118164
2016-05-31,14.364999771118164
2016-06-01,14.364999771118164
2016-06-02,14.364999771118164
2016-06-03,14.25
2016-06-06,14.25
2016-06-07,14.239999771118164
2016-06-08,14.244999885559082
2016-06-09,14.225000381469727
2016-06-10,14.244999885559082
2016-06-13,14.244999885559082
2016-06-14,14.225000381469727
2016-06-15,14.25
2016-06-16,14.25
2016-06-17,14.25
2016-06-20,14.375
2016-06-21,14.375
2016-06-22,14.225000381469727
2016-06-23,14.225000381469727
2016-06-24,14.225000381469727
2016-06-27,14.225000381469727
2016-06-28,14.225000381469727
2016-06-29,14.225000381469727
2016-06-30,14.225000381469727
2016-07-01,14.225000381469727
2016-07-05,14.100000381469727
2016-07-06,14.100000381469727
2016-07-07,14.100000381469727
2016-07-08,14.100000381469727
2016-07-11,14.100000381469727
2016-07-12,14.5
2016-07-13,14.375
2016-07-14,14.649999618530273
2016-07-15,14.649999618530273
2016-07-18,15.5
2016-07-19,15.744999885559082
2016-07-20,15.875
2016-07-21,15.079999923706055
2016-07-22,16.0
2016-07-25,15.5
2016-07-26,15.5
2016-07-27,16.0
2016-07-28,15.875
2016-07-29,15.875
2016-08-01,15.875
2016-08-02,15.875
2016-08-03,16.0
2016-08-04,16.25
2016-08-05,16.25
2016-08-08,16.100000381469727
2016-08-09,16.100000381469727
2016-08-10,16.100000381469727
2016-08-11,16.100000381469727
2016-08-12,16.100000381469727
2016-08-15,16.100000381469727
2016-08-16,16.100000381469727
2016-08-17,15.774999618530273
2016-08-18,16.0
2016-08-19,15.550000190734863
2016-08-22,15.550000190734863
2016-08-23,15.125
2016-08-24,15.125
2016-08-25,15.125
2016-08-26,15.125
2016-08-29,15.125
2016-08-30,15.125
2016-08-31,15.125
2016-09-01,15.125
2016-09-02,15.125
2016-09-06,15.25
2016-09-07,15.125
2016-09-08,14.755000114440918
2016-09-09,15.0
2016-09-12,15.125
2016-09-13,15.125
2016-09-14,15.125
2016-09-15,15.125
2016-09-16,15.25
2016-09-19,15.25
2016-09-20,15.25
2016-09-21,15.5
2016-09-22,15.524999618530273
2016-09-23,15.649999618530273
2016-09-26,15.649999618530273
2016-09-27,15.649999618530273
2016-09-28,15.5
2016-09-29,15.404999732971191
2016-09-30,15.404999732971191
2016-10-03,15.404999732971191
2016-10-04,15.654999732971191
2016-10-05,16.0
2016-10-06,15.755000114440918
2016-10-07,16.165000915527344
2016-10-10,16.165000915527344
2016-10-11,16.165000915527344
2016-10-12,16.0
2016-10-13,16.0
2016-10-14,16.024999618530273
2016-10-17,15.880000114440918
2016-10-18,16.25
2016-10-19,16.5
2016-10-20,16.5
2016-10-21,16.5
2016-10-24,16.5
2016-10-25,16.5
2016-10-26,16.5
2016-10-27,16.5
2016-10-28,16.5
2016-10-31,16.5
2016-11-01,16.5
2016-11-02,16.549999237060547
2016-11-03,16.549999237060547
2016-11-04,16.549999237060547
2016-11-07,16.575000762939453
2016-11-08,16.575000762939453
2016-11-09,17.0
2016-11-10,17.0
2016-11-11,16.399999618530273
2016-11-14,16.399999618530273
2016-11-15,17.25
2016-11-16,17.274999618530273
2016-11-17,17.25
2016-11-18,17.274999618530273
2016-11-21,17.274999618530273
2016-11-22,17.25
2016-11-23,17.25
2016-11-25,17.0
2016-11-28,17.0
2016-11-29,16.625
2016-11-30,16.625
2016-12-01,16.899999618530273
2016-12-02,16.899999618530273
2016-12-05,16.899999618530273
2016-12-06,17.5
2016-12-07,17.1299991607666
2016-12-08,17.5
2016-12-09,17.5
2016-12-12,17.5
2016-12-13,17.575000762939453
2016-12-14,17.575000762939453
2016-12-15,17.200000762939453
2016-12-16,17.200000762939453
2016-12-19,17.200000762939453
2016-12-20,17.30500030517578
2016-12-21,17.399999618530273
2016-12-22,17.399999618530273
2016-12-23,20.0
2016-12-27,19.625
2016-12-28,19.625
2016-12-29,17.5
2016-12-30,17.5
2017-01-03,17.5
2017-01-04,19.5
2017-01-05,19.5
2017-01-06,18.5
2017-01-09,17.510000228881836
2017-01-10,17.55500030517578
2017-01-11,17.55500030517578
2017-01-12,17.55500030517578
2017-01-13,17.55500030517578
2017-01-17,17.725000381469727
2017-01-18,18.0
2017-01-19,17.55500030517578
2017-01-20,18.299999237060547
2017-01-23,18.0
2017-01-24,17.75
2017-01-25,17.75
2017-01-26,17.75
2017-01-27,17.75
2017-01-30,18.0
2017-01-31,18.0
2017-02-01,17.625
2017-02-02,17.625
2017-02-03,17.875
2017-02-06,17.875
2017-02-07,17.875
2017-02-08,18.399999618530273
2017-02-09,19.024999618530273
2017-02-10,19.125
2017-02-13,19.625
2017-02-14,21.25
2017-02-15,20.0
2017-02-16,20.0
2017-02-17,19.635000228881836
2017-02-21,19.655000686645508
2017-02-22,19.655000686645508
2017-02-23,20.975000381469727
2017-02-24,20.0
2017-02-27,20.0
2017-02-28,19.655000686645508
2017-03-01,20.0
2017-03-02,20.125
2017-03-03,20.975000381469727
2017-03-06,20.975000381469727
2017-03-07,22.875
2017-03-08,22.875
2017-03-09,22.21500015258789
2017-03-10,22.084999084472656
2017-03-13,22.25
2017-03-14,21.5
2017-03-15,21.5
2017-03-16,21.5
2017-03-17,21.524999618530273
2017-03-20,21.5
2017-03-21,21.530000686645508
2017-03-22,21.5
2017-03-23,21.5
2017-03-24,21.5
2017-03-27,20.700000762939453
2017-03-28,21.0
2017-03-29,21.100000381469727
2017-03-30,21.100000381469727
2017-03-31,21.049999237060547
2017-04-03,21.049999237060547
2017-04-04,21.0049991607666
2017-04-05,21.100000381469727
2017-04-06,21.049999237060547
2017-04-07,21.100000381469727
2017-04-10,21.100000381469727
2017-04-11,21.2549991607666
2017-04-12,21.2549991607666
2017-04-13,21.5
2017-04-17,21.75
2017-04-18,21.875
2017-04-19,21.5
2017-04-20,21.875
2017-04-21,21.875
2017-04-24,22.25
2017-04-25,22.25
2017-04-26,22.25
2017-04-27,22.25
2017-04-28,21.600000381469727
2017-05-01,21.350000381469727
2017-05-02,21.350000381469727
2017-05-03,21.5
2017-05-04,21.5
2017-05-05,23.125
2017-05-08,23.450000762939453
2017-05-09,23.5
2017-05-10,24.100000381469727
2017-05-11,25.0
2017-05-12,25.5
2017-05-15,25.010000228881836
2017-05-16,26.549999237060547
2017-05-17,27.75
2017-05-18,28.375
2017-05-19,28.8700008392334
2017-05-22,29.0
2017-05-23,28.6200008392334
2017-05-24,28.405000686645508
2017-05-25,28.625
2017-05-26,28.110000610351562
2017-05-30,28.0
2017-05-31,28.0
2017-06-01,27.155000686645508
2017-06-02,28.5
2017-06-05,28.024999618530273
2017-06-06,26.854999542236328
2017-06-07,26.25
2017-06-08,25.950000762939453
2017-06-09,25.815000534057617
2017-06-12,25.299999237060547
2017-06-13,25.924999237060547
2017-06-14,25.600000381469727
2017-06-15,25.969999313354492
2017-06-16,27.399999618530273
2017-06-19,25.600000381469727
2017-06-20,24.825000762939453
2017-06-21,25.25
2017-06-22,25.360000610351562
2017-06-23,27.989999771118164
2017-06-26,28.75
2017-06-27,29.5
2017-06-28,31.0
2017-06-29,31.270000457763672
2017-06-30,31.0
2017-07-03,31.485000610351562
2017-07-05,32.17499923706055
2017-07-06,31.96500015258789
2017-07-07,31.885000228881836
2017-07-10,30.704999923706055
2017-07-11,30.889999389648438
2017-07-12,31.049999237060547
2017-07-13,30.850000381469727
2017-07-14,31.0
2017-07-17,30.44499969482422
2017-07-18,29.799999237060547
2017-07-19,29.625
2017-07-20,29.604999542236328
2017-07-21,28.924999237060547
2017-07-24,29.190000534057617
2017-07-25,30.225000381469727
2017-07-26,29.7549991607666
2017-07-27,29.309999465942383
2017-07-28,29.450000762939453
2017-07-31,29.825000762939453
2017-08-01,30.270000457763672
2017-08-02,29.985000610351562
2017-08-03,30.0
2017-08-04,30.145000457763672
2017-08-07,30.239999771118164
2017-08-08,29.690000534057617
2017-08-09,29.2549991607666
2017-08-10,28.114999771118164
2017-08-11,28.06999969482422
2017-08-14,28.274999618530273
2017-08-15,27.770000457763672
2017-08-16,27.875
2017-08-17,27.790000915527344
2017-08-18,27.625
2017-08-21,27.81999969482422
2017-08-22,28.350000381469727
2017-08-23,29.395000457763672
2017-08-24,30.69499969482422
2017-08-25,30.899999618530273
2017-08-28,30.9950008392334
2017-08-29,30.9950008392334
2017-08-30,32.994998931884766
2017-08-31,33.47999954223633
2017-09-01,34.0
2017-09-05,37.5
2017-09-06,40.275001525878906
2017-09-07,41.025001525878906
2017-09-08,40.9900016784668
2017-09-11,41.744998931884766
2017-09-12,43.5
2017-09-13,43.34000015258789
2017-09-14,40.57500076293945
2017-09-15,37.630001068115234
2017-09-18,33.55500030517578
2017-09-19,34.279998779296875
2017-09-20,34.88999938964844
2017-09-21,35.349998474121094
2017-09-22,35.540000915527344
2017-09-25,35.400001525878906
2017-09-26,35.959999084472656
2017-09-27,35.95000076293945
2017-09-28,36.400001525878906
2017-09-29,36.45000076293945
2017-10-02,38.2400016784668
2017-10-03,38.15999984741211
2017-10-04,37.380001068115234
2017-10-05,37.7599983215332
2017-10-06,37.869998931884766
2017-10-09,38.84000015258789
2017-10-10,41.310001373291016
2017-10-11,40.5099983215332
2017-10-12,41.16999816894531
2017-10-13,41.56999969482422
2017-10-16,42.380001068115234
2017-10-17,40.869998931884766
2017-10-18,39.22999954223633
2017-10-19,39.130001068115234
2017-10-20,40.18000030517578
2017-10-23,39.7400016784668
2017-10-24,41.06999969482422
2017-10-25,40.939998626708984
2017-10-26,39.619998931884766
2017-10-27,40.47999954223633
2017-10-30,36.93000030517578
2017-10-31,37.02000045776367
2017-11-01,36.5099983215332
2017-11-02,37.900001525878906
2017-11-03,37.06999969482422
2017-11-06,37.75
2017-11-07,36.630001068115234
2017-11-08,36.0099983215332
2017-11-09,35.93000030517578
2017-11-10,35.86000061035156
2017-11-13,35.86000061035156
2017-11-14,35.84000015258789
2017-11-15,35.75
2017-11-16,37.810001373291016
2017-11-17,37.9900016784668
2017-11-20,37.869998931884766
2017-11-21,38.36000061035156
2017-11-22,37.630001068115234
2017-11-24,38.4900016784668
2017-11-27,38.400001525878906
2017-11-28,39.7400016784668
2017-11-29,40.34000015258789
2017-11-30,40.66999816894531
2017-12-01,39.540000915527344
2017-12-04,39.720001220703125
2017-12-05,39.41999816894531
2017-12-06,38.04999923706055
2017-12-07,39.08000183105469
2017-12-08,38.36000061035156
2017-12-11,38.20000076293945
2017-12-12,38.939998626708984
2017-12-13,40.380001068115234
2017-12-14,40.290000915527344
2017-12-15,43.20000076293945
2017-12-18,43.5
2017-12-19,43.08000183105469
2017-12-20,43.65999984741211
2017-12-21,43.47999954223633
2017-12-22,43.349998474121094
2017-12-26,42.41999816894531
2017-12-27,41.900001525878906
2017-12-28,41.029998779296875
2017-12-29,40.79999923706055
2018-01-02,39.93000030517578
2018-01-03,39.880001068115234
2018-01-04,39.5099983215332
2018-01-05,39.41999816894531
2018-01-08,39.310001373291016
2018-01-09,38.849998474121094
2018-01-10,37.939998626708984
2018-01-11,38.619998931884766
2018-01-12,38.47999954223633
2018-01-16,37.959999084472656
2018-01-17,38.4900016784668
2018-01-18,37.779998779296875
2018-01-19,38.540000915527344
2018-01-22,39.61000061035156
2018-01-23,39.33000183105469
2018-01-24,39.5
2018-01-25,39.81999969482422
2018-01-26,40.689998626708984
2018-01-29,40.27000045776367
2018-01-30,41.08000183105469
2018-01-31,40.68000030517578
2018-02-01,40.279998779296875
2018-02-02,39.720001220703125
2018-02-05,38.31999969482422
2018-02-06,38.08000183105469
2018-02-07,39.349998474121094
2018-02-08,38.09000015258789
2018-02-09,37.97999954223633
2018-02-12,39.619998931884766
2018-02-13,38.900001525878906
2018-02-14,38.2599983215332
2018-02-15,39.13999938964844
2018-02-16,38.93000030517578
2018-02-20,38.0099983215332
2018-02-21,39.0
2018-02-22,39.70000076293945
2018-02-23,39.47999954223633
2018-02-26,39.7599983215332
2018-02-27,38.5
2018-02-28,37.0
2018-03-01,35.029998779296875
2018-03-02,36.43000030517578
2018-03-05,36.75
2018-03-06,36.79999923706055
2018-03-07,36.560001373291016
2018-03-08,37.54999923706055
2018-03-09,38.560001373291016
2018-03-12,38.36000061035156
2018-03-13,37.70000076293945
2018-03-14,36.970001220703125
2018-03-15,37.59000015258789
2018-03-16,40.970001220703125
2018-03-19,42.599998474121094
2018-03-20,42.45000076293945
2018-03-21,40.7599983215332
2018-03-22,40.08000183105469
2018-03-23,40.220001220703125
2018-03-26,40.34000015258789
2018-03-27,39.900001525878906
2018-03-28,40.58000183105469
2018-03-29,40.369998931884766
2018-04-02,40.529998779296875
2018-04-03,39.56999969482422
2018-04-04,39.90999984741211
2018-04-05,39.84000015258789
2018-04-06,39.439998626708984
2018-04-09,39.79999923706055
2018-04-10,39.41999816894531
2018-04-11,40.56999969482422
2018-04-12,39.880001068115234
2018-04-13,39.650001525878906
2018-04-16,39.61000061035156
2018-04-17,39.779998779296875
2018-04-18,40.66999816894531
2018-04-19,40.150001525878906
2018-04-20,40.66999816894531
2018-04-23,42.099998474121094
2018-04-24,42.119998931884766
2018-04-25,44.77000045776367
2018-04-26,44.779998779296875
2018-04-27,44.68000030517578
2018-04-30,44.11000061035156
2018-05-01,44.900001525878906
2018-05-02,45.0
2018-05-03,44.970001220703125
2018-05-04,44.86000061035156
2018-05-07,45.20000076293945
2018-05-08,43.97999954223633
2018-05-09,42.099998474121094
2018-05-10,40.7599983215332
2018-05-11,42.9900016784668
2018-05-14,41.90999984741211
2018-05-15,42.25
2018-05-16,42.25
2018-05-17,42.25
2018-05-18,41.369998931884766
2018-05-21,42.0
2018-05-22,41.4900016784668
2018-05-23,42.2400016784668
2018-05-24,41.7599983215332
2018-05-25,41.439998626708984
2018-05-29,41.38999938964844
2018-05-30,41.13999938964844
2018-05-31,41.349998474121094
2018-06-01,41.900001525878906
2018-06-04,41.560001373291016
2018-06-05,43.56999969482422
2018-06-06,43.5
2018-06-07,42.5
2018-06-08,41.40999984741211
2018-06-11,41.58000183105469
2018-06-12,41.5099983215332
2018-06-13,41.290000915527344
2018-06-14,41.29999923706055
2018-06-15,41.630001068115234
2018-06-18,41.599998474121094
2018-06-19,42.5
2018-06-20,42.9900016784668
2018-06-21,42.34000015258789
2018-06-22,48.400001525878906
2018-06-25,47.06999969482422
2018-06-26,46.2400016784668
2018-06-27,44.95000076293945
2018-06-28,43.310001373291016
2018-06-29,40.349998474121094
2018-07-02,39.4900016784668
2018-07-03,39.900001525878906
2018-07-05,40.02000045776367
2018-07-06,41.470001220703125
2018-07-09,42.150001525878906
2018-07-10,42.349998474121094
2018-07-11,42.880001068115234
2018-07-12,42.310001373291016
2018-07-13,42.900001525878906
2018-07-16,42.939998626708984
2018-07-17,45.599998474121094
2018-07-18,46.869998931884766
2018-07-19,47.650001525878906
2018-07-20,47.61000061035156
2018-07-23,47.61000061035156
2018-07-24,47.68000030517578
2018-07-25,47.52000045776367
2018-07-26,47.779998779296875
2018-07-27,45.4900016784668
2018-07-30,44.68000030517578
2018-07-31,46.63999938964844
2018-08-01,46.099998474121094
2018-08-02,46.599998474121094
2018-08-03,45.29999923706055
2018-08-06,46.70000076293945
2018-08-07,45.58000183105469
2018-08-08,45.119998931884766
2018-08-09,45.13999938964844
2018-08-10,45.36000061035156
2018-08-13,45.029998779296875
2018-08-14,45.150001525878906
2018-08-15,44.9900016784668
2018-08-16,44.72999954223633
2018-08-17,43.880001068115234
2018-08-20,44.59000015258789
2018-08-21,44.20000076293945
2018-08-22,44.060001373291016
2018-08-23,44.11000061035156
2018-08-24,44.65999984741211
2018-08-27,45.0
2018-08-28,45.09000015258789
2018-08-29,45.43000030517578
2018-08-30,44.58000183105469
2018-08-31,45.4900016784668
2018-09-04,45.58000183105469
2018-09-05,45.83000183105469
2018-09-06,45.63999938964844
2018-09-07,45.4900016784668
2018-09-10,45.63999938964844
2018-09-11,43.77000045776367
2018-09-12,44.13999938964844
2018-09-13,43.599998474121094
2018-09-14,43.9900016784668
2018-09-17,42.56999969482422
2018-09-18,42.709999084472656
2018-09-19,42.11000061035156
2018-09-20,41.70000076293945
2018-09-21,42.95000076293945
2018-09-24,42.400001525878906
2018-09-25,42.650001525878906
2018-09-26,42.2599983215332
2018-09-27,42.459999084472656
2018-09-28,42.59000015258789
2018-10-01,42.25
2018-10-02,43.0099983215332
2018-10-03,43.630001068115234
2018-10-04,44.38999938964844
2018-10-05,46.16999816894531
2018-10-08,45.9900016784668
2018-10-09,44.220001220703125
2018-10-10,44.0
2018-10-11,43.25
2018-10-12,41.849998474121094
2018-10-15,42.779998779296875
2018-10-16,42.95000076293945
2018-10-17,41.720001220703125
2018-10-18,42.33000183105469
2018-10-19,41.22999954223633
2018-10-22,42.0
2018-10-23,42.0
2018-10-24,41.41999816894531
2018-10-25,41.95000076293945
2018-10-26,41.709999084472656
2018-10-29,41.95000076293945
2018-10-30,41.900001525878906
2018-10-31,40.650001525878906
2018-11-01,41.27000045776367
2018-11-02,41.529998779296875
2018-11-05,41.560001373291016
2018-11-06,41.33000183105469
2018-11-07,41.959999084472656
2018-11-08,41.58000183105469
2018-11-09,41.0
2018-11-12,41.0
2018-11-13,41.18000030517578
2018-11-14,41.20000076293945
2018-11-15,41.72999954223633
2018-11-16,41.41999816894531
2018-11-19,41.75
2018-11-20,41.36000061035156
