,ALBO
2008-01-02,2718.0
2008-01-03,2731.199951171875
2008-01-04,2758.800048828125
2008-01-07,2955.60009765625
2008-01-08,2890.800048828125
2008-01-09,2995.199951171875
2008-01-10,2838.0
2008-01-11,2822.39990234375
2008-01-14,2818.800048828125
2008-01-15,2841.60009765625
2008-01-16,2661.60009765625
2008-01-17,2403.60009765625
2008-01-18,2310.0
2008-01-22,2223.60009765625
2008-01-23,2144.39990234375
2008-01-24,2138.39990234375
2008-01-25,2143.199951171875
2008-01-28,2118.0
2008-01-29,2144.39990234375
2008-01-30,2160.0
2008-01-31,2139.60009765625
2008-02-01,2019.5999755859375
2008-02-04,2175.60009765625
2008-02-05,2067.60009765625
2008-02-06,1914.0
2008-02-07,1800.0
2008-02-08,1866.0
2008-02-11,1890.0
2008-02-12,1876.800048828125
2008-02-13,1874.4000244140625
2008-02-14,1840.800048828125
2008-02-15,1761.5999755859375
2008-02-19,1684.800048828125
2008-02-20,1608.0
2008-02-21,1580.4000244140625
2008-02-22,1627.199951171875
2008-02-25,1708.800048828125
2008-02-26,1711.199951171875
2008-02-27,1694.4000244140625
2008-02-28,1632.0
2008-02-29,1678.800048828125
2008-03-03,1550.4000244140625
2008-03-04,1526.4000244140625
2008-03-05,1524.0
2008-03-06,1497.5999755859375
2008-03-07,1336.800048828125
2008-03-10,1246.800048828125
2008-03-11,1234.800048828125
2008-03-12,1214.4000244140625
2008-03-13,1292.4000244140625
2008-03-14,1198.800048828125
2008-03-17,1164.0
2008-03-18,1228.800048828125
2008-03-19,1224.0
2008-03-20,1270.800048828125
2008-03-24,1310.4000244140625
2008-03-25,1324.800048828125
2008-03-26,1284.0
2008-03-27,1287.5999755859375
2008-03-28,1266.0
2008-03-31,1302.0
2008-04-01,1419.5999755859375
2008-04-02,1478.4000244140625
2008-04-03,1506.0
2008-04-04,1490.4000244140625
2008-04-07,1546.800048828125
2008-04-08,1540.800048828125
2008-04-09,1585.199951171875
2008-04-10,1540.800048828125
2008-04-11,1512.0
2008-04-14,1492.800048828125
2008-04-15,1442.4000244140625
2008-04-16,1564.800048828125
2008-04-17,1518.0
2008-04-18,1548.0
2008-04-21,1557.5999755859375
2008-04-22,1596.0
2008-04-23,1653.5999755859375
2008-04-24,1677.5999755859375
2008-04-25,1621.199951171875
2008-04-28,1648.800048828125
2008-04-29,1635.5999755859375
2008-04-30,1660.800048828125
2008-05-01,1683.5999755859375
2008-05-02,1701.5999755859375
2008-05-05,1689.5999755859375
2008-05-06,1785.5999755859375
2008-05-07,1740.0
2008-05-08,1748.4000244140625
2008-05-09,1878.0
2008-05-12,1971.5999755859375
2008-05-13,1934.4000244140625
2008-05-14,1983.5999755859375
2008-05-15,1978.800048828125
2008-05-16,1899.5999755859375
2008-05-19,1959.5999755859375
2008-05-20,1950.0
2008-05-21,1893.5999755859375
2008-05-22,1874.4000244140625
2008-05-23,1874.4000244140625
2008-05-27,1779.5999755859375
2008-05-28,1742.4000244140625
2008-05-29,1893.5999755859375
2008-05-30,1880.4000244140625
2008-06-02,1843.199951171875
2008-06-03,1800.0
2008-06-04,1812.0
2008-06-05,1926.0
2008-06-06,1846.800048828125
2008-06-09,1831.199951171875
2008-06-10,1831.199951171875
2008-06-11,1822.800048828125
2008-06-12,1792.800048828125
2008-06-13,1818.0
2008-06-16,1860.0
2008-06-17,1818.0
2008-06-18,1774.800048828125
2008-06-19,1764.0
2008-06-20,1802.4000244140625
2008-06-23,1798.800048828125
2008-06-24,1723.199951171875
2008-06-25,1792.800048828125
2008-06-26,1660.800048828125
2008-06-27,1670.4000244140625
2008-06-30,1560.0
2008-07-01,1486.800048828125
2008-07-02,1406.4000244140625
2008-07-03,1407.5999755859375
2008-07-07,1431.5999755859375
2008-07-08,1461.5999755859375
2008-07-09,1533.5999755859375
2008-07-10,1566.0
2008-07-11,1650.0
2008-07-14,1674.0
2008-07-15,1666.800048828125
2008-07-16,1746.0
2008-07-17,1944.0
2008-07-18,1861.199951171875
2008-07-21,1874.4000244140625
2008-07-22,1914.0
2008-07-23,1972.800048828125
2008-07-24,1947.5999755859375
2008-07-25,1966.800048828125
2008-07-28,2005.199951171875
2008-07-29,2068.800048828125
2008-07-30,2071.199951171875
2008-07-31,2019.5999755859375
2008-08-01,2092.800048828125
2008-08-04,2067.60009765625
2008-08-05,2036.4000244140625
2008-08-06,2126.39990234375
2008-08-07,2114.39990234375
2008-08-08,2180.39990234375
2008-08-11,2281.199951171875
2008-08-12,2212.800048828125
2008-08-13,2252.39990234375
2008-08-14,2217.60009765625
2008-08-15,2212.800048828125
2008-08-18,2270.39990234375
2008-08-19,2244.0
2008-08-20,2208.0
2008-08-21,2224.800048828125
2008-08-22,2182.800048828125
2008-08-25,2139.60009765625
2008-08-26,2036.4000244140625
2008-08-27,2056.800048828125
2008-08-28,2126.39990234375
2008-08-29,2144.39990234375
2008-09-02,2101.199951171875
2008-09-03,2121.60009765625
2008-09-04,2160.0
2008-09-05,2044.800048828125
2008-09-08,690.0
2008-09-09,600.0
2008-09-10,631.2000122070312
2008-09-11,616.7999877929688
2008-09-12,686.4000244140625
2008-09-15,660.0
2008-09-16,675.5999755859375
2008-09-17,631.2000122070312
2008-09-18,612.0
2008-09-19,684.0
2008-09-22,643.2000122070312
2008-09-23,636.0
2008-09-24,583.2000122070312
2008-09-25,550.7999877929688
2008-09-26,483.6000061035156
2008-09-29,409.20001220703125
2008-09-30,402.0
2008-10-01,412.79998779296875
2008-10-02,376.79998779296875
2008-10-03,340.79998779296875
2008-10-06,286.79998779296875
2008-10-07,255.60000610351562
2008-10-08,224.39999389648438
2008-10-09,247.1999969482422
2008-10-10,273.6000061035156
2008-10-13,318.0
2008-10-14,312.0
2008-10-15,256.79998779296875
2008-10-16,266.3999938964844
2008-10-17,240.0
2008-10-20,230.39999389648438
2008-10-21,249.60000610351562
2008-10-22,243.60000610351562
2008-10-23,244.8000030517578
2008-10-24,253.1999969482422
2008-10-27,234.0
2008-10-28,242.39999389648438
2008-10-29,231.60000610351562
2008-10-30,238.8000030517578
2008-10-31,266.3999938964844
2008-11-03,274.79998779296875
2008-11-04,276.0
2008-11-05,319.20001220703125
2008-11-06,271.20001220703125
2008-11-07,273.6000061035156
2008-11-10,303.6000061035156
2008-11-11,303.6000061035156
2008-11-12,272.3999938964844
2008-11-13,294.0
2008-11-14,282.0
2008-11-17,285.6000061035156
2008-11-18,302.3999938964844
2008-11-19,292.79998779296875
2008-11-20,296.3999938964844
2008-11-21,284.3999938964844
2008-11-24,292.79998779296875
2008-11-25,277.20001220703125
2008-11-26,297.6000061035156
2008-11-28,330.0
2008-12-01,292.79998779296875
2008-12-02,314.3999938964844
2008-12-03,322.79998779296875
2008-12-04,313.20001220703125
2008-12-05,294.0
2008-12-08,288.0
2008-12-09,284.3999938964844
2008-12-10,292.79998779296875
2008-12-11,276.0
2008-12-12,274.79998779296875
2008-12-15,301.20001220703125
2008-12-16,325.20001220703125
2008-12-17,366.0
2008-12-18,384.0
2008-12-19,454.79998779296875
2008-12-22,445.20001220703125
2008-12-23,489.6000061035156
2008-12-24,488.3999938964844
2008-12-26,458.3999938964844
2008-12-29,465.6000061035156
2008-12-30,538.7999877929688
2008-12-31,578.4000244140625
2009-01-02,552.0
2009-01-05,550.7999877929688
2009-01-06,570.0
2009-01-07,567.5999755859375
2009-01-08,531.5999755859375
2009-01-09,511.20001220703125
2009-01-12,528.0
2009-01-13,526.7999877929688
2009-01-14,510.0
2009-01-15,484.79998779296875
2009-01-16,458.3999938964844
2009-01-20,418.79998779296875
2009-01-21,474.0
2009-01-22,441.6000061035156
2009-01-23,459.6000061035156
2009-01-26,494.3999938964844
2009-01-27,502.79998779296875
2009-01-28,538.7999877929688
2009-01-29,507.6000061035156
2009-01-30,530.4000244140625
2009-02-02,564.0
2009-02-03,588.0
2009-02-04,560.4000244140625
2009-02-05,573.5999755859375
2009-02-06,576.0
2009-02-09,586.7999877929688
2009-02-10,602.4000244140625
2009-02-11,619.2000122070312
2009-02-12,584.4000244140625
2009-02-13,592.7999877929688
2009-02-17,579.5999755859375
2009-02-18,507.6000061035156
2009-02-19,460.79998779296875
2009-02-20,420.0
2009-02-23,432.0
2009-02-24,469.20001220703125
2009-02-25,469.20001220703125
2009-02-26,432.0
2009-02-27,446.3999938964844
2009-03-02,447.6000061035156
2009-03-03,433.20001220703125
2009-03-04,442.79998779296875
2009-03-05,444.0
2009-03-06,417.6000061035156
2009-03-09,458.3999938964844
2009-03-10,493.20001220703125
2009-03-11,494.3999938964844
2009-03-12,496.79998779296875
2009-03-13,482.3999938964844
2009-03-16,457.20001220703125
2009-03-17,480.0
2009-03-18,513.5999755859375
2009-03-19,526.7999877929688
2009-03-20,529.2000122070312
2009-03-23,534.0
2009-03-24,523.2000122070312
2009-03-25,598.7999877929688
2009-03-26,614.4000244140625
2009-03-27,592.7999877929688
2009-03-30,606.0
2009-03-31,625.2000122070312
2009-04-01,627.5999755859375
2009-04-02,642.0
2009-04-03,664.7999877929688
2009-04-06,644.4000244140625
2009-04-07,613.2000122070312
2009-04-08,624.0
2009-04-09,654.0
2009-04-13,686.4000244140625
2009-04-14,660.0
2009-04-15,675.5999755859375
2009-04-16,673.2000122070312
2009-04-17,672.0
2009-04-20,608.4000244140625
2009-04-21,637.2000122070312
2009-04-22,637.2000122070312
2009-04-23,603.5999755859375
2009-04-24,602.4000244140625
2009-04-27,555.5999755859375
2009-04-28,582.0
2009-04-29,608.4000244140625
2009-04-30,576.0
2009-05-01,560.4000244140625
2009-05-04,552.0
2009-05-05,554.4000244140625
2009-05-06,560.4000244140625
2009-05-07,512.4000244140625
2009-05-08,470.3999938964844
2009-05-11,514.7999877929688
2009-05-12,510.0
2009-05-13,483.6000061035156
2009-05-14,498.0
2009-05-15,510.0
2009-05-18,534.0
2009-05-19,536.4000244140625
2009-05-20,547.2000122070312
2009-05-21,542.4000244140625
2009-05-22,542.4000244140625
2009-05-26,543.5999755859375
2009-05-27,524.4000244140625
2009-05-28,532.7999877929688
2009-05-29,526.7999877929688
2009-06-01,552.0
2009-06-02,548.4000244140625
2009-06-03,554.4000244140625
2009-06-04,596.4000244140625
2009-06-05,600.0
2009-06-08,597.5999755859375
2009-06-09,616.7999877929688
2009-06-10,645.5999755859375
2009-06-11,680.4000244140625
2009-06-12,714.0
2009-06-15,628.7999877929688
2009-06-16,588.0
2009-06-17,627.5999755859375
2009-06-18,636.0
2009-06-19,637.2000122070312
2009-06-22,626.4000244140625
2009-06-23,616.7999877929688
2009-06-24,601.2000122070312
2009-06-25,612.0
2009-06-26,638.4000244140625
2009-06-29,638.4000244140625
2009-06-30,619.2000122070312
2009-07-01,600.0
2009-07-02,562.7999877929688
2009-07-06,600.0
2009-07-07,602.4000244140625
2009-07-08,572.4000244140625
2009-07-09,554.4000244140625
2009-07-10,553.2000122070312
2009-07-13,583.2000122070312
2009-07-14,584.4000244140625
2009-07-15,597.5999755859375
2009-07-16,600.0
2009-07-17,594.0
2009-07-20,620.4000244140625
2009-07-21,616.7999877929688
2009-07-22,639.5999755859375
2009-07-23,644.4000244140625
2009-07-24,625.2000122070312
2009-07-27,624.0
2009-07-28,621.5999755859375
2009-07-29,601.2000122070312
2009-07-30,607.2000122070312
2009-07-31,591.5999755859375
2009-08-03,578.4000244140625
2009-08-04,604.7999877929688
2009-08-05,600.0
2009-08-06,589.2000122070312
2009-08-07,613.2000122070312
2009-08-10,612.0
2009-08-11,577.2000122070312
2009-08-12,591.5999755859375
2009-08-13,594.0
2009-08-14,588.0
2009-08-17,591.5999755859375
2009-08-18,600.0
2009-08-19,603.5999755859375
2009-08-20,609.5999755859375
2009-08-21,613.2000122070312
2009-08-24,625.2000122070312
2009-08-25,615.5999755859375
2009-08-26,626.4000244140625
2009-08-27,619.2000122070312
2009-08-28,604.7999877929688
2009-08-31,610.7999877929688
2009-09-01,583.2000122070312
2009-09-02,589.2000122070312
2009-09-03,604.7999877929688
2009-09-04,609.5999755859375
2009-09-08,618.0
2009-09-09,622.7999877929688
2009-09-10,612.0
2009-09-11,624.0
2009-09-14,634.7999877929688
2009-09-15,627.5999755859375
2009-09-16,627.5999755859375
2009-09-17,630.0
2009-09-18,621.5999755859375
2009-09-21,630.0
2009-09-22,621.5999755859375
2009-09-23,613.2000122070312
2009-09-24,613.2000122070312
2009-09-25,576.0
2009-09-28,609.5999755859375
2009-09-29,627.5999755859375
2009-09-30,644.4000244140625
2009-10-01,632.4000244140625
2009-10-02,622.7999877929688
2009-10-05,620.4000244140625
2009-10-06,628.7999877929688
2009-10-07,631.2000122070312
2009-10-08,601.2000122070312
2009-10-09,619.2000122070312
2009-10-12,624.0
2009-10-13,630.0
2009-10-14,624.0
2009-10-15,606.0
2009-10-16,603.5999755859375
2009-10-19,595.2000122070312
2009-10-20,586.7999877929688
2009-10-21,588.0
2009-10-22,582.0
2009-10-23,571.2000122070312
2009-10-26,543.5999755859375
2009-10-27,531.5999755859375
2009-10-28,513.5999755859375
2009-10-29,493.20001220703125
2009-10-30,501.6000061035156
2009-11-02,496.79998779296875
2009-11-03,493.20001220703125
2009-11-04,513.5999755859375
2009-11-05,523.2000122070312
2009-11-06,516.0
2009-11-09,536.4000244140625
2009-11-10,501.6000061035156
2009-11-11,493.20001220703125
2009-11-12,481.20001220703125
2009-11-13,490.79998779296875
2009-11-16,501.6000061035156
2009-11-17,483.6000061035156
2009-11-18,460.79998779296875
2009-11-19,450.0
2009-11-20,498.0
2009-11-23,460.79998779296875
2009-11-24,464.3999938964844
2009-11-25,469.20001220703125
2009-11-27,424.79998779296875
2009-11-30,453.6000061035156
2009-12-01,477.6000061035156
2009-12-02,499.20001220703125
2009-12-03,477.6000061035156
2009-12-04,464.3999938964844
2009-12-07,474.0
2009-12-08,478.79998779296875
2009-12-09,477.6000061035156
2009-12-10,446.3999938964844
2009-12-11,454.79998779296875
2009-12-14,445.20001220703125
2009-12-15,474.0
2009-12-16,469.20001220703125
2009-12-17,454.79998779296875
2009-12-18,452.3999938964844
2009-12-21,463.20001220703125
2009-12-22,458.3999938964844
2009-12-23,490.79998779296875
2009-12-24,486.0
2009-12-28,498.0
2009-12-29,488.3999938964844
2009-12-30,495.6000061035156
2009-12-31,520.7999877929688
2010-01-04,528.0
2010-01-05,508.79998779296875
2010-01-06,536.4000244140625
2010-01-07,556.7999877929688
2010-01-08,576.0
2010-01-11,608.4000244140625
2010-01-12,600.0
2010-01-13,600.0
2010-01-14,579.5999755859375
2010-01-15,572.4000244140625
2010-01-19,576.0
2010-01-20,559.2000122070312
2010-01-21,540.0
2010-01-22,504.0
2010-01-25,495.6000061035156
2010-01-26,496.79998779296875
2010-01-27,495.6000061035156
2010-01-28,483.6000061035156
2010-01-29,481.20001220703125
2010-02-01,484.79998779296875
2010-02-02,478.79998779296875
2010-02-03,471.6000061035156
2010-02-04,438.0
2010-02-05,432.0
2010-02-08,398.3999938964844
2010-02-09,400.79998779296875
2010-02-10,414.0
2010-02-11,466.79998779296875
2010-02-12,433.20001220703125
2010-02-16,446.3999938964844
2010-02-17,435.6000061035156
2010-02-18,435.6000061035156
2010-02-19,430.79998779296875
2010-02-22,444.0
2010-02-23,490.79998779296875
2010-02-24,492.0
2010-02-25,480.0
2010-02-26,478.79998779296875
2010-03-01,522.0
2010-03-02,517.2000122070312
2010-03-03,508.79998779296875
2010-03-04,508.79998779296875
2010-03-05,506.3999938964844
2010-03-08,516.0
2010-03-09,523.2000122070312
2010-03-10,524.4000244140625
2010-03-11,526.7999877929688
2010-03-12,526.7999877929688
2010-03-15,530.4000244140625
2010-03-16,531.5999755859375
2010-03-17,526.7999877929688
2010-03-18,468.0
2010-03-19,487.20001220703125
2010-03-22,526.7999877929688
2010-03-23,525.5999755859375
2010-03-24,510.0
2010-03-25,504.0
2010-03-26,498.0
2010-03-29,517.2000122070312
2010-03-30,519.5999755859375
2010-03-31,512.4000244140625
2010-04-01,496.79998779296875
2010-04-05,498.0
2010-04-06,504.0
2010-04-07,511.20001220703125
2010-04-08,523.2000122070312
2010-04-09,571.2000122070312
2010-04-12,564.0
2010-04-13,550.7999877929688
2010-04-14,567.5999755859375
2010-04-15,571.2000122070312
2010-04-16,566.4000244140625
2010-04-19,556.7999877929688
2010-04-20,559.2000122070312
2010-04-21,537.5999755859375
2010-04-22,526.7999877929688
2010-04-23,548.4000244140625
2010-04-26,547.2000122070312
2010-04-27,534.0
2010-04-28,528.0
2010-04-29,543.5999755859375
2010-04-30,540.0
2010-05-03,601.2000122070312
2010-05-04,664.7999877929688
2010-05-05,673.2000122070312
2010-05-06,621.5999755859375
2010-05-07,686.4000244140625
2010-05-10,662.4000244140625
2010-05-11,645.5999755859375
2010-05-12,656.4000244140625
2010-05-13,658.7999877929688
2010-05-14,622.7999877929688
2010-05-17,637.2000122070312
2010-05-18,633.5999755859375
2010-05-19,663.5999755859375
2010-05-20,589.2000122070312
2010-05-21,589.2000122070312
2010-05-24,591.5999755859375
2010-05-25,559.2000122070312
2010-05-26,559.2000122070312
2010-05-27,595.2000122070312
2010-05-28,590.4000244140625
2010-06-01,542.4000244140625
2010-06-02,564.0
2010-06-03,555.5999755859375
2010-06-04,524.4000244140625
2010-06-07,490.79998779296875
2010-06-08,499.20001220703125
2010-06-09,490.79998779296875
2010-06-10,508.79998779296875
2010-06-11,505.20001220703125
2010-06-14,514.7999877929688
2010-06-15,558.0
2010-06-16,589.2000122070312
2010-06-17,578.4000244140625
2010-06-18,561.5999755859375
2010-06-21,534.0
2010-06-22,512.4000244140625
2010-06-23,504.0
2010-06-24,505.20001220703125
2010-06-25,487.20001220703125
2010-06-28,501.6000061035156
2010-06-29,468.0
2010-06-30,453.6000061035156
2010-07-01,441.6000061035156
2010-07-02,456.0
2010-07-06,441.6000061035156
2010-07-07,436.79998779296875
2010-07-08,444.0
2010-07-09,454.79998779296875
2010-07-12,453.6000061035156
2010-07-13,451.20001220703125
2010-07-14,441.6000061035156
2010-07-15,433.20001220703125
2010-07-16,416.3999938964844
2010-07-19,400.79998779296875
2010-07-20,400.79998779296875
2010-07-21,404.3999938964844
2010-07-22,424.79998779296875
2010-07-23,451.20001220703125
2010-07-26,489.6000061035156
2010-07-27,478.79998779296875
2010-07-28,470.3999938964844
2010-07-29,469.20001220703125
2010-07-30,468.0
2010-08-02,494.3999938964844
2010-08-03,534.0
2010-08-04,574.7999877929688
2010-08-05,534.0
2010-08-06,512.4000244140625
2010-08-09,496.79998779296875
2010-08-10,489.6000061035156
2010-08-11,476.3999938964844
2010-08-12,482.3999938964844
2010-08-13,489.6000061035156
2010-08-16,483.6000061035156
2010-08-17,486.0
2010-08-18,520.7999877929688
2010-08-19,510.0
2010-08-20,496.79998779296875
2010-08-23,516.0
2010-08-24,471.6000061035156
2010-08-25,463.20001220703125
2010-08-26,480.0
2010-08-27,465.6000061035156
2010-08-30,440.3999938964844
2010-08-31,446.3999938964844
2010-09-01,442.79998779296875
2010-09-02,465.6000061035156
2010-09-03,481.20001220703125
2010-09-07,470.3999938964844
2010-09-08,478.79998779296875
2010-09-09,476.3999938964844
2010-09-10,478.79998779296875
2010-09-13,519.5999755859375
2010-09-14,492.0
2010-09-15,513.5999755859375
2010-09-16,550.7999877929688
2010-09-17,598.7999877929688
2010-09-20,681.5999755859375
2010-09-21,632.4000244140625
2010-09-22,652.7999877929688
2010-09-23,640.7999877929688
2010-09-24,639.5999755859375
2010-09-27,646.7999877929688
2010-09-28,630.0
2010-09-29,638.4000244140625
2010-09-30,636.0
2010-10-01,609.5999755859375
2010-10-04,570.0
2010-10-05,542.4000244140625
2010-10-06,572.4000244140625
2010-10-07,540.0
2010-10-08,535.2000122070312
2010-10-11,517.2000122070312
2010-10-12,499.20001220703125
2010-10-13,517.2000122070312
2010-10-14,529.2000122070312
2010-10-15,505.20001220703125
2010-10-18,480.0
2010-10-19,484.79998779296875
2010-10-20,450.0
2010-10-21,447.6000061035156
2010-10-22,447.6000061035156
2010-10-25,459.6000061035156
2010-10-26,450.0
2010-10-27,428.3999938964844
2010-10-28,405.6000061035156
2010-10-29,435.6000061035156
2010-11-01,255.60000610351562
2010-11-02,226.8000030517578
2010-11-03,228.0
2010-11-04,231.60000610351562
2010-11-05,225.60000610351562
2010-11-08,241.1999969482422
2010-11-09,244.8000030517578
2010-11-10,244.8000030517578
2010-11-11,237.60000610351562
2010-11-12,232.8000030517578
2010-11-15,217.1999969482422
2010-11-16,204.0
2010-11-17,210.0
2010-11-18,220.8000030517578
2010-11-19,216.0
2010-11-22,205.1999969482422
2010-11-23,200.39999389648438
2010-11-24,193.1999969482422
2010-11-26,222.0
2010-11-29,212.39999389648438
2010-11-30,204.0
2010-12-01,205.1999969482422
2010-12-02,212.39999389648438
2010-12-03,216.0
2010-12-06,217.1999969482422
2010-12-07,216.0
2010-12-08,212.39999389648438
2010-12-09,216.0
2010-12-10,201.60000610351562
2010-12-13,194.39999389648438
2010-12-14,195.60000610351562
2010-12-15,202.8000030517578
2010-12-16,205.1999969482422
2010-12-17,217.1999969482422
2010-12-20,210.0
2010-12-21,216.0
2010-12-22,226.8000030517578
2010-12-23,218.39999389648438
2010-12-27,226.8000030517578
2010-12-28,234.0
2010-12-29,234.0
2010-12-30,230.39999389648438
2010-12-31,219.60000610351562
2011-01-03,230.39999389648438
2011-01-04,225.60000610351562
2011-01-05,224.39999389648438
2011-01-06,225.60000610351562
2011-01-07,228.0
2011-01-10,225.60000610351562
2011-01-11,230.39999389648438
2011-01-12,235.1999969482422
2011-01-13,300.0
2011-01-14,330.0
2011-01-18,302.3999938964844
2011-01-19,273.6000061035156
2011-01-20,285.6000061035156
2011-01-21,283.20001220703125
2011-01-24,262.79998779296875
2011-01-25,295.20001220703125
2011-01-26,284.3999938964844
2011-01-27,272.3999938964844
2011-01-28,258.0
2011-01-31,266.3999938964844
2011-02-01,266.3999938964844
2011-02-02,268.79998779296875
2011-02-03,272.3999938964844
2011-02-04,264.0
2011-02-07,250.8000030517578
2011-02-08,247.1999969482422
2011-02-09,244.8000030517578
2011-02-10,244.8000030517578
2011-02-11,247.1999969482422
2011-02-14,242.39999389648438
2011-02-15,240.0
2011-02-16,240.0
2011-02-17,232.8000030517578
2011-02-18,235.1999969482422
2011-02-22,236.39999389648438
2011-02-23,241.1999969482422
2011-02-24,248.39999389648438
2011-02-25,252.0
2011-02-28,243.60000610351562
2011-03-01,240.0
2011-03-02,246.0
2011-03-03,244.8000030517578
2011-03-04,241.1999969482422
2011-03-07,234.0
2011-03-08,268.79998779296875
2011-03-09,255.60000610351562
2011-03-10,255.60000610351562
2011-03-11,258.0
2011-03-14,254.39999389648438
2011-03-15,244.8000030517578
2011-03-16,240.0
2011-03-17,242.39999389648438
2011-03-18,254.39999389648438
2011-03-21,271.20001220703125
2011-03-22,254.39999389648438
2011-03-23,253.1999969482422
2011-03-24,246.0
2011-03-25,244.8000030517578
2011-03-28,244.8000030517578
2011-03-29,253.1999969482422
2011-03-30,249.60000610351562
2011-03-31,252.0
2011-04-01,252.0
2011-04-04,249.60000610351562
2011-04-05,247.1999969482422
2011-04-06,250.8000030517578
2011-04-07,249.60000610351562
2011-04-08,258.0
