,KO
1970-03-25,0.828125
1970-03-26,0.8346350193023682
1970-03-30,0.8385419845581055
1970-03-31,0.8359379768371582
1970-04-01,0.8372399806976318
1970-04-02,0.8359379768371582
1970-04-03,0.828125
1970-04-06,0.8177080154418945
1970-04-07,0.8229169845581055
1970-04-08,0.8098959922790527
1970-04-09,0.8125
1970-04-10,0.7955729961395264
1970-04-13,0.7825520038604736
1970-04-14,0.7786459922790527
1970-04-15,0.7916669845581055
1970-04-16,0.7890629768371582
1970-04-17,0.8072919845581055
1970-04-20,0.8033850193023682
1970-04-21,0.8033850193023682
1970-04-22,0.796875
1970-04-23,0.7864580154418945
1970-04-24,0.7864580154418945
1970-04-27,0.765625
1970-04-28,0.7565100193023682
1970-04-29,0.7734379768371582
1970-04-30,0.7682290077209473
1970-05-01,0.7578129768371582
1970-05-04,0.7395830154418945
1970-05-05,0.7135419845581055
1970-05-06,0.7239580154418945
1970-05-07,0.7395830154418945
1970-05-08,0.7473959922790527
1970-05-11,0.7513020038604736
1970-05-12,0.7408850193023682
1970-05-13,0.7330729961395264
1970-05-14,0.7317709922790527
1970-05-15,0.7356770038604736
1970-05-18,0.7395830154418945
1970-05-19,0.71875
1970-05-20,0.6861979961395264
1970-05-21,0.6757810115814209
1970-05-22,0.6875
1970-05-25,0.6627600193023682
1970-05-26,0.6666669845581055
1970-05-27,0.7096350193023682
1970-05-28,0.7291669845581055
1970-05-29,0.7408850193023682
1970-06-01,0.78125
1970-06-02,0.7708330154418945
1970-06-03,0.7708330154418945
1970-06-04,0.7773439884185791
1970-06-05,0.7552080154418945
1970-06-08,0.7565100193023682
1970-06-09,0.7460939884185791
1970-06-10,0.7421879768371582
1970-06-11,0.7317709922790527
1970-06-12,0.71875
1970-06-15,0.7174479961395264
1970-06-16,0.7552080154418945
1970-06-17,0.7473959922790527
1970-06-18,0.765625
1970-06-19,0.7708330154418945
1970-06-22,0.7578129768371582
1970-06-23,0.7565100193023682
1970-06-24,0.7421879768371582
1970-06-25,0.7421879768371582
1970-06-26,0.7421879768371582
1970-06-29,0.7226560115814209
1970-06-30,0.7226560115814209
1970-07-01,0.7239580154418945
1970-07-02,0.7473959922790527
1970-07-06,0.7382810115814209
1970-07-07,0.7291669845581055
1970-07-08,0.7552080154418945
1970-07-09,0.7447919845581055
1970-07-10,0.7617189884185791
1970-07-13,0.7591149806976318
1970-07-14,0.7460939884185791
1970-07-15,0.7473959922790527
1970-07-16,0.7421879768371582
1970-07-17,0.7539060115814209
1970-07-20,0.7578129768371582
1970-07-21,0.7617189884185791
1970-07-22,0.7513020038604736
1970-07-23,0.7526040077209473
1970-07-24,0.7408850193023682
1970-07-27,0.7434899806976318
1970-07-28,0.7369790077209473
1970-07-29,0.7473959922790527
1970-07-30,0.7604169845581055
1970-07-31,0.7578129768371582
1970-08-03,0.7460939884185791
1970-08-04,0.7421879768371582
1970-08-05,0.7356770038604736
1970-08-06,0.7382810115814209
1970-08-07,0.7395830154418945
1970-08-10,0.71875
1970-08-11,0.71875
1970-08-12,0.7161459922790527
1970-08-13,0.6940100193023682
1970-08-14,0.6927080154418945
1970-08-17,0.6901040077209473
1970-08-18,0.7005209922790527
1970-08-19,0.7109379768371582
1970-08-20,0.7135419845581055
1970-08-21,0.71875
1970-08-24,0.7395830154418945
1970-08-25,0.7486979961395264
1970-08-26,0.7552080154418945
1970-08-27,0.75
1970-08-28,0.7526040077209473
1970-08-31,0.7473959922790527
1970-09-01,0.7565100193023682
1970-09-02,0.7526040077209473
1970-09-03,0.7617189884185791
1970-09-04,0.7473959922790527
1970-09-08,0.765625
1970-09-09,0.7630209922790527
1970-09-10,0.7604169845581055
1970-09-11,0.7578129768371582
1970-09-14,0.7578129768371582
1970-09-15,0.7473959922790527
1970-09-16,0.7434899806976318
1970-09-17,0.7447919845581055
1970-09-18,0.7447919845581055
1970-09-21,0.7421879768371582
1970-09-22,0.7447919845581055
1970-09-23,0.7565100193023682
1970-09-24,0.7708330154418945
1970-09-25,0.78125
1970-09-28,0.7864580154418945
1970-09-29,0.7838540077209473
1970-09-30,0.7760419845581055
1970-10-01,0.7786459922790527
1970-10-02,0.7903649806976318
1970-10-05,0.8125
1970-10-06,0.8515629768371582
1970-10-07,0.8359379768371582
1970-10-08,0.8098959922790527
1970-10-09,0.796875
1970-10-12,0.796875
1970-10-13,0.7994790077209473
1970-10-14,0.8125
1970-10-15,0.8059899806976318
1970-10-16,0.8177080154418945
1970-10-19,0.8111979961395264
1970-10-20,0.8164060115814209
1970-10-21,0.8111979961395264
1970-10-22,0.8255209922790527
1970-10-23,0.8229169845581055
1970-10-26,0.8255209922790527
1970-10-27,0.828125
1970-10-28,0.8320310115814209
1970-10-29,0.8203129768371582
1970-10-30,0.8203129768371582
1970-11-02,0.8229169845581055
1970-11-03,0.8229169845581055
1970-11-04,0.8320310115814209
1970-11-05,0.8320310115814209
1970-11-06,0.8359379768371582
1970-11-09,0.8372399806976318
1970-11-10,0.8554689884185791
1970-11-11,0.8541669845581055
1970-11-12,0.8463540077209473
1970-11-13,0.8450520038604736
1970-11-16,0.8489580154418945
1970-11-17,0.8450520038604736
1970-11-18,0.8372399806976318
1970-11-19,0.8359379768371582
1970-11-20,0.8489580154418945
1970-11-23,0.8450520038604736
1970-11-24,0.8541669845581055
1970-11-25,0.8736979961395264
1970-11-27,0.8710939884185791
1970-11-30,0.8723959922790527
1970-12-01,0.8736979961395264
1970-12-02,0.8776040077209473
1970-12-03,0.8919270038604736
1970-12-04,0.8958330154418945
1970-12-07,0.9010419845581055
1970-12-08,0.9114580154418945
1970-12-09,0.8984379768371582
1970-12-10,0.8880209922790527
1970-12-11,0.8789060115814209
1970-12-14,0.875
1970-12-15,0.8776040077209473
1970-12-16,0.8776040077209473
1970-12-17,0.8736979961395264
1970-12-18,0.8697919845581055
1970-12-21,0.8658850193023682
1970-12-22,0.8632810115814209
1970-12-23,0.8580729961395264
1970-12-24,0.8645830154418945
1970-12-28,0.8723959922790527
1970-12-29,0.8815100193023682
1970-12-30,0.8945310115814209
1970-12-31,0.8828129768371582
1971-01-04,0.8658850193023682
1971-01-05,0.8541669845581055
1971-01-06,0.8684899806976318
1971-01-07,0.8945310115814209
1971-01-08,0.8945310115814209
1971-01-11,0.8932290077209473
1971-01-12,0.890625
1971-01-13,0.8958330154418945
1971-01-14,0.8958330154418945
1971-01-15,0.8932290077209473
1971-01-18,0.8828129768371582
1971-01-19,0.8828129768371582
1971-01-20,0.8893229961395264
1971-01-21,0.890625
1971-01-22,0.8867189884185791
1971-01-25,0.8932290077209473
1971-01-26,0.890625
