,ALLT
2007-08-31,6.130000114440918
2007-09-04,6.190000057220459
2007-09-05,6.079999923706055
2007-09-06,6.110000133514404
2007-09-07,6.03000020980835
2007-09-10,5.860000133514404
2007-09-11,6.070000171661377
2007-09-12,5.940000057220459
2007-09-13,5.800000190734863
2007-09-14,5.670000076293945
2007-09-17,5.820000171661377
2007-09-18,5.760000228881836
2007-09-19,5.679999828338623
2007-09-20,5.670000076293945
2007-09-21,5.809999942779541
2007-09-24,5.829999923706055
2007-09-25,5.630000114440918
2007-09-26,5.730000019073486
2007-09-27,5.909999847412109
2007-09-28,6.0
2007-10-01,6.090000152587891
2007-10-02,6.0
2007-10-03,6.03000020980835
2007-10-04,6.320000171661377
2007-10-05,6.699999809265137
2007-10-08,6.960000038146973
2007-10-09,6.739999771118164
2007-10-10,6.199999809265137
2007-10-11,6.0
2007-10-12,6.019999980926514
2007-10-15,5.940000057220459
2007-10-16,5.829999923706055
2007-10-17,5.769999980926514
2007-10-18,5.820000171661377
2007-10-19,5.699999809265137
2007-10-22,5.710000038146973
2007-10-23,5.699999809265137
2007-10-24,5.630000114440918
2007-10-25,5.699999809265137
2007-10-26,5.75
2007-10-29,5.789999961853027
2007-10-30,5.699999809265137
2007-10-31,6.25
2007-11-01,6.119999885559082
2007-11-02,5.949999809265137
2007-11-05,6.150000095367432
2007-11-06,6.110000133514404
2007-11-07,5.670000076293945
2007-11-08,5.699999809265137
2007-11-09,5.590000152587891
2007-11-12,5.360000133514404
2007-11-13,5.25
2007-11-14,5.230000019073486
2007-11-15,5.269999980926514
2007-11-16,5.199999809265137
2007-11-19,5.090000152587891
2007-11-20,5.010000228881836
2007-11-21,4.78000020980835
2007-11-23,4.940000057220459
2007-11-26,4.800000190734863
2007-11-27,4.710000038146973
2007-11-28,4.71999979019165
2007-11-29,4.75
2007-11-30,4.840000152587891
2007-12-03,4.659999847412109
2007-12-04,4.619999885559082
2007-12-05,4.71999979019165
2007-12-06,4.639999866485596
2007-12-07,4.510000228881836
2007-12-10,4.539999961853027
2007-12-11,4.400000095367432
2007-12-12,4.349999904632568
2007-12-13,4.5
2007-12-14,4.760000228881836
2007-12-17,4.789999961853027
2007-12-18,4.820000171661377
2007-12-19,4.800000190734863
2007-12-20,4.789999961853027
2007-12-21,4.789999961853027
2007-12-24,4.53000020980835
2007-12-26,4.730000019073486
2007-12-27,4.53000020980835
2007-12-28,4.809999942779541
2007-12-31,4.849999904632568
2008-01-02,4.809999942779541
2008-01-03,4.849999904632568
2008-01-04,4.769999980926514
2008-01-07,4.78000020980835
2008-01-08,4.71999979019165
2008-01-09,4.559999942779541
2008-01-10,4.550000190734863
2008-01-11,4.650000095367432
2008-01-14,4.699999809265137
2008-01-15,4.559999942779541
2008-01-16,4.460000038146973
2008-01-17,4.400000095367432
2008-01-18,4.389999866485596
2008-01-22,4.329999923706055
2008-01-23,4.150000095367432
2008-01-24,4.099999904632568
2008-01-25,4.119999885559082
2008-01-28,4.199999809265137
2008-01-29,4.239999771118164
2008-01-30,4.010000228881836
2008-01-31,3.9700000286102295
2008-02-01,4.0
2008-02-04,3.990000009536743
2008-02-05,3.9000000953674316
2008-02-06,3.9600000381469727
2008-02-07,3.7300000190734863
2008-02-08,3.4800000190734863
2008-02-11,3.4700000286102295
2008-02-12,3.0799999237060547
2008-02-13,2.9700000286102295
2008-02-14,2.950000047683716
2008-02-15,2.940000057220459
2008-02-19,2.859999895095825
2008-02-20,2.940000057220459
2008-02-21,2.9600000381469727
2008-02-22,2.930000066757202
2008-02-25,2.940000057220459
2008-02-26,2.9600000381469727
2008-02-27,2.990000009536743
2008-02-28,3.0
2008-02-29,2.799999952316284
2008-03-03,2.890000104904175
2008-03-04,2.8399999141693115
2008-03-05,2.869999885559082
2008-03-06,2.9000000953674316
2008-03-07,2.7200000286102295
2008-03-10,2.609999895095825
2008-03-11,2.619999885559082
2008-03-12,2.6600000858306885
2008-03-13,2.5999999046325684
2008-03-14,2.5299999713897705
2008-03-17,2.490000009536743
2008-03-18,2.569999933242798
2008-03-19,2.5799999237060547
2008-03-20,2.5799999237060547
2008-03-24,2.4600000381469727
2008-03-25,2.369999885559082
2008-03-26,2.240000009536743
2008-03-27,2.299999952316284
2008-03-28,2.299999952316284
2008-03-31,2.4000000953674316
2008-04-01,2.5
2008-04-02,2.690000057220459
2008-04-03,2.9600000381469727
2008-04-04,3.009999990463257
2008-04-07,2.880000114440918
2008-04-08,2.859999895095825
2008-04-09,2.799999952316284
2008-04-10,2.7200000286102295
2008-04-11,2.799999952316284
2008-04-14,2.9100000858306885
2008-04-15,2.990000009536743
2008-04-16,2.9800000190734863
2008-04-17,2.859999895095825
2008-04-18,2.9200000762939453
2008-04-21,2.9600000381469727
2008-04-22,3.0
2008-04-23,3.0
2008-04-24,3.2699999809265137
2008-04-25,3.2799999713897705
2008-04-28,3.4700000286102295
2008-04-29,3.5399999618530273
2008-04-30,3.450000047683716
2008-05-01,3.4600000381469727
2008-05-02,3.440000057220459
2008-05-05,3.3299999237060547
2008-05-06,3.2799999713897705
2008-05-07,3.2699999809265137
2008-05-08,3.319999933242798
2008-05-09,3.380000114440918
2008-05-12,3.359999895095825
2008-05-13,3.2799999713897705
2008-05-14,3.190000057220459
2008-05-15,3.200000047683716
2008-05-16,3.200000047683716
2008-05-19,3.180000066757202
2008-05-20,3.200000047683716
2008-05-21,3.1600000858306885
2008-05-22,3.2100000381469727
2008-05-23,3.1700000762939453
2008-05-27,3.1700000762939453
2008-05-28,3.1700000762939453
2008-05-29,3.0999999046325684
2008-05-30,3.0999999046325684
2008-06-02,3.0799999237060547
2008-06-03,3.069999933242798
2008-06-04,3.0
2008-06-05,3.049999952316284
2008-06-06,3.0299999713897705
2008-06-09,2.869999885559082
2008-06-10,2.8399999141693115
2008-06-11,2.9200000762939453
2008-06-12,2.799999952316284
2008-06-13,2.8299999237060547
2008-06-16,2.819999933242798
2008-06-17,2.75
2008-06-18,2.930000066757202
2008-06-19,2.9000000953674316
2008-06-20,2.950000047683716
2008-06-23,2.930000066757202
2008-06-24,2.930000066757202
2008-06-25,2.930000066757202
2008-06-26,2.9100000858306885
2008-06-27,2.8299999237060547
2008-06-30,2.940000057220459
2008-07-01,2.880000114440918
2008-07-02,2.880000114440918
2008-07-03,2.869999885559082
2008-07-07,2.799999952316284
2008-07-08,2.799999952316284
2008-07-09,2.759999990463257
2008-07-10,2.7699999809265137
2008-07-11,2.5899999141693115
2008-07-14,2.4600000381469727
2008-07-15,2.2899999618530273
2008-07-16,2.359999895095825
2008-07-17,2.3499999046325684
2008-07-18,2.5
2008-07-21,2.609999895095825
2008-07-22,2.6700000762939453
2008-07-23,2.6700000762939453
2008-07-24,2.6600000858306885
2008-07-25,2.619999885559082
2008-07-28,2.5399999618530273
2008-07-29,2.4800000190734863
2008-07-30,2.5299999713897705
2008-07-31,2.6500000953674316
2008-08-01,2.5299999713897705
2008-08-04,2.450000047683716
2008-08-05,2.4600000381469727
2008-08-06,2.4200000762939453
2008-08-07,2.4200000762939453
2008-08-08,2.5
2008-08-11,2.440000057220459
2008-08-12,2.5199999809265137
2008-08-13,2.490000009536743
2008-08-14,2.5
2008-08-15,2.5
2008-08-18,2.5299999713897705
2008-08-19,2.509999990463257
2008-08-20,2.5
2008-08-21,2.4800000190734863
2008-08-22,2.5
2008-08-25,2.5
2008-08-26,2.490000009536743
2008-08-27,2.4800000190734863
2008-08-28,2.4800000190734863
2008-08-29,2.4800000190734863
2008-09-02,2.5
2008-09-03,2.5
2008-09-04,2.5
2008-09-05,2.5
2008-09-08,2.549999952316284
2008-09-09,2.369999885559082
2008-09-10,2.390000104904175
2008-09-11,2.390000104904175
2008-09-12,2.3499999046325684
2008-09-15,2.3499999046325684
2008-09-16,2.4000000953674316
2008-09-17,2.4000000953674316
2008-09-18,2.450000047683716
2008-09-19,2.450000047683716
2008-09-22,2.390000104904175
2008-09-23,2.490000009536743
2008-09-24,2.390000104904175
2008-09-25,2.4000000953674316
2008-09-26,2.4000000953674316
2008-09-29,2.3399999141693115
2008-09-30,2.430000066757202
2008-10-01,2.430000066757202
2008-10-02,2.4200000762939453
2008-10-03,2.430000066757202
2008-10-06,2.430000066757202
2008-10-07,2.309999942779541
2008-10-08,2.319999933242798
2008-10-09,2.25
2008-10-10,2.25
2008-10-13,2.3499999046325684
2008-10-14,2.430000066757202
2008-10-15,2.3299999237060547
2008-10-16,2.3499999046325684
2008-10-17,2.3499999046325684
2008-10-20,2.440000057220459
2008-10-21,2.390000104904175
2008-10-22,2.3499999046325684
2008-10-23,2.299999952316284
2008-10-24,2.450000047683716
2008-10-27,2.2799999713897705
2008-10-28,2.200000047683716
2008-10-29,2.200000047683716
2008-10-30,2.2300000190734863
2008-10-31,2.25
2008-11-03,2.309999942779541
2008-11-04,2.4000000953674316
2008-11-05,2.3499999046325684
2008-11-06,2.25
2008-11-07,2.25
2008-11-10,2.25
2008-11-11,2.190000057220459
2008-11-12,2.2100000381469727
2008-11-13,2.140000104904175
2008-11-14,2.049999952316284
2008-11-17,2.0
2008-11-18,1.9700000286102295
2008-11-19,1.9700000286102295
2008-11-20,1.7899999618530273
2008-11-21,2.0899999141693115
2008-11-24,1.899999976158142
2008-11-25,1.909999966621399
2008-11-26,1.9600000381469727
2008-11-28,1.9900000095367432
2008-12-01,1.9800000190734863
2008-12-02,1.9900000095367432
2008-12-03,2.049999952316284
2008-12-04,2.0199999809265137
2008-12-05,2.0399999618530273
2008-12-08,1.7999999523162842
2008-12-09,1.840000033378601
2008-12-10,1.8700000047683716
2008-12-11,1.659999966621399
2008-12-12,1.75
2008-12-15,1.7100000381469727
2008-12-16,1.7000000476837158
2008-12-17,1.600000023841858
2008-12-18,1.7999999523162842
2008-12-19,1.9299999475479126
2008-12-22,1.7599999904632568
2008-12-23,1.7000000476837158
2008-12-24,1.7000000476837158
2008-12-26,1.6100000143051147
2008-12-29,1.690000057220459
2008-12-30,1.7200000286102295
2008-12-31,1.649999976158142
2009-01-02,1.75
2009-01-05,1.75
2009-01-06,1.7999999523162842
2009-01-07,1.7899999618530273
2009-01-08,1.75
2009-01-09,1.7400000095367432
2009-01-12,1.7300000190734863
2009-01-13,1.7100000381469727
2009-01-14,1.7000000476837158
2009-01-15,1.6699999570846558
2009-01-16,1.6699999570846558
2009-01-20,1.7000000476837158
2009-01-21,1.7400000095367432
2009-01-22,1.6799999475479126
2009-01-23,1.6699999570846558
2009-01-26,1.6399999856948853
2009-01-27,1.590000033378601
2009-01-28,1.4800000190734863
2009-01-29,1.600000023841858
2009-01-30,1.600000023841858
2009-02-02,1.590000033378601
2009-02-03,1.600000023841858
2009-02-04,1.6399999856948853
2009-02-05,1.559999942779541
2009-02-06,1.5800000429153442
2009-02-09,1.6399999856948853
2009-02-10,1.6200000047683716
2009-02-11,1.600000023841858
2009-02-12,1.559999942779541
2009-02-13,1.559999942779541
2009-02-17,1.5
2009-02-18,1.5700000524520874
2009-02-19,1.5700000524520874
2009-02-20,1.559999942779541
2009-02-23,1.5
2009-02-24,1.5700000524520874
2009-02-25,1.559999942779541
2009-02-26,1.4900000095367432
2009-02-27,1.4900000095367432
2009-03-02,1.440000057220459
2009-03-03,1.440000057220459
2009-03-04,1.440000057220459
2009-03-05,1.440000057220459
2009-03-06,1.4199999570846558
2009-03-09,1.4199999570846558
2009-03-10,1.6299999952316284
2009-03-11,1.590000033378601
2009-03-12,1.6799999475479126
2009-03-13,1.7100000381469727
2009-03-16,1.7000000476837158
2009-03-17,1.7100000381469727
2009-03-18,1.6799999475479126
2009-03-19,1.6399999856948853
2009-03-20,1.6799999475479126
2009-03-23,1.690000057220459
2009-03-24,1.6799999475479126
2009-03-25,1.649999976158142
2009-03-26,1.6200000047683716
2009-03-27,1.590000033378601
2009-03-30,1.6100000143051147
2009-03-31,1.600000023841858
2009-04-01,1.5199999809265137
2009-04-02,1.600000023841858
2009-04-03,1.649999976158142
2009-04-06,1.649999976158142
2009-04-07,1.6699999570846558
2009-04-08,1.7000000476837158
2009-04-09,1.7000000476837158
2009-04-13,1.7000000476837158
2009-04-14,1.7000000476837158
2009-04-15,1.7000000476837158
2009-04-16,1.7300000190734863
2009-04-17,1.7000000476837158
2009-04-20,1.7000000476837158
2009-04-21,1.7400000095367432
2009-04-22,1.7000000476837158
2009-04-23,1.7300000190734863
2009-04-24,1.7599999904632568
2009-04-27,1.8200000524520874
2009-04-28,1.8300000429153442
2009-04-29,1.940000057220459
2009-04-30,2.0999999046325684
2009-05-01,2.2200000286102295
2009-05-04,2.3299999237060547
2009-05-05,2.319999933242798
2009-05-06,2.3499999046325684
2009-05-07,2.259999990463257
2009-05-08,2.130000114440918
2009-05-11,2.2799999713897705
2009-05-12,2.25
2009-05-13,2.1600000858306885
2009-05-14,2.1700000762939453
2009-05-15,2.359999895095825
2009-05-18,2.369999885559082
2009-05-19,2.5
2009-05-20,2.7200000286102295
2009-05-21,2.680000066757202
2009-05-22,2.700000047683716
2009-05-26,2.5399999618530273
2009-05-27,2.6500000953674316
2009-05-28,2.700000047683716
2009-05-29,2.6500000953674316
2009-06-01,2.7100000381469727
2009-06-02,2.7699999809265137
2009-06-03,2.7200000286102295
2009-06-04,2.880000114440918
2009-06-05,3.0199999809265137
2009-06-08,3.0
2009-06-09,2.930000066757202
2009-06-10,2.930000066757202
2009-06-11,2.930000066757202
2009-06-12,2.9600000381469727
2009-06-15,2.9600000381469727
2009-06-16,3.0
2009-06-17,2.9800000190734863
2009-06-18,3.009999990463257
2009-06-19,3.009999990463257
2009-06-22,2.950000047683716
2009-06-23,3.0
2009-06-24,3.0
2009-06-25,3.0299999713897705
2009-06-26,3.0299999713897705
2009-06-29,3.0799999237060547
2009-06-30,3.049999952316284
2009-07-01,3.0799999237060547
2009-07-02,3.0799999237060547
2009-07-06,3.109999895095825
2009-07-07,3.0199999809265137
2009-07-08,3.0999999046325684
2009-07-09,3.069999933242798
2009-07-10,3.0
2009-07-13,3.0999999046325684
2009-07-14,3.109999895095825
2009-07-15,3.1700000762939453
2009-07-16,3.259999990463257
2009-07-17,3.4000000953674316
2009-07-20,3.4100000858306885
2009-07-21,3.4700000286102295
2009-07-22,3.5199999809265137
2009-07-23,3.75
2009-07-24,3.7100000381469727
2009-07-27,3.859999895095825
2009-07-28,3.859999895095825
2009-07-29,3.7899999618530273
2009-07-30,3.9800000190734863
2009-07-31,4.0
2009-08-03,3.940000057220459
2009-08-04,3.8399999141693115
2009-08-05,3.7699999809265137
2009-08-06,3.9100000858306885
2009-08-07,3.8299999237060547
2009-08-10,3.7100000381469727
2009-08-11,3.75
2009-08-12,3.990000009536743
2009-08-13,4.0
2009-08-14,3.7799999713897705
2009-08-17,3.6700000762939453
2009-08-18,3.859999895095825
2009-08-19,3.8499999046325684
2009-08-20,3.9800000190734863
2009-08-21,4.039999961853027
2009-08-24,4.170000076293945
2009-08-25,4.199999809265137
2009-08-26,4.050000190734863
2009-08-27,4.050000190734863
2009-08-28,4.150000095367432
2009-08-31,3.7899999618530273
2009-09-01,3.799999952316284
2009-09-02,3.8299999237060547
2009-09-03,3.799999952316284
2009-09-04,3.799999952316284
2009-09-08,3.7699999809265137
2009-09-09,3.680000066757202
2009-09-10,3.700000047683716
2009-09-11,3.680000066757202
2009-09-14,3.549999952316284
2009-09-15,3.5799999237060547
2009-09-16,3.5999999046325684
2009-09-17,3.559999942779541
2009-09-18,3.630000114440918
2009-09-21,3.5999999046325684
2009-09-22,3.630000114440918
2009-09-23,3.5299999713897705
2009-09-24,3.5899999141693115
2009-09-25,3.759999990463257
2009-09-28,3.680000066757202
2009-09-29,3.7899999618530273
2009-09-30,3.8399999141693115
2009-10-01,3.809999942779541
2009-10-02,3.799999952316284
2009-10-05,3.799999952316284
2009-10-06,3.700000047683716
2009-10-07,3.700000047683716
2009-10-08,3.7200000286102295
2009-10-09,3.799999952316284
2009-10-12,3.8499999046325684
2009-10-13,3.8399999141693115
2009-10-14,4.03000020980835
2009-10-15,4.150000095367432
2009-10-16,4.179999828338623
2009-10-19,4.130000114440918
2009-10-20,4.099999904632568
2009-10-21,3.990000009536743
2009-10-22,4.0
2009-10-23,3.9100000858306885
2009-10-26,4.050000190734863
2009-10-27,4.150000095367432
2009-10-28,4.090000152587891
2009-10-29,4.25
2009-10-30,4.110000133514404
2009-11-02,4.050000190734863
2009-11-03,4.110000133514404
2009-11-04,4.150000095367432
2009-11-05,4.150000095367432
2009-11-06,4.199999809265137
2009-11-09,4.230000019073486
2009-11-10,4.119999885559082
2009-11-11,4.239999771118164
2009-11-12,4.230000019073486
2009-11-13,4.130000114440918
2009-11-16,4.050000190734863
2009-11-17,4.019999980926514
2009-11-18,3.9600000381469727
2009-11-19,3.9200000762939453
2009-11-20,3.9600000381469727
2009-11-23,3.940000057220459
2009-11-24,4.0
2009-11-25,4.039999961853027
2009-11-27,4.059999942779541
2009-11-30,4.159999847412109
2009-12-01,4.130000114440918
2009-12-02,4.019999980926514
2009-12-03,3.9600000381469727
2009-12-04,4.050000190734863
2009-12-07,4.050000190734863
2009-12-08,4.019999980926514
2009-12-09,3.9000000953674316
2009-12-10,3.7200000286102295
2009-12-11,3.799999952316284
2009-12-14,3.7699999809265137
2009-12-15,3.75
2009-12-16,3.75
2009-12-17,3.7200000286102295
2009-12-18,3.75
2009-12-21,3.75
2009-12-22,3.799999952316284
2009-12-23,3.9200000762939453
2009-12-24,3.799999952316284
2009-12-28,3.7799999713897705
2009-12-29,3.7799999713897705
2009-12-30,3.869999885559082
2009-12-31,3.940000057220459
2010-01-04,4.110000133514404
2010-01-05,4.130000114440918
2010-01-06,4.119999885559082
2010-01-07,4.130000114440918
2010-01-08,4.130000114440918
2010-01-11,4.480000019073486
2010-01-12,4.269999980926514
2010-01-13,4.389999866485596
2010-01-14,4.340000152587891
2010-01-15,4.320000171661377
2010-01-19,4.420000076293945
2010-01-20,4.190000057220459
2010-01-21,4.300000190734863
2010-01-22,4.25
2010-01-25,4.130000114440918
2010-01-26,4.110000133514404
2010-01-27,4.289999961853027
2010-01-28,4.230000019073486
2010-01-29,4.230000019073486
2010-02-01,4.210000038146973
2010-02-02,4.21999979019165
2010-02-03,4.170000076293945
2010-02-04,4.199999809265137
2010-02-05,4.110000133514404
2010-02-08,4.010000228881836
2010-02-09,4.039999961853027
2010-02-10,4.019999980926514
2010-02-11,4.0
2010-02-12,4.0
2010-02-16,4.019999980926514
2010-02-17,4.090000152587891
2010-02-18,4.099999904632568
2010-02-19,4.070000171661377
2010-02-22,4.010000228881836
2010-02-23,4.0
2010-02-24,4.010000228881836
2010-02-25,4.099999904632568
2010-02-26,4.0
2010-03-01,4.050000190734863
2010-03-02,4.090000152587891
2010-03-03,4.199999809265137
2010-03-04,4.199999809265137
2010-03-05,4.21999979019165
2010-03-08,4.199999809265137
2010-03-09,4.340000152587891
2010-03-10,4.590000152587891
2010-03-11,4.78000020980835
2010-03-12,4.800000190734863
2010-03-15,5.010000228881836
2010-03-16,4.860000133514404
2010-03-17,4.679999828338623
2010-03-18,4.880000114440918
2010-03-19,4.800000190734863
2010-03-22,4.75
2010-03-23,4.789999961853027
2010-03-24,4.760000228881836
2010-03-25,4.949999809265137
2010-03-26,4.96999979019165
2010-03-29,5.039999961853027
2010-03-30,5.150000095367432
2010-03-31,5.03000020980835
2010-04-01,5.110000133514404
2010-04-05,5.130000114440918
2010-04-06,5.550000190734863
2010-04-07,5.400000095367432
2010-04-08,5.5
2010-04-09,5.630000114440918
2010-04-12,5.519999980926514
2010-04-13,5.480000019073486
2010-04-14,5.599999904632568
2010-04-15,5.599999904632568
2010-04-16,5.650000095367432
2010-04-19,5.360000133514404
2010-04-20,5.570000171661377
2010-04-21,5.659999847412109
2010-04-22,5.579999923706055
2010-04-23,5.690000057220459
2010-04-26,5.800000190734863
2010-04-27,5.829999923706055
2010-04-28,5.739999771118164
2010-04-29,5.800000190734863
2010-04-30,5.800000190734863
2010-05-03,5.789999961853027
2010-05-04,5.400000095367432
2010-05-05,5.03000020980835
2010-05-06,4.949999809265137
2010-05-07,4.679999828338623
2010-05-10,4.989999771118164
2010-05-11,5.190000057220459
2010-05-12,4.949999809265137
2010-05-13,5.099999904632568
2010-05-14,4.96999979019165
2010-05-17,4.849999904632568
2010-05-18,4.519999980926514
2010-05-19,4.409999847412109
2010-05-20,4.570000171661377
2010-05-21,4.579999923706055
2010-05-24,4.650000095367432
2010-05-25,4.650000095367432
2010-05-26,4.71999979019165
2010-05-27,4.880000114440918
2010-05-28,4.880000114440918
2010-06-01,4.699999809265137
2010-06-02,4.829999923706055
2010-06-03,4.949999809265137
2010-06-04,4.900000095367432
2010-06-07,4.960000038146973
2010-06-08,4.960000038146973
2010-06-09,4.800000190734863
2010-06-10,4.650000095367432
2010-06-11,4.690000057220459
2010-06-14,4.710000038146973
2010-06-15,4.840000152587891
2010-06-16,4.860000133514404
2010-06-17,4.920000076293945
2010-06-18,4.989999771118164
2010-06-21,4.989999771118164
2010-06-22,4.849999904632568
2010-06-23,4.849999904632568
2010-06-24,4.800000190734863
2010-06-25,4.800000190734863
2010-06-28,4.699999809265137
2010-06-29,4.409999847412109
2010-06-30,4.400000095367432
2010-07-01,4.349999904632568
2010-07-02,4.25
2010-07-06,4.25
2010-07-07,4.440000057220459
2010-07-08,4.550000190734863
2010-07-09,4.5
2010-07-12,4.550000190734863
2010-07-13,4.679999828338623
2010-07-14,4.46999979019165
2010-07-15,4.429999828338623
2010-07-16,4.360000133514404
2010-07-19,4.25
2010-07-20,4.289999961853027
2010-07-21,4.269999980926514
2010-07-22,4.380000114440918
2010-07-23,4.400000095367432
2010-07-26,4.449999809265137
2010-07-27,4.78000020980835
2010-07-28,4.71999979019165
2010-07-29,4.699999809265137
2010-07-30,4.840000152587891
2010-08-02,4.909999847412109
2010-08-03,4.800000190734863
2010-08-04,4.860000133514404
2010-08-05,4.75
2010-08-06,4.820000171661377
2010-08-09,5.050000190734863
2010-08-10,5.309999942779541
2010-08-11,5.25
2010-08-12,4.929999828338623
