,FCEL
2008-10-23,578.8800048828125
2008-10-24,547.2000122070312
2008-10-27,504.0
2008-10-28,557.280029296875
2008-10-29,603.3599853515625
2008-10-30,659.52001953125
2008-10-31,688.3200073242188
2008-11-03,720.0
2008-11-04,770.4000244140625
2008-11-05,717.1199951171875
2008-11-06,607.6799926757812
2008-11-07,620.6400146484375
2008-11-10,577.4400024414062
2008-11-11,555.8400268554688
2008-11-12,527.0399780273438
2008-11-13,588.9600219726562
2008-11-14,542.8800048828125
2008-11-17,512.6400146484375
2008-11-18,515.52001953125
2008-11-19,375.8399963378906
2008-11-20,338.3999938964844
2008-11-21,377.2799987792969
2008-11-24,518.4000244140625
2008-11-25,495.3599853515625
2008-11-26,600.47998046875
2008-11-28,627.8400268554688
2008-12-01,583.2000122070312
2008-12-02,635.0399780273438
2008-12-03,712.7999877929688
2008-12-04,544.3200073242188
2008-12-05,565.9199829101562
2008-12-08,577.4400024414062
2008-12-09,532.7999877929688
2008-12-10,555.8400268554688
2008-12-11,538.5599975585938
2008-12-12,555.8400268554688
2008-12-15,511.20001220703125
2008-12-16,561.5999755859375
2008-12-17,550.0800170898438
2008-12-18,531.3599853515625
2008-12-19,508.32000732421875
2008-12-22,544.3200073242188
2008-12-23,557.280029296875
2008-12-24,525.5999755859375
2008-12-26,548.6400146484375
2008-12-29,552.9600219726562
2008-12-30,524.1599731445312
2008-12-31,558.719970703125
2009-01-02,610.5599975585938
2009-01-05,626.4000244140625
2009-01-06,648.0
2009-01-07,599.0399780273438
2009-01-08,636.47998046875
2009-01-09,635.0399780273438
2009-01-12,570.239990234375
2009-01-13,655.2000122070312
2009-01-14,588.9600219726562
2009-01-15,606.239990234375
2009-01-16,570.239990234375
2009-01-20,545.760009765625
2009-01-21,587.52001953125
2009-01-22,550.0800170898438
2009-01-23,558.719970703125
2009-01-26,544.3200073242188
2009-01-27,551.52001953125
2009-01-28,597.5999755859375
2009-01-29,567.3599853515625
2009-01-30,555.8400268554688
2009-02-02,532.7999877929688
2009-02-03,529.9199829101562
2009-02-04,524.1599731445312
2009-02-05,540.0
2009-02-06,571.6799926757812
2009-02-09,571.6799926757812
2009-02-10,521.280029296875
2009-02-11,529.9199829101562
2009-02-12,525.5999755859375
2009-02-13,512.6400146484375
2009-02-17,492.4800109863281
2009-02-18,455.0400085449219
2009-02-19,436.32000732421875
2009-02-20,429.1199951171875
2009-02-23,377.2799987792969
2009-02-24,430.55999755859375
2009-02-25,407.5199890136719
2009-02-26,401.760009765625
2009-02-27,397.44000244140625
2009-03-02,339.8399963378906
2009-03-03,358.55999755859375
2009-03-04,358.55999755859375
2009-03-05,285.1199951171875
2009-03-06,306.7200012207031
2009-03-09,295.20001220703125
2009-03-10,318.239990234375
2009-03-11,367.20001220703125
2009-03-12,384.4800109863281
2009-03-13,375.8399963378906
2009-03-16,374.3999938964844
2009-03-17,394.55999755859375
2009-03-18,416.1600036621094
2009-03-19,427.67999267578125
2009-03-20,381.6000061035156
2009-03-23,430.55999755859375
2009-03-24,398.8800048828125
2009-03-25,410.3999938964844
2009-03-26,406.0799865722656
2009-03-27,338.3999938964844
2009-03-30,336.9599914550781
2009-03-31,345.6000061035156
2009-04-01,351.3599853515625
2009-04-02,381.6000061035156
2009-04-03,396.0
2009-04-06,390.239990234375
2009-04-07,368.6400146484375
2009-04-08,377.2799987792969
2009-04-09,427.67999267578125
2009-04-13,440.6400146484375
2009-04-14,447.8399963378906
2009-04-15,459.3599853515625
2009-04-16,466.55999755859375
2009-04-17,457.9200134277344
2009-04-20,447.8399963378906
2009-04-21,473.760009765625
2009-04-22,456.4800109863281
2009-04-23,436.32000732421875
2009-04-24,453.6000061035156
2009-04-27,449.2799987792969
2009-04-28,440.6400146484375
2009-04-29,469.44000244140625
2009-04-30,457.9200134277344
2009-05-01,456.4800109863281
2009-05-04,476.6400146484375
2009-05-05,486.7200012207031
2009-05-06,480.9599914550781
2009-05-07,468.0
2009-05-08,478.0799865722656
2009-05-11,463.67999267578125
2009-05-12,434.8800048828125
2009-05-13,407.5199890136719
2009-05-14,427.67999267578125
2009-05-15,420.4800109863281
2009-05-18,449.2799987792969
2009-05-19,452.1600036621094
2009-05-20,452.1600036621094
2009-05-21,432.0
2009-05-22,444.9599914550781
2009-05-26,460.79998779296875
2009-05-27,478.0799865722656
2009-05-28,455.0400085449219
2009-05-29,486.7200012207031
2009-06-01,522.719970703125
2009-06-02,535.6799926757812
2009-06-03,529.9199829101562
2009-06-04,538.5599975585938
2009-06-05,574.5599975585938
2009-06-08,584.6400146484375
2009-06-09,695.52001953125
2009-06-10,624.9600219726562
2009-06-11,678.239990234375
2009-06-12,660.9600219726562
2009-06-15,632.1599731445312
2009-06-16,547.2000122070312
2009-06-17,542.8800048828125
2009-06-18,567.3599853515625
2009-06-19,560.1599731445312
2009-06-22,515.52001953125
2009-06-23,541.4400024414062
2009-06-24,560.1599731445312
2009-06-25,583.2000122070312
2009-06-26,588.9600219726562
2009-06-29,574.5599975585938
2009-06-30,601.9199829101562
2009-07-01,607.6799926757812
2009-07-02,584.6400146484375
2009-07-06,550.0800170898438
2009-07-07,548.6400146484375
2009-07-08,534.239990234375
2009-07-09,514.0800170898438
2009-07-10,522.719970703125
2009-07-13,537.1199951171875
2009-07-14,522.719970703125
2009-07-15,558.719970703125
2009-07-16,574.5599975585938
2009-07-17,567.3599853515625
2009-07-20,581.760009765625
2009-07-21,568.7999877929688
2009-07-22,552.9600219726562
2009-07-23,581.760009765625
2009-07-24,593.280029296875
2009-07-27,601.9199829101562
2009-07-28,583.2000122070312
2009-07-29,571.6799926757812
2009-07-30,587.52001953125
2009-07-31,577.4400024414062
2009-08-03,596.1599731445312
2009-08-04,593.280029296875
2009-08-05,577.4400024414062
2009-08-06,565.9199829101562
2009-08-07,573.1199951171875
2009-08-10,576.0
2009-08-11,551.52001953125
2009-08-12,555.8400268554688
2009-08-13,561.5999755859375
2009-08-14,545.760009765625
2009-08-17,527.0399780273438
2009-08-18,522.719970703125
2009-08-19,587.52001953125
2009-08-20,565.9199829101562
2009-08-21,578.8800048828125
2009-08-24,554.4000244140625
2009-08-25,542.8800048828125
2009-08-26,548.6400146484375
2009-08-27,548.6400146484375
2009-08-28,545.760009765625
2009-08-31,525.5999755859375
2009-09-01,502.55999755859375
2009-09-02,475.20001220703125
2009-09-03,493.9200134277344
2009-09-04,501.1199951171875
2009-09-08,525.5999755859375
2009-09-09,527.0399780273438
2009-09-10,522.719970703125
2009-09-11,514.0800170898438
2009-09-14,570.239990234375
2009-09-15,564.47998046875
2009-09-16,601.9199829101562
2009-09-17,612.0
2009-09-18,612.0
2009-09-21,606.239990234375
2009-09-22,603.3599853515625
2009-09-23,649.4400024414062
2009-09-24,627.8400268554688
2009-09-25,623.52001953125
2009-09-28,599.0399780273438
2009-09-29,617.760009765625
2009-09-30,614.8800048828125
2009-10-01,583.2000122070312
2009-10-02,558.719970703125
2009-10-05,573.1199951171875
2009-10-06,594.719970703125
2009-10-07,606.239990234375
2009-10-08,599.0399780273438
2009-10-09,600.47998046875
2009-10-12,596.1599731445312
2009-10-13,577.4400024414062
2009-10-14,584.6400146484375
2009-10-15,568.7999877929688
2009-10-16,570.239990234375
2009-10-19,581.760009765625
2009-10-20,561.5999755859375
2009-10-21,570.239990234375
2009-10-22,570.239990234375
2009-10-23,545.760009765625
2009-10-26,518.4000244140625
2009-10-27,527.0399780273438
2009-10-28,498.239990234375
2009-10-29,516.9600219726562
2009-10-30,479.5199890136719
2009-11-02,470.8800048828125
2009-11-03,493.9200134277344
2009-11-04,482.3999938964844
2009-11-05,498.239990234375
2009-11-06,499.67999267578125
2009-11-09,525.5999755859375
2009-11-10,499.67999267578125
2009-11-11,496.79998779296875
2009-11-12,476.6400146484375
2009-11-13,483.8399963378906
2009-11-16,514.0800170898438
2009-11-17,506.8800048828125
2009-11-18,495.3599853515625
2009-11-19,473.760009765625
2009-11-20,468.0
2009-11-23,472.32000732421875
2009-11-24,482.3999938964844
2009-11-25,475.20001220703125
2009-11-27,450.7200012207031
2009-11-30,440.6400146484375
2009-12-01,465.1199951171875
2009-12-02,486.7200012207031
2009-12-03,476.6400146484375
2009-12-04,486.7200012207031
2009-12-07,502.55999755859375
2009-12-08,495.3599853515625
2009-12-09,488.1600036621094
2009-12-10,443.5199890136719
2009-12-11,450.7200012207031
2009-12-14,455.0400085449219
2009-12-15,446.3999938964844
2009-12-16,439.20001220703125
2009-12-17,411.8399963378906
2009-12-18,427.67999267578125
2009-12-21,404.6400146484375
2009-12-22,420.4800109863281
2009-12-23,427.67999267578125
2009-12-24,434.8800048828125
2009-12-28,455.0400085449219
2009-12-29,525.5999755859375
2009-12-30,486.7200012207031
2009-12-31,541.4400024414062
2010-01-04,578.8800048828125
2010-01-05,565.9199829101562
2010-01-06,560.1599731445312
2010-01-07,548.6400146484375
2010-01-08,557.280029296875
2010-01-11,555.8400268554688
2010-01-12,519.8400268554688
2010-01-13,531.3599853515625
2010-01-14,519.8400268554688
2010-01-15,504.0
2010-01-19,514.0800170898438
2010-01-20,489.6000061035156
2010-01-21,475.20001220703125
2010-01-22,447.8399963378906
2010-01-25,434.8800048828125
2010-01-26,430.55999755859375
2010-01-27,430.55999755859375
2010-01-28,417.6000061035156
2010-01-29,406.0799865722656
2010-02-01,414.7200012207031
2010-02-02,427.67999267578125
2010-02-03,429.1199951171875
2010-02-04,406.0799865722656
2010-02-05,398.8800048828125
2010-02-08,377.2799987792969
2010-02-09,383.0400085449219
2010-02-10,377.2799987792969
2010-02-11,380.1600036621094
2010-02-12,381.6000061035156
2010-02-16,381.6000061035156
2010-02-17,375.8399963378906
2010-02-18,378.7200012207031
2010-02-19,380.1600036621094
2010-02-22,434.8800048828125
2010-02-23,416.1600036621094
2010-02-24,413.2799987792969
2010-02-25,417.6000061035156
2010-02-26,404.6400146484375
2010-03-01,404.6400146484375
2010-03-02,410.3999938964844
2010-03-03,413.2799987792969
2010-03-04,410.3999938964844
2010-03-05,413.2799987792969
2010-03-08,413.2799987792969
2010-03-09,417.6000061035156
2010-03-10,424.79998779296875
2010-03-11,470.8800048828125
2010-03-12,457.9200134277344
2010-03-15,446.3999938964844
2010-03-16,439.20001220703125
2010-03-17,433.44000244140625
2010-03-18,419.0400085449219
2010-03-19,404.6400146484375
2010-03-22,426.239990234375
2010-03-23,429.1199951171875
2010-03-24,417.6000061035156
2010-03-25,416.1600036621094
2010-03-26,417.6000061035156
2010-03-29,414.7200012207031
2010-03-30,414.7200012207031
2010-03-31,406.0799865722656
2010-04-01,413.2799987792969
2010-04-05,419.0400085449219
2010-04-06,426.239990234375
2010-04-07,414.7200012207031
2010-04-08,421.9200134277344
2010-04-09,413.2799987792969
2010-04-12,427.67999267578125
2010-04-13,424.79998779296875
2010-04-14,427.67999267578125
2010-04-15,440.6400146484375
2010-04-16,407.5199890136719
2010-04-19,414.7200012207031
2010-04-20,421.9200134277344
2010-04-21,420.4800109863281
2010-04-22,430.55999755859375
2010-04-23,424.79998779296875
2010-04-26,416.1600036621094
2010-04-27,407.5199890136719
2010-04-28,407.5199890136719
2010-04-29,404.6400146484375
2010-04-30,396.0
2010-05-03,416.1600036621094
2010-05-04,397.44000244140625
2010-05-05,388.79998779296875
2010-05-06,358.55999755859375
2010-05-07,338.3999938964844
2010-05-10,371.5199890136719
2010-05-11,358.55999755859375
2010-05-12,375.8399963378906
2010-05-13,372.9599914550781
2010-05-14,352.79998779296875
2010-05-17,348.4800109863281
2010-05-18,326.8800048828125
2010-05-19,335.5199890136719
2010-05-20,302.3999938964844
2010-05-21,302.3999938964844
2010-05-24,296.6400146484375
2010-05-25,309.6000061035156
2010-05-26,303.8399963378906
2010-05-27,319.67999267578125
2010-05-28,309.6000061035156
2010-06-01,290.8800048828125
2010-06-02,306.7200012207031
2010-06-03,377.2799987792969
2010-06-04,345.6000061035156
2010-06-07,325.44000244140625
2010-06-08,296.6400146484375
2010-06-09,289.44000244140625
2010-06-10,269.2799987792969
2010-06-11,246.24000549316406
2010-06-14,239.0399932861328
2010-06-15,280.79998779296875
2010-06-16,262.0799865722656
2010-06-17,254.8800048828125
2010-06-18,244.8000030517578
2010-06-21,247.67999267578125
2010-06-22,233.27999877929688
2010-06-23,227.52000427246094
2010-06-24,216.0
2010-06-25,180.0
2010-06-28,177.1199951171875
2010-06-29,168.47999572753906
2010-06-30,169.9199981689453
2010-07-01,164.16000366210938
2010-07-02,167.0399932861328
2010-07-06,165.60000610351562
2010-07-07,165.60000610351562
2010-07-08,165.60000610351562
2010-07-09,165.60000610351562
2010-07-12,174.24000549316406
2010-07-13,181.44000244140625
2010-07-14,171.36000061035156
2010-07-15,171.36000061035156
2010-07-16,177.1199951171875
2010-07-19,177.1199951171875
2010-07-20,175.67999267578125
2010-07-21,171.36000061035156
2010-07-22,177.1199951171875
2010-07-23,172.8000030517578
2010-07-26,177.1199951171875
2010-07-27,177.1199951171875
2010-07-28,195.83999633789062
2010-07-29,194.39999389648438
2010-07-30,188.63999938964844
2010-08-02,192.9600067138672
2010-08-03,190.0800018310547
2010-08-04,198.72000122070312
2010-08-05,192.9600067138672
2010-08-06,190.0800018310547
2010-08-09,187.1999969482422
2010-08-10,182.8800048828125
2010-08-11,172.8000030517578
2010-08-12,174.24000549316406
2010-08-13,168.47999572753906
2010-08-16,171.36000061035156
2010-08-17,178.55999755859375
2010-08-18,175.67999267578125
2010-08-19,167.0399932861328
2010-08-20,164.16000366210938
2010-08-23,152.63999938964844
2010-08-24,155.52000427246094
2010-08-25,161.27999877929688
2010-08-26,161.27999877929688
2010-08-27,162.72000122070312
2010-08-30,161.27999877929688
2010-08-31,162.72000122070312
2010-09-01,167.0399932861328
2010-09-02,158.39999389648438
2010-09-03,155.52000427246094
2010-09-07,158.39999389648438
2010-09-08,158.39999389648438
2010-09-09,159.83999633789062
2010-09-10,158.39999389648438
2010-09-13,158.39999389648438
2010-09-14,158.39999389648438
2010-09-15,155.52000427246094
2010-09-16,154.0800018310547
2010-09-17,156.9600067138672
2010-09-20,158.39999389648438
2010-09-21,154.0800018310547
2010-09-22,151.1999969482422
2010-09-23,155.52000427246094
2010-09-24,167.0399932861328
2010-09-27,168.47999572753906
2010-09-28,175.67999267578125
2010-09-29,171.36000061035156
2010-09-30,177.1199951171875
2010-10-01,178.55999755859375
2010-10-04,174.24000549316406
2010-10-05,174.24000549316406
2010-10-06,169.9199981689453
2010-10-07,168.47999572753906
2010-10-08,165.60000610351562
2010-10-11,168.47999572753906
2010-10-12,168.47999572753906
2010-10-13,169.9199981689453
2010-10-14,171.36000061035156
2010-10-15,175.67999267578125
2010-10-18,177.1199951171875
2010-10-19,168.47999572753906
2010-10-20,167.0399932861328
2010-10-21,167.0399932861328
2010-10-22,169.9199981689453
2010-10-25,162.72000122070312
2010-10-26,165.60000610351562
2010-10-27,165.60000610351562
2010-10-28,169.9199981689453
2010-10-29,164.16000366210938
2010-11-01,164.16000366210938
2010-11-02,167.0399932861328
2010-11-03,167.0399932861328
2010-11-04,181.44000244140625
2010-11-05,182.8800048828125
2010-11-08,224.63999938964844
2010-11-09,205.9199981689453
2010-11-10,226.0800018310547
2010-11-11,204.47999572753906
2010-11-12,201.60000610351562
2010-11-15,197.27999877929688
2010-11-16,185.75999450683594
2010-11-17,184.32000732421875
2010-11-18,184.32000732421875
2010-11-19,184.32000732421875
2010-11-22,181.44000244140625
2010-11-23,174.24000549316406
2010-11-24,175.67999267578125
2010-11-26,175.67999267578125
2010-11-29,171.36000061035156
2010-11-30,162.72000122070312
2010-12-01,168.47999572753906
2010-12-02,171.36000061035156
2010-12-03,175.67999267578125
2010-12-06,192.9600067138672
2010-12-07,188.63999938964844
2010-12-08,184.32000732421875
2010-12-09,190.0800018310547
2010-12-10,208.8000030517578
2010-12-13,241.9199981689453
2010-12-14,205.9199981689453
2010-12-15,231.83999633789062
2010-12-16,233.27999877929688
2010-12-17,279.3599853515625
2010-12-20,269.2799987792969
2010-12-21,273.6000061035156
2010-12-22,290.8800048828125
2010-12-23,300.9599914550781
2010-12-27,302.3999938964844
2010-12-28,309.6000061035156
2010-12-29,321.1199951171875
2010-12-30,322.55999755859375
2010-12-31,332.6400146484375
2011-01-03,303.8399963378906
2011-01-04,302.3999938964844
2011-01-05,300.9599914550781
2011-01-06,290.8800048828125
2011-01-07,299.5199890136719
2011-01-10,289.44000244140625
2011-01-11,279.3599853515625
2011-01-12,286.55999755859375
2011-01-13,288.0
2011-01-14,286.55999755859375
2011-01-18,286.55999755859375
2011-01-19,267.8399963378906
2011-01-20,256.32000732421875
2011-01-21,276.4800109863281
2011-01-24,270.7200012207031
2011-01-25,262.0799865722656
2011-01-26,275.0400085449219
2011-01-27,277.9200134277344
2011-01-28,266.3999938964844
2011-01-31,252.0
2011-02-01,257.760009765625
2011-02-02,264.9599914550781
2011-02-03,262.0799865722656
2011-02-04,264.9599914550781
2011-02-07,279.3599853515625
2011-02-08,288.0
2011-02-09,277.9200134277344
2011-02-10,273.6000061035156
2011-02-11,270.7200012207031
2011-02-14,264.9599914550781
2011-02-15,260.6400146484375
2011-02-16,262.0799865722656
2011-02-17,263.5199890136719
2011-02-18,259.20001220703125
2011-02-22,244.8000030517578
2011-02-23,234.72000122070312
2011-02-24,233.27999877929688
2011-02-25,250.55999755859375
2011-02-28,252.0
2011-03-01,237.60000610351562
2011-03-02,247.67999267578125
2011-03-03,244.8000030517578
2011-03-04,244.8000030517578
2011-03-07,241.9199981689453
2011-03-08,253.44000244140625
2011-03-09,257.760009765625
2011-03-10,267.8399963378906
2011-03-11,280.79998779296875
2011-03-14,282.239990234375
2011-03-15,299.5199890136719
2011-03-16,288.0
2011-03-17,293.760009765625
2011-03-18,283.67999267578125
2011-03-21,288.0
2011-03-22,289.44000244140625
2011-03-23,292.32000732421875
2011-03-24,299.5199890136719
2011-03-25,295.20001220703125
2011-03-28,293.760009765625
2011-03-29,309.6000061035156
2011-03-30,319.67999267578125
2011-03-31,308.1600036621094
2011-04-01,309.6000061035156
2011-04-04,298.0799865722656
2011-04-05,295.20001220703125
2011-04-06,285.1199951171875
2011-04-07,272.1600036621094
2011-04-08,267.8399963378906
2011-04-11,275.0400085449219
2011-04-12,264.9599914550781
2011-04-13,264.9599914550781
2011-04-14,264.9599914550781
2011-04-15,264.9599914550781
2011-04-18,252.0
2011-04-19,244.8000030517578
2011-04-20,243.36000061035156
2011-04-21,243.36000061035156
2011-04-25,243.36000061035156
2011-04-26,252.0
2011-04-27,252.0
2011-04-28,246.24000549316406
2011-04-29,246.24000549316406
2011-05-02,241.9199981689453
2011-05-03,241.9199981689453
2011-05-04,234.72000122070312
2011-05-05,216.0
2011-05-06,218.8800048828125
2011-05-09,226.0800018310547
2011-05-10,228.9600067138672
2011-05-11,227.52000427246094
2011-05-12,228.9600067138672
2011-05-13,231.83999633789062
2011-05-16,231.83999633789062
2011-05-17,230.39999389648438
2011-05-18,234.72000122070312
2011-05-19,233.27999877929688
2011-05-20,228.9600067138672
2011-05-23,216.0
2011-05-24,194.39999389648438
2011-05-25,203.0399932861328
2011-05-26,210.24000549316406
2011-05-27,210.24000549316406
2011-05-31,273.6000061035156
2011-06-01,254.8800048828125
2011-06-02,264.9599914550781
2011-06-03,252.0
2011-06-06,256.32000732421875
2011-06-07,231.83999633789062
2011-06-08,211.67999267578125
2011-06-09,213.1199951171875
2011-06-10,200.16000366210938
2011-06-13,204.47999572753906
2011-06-14,210.24000549316406
2011-06-15,203.0399932861328
2011-06-16,204.47999572753906
2011-06-17,210.24000549316406
2011-06-20,205.9199981689453
2011-06-21,208.8000030517578
2011-06-22,210.24000549316406
2011-06-23,208.8000030517578
2011-06-24,210.24000549316406
2011-06-27,200.16000366210938
2011-06-28,195.83999633789062
2011-06-29,181.44000244140625
2011-06-30,188.63999938964844
2011-07-01,192.9600067138672
2011-07-05,201.60000610351562
2011-07-06,203.0399932861328
2011-07-07,210.24000549316406
2011-07-08,204.47999572753906
2011-07-11,195.83999633789062
2011-07-12,197.27999877929688
2011-07-13,195.83999633789062
2011-07-14,190.0800018310547
2011-07-15,187.1999969482422
2011-07-18,181.44000244140625
2011-07-19,204.47999572753906
2011-07-20,205.9199981689453
2011-07-21,210.24000549316406
2011-07-22,210.24000549316406
2011-07-25,203.0399932861328
2011-07-26,197.27999877929688
2011-07-27,188.63999938964844
2011-07-28,195.83999633789062
2011-07-29,191.52000427246094
2011-08-01,192.9600067138672
2011-08-02,184.32000732421875
2011-08-03,182.8800048828125
2011-08-04,167.0399932861328
2011-08-05,167.0399932861328
2011-08-08,141.1199951171875
2011-08-09,158.39999389648438
2011-08-10,148.32000732421875
2011-08-11,161.27999877929688
2011-08-12,164.16000366210938
2011-08-15,172.8000030517578
2011-08-16,168.47999572753906
2011-08-17,168.47999572753906
2011-08-18,155.52000427246094
2011-08-19,156.9600067138672
2011-08-22,154.0800018310547
2011-08-23,158.39999389648438
2011-08-24,172.8000030517578
2011-08-25,165.60000610351562
2011-08-26,165.60000610351562
2011-08-29,177.1199951171875
2011-08-30,172.8000030517578
2011-08-31,169.9199981689453
2011-09-01,158.39999389648438
2011-09-02,149.75999450683594
2011-09-06,148.32000732421875
2011-09-07,185.75999450683594
2011-09-08,180.0
2011-09-09,172.8000030517578
2011-09-12,171.36000061035156
2011-09-13,177.1199951171875
2011-09-14,182.8800048828125
2011-09-15,184.32000732421875
2011-09-16,175.67999267578125
2011-09-19,167.0399932861328
2011-09-20,159.83999633789062
2011-09-21,155.52000427246094
2011-09-22,141.1199951171875
2011-09-23,145.44000244140625
2011-09-26,145.44000244140625
2011-09-27,146.8800048828125
2011-09-28,131.0399932861328
2011-09-29,122.4000015258789
2011-09-30,120.95999908447266
2011-10-03,122.4000015258789
2011-10-04,131.0399932861328
2011-10-05,129.60000610351562
2011-10-06,139.67999267578125
2011-10-07,132.47999572753906
2011-10-10,142.55999755859375
2011-10-11,144.0
2011-10-12,149.75999450683594
2011-10-13,142.55999755859375
2011-10-14,146.8800048828125
2011-10-17,139.67999267578125
2011-10-18,142.55999755859375
2011-10-19,139.67999267578125
2011-10-20,141.1199951171875
2011-10-21,146.8800048828125
2011-10-24,148.32000732421875
2011-10-25,139.67999267578125
2011-10-26,145.44000244140625
2011-10-27,154.0800018310547
2011-10-28,158.39999389648438
2011-10-31,154.0800018310547
2011-11-01,144.0
2011-11-02,145.44000244140625
2011-11-03,149.75999450683594
2011-11-04,148.32000732421875
2011-11-07,148.32000732421875
2011-11-08,151.1999969482422
2011-11-09,144.0
2011-11-10,145.44000244140625
2011-11-11,146.8800048828125
2011-11-14,145.44000244140625
2011-11-15,136.8000030517578
2011-11-16,135.36000061035156
2011-11-17,133.9199981689453
2011-11-18,131.0399932861328
2011-11-21,123.83999633789062
2011-11-22,123.83999633789062
2011-11-23,120.95999908447266
2011-11-25,120.95999908447266
2011-11-28,129.60000610351562
2011-11-29,128.16000366210938
2011-11-30,133.9199981689453
2011-12-01,131.0399932861328
2011-12-02,132.47999572753906
2011-12-05,139.67999267578125
2011-12-06,133.9199981689453
2011-12-07,132.47999572753906
2011-12-08,129.60000610351562
2011-12-09,136.8000030517578
2011-12-12,156.9600067138672
2011-12-13,132.47999572753906
2011-12-14,135.36000061035156
2011-12-15,135.36000061035156
2011-12-16,132.47999572753906
2011-12-19,126.72000122070312
2011-12-20,132.47999572753906
2011-12-21,131.0399932861328
2011-12-22,136.8000030517578
2011-12-23,132.47999572753906
2011-12-27,132.47999572753906
2011-12-28,126.72000122070312
2011-12-29,125.27999877929688
2011-12-30,125.27999877929688
2012-01-03,131.0399932861328
2012-01-04,131.0399932861328
2012-01-05,132.47999572753906
2012-01-06,135.36000061035156
2012-01-09,138.24000549316406
2012-01-10,141.1199951171875
2012-01-11,145.44000244140625
2012-01-12,144.0
2012-01-13,141.1199951171875
2012-01-17,135.36000061035156
2012-01-18,138.24000549316406
2012-01-19,138.24000549316406
2012-01-20,144.0
2012-01-23,142.55999755859375
2012-01-24,139.67999267578125
2012-01-25,142.55999755859375
2012-01-26,141.1199951171875
2012-01-27,145.44000244140625
2012-01-30,139.67999267578125
2012-01-31,141.1199951171875
2012-02-01,145.44000244140625
2012-02-02,142.55999755859375
2012-02-03,145.44000244140625
2012-02-06,146.8800048828125
2012-02-07,161.27999877929688
2012-02-08,172.8000030517578
2012-02-09,178.55999755859375
2012-02-10,174.24000549316406
2012-02-13,181.44000244140625
2012-02-14,181.44000244140625
2012-02-15,185.75999450683594
2012-02-16,194.39999389648438
2012-02-17,192.9600067138672
2012-02-21,211.67999267578125
2012-02-22,246.24000549316406
2012-02-23,233.27999877929688
2012-02-24,230.39999389648438
2012-02-27,214.55999755859375
2012-02-28,205.9199981689453
2012-02-29,214.55999755859375
2012-03-01,211.67999267578125
2012-03-02,197.27999877929688
2012-03-05,208.8000030517578
2012-03-06,201.60000610351562
2012-03-07,203.0399932861328
2012-03-08,203.0399932861328
2012-03-09,216.0
2012-03-12,231.83999633789062
2012-03-13,241.9199981689453
2012-03-14,256.32000732421875
2012-03-15,273.6000061035156
2012-03-16,264.9599914550781
2012-03-19,252.0
2012-03-20,252.0
2012-03-21,253.44000244140625
2012-03-22,223.1999969482422
2012-03-23,224.63999938964844
2012-03-26,228.9600067138672
2012-03-27,220.32000732421875
2012-03-28,220.32000732421875
2012-03-29,213.1199951171875
2012-03-30,226.0800018310547
2012-04-02,217.44000244140625
2012-04-03,201.60000610351562
2012-04-04,185.75999450683594
2012-04-05,184.32000732421875
2012-04-09,190.0800018310547
2012-04-10,175.67999267578125
2012-04-11,181.44000244140625
2012-04-12,191.52000427246094
2012-04-13,185.75999450683594
2012-04-16,180.0
2012-04-17,180.0
2012-04-18,178.55999755859375
2012-04-19,184.32000732421875
2012-04-20,192.9600067138672
2012-04-23,188.63999938964844
2012-04-24,185.75999450683594
2012-04-25,184.32000732421875
2012-04-26,185.75999450683594
2012-04-27,182.8800048828125
2012-04-30,178.55999755859375
2012-05-01,175.67999267578125
2012-05-02,180.0
2012-05-03,174.24000549316406
2012-05-04,168.47999572753906
2012-05-07,167.0399932861328
2012-05-08,159.83999633789062
2012-05-09,158.39999389648438
2012-05-10,159.83999633789062
2012-05-11,159.83999633789062
2012-05-14,149.75999450683594
2012-05-15,156.9600067138672
2012-05-16,158.39999389648438
2012-05-17,138.24000549316406
2012-05-18,144.0
2012-05-21,146.8800048828125
2012-05-22,142.55999755859375
2012-05-23,136.8000030517578
2012-05-24,145.44000244140625
2012-05-25,146.8800048828125
2012-05-29,159.83999633789062
2012-05-30,174.24000549316406
2012-05-31,194.39999389648438
2012-06-01,185.75999450683594
2012-06-04,181.44000244140625
2012-06-05,178.55999755859375
2012-06-06,152.63999938964844
2012-06-07,146.8800048828125
2012-06-08,146.8800048828125
2012-06-11,151.1999969482422
2012-06-12,148.32000732421875
2012-06-13,146.8800048828125
2012-06-14,144.0
2012-06-15,149.75999450683594
2012-06-18,149.75999450683594
2012-06-19,149.75999450683594
2012-06-20,149.75999450683594
2012-06-21,152.63999938964844
2012-06-22,159.83999633789062
2012-06-25,149.75999450683594
2012-06-26,146.8800048828125
2012-06-27,142.55999755859375
2012-06-28,136.8000030517578
2012-06-29,145.44000244140625
2012-07-02,149.75999450683594
2012-07-03,154.0800018310547
2012-07-05,152.63999938964844
2012-07-06,149.75999450683594
2012-07-09,146.8800048828125
2012-07-10,146.8800048828125
2012-07-11,149.75999450683594
2012-07-12,152.63999938964844
2012-07-13,152.63999938964844
2012-07-16,151.1999969482422
2012-07-17,151.1999969482422
2012-07-18,156.9600067138672
2012-07-19,159.83999633789062
2012-07-20,158.39999389648438
2012-07-23,151.1999969482422
2012-07-24,146.8800048828125
2012-07-25,146.8800048828125
2012-07-26,152.63999938964844
2012-07-27,152.63999938964844
