,AKTS
2019-04-02,6.400000095367432
2019-04-03,6.179999828338623
2019-04-04,6.110000133514404
2019-04-05,6.260000228881836
2019-04-08,6.309999942779541
2019-04-09,6.340000152587891
2019-04-10,6.5
2019-04-11,6.610000133514404
2019-04-12,6.800000190734863
2019-04-15,6.599999904632568
2019-04-16,6.820000171661377
2019-04-17,6.78000020980835
2019-04-18,6.889999866485596
2019-04-22,6.619999885559082
2019-04-23,6.329999923706055
2019-04-24,6.570000171661377
2019-04-25,6.579999923706055
2019-04-26,6.769999980926514
2019-04-29,6.510000228881836
2019-04-30,6.599999904632568
2019-05-01,6.389999866485596
2019-05-02,6.28000020980835
2019-05-03,6.380000114440918
2019-05-06,6.400000095367432
2019-05-07,7.710000038146973
2019-05-08,8.15999984741211
2019-05-09,8.039999961853027
2019-05-10,8.210000038146973
2019-05-13,8.890000343322754
2019-05-14,8.350000381469727
2019-05-15,7.75
2019-05-16,7.96999979019165
2019-05-17,7.389999866485596
2019-05-20,7.039999961853027
2019-05-21,6.659999847412109
2019-05-22,6.769999980926514
2019-05-23,6.75
2019-05-24,6.960000038146973
2019-05-28,6.980000019073486
2019-05-29,6.96999979019165
2019-05-30,7.21999979019165
2019-05-31,6.960000038146973
2019-06-03,6.579999923706055
2019-06-04,6.71999979019165
2019-06-05,6.670000076293945
2019-06-06,6.769999980926514
2019-06-07,7.099999904632568
2019-06-10,7.429999828338623
2019-06-11,7.46999979019165
2019-06-12,7.210000038146973
2019-06-13,7.179999828338623
2019-06-14,7.03000020980835
2019-06-17,6.809999942779541
2019-06-18,6.690000057220459
2019-06-19,6.550000190734863
2019-06-20,6.679999828338623
2019-06-21,6.539999961853027
2019-06-24,6.239999771118164
2019-06-25,6.010000228881836
2019-06-26,6.0
2019-06-27,5.900000095367432
2019-06-28,6.400000095367432
2019-07-01,6.269999980926514
2019-07-02,5.909999847412109
2019-07-03,6.0
2019-07-05,5.820000171661377
2019-07-08,5.670000076293945
2019-07-09,5.320000171661377
2019-07-10,6.28000020980835
2019-07-11,6.019999980926514
2019-07-12,5.75
2019-07-15,5.690000057220459
2019-07-16,5.78000020980835
2019-07-17,5.510000228881836
2019-07-18,5.449999809265137
2019-07-19,5.519999980926514
2019-07-22,5.769999980926514
2019-07-23,5.650000095367432
2019-07-24,5.789999961853027
2019-07-25,6.019999980926514
2019-07-26,5.599999904632568
2019-07-29,5.610000133514404
2019-07-30,5.860000133514404
2019-07-31,5.820000171661377
2019-08-01,5.619999885559082
2019-08-02,5.659999847412109
2019-08-05,5.5
2019-08-06,5.449999809265137
2019-08-07,5.519999980926514
2019-08-08,5.599999904632568
2019-08-09,5.53000020980835
2019-08-12,5.559999942779541
2019-08-13,5.849999904632568
2019-08-14,5.860000133514404
2019-08-15,5.71999979019165
2019-08-16,6.139999866485596
2019-08-19,6.420000076293945
2019-08-20,6.5
2019-08-21,6.690000057220459
2019-08-22,6.440000057220459
2019-08-23,6.789999961853027
2019-08-26,6.309999942779541
2019-08-27,6.920000076293945
2019-08-28,7.079999923706055
2019-08-29,7.239999771118164
2019-08-30,7.320000171661377
2019-09-03,7.25
2019-09-04,7.369999885559082
2019-09-05,7.550000190734863
2019-09-06,8.039999961853027
2019-09-09,8.0
2019-09-10,8.210000038146973
2019-09-11,8.25
2019-09-12,8.289999961853027
2019-09-13,8.0
2019-09-16,7.800000190734863
2019-09-17,7.929999828338623
2019-09-18,7.550000190734863
2019-09-19,7.909999847412109
2019-09-20,8.229999542236328
2019-09-23,8.510000228881836
2019-09-24,7.96999979019165
2019-09-25,7.860000133514404
2019-09-26,7.744999885559082
2019-09-27,7.574999809265137
2019-09-30,7.75
2019-10-01,7.579999923706055
2019-10-02,7.550000190734863
2019-10-03,7.539999961853027
2019-10-04,7.949999809265137
2019-10-07,7.650000095367432
2019-10-08,7.949999809265137
2019-10-09,8.09000015258789
2019-10-10,8.029999732971191
2019-10-11,8.0
2019-10-14,7.71999979019165
2019-10-15,7.739999771118164
2019-10-16,7.699999809265137
2019-10-17,8.220000267028809
2019-10-18,8.170000076293945
2019-10-21,8.079999923706055
2019-10-22,8.100000381469727
2019-10-23,8.34000015258789
2019-10-24,8.479999542236328
2019-10-25,8.380000114440918
2019-10-28,8.359999656677246
2019-10-29,8.260000228881836
2019-10-30,8.319999694824219
2019-10-31,8.170000076293945
2019-11-01,8.229999542236328
2019-11-04,8.149999618530273
2019-11-05,7.78000020980835
2019-11-06,7.440000057220459
2019-11-07,6.96999979019165
2019-11-08,7.340000152587891
2019-11-11,7.130000114440918
2019-11-12,7.190000057220459
2019-11-13,7.650000095367432
2019-11-14,7.369999885559082
2019-11-15,7.599999904632568
2019-11-18,7.309999942779541
2019-11-19,7.329999923706055
2019-11-20,7.489999771118164
2019-11-21,7.340000152587891
2019-11-22,7.369999885559082
2019-11-25,7.510000228881836
2019-11-26,7.519999980926514
2019-11-27,7.670000076293945
2019-11-29,7.630000114440918
2019-12-02,7.639999866485596
2019-12-03,7.710000038146973
2019-12-04,7.860000133514404
2019-12-05,7.900000095367432
2019-12-06,8.039999961853027
2019-12-09,7.570000171661377
2019-12-10,7.5
2019-12-11,7.59499979019165
2019-12-12,7.980000019073486
2019-12-13,8.010000228881836
2019-12-16,7.989999771118164
2019-12-17,8.210000038146973
2019-12-18,8.09000015258789
2019-12-19,8.1899995803833
2019-12-20,7.980000019073486
2019-12-23,7.889999866485596
2019-12-24,7.880000114440918
2019-12-26,7.855000019073486
2019-12-27,7.869999885559082
2019-12-30,7.909999847412109
2019-12-31,8.0
2020-01-02,8.149999618530273
2020-01-03,8.244999885559082
2020-01-06,8.130000114440918
2020-01-07,8.6899995803833
2020-01-08,8.539999961853027
2020-01-09,8.710000038146973
2020-01-10,8.699999809265137
2020-01-13,8.729999542236328
2020-01-14,8.960000038146973
2020-01-15,8.864999771118164
2020-01-16,8.829999923706055
2020-01-17,8.869999885559082
2020-01-21,8.319999694824219
2020-01-22,8.119999885559082
2020-01-23,8.609999656677246
2020-01-24,8.600000381469727
2020-01-27,8.1850004196167
2020-01-28,8.279999732971191
2020-01-29,7.900000095367432
2020-01-30,7.599999904632568
2020-01-31,7.349999904632568
2020-02-03,7.110000133514404
2020-02-04,7.480000019073486
2020-02-05,7.590000152587891
2020-02-06,7.449999809265137
2020-02-07,7.25
2020-02-10,7.355000019073486
2020-02-11,7.550000190734863
2020-02-12,7.590000152587891
2020-02-13,7.619999885559082
2020-02-14,7.820000171661377
2020-02-18,7.809999942779541
2020-02-19,8.149999618530273
2020-02-20,8.210000038146973
2020-02-21,7.994999885559082
2020-02-24,7.570000171661377
2020-02-25,7.170000076293945
2020-02-26,7.199999809265137
2020-02-27,6.900000095367432
2020-02-28,7.239999771118164
2020-03-02,7.050000190734863
2020-03-03,6.829999923706055
2020-03-04,6.699999809265137
2020-03-05,6.599999904632568
2020-03-06,6.130000114440918
2020-03-09,5.550000190734863
2020-03-10,5.619999885559082
2020-03-11,5.309999942779541
2020-03-12,4.429999828338623
2020-03-13,4.559999942779541
2020-03-16,4.320000171661377
2020-03-17,4.78000020980835
2020-03-18,4.369999885559082
2020-03-19,4.710000038146973
2020-03-20,4.539999961853027
2020-03-23,4.150000095367432
2020-03-24,4.53000020980835
2020-03-25,4.570000171661377
2020-03-26,5.059999942779541
2020-03-27,5.340000152587891
2020-03-30,5.309999942779541
2020-03-31,5.369999885559082
2020-04-01,4.550000190734863
2020-04-02,4.559999942779541
2020-04-03,4.369999885559082
2020-04-06,4.860000133514404
2020-04-07,5.099999904632568
2020-04-08,5.630000114440918
2020-04-09,7.110000133514404
2020-04-13,7.659999847412109
2020-04-14,7.610000133514404
2020-04-15,7.710000038146973
2020-04-16,7.429999828338623
2020-04-17,7.559999942779541
2020-04-20,7.46999979019165
2020-04-21,7.239999771118164
2020-04-22,8.369999885559082
2020-04-23,8.079999923706055
2020-04-24,8.1899995803833
2020-04-27,8.6899995803833
2020-04-28,8.579999923706055
2020-04-29,8.9399995803833
2020-04-30,9.0600004196167
2020-05-01,8.079999923706055
2020-05-04,7.920000076293945
2020-05-05,8.460000038146973
2020-05-06,8.670000076293945
2020-05-07,8.380000114440918
2020-05-08,8.725000381469727
2020-05-11,8.489999771118164
2020-05-12,8.170000076293945
2020-05-13,7.28000020980835
2020-05-14,7.610000133514404
2020-05-15,7.739999771118164
2020-05-18,8.0
2020-05-19,7.670000076293945
2020-05-20,7.940000057220459
2020-05-21,8.210000038146973
2020-05-22,8.220000267028809
2020-05-26,8.225000381469727
2020-05-27,7.909999847412109
2020-05-28,7.320000171661377
2020-05-29,7.389999866485596
2020-06-01,7.840000152587891
2020-06-02,7.710000038146973
2020-06-03,7.929999828338623
2020-06-04,7.650000095367432
2020-06-05,7.829999923706055
2020-06-08,8.289999961853027
2020-06-09,8.149999618530273
2020-06-10,8.020000457763672
2020-06-11,7.449999809265137
2020-06-12,7.690000057220459
2020-06-15,7.820000171661377
2020-06-16,7.989999771118164
2020-06-17,7.630000114440918
2020-06-18,8.09000015258789
2020-06-19,7.954999923706055
2020-06-22,8.59000015258789
2020-06-23,8.880000114440918
2020-06-24,8.279999732971191
2020-06-25,8.579999923706055
2020-06-26,8.609999656677246
2020-06-29,8.369999885559082
2020-06-30,8.289999961853027
2020-07-01,8.15999984741211
2020-07-02,8.300000190734863
2020-07-06,8.4399995803833
2020-07-07,8.109999656677246
2020-07-08,8.279999732971191
2020-07-09,8.289999961853027
2020-07-10,8.300000190734863
2020-07-13,7.789999961853027
2020-07-14,7.829999923706055
2020-07-15,7.949999809265137
2020-07-16,7.75
2020-07-17,7.96999979019165
2020-07-20,8.479999542236328
2020-07-21,8.274999618530273
2020-07-22,8.0600004196167
2020-07-23,8.09000015258789
2020-07-24,7.949999809265137
2020-07-27,8.25
2020-07-28,8.079999923706055
2020-07-29,8.25
2020-07-30,8.220000267028809
2020-07-31,7.940000057220459
2020-08-03,7.994999885559082
2020-08-04,8.050000190734863
2020-08-05,8.149999618530273
2020-08-06,7.900000095367432
2020-08-07,7.940000057220459
2020-08-10,7.739999771118164
2020-08-11,7.710000038146973
2020-08-12,8.010000228881836
2020-08-13,7.920000076293945
2020-08-14,7.880000114440918
2020-08-17,8.0
2020-08-18,7.949999809265137
2020-08-19,8.600000381469727
2020-08-20,8.479999542236328
2020-08-21,8.670000076293945
2020-08-24,8.40999984741211
2020-08-25,8.399999618530273
2020-08-26,8.630000114440918
2020-08-27,8.140000343322754
2020-08-28,8.109999656677246
2020-08-31,7.929999828338623
2020-09-01,8.140000343322754
2020-09-02,8.170000076293945
2020-09-03,7.900000095367432
2020-09-04,8.170000076293945
2020-09-08,7.53000020980835
2020-09-09,7.559999942779541
2020-09-10,7.480000019073486
2020-09-11,7.639999866485596
2020-09-14,7.71999979019165
2020-09-15,8.020000457763672
2020-09-16,8.050000190734863
2020-09-17,8.029999732971191
2020-09-18,7.989999771118164
2020-09-21,8.130000114440918
2020-09-22,8.369999885559082
2020-09-23,8.010000228881836
2020-09-24,8.039999961853027
2020-09-25,8.329999923706055
2020-09-28,8.34000015258789
2020-09-29,8.510000228881836
2020-09-30,8.15999984741211
2020-10-01,8.050000190734863
2020-10-02,8.029999732971191
2020-10-05,8.079999923706055
2020-10-06,8.1899995803833
2020-10-07,8.380000114440918
2020-10-08,8.449999809265137
2020-10-09,8.539999961853027
2020-10-12,8.520000457763672
2020-10-13,8.510000228881836
2020-10-14,8.199999809265137
2020-10-15,8.020000457763672
2020-10-16,7.760000228881836
2020-10-19,7.840000152587891
2020-10-20,7.900000095367432
2020-10-21,7.670000076293945
2020-10-22,7.829999923706055
2020-10-23,8.0600004196167
2020-10-26,7.965000152587891
2020-10-27,8.289999961853027
2020-10-28,8.100000381469727
2020-10-29,8.539999961853027
2020-10-30,8.289999961853027
2020-11-02,8.229999542236328
2020-11-03,8.420000076293945
2020-11-04,8.470000267028809
2020-11-05,8.850000381469727
2020-11-06,8.239999771118164
2020-11-09,7.960000038146973
2020-11-10,7.900000095367432
2020-11-11,7.849999904632568
2020-11-12,7.820000171661377
2020-11-13,7.909999847412109
2020-11-16,7.880000114440918
2020-11-17,7.869999885559082
2020-11-18,7.960000038146973
2020-11-19,7.929999828338623
2020-11-20,7.920000076293945
2020-11-23,7.670000076293945
2020-11-24,7.559999942779541
2020-11-25,7.670000076293945
2020-11-27,7.980000019073486
2020-11-30,7.610000133514404
2020-12-01,7.539999961853027
2020-12-02,7.519999980926514
2020-12-03,7.679999828338623
2020-12-04,7.96999979019165
2020-12-07,8.204999923706055
2020-12-08,8.420000076293945
2020-12-09,8.4399995803833
2020-12-10,8.6899995803833
2020-12-11,8.729999542236328
2020-12-14,9.069999694824219
2020-12-15,9.720000267028809
2020-12-16,10.65999984741211
2020-12-17,11.329999923706055
2020-12-18,11.029999732971191
2020-12-21,11.149999618530273
2020-12-22,12.430000305175781
2020-12-23,12.489999771118164
2020-12-24,12.329999923706055
2020-12-28,12.489999771118164
2020-12-29,11.675000190734863
2020-12-30,12.369999885559082
2020-12-31,12.229999542236328
2021-01-04,11.869999885559082
2021-01-05,12.369999885559082
2021-01-06,12.289999961853027
2021-01-07,12.890000343322754
2021-01-08,13.444999694824219
2021-01-11,13.5600004196167
2021-01-12,13.3149995803833
2021-01-13,13.039999961853027
2021-01-14,13.420000076293945
2021-01-15,13.109999656677246
2021-01-19,14.399999618530273
2021-01-20,14.609999656677246
2021-01-21,15.119999885559082
2021-01-22,15.369999885559082
2021-01-25,16.989999771118164
2021-01-26,16.270000457763672
2021-01-27,16.375
2021-01-28,15.34000015258789
2021-01-29,15.079999923706055
2021-02-01,16.100000381469727
2021-02-02,17.989999771118164
2021-02-03,17.459999084472656
2021-02-04,18.030000686645508
2021-02-05,18.579999923706055
2021-02-08,17.3799991607666
2021-02-09,17.610000610351562
2021-02-10,17.010000228881836
2021-02-11,16.459999084472656
2021-02-12,16.1299991607666
2021-02-16,15.470000267028809
2021-02-17,14.880000114440918
2021-02-18,14.859999656677246
2021-02-19,15.829999923706055
2021-02-22,15.5
2021-02-23,14.979999542236328
2021-02-24,15.180000305175781
2021-02-25,14.579999923706055
2021-02-26,14.289999961853027
2021-03-01,15.539999961853027
2021-03-02,14.869999885559082
2021-03-03,14.0600004196167
2021-03-04,12.800000190734863
2021-03-05,12.260000228881836
2021-03-08,11.670000076293945
2021-03-09,12.729999542236328
2021-03-10,13.40999984741211
2021-03-11,14.430000305175781
2021-03-12,14.270000457763672
2021-03-15,13.744999885559082
2021-03-16,13.40999984741211
2021-03-17,13.96500015258789
2021-03-18,13.220000267028809
2021-03-19,13.40999984741211
2021-03-22,13.744999885559082
2021-03-23,13.399999618530273
2021-03-24,12.960000038146973
2021-03-25,12.800000190734863
2021-03-26,12.739999771118164
2021-03-29,12.989999771118164
2021-03-30,12.8100004196167
2021-03-31,13.34000015258789
2021-04-01,14.0
2021-04-05,14.079999923706055
2021-04-06,13.770000457763672
2021-04-07,12.074999809265137
2021-04-08,12.039999961853027
2021-04-09,12.369999885559082
2021-04-12,11.930000305175781
2021-04-13,11.970000267028809
2021-04-14,12.050000190734863
2021-04-15,12.1899995803833
2021-04-16,11.850000381469727
2021-04-19,11.359999656677246
2021-04-20,10.869999885559082
2021-04-21,11.579999923706055
2021-04-22,11.289999961853027
2021-04-23,11.75
2021-04-26,12.270000457763672
2021-04-27,12.239999771118164
2021-04-28,12.3100004196167
2021-04-29,12.1899995803833
2021-04-30,11.229999542236328
2021-05-03,9.970000267028809
2021-05-04,9.609999656677246
2021-05-05,9.609999656677246
2021-05-06,9.210000038146973
2021-05-07,9.210000038146973
2021-05-10,8.550000190734863
2021-05-11,8.760000228881836
2021-05-12,8.470000267028809
2021-05-13,8.350000381469727
2021-05-14,8.550000190734863
