,CMPR
2006-01-30,30.040000915527344
2006-01-31,30.229999542236328
2006-02-01,29.899999618530273
2006-02-02,30.389999389648438
2006-02-03,30.979999542236328
2006-02-06,31.709999084472656
2006-02-07,31.84000015258789
2006-02-08,32.5099983215332
2006-02-09,33.41999816894531
2006-02-10,32.68000030517578
2006-02-13,32.91999816894531
2006-02-14,32.81999969482422
2006-02-15,31.549999237060547
2006-02-16,31.979999542236328
2006-02-17,32.36000061035156
2006-02-21,33.2599983215332
2006-02-22,33.45000076293945
2006-02-23,33.5
2006-02-24,34.63999938964844
2006-02-27,36.08000183105469
2006-02-28,36.15999984741211
2006-03-01,35.9900016784668
2006-03-02,34.810001373291016
2006-03-03,32.81999969482422
2006-03-06,33.130001068115234
2006-03-07,32.5
2006-03-08,32.70000076293945
2006-03-09,32.0
2006-03-10,31.25
2006-03-13,30.5
2006-03-14,31.8700008392334
2006-03-15,32.150001525878906
2006-03-16,32.97999954223633
2006-03-17,33.25
2006-03-20,34.029998779296875
2006-03-21,32.849998474121094
2006-03-22,32.77000045776367
2006-03-23,32.84000015258789
2006-03-24,32.25
2006-03-27,31.399999618530273
2006-03-28,29.81999969482422
2006-03-29,29.100000381469727
2006-03-30,29.75
2006-03-31,29.850000381469727
2006-04-03,29.920000076293945
2006-04-04,29.739999771118164
2006-04-05,29.709999084472656
2006-04-06,30.0
2006-04-07,29.989999771118164
2006-04-10,29.700000762939453
2006-04-11,29.670000076293945
2006-04-12,29.700000762939453
2006-04-13,31.25
2006-04-17,32.45000076293945
2006-04-18,33.0
2006-04-19,32.959999084472656
2006-04-20,32.689998626708984
2006-04-21,32.439998626708984
2006-04-24,32.08000183105469
2006-04-25,32.33000183105469
2006-04-26,33.5
2006-04-27,34.150001525878906
2006-04-28,31.979999542236328
2006-05-01,32.4900016784668
2006-05-02,32.0
2006-05-03,31.899999618530273
2006-05-04,32.0
2006-05-05,32.52000045776367
2006-05-08,33.099998474121094
2006-05-09,34.150001525878906
2006-05-10,33.869998931884766
2006-05-11,32.310001373291016
2006-05-12,30.959999084472656
2006-05-15,30.280000686645508
2006-05-16,31.0
2006-05-17,29.90999984741211
2006-05-18,31.0
2006-05-19,31.0
2006-05-22,29.90999984741211
2006-05-23,30.110000610351562
2006-05-24,30.90999984741211
2006-05-25,31.450000762939453
2006-05-26,31.440000534057617
2006-05-30,31.09000015258789
2006-05-31,31.670000076293945
2006-06-01,32.04999923706055
2006-06-02,32.900001525878906
2006-06-05,32.790000915527344
2006-06-06,31.809999465942383
2006-06-07,30.979999542236328
2006-06-08,28.65999984741211
2006-06-09,27.780000686645508
2006-06-12,26.90999984741211
2006-06-13,26.700000762939453
2006-06-14,28.450000762939453
2006-06-15,30.1299991607666
2006-06-16,29.969999313354492
2006-06-19,28.43000030517578
2006-06-20,28.549999237060547
2006-06-21,28.309999465942383
2006-06-22,28.25
2006-06-23,28.31999969482422
2006-06-26,27.329999923706055
2006-06-27,26.90999984741211
2006-06-28,26.139999389648438
2006-06-29,26.940000534057617
2006-06-30,26.739999771118164
2006-07-03,25.979999542236328
2006-07-05,25.06999969482422
2006-07-06,25.6299991607666
2006-07-07,25.030000686645508
2006-07-10,24.610000610351562
2006-07-11,25.459999084472656
2006-07-12,26.100000381469727
2006-07-13,24.75
2006-07-14,23.399999618530273
2006-07-17,22.790000915527344
2006-07-18,22.5
2006-07-19,22.270000457763672
2006-07-20,23.5
2006-07-21,24.260000228881836
2006-07-24,24.959999084472656
2006-07-25,25.450000762939453
2006-07-26,25.25
2006-07-27,25.1299991607666
2006-07-28,24.84000015258789
2006-07-31,22.1200008392334
2006-08-01,21.0
2006-08-02,22.450000762939453
2006-08-03,22.389999389648438
2006-08-04,23.309999465942383
2006-08-07,23.200000762939453
2006-08-08,22.600000381469727
2006-08-09,22.719999313354492
2006-08-10,22.6299991607666
2006-08-11,21.729999542236328
2006-08-14,22.149999618530273
2006-08-15,23.75
2006-08-16,25.559999465942383
2006-08-17,24.950000762939453
2006-08-18,24.420000076293945
2006-08-21,24.31999969482422
2006-08-22,24.329999923706055
2006-08-23,24.989999771118164
2006-08-24,24.59000015258789
2006-08-25,25.030000686645508
2006-08-28,24.989999771118164
2006-08-29,24.75
2006-08-30,24.309999465942383
2006-08-31,24.530000686645508
2006-09-01,24.549999237060547
2006-09-05,23.780000686645508
2006-09-06,23.6299991607666
2006-09-07,23.59000015258789
2006-09-08,23.559999465942383
2006-09-11,23.920000076293945
2006-09-12,24.6200008392334
2006-09-13,24.889999389648438
2006-09-14,24.18000030517578
2006-09-15,24.040000915527344
2006-09-18,24.579999923706055
2006-09-19,25.700000762939453
2006-09-20,26.3700008392334
2006-09-21,26.799999237060547
2006-09-22,26.579999923706055
2006-09-25,26.790000915527344
2006-09-26,26.8799991607666
2006-09-27,26.690000534057617
2006-09-28,26.43000030517578
2006-09-29,25.940000534057617
2006-10-02,25.049999237060547
2006-10-03,24.989999771118164
2006-10-04,24.950000762939453
2006-10-05,25.469999313354492
2006-10-06,25.389999389648438
2006-10-09,26.0
2006-10-10,26.239999771118164
2006-10-11,26.81999969482422
2006-10-12,27.079999923706055
2006-10-13,27.270000457763672
2006-10-16,28.829999923706055
2006-10-17,28.780000686645508
2006-10-18,29.010000228881836
2006-10-19,28.309999465942383
2006-10-20,27.850000381469727
2006-10-23,27.950000762939453
2006-10-24,31.3700008392334
2006-10-25,31.100000381469727
2006-10-26,30.989999771118164
2006-10-27,31.34000015258789
2006-10-30,31.350000381469727
2006-10-31,31.280000686645508
2006-11-01,29.84000015258789
2006-11-02,29.829999923706055
2006-11-03,30.639999389648438
2006-11-06,31.18000030517578
2006-11-07,31.479999542236328
2006-11-08,31.8799991607666
2006-11-09,32.150001525878906
2006-11-10,31.8700008392334
2006-11-13,32.849998474121094
2006-11-14,33.2400016784668
2006-11-15,35.56999969482422
2006-11-16,34.630001068115234
2006-11-17,34.29999923706055
2006-11-20,34.20000076293945
2006-11-21,35.470001220703125
2006-11-22,35.529998779296875
2006-11-24,34.70000076293945
2006-11-27,32.9900016784668
2006-11-28,32.599998474121094
2006-11-29,32.95000076293945
2006-11-30,33.310001373291016
2006-12-01,32.4900016784668
2006-12-04,32.869998931884766
2006-12-05,33.11000061035156
2006-12-06,32.34000015258789
2006-12-07,31.690000534057617
2006-12-08,31.670000076293945
2006-12-11,32.61000061035156
2006-12-12,33.08000183105469
2006-12-13,33.709999084472656
2006-12-14,33.04999923706055
2006-12-15,32.63999938964844
2006-12-18,31.989999771118164
2006-12-19,31.510000228881836
2006-12-20,30.969999313354492
2006-12-21,32.849998474121094
2006-12-22,32.90999984741211
2006-12-26,33.0
2006-12-27,33.61000061035156
2006-12-28,33.369998931884766
2006-12-29,33.11000061035156
2007-01-03,33.040000915527344
2007-01-04,33.90999984741211
2007-01-05,33.119998931884766
2007-01-08,34.2599983215332
2007-01-09,35.060001373291016
2007-01-10,36.91999816894531
2007-01-11,37.79999923706055
2007-01-12,37.790000915527344
2007-01-16,37.040000915527344
2007-01-17,36.9900016784668
2007-01-18,36.650001525878906
2007-01-19,36.720001220703125
2007-01-22,36.18000030517578
2007-01-23,37.45000076293945
2007-01-24,37.52000045776367
2007-01-25,36.310001373291016
2007-01-26,41.45000076293945
2007-01-29,42.59000015258789
2007-01-30,42.4900016784668
2007-01-31,43.09000015258789
2007-02-01,41.90999984741211
2007-02-02,40.880001068115234
2007-02-05,41.15999984741211
2007-02-06,42.04999923706055
2007-02-07,42.68000030517578
2007-02-08,42.130001068115234
2007-02-09,40.63999938964844
2007-02-12,39.66999816894531
2007-02-13,39.099998474121094
2007-02-14,39.400001525878906
2007-02-15,39.25
2007-02-16,38.540000915527344
2007-02-20,39.2599983215332
2007-02-21,38.470001220703125
2007-02-22,38.72999954223633
2007-02-23,39.150001525878906
2007-02-26,39.54999923706055
2007-02-27,37.65999984741211
2007-02-28,37.220001220703125
2007-03-01,36.849998474121094
2007-03-02,35.959999084472656
2007-03-05,35.95000076293945
2007-03-06,36.650001525878906
2007-03-07,36.7599983215332
2007-03-08,37.25
2007-03-09,37.5099983215332
2007-03-12,37.58000183105469
2007-03-13,37.459999084472656
2007-03-14,38.060001373291016
2007-03-15,38.04999923706055
2007-03-16,38.56999969482422
2007-03-19,40.439998626708984
2007-03-20,39.7400016784668
2007-03-21,40.70000076293945
2007-03-22,39.86000061035156
2007-03-23,40.380001068115234
2007-03-26,39.52000045776367
2007-03-27,38.7400016784668
2007-03-28,38.130001068115234
2007-03-29,38.400001525878906
2007-03-30,38.29999923706055
2007-04-02,37.439998626708984
2007-04-03,37.88999938964844
2007-04-04,37.63999938964844
2007-04-05,39.38999938964844
2007-04-09,38.72999954223633
2007-04-10,38.20000076293945
2007-04-11,37.349998474121094
2007-04-12,38.31999969482422
2007-04-13,38.91999816894531
2007-04-16,39.099998474121094
2007-04-17,38.689998626708984
2007-04-18,38.279998779296875
2007-04-19,38.38999938964844
2007-04-20,39.25
2007-04-23,41.41999816894531
2007-04-24,41.16999816894531
2007-04-25,40.95000076293945
2007-04-26,41.29999923706055
2007-04-27,39.290000915527344
2007-04-30,37.380001068115234
2007-05-01,37.25
2007-05-02,37.47999954223633
2007-05-03,38.040000915527344
2007-05-04,37.529998779296875
2007-05-07,36.47999954223633
2007-05-08,37.22999954223633
2007-05-09,36.93000030517578
2007-05-10,37.150001525878906
2007-05-11,37.5
2007-05-14,37.349998474121094
2007-05-15,37.5099983215332
2007-05-16,37.220001220703125
2007-05-17,36.95000076293945
2007-05-18,37.540000915527344
2007-05-21,38.54999923706055
2007-05-22,39.099998474121094
2007-05-23,40.04999923706055
2007-05-24,38.81999969482422
2007-05-25,38.27000045776367
2007-05-29,38.40999984741211
2007-05-30,39.029998779296875
2007-05-31,40.06999969482422
2007-06-01,39.97999954223633
2007-06-04,40.77000045776367
2007-06-05,40.900001525878906
2007-06-06,40.0
2007-06-07,39.65999984741211
2007-06-08,40.5
2007-06-11,39.70000076293945
2007-06-12,37.77000045776367
2007-06-13,36.83000183105469
2007-06-14,36.2599983215332
2007-06-15,36.59000015258789
2007-06-18,38.849998474121094
2007-06-19,40.0
2007-06-20,39.650001525878906
2007-06-21,39.27000045776367
2007-06-22,38.31999969482422
2007-06-25,37.709999084472656
2007-06-26,38.0099983215332
2007-06-27,38.81999969482422
2007-06-28,38.459999084472656
2007-06-29,38.25
2007-07-02,38.13999938964844
2007-07-03,39.400001525878906
2007-07-05,39.91999816894531
2007-07-06,41.77000045776367
2007-07-09,41.540000915527344
2007-07-10,40.349998474121094
2007-07-11,40.0
2007-07-12,40.65999984741211
2007-07-13,40.47999954223633
2007-07-16,39.97999954223633
2007-07-17,39.09000015258789
2007-07-18,39.130001068115234
2007-07-19,39.880001068115234
2007-07-20,38.209999084472656
2007-07-23,38.25
2007-07-24,37.22999954223633
2007-07-25,36.93000030517578
2007-07-26,35.630001068115234
2007-07-27,34.400001525878906
2007-07-30,35.40999984741211
2007-07-31,34.150001525878906
2007-08-01,35.209999084472656
2007-08-02,35.7599983215332
2007-08-03,34.43000030517578
2007-08-06,33.470001220703125
2007-08-07,34.459999084472656
2007-08-08,35.9900016784668
2007-08-09,35.0099983215332
2007-08-10,34.88999938964844
2007-08-13,33.83000183105469
2007-08-14,31.399999618530273
2007-08-15,30.030000686645508
2007-08-16,31.209999084472656
2007-08-17,33.29999923706055
2007-08-20,33.5099983215332
2007-08-21,33.220001220703125
2007-08-22,34.5099983215332
2007-08-23,33.470001220703125
2007-08-24,33.7599983215332
2007-08-27,33.869998931884766
2007-08-28,32.93000030517578
2007-08-29,33.68000030517578
2007-08-30,32.63999938964844
2007-08-31,32.880001068115234
2007-09-04,33.310001373291016
2007-09-05,32.97999954223633
2007-09-06,33.209999084472656
2007-09-07,32.65999984741211
2007-09-10,33.040000915527344
2007-09-11,34.0
2007-09-12,35.11000061035156
2007-09-13,35.099998474121094
2007-09-14,34.209999084472656
2007-09-17,33.43000030517578
2007-09-18,35.43000030517578
2007-09-19,37.27000045776367
2007-09-20,37.75
2007-09-21,38.27000045776367
2007-09-24,37.08000183105469
2007-09-25,37.13999938964844
2007-09-26,38.0
2007-09-27,38.11000061035156
2007-09-28,37.369998931884766
2007-10-01,37.88999938964844
2007-10-02,38.290000915527344
2007-10-03,39.4900016784668
2007-10-04,39.47999954223633
2007-10-05,40.529998779296875
2007-10-08,41.56999969482422
2007-10-09,41.47999954223633
2007-10-10,41.880001068115234
2007-10-11,42.08000183105469
2007-10-12,42.79999923706055
2007-10-15,41.060001373291016
2007-10-16,39.79999923706055
2007-10-17,40.02000045776367
2007-10-18,39.52000045776367
2007-10-19,37.939998626708984
2007-10-22,37.790000915527344
2007-10-23,37.779998779296875
2007-10-24,38.06999969482422
2007-10-25,39.27000045776367
2007-10-26,46.04999923706055
2007-10-29,47.0099983215332
2007-10-30,46.7400016784668
2007-10-31,47.56999969482422
2007-11-01,45.349998474121094
2007-11-02,46.18000030517578
2007-11-05,46.0099983215332
2007-11-06,47.97999954223633
2007-11-07,46.20000076293945
2007-11-08,45.61000061035156
2007-11-09,45.209999084472656
2007-11-12,42.540000915527344
2007-11-13,44.380001068115234
2007-11-14,44.459999084472656
2007-11-15,42.5
2007-11-16,41.470001220703125
2007-11-19,41.209999084472656
2007-11-20,42.31999969482422
2007-11-21,41.400001525878906
2007-11-23,42.5
2007-11-26,42.779998779296875
2007-11-27,44.04999923706055
2007-11-28,45.70000076293945
2007-11-29,44.290000915527344
2007-11-30,44.400001525878906
2007-12-03,42.38999938964844
2007-12-04,41.54999923706055
2007-12-05,42.689998626708984
2007-12-06,43.77000045776367
2007-12-07,44.11000061035156
2007-12-10,44.5
2007-12-11,42.63999938964844
2007-12-12,42.63999938964844
2007-12-13,42.84000015258789
2007-12-14,40.779998779296875
2007-12-17,39.02000045776367
2007-12-18,40.439998626708984
2007-12-19,40.27000045776367
2007-12-20,41.220001220703125
2007-12-21,43.13999938964844
2007-12-24,43.5
2007-12-26,43.380001068115234
2007-12-27,42.939998626708984
2007-12-28,42.849998474121094
2007-12-31,42.849998474121094
2008-01-02,41.15999984741211
2008-01-03,41.04999923706055
2008-01-04,37.29999923706055
2008-01-07,35.52000045776367
2008-01-08,34.189998626708984
2008-01-09,33.52000045776367
2008-01-10,32.16999816894531
2008-01-11,33.11000061035156
2008-01-14,32.91999816894531
2008-01-15,30.719999313354492
2008-01-16,30.5
2008-01-17,29.700000762939453
2008-01-18,28.760000228881836
2008-01-22,30.68000030517578
2008-01-23,30.729999542236328
2008-01-24,33.0
2008-01-25,36.83000183105469
2008-01-28,36.79999923706055
2008-01-29,36.060001373291016
2008-01-30,36.47999954223633
2008-01-31,37.209999084472656
2008-02-01,39.02000045776367
2008-02-04,38.9900016784668
2008-02-05,35.959999084472656
2008-02-06,34.61000061035156
2008-02-07,36.119998931884766
2008-02-08,35.790000915527344
2008-02-11,37.0
2008-02-12,37.349998474121094
2008-02-13,36.95000076293945
2008-02-14,35.47999954223633
2008-02-15,33.459999084472656
2008-02-19,33.68000030517578
2008-02-20,33.349998474121094
2008-02-21,32.75
2008-02-22,32.66999816894531
2008-02-25,34.119998931884766
2008-02-26,33.630001068115234
2008-02-27,34.09000015258789
2008-02-28,32.36000061035156
2008-02-29,31.420000076293945
2008-03-03,31.190000534057617
2008-03-04,31.8700008392334
2008-03-05,33.790000915527344
2008-03-06,32.540000915527344
2008-03-07,31.139999389648438
2008-03-10,31.149999618530273
2008-03-11,32.349998474121094
2008-03-12,32.68000030517578
2008-03-13,33.81999969482422
2008-03-14,32.2599983215332
2008-03-17,31.0
2008-03-18,34.75
2008-03-19,33.959999084472656
2008-03-20,37.0
2008-03-24,37.11000061035156
2008-03-25,37.150001525878906
2008-03-26,36.93000030517578
2008-03-27,35.58000183105469
2008-03-28,34.65999984741211
2008-03-31,34.95000076293945
2008-04-01,36.7400016784668
2008-04-02,38.13999938964844
2008-04-03,37.25
2008-04-04,37.06999969482422
2008-04-07,36.709999084472656
2008-04-08,36.34000015258789
2008-04-09,34.720001220703125
2008-04-10,35.369998931884766
2008-04-11,34.27000045776367
2008-04-14,33.54999923706055
2008-04-15,33.34000015258789
2008-04-16,34.0099983215332
2008-04-17,33.54999923706055
2008-04-18,34.470001220703125
2008-04-21,34.790000915527344
2008-04-22,34.150001525878906
2008-04-23,34.20000076293945
2008-04-24,35.20000076293945
2008-04-25,35.5
2008-04-28,38.63999938964844
2008-04-29,38.20000076293945
2008-04-30,34.029998779296875
2008-05-01,34.560001373291016
2008-05-02,34.869998931884766
2008-05-05,34.619998931884766
2008-05-06,35.849998474121094
2008-05-07,33.7599983215332
2008-05-08,32.5099983215332
2008-05-09,31.719999313354492
2008-05-12,32.400001525878906
2008-05-13,33.150001525878906
2008-05-14,32.0
2008-05-15,30.84000015258789
2008-05-16,31.75
2008-05-19,31.530000686645508
2008-05-20,30.260000228881836
2008-05-21,29.40999984741211
2008-05-22,30.489999771118164
2008-05-23,30.459999084472656
2008-05-27,30.8799991607666
2008-05-28,31.0
2008-05-29,30.639999389648438
2008-05-30,31.31999969482422
2008-06-02,30.020000457763672
2008-06-03,29.34000015258789
2008-06-04,30.540000915527344
2008-06-05,30.299999237060547
2008-06-06,29.899999618530273
2008-06-09,29.81999969482422
2008-06-10,29.459999084472656
2008-06-11,27.5
2008-06-12,26.68000030517578
2008-06-13,27.18000030517578
2008-06-16,28.3700008392334
2008-06-17,28.389999389648438
2008-06-18,29.770000457763672
2008-06-19,30.6200008392334
2008-06-20,29.68000030517578
2008-06-23,28.15999984741211
2008-06-24,26.139999389648438
2008-06-25,25.969999313354492
2008-06-26,25.809999465942383
2008-06-27,26.329999923706055
2008-06-30,26.760000228881836
2008-07-01,26.219999313354492
2008-07-02,25.170000076293945
2008-07-03,25.170000076293945
2008-07-07,24.65999984741211
2008-07-08,26.309999465942383
2008-07-09,25.920000076293945
2008-07-10,26.479999542236328
2008-07-11,27.56999969482422
2008-07-14,25.709999084472656
2008-07-15,25.5
2008-07-16,27.239999771118164
2008-07-17,28.8700008392334
2008-07-18,29.15999984741211
2008-07-21,27.959999084472656
2008-07-22,28.780000686645508
2008-07-23,29.260000228881836
2008-07-24,29.860000610351562
2008-07-25,29.15999984741211
2008-07-28,28.899999618530273
2008-07-29,29.0
2008-07-30,27.860000610351562
2008-07-31,25.770000457763672
2008-08-01,30.920000076293945
2008-08-04,30.81999969482422
2008-08-05,31.90999984741211
2008-08-06,32.20000076293945
2008-08-07,30.969999313354492
2008-08-08,31.510000228881836
2008-08-11,33.84000015258789
2008-08-12,32.86000061035156
2008-08-13,33.75
2008-08-14,34.619998931884766
2008-08-15,34.75
2008-08-18,32.9900016784668
2008-08-19,33.09000015258789
2008-08-20,32.25
2008-08-21,31.90999984741211
2008-08-22,32.31999969482422
2008-08-25,31.639999389648438
2008-08-26,31.450000762939453
2008-08-27,32.310001373291016
2008-08-28,33.45000076293945
2008-08-29,33.2400016784668
2008-09-02,32.540000915527344
2008-09-03,31.850000381469727
2008-09-04,30.799999237060547
2008-09-05,30.3799991607666
2008-09-08,31.969999313354492
2008-09-09,31.649999618530273
2008-09-10,32.880001068115234
2008-09-11,32.81999969482422
2008-09-12,32.849998474121094
2008-09-15,31.510000228881836
2008-09-16,32.349998474121094
2008-09-17,32.75
2008-09-18,34.95000076293945
2008-09-19,37.900001525878906
2008-09-22,33.93000030517578
2008-09-23,34.060001373291016
2008-09-24,33.70000076293945
2008-09-25,33.97999954223633
2008-09-26,34.75
2008-09-29,32.0
2008-09-30,32.84000015258789
2008-10-01,34.04999923706055
2008-10-02,33.0099983215332
2008-10-03,31.5
2008-10-06,29.549999237060547
2008-10-07,26.940000534057617
2008-10-08,27.520000457763672
2008-10-09,26.059999465942383
2008-10-10,26.0
2008-10-13,27.989999771118164
2008-10-14,27.780000686645508
2008-10-15,25.5
2008-10-16,24.8799991607666
2008-10-17,24.450000762939453
2008-10-20,25.209999084472656
2008-10-21,25.1200008392334
2008-10-22,23.979999542236328
2008-10-23,23.739999771118164
2008-10-24,23.15999984741211
2008-10-27,21.850000381469727
2008-10-28,24.219999313354492
2008-10-29,16.920000076293945
2008-10-30,16.299999237060547
2008-10-31,17.06999969482422
2008-11-03,17.510000228881836
2008-11-04,17.899999618530273
2008-11-05,17.389999389648438
2008-11-06,16.549999237060547
2008-11-07,15.9399995803833
2008-11-10,15.65999984741211
2008-11-11,14.760000228881836
2008-11-12,13.399999618530273
2008-11-13,14.479999542236328
2008-11-14,12.770000457763672
2008-11-17,12.15999984741211
2008-11-18,12.289999961853027
2008-11-19,12.050000190734863
2008-11-20,11.960000038146973
2008-11-21,12.779999732971191
2008-11-24,13.609999656677246
2008-11-25,14.15999984741211
2008-11-26,16.25
2008-11-28,16.350000381469727
2008-12-01,14.890000343322754
2008-12-02,15.859999656677246
2008-12-03,16.81999969482422
2008-12-04,16.43000030517578
2008-12-05,17.0
2008-12-08,17.530000686645508
2008-12-09,15.380000114440918
2008-12-10,16.850000381469727
2008-12-11,16.6299991607666
2008-12-12,16.799999237060547
2008-12-15,16.43000030517578
2008-12-16,16.729999542236328
2008-12-17,17.190000534057617
2008-12-18,17.190000534057617
2008-12-19,18.049999237060547
2008-12-22,17.219999313354492
2008-12-23,17.110000610351562
2008-12-24,16.81999969482422
2008-12-26,16.729999542236328
2008-12-29,16.459999084472656
2008-12-30,17.530000686645508
2008-12-31,18.610000610351562
2009-01-02,19.170000076293945
2009-01-05,19.709999084472656
2009-01-06,20.09000015258789
2009-01-07,18.860000610351562
2009-01-08,18.739999771118164
2009-01-09,17.899999618530273
2009-01-12,17.0
2009-01-13,17.420000076293945
2009-01-14,16.8700008392334
2009-01-15,17.1299991607666
2009-01-16,18.09000015258789
2009-01-20,16.770000457763672
2009-01-21,17.280000686645508
2009-01-22,15.989999771118164
2009-01-23,16.299999237060547
2009-01-26,16.469999313354492
2009-01-27,16.219999313354492
2009-01-28,21.790000915527344
2009-01-29,21.56999969482422
2009-01-30,22.899999618530273
2009-02-02,23.829999923706055
2009-02-03,23.920000076293945
2009-02-04,23.850000381469727
2009-02-05,24.329999923706055
2009-02-06,24.75
2009-02-09,24.170000076293945
2009-02-10,22.93000030517578
2009-02-11,23.329999923706055
2009-02-12,24.31999969482422
2009-02-13,23.809999465942383
2009-02-17,22.899999618530273
2009-02-18,22.770000457763672
2009-02-19,22.979999542236328
2009-02-20,23.549999237060547
2009-02-23,23.06999969482422
2009-02-24,24.239999771118164
2009-02-25,23.489999771118164
2009-02-26,24.329999923706055
2009-02-27,24.5
2009-03-02,23.309999465942383
2009-03-03,23.139999389648438
2009-03-04,22.93000030517578
2009-03-05,22.520000457763672
2009-03-06,22.93000030517578
2009-03-09,22.360000610351562
2009-03-10,23.739999771118164
2009-03-11,24.579999923706055
2009-03-12,25.950000762939453
2009-03-13,26.350000381469727
2009-03-16,25.729999542236328
2009-03-17,26.299999237060547
2009-03-18,26.90999984741211
2009-03-19,25.719999313354492
2009-03-20,25.559999465942383
2009-03-23,27.170000076293945
2009-03-24,25.780000686645508
2009-03-25,28.549999237060547
2009-03-26,28.8700008392334
2009-03-27,27.469999313354492
2009-03-30,26.739999771118164
2009-03-31,27.489999771118164
2009-04-01,27.56999969482422
2009-04-02,28.56999969482422
2009-04-03,29.329999923706055
2009-04-06,29.440000534057617
2009-04-07,28.239999771118164
2009-04-08,28.860000610351562
2009-04-09,29.979999542236328
2009-04-13,29.260000228881836
2009-04-14,30.030000686645508
2009-04-15,29.420000076293945
2009-04-16,29.90999984741211
2009-04-17,31.399999618530273
2009-04-20,30.950000762939453
2009-04-21,31.450000762939453
2009-04-22,31.8799991607666
2009-04-23,30.010000228881836
2009-04-24,31.639999389648438
2009-04-27,31.25
2009-04-28,30.809999465942383
2009-04-29,32.90999984741211
2009-04-30,34.349998474121094
2009-05-01,37.2599983215332
2009-05-04,38.959999084472656
2009-05-05,38.869998931884766
2009-05-06,36.59000015258789
2009-05-07,34.25
2009-05-08,36.630001068115234
2009-05-11,37.220001220703125
2009-05-12,37.0
2009-05-13,36.54999923706055
2009-05-14,37.33000183105469
2009-05-15,37.400001525878906
2009-05-18,39.88999938964844
2009-05-19,39.20000076293945
2009-05-20,37.959999084472656
2009-05-21,36.619998931884766
2009-05-22,36.33000183105469
2009-05-26,38.4900016784668
2009-05-27,37.90999984741211
2009-05-28,37.7599983215332
2009-05-29,38.290000915527344
2009-06-01,40.56999969482422
2009-06-02,41.0099983215332
2009-06-03,38.43000030517578
2009-06-04,40.0
2009-06-05,39.4900016784668
2009-06-08,39.959999084472656
2009-06-09,42.65999984741211
2009-06-10,44.369998931884766
2009-06-11,43.040000915527344
2009-06-12,43.25
2009-06-15,41.790000915527344
2009-06-16,40.93000030517578
2009-06-17,41.029998779296875
2009-06-18,41.630001068115234
2009-06-19,41.970001220703125
2009-06-22,40.09000015258789
2009-06-23,41.650001525878906
2009-06-24,42.5
2009-06-25,43.09000015258789
2009-06-26,43.060001373291016
2009-06-29,43.06999969482422
2009-06-30,42.650001525878906
2009-07-01,42.88999938964844
2009-07-02,43.459999084472656
2009-07-06,41.599998474121094
2009-07-07,40.2599983215332
2009-07-08,40.36000061035156
2009-07-09,40.630001068115234
2009-07-10,40.77000045776367
2009-07-13,41.400001525878906
2009-07-14,41.790000915527344
2009-07-15,43.599998474121094
2009-07-16,44.4900016784668
2009-07-17,42.369998931884766
2009-07-20,41.779998779296875
