,EA
1991-03-08,1.1328129768371582
1991-03-11,1.0703129768371582
1991-03-12,1.03125
1991-03-13,1.109375
1991-03-14,1.171875
1991-03-15,1.15625
1991-03-18,1.125
1991-03-19,1.109375
1991-03-20,1.1171879768371582
1991-03-21,1.1171879768371582
1991-03-22,1.1171879768371582
1991-03-25,1.15625
1991-03-26,1.15625
1991-03-27,1.15625
1991-03-28,1.1796879768371582
1991-04-01,1.109375
1991-04-02,1.125
1991-04-03,1.1328129768371582
1991-04-04,1.2265629768371582
1991-04-05,1.21875
1991-04-08,1.2265629768371582
1991-04-09,1.2265629768371582
1991-04-10,1.21875
1991-04-11,1.2265629768371582
1991-04-12,1.2578129768371582
1991-04-15,1.25
1991-04-16,1.3125
1991-04-17,1.3828129768371582
1991-04-18,1.4375
1991-04-19,1.390625
1991-04-22,1.2890629768371582
1991-04-23,1.3046879768371582
1991-04-24,1.3515629768371582
1991-04-25,1.3359379768371582
1991-04-26,1.3515629768371582
1991-04-29,1.3515629768371582
1991-04-30,1.265625
1991-05-01,1.28125
1991-05-02,1.3828129768371582
1991-05-03,1.390625
1991-05-06,1.3984379768371582
1991-05-07,1.40625
1991-05-08,1.4375
1991-05-09,1.46875
1991-05-10,1.453125
1991-05-13,1.4296879768371582
1991-05-14,1.390625
1991-05-15,1.34375
1991-05-16,1.3515629768371582
1991-05-17,1.3125
1991-05-20,1.2890629768371582
1991-05-21,1.3046879768371582
1991-05-22,1.3203129768371582
1991-05-23,1.296875
1991-05-24,1.328125
1991-05-28,1.359375
1991-05-29,1.3984379768371582
1991-05-30,1.4296879768371582
1991-05-31,1.3671879768371582
1991-06-03,1.3046879768371582
1991-06-04,1.28125
1991-06-05,1.296875
1991-06-06,1.2890629768371582
1991-06-07,1.3046879768371582
1991-06-10,1.3046879768371582
1991-06-11,1.265625
1991-06-12,1.203125
1991-06-13,1.140625
1991-06-14,1.140625
1991-06-17,1.15625
1991-06-18,1.1484379768371582
1991-06-19,1.1328129768371582
1991-06-20,1.125
1991-06-21,1.140625
1991-06-24,1.109375
1991-06-25,1.0625
1991-06-26,1.03125
1991-06-27,1.0390629768371582
1991-06-28,1.0703129768371582
1991-07-01,1.1640629768371582
1991-07-02,1.15625
1991-07-03,1.1015629768371582
1991-07-05,1.09375
1991-07-08,1.1328129768371582
1991-07-09,1.125
1991-07-10,1.1328129768371582
1991-07-11,1.1953129768371582
1991-07-12,1.2265629768371582
1991-07-15,1.203125
1991-07-16,1.203125
1991-07-17,1.1953129768371582
1991-07-18,1.1875
1991-07-19,1.203125
1991-07-22,1.171875
1991-07-23,1.1484379768371582
1991-07-24,1.0703129768371582
1991-07-25,1.1328129768371582
1991-07-26,1.125
1991-07-29,1.0703129768371582
1991-07-30,1.1640629768371582
1991-07-31,1.203125
1991-08-01,1.203125
1991-08-02,1.234375
1991-08-05,1.25
1991-08-06,1.2734379768371582
1991-08-07,1.2890629768371582
1991-08-08,1.2421879768371582
1991-08-09,1.2734379768371582
1991-08-12,1.28125
1991-08-13,1.3203129768371582
1991-08-14,1.3125
1991-08-15,1.296875
1991-08-16,1.2890629768371582
1991-08-19,1.265625
1991-08-20,1.25
1991-08-21,1.3046879768371582
1991-08-22,1.484375
1991-08-23,1.4921879768371582
1991-08-26,1.4921879768371582
1991-08-27,1.5078129768371582
1991-08-28,1.59375
1991-08-29,1.6796879768371582
1991-08-30,1.703125
1991-09-03,1.6796879768371582
1991-09-04,1.609375
1991-09-05,1.5859379768371582
1991-09-06,1.6328129768371582
1991-09-09,1.6328129768371582
1991-09-10,1.703125
1991-09-11,1.7578129768371582
1991-09-12,1.71875
1991-09-13,1.6640629768371582
1991-09-16,1.6875
1991-09-17,1.7109379768371582
1991-09-18,1.6875
1991-09-19,1.6796879768371582
1991-09-20,1.6796879768371582
1991-09-23,1.6640629768371582
1991-09-24,1.65625
1991-09-25,1.6171879768371582
1991-09-26,1.5625
1991-09-27,1.578125
1991-09-30,1.578125
1991-10-01,1.703125
1991-10-02,1.6796879768371582
1991-10-03,1.609375
1991-10-04,1.640625
1991-10-07,1.625
1991-10-08,1.6796879768371582
1991-10-09,1.6953129768371582
1991-10-10,1.6953129768371582
1991-10-11,1.7265629768371582
1991-10-14,1.796875
1991-10-15,1.8359379768371582
1991-10-16,1.859375
1991-10-17,1.84375
1991-10-18,1.8125
1991-10-21,1.8515629768371582
1991-10-22,2.039062976837158
1991-10-23,1.8984379768371582
1991-10-24,1.828125
1991-10-25,1.7890629768371582
1991-10-28,1.7734379768371582
1991-10-29,1.890625
1991-10-30,1.953125
1991-10-31,2.015625
1991-11-01,2.046875
1991-11-04,2.054687976837158
1991-11-05,2.03125
1991-11-06,1.9453129768371582
1991-11-07,1.9765629768371582
1991-11-08,2.039062976837158
1991-11-11,2.078125
1991-11-12,2.15625
1991-11-13,2.117187976837158
1991-11-14,2.125
1991-11-15,2.023437976837158
1991-11-18,1.9609379768371582
1991-11-19,1.84375
1991-11-20,1.9453129768371582
1991-11-21,2.09375
1991-11-22,2.15625
1991-11-25,2.140625
1991-11-26,2.070312976837158
1991-11-27,2.078125
1991-11-29,2.109375
1991-12-02,2.070312976837158
1991-12-03,2.164062976837158
1991-12-04,2.210937976837158
1991-12-05,2.203125
1991-12-06,2.21875
1991-12-09,2.265625
1991-12-10,2.226562976837158
1991-12-11,2.265625
1991-12-12,2.3125
1991-12-13,2.3125
1991-12-16,2.320312976837158
1991-12-17,2.3125
1991-12-18,2.3125
1991-12-19,2.234375
1991-12-20,2.0625
1991-12-23,2.179687976837158
1991-12-24,2.179687976837158
1991-12-26,2.1875
1991-12-27,2.195312976837158
1991-12-30,2.234375
1991-12-31,2.390625
1992-01-02,2.351562976837158
1992-01-03,2.476562976837158
1992-01-06,2.546875
1992-01-07,2.507812976837158
1992-01-08,2.679687976837158
1992-01-09,2.65625
1992-01-10,2.59375
1992-01-13,2.609375
1992-01-14,2.640625
1992-01-15,2.8125
1992-01-16,2.8125
1992-01-17,2.828125
1992-01-20,2.75
1992-01-21,2.625
1992-01-22,2.671875
1992-01-23,2.59375
1992-01-24,2.625
1992-01-27,2.53125
1992-01-28,2.53125
1992-01-29,2.546875
1992-01-30,2.59375
1992-01-31,2.5
1992-02-03,2.59375
1992-02-04,2.65625
1992-02-05,2.6875
1992-02-06,2.8125
1992-02-07,2.78125
1992-02-10,2.875
1992-02-11,2.984375
1992-02-12,2.953125
1992-02-13,2.953125
1992-02-14,2.984375
1992-02-18,2.9375
1992-02-19,2.953125
1992-02-20,3.070312976837158
1992-02-21,3.15625
1992-02-24,3.203125
1992-02-25,3.046875
1992-02-26,2.984375
1992-02-27,2.984375
1992-02-28,2.921875
1992-03-02,2.867187976837158
1992-03-03,2.882812976837158
1992-03-04,2.890625
1992-03-05,2.804687976837158
1992-03-06,2.765625
1992-03-09,2.828125
1992-03-10,2.9375
1992-03-11,2.9375
1992-03-12,2.875
1992-03-13,2.828125
1992-03-16,2.765625
1992-03-17,2.828125
1992-03-18,2.859375
1992-03-19,2.90625
1992-03-20,3.0
1992-03-23,2.953125
1992-03-24,3.0
1992-03-25,3.125
1992-03-26,3.03125
1992-03-27,2.875
1992-03-30,2.75
1992-03-31,2.96875
1992-04-01,3.0
1992-04-02,2.96875
1992-04-03,2.9375
1992-04-06,2.953125
1992-04-07,2.75
1992-04-08,2.6875
1992-04-09,2.875
1992-04-10,2.84375
1992-04-13,2.90625
1992-04-14,2.859375
1992-04-15,2.84375
1992-04-16,2.96875
1992-04-20,2.96875
1992-04-21,2.9375
1992-04-22,3.0
1992-04-23,2.875
1992-04-24,2.796875
1992-04-27,2.71875
1992-04-28,2.53125
1992-04-29,2.65625
1992-04-30,2.75
1992-05-01,2.8125
1992-05-04,2.9375
1992-05-05,3.0
1992-05-06,2.96875
1992-05-07,2.953125
1992-05-08,2.90625
1992-05-11,2.84375
1992-05-12,2.875
1992-05-13,2.84375
1992-05-14,2.8125
1992-05-15,2.53125
1992-05-18,2.453125
1992-05-19,2.5
1992-05-20,2.5625
1992-05-21,2.5625
1992-05-22,2.6875
1992-05-26,2.53125
1992-05-27,2.515625
1992-05-28,2.53125
1992-05-29,2.6875
1992-06-01,2.9375
1992-06-02,2.859375
1992-06-03,2.78125
1992-06-04,2.84375
1992-06-05,2.796875
1992-06-08,2.84375
1992-06-09,2.75
1992-06-10,2.65625
1992-06-11,2.625
1992-06-12,2.71875
1992-06-15,2.71875
1992-06-16,2.75
1992-06-17,2.578125
1992-06-18,2.515625
1992-06-19,2.75
1992-06-22,2.78125
1992-06-23,2.625
1992-06-24,2.75
1992-06-25,2.65625
1992-06-26,2.6875
1992-06-29,2.8125
1992-06-30,2.96875
1992-07-01,3.0
1992-07-02,2.875
1992-07-06,2.84375
1992-07-07,2.59375
1992-07-08,2.65625
1992-07-09,2.8125
1992-07-10,2.84375
1992-07-13,2.875
1992-07-14,2.8125
1992-07-15,2.671875
1992-07-16,2.703125
1992-07-17,2.65625
1992-07-20,2.84375
1992-07-21,2.78125
1992-07-22,2.9375
1992-07-23,3.125
1992-07-24,3.28125
1992-07-27,3.40625
1992-07-28,3.40625
1992-07-29,3.59375
1992-07-30,3.5
1992-07-31,3.640625
1992-08-03,3.65625
1992-08-04,3.5625
1992-08-05,3.546875
1992-08-06,3.53125
1992-08-07,3.46875
1992-08-10,3.375
1992-08-11,3.484375
1992-08-12,3.4375
1992-08-13,3.375
1992-08-14,3.40625
1992-08-17,3.40625
1992-08-18,3.390625
1992-08-19,3.3125
1992-08-20,3.46875
1992-08-21,3.46875
1992-08-24,3.21875
1992-08-25,3.375
1992-08-26,3.34375
1992-08-27,3.3125
1992-08-28,3.28125
1992-08-31,3.359375
1992-09-01,3.25
1992-09-02,3.46875
1992-09-03,3.46875
1992-09-04,3.46875
1992-09-08,3.5
1992-09-09,3.53125
1992-09-10,3.75
1992-09-11,4.0
1992-09-14,4.296875
1992-09-15,4.0625
1992-09-16,4.0
1992-09-17,4.0625
1992-09-18,4.09375
1992-09-21,4.0625
1992-09-22,3.875
1992-09-23,3.6875
1992-09-24,3.75
1992-09-25,3.515625
1992-09-28,3.59375
1992-09-29,3.8125
1992-09-30,3.875
1992-10-01,3.875
1992-10-02,3.78125
1992-10-05,3.671875
1992-10-06,3.96875
1992-10-07,3.9375
1992-10-08,4.09375
1992-10-09,4.28125
1992-10-12,3.8125
1992-10-13,3.90625
1992-10-14,3.96875
1992-10-15,3.90625
1992-10-16,4.0625
1992-10-19,4.046875
1992-10-20,4.125
1992-10-21,4.15625
1992-10-22,4.328125
1992-10-23,4.375
1992-10-26,4.09375
1992-10-27,4.03125
1992-10-28,4.0
1992-10-29,4.0625
1992-10-30,4.0625
1992-11-02,3.6875
1992-11-03,3.75
1992-11-04,3.71875
1992-11-05,3.65625
1992-11-06,3.6875
1992-11-09,3.65625
1992-11-10,4.03125
1992-11-11,4.15625
1992-11-12,3.9375
1992-11-13,4.0
1992-11-16,3.96875
1992-11-17,3.875
1992-11-18,4.0625
1992-11-19,4.1875
1992-11-20,4.125
1992-11-23,4.09375
1992-11-24,4.0625
1992-11-25,4.03125
1992-11-27,4.015625
1992-11-30,4.15625
1992-12-01,4.1875
1992-12-02,4.125
1992-12-03,4.09375
1992-12-04,4.21875
1992-12-07,4.46875
1992-12-08,4.8125
1992-12-09,4.671875
1992-12-10,4.640625
1992-12-11,4.53125
1992-12-14,4.46875
1992-12-15,4.46875
1992-12-16,4.6875
1992-12-17,4.8125
1992-12-18,4.859375
1992-12-21,5.0
1992-12-22,5.03125
1992-12-23,4.984375
1992-12-24,5.015625
1992-12-28,5.25
1992-12-29,5.25
1992-12-30,5.296875
1992-12-31,5.15625
1993-01-04,4.984375
1993-01-05,5.015625
1993-01-06,5.296875
1993-01-07,5.40625
1993-01-08,5.5
1993-01-11,5.546875
1993-01-12,5.5625
1993-01-13,5.65625
1993-01-14,5.84375
1993-01-15,5.875
1993-01-18,5.84375
1993-01-19,5.765625
1993-01-20,5.703125
1993-01-21,5.46875
1993-01-22,5.53125
1993-01-25,5.875
1993-01-26,6.09375
1993-01-27,6.296875
1993-01-28,6.1875
1993-01-29,6.34375
1993-02-01,6.3125
1993-02-02,6.25
1993-02-03,6.5
1993-02-04,6.59375
1993-02-05,6.3125
1993-02-08,6.28125
1993-02-09,6.015625
1993-02-10,5.75
1993-02-11,5.71875
1993-02-12,5.484375
1993-02-16,4.984375
1993-02-17,5.09375
1993-02-18,5.625
1993-02-19,5.640625
1993-02-22,5.8125
1993-02-23,5.375
1993-02-24,5.875
1993-02-25,6.1875
1993-02-26,6.1875
1993-03-01,6.125
1993-03-02,6.0625
1993-03-03,6.3125
1993-03-04,6.25
1993-03-05,6.46875
1993-03-08,6.75
1993-03-09,7.0625
1993-03-10,7.125
1993-03-11,7.21875
1993-03-12,7.0
1993-03-15,7.3125
1993-03-16,7.40625
1993-03-17,7.1875
1993-03-18,7.125
1993-03-19,6.8125
1993-03-22,6.6875
1993-03-23,6.8125
1993-03-24,7.1875
1993-03-25,7.5
1993-03-26,7.3125
1993-03-29,7.25
1993-03-30,7.125
1993-03-31,7.3125
1993-04-01,7.5
1993-04-02,6.90625
1993-04-05,6.8125
1993-04-06,6.9375
1993-04-07,7.28125
1993-04-08,7.5625
1993-04-12,7.5625
1993-04-13,7.5625
1993-04-14,7.3125
1993-04-15,7.125
1993-04-16,7.09375
1993-04-19,7.0625
1993-04-20,7.4375
1993-04-21,7.6875
1993-04-22,7.625
1993-04-23,7.375
1993-04-26,7.1875
1993-04-27,7.1875
1993-04-28,7.375
1993-04-29,7.21875
1993-04-30,7.25
1993-05-03,7.4375
1993-05-04,7.375
1993-05-05,7.8125
1993-05-06,7.8125
1993-05-07,8.0625
1993-05-10,8.0
1993-05-11,8.1875
1993-05-12,8.34375
1993-05-13,8.34375
1993-05-14,8.46875
1993-05-17,8.5
1993-05-18,8.375
1993-05-19,8.5625
1993-05-20,8.875
1993-05-21,8.75
1993-05-24,8.875
1993-05-25,9.125
1993-05-26,9.5
1993-05-27,8.90625
1993-05-28,8.625
1993-06-01,8.6875
1993-06-02,9.0625
1993-06-03,8.9375
1993-06-04,8.25
1993-06-07,7.125
1993-06-08,7.25
1993-06-09,7.28125
1993-06-10,7.34375
1993-06-11,7.8125
1993-06-14,7.5
1993-06-15,6.875
1993-06-16,7.0
1993-06-17,6.71875
1993-06-18,6.6875
1993-06-21,6.4375
1993-06-22,6.65625
1993-06-23,7.0
1993-06-24,7.375
1993-06-25,7.5625
1993-06-28,7.625
1993-06-29,7.4375
1993-06-30,7.5625
1993-07-01,7.4375
1993-07-02,7.3125
1993-07-06,7.1875
1993-07-07,7.125
1993-07-08,7.125
1993-07-09,6.84375
1993-07-12,6.65625
1993-07-13,6.9375
1993-07-14,7.5
1993-07-15,7.3125
1993-07-16,7.0
1993-07-19,6.65625
1993-07-20,6.75
1993-07-21,6.875
1993-07-22,7.03125
1993-07-23,7.03125
1993-07-26,7.125
1993-07-27,6.875
1993-07-28,6.9375
1993-07-29,7.0625
1993-07-30,7.25
1993-08-02,7.5
1993-08-03,7.4375
1993-08-04,7.5
1993-08-05,7.53125
1993-08-06,7.9375
1993-08-09,7.9375
1993-08-10,8.125
1993-08-11,8.5625
1993-08-12,8.65625
1993-08-13,8.78125
1993-08-16,8.78125
1993-08-17,8.9375
1993-08-18,8.3125
1993-08-19,8.4375
1993-08-20,8.25
1993-08-23,8.28125
1993-08-24,8.6875
1993-08-25,8.375
1993-08-26,8.375
1993-08-27,8.5
1993-08-30,8.4375
1993-08-31,8.65625
1993-09-01,8.6875
1993-09-02,8.6875
1993-09-03,8.625
1993-09-07,8.375
1993-09-08,8.25
1993-09-09,7.8125
1993-09-10,8.125
1993-09-13,8.0625
1993-09-14,7.75
1993-09-15,7.4375
1993-09-16,7.40625
1993-09-17,7.3125
1993-09-20,7.1875
1993-09-21,7.5625
1993-09-22,8.0625
1993-09-23,8.4375
1993-09-24,8.0625
1993-09-27,8.71875
1993-09-28,8.84375
1993-09-29,8.6875
1993-09-30,8.5625
1993-10-01,8.5
1993-10-04,8.5
1993-10-05,8.4375
1993-10-06,8.5
1993-10-07,8.5625
1993-10-08,8.8125
1993-10-11,9.15625
1993-10-12,9.65625
1993-10-13,9.8125
1993-10-14,10.375
1993-10-15,9.9375
1993-10-18,10.25
1993-10-19,9.78125
1993-10-20,10.0
1993-10-21,9.375
1993-10-22,9.59375
1993-10-25,9.28125
1993-10-26,9.125
1993-10-27,9.5
1993-10-28,9.6875
1993-10-29,9.75
1993-11-01,9.75
1993-11-02,9.8125
1993-11-03,9.5
1993-11-04,9.0
1993-11-05,8.9375
1993-11-08,9.40625
1993-11-09,9.3125
1993-11-10,9.75
1993-11-11,9.375
1993-11-12,9.25
1993-11-15,9.0
1993-11-16,8.96875
1993-11-17,8.65625
1993-11-18,8.3125
1993-11-19,8.6875
1993-11-22,8.34375
1993-11-23,8.8125
1993-11-24,9.03125
1993-11-26,9.125
1993-11-29,9.125
1993-11-30,8.71875
1993-12-01,8.5625
1993-12-02,8.625
1993-12-03,8.4375
1993-12-06,8.4375
1993-12-07,8.3125
1993-12-08,8.3125
1993-12-09,8.0
1993-12-10,8.3125
1993-12-13,8.375
1993-12-14,8.1875
1993-12-15,8.1875
1993-12-16,8.5
1993-12-17,8.625
1993-12-20,8.8125
1993-12-21,8.5625
1993-12-22,8.375
1993-12-23,7.875
1993-12-27,7.5
1993-12-28,7.4375
1993-12-29,7.375
1993-12-30,7.5
1993-12-31,7.5
1994-01-03,7.4375
1994-01-04,7.125
1994-01-05,7.3125
1994-01-06,7.34375
1994-01-07,7.3125
1994-01-10,7.4375
1994-01-11,7.75
