,CVLT
2006-09-22,17.0
2006-09-25,16.5
2006-09-26,16.25
2006-09-27,16.25
2006-09-28,16.799999237060547
2006-09-29,18.0
2006-10-02,17.829999923706055
2006-10-03,17.75
2006-10-04,18.0
2006-10-05,17.610000610351562
2006-10-06,17.639999389648438
2006-10-09,18.469999313354492
2006-10-10,19.0
2006-10-11,18.84000015258789
2006-10-12,18.850000381469727
2006-10-13,18.59000015258789
2006-10-16,19.229999542236328
2006-10-17,19.25
2006-10-18,19.75
2006-10-19,19.459999084472656
2006-10-20,19.170000076293945
2006-10-23,18.579999923706055
2006-10-24,18.059999465942383
2006-10-25,17.299999237060547
2006-10-26,18.020000457763672
2006-10-27,17.760000228881836
2006-10-30,17.350000381469727
2006-10-31,17.8700008392334
2006-11-01,18.239999771118164
2006-11-02,18.350000381469727
2006-11-03,18.75
2006-11-06,19.059999465942383
2006-11-07,18.270000457763672
2006-11-08,17.899999618530273
2006-11-09,17.799999237060547
2006-11-10,17.59000015258789
2006-11-13,17.600000381469727
2006-11-14,17.399999618530273
2006-11-15,17.5
2006-11-16,17.690000534057617
2006-11-17,17.850000381469727
2006-11-20,17.450000762939453
2006-11-21,17.219999313354492
2006-11-22,18.530000686645508
2006-11-24,19.09000015258789
2006-11-27,18.649999618530273
2006-11-28,18.3799991607666
2006-11-29,19.100000381469727
2006-11-30,19.959999084472656
2006-12-01,19.639999389648438
2006-12-04,19.559999465942383
2006-12-05,20.170000076293945
2006-12-06,20.049999237060547
2006-12-07,20.0
2006-12-08,20.15999984741211
2006-12-11,20.100000381469727
2006-12-12,19.950000762939453
2006-12-13,19.989999771118164
2006-12-14,19.899999618530273
2006-12-15,19.649999618530273
2006-12-18,19.690000534057617
2006-12-19,19.600000381469727
2006-12-20,19.75
2006-12-21,19.579999923706055
2006-12-22,19.610000610351562
2006-12-26,19.75
2006-12-27,19.75
2006-12-28,19.700000762939453
2006-12-29,20.010000228881836
2007-01-03,18.979999542236328
2007-01-04,19.020000457763672
2007-01-05,18.959999084472656
2007-01-08,19.5
2007-01-09,18.979999542236328
2007-01-10,19.290000915527344
2007-01-11,19.6200008392334
2007-01-12,19.84000015258789
2007-01-16,19.209999084472656
2007-01-17,19.40999984741211
2007-01-18,19.0
2007-01-19,18.989999771118164
2007-01-22,19.030000686645508
2007-01-23,19.079999923706055
2007-01-24,19.420000076293945
2007-01-25,19.709999084472656
2007-01-26,19.799999237060547
2007-01-29,20.360000610351562
2007-01-30,20.049999237060547
2007-01-31,17.90999984741211
2007-02-01,17.8700008392334
2007-02-02,17.979999542236328
2007-02-05,17.93000030517578
2007-02-06,17.950000762939453
2007-02-07,17.8700008392334
2007-02-08,17.809999465942383
2007-02-09,17.489999771118164
2007-02-12,16.989999771118164
2007-02-13,16.260000228881836
2007-02-14,17.280000686645508
2007-02-15,17.6200008392334
2007-02-16,17.8799991607666
2007-02-20,18.1200008392334
2007-02-21,18.079999923706055
2007-02-22,18.329999923706055
2007-02-23,17.850000381469727
2007-02-26,17.540000915527344
2007-02-27,16.829999923706055
2007-02-28,16.6299991607666
2007-03-01,16.649999618530273
2007-03-02,16.850000381469727
2007-03-05,16.829999923706055
2007-03-06,17.34000015258789
2007-03-07,17.110000610351562
2007-03-08,16.700000762939453
2007-03-09,17.0
2007-03-12,16.90999984741211
2007-03-13,16.270000457763672
2007-03-14,16.639999389648438
2007-03-15,16.450000762939453
2007-03-16,16.520000457763672
2007-03-19,17.170000076293945
2007-03-20,17.479999542236328
2007-03-21,16.989999771118164
2007-03-22,16.899999618530273
2007-03-23,16.06999969482422
2007-03-26,16.229999542236328
2007-03-27,16.43000030517578
2007-03-28,16.270000457763672
2007-03-29,16.299999237060547
2007-03-30,16.200000762939453
2007-04-02,16.440000534057617
2007-04-03,16.389999389648438
2007-04-04,16.6299991607666
2007-04-05,16.979999542236328
2007-04-09,17.1299991607666
2007-04-10,17.170000076293945
2007-04-11,16.950000762939453
2007-04-12,16.899999618530273
2007-04-13,16.799999237060547
2007-04-16,16.899999618530273
2007-04-17,17.100000381469727
2007-04-18,17.530000686645508
2007-04-19,17.540000915527344
2007-04-20,17.290000915527344
2007-04-23,17.09000015258789
2007-04-24,16.950000762939453
2007-04-25,17.34000015258789
2007-04-26,17.09000015258789
2007-04-27,17.229999542236328
2007-04-30,16.959999084472656
2007-05-01,16.360000610351562
2007-05-02,16.0
2007-05-03,16.049999237060547
2007-05-04,16.1200008392334
2007-05-07,15.720000267028809
2007-05-08,15.510000228881836
2007-05-09,15.390000343322754
2007-05-10,15.350000381469727
2007-05-11,15.529999732971191
2007-05-14,15.729999542236328
2007-05-15,15.800000190734863
2007-05-16,17.389999389648438
2007-05-17,17.290000915527344
2007-05-18,16.940000534057617
2007-05-21,16.989999771118164
2007-05-22,16.75
2007-05-23,16.3700008392334
2007-05-24,16.3700008392334
2007-05-25,16.559999465942383
2007-05-29,16.790000915527344
2007-05-30,16.899999618530273
2007-05-31,16.760000228881836
2007-06-01,16.809999465942383
2007-06-04,16.719999313354492
2007-06-05,16.84000015258789
2007-06-06,16.65999984741211
2007-06-07,15.920000076293945
2007-06-08,16.219999313354492
2007-06-11,16.3700008392334
2007-06-12,16.360000610351562
2007-06-13,17.600000381469727
2007-06-14,17.25
2007-06-15,17.3700008392334
2007-06-18,17.469999313354492
2007-06-19,17.540000915527344
2007-06-20,17.549999237060547
2007-06-21,17.100000381469727
2007-06-22,16.920000076293945
2007-06-25,16.579999923706055
2007-06-26,17.010000228881836
2007-06-27,17.290000915527344
2007-06-28,17.420000076293945
2007-06-29,17.270000457763672
2007-07-02,17.540000915527344
2007-07-03,17.860000610351562
2007-07-05,17.799999237060547
2007-07-06,18.239999771118164
2007-07-09,18.059999465942383
2007-07-10,17.690000534057617
2007-07-11,17.780000686645508
2007-07-12,18.149999618530273
2007-07-13,17.920000076293945
2007-07-16,17.6299991607666
2007-07-17,17.610000610351562
2007-07-18,17.829999923706055
2007-07-19,18.899999618530273
2007-07-20,18.65999984741211
2007-07-23,18.739999771118164
2007-07-24,18.059999465942383
2007-07-25,18.479999542236328
2007-07-26,17.760000228881836
2007-07-27,17.200000762939453
2007-07-30,17.030000686645508
2007-07-31,16.979999542236328
2007-08-01,17.350000381469727
2007-08-02,17.200000762939453
2007-08-03,17.0
2007-08-06,17.530000686645508
2007-08-07,17.59000015258789
2007-08-08,18.190000534057617
2007-08-09,17.760000228881836
2007-08-10,17.93000030517578
2007-08-13,18.0
2007-08-14,17.610000610351562
2007-08-15,17.0
2007-08-16,17.84000015258789
2007-08-17,18.43000030517578
2007-08-20,18.899999618530273
2007-08-21,18.700000762939453
2007-08-22,18.690000534057617
2007-08-23,18.290000915527344
2007-08-24,18.920000076293945
2007-08-27,18.329999923706055
2007-08-28,18.34000015258789
2007-08-29,19.040000915527344
2007-08-30,19.06999969482422
2007-08-31,19.049999237060547
2007-09-04,18.829999923706055
2007-09-05,18.690000534057617
2007-09-06,19.010000228881836
2007-09-07,18.809999465942383
2007-09-10,18.43000030517578
2007-09-11,18.719999313354492
2007-09-12,18.520000457763672
2007-09-13,19.0
2007-09-14,18.260000228881836
2007-09-17,18.540000915527344
2007-09-18,18.989999771118164
2007-09-19,19.049999237060547
2007-09-20,19.170000076293945
2007-09-21,18.670000076293945
2007-09-24,18.059999465942383
2007-09-25,18.469999313354492
2007-09-26,18.889999389648438
2007-09-27,18.760000228881836
2007-09-28,18.520000457763672
2007-10-01,18.8700008392334
2007-10-02,18.969999313354492
2007-10-03,19.389999389648438
2007-10-04,19.729999542236328
2007-10-05,20.34000015258789
2007-10-08,20.299999237060547
2007-10-09,20.329999923706055
2007-10-10,20.229999542236328
2007-10-11,19.520000457763672
2007-10-12,19.549999237060547
2007-10-15,18.709999084472656
2007-10-16,18.020000457763672
2007-10-17,18.809999465942383
2007-10-18,18.3700008392334
2007-10-19,18.020000457763672
2007-10-22,18.190000534057617
2007-10-23,18.329999923706055
2007-10-24,18.200000762939453
2007-10-25,18.100000381469727
2007-10-26,17.90999984741211
2007-10-29,17.6299991607666
2007-10-30,17.579999923706055
2007-10-31,20.34000015258789
2007-11-01,20.149999618530273
2007-11-02,20.59000015258789
2007-11-05,21.1200008392334
2007-11-06,22.8700008392334
2007-11-07,21.68000030517578
2007-11-08,20.950000762939453
2007-11-09,19.899999618530273
2007-11-12,19.68000030517578
2007-11-13,20.5
2007-11-14,20.530000686645508
2007-11-15,20.290000915527344
2007-11-16,20.40999984741211
2007-11-19,20.09000015258789
2007-11-20,20.450000762939453
2007-11-21,20.170000076293945
2007-11-23,20.229999542236328
2007-11-26,20.25
2007-11-27,20.329999923706055
2007-11-28,21.0
2007-11-29,21.579999923706055
2007-11-30,22.270000457763672
2007-12-03,21.3799991607666
2007-12-04,20.860000610351562
2007-12-05,21.450000762939453
2007-12-06,21.989999771118164
2007-12-07,22.280000686645508
2007-12-10,22.06999969482422
2007-12-11,21.6299991607666
2007-12-12,22.15999984741211
2007-12-13,22.270000457763672
2007-12-14,21.3700008392334
2007-12-17,20.3700008392334
2007-12-18,20.700000762939453
2007-12-19,20.770000457763672
2007-12-20,21.5
2007-12-21,22.399999618530273
2007-12-24,22.1299991607666
2007-12-26,21.950000762939453
2007-12-27,20.989999771118164
2007-12-28,21.309999465942383
2007-12-31,21.18000030517578
2008-01-02,20.420000076293945
2008-01-03,20.260000228881836
2008-01-04,19.639999389648438
2008-01-07,19.18000030517578
2008-01-08,19.049999237060547
2008-01-09,19.229999542236328
2008-01-10,19.190000534057617
2008-01-11,19.010000228881836
2008-01-14,18.239999771118164
2008-01-15,17.780000686645508
2008-01-16,16.809999465942383
2008-01-17,17.489999771118164
2008-01-18,17.829999923706055
2008-01-22,17.709999084472656
2008-01-23,17.239999771118164
2008-01-24,18.0
2008-01-25,18.989999771118164
2008-01-28,18.649999618530273
2008-01-29,18.760000228881836
2008-01-30,18.469999313354492
2008-01-31,18.6200008392334
2008-02-01,19.309999465942383
2008-02-04,19.149999618530273
2008-02-05,19.350000381469727
2008-02-06,14.550000190734863
2008-02-07,14.430000305175781
2008-02-08,14.720000267028809
2008-02-11,15.09000015258789
2008-02-12,14.899999618530273
2008-02-13,15.880000114440918
2008-02-14,15.699999809265137
2008-02-15,15.489999771118164
2008-02-19,15.319999694824219
2008-02-20,15.470000267028809
2008-02-21,15.25
2008-02-22,15.100000381469727
2008-02-25,15.130000114440918
2008-02-26,15.270000457763672
2008-02-27,15.010000228881836
2008-02-28,14.489999771118164
2008-02-29,14.0
2008-03-03,13.710000038146973
2008-03-04,13.270000457763672
2008-03-05,13.59000015258789
2008-03-06,13.260000228881836
2008-03-07,13.489999771118164
2008-03-10,12.640000343322754
2008-03-11,13.1899995803833
2008-03-12,13.59000015258789
2008-03-13,13.8100004196167
2008-03-14,13.619999885559082
2008-03-17,13.5
2008-03-18,14.180000305175781
2008-03-19,13.739999771118164
2008-03-20,13.770000457763672
2008-03-24,14.529999732971191
2008-03-25,14.390000343322754
2008-03-26,14.449999809265137
2008-03-27,13.539999961853027
2008-03-28,13.079999923706055
2008-03-31,12.399999618530273
2008-04-01,11.890000343322754
2008-04-02,11.199999809265137
2008-04-03,11.949999809265137
2008-04-04,12.699999809265137
2008-04-07,12.930000305175781
2008-04-08,12.539999961853027
2008-04-09,12.170000076293945
2008-04-10,12.430000305175781
2008-04-11,11.869999885559082
2008-04-14,11.869999885559082
2008-04-15,11.989999771118164
2008-04-16,12.079999923706055
2008-04-17,11.930000305175781
2008-04-18,12.350000381469727
2008-04-21,12.579999923706055
2008-04-22,12.130000114440918
2008-04-23,12.430000305175781
2008-04-24,12.5600004196167
2008-04-25,12.529999732971191
2008-04-28,12.520000457763672
2008-04-29,12.449999809265137
2008-04-30,12.300000190734863
2008-05-01,12.569999694824219
2008-05-02,12.350000381469727
2008-05-05,12.279999732971191
2008-05-06,12.430000305175781
2008-05-07,12.380000114440918
2008-05-08,12.350000381469727
2008-05-09,12.6899995803833
2008-05-12,13.729999542236328
2008-05-13,14.25
2008-05-14,16.100000381469727
2008-05-15,17.0
2008-05-16,16.450000762939453
2008-05-19,16.549999237060547
2008-05-20,16.600000381469727
2008-05-21,16.3799991607666
2008-05-22,16.31999969482422
2008-05-23,16.329999923706055
2008-05-27,16.6200008392334
2008-05-28,16.8700008392334
2008-05-29,17.25
2008-05-30,17.510000228881836
2008-06-02,17.229999542236328
2008-06-03,17.40999984741211
2008-06-04,17.75
2008-06-05,18.610000610351562
2008-06-06,18.329999923706055
2008-06-09,17.299999237060547
2008-06-10,17.229999542236328
2008-06-11,17.0
2008-06-12,17.190000534057617
2008-06-13,17.329999923706055
2008-06-16,17.510000228881836
2008-06-17,17.299999237060547
2008-06-18,17.139999389648438
2008-06-19,18.059999465942383
2008-06-20,17.549999237060547
2008-06-23,17.34000015258789
2008-06-24,17.079999923706055
2008-06-25,17.739999771118164
2008-06-26,17.1200008392334
2008-06-27,17.049999237060547
2008-06-30,16.639999389648438
2008-07-01,16.610000610351562
2008-07-02,15.649999618530273
