,CVLT
2008-07-03,15.34000015258789
2008-07-07,15.449999809265137
2008-07-08,16.170000076293945
2008-07-09,15.850000381469727
2008-07-10,16.020000457763672
2008-07-11,16.309999465942383
2008-07-14,15.789999961853027
2008-07-15,15.279999732971191
2008-07-16,15.649999618530273
2008-07-17,15.699999809265137
2008-07-18,15.260000228881836
2008-07-21,15.279999732971191
2008-07-22,15.350000381469727
2008-07-23,15.449999809265137
2008-07-24,15.479999542236328
2008-07-25,15.350000381469727
2008-07-28,14.899999618530273
2008-07-29,15.279999732971191
2008-07-30,15.029999732971191
2008-07-31,15.229999542236328
2008-08-01,15.0600004196167
2008-08-04,14.930000305175781
2008-08-05,14.199999809265137
2008-08-06,14.430000305175781
2008-08-07,15.399999618530273
2008-08-08,16.459999084472656
2008-08-11,17.149999618530273
2008-08-12,17.229999542236328
2008-08-13,17.350000381469727
2008-08-14,17.540000915527344
2008-08-15,17.510000228881836
2008-08-18,17.030000686645508
2008-08-19,16.40999984741211
2008-08-20,16.799999237060547
2008-08-21,16.579999923706055
2008-08-22,17.209999084472656
2008-08-25,16.670000076293945
2008-08-26,16.399999618530273
2008-08-27,16.229999542236328
2008-08-28,16.540000915527344
2008-08-29,16.860000610351562
2008-09-02,16.670000076293945
2008-09-03,16.579999923706055
2008-09-04,15.949999809265137
2008-09-05,16.0
2008-09-08,16.0
2008-09-09,15.569999694824219
2008-09-10,15.84000015258789
2008-09-11,15.670000076293945
2008-09-12,15.279999732971191
2008-09-15,14.850000381469727
2008-09-16,14.239999771118164
2008-09-17,13.010000228881836
2008-09-18,13.420000076293945
2008-09-19,14.720000267028809
2008-09-22,14.350000381469727
2008-09-23,13.630000114440918
2008-09-24,13.5
2008-09-25,12.6899995803833
2008-09-26,12.020000457763672
2008-09-29,10.949999809265137
2008-09-30,12.050000190734863
2008-10-01,11.380000114440918
2008-10-02,10.600000381469727
2008-10-03,10.25
2008-10-06,9.609999656677246
2008-10-07,9.079999923706055
2008-10-08,8.84000015258789
2008-10-09,8.119999885559082
2008-10-10,8.710000038146973
2008-10-13,9.6899995803833
2008-10-14,9.5
2008-10-15,9.5
2008-10-16,10.25
2008-10-17,9.640000343322754
2008-10-20,9.75
2008-10-21,9.5
2008-10-22,9.3100004196167
2008-10-23,9.039999961853027
2008-10-24,9.130000114440918
2008-10-27,8.920000076293945
2008-10-28,10.380000114440918
2008-10-29,10.369999885559082
2008-10-30,10.859999656677246
2008-10-31,10.699999809265137
2008-11-03,10.65999984741211
2008-11-04,10.600000381469727
2008-11-05,10.460000038146973
2008-11-06,10.569999694824219
2008-11-07,10.729999542236328
2008-11-10,10.470000267028809
2008-11-11,10.279999732971191
2008-11-12,10.0
2008-11-13,10.140000343322754
2008-11-14,9.819999694824219
2008-11-17,9.539999961853027
2008-11-18,9.369999885559082
2008-11-19,8.510000228881836
2008-11-20,7.940000057220459
2008-11-21,8.020000457763672
2008-11-24,9.489999771118164
2008-11-25,9.479999542236328
2008-11-26,10.270000457763672
2008-11-28,10.25
2008-12-01,9.260000228881836
2008-12-02,9.649999618530273
2008-12-03,9.869999885559082
2008-12-04,9.65999984741211
2008-12-05,10.9399995803833
2008-12-08,11.789999961853027
2008-12-09,11.90999984741211
2008-12-10,11.649999618530273
2008-12-11,11.119999885559082
2008-12-12,11.539999961853027
2008-12-15,11.470000267028809
2008-12-16,12.569999694824219
2008-12-17,12.800000190734863
2008-12-18,12.680000305175781
2008-12-19,12.770000457763672
2008-12-22,12.739999771118164
2008-12-23,12.220000267028809
2008-12-24,11.989999771118164
2008-12-26,12.170000076293945
2008-12-29,12.220000267028809
2008-12-30,12.949999809265137
2008-12-31,13.40999984741211
2009-01-02,13.569999694824219
2009-01-05,13.119999885559082
2009-01-06,13.329999923706055
2009-01-07,12.710000038146973
2009-01-08,12.430000305175781
2009-01-09,11.960000038146973
2009-01-12,11.920000076293945
2009-01-13,11.989999771118164
2009-01-14,11.819999694824219
2009-01-15,12.180000305175781
2009-01-16,12.510000228881836
2009-01-20,12.109999656677246
2009-01-21,13.050000190734863
2009-01-22,12.989999771118164
2009-01-23,13.140000343322754
2009-01-26,13.699999809265137
2009-01-27,13.869999885559082
2009-01-28,14.020000457763672
2009-01-29,13.65999984741211
2009-01-30,13.270000457763672
2009-02-02,13.550000190734863
2009-02-03,13.449999809265137
2009-02-04,13.079999923706055
2009-02-05,11.859999656677246
2009-02-06,11.529999732971191
2009-02-09,11.430000305175781
2009-02-10,10.8100004196167
2009-02-11,10.829999923706055
2009-02-12,11.369999885559082
2009-02-13,11.279999732971191
2009-02-17,11.890000343322754
2009-02-18,11.960000038146973
2009-02-19,11.670000076293945
2009-02-20,11.229999542236328
2009-02-23,10.899999618530273
2009-02-24,11.109999656677246
2009-02-25,11.039999961853027
2009-02-26,10.75
2009-02-27,10.930000305175781
2009-03-02,10.510000228881836
2009-03-03,10.579999923706055
2009-03-04,10.960000038146973
2009-03-05,10.569999694824219
2009-03-06,10.510000228881836
2009-03-09,10.260000228881836
2009-03-10,10.510000228881836
2009-03-11,10.449999809265137
2009-03-12,10.5600004196167
2009-03-13,10.4399995803833
2009-03-16,10.25
2009-03-17,10.229999542236328
2009-03-18,10.449999809265137
2009-03-19,10.739999771118164
2009-03-20,10.329999923706055
2009-03-23,11.020000457763672
2009-03-24,10.739999771118164
2009-03-25,10.880000114440918
2009-03-26,11.619999885559082
2009-03-27,11.329999923706055
2009-03-30,11.170000076293945
2009-03-31,10.970000267028809
2009-04-01,11.279999732971191
2009-04-02,11.720000267028809
2009-04-03,11.369999885559082
2009-04-06,11.239999771118164
2009-04-07,10.329999923706055
2009-04-08,10.680000305175781
2009-04-09,11.170000076293945
2009-04-13,11.359999656677246
2009-04-14,11.319999694824219
2009-04-15,11.210000038146973
2009-04-16,11.510000228881836
2009-04-17,11.8100004196167
2009-04-20,11.710000038146973
2009-04-21,12.449999809265137
2009-04-22,12.170000076293945
2009-04-23,11.699999809265137
2009-04-24,12.119999885559082
2009-04-27,12.079999923706055
2009-04-28,12.180000305175781
2009-04-29,12.40999984741211
2009-04-30,12.449999809265137
2009-05-01,12.380000114440918
2009-05-04,12.640000343322754
2009-05-05,12.680000305175781
2009-05-06,12.829999923706055
2009-05-07,12.550000190734863
2009-05-08,12.680000305175781
2009-05-11,12.510000228881836
2009-05-12,12.829999923706055
2009-05-13,12.390000343322754
2009-05-14,11.020000457763672
2009-05-15,11.109999656677246
2009-05-18,11.279999732971191
2009-05-19,11.210000038146973
2009-05-20,11.119999885559082
2009-05-21,12.390000343322754
2009-05-22,11.9399995803833
2009-05-26,11.920000076293945
2009-05-27,12.170000076293945
2009-05-28,12.100000381469727
2009-05-29,12.350000381469727
2009-06-01,12.739999771118164
2009-06-02,14.649999618530273
2009-06-03,14.989999771118164
2009-06-04,15.430000305175781
2009-06-05,15.600000381469727
2009-06-08,15.09000015258789
2009-06-09,15.470000267028809
2009-06-10,15.539999961853027
2009-06-11,16.739999771118164
2009-06-12,16.34000015258789
2009-06-15,15.880000114440918
2009-06-16,16.079999923706055
2009-06-17,16.8799991607666
2009-06-18,16.56999969482422
2009-06-19,17.040000915527344
2009-06-22,16.469999313354492
2009-06-23,16.219999313354492
2009-06-24,16.610000610351562
2009-06-25,16.920000076293945
2009-06-26,16.829999923706055
2009-06-29,16.309999465942383
2009-06-30,16.59000015258789
2009-07-01,17.049999237060547
2009-07-02,16.299999237060547
2009-07-06,16.3700008392334
2009-07-07,15.729999542236328
2009-07-08,15.399999618530273
2009-07-09,16.010000228881836
2009-07-10,15.829999923706055
2009-07-13,16.079999923706055
2009-07-14,16.530000686645508
2009-07-15,16.860000610351562
2009-07-16,16.889999389648438
2009-07-17,17.459999084472656
2009-07-20,17.959999084472656
2009-07-21,17.670000076293945
2009-07-22,17.639999389648438
2009-07-23,17.719999313354492
2009-07-24,17.399999618530273
2009-07-27,17.389999389648438
2009-07-28,17.700000762939453
2009-07-29,17.829999923706055
2009-07-30,17.3700008392334
2009-07-31,17.40999984741211
2009-08-03,17.149999618530273
2009-08-04,17.299999237060547
2009-08-05,18.690000534057617
2009-08-06,18.350000381469727
2009-08-07,18.18000030517578
2009-08-10,18.6299991607666
2009-08-11,18.799999237060547
2009-08-12,19.270000457763672
2009-08-13,19.25
2009-08-14,19.059999465942383
2009-08-17,18.270000457763672
2009-08-18,18.5
2009-08-19,18.18000030517578
2009-08-20,18.459999084472656
2009-08-21,18.450000762939453
2009-08-24,18.559999465942383
2009-08-25,18.8799991607666
2009-08-26,18.889999389648438
2009-08-27,18.65999984741211
2009-08-28,18.350000381469727
2009-08-31,18.290000915527344
2009-09-01,18.889999389648438
2009-09-02,19.770000457763672
2009-09-03,19.850000381469727
2009-09-04,20.079999923706055
2009-09-08,20.0
2009-09-09,20.420000076293945
2009-09-10,20.399999618530273
2009-09-11,20.059999465942383
2009-09-14,20.09000015258789
2009-09-15,19.84000015258789
2009-09-16,20.3700008392334
2009-09-17,19.989999771118164
2009-09-18,21.440000534057617
2009-09-21,19.989999771118164
2009-09-22,20.34000015258789
2009-09-23,20.170000076293945
2009-09-24,19.940000534057617
2009-09-25,19.799999237060547
2009-09-28,20.56999969482422
2009-09-29,20.75
2009-09-30,20.75
2009-10-01,20.469999313354492
2009-10-02,20.440000534057617
2009-10-05,20.190000534057617
2009-10-06,20.65999984741211
2009-10-07,20.889999389648438
2009-10-08,20.969999313354492
2009-10-09,21.459999084472656
2009-10-12,21.15999984741211
2009-10-13,21.360000610351562
2009-10-14,21.84000015258789
2009-10-15,21.799999237060547
2009-10-16,20.8700008392334
2009-10-19,21.030000686645508
2009-10-20,21.040000915527344
2009-10-21,20.780000686645508
2009-10-22,20.559999465942383
2009-10-23,20.190000534057617
2009-10-26,20.770000457763672
2009-10-27,20.31999969482422
2009-10-28,19.59000015258789
2009-10-29,20.149999618530273
2009-10-30,19.700000762939453
2009-11-02,20.0
2009-11-03,20.440000534057617
2009-11-04,20.549999237060547
2009-11-05,21.030000686645508
2009-11-06,21.239999771118164
2009-11-09,21.850000381469727
2009-11-10,21.600000381469727
2009-11-11,21.809999465942383
2009-11-12,21.25
2009-11-13,21.329999923706055
2009-11-16,22.399999618530273
2009-11-17,21.8700008392334
2009-11-18,22.030000686645508
2009-11-19,21.719999313354492
2009-11-20,21.31999969482422
2009-11-23,21.81999969482422
2009-11-24,21.56999969482422
2009-11-25,21.280000686645508
2009-11-27,20.68000030517578
2009-11-30,20.799999237060547
2009-12-01,21.229999542236328
2009-12-02,21.239999771118164
2009-12-03,21.06999969482422
2009-12-04,22.329999923706055
2009-12-07,22.649999618530273
2009-12-08,22.459999084472656
2009-12-09,22.399999618530273
2009-12-10,22.1299991607666
2009-12-11,22.59000015258789
2009-12-14,22.549999237060547
2009-12-15,22.559999465942383
2009-12-16,22.860000610351562
2009-12-17,22.459999084472656
2009-12-18,22.899999618530273
2009-12-21,23.15999984741211
2009-12-22,23.520000457763672
2009-12-23,23.780000686645508
2009-12-24,23.889999389648438
2009-12-28,23.790000915527344
2009-12-29,24.25
2009-12-30,24.059999465942383
2009-12-31,23.700000762939453
2010-01-04,24.239999771118164
2010-01-05,23.940000534057617
2010-01-06,23.950000762939453
2010-01-07,23.889999389648438
2010-01-08,23.940000534057617
2010-01-11,23.790000915527344
2010-01-12,23.459999084472656
2010-01-13,23.440000534057617
2010-01-14,23.540000915527344
2010-01-15,23.489999771118164
2010-01-19,23.3700008392334
2010-01-20,22.8700008392334
2010-01-21,22.229999542236328
2010-01-22,21.309999465942383
2010-01-25,21.239999771118164
2010-01-26,21.260000228881836
2010-01-27,21.489999771118164
2010-01-28,21.3700008392334
2010-01-29,21.190000534057617
2010-02-01,22.200000762939453
2010-02-02,21.850000381469727
2010-02-03,22.389999389648438
2010-02-04,21.6299991607666
2010-02-05,20.940000534057617
2010-02-08,21.350000381469727
2010-02-09,21.459999084472656
2010-02-10,21.860000610351562
2010-02-11,22.309999465942383
2010-02-12,22.6299991607666
2010-02-16,22.6299991607666
2010-02-17,22.649999618530273
2010-02-18,22.889999389648438
2010-02-19,22.84000015258789
2010-02-22,22.739999771118164
2010-02-23,22.389999389648438
2010-02-24,22.549999237060547
2010-02-25,22.15999984741211
2010-02-26,21.899999618530273
2010-03-01,21.860000610351562
2010-03-02,21.760000228881836
2010-03-03,21.010000228881836
2010-03-04,21.399999618530273
2010-03-05,21.729999542236328
2010-03-08,21.920000076293945
2010-03-09,22.190000534057617
2010-03-10,22.350000381469727
2010-03-11,22.450000762939453
2010-03-12,22.6200008392334
2010-03-15,22.520000457763672
2010-03-16,22.780000686645508
2010-03-17,23.1200008392334
2010-03-18,22.700000762939453
2010-03-19,22.290000915527344
2010-03-22,22.65999984741211
2010-03-23,22.559999465942383
2010-03-24,22.100000381469727
2010-03-25,21.280000686645508
2010-03-26,21.229999542236328
2010-03-29,20.899999618530273
2010-03-30,21.3799991607666
2010-03-31,21.350000381469727
2010-04-01,20.850000381469727
2010-04-05,20.780000686645508
2010-04-06,20.780000686645508
2010-04-07,20.75
2010-04-08,20.8700008392334
2010-04-09,20.920000076293945
2010-04-12,21.43000030517578
2010-04-13,21.290000915527344
2010-04-14,21.860000610351562
2010-04-15,21.8799991607666
2010-04-16,21.3700008392334
2010-04-19,21.31999969482422
2010-04-20,21.6200008392334
2010-04-21,21.549999237060547
2010-04-22,21.559999465942383
2010-04-23,21.270000457763672
2010-04-26,21.600000381469727
2010-04-27,21.579999923706055
2010-04-28,21.5
2010-04-29,21.889999389648438
2010-04-30,20.989999771118164
2010-05-03,20.979999542236328
2010-05-04,20.889999389648438
2010-05-05,20.40999984741211
2010-05-06,19.700000762939453
2010-05-07,19.290000915527344
2010-05-10,20.860000610351562
2010-05-11,22.200000762939453
2010-05-12,22.989999771118164
2010-05-13,23.8799991607666
2010-05-14,23.489999771118164
2010-05-17,23.829999923706055
2010-05-18,23.959999084472656
2010-05-19,23.389999389648438
2010-05-20,22.030000686645508
2010-05-21,22.479999542236328
2010-05-24,22.31999969482422
2010-05-25,22.100000381469727
2010-05-26,22.18000030517578
2010-05-27,22.770000457763672
2010-05-28,22.540000915527344
2010-06-01,22.260000228881836
2010-06-02,23.399999618530273
2010-06-03,23.610000610351562
2010-06-04,22.110000610351562
2010-06-07,21.309999465942383
2010-06-08,21.020000457763672
2010-06-09,21.3700008392334
2010-06-10,21.639999389648438
2010-06-11,21.989999771118164
2010-06-14,22.280000686645508
2010-06-15,22.969999313354492
2010-06-16,22.940000534057617
2010-06-17,23.450000762939453
2010-06-18,23.329999923706055
2010-06-21,23.6299991607666
2010-06-22,23.239999771118164
2010-06-23,22.43000030517578
2010-06-24,21.770000457763672
2010-06-25,21.75
2010-06-28,22.530000686645508
2010-06-29,22.0
2010-06-30,22.5
