,CG
2013-09-24,25.389999389648438
2013-09-25,26.030000686645508
2013-09-26,26.6299991607666
2013-09-27,26.510000228881836
2013-09-30,25.719999313354492
2013-10-01,25.690000534057617
2013-10-02,25.799999237060547
2013-10-03,26.8700008392334
2013-10-04,27.139999389648438
2013-10-07,27.579999923706055
2013-10-08,27.389999389648438
2013-10-09,27.1299991607666
2013-10-10,27.889999389648438
2013-10-11,28.93000030517578
2013-10-14,29.760000228881836
2013-10-15,29.860000610351562
2013-10-16,30.969999313354492
2013-10-17,30.950000762939453
2013-10-18,31.56999969482422
2013-10-21,30.399999618530273
2013-10-22,31.0
2013-10-23,30.34000015258789
2013-10-24,30.020000457763672
2013-10-25,29.860000610351562
2013-10-28,30.3700008392334
2013-10-29,30.920000076293945
2013-10-30,31.25
2013-10-31,30.920000076293945
2013-11-01,30.799999237060547
2013-11-04,30.940000534057617
2013-11-05,30.1299991607666
2013-11-06,30.540000915527344
2013-11-07,30.149999618530273
2013-11-08,30.770000457763672
2013-11-11,29.90999984741211
2013-11-12,30.799999237060547
2013-11-13,30.639999389648438
2013-11-14,31.860000610351562
2013-11-15,31.520000457763672
2013-11-18,32.34000015258789
2013-11-19,32.5099983215332
2013-11-20,32.15999984741211
2013-11-21,32.47999954223633
2013-11-22,32.47999954223633
2013-11-25,32.83000183105469
2013-11-26,32.81999969482422
2013-11-27,32.11000061035156
2013-11-29,32.5
2013-12-02,31.950000762939453
2013-12-03,31.25
2013-12-04,31.989999771118164
2013-12-05,32.029998779296875
2013-12-06,32.9900016784668
2013-12-09,32.77000045776367
2013-12-10,33.029998779296875
2013-12-11,32.61000061035156
2013-12-12,32.880001068115234
2013-12-13,33.439998626708984
2013-12-16,33.900001525878906
2013-12-17,34.529998779296875
2013-12-18,35.2400016784668
2013-12-19,34.900001525878906
2013-12-20,34.66999816894531
2013-12-23,35.349998474121094
2013-12-24,36.11000061035156
2013-12-26,36.13999938964844
2013-12-27,35.72999954223633
2013-12-30,34.61000061035156
2013-12-31,35.619998931884766
2014-01-02,34.9900016784668
2014-01-03,35.93000030517578
2014-01-06,35.95000076293945
2014-01-07,35.90999984741211
2014-01-08,36.060001373291016
2014-01-09,36.41999816894531
2014-01-10,36.79999923706055
2014-01-13,36.25
2014-01-14,37.90999984741211
2014-01-15,36.9900016784668
2014-01-16,36.91999816894531
2014-01-17,35.83000183105469
2014-01-21,36.5099983215332
2014-01-22,37.09000015258789
2014-01-23,36.779998779296875
2014-01-24,36.040000915527344
2014-01-27,35.720001220703125
2014-01-28,35.650001525878906
2014-01-29,35.79999923706055
2014-01-30,36.060001373291016
2014-01-31,34.810001373291016
2014-02-03,33.45000076293945
2014-02-04,32.959999084472656
2014-02-05,32.43000030517578
2014-02-06,33.9900016784668
2014-02-07,34.619998931884766
2014-02-10,34.880001068115234
2014-02-11,34.9900016784668
2014-02-12,34.54999923706055
2014-02-13,35.16999816894531
2014-02-14,35.22999954223633
2014-02-18,35.459999084472656
2014-02-19,35.0
2014-02-20,35.970001220703125
2014-02-21,37.0
2014-02-24,37.84000015258789
2014-02-25,37.849998474121094
2014-02-26,37.709999084472656
2014-02-27,36.060001373291016
2014-02-28,36.27000045776367
2014-03-03,35.5
2014-03-04,34.02000045776367
2014-03-05,34.2599983215332
2014-03-06,35.11000061035156
2014-03-07,34.540000915527344
2014-03-10,34.810001373291016
2014-03-11,34.380001068115234
2014-03-12,34.189998626708984
2014-03-13,32.88999938964844
2014-03-14,32.599998474121094
2014-03-17,33.81999969482422
2014-03-18,34.099998474121094
2014-03-19,33.31999969482422
2014-03-20,33.33000183105469
2014-03-21,32.81999969482422
2014-03-24,31.670000076293945
2014-03-25,31.350000381469727
2014-03-26,32.86000061035156
2014-03-27,33.540000915527344
2014-03-28,34.29999923706055
2014-03-31,35.13999938964844
2014-04-01,35.40999984741211
2014-04-02,35.11000061035156
2014-04-03,35.439998626708984
2014-04-04,35.04999923706055
2014-04-07,33.369998931884766
2014-04-08,33.349998474121094
2014-04-09,34.47999954223633
2014-04-10,34.0
2014-04-11,33.720001220703125
2014-04-14,33.22999954223633
2014-04-15,32.720001220703125
2014-04-16,32.9900016784668
2014-04-17,33.45000076293945
2014-04-21,33.9900016784668
2014-04-22,34.70000076293945
2014-04-23,34.470001220703125
2014-04-24,34.689998626708984
2014-04-25,34.63999938964844
2014-04-28,34.08000183105469
2014-04-29,34.209999084472656
2014-04-30,32.08000183105469
2014-05-01,32.599998474121094
2014-05-02,32.02000045776367
2014-05-05,31.75
2014-05-06,31.079999923706055
2014-05-07,30.190000534057617
2014-05-08,30.270000457763672
2014-05-09,31.450000762939453
2014-05-12,31.190000534057617
2014-05-13,31.059999465942383
2014-05-14,31.549999237060547
2014-05-15,31.010000228881836
2014-05-16,30.190000534057617
2014-05-19,30.440000534057617
2014-05-20,30.420000076293945
2014-05-21,31.270000457763672
2014-05-22,31.59000015258789
2014-05-23,31.399999618530273
2014-05-27,31.360000610351562
2014-05-28,31.649999618530273
2014-05-29,31.8799991607666
2014-05-30,30.969999313354492
2014-06-02,31.520000457763672
2014-06-03,32.43000030517578
2014-06-04,31.959999084472656
2014-06-05,31.850000381469727
2014-06-06,33.0099983215332
2014-06-09,33.099998474121094
2014-06-10,33.40999984741211
2014-06-11,32.630001068115234
2014-06-12,32.63999938964844
2014-06-13,32.130001068115234
2014-06-16,33.58000183105469
2014-06-17,34.41999816894531
2014-06-18,34.880001068115234
2014-06-19,34.5
2014-06-20,34.599998474121094
2014-06-23,34.83000183105469
2014-06-24,34.369998931884766
2014-06-25,33.9900016784668
2014-06-26,34.29999923706055
2014-06-27,33.650001525878906
2014-06-30,33.959999084472656
2014-07-01,34.54999923706055
2014-07-02,34.9900016784668
2014-07-03,34.95000076293945
2014-07-07,35.119998931884766
2014-07-08,34.31999969482422
2014-07-09,33.900001525878906
2014-07-10,32.849998474121094
2014-07-11,33.209999084472656
2014-07-14,33.65999984741211
2014-07-15,33.81999969482422
2014-07-16,34.63999938964844
2014-07-17,33.599998474121094
2014-07-18,33.68000030517578
2014-07-21,33.5
2014-07-22,34.04999923706055
2014-07-23,34.77000045776367
2014-07-24,34.720001220703125
2014-07-25,34.470001220703125
2014-07-28,34.09000015258789
2014-07-29,34.38999938964844
2014-07-30,34.709999084472656
2014-07-31,33.380001068115234
2014-08-01,32.79999923706055
2014-08-04,31.940000534057617
2014-08-05,30.950000762939453
2014-08-06,31.0
2014-08-07,30.59000015258789
2014-08-08,31.450000762939453
2014-08-11,32.20000076293945
2014-08-12,31.979999542236328
2014-08-13,32.27000045776367
2014-08-14,32.400001525878906
2014-08-15,32.540000915527344
2014-08-18,33.04999923706055
2014-08-19,33.0099983215332
2014-08-20,33.15999984741211
2014-08-21,32.81999969482422
2014-08-22,32.13999938964844
2014-08-25,32.34000015258789
2014-08-26,32.43000030517578
2014-08-27,33.119998931884766
2014-08-28,33.22999954223633
2014-08-29,33.2599983215332
2014-09-02,32.84000015258789
2014-09-03,33.0099983215332
2014-09-04,32.84000015258789
2014-09-05,32.619998931884766
2014-09-08,31.790000915527344
2014-09-09,31.479999542236328
2014-09-10,31.329999923706055
2014-09-11,31.93000030517578
2014-09-12,31.270000457763672
2014-09-15,30.690000534057617
2014-09-16,30.84000015258789
2014-09-17,31.18000030517578
2014-09-18,30.799999237060547
2014-09-19,31.09000015258789
2014-09-22,30.610000610351562
2014-09-23,29.950000762939453
2014-09-24,29.860000610351562
2014-09-25,30.15999984741211
2014-09-26,30.940000534057617
2014-09-29,30.440000534057617
2014-09-30,30.459999084472656
2014-10-01,29.329999923706055
2014-10-02,29.280000686645508
2014-10-03,29.770000457763672
2014-10-06,30.139999389648438
2014-10-07,29.3700008392334
2014-10-08,29.469999313354492
2014-10-09,28.5
2014-10-10,28.110000610351562
2014-10-13,27.25
2014-10-14,27.649999618530273
2014-10-15,27.6299991607666
2014-10-16,27.68000030517578
2014-10-17,28.290000915527344
2014-10-20,28.989999771118164
2014-10-21,29.940000534057617
2014-10-22,29.3700008392334
2014-10-23,29.719999313354492
2014-10-24,30.440000534057617
2014-10-27,29.809999465942383
2014-10-28,29.829999923706055
2014-10-29,28.65999984741211
2014-10-30,27.559999465942383
2014-10-31,27.760000228881836
2014-11-03,28.110000610351562
2014-11-04,28.59000015258789
2014-11-05,28.59000015258789
2014-11-06,28.260000228881836
2014-11-07,28.940000534057617
2014-11-10,29.059999465942383
2014-11-11,29.110000610351562
2014-11-12,29.389999389648438
2014-11-13,29.690000534057617
2014-11-14,29.600000381469727
2014-11-17,29.860000610351562
2014-11-18,29.459999084472656
2014-11-19,29.510000228881836
2014-11-20,29.200000762939453
2014-11-21,29.799999237060547
2014-11-24,29.459999084472656
2014-11-25,29.229999542236328
2014-11-26,29.049999237060547
2014-11-28,28.6299991607666
2014-12-01,27.440000534057617
2014-12-02,27.719999313354492
2014-12-03,28.450000762939453
2014-12-04,28.559999465942383
2014-12-05,28.719999313354492
2014-12-08,28.020000457763672
2014-12-09,27.760000228881836
2014-12-10,26.920000076293945
2014-12-11,27.290000915527344
2014-12-12,26.479999542236328
2014-12-15,25.760000228881836
2014-12-16,25.540000915527344
2014-12-17,26.290000915527344
2014-12-18,27.010000228881836
2014-12-19,27.450000762939453
2014-12-22,26.860000610351562
2014-12-23,27.290000915527344
2014-12-24,26.899999618530273
2014-12-26,26.920000076293945
2014-12-29,26.760000228881836
2014-12-30,27.34000015258789
2014-12-31,27.5
2015-01-02,28.18000030517578
2015-01-05,27.8700008392334
2015-01-06,26.8700008392334
2015-01-07,26.829999923706055
2015-01-08,26.90999984741211
2015-01-09,26.579999923706055
2015-01-12,25.850000381469727
2015-01-13,25.649999618530273
2015-01-14,25.25
2015-01-15,24.81999969482422
2015-01-16,24.8700008392334
2015-01-20,24.829999923706055
2015-01-21,25.0
2015-01-22,25.270000457763672
2015-01-23,25.65999984741211
2015-01-26,26.149999618530273
2015-01-27,26.3799991607666
2015-01-28,26.43000030517578
2015-01-29,26.219999313354492
2015-01-30,26.299999237060547
2015-02-02,26.90999984741211
2015-02-03,26.969999313354492
2015-02-04,26.549999237060547
2015-02-05,26.489999771118164
2015-02-06,26.610000610351562
2015-02-09,26.940000534057617
2015-02-10,27.049999237060547
2015-02-11,27.6299991607666
2015-02-12,28.139999389648438
2015-02-13,28.18000030517578
2015-02-17,28.020000457763672
2015-02-18,28.440000534057617
2015-02-19,27.020000457763672
2015-02-20,27.040000915527344
2015-02-23,26.450000762939453
2015-02-24,26.469999313354492
2015-02-25,26.079999923706055
2015-02-26,25.639999389648438
2015-02-27,25.850000381469727
2015-03-02,26.0
2015-03-03,25.93000030517578
2015-03-04,26.700000762939453
2015-03-05,26.969999313354492
2015-03-06,27.290000915527344
2015-03-09,27.239999771118164
2015-03-10,27.209999084472656
2015-03-11,26.829999923706055
2015-03-12,26.850000381469727
2015-03-13,26.280000686645508
2015-03-16,26.25
2015-03-17,26.309999465942383
2015-03-18,26.350000381469727
2015-03-19,26.18000030517578
2015-03-20,26.68000030517578
2015-03-23,26.850000381469727
2015-03-24,27.06999969482422
2015-03-25,26.6200008392334
2015-03-26,26.3799991607666
2015-03-27,26.979999542236328
2015-03-30,27.079999923706055
2015-03-31,27.100000381469727
2015-04-01,27.809999465942383
2015-04-02,27.799999237060547
2015-04-06,27.68000030517578
2015-04-07,27.940000534057617
2015-04-08,27.770000457763672
2015-04-09,27.540000915527344
2015-04-10,27.809999465942383
2015-04-13,28.100000381469727
2015-04-14,28.290000915527344
2015-04-15,28.329999923706055
2015-04-16,28.709999084472656
2015-04-17,28.709999084472656
2015-04-20,29.729999542236328
2015-04-21,29.389999389648438
2015-04-22,29.75
2015-04-23,29.8700008392334
2015-04-24,29.770000457763672
2015-04-27,29.790000915527344
2015-04-28,29.950000762939453
2015-04-29,29.780000686645508
2015-04-30,30.190000534057617
2015-05-01,30.84000015258789
2015-05-04,31.489999771118164
2015-05-05,30.8700008392334
2015-05-06,30.25
2015-05-07,30.079999923706055
2015-05-08,30.209999084472656
2015-05-11,29.950000762939453
2015-05-12,29.799999237060547
2015-05-13,29.68000030517578
2015-05-14,29.709999084472656
2015-05-15,29.729999542236328
2015-05-18,29.959999084472656
2015-05-19,30.09000015258789
2015-05-20,30.1299991607666
2015-05-21,30.25
2015-05-22,30.450000762939453
2015-05-26,30.309999465942383
2015-05-27,30.489999771118164
2015-05-28,30.790000915527344
2015-05-29,30.829999923706055
2015-06-01,30.969999313354492
2015-06-02,29.450000762939453
2015-06-03,29.18000030517578
2015-06-04,29.270000457763672
2015-06-05,29.43000030517578
2015-06-08,29.209999084472656
2015-06-09,29.0
2015-06-10,28.969999313354492
2015-06-11,29.06999969482422
2015-06-12,28.739999771118164
2015-06-15,28.18000030517578
2015-06-16,28.40999984741211
2015-06-17,28.389999389648438
2015-06-18,28.489999771118164
2015-06-19,28.610000610351562
2015-06-22,28.559999465942383
2015-06-23,28.979999542236328
2015-06-24,28.649999618530273
2015-06-25,28.709999084472656
2015-06-26,28.540000915527344
2015-06-29,28.010000228881836
2015-06-30,28.149999618530273
2015-07-01,28.209999084472656
2015-07-02,28.6299991607666
2015-07-06,27.989999771118164
2015-07-07,27.940000534057617
2015-07-08,26.940000534057617
2015-07-09,27.440000534057617
2015-07-10,27.440000534057617
2015-07-13,27.829999923706055
2015-07-14,28.389999389648438
2015-07-15,28.469999313354492
2015-07-16,28.43000030517578
2015-07-17,28.40999984741211
2015-07-20,27.799999237060547
2015-07-21,28.020000457763672
2015-07-22,27.610000610351562
2015-07-23,26.899999618530273
2015-07-24,26.149999618530273
2015-07-27,25.989999771118164
2015-07-28,26.020000457763672
2015-07-29,26.350000381469727
2015-07-30,26.530000686645508
2015-07-31,26.610000610351562
2015-08-03,26.049999237060547
2015-08-04,25.93000030517578
2015-08-05,25.479999542236328
2015-08-06,25.149999618530273
2015-08-07,25.020000457763672
2015-08-10,25.170000076293945
2015-08-11,24.280000686645508
2015-08-12,24.200000762939453
2015-08-13,24.329999923706055
2015-08-14,24.790000915527344
2015-08-17,23.6299991607666
2015-08-18,23.040000915527344
2015-08-19,22.56999969482422
2015-08-20,21.450000762939453
2015-08-21,21.15999984741211
2015-08-24,19.979999542236328
2015-08-25,20.350000381469727
2015-08-26,21.110000610351562
2015-08-27,22.329999923706055
2015-08-28,21.899999618530273
2015-08-31,21.15999984741211
2015-09-01,20.15999984741211
2015-09-02,19.959999084472656
2015-09-03,20.559999465942383
2015-09-04,20.170000076293945
2015-09-08,20.90999984741211
2015-09-09,20.65999984741211
2015-09-10,20.459999084472656
2015-09-11,20.59000015258789
2015-09-14,20.350000381469727
2015-09-15,20.489999771118164
2015-09-16,20.219999313354492
2015-09-17,20.719999313354492
2015-09-18,19.989999771118164
2015-09-21,20.049999237060547
2015-09-22,19.579999923706055
2015-09-23,19.190000534057617
2015-09-24,18.579999923706055
2015-09-25,18.3799991607666
2015-09-28,17.299999237060547
2015-09-29,16.75
2015-09-30,16.799999237060547
2015-10-01,16.520000457763672
2015-10-02,16.8700008392334
2015-10-05,18.420000076293945
2015-10-06,18.440000534057617
2015-10-07,18.959999084472656
2015-10-08,18.889999389648438
2015-10-09,19.270000457763672
2015-10-12,19.15999984741211
2015-10-13,19.350000381469727
2015-10-14,19.100000381469727
2015-10-15,19.350000381469727
2015-10-16,19.5
2015-10-19,18.709999084472656
2015-10-20,18.799999237060547
2015-10-21,18.790000915527344
2015-10-22,18.81999969482422
2015-10-23,19.040000915527344
2015-10-26,19.3700008392334
2015-10-27,19.260000228881836
2015-10-28,18.829999923706055
2015-10-29,19.040000915527344
2015-10-30,18.739999771118164
2015-11-02,20.079999923706055
2015-11-03,20.420000076293945
2015-11-04,20.549999237060547
2015-11-05,20.040000915527344
2015-11-06,19.6200008392334
2015-11-09,18.969999313354492
2015-11-10,18.610000610351562
2015-11-11,18.440000534057617
2015-11-12,17.739999771118164
2015-11-13,17.56999969482422
2015-11-16,17.350000381469727
2015-11-17,17.170000076293945
2015-11-18,17.260000228881836
2015-11-19,17.329999923706055
2015-11-20,17.469999313354492
2015-11-23,17.920000076293945
2015-11-24,18.059999465942383
2015-11-25,18.030000686645508
2015-11-27,18.040000915527344
2015-11-30,18.030000686645508
2015-12-01,17.860000610351562
2015-12-02,17.530000686645508
2015-12-03,17.479999542236328
2015-12-04,17.329999923706055
2015-12-07,17.170000076293945
2015-12-08,16.600000381469727
2015-12-09,16.540000915527344
2015-12-10,16.510000228881836
2015-12-11,15.680000305175781
2015-12-14,15.170000076293945
2015-12-15,15.6899995803833
2015-12-16,15.670000076293945
2015-12-17,15.930000305175781
2015-12-18,15.609999656677246
2015-12-21,15.800000190734863
2015-12-22,15.680000305175781
2015-12-23,16.06999969482422
2015-12-24,16.079999923706055
2015-12-28,15.869999885559082
2015-12-29,15.779999732971191
2015-12-30,15.619999885559082
2015-12-31,15.619999885559082
2016-01-04,15.5600004196167
2016-01-05,15.539999961853027
2016-01-06,15.239999771118164
2016-01-07,14.40999984741211
2016-01-08,13.880000114440918
2016-01-11,13.380000114440918
2016-01-12,13.399999618530273
2016-01-13,12.479999542236328
2016-01-14,13.430000305175781
2016-01-15,13.279999732971191
2016-01-19,13.0
2016-01-20,12.109999656677246
2016-01-21,12.699999809265137
2016-01-22,13.550000190734863
2016-01-25,12.90999984741211
2016-01-26,13.260000228881836
2016-01-27,13.109999656677246
2016-01-28,13.229999542236328
2016-01-29,13.680000305175781
2016-02-01,13.380000114440918
2016-02-02,12.789999961853027
2016-02-03,12.539999961853027
2016-02-04,12.779999732971191
2016-02-05,12.770000457763672
