,ALCO
2011-09-28,20.700000762939453
2011-09-29,20.770000457763672
2011-09-30,19.639999389648438
2011-10-03,20.299999237060547
2011-10-04,21.610000610351562
2011-10-05,21.1200008392334
2011-10-06,21.059999465942383
2011-10-07,21.06999969482422
2011-10-10,21.329999923706055
2011-10-11,19.440000534057617
2011-10-12,20.479999542236328
2011-10-13,20.209999084472656
2011-10-14,20.979999542236328
2011-10-17,20.020000457763672
2011-10-18,21.59000015258789
2011-10-19,20.950000762939453
2011-10-20,21.270000457763672
2011-10-21,21.579999923706055
2011-10-24,22.40999984741211
2011-10-25,21.5
2011-10-26,21.600000381469727
2011-10-27,23.479999542236328
2011-10-28,23.479999542236328
2011-10-31,22.770000457763672
2011-11-01,22.299999237060547
2011-11-02,22.809999465942383
2011-11-03,23.3799991607666
2011-11-04,22.899999618530273
2011-11-07,22.68000030517578
2011-11-08,22.920000076293945
2011-11-09,21.75
2011-11-10,22.030000686645508
2011-11-11,22.6299991607666
2011-11-14,22.31999969482422
2011-11-15,22.389999389648438
2011-11-16,21.299999237060547
2011-11-17,21.040000915527344
2011-11-18,20.200000762939453
2011-11-21,19.649999618530273
2011-11-22,18.649999618530273
2011-11-23,18.1200008392334
2011-11-25,17.889999389648438
2011-11-28,18.260000228881836
2011-11-29,18.100000381469727
2011-11-30,17.940000534057617
2011-12-01,17.8799991607666
2011-12-02,18.59000015258789
2011-12-05,18.59000015258789
2011-12-06,18.5
2011-12-07,18.290000915527344
2011-12-08,17.8700008392334
2011-12-09,18.549999237060547
2011-12-12,18.200000762939453
2011-12-13,18.200000762939453
2011-12-14,18.190000534057617
2011-12-15,18.09000015258789
2011-12-16,18.6299991607666
2011-12-19,18.299999237060547
2011-12-20,19.030000686645508
2011-12-21,18.75
2011-12-22,18.719999313354492
2011-12-23,19.0
2011-12-27,18.989999771118164
2011-12-28,18.790000915527344
2011-12-29,19.200000762939453
2011-12-30,19.3700008392334
2012-01-03,19.700000762939453
2012-01-04,19.579999923706055
2012-01-05,19.530000686645508
2012-01-06,19.510000228881836
2012-01-09,19.65999984741211
2012-01-10,19.790000915527344
2012-01-11,20.06999969482422
2012-01-12,20.200000762939453
2012-01-13,19.950000762939453
2012-01-17,19.809999465942383
2012-01-18,20.020000457763672
2012-01-19,20.200000762939453
2012-01-20,21.219999313354492
2012-01-23,21.389999389648438
2012-01-24,21.56999969482422
2012-01-25,21.65999984741211
2012-01-26,22.020000457763672
2012-01-27,23.299999237060547
2012-01-30,23.100000381469727
2012-01-31,23.139999389648438
2012-02-01,23.43000030517578
2012-02-02,23.56999969482422
2012-02-03,24.649999618530273
2012-02-06,24.760000228881836
2012-02-07,23.920000076293945
2012-02-08,23.90999984741211
2012-02-09,23.829999923706055
2012-02-10,23.200000762939453
2012-02-13,23.360000610351562
2012-02-14,23.049999237060547
2012-02-15,23.299999237060547
2012-02-16,24.1299991607666
2012-02-17,23.799999237060547
2012-02-21,23.6200008392334
2012-02-22,23.5
2012-02-23,24.0
2012-02-24,23.860000610351562
2012-02-27,23.559999465942383
2012-02-28,23.56999969482422
2012-02-29,23.260000228881836
2012-03-01,23.549999237060547
2012-03-02,23.299999237060547
2012-03-05,23.799999237060547
2012-03-06,23.6200008392334
2012-03-07,23.6299991607666
2012-03-08,23.860000610351562
2012-03-09,23.729999542236328
2012-03-12,23.6200008392334
2012-03-13,23.860000610351562
2012-03-14,23.450000762939453
2012-03-15,24.18000030517578
2012-03-16,24.290000915527344
2012-03-19,23.790000915527344
2012-03-20,23.450000762939453
2012-03-21,23.229999542236328
2012-03-22,22.809999465942383
2012-03-23,23.459999084472656
2012-03-26,23.969999313354492
2012-03-27,23.6299991607666
2012-03-28,23.389999389648438
2012-03-29,23.40999984741211
2012-03-30,23.110000610351562
2012-04-02,23.360000610351562
2012-04-03,22.989999771118164
2012-04-04,22.940000534057617
2012-04-05,22.65999984741211
2012-04-09,22.309999465942383
2012-04-10,21.239999771118164
2012-04-11,21.309999465942383
2012-04-12,22.84000015258789
2012-04-13,22.639999389648438
2012-04-16,22.770000457763672
2012-04-17,24.110000610351562
2012-04-18,24.040000915527344
2012-04-19,23.719999313354492
2012-04-20,25.049999237060547
2012-04-23,24.889999389648438
2012-04-24,24.799999237060547
2012-04-25,23.709999084472656
2012-04-26,23.719999313354492
2012-04-27,23.110000610351562
2012-04-30,22.739999771118164
2012-05-01,22.600000381469727
2012-05-02,22.709999084472656
2012-05-03,22.520000457763672
2012-05-04,21.850000381469727
2012-05-07,21.8799991607666
2012-05-08,21.90999984741211
2012-05-09,21.760000228881836
2012-05-10,22.190000534057617
2012-05-11,22.469999313354492
2012-05-14,22.360000610351562
2012-05-15,23.459999084472656
2012-05-16,23.149999618530273
2012-05-17,23.030000686645508
2012-05-18,23.020000457763672
2012-05-21,24.239999771118164
2012-05-22,23.719999313354492
2012-05-23,24.219999313354492
2012-05-24,24.93000030517578
2012-05-25,24.6200008392334
2012-05-29,25.040000915527344
2012-05-30,24.799999237060547
2012-05-31,24.420000076293945
2012-06-01,23.440000534057617
2012-06-04,24.18000030517578
2012-06-05,23.459999084472656
2012-06-06,23.5
2012-06-07,23.579999923706055
2012-06-08,23.239999771118164
2012-06-11,23.139999389648438
2012-06-12,23.690000534057617
2012-06-13,23.8700008392334
2012-06-14,24.219999313354492
2012-06-15,24.940000534057617
2012-06-18,25.6299991607666
2012-06-19,26.479999542236328
2012-06-20,27.68000030517578
2012-06-21,28.209999084472656
2012-06-22,28.940000534057617
2012-06-25,28.31999969482422
2012-06-26,28.389999389648438
2012-06-27,28.84000015258789
2012-06-28,29.260000228881836
2012-06-29,30.540000915527344
2012-07-02,30.770000457763672
2012-07-03,31.209999084472656
2012-07-05,31.829999923706055
2012-07-06,31.84000015258789
2012-07-09,32.25
2012-07-10,31.75
2012-07-11,31.690000534057617
2012-07-12,31.420000076293945
2012-07-13,32.25
2012-07-16,31.739999771118164
2012-07-17,31.649999618530273
2012-07-18,31.360000610351562
2012-07-19,31.229999542236328
2012-07-20,31.440000534057617
2012-07-23,31.149999618530273
2012-07-24,30.190000534057617
2012-07-25,30.100000381469727
2012-07-26,30.6299991607666
2012-07-27,30.75
2012-07-30,30.190000534057617
2012-07-31,29.229999542236328
2012-08-01,28.530000686645508
2012-08-02,28.010000228881836
2012-08-03,29.06999969482422
2012-08-06,28.969999313354492
2012-08-07,28.889999389648438
2012-08-08,28.389999389648438
2012-08-09,27.399999618530273
2012-08-10,27.93000030517578
2012-08-13,29.049999237060547
2012-08-14,29.700000762939453
2012-08-15,29.889999389648438
2012-08-16,30.0
2012-08-17,31.479999542236328
2012-08-20,31.459999084472656
2012-08-21,30.700000762939453
2012-08-22,29.850000381469727
2012-08-23,30.899999618530273
2012-08-24,30.75
2012-08-27,31.559999465942383
2012-08-28,31.299999237060547
2012-08-29,32.0
2012-08-30,31.190000534057617
2012-08-31,31.6299991607666
2012-09-04,30.600000381469727
2012-09-05,29.399999618530273
2012-09-06,29.239999771118164
2012-09-07,29.3799991607666
2012-09-10,30.299999237060547
2012-09-11,30.75
2012-09-12,31.270000457763672
2012-09-13,31.829999923706055
2012-09-14,31.5
2012-09-17,31.270000457763672
2012-09-18,30.850000381469727
2012-09-19,30.799999237060547
2012-09-20,30.719999313354492
2012-09-21,31.100000381469727
2012-09-24,31.209999084472656
2012-09-25,31.040000915527344
2012-09-26,31.049999237060547
2012-09-27,31.190000534057617
2012-09-28,31.229999542236328
2012-10-01,31.239999771118164
2012-10-02,31.5
2012-10-03,31.5
2012-10-04,32.27000045776367
2012-10-05,32.130001068115234
2012-10-08,31.860000610351562
2012-10-09,31.350000381469727
2012-10-10,31.700000762939453
2012-10-11,31.850000381469727
2012-10-12,31.770000457763672
2012-10-15,32.790000915527344
2012-10-16,32.529998779296875
2012-10-17,32.790000915527344
2012-10-18,32.38999938964844
2012-10-19,31.399999618530273
2012-10-22,31.3700008392334
2012-10-23,30.940000534057617
2012-10-24,30.920000076293945
2012-10-25,31.440000534057617
2012-10-26,31.639999389648438
2012-10-31,31.389999389648438
2012-11-01,31.40999984741211
2012-11-02,31.459999084472656
2012-11-05,32.0
2012-11-06,32.04999923706055
2012-11-07,31.920000076293945
2012-11-08,31.290000915527344
2012-11-09,31.34000015258789
2012-11-12,32.34000015258789
2012-11-13,32.2400016784668
2012-11-14,31.40999984741211
2012-11-15,31.260000228881836
2012-11-16,31.780000686645508
2012-11-19,32.31999969482422
2012-11-20,31.920000076293945
2012-11-21,31.950000762939453
2012-11-23,31.969999313354492
2012-11-26,32.13999938964844
2012-11-27,32.029998779296875
2012-11-28,32.400001525878906
2012-11-29,33.90999984741211
2012-11-30,34.41999816894531
2012-12-03,36.380001068115234
2012-12-04,35.970001220703125
2012-12-05,37.349998474121094
2012-12-06,37.470001220703125
2012-12-07,37.0
2012-12-10,36.58000183105469
2012-12-11,36.81999969482422
2012-12-12,36.09000015258789
2012-12-13,35.95000076293945
2012-12-14,36.099998474121094
2012-12-17,36.18000030517578
2012-12-18,36.439998626708984
2012-12-19,35.95000076293945
2012-12-20,35.939998626708984
2012-12-21,37.15999984741211
2012-12-24,36.56999969482422
2012-12-26,36.77000045776367
2012-12-27,37.27000045776367
2012-12-28,37.04999923706055
2012-12-31,36.630001068115234
2013-01-02,39.599998474121094
2013-01-03,39.16999816894531
2013-01-04,39.099998474121094
2013-01-07,38.959999084472656
2013-01-08,39.959999084472656
2013-01-09,40.70000076293945
2013-01-10,40.130001068115234
2013-01-11,40.04999923706055
2013-01-14,39.72999954223633
2013-01-15,39.150001525878906
2013-01-16,39.5
2013-01-17,39.209999084472656
2013-01-18,39.400001525878906
2013-01-22,40.349998474121094
2013-01-23,40.290000915527344
2013-01-24,39.560001373291016
2013-01-25,39.630001068115234
2013-01-28,40.04999923706055
2013-01-29,44.79999923706055
2013-01-30,43.529998779296875
2013-01-31,43.56999969482422
2013-02-01,43.81999969482422
2013-02-04,42.81999969482422
2013-02-05,43.849998474121094
2013-02-06,42.75
2013-02-07,41.869998931884766
2013-02-08,42.439998626708984
2013-02-11,41.18000030517578
2013-02-12,40.33000183105469
2013-02-13,40.47999954223633
2013-02-14,40.560001373291016
2013-02-15,42.290000915527344
2013-02-19,42.779998779296875
2013-02-20,43.7400016784668
2013-02-21,43.54999923706055
2013-02-22,44.369998931884766
2013-02-25,41.25
2013-02-26,42.2400016784668
2013-02-27,43.70000076293945
2013-02-28,42.849998474121094
2013-03-01,42.20000076293945
2013-03-04,42.470001220703125
2013-03-05,41.959999084472656
2013-03-06,42.599998474121094
2013-03-07,42.75
2013-03-08,42.040000915527344
2013-03-11,43.31999969482422
2013-03-12,42.560001373291016
2013-03-13,43.66999816894531
2013-03-14,46.369998931884766
2013-03-15,46.66999816894531
2013-03-18,46.459999084472656
2013-03-19,46.099998474121094
2013-03-20,46.459999084472656
2013-03-21,46.93000030517578
2013-03-22,46.36000061035156
2013-03-25,46.540000915527344
2013-03-26,46.5099983215332
2013-03-27,46.33000183105469
2013-03-28,46.25
2013-04-01,45.689998626708984
2013-04-02,45.11000061035156
2013-04-03,43.959999084472656
2013-04-04,43.97999954223633
2013-04-05,43.65999984741211
2013-04-08,43.459999084472656
2013-04-09,43.66999816894531
2013-04-10,43.61000061035156
2013-04-11,43.279998779296875
2013-04-12,42.959999084472656
2013-04-15,41.9900016784668
2013-04-16,42.290000915527344
2013-04-17,42.0
2013-04-18,41.060001373291016
2013-04-19,40.47999954223633
2013-04-22,40.97999954223633
2013-04-23,41.15999984741211
2013-04-24,41.20000076293945
2013-04-25,41.04999923706055
2013-04-26,40.29999923706055
2013-04-29,40.650001525878906
2013-04-30,41.810001373291016
2013-05-01,42.0
2013-05-02,43.0
2013-05-03,44.02000045776367
2013-05-06,45.15999984741211
2013-05-07,45.2400016784668
2013-05-08,45.33000183105469
2013-05-09,44.810001373291016
2013-05-10,44.97999954223633
2013-05-13,44.400001525878906
2013-05-14,44.150001525878906
2013-05-15,44.65999984741211
2013-05-16,44.900001525878906
2013-05-17,45.4900016784668
2013-05-20,45.45000076293945
2013-05-21,45.31999969482422
2013-05-22,45.150001525878906
2013-05-23,45.599998474121094
2013-05-24,45.61000061035156
2013-05-28,45.97999954223633
2013-05-29,45.95000076293945
2013-05-30,45.97999954223633
2013-05-31,46.150001525878906
2013-06-03,46.060001373291016
2013-06-04,46.040000915527344
2013-06-05,45.08000183105469
2013-06-06,45.06999969482422
2013-06-07,44.849998474121094
2013-06-10,45.849998474121094
2013-06-11,45.119998931884766
2013-06-12,45.61000061035156
2013-06-13,45.7400016784668
2013-06-14,45.04999923706055
2013-06-17,44.29999923706055
2013-06-18,44.380001068115234
2013-06-19,44.0099983215332
2013-06-20,42.90999984741211
2013-06-21,42.560001373291016
2013-06-24,42.209999084472656
2013-06-25,41.61000061035156
2013-06-26,39.869998931884766
2013-06-27,40.02000045776367
2013-06-28,40.11000061035156
2013-07-01,41.939998626708984
2013-07-02,41.810001373291016
2013-07-03,42.20000076293945
2013-07-05,42.939998626708984
2013-07-08,43.310001373291016
2013-07-09,43.029998779296875
2013-07-10,43.459999084472656
2013-07-11,43.779998779296875
2013-07-12,43.79999923706055
2013-07-15,41.900001525878906
2013-07-16,44.119998931884766
2013-07-17,44.70000076293945
2013-07-18,44.97999954223633
2013-07-19,45.369998931884766
2013-07-22,45.599998474121094
2013-07-23,45.400001525878906
2013-07-24,45.40999984741211
2013-07-25,46.13999938964844
2013-07-26,45.2400016784668
2013-07-29,45.72999954223633
2013-07-30,45.13999938964844
2013-07-31,45.81999969482422
2013-08-01,46.63999938964844
2013-08-02,46.060001373291016
2013-08-05,46.459999084472656
2013-08-06,46.959999084472656
2013-08-07,43.52000045776367
2013-08-08,43.72999954223633
2013-08-09,43.790000915527344
2013-08-12,43.689998626708984
2013-08-13,43.290000915527344
2013-08-14,43.279998779296875
2013-08-15,42.65999984741211
2013-08-16,42.70000076293945
2013-08-19,41.79999923706055
2013-08-20,41.880001068115234
2013-08-21,41.59000015258789
2013-08-22,41.52000045776367
2013-08-23,41.27000045776367
2013-08-26,41.20000076293945
2013-08-27,40.5099983215332
2013-08-28,40.40999984741211
2013-08-29,40.65999984741211
2013-08-30,40.2599983215332
2013-09-03,40.2400016784668
2013-09-04,39.7599983215332
2013-09-05,40.33000183105469
2013-09-06,40.599998474121094
2013-09-09,41.08000183105469
2013-09-10,41.20000076293945
2013-09-11,42.060001373291016
2013-09-12,42.119998931884766
2013-09-13,42.38999938964844
2013-09-16,42.59000015258789
2013-09-17,43.0
2013-09-18,43.650001525878906
2013-09-19,43.029998779296875
2013-09-20,43.18000030517578
2013-09-23,43.58000183105469
2013-09-24,43.119998931884766
2013-09-25,42.41999816894531
2013-09-26,42.029998779296875
2013-09-27,42.880001068115234
2013-09-30,41.16999816894531
2013-10-01,41.150001525878906
2013-10-02,40.0099983215332
2013-10-03,39.5
2013-10-04,39.86000061035156
2013-10-07,39.900001525878906
2013-10-08,40.02000045776367
2013-10-09,39.81999969482422
2013-10-10,41.0
2013-10-11,41.099998474121094
2013-10-14,40.97999954223633
2013-10-15,42.54999923706055
2013-10-16,42.869998931884766
2013-10-17,43.0
2013-10-18,38.43000030517578
2013-10-21,38.47999954223633
2013-10-22,38.36000061035156
2013-10-23,37.63999938964844
2013-10-24,37.880001068115234
2013-10-25,38.56999969482422
2013-10-28,38.90999984741211
2013-10-29,40.029998779296875
2013-10-30,39.65999984741211
2013-10-31,39.959999084472656
2013-11-01,39.959999084472656
2013-11-04,39.599998474121094
2013-11-05,38.630001068115234
2013-11-06,38.56999969482422
2013-11-07,38.45000076293945
2013-11-08,38.439998626708984
2013-11-11,37.31999969482422
2013-11-12,36.7599983215332
2013-11-13,37.47999954223633
2013-11-14,37.06999969482422
2013-11-15,37.43000030517578
2013-11-18,37.29999923706055
2013-11-19,37.08000183105469
2013-11-20,37.47999954223633
2013-11-21,37.650001525878906
2013-11-22,37.79999923706055
2013-11-25,37.880001068115234
2013-11-26,38.209999084472656
2013-11-27,38.4900016784668
2013-11-29,38.97999954223633
2013-12-02,38.91999816894531
2013-12-03,38.83000183105469
2013-12-04,38.08000183105469
2013-12-05,38.040000915527344
2013-12-06,38.31999969482422
2013-12-09,38.040000915527344
2013-12-10,38.0
2013-12-11,37.459999084472656
2013-12-12,38.099998474121094
2013-12-13,37.90999984741211
2013-12-16,38.4900016784668
2013-12-17,38.810001373291016
2013-12-18,38.459999084472656
2013-12-19,38.779998779296875
2013-12-20,40.25
2013-12-23,40.290000915527344
2013-12-24,40.119998931884766
2013-12-26,40.25
2013-12-27,39.36000061035156
2013-12-30,38.90999984741211
2013-12-31,38.869998931884766
2014-01-02,37.77000045776367
2014-01-03,38.5
2014-01-06,38.849998474121094
2014-01-07,38.630001068115234
2014-01-08,38.279998779296875
2014-01-09,38.7400016784668
2014-01-10,39.09000015258789
2014-01-13,39.459999084472656
2014-01-14,39.810001373291016
2014-01-15,39.7599983215332
2014-01-16,41.540000915527344
2014-01-17,41.220001220703125
2014-01-21,41.290000915527344
2014-01-22,40.79999923706055
2014-01-23,40.52000045776367
2014-01-24,39.65999984741211
2014-01-27,39.47999954223633
2014-01-28,38.77000045776367
2014-01-29,37.59000015258789
2014-01-30,37.560001373291016
2014-01-31,36.52000045776367
2014-02-03,36.75
2014-02-04,36.33000183105469
2014-02-05,35.95000076293945
2014-02-06,36.650001525878906
2014-02-07,36.04999923706055
2014-02-10,36.060001373291016
2014-02-11,37.2599983215332
2014-02-12,37.75
2014-02-13,37.599998474121094
2014-02-14,37.099998474121094
2014-02-18,38.11000061035156
2014-02-19,37.349998474121094
2014-02-20,37.5
2014-02-21,37.20000076293945
2014-02-24,38.029998779296875
2014-02-25,38.02000045776367
2014-02-26,37.79999923706055
2014-02-27,37.54999923706055
2014-02-28,37.959999084472656
2014-03-03,37.5099983215332
2014-03-04,38.58000183105469
2014-03-05,37.529998779296875
2014-03-06,37.459999084472656
2014-03-07,37.5099983215332
2014-03-10,37.689998626708984
2014-03-11,37.5
2014-03-12,37.38999938964844
2014-03-13,37.209999084472656
2014-03-14,37.43000030517578
2014-03-17,37.9900016784668
2014-03-18,37.97999954223633
2014-03-19,38.41999816894531
2014-03-20,38.56999969482422
2014-03-21,39.060001373291016
2014-03-24,38.970001220703125
2014-03-25,38.970001220703125
2014-03-26,38.2400016784668
2014-03-27,37.779998779296875
2014-03-28,37.560001373291016
2014-03-31,37.70000076293945
2014-04-01,37.58000183105469
2014-04-02,37.84000015258789
2014-04-03,37.529998779296875
2014-04-04,37.20000076293945
2014-04-07,37.16999816894531
2014-04-08,37.66999816894531
2014-04-09,37.56999969482422
2014-04-10,37.220001220703125
2014-04-11,35.939998626708984
2014-04-14,35.95000076293945
2014-04-15,35.08000183105469
2014-04-16,35.189998626708984
2014-04-17,35.209999084472656
2014-04-21,36.08000183105469
2014-04-22,36.75
2014-04-23,36.56999969482422
2014-04-24,36.029998779296875
2014-04-25,35.63999938964844
2014-04-28,35.810001373291016
2014-04-29,35.34000015258789
2014-04-30,34.91999816894531
2014-05-01,34.369998931884766
2014-05-02,33.95000076293945
2014-05-05,34.79999923706055
2014-05-06,33.790000915527344
2014-05-07,35.22999954223633
2014-05-08,34.810001373291016
2014-05-09,35.33000183105469
2014-05-12,38.2599983215332
2014-05-13,37.529998779296875
2014-05-14,37.099998474121094
2014-05-15,37.18000030517578
2014-05-16,37.27000045776367
2014-05-19,36.9900016784668
2014-05-20,36.58000183105469
2014-05-21,36.95000076293945
2014-05-22,36.79999923706055
2014-05-23,36.970001220703125
2014-05-27,37.459999084472656
2014-05-28,37.209999084472656
2014-05-29,37.209999084472656
2014-05-30,37.4900016784668
2014-06-02,37.150001525878906
2014-06-03,37.04999923706055
2014-06-04,37.150001525878906
2014-06-05,37.38999938964844
2014-06-06,37.810001373291016
2014-06-09,39.95000076293945
2014-06-10,39.63999938964844
2014-06-11,39.150001525878906
2014-06-12,38.97999954223633
2014-06-13,38.4900016784668
2014-06-16,38.56999969482422
2014-06-17,38.970001220703125
2014-06-18,38.9900016784668
2014-06-19,38.400001525878906
2014-06-20,39.04999923706055
2014-06-23,39.33000183105469
2014-06-24,38.25
2014-06-25,38.2599983215332
2014-06-26,37.47999954223633
2014-06-27,37.4900016784668
2014-06-30,37.4900016784668
2014-07-01,38.54999923706055
2014-07-02,39.279998779296875
2014-07-03,39.75
2014-07-07,38.939998626708984
2014-07-08,39.209999084472656
2014-07-09,39.09000015258789
2014-07-10,38.09000015258789
2014-07-11,38.380001068115234
2014-07-14,38.31999969482422
2014-07-15,38.779998779296875
2014-07-16,38.290000915527344
2014-07-17,37.470001220703125
2014-07-18,38.27000045776367
2014-07-21,37.58000183105469
2014-07-22,38.36000061035156
2014-07-23,39.130001068115234
2014-07-24,37.900001525878906
2014-07-25,37.2599983215332
2014-07-28,37.06999969482422
2014-07-29,37.15999984741211
2014-07-30,37.0
2014-07-31,36.90999984741211
2014-08-01,37.0099983215332
2014-08-04,36.81999969482422
2014-08-05,37.119998931884766
2014-08-06,37.06999969482422
2014-08-07,36.97999954223633
2014-08-08,37.22999954223633
2014-08-11,38.22999954223633
2014-08-12,38.349998474121094
2014-08-13,38.560001373291016
2014-08-14,38.56999969482422
2014-08-15,38.5
2014-08-18,39.18000030517578
2014-08-19,38.70000076293945
2014-08-20,38.5099983215332
2014-08-21,38.5
2014-08-22,38.40999984741211
2014-08-25,38.5099983215332
2014-08-26,38.34000015258789
2014-08-27,38.470001220703125
2014-08-28,38.58000183105469
2014-08-29,39.040000915527344
2014-09-02,39.45000076293945
2014-09-03,38.560001373291016
2014-09-04,38.849998474121094
2014-09-05,38.52000045776367
2014-09-08,38.4900016784668
2014-09-09,38.25
2014-09-10,38.97999954223633
2014-09-11,38.70000076293945
2014-09-12,38.5099983215332
2014-09-15,38.630001068115234
2014-09-16,38.52000045776367
2014-09-17,38.650001525878906
2014-09-18,38.880001068115234
2014-09-19,38.939998626708984
2014-09-22,38.560001373291016
2014-09-23,38.459999084472656
2014-09-24,38.47999954223633
2014-09-25,38.25
2014-09-26,38.130001068115234
2014-09-29,38.20000076293945
2014-09-30,38.099998474121094
2014-10-01,37.86000061035156
2014-10-02,37.7599983215332
2014-10-03,37.720001220703125
2014-10-06,37.83000183105469
2014-10-07,37.310001373291016
2014-10-08,37.790000915527344
2014-10-09,37.08000183105469
2014-10-10,36.66999816894531
2014-10-13,36.849998474121094
2014-10-14,36.720001220703125
2014-10-15,36.5099983215332
2014-10-16,36.61000061035156
2014-10-17,36.470001220703125
2014-10-20,36.43000030517578
2014-10-21,36.540000915527344
2014-10-22,35.97999954223633
2014-10-23,35.65999984741211
2014-10-24,35.52000045776367
2014-10-27,34.689998626708984
2014-10-28,36.16999816894531
2014-10-29,36.54999923706055
2014-10-30,36.81999969482422
2014-10-31,36.900001525878906
2014-11-03,37.11000061035156
2014-11-04,36.84000015258789
2014-11-05,36.43000030517578
2014-11-06,36.54999923706055
2014-11-07,37.150001525878906
2014-11-10,36.9900016784668
2014-11-11,37.790000915527344
2014-11-12,37.97999954223633
2014-11-13,37.5
2014-11-14,37.619998931884766
2014-11-17,37.900001525878906
2014-11-18,37.880001068115234
2014-11-19,36.7599983215332
2014-11-20,36.56999969482422
2014-11-21,36.529998779296875
2014-11-24,36.560001373291016
2014-11-25,36.779998779296875
2014-11-26,36.4900016784668
2014-11-28,35.75
2014-12-01,35.119998931884766
2014-12-02,35.84000015258789
2014-12-03,40.90999984741211
2014-12-04,40.470001220703125
2014-12-05,41.290000915527344
2014-12-08,42.33000183105469
2014-12-09,42.9900016784668
2014-12-10,42.45000076293945
2014-12-11,42.68000030517578
2014-12-12,42.150001525878906
2014-12-15,43.029998779296875
2014-12-16,43.439998626708984
2014-12-17,44.880001068115234
2014-12-18,46.880001068115234
2014-12-19,48.0
2014-12-22,50.060001373291016
2014-12-23,50.380001068115234
2014-12-24,49.880001068115234
2014-12-26,50.540000915527344
2014-12-29,50.47999954223633
2014-12-30,50.650001525878906
2014-12-31,50.029998779296875
2015-01-02,50.029998779296875
2015-01-05,51.11000061035156
2015-01-06,51.7599983215332
2015-01-07,55.099998474121094
2015-01-08,54.900001525878906
2015-01-09,54.58000183105469
2015-01-12,53.220001220703125
2015-01-13,55.11000061035156
2015-01-14,58.0
2015-01-15,54.0099983215332
2015-01-16,54.099998474121094
2015-01-20,53.0099983215332
2015-01-21,52.27000045776367
2015-01-22,52.41999816894531
2015-01-23,52.2400016784668
2015-01-26,52.220001220703125
2015-01-27,51.45000076293945
2015-01-28,50.349998474121094
2015-01-29,50.31999969482422
2015-01-30,47.540000915527344
2015-02-02,47.040000915527344
2015-02-03,47.0099983215332
2015-02-04,47.34000015258789
2015-02-05,47.83000183105469
2015-02-06,46.9900016784668
2015-02-09,47.0
2015-02-10,46.189998626708984
2015-02-11,45.13999938964844
2015-02-12,43.959999084472656
2015-02-13,45.400001525878906
2015-02-17,46.54999923706055
2015-02-18,47.970001220703125
2015-02-19,48.47999954223633
2015-02-20,48.0099983215332
2015-02-23,46.2400016784668
2015-02-24,46.189998626708984
2015-02-25,46.779998779296875
2015-02-26,46.060001373291016
2015-02-27,45.66999816894531
2015-03-02,45.83000183105469
2015-03-03,45.4900016784668
2015-03-04,45.029998779296875
2015-03-05,44.68000030517578
2015-03-06,44.720001220703125
2015-03-09,44.70000076293945
2015-03-10,44.290000915527344
2015-03-11,44.58000183105469
2015-03-12,46.310001373291016
2015-03-13,46.11000061035156
2015-03-16,46.31999969482422
2015-03-17,45.5099983215332
2015-03-18,45.630001068115234
2015-03-19,45.79999923706055
2015-03-20,47.63999938964844
2015-03-23,50.22999954223633
2015-03-24,51.63999938964844
2015-03-25,51.09000015258789
2015-03-26,51.04999923706055
2015-03-27,51.040000915527344
2015-03-30,52.720001220703125
2015-03-31,51.2599983215332
2015-04-01,51.33000183105469
2015-04-02,50.689998626708984
2015-04-06,50.83000183105469
2015-04-07,50.900001525878906
2015-04-08,50.54999923706055
2015-04-09,50.0
2015-04-10,50.41999816894531
2015-04-13,49.779998779296875
2015-04-14,51.029998779296875
2015-04-15,52.11000061035156
2015-04-16,51.02000045776367
2015-04-17,49.61000061035156
2015-04-20,49.720001220703125
2015-04-21,49.61000061035156
2015-04-22,48.09000015258789
2015-04-23,47.7599983215332
2015-04-24,47.11000061035156
2015-04-27,46.70000076293945
2015-04-28,46.779998779296875
2015-04-29,47.25
2015-04-30,46.77000045776367
2015-05-01,47.130001068115234
2015-05-04,47.93000030517578
2015-05-05,46.11000061035156
2015-05-06,48.59000015258789
2015-05-07,49.45000076293945
2015-05-08,48.290000915527344
2015-05-11,48.279998779296875
2015-05-12,47.470001220703125
2015-05-13,48.0
2015-05-14,48.900001525878906
2015-05-15,49.40999984741211
2015-05-18,49.290000915527344
2015-05-19,48.7400016784668
2015-05-20,48.310001373291016
2015-05-21,48.709999084472656
2015-05-22,49.380001068115234
2015-05-26,48.38999938964844
2015-05-27,49.279998779296875
2015-05-28,49.70000076293945
2015-05-29,49.34000015258789
2015-06-01,49.45000076293945
2015-06-02,49.459999084472656
2015-06-03,49.779998779296875
2015-06-04,49.25
2015-06-05,49.459999084472656
2015-06-08,49.810001373291016
2015-06-09,49.90999984741211
2015-06-10,51.68000030517578
2015-06-11,49.599998474121094
2015-06-12,48.439998626708984
2015-06-15,49.189998626708984
2015-06-16,49.470001220703125
2015-06-17,49.459999084472656
2015-06-18,49.540000915527344
2015-06-19,49.099998474121094
2015-06-22,48.97999954223633
2015-06-23,48.380001068115234
2015-06-24,47.13999938964844
2015-06-25,47.54999923706055
2015-06-26,47.0099983215332
2015-06-29,46.130001068115234
2015-06-30,45.36000061035156
2015-07-01,45.90999984741211
2015-07-02,45.66999816894531
2015-07-06,45.84000015258789
2015-07-07,46.650001525878906
