,III
2008-09-17,4.71999979019165
2008-09-18,5.019999980926514
2008-09-19,5.0
2008-09-22,4.980000019073486
2008-09-23,4.949999809265137
2008-09-24,4.949999809265137
2008-09-25,4.960000038146973
2008-09-26,4.900000095367432
2008-09-29,4.789999961853027
2008-09-30,4.900000095367432
2008-10-01,5.0
2008-10-02,5.050000190734863
2008-10-03,4.789999961853027
2008-10-06,4.650000095367432
2008-10-07,4.559999942779541
2008-10-08,3.9800000190734863
2008-10-09,3.6500000953674316
2008-10-10,4.139999866485596
2008-10-13,4.159999847412109
2008-10-14,4.050000190734863
2008-10-15,4.150000095367432
2008-10-16,3.7899999618530273
2008-10-17,3.640000104904175
2008-10-20,3.509999990463257
2008-10-21,3.299999952316284
2008-10-22,3.25
2008-10-23,3.109999895095825
2008-10-24,2.9800000190734863
2008-10-27,2.7200000286102295
2008-10-28,2.690000057220459
2008-10-29,2.6500000953674316
2008-10-30,2.690000057220459
2008-10-31,2.75
2008-11-03,2.859999895095825
2008-11-04,3.069999933242798
2008-11-05,3.0999999046325684
2008-11-06,3.059999942779541
2008-11-07,2.9800000190734863
2008-11-10,3.059999942779541
2008-11-11,3.0799999237060547
2008-11-12,3.0999999046325684
2008-11-13,3.0799999237060547
2008-11-14,3.0799999237060547
2008-11-17,3.1500000953674316
2008-11-18,3.0899999141693115
2008-11-19,3.0199999809265137
2008-11-20,3.0799999237060547
2008-11-21,3.0799999237060547
2008-11-24,3.0199999809265137
2008-11-25,3.049999952316284
2008-11-26,3.0799999237060547
2008-11-28,3.0799999237060547
2008-12-01,3.130000114440918
2008-12-02,3.190000057220459
2008-12-03,3.190000057220459
2008-12-04,3.0999999046325684
2008-12-05,3.1600000858306885
2008-12-08,3.0999999046325684
2008-12-09,3.2300000190734863
2008-12-10,3.180000066757202
2008-12-11,3.2100000381469727
2008-12-12,3.200000047683716
2008-12-15,3.200000047683716
2008-12-16,3.200000047683716
2008-12-17,3.25
2008-12-18,3.2899999618530273
2008-12-19,3.2799999713897705
2008-12-22,3.25
2008-12-23,3.1700000762939453
2008-12-24,3.2200000286102295
2008-12-26,3.2699999809265137
2008-12-29,3.2100000381469727
2008-12-30,3.4800000190734863
2008-12-31,3.4000000953674316
2009-01-02,3.299999952316284
2009-01-05,3.1500000953674316
2009-01-06,3.1500000953674316
2009-01-07,3.1500000953674316
2009-01-08,3.109999895095825
2009-01-09,3.1500000953674316
2009-01-12,3.109999895095825
2009-01-13,3.1500000953674316
2009-01-14,2.990000009536743
2009-01-15,2.9600000381469727
2009-01-16,2.9100000858306885
2009-01-20,2.9100000858306885
2009-01-21,3.0799999237060547
2009-01-22,3.1500000953674316
2009-01-23,3.1500000953674316
2009-01-26,3.1500000953674316
2009-01-27,3.1500000953674316
2009-01-28,3.140000104904175
2009-01-29,3.0999999046325684
2009-01-30,3.200000047683716
2009-02-02,3.1500000953674316
2009-02-03,3.059999942779541
2009-02-04,2.8399999141693115
2009-02-05,2.8299999237060547
2009-02-06,2.9000000953674316
2009-02-09,2.8299999237060547
2009-02-10,3.0
2009-02-11,3.0
2009-02-12,3.140000104904175
2009-02-13,3.1500000953674316
2009-02-17,3.049999952316284
2009-02-18,3.180000066757202
2009-02-19,3.2699999809265137
2009-02-20,3.4800000190734863
2009-02-23,3.4000000953674316
2009-02-24,3.25
2009-02-25,3.200000047683716
2009-02-26,3.4200000762939453
2009-02-27,3.180000066757202
2009-03-02,2.9000000953674316
2009-03-03,2.9000000953674316
2009-03-04,2.799999952316284
2009-03-05,2.8299999237060547
2009-03-06,3.059999942779541
2009-03-09,2.890000104904175
2009-03-10,2.8299999237060547
2009-03-11,2.869999885559082
2009-03-12,2.8299999237060547
2009-03-13,2.8399999141693115
2009-03-16,2.8299999237060547
2009-03-17,2.8399999141693115
2009-03-18,2.8299999237060547
2009-03-19,2.8299999237060547
2009-03-20,2.8299999237060547
2009-03-23,2.950000047683716
2009-03-24,2.8299999237060547
2009-03-25,2.859999895095825
2009-03-26,2.880000114440918
2009-03-27,2.950000047683716
2009-03-30,2.990000009536743
2009-03-31,3.069999933242798
2009-04-01,3.0299999713897705
2009-04-02,3.0999999046325684
2009-04-03,3.0999999046325684
2009-04-06,3.0199999809265137
2009-04-07,3.0399999618530273
2009-04-08,3.0
2009-04-09,2.9100000858306885
2009-04-13,3.0
2009-04-14,3.0
2009-04-15,3.0
2009-04-16,2.940000057220459
2009-04-17,2.940000057220459
2009-04-20,2.950000047683716
2009-04-21,2.880000114440918
2009-04-22,2.950000047683716
2009-04-23,2.880000114440918
2009-04-24,2.880000114440918
2009-04-27,2.930000066757202
2009-04-28,2.950000047683716
2009-04-29,3.0
2009-04-30,2.9700000286102295
2009-05-01,3.049999952316284
2009-05-04,3.0
2009-05-05,2.990000009536743
2009-05-06,2.9800000190734863
2009-05-07,2.950000047683716
2009-05-08,2.950000047683716
2009-05-11,2.8299999237060547
2009-05-12,2.7799999713897705
2009-05-13,2.9700000286102295
2009-05-14,3.0
2009-05-15,3.0
2009-05-18,3.0
2009-05-19,3.0
2009-05-20,3.0
2009-05-21,3.0399999618530273
2009-05-22,2.950000047683716
2009-05-26,2.990000009536743
2009-05-27,2.9100000858306885
2009-05-28,2.7699999809265137
2009-05-29,2.75
2009-06-01,2.7899999618530273
2009-06-02,2.630000114440918
2009-06-03,2.700000047683716
2009-06-04,2.6500000953674316
2009-06-05,2.6500000953674316
2009-06-08,2.8299999237060547
2009-06-09,2.75
2009-06-10,2.9200000762939453
2009-06-11,3.4100000858306885
2009-06-12,3.390000104904175
2009-06-15,3.299999952316284
2009-06-16,3.299999952316284
2009-06-17,3.4000000953674316
2009-06-18,3.490000009536743
2009-06-19,3.7200000286102295
2009-06-22,3.6500000953674316
2009-06-23,3.3299999237060547
2009-06-24,3.319999933242798
2009-06-25,3.3499999046325684
2009-06-26,3.5399999618530273
2009-06-29,3.0
2009-06-30,3.009999990463257
2009-07-01,2.9800000190734863
2009-07-02,2.7300000190734863
2009-07-06,2.609999895095825
2009-07-07,2.5999999046325684
2009-07-08,2.700000047683716
2009-07-09,2.630000114440918
2009-07-10,2.7100000381469727
2009-07-13,2.700000047683716
2009-07-14,2.700000047683716
2009-07-15,2.700000047683716
2009-07-16,2.75
2009-07-17,2.8299999237060547
2009-07-20,2.869999885559082
2009-07-21,3.0
2009-07-22,3.0199999809265137
2009-07-23,3.109999895095825
2009-07-24,3.1700000762939453
2009-07-27,3.309999942779541
2009-07-28,3.319999933242798
2009-07-29,3.4600000381469727
2009-07-30,3.549999952316284
2009-07-31,3.490000009536743
2009-08-03,3.509999990463257
2009-08-04,3.5
2009-08-05,3.430000066757202
2009-08-06,3.359999895095825
2009-08-07,3.4700000286102295
2009-08-10,3.4700000286102295
2009-08-11,3.4600000381469727
2009-08-12,3.740000009536743
2009-08-13,3.7300000190734863
2009-08-14,3.569999933242798
2009-08-17,3.609999895095825
2009-08-18,3.7300000190734863
2009-08-19,3.7799999713897705
2009-08-20,3.8299999237060547
2009-08-21,3.819999933242798
2009-08-24,3.869999885559082
2009-08-25,4.0
2009-08-26,4.010000228881836
2009-08-27,4.050000190734863
2009-08-28,3.9700000286102295
2009-08-31,3.9800000190734863
2009-09-01,3.869999885559082
2009-09-02,3.9800000190734863
2009-09-03,4.010000228881836
2009-09-04,3.990000009536743
2009-09-08,3.890000104904175
2009-09-09,3.799999952316284
2009-09-10,3.9600000381469727
2009-09-11,3.9000000953674316
2009-09-14,3.9200000762939453
2009-09-15,3.990000009536743
2009-09-16,4.130000114440918
2009-09-17,4.090000152587891
2009-09-18,4.119999885559082
2009-09-21,4.03000020980835
2009-09-22,4.070000171661377
2009-09-23,3.9600000381469727
2009-09-24,4.119999885559082
2009-09-25,3.9800000190734863
2009-09-28,3.9600000381469727
2009-09-29,3.930000066757202
2009-09-30,3.990000009536743
2009-10-01,3.799999952316284
2009-10-02,3.75
2009-10-05,3.680000066757202
2009-10-06,3.7100000381469727
2009-10-07,3.7100000381469727
2009-10-08,3.630000114440918
2009-10-09,3.9000000953674316
2009-10-12,3.809999942779541
2009-10-13,3.7300000190734863
2009-10-14,3.950000047683716
2009-10-15,3.690000057220459
2009-10-16,3.7799999713897705
2009-10-19,3.740000009536743
2009-10-20,3.700000047683716
2009-10-21,3.7100000381469727
2009-10-22,3.8499999046325684
2009-10-23,3.799999952316284
2009-10-26,3.6600000858306885
2009-10-27,3.680000066757202
2009-10-28,3.559999942779541
2009-10-29,3.549999952316284
2009-10-30,3.5999999046325684
2009-11-02,3.5299999713897705
2009-11-03,3.5
2009-11-04,3.3299999237060547
2009-11-05,3.2899999618530273
2009-11-06,3.180000066757202
2009-11-09,3.2100000381469727
2009-11-10,3.4000000953674316
2009-11-11,3.5299999713897705
2009-11-12,3.4000000953674316
2009-11-13,3.5199999809265137
2009-11-16,3.3499999046325684
2009-11-17,3.2699999809265137
2009-11-18,3.1600000858306885
2009-11-19,3.130000114440918
2009-11-20,3.3499999046325684
2009-11-23,3.4000000953674316
2009-11-24,3.240000009536743
2009-11-25,3.200000047683716
2009-11-27,3.0999999046325684
2009-11-30,3.2200000286102295
2009-12-01,3.309999942779541
2009-12-02,3.3499999046325684
2009-12-03,3.1700000762939453
2009-12-04,3.359999895095825
2009-12-07,3.369999885559082
2009-12-08,3.140000104904175
2009-12-09,3.1500000953674316
2009-12-10,3.0899999141693115
2009-12-11,3.009999990463257
2009-12-14,2.950000047683716
2009-12-15,2.859999895095825
2009-12-16,2.9800000190734863
2009-12-17,2.9800000190734863
2009-12-18,3.2200000286102295
2009-12-21,3.2300000190734863
2009-12-22,3.0399999618530273
2009-12-23,3.119999885559082
2009-12-24,3.180000066757202
2009-12-28,3.2899999618530273
2009-12-29,3.130000114440918
2009-12-30,3.0299999713897705
2009-12-31,3.1700000762939453
2010-01-04,3.299999952316284
2010-01-05,3.130000114440918
2010-01-06,3.0899999141693115
2010-01-07,3.2699999809265137
2010-01-08,3.390000104904175
2010-01-11,3.1700000762939453
2010-01-12,3.2200000286102295
2010-01-13,3.200000047683716
2010-01-14,3.2300000190734863
2010-01-15,3.2200000286102295
2010-01-19,3.25
2010-01-20,3.2899999618530273
2010-01-21,3.25
2010-01-22,3.2200000286102295
2010-01-25,3.309999942779541
2010-01-26,3.2699999809265137
2010-01-27,3.390000104904175
2010-01-28,3.4600000381469727
2010-01-29,3.630000114440918
2010-02-01,3.7200000286102295
2010-02-02,3.4800000190734863
2010-02-03,3.369999885559082
2010-02-04,3.2799999713897705
2010-02-05,3.4200000762939453
2010-02-08,3.2300000190734863
2010-02-09,3.390000104904175
2010-02-10,3.2899999618530273
2010-02-11,3.2899999618530273
2010-02-12,3.2799999713897705
2010-02-16,3.369999885559082
2010-02-17,3.3299999237060547
2010-02-18,3.190000057220459
2010-02-19,3.119999885559082
2010-02-22,3.119999885559082
2010-02-23,3.0999999046325684
2010-02-24,3.0899999141693115
2010-02-25,3.0299999713897705
2010-02-26,2.9700000286102295
2010-03-01,3.2799999713897705
2010-03-02,3.4600000381469727
2010-03-03,3.4000000953674316
2010-03-04,3.440000057220459
2010-03-05,3.450000047683716
2010-03-08,3.4000000953674316
2010-03-09,3.559999942779541
2010-03-10,3.6700000762939453
2010-03-11,3.6600000858306885
2010-03-12,3.5399999618530273
2010-03-15,3.5199999809265137
2010-03-16,3.4800000190734863
2010-03-17,3.5399999618530273
2010-03-18,3.5
2010-03-19,3.5899999141693115
2010-03-22,3.5799999237060547
2010-03-23,3.5999999046325684
2010-03-24,3.4800000190734863
2010-03-25,3.490000009536743
2010-03-26,3.4700000286102295
2010-03-29,3.509999990463257
2010-03-30,3.4800000190734863
2010-03-31,3.4100000858306885
2010-04-01,3.4100000858306885
2010-04-05,3.5
2010-04-06,3.4200000762939453
2010-04-07,3.450000047683716
2010-04-08,3.4100000858306885
2010-04-09,3.450000047683716
2010-04-12,3.4200000762939453
2010-04-13,3.4000000953674316
2010-04-14,3.5
2010-04-15,3.5
2010-04-16,3.4100000858306885
2010-04-19,3.490000009536743
2010-04-20,3.5
2010-04-21,3.490000009536743
2010-04-22,3.5
2010-04-23,3.5
2010-04-26,3.4600000381469727
2010-04-27,3.4700000286102295
2010-04-28,3.5
2010-04-29,3.549999952316284
2010-04-30,3.440000057220459
2010-05-03,3.4700000286102295
2010-05-04,3.4200000762939453
2010-05-05,3.3499999046325684
2010-05-06,3.2799999713897705
2010-05-07,3.240000009536743
2010-05-10,3.359999895095825
2010-05-11,3.2699999809265137
2010-05-12,3.309999942779541
2010-05-13,3.319999933242798
2010-05-14,3.2300000190734863
2010-05-17,3.180000066757202
2010-05-18,3.2100000381469727
2010-05-19,3.0999999046325684
2010-05-20,3.009999990463257
2010-05-21,2.950000047683716
2010-05-24,2.7200000286102295
2010-05-25,2.5799999237060547
2010-05-26,2.549999952316284
2010-05-27,2.619999885559082
2010-05-28,2.559999942779541
2010-06-01,2.5999999046325684
2010-06-02,2.7699999809265137
2010-06-03,2.6700000762939453
2010-06-04,2.440000057220459
2010-06-07,2.440000057220459
2010-06-08,2.309999942779541
2010-06-09,2.3399999141693115
2010-06-10,2.450000047683716
2010-06-11,2.359999895095825
2010-06-14,2.319999933242798
2010-06-15,2.240000009536743
2010-06-16,2.569999933242798
2010-06-17,2.630000114440918
2010-06-18,2.5399999618530273
2010-06-21,2.5199999809265137
2010-06-22,2.4200000762939453
2010-06-23,2.359999895095825
2010-06-24,2.259999990463257
2010-06-25,2.2200000286102295
2010-06-28,2.2300000190734863
2010-06-29,2.049999952316284
2010-06-30,2.0
2010-07-01,2.049999952316284
2010-07-02,1.9800000190734863
2010-07-06,1.850000023841858
2010-07-07,1.8600000143051147
2010-07-08,2.049999952316284
2010-07-09,2.0399999618530273
2010-07-12,2.0399999618530273
2010-07-13,1.9800000190734863
2010-07-14,1.9500000476837158
2010-07-15,1.909999966621399
2010-07-16,1.8899999856948853
2010-07-19,1.899999976158142
2010-07-20,1.8799999952316284
2010-07-21,1.8799999952316284
2010-07-22,1.840000033378601
2010-07-23,2.0299999713897705
2010-07-26,2.109999895095825
2010-07-27,1.9500000476837158
2010-07-28,2.0899999141693115
2010-07-29,2.140000104904175
2010-07-30,2.1500000953674316
2010-08-02,2.190000057220459
2010-08-03,1.9800000190734863
2010-08-04,1.8899999856948853
2010-08-05,1.8899999856948853
2010-08-06,1.9199999570846558
2010-08-09,1.899999976158142
2010-08-10,1.8799999952316284
2010-08-11,1.7000000476837158
2010-08-12,1.5099999904632568
2010-08-13,1.4800000190734863
2010-08-16,1.5
2010-08-17,1.4500000476837158
2010-08-18,1.5
2010-08-19,1.5099999904632568
2010-08-20,1.5299999713897705
2010-08-23,1.5
2010-08-24,1.4199999570846558
2010-08-25,1.399999976158142
2010-08-26,1.4600000381469727
2010-08-27,1.4700000286102295
2010-08-30,1.4700000286102295
2010-08-31,1.5
2010-09-01,1.5299999713897705
2010-09-02,1.5199999809265137
2010-09-03,1.5299999713897705
2010-09-07,1.5099999904632568
2010-09-08,1.5199999809265137
2010-09-09,1.5
2010-09-10,1.5199999809265137
2010-09-13,1.6200000047683716
2010-09-14,1.5499999523162842
2010-09-15,1.5
2010-09-16,1.4900000095367432
2010-09-17,1.3700000047683716
2010-09-20,1.409999966621399
2010-09-21,1.340000033378601
2010-09-22,1.4199999570846558
2010-09-23,1.6200000047683716
2010-09-24,1.6200000047683716
2010-09-27,1.6200000047683716
2010-09-28,1.6699999570846558
2010-09-29,1.809999942779541
2010-09-30,1.7899999618530273
2010-10-01,1.8200000524520874
2010-10-04,1.8300000429153442
2010-10-05,1.7999999523162842
2010-10-06,1.7799999713897705
2010-10-07,1.75
2010-10-08,1.7799999713897705
2010-10-11,1.8300000429153442
2010-10-12,1.7799999713897705
2010-10-13,1.7999999523162842
2010-10-14,1.9199999570846558
2010-10-15,2.049999952316284
2010-10-18,1.9800000190734863
2010-10-19,1.8700000047683716
2010-10-20,1.940000057220459
2010-10-21,1.909999966621399
