,AMHC
2020-01-10,9.819999694824219
2020-01-13,9.819999694824219
2020-01-14,9.819999694824219
2020-01-15,9.819999694824219
2020-01-16,9.819999694824219
2020-01-17,9.819999694824219
2020-01-21,9.819999694824219
2020-01-22,9.850000381469727
2020-01-23,9.850000381469727
2020-01-24,9.880000114440918
2020-01-27,9.880000114440918
2020-01-28,9.850000381469727
2020-01-29,9.850000381469727
2020-01-30,9.869999885559082
2020-01-31,9.869999885559082
2020-02-03,9.869999885559082
2020-02-04,9.869999885559082
2020-02-05,9.869999885559082
2020-02-06,9.850000381469727
2020-02-07,9.850000381469727
2020-02-10,9.9399995803833
2020-02-11,9.9399995803833
2020-02-12,9.9399995803833
2020-02-13,9.84000015258789
2020-02-14,9.84000015258789
2020-02-18,9.84000015258789
2020-02-19,9.932000160217285
2020-02-20,9.932000160217285
2020-02-21,9.932000160217285
2020-02-24,9.932000160217285
2020-02-25,9.880000114440918
2020-02-26,9.880000114440918
2020-02-27,9.869999885559082
2020-02-28,9.869999885559082
2020-03-02,9.880000114440918
2020-03-03,9.880000114440918
2020-03-04,9.859999656677246
2020-03-05,9.859999656677246
2020-03-06,9.859999656677246
2020-03-09,9.760000228881836
2020-03-10,9.760000228881836
2020-03-11,9.760000228881836
2020-03-12,9.699999809265137
2020-03-13,9.9399995803833
2020-03-16,9.9399995803833
2020-03-17,9.5
2020-03-18,9.5
2020-03-19,9.5
2020-03-20,9.553000450134277
2020-03-23,9.449999809265137
2020-03-24,9.449999809265137
2020-03-25,9.449999809265137
2020-03-26,9.501999855041504
2020-03-27,9.550000190734863
2020-03-30,9.5
2020-03-31,9.5
2020-04-01,9.649999618530273
2020-04-02,9.649999618530273
2020-04-03,9.649999618530273
2020-04-06,9.5
2020-04-07,9.5
2020-04-08,9.5
2020-04-09,9.5
2020-04-13,9.5
2020-04-14,9.649999618530273
2020-04-15,9.649999618530273
2020-04-16,9.649999618530273
2020-04-17,9.649999618530273
2020-04-20,9.704999923706055
2020-04-21,9.704999923706055
2020-04-22,9.704999923706055
2020-04-23,9.699999809265137
2020-04-24,9.699999809265137
2020-04-27,9.699999809265137
2020-04-28,9.699999809265137
2020-04-29,9.699999809265137
2020-04-30,9.699999809265137
2020-05-01,9.75
2020-05-04,9.75
2020-05-05,9.75
2020-05-06,9.75
2020-05-07,9.75
2020-05-08,9.704000473022461
2020-05-11,9.704000473022461
2020-05-12,9.704000473022461
2020-05-13,9.704000473022461
2020-05-14,9.704000473022461
2020-05-15,9.704000473022461
2020-05-18,9.704000473022461
2020-05-19,9.704000473022461
2020-05-20,9.704000473022461
2020-05-21,9.704000473022461
2020-05-22,9.704000473022461
2020-05-26,9.704000473022461
2020-05-27,9.704000473022461
2020-05-28,9.704000473022461
2020-05-29,9.704000473022461
2020-06-01,9.704000473022461
2020-06-02,9.739999771118164
2020-06-03,9.739999771118164
2020-06-04,9.739999771118164
2020-06-05,9.739999771118164
2020-06-08,9.739999771118164
2020-06-09,9.739999771118164
2020-06-10,9.75
2020-06-11,9.75
2020-06-12,9.75
2020-06-15,9.75
2020-06-16,9.75
2020-06-17,9.75
2020-06-18,9.75
2020-06-19,9.75
2020-06-22,9.75
2020-06-23,9.949999809265137
2020-06-24,9.949999809265137
2020-06-25,9.949999809265137
2020-06-26,9.949999809265137
2020-06-29,10.25
2020-06-30,10.25
2020-07-01,10.25
2020-07-02,10.25
2020-07-06,10.25
2020-07-07,10.25
2020-07-08,10.25
2020-07-09,10.25
2020-07-10,10.25
2020-07-13,10.229999542236328
2020-07-14,10.109999656677246
2020-07-15,10.109999656677246
2020-07-16,10.109999656677246
2020-07-17,10.180000305175781
2020-07-20,10.229999542236328
2020-07-21,10.145999908447266
2020-07-22,10.119999885559082
2020-07-23,10.184000015258789
2020-07-24,10.100000381469727
2020-07-27,10.130000114440918
2020-07-28,10.17199993133545
2020-07-29,10.119999885559082
2020-07-30,10.239999771118164
2020-07-31,10.100000381469727
2020-08-03,10.020000457763672
2020-08-04,10.0
2020-08-05,10.0
2020-08-06,10.0
2020-08-07,10.0
2020-08-10,9.949999809265137
2020-08-11,9.944999694824219
2020-08-12,9.899999618530273
2020-08-13,9.989999771118164
2020-08-14,9.989999771118164
2020-08-17,9.989999771118164
2020-08-18,9.989999771118164
2020-08-19,9.869999885559082
2020-08-20,9.880000114440918
2020-08-21,9.770000457763672
2020-08-24,9.770000457763672
2020-08-25,9.89900016784668
2020-08-26,9.845000267028809
2020-08-27,9.845000267028809
2020-08-28,9.845000267028809
2020-08-31,9.949999809265137
2020-09-01,9.949999809265137
2020-09-02,9.699999809265137
2020-09-03,9.899999618530273
2020-09-04,9.899999618530273
2020-09-08,9.90999984741211
2020-09-09,9.899999618530273
2020-09-10,9.925000190734863
2020-09-11,9.989999771118164
2020-09-14,9.970000267028809
2020-09-15,9.930000305175781
2020-09-16,9.890000343322754
2020-09-17,9.899999618530273
2020-09-18,10.050000190734863
2020-09-21,10.048999786376953
2020-09-22,9.96399974822998
2020-09-23,9.90999984741211
2020-09-24,9.90999984741211
2020-09-25,9.90999984741211
2020-09-28,9.899999618530273
2020-09-29,9.949999809265137
2020-09-30,9.925000190734863
2020-10-01,9.899999618530273
2020-10-02,9.949999809265137
2020-10-05,9.9399995803833
2020-10-06,9.869999885559082
2020-10-07,9.859999656677246
2020-10-08,9.859999656677246
2020-10-09,9.91100025177002
2020-10-12,9.91100025177002
2020-10-13,9.91100025177002
2020-10-14,9.91100025177002
2020-10-15,9.91100025177002
2020-10-16,9.91100025177002
2020-10-19,9.91100025177002
2020-10-20,9.91100025177002
2020-10-21,9.831999778747559
2020-10-22,9.869999885559082
2020-10-23,9.869999885559082
2020-10-26,9.890000343322754
2020-10-27,9.890000343322754
2020-10-28,9.833999633789062
2020-10-29,9.895000457763672
2020-10-30,9.84000015258789
2020-11-02,9.854999542236328
2020-11-03,9.859999656677246
2020-11-04,9.859999656677246
2020-11-05,9.850000381469727
2020-11-06,9.850000381469727
2020-11-09,9.859999656677246
2020-11-10,9.869999885559082
2020-11-11,9.859999656677246
2020-11-12,9.859999656677246
2020-11-13,9.869999885559082
2020-11-16,9.869999885559082
2020-11-17,9.899999618530273
2020-11-18,9.899999618530273
2020-11-19,9.869999885559082
2020-11-20,9.869999885559082
2020-11-23,9.906000137329102
2020-11-24,9.90999984741211
2020-11-25,9.90999984741211
2020-11-27,9.913999557495117
2020-11-30,9.913999557495117
2020-12-01,9.920000076293945
2020-12-02,9.930000305175781
2020-12-03,9.920000076293945
2020-12-04,9.920000076293945
2020-12-07,9.930000305175781
2020-12-08,10.0
2020-12-09,10.0
2020-12-10,10.0
2020-12-11,9.986000061035156
2020-12-14,10.050000190734863
2020-12-15,10.069999694824219
2020-12-16,10.069999694824219
2020-12-17,10.039999961853027
2020-12-18,10.039999961853027
2020-12-21,10.114999771118164
2020-12-22,10.109999656677246
2020-12-23,10.050000190734863
2020-12-24,10.09000015258789
2020-12-28,10.140000343322754
2020-12-29,10.130000114440918
2020-12-30,10.25
2020-12-31,10.010000228881836
2021-01-04,10.187000274658203
2021-01-05,10.1899995803833
2021-01-06,10.145999908447266
2021-01-07,10.180000305175781
2021-01-08,10.289999961853027
2021-01-11,10.300000190734863
2021-01-12,10.319999694824219
2021-01-13,10.390000343322754
2021-01-14,10.359999656677246
2021-01-15,10.3100004196167
2021-01-19,10.279999732971191
2021-01-20,10.300000190734863
2021-01-21,10.335000038146973
2021-01-22,10.359999656677246
2021-01-25,10.270000457763672
2021-01-26,10.25
2021-01-27,10.100000381469727
2021-01-28,10.149999618530273
2021-01-29,10.074999809265137
2021-02-01,10.15999984741211
2021-02-02,10.300000190734863
2021-02-03,10.260000228881836
2021-02-04,10.350000381469727
2021-02-05,10.369999885559082
2021-02-08,10.279999732971191
2021-02-09,10.300000190734863
2021-02-10,10.380000114440918
2021-02-11,10.470000267028809
2021-02-12,10.369999885559082
2021-02-16,10.390000343322754
2021-02-17,10.390000343322754
2021-02-18,10.489999771118164
2021-02-19,10.479999542236328
2021-02-22,10.390000343322754
2021-02-23,10.399999618530273
2021-02-24,10.390000343322754
2021-02-25,10.300000190734863
2021-02-26,10.220000267028809
2021-03-01,10.119999885559082
2021-03-02,10.039999961853027
2021-03-03,9.979999542236328
2021-03-04,9.899999618530273
2021-03-05,9.979999542236328
2021-03-08,10.010000228881836
2021-03-09,10.0
2021-03-10,9.920000076293945
2021-03-11,9.9399995803833
2021-03-12,9.940999984741211
2021-03-15,9.90999984741211
2021-03-16,9.949999809265137
2021-03-17,9.930000305175781
2021-03-18,9.90999984741211
2021-03-19,9.979999542236328
2021-03-22,9.920000076293945
2021-03-23,9.84000015258789
2021-03-24,9.850000381469727
2021-03-25,9.869999885559082
2021-03-26,9.880000114440918
2021-03-29,9.859999656677246
2021-03-30,9.899999618530273
2021-03-31,9.899999618530273
2021-04-01,9.899999618530273
2021-04-05,9.899999618530273
2021-04-06,9.899999618530273
2021-04-07,9.920000076293945
2021-04-08,9.970000267028809
2021-04-09,10.0
2021-04-12,10.029999732971191
2021-04-13,9.989999771118164
2021-04-14,10.029999732971191
2021-04-15,9.989999771118164
2021-04-16,10.0
2021-04-19,9.970000267028809
2021-04-20,9.949999809265137
2021-04-21,9.899999618530273
2021-04-22,9.899999618530273
2021-04-23,9.920000076293945
2021-04-26,9.949999809265137
2021-04-27,9.949999809265137
2021-04-28,9.9399995803833
2021-04-29,9.9399995803833
2021-04-30,9.949999809265137
2021-05-03,9.914999961853027
2021-05-04,9.920000076293945
2021-05-05,9.949999809265137
2021-05-06,9.920000076293945
2021-05-07,9.920000076293945
2021-05-10,9.90999984741211
2021-05-11,9.925000190734863
2021-05-12,9.920000076293945
2021-05-13,9.920000076293945
2021-05-14,9.949999809265137
