,AUTL
2019-06-07,15.930000305175781
2019-06-10,15.529999732971191
2019-06-11,15.899999618530273
2019-06-12,16.0
2019-06-13,16.059999465942383
2019-06-14,15.40999984741211
2019-06-17,15.859999656677246
2019-06-18,17.200000762939453
2019-06-19,16.639999389648438
2019-06-20,16.700000762939453
2019-06-21,16.31999969482422
2019-06-24,15.930000305175781
2019-06-25,15.899999618530273
2019-06-26,15.100000381469727
2019-06-27,15.529999732971191
2019-06-28,16.100000381469727
2019-07-01,16.520000457763672
2019-07-02,16.06999969482422
2019-07-03,16.329999923706055
2019-07-05,16.540000915527344
2019-07-08,16.079999923706055
2019-07-09,16.719999313354492
2019-07-10,16.09000015258789
2019-07-11,15.979999542236328
2019-07-12,16.010000228881836
2019-07-15,16.100000381469727
2019-07-16,15.949999809265137
2019-07-17,15.90999984741211
2019-07-18,15.710000038146973
2019-07-19,15.239999771118164
2019-07-22,14.479999542236328
2019-07-23,13.550000190734863
2019-07-24,13.130000114440918
2019-07-25,13.5
2019-07-26,13.75
2019-07-29,15.380000114440918
2019-07-30,15.789999961853027
2019-07-31,15.420000076293945
2019-08-01,14.979999542236328
2019-08-02,14.949999809265137
2019-08-05,14.119999885559082
2019-08-06,14.699999809265137
2019-08-07,14.829999923706055
2019-08-08,13.029999732971191
2019-08-09,11.329999923706055
2019-08-12,9.789999961853027
2019-08-13,10.029999732971191
2019-08-14,10.539999961853027
2019-08-15,10.020000457763672
2019-08-16,9.90999984741211
2019-08-19,10.850000381469727
2019-08-20,10.770000457763672
2019-08-21,10.9399995803833
2019-08-22,10.609999656677246
2019-08-23,10.5
2019-08-26,10.520000457763672
2019-08-27,10.989999771118164
2019-08-28,10.40999984741211
2019-08-29,10.25
2019-08-30,10.350000381469727
2019-09-03,9.960000038146973
2019-09-04,9.800000190734863
2019-09-05,11.930000305175781
2019-09-06,14.09000015258789
2019-09-09,14.319999694824219
2019-09-10,13.199999809265137
2019-09-11,12.289999961853027
2019-09-12,12.399999618530273
2019-09-13,13.5
2019-09-16,13.609999656677246
2019-09-17,12.600000381469727
2019-09-18,12.5
2019-09-19,12.579999923706055
2019-09-20,13.09000015258789
2019-09-23,13.069999694824219
2019-09-24,13.149999618530273
2019-09-25,12.75
2019-09-26,11.9399995803833
2019-09-27,12.0
2019-09-30,12.420000076293945
2019-10-01,11.779999732971191
2019-10-02,11.890000343322754
2019-10-03,12.25
2019-10-04,12.0600004196167
2019-10-07,12.350000381469727
2019-10-08,11.850000381469727
2019-10-09,12.380000114440918
2019-10-10,12.680000305175781
2019-10-11,12.4399995803833
2019-10-14,12.15999984741211
2019-10-15,12.130000114440918
2019-10-16,11.770000457763672
2019-10-17,12.920000076293945
2019-10-18,12.3100004196167
2019-10-21,12.739999771118164
2019-10-22,12.880000114440918
2019-10-23,12.5
2019-10-24,13.520000457763672
2019-10-25,13.40999984741211
2019-10-28,12.640000343322754
2019-10-29,12.460000038146973
2019-10-30,12.010000228881836
2019-10-31,11.970000267028809
2019-11-01,12.65999984741211
2019-11-04,12.90999984741211
2019-11-05,14.289999961853027
2019-11-06,13.039999961853027
2019-11-07,12.390000343322754
2019-11-08,12.050000190734863
2019-11-11,12.239999771118164
2019-11-12,11.5
2019-11-13,11.130000114440918
2019-11-14,11.170000076293945
2019-11-15,11.789999961853027
2019-11-18,11.920000076293945
2019-11-19,12.6899995803833
2019-11-20,13.800000190734863
2019-11-21,13.430000305175781
2019-11-22,12.90999984741211
2019-11-25,13.539999961853027
2019-11-26,13.90999984741211
2019-11-27,14.289999961853027
2019-11-29,15.0
2019-12-02,16.280000686645508
2019-12-03,16.190000534057617
2019-12-04,15.920000076293945
2019-12-05,14.779999732971191
2019-12-06,14.739999771118164
2019-12-09,15.6899995803833
2019-12-10,15.0
2019-12-11,13.710000038146973
2019-12-12,13.0
2019-12-13,12.649999618530273
2019-12-16,12.09000015258789
2019-12-17,13.5
2019-12-18,13.600000381469727
2019-12-19,13.119999885559082
2019-12-20,12.789999961853027
2019-12-23,13.5600004196167
2019-12-24,14.270000457763672
2019-12-26,14.1899995803833
2019-12-27,13.609999656677246
2019-12-30,14.09000015258789
2019-12-31,13.199999809265137
2020-01-02,12.960000038146973
2020-01-03,12.90999984741211
2020-01-06,12.9399995803833
2020-01-07,12.989999771118164
2020-01-08,13.0
2020-01-09,12.850000381469727
2020-01-10,12.5600004196167
2020-01-13,12.59000015258789
2020-01-14,12.699999809265137
2020-01-15,12.720000267028809
2020-01-16,12.850000381469727
2020-01-17,12.550000190734863
2020-01-21,12.84000015258789
2020-01-22,12.470000267028809
2020-01-23,9.989999771118164
2020-01-24,9.760000228881836
2020-01-27,10.180000305175781
2020-01-28,10.069999694824219
2020-01-29,10.25
2020-01-30,9.949999809265137
2020-01-31,9.819999694824219
2020-02-03,9.720000267028809
2020-02-04,9.65999984741211
2020-02-05,9.800000190734863
2020-02-06,9.850000381469727
2020-02-07,9.800000190734863
2020-02-10,9.960000038146973
2020-02-11,10.199999809265137
2020-02-12,10.0
2020-02-13,10.489999771118164
2020-02-14,11.180000305175781
2020-02-18,10.210000038146973
2020-02-19,10.329999923706055
2020-02-20,10.539999961853027
2020-02-21,10.470000267028809
2020-02-24,9.920000076293945
2020-02-25,9.119999885559082
2020-02-26,9.289999961853027
2020-02-27,8.600000381469727
2020-02-28,8.180000305175781
2020-03-02,8.399999618530273
2020-03-03,8.90999984741211
2020-03-04,9.289999961853027
2020-03-05,8.8100004196167
2020-03-06,8.25
2020-03-09,7.340000152587891
2020-03-10,7.239999771118164
2020-03-11,6.769999980926514
2020-03-12,5.360000133514404
2020-03-13,5.550000190734863
2020-03-16,5.110000133514404
2020-03-17,5.260000228881836
2020-03-18,4.199999809265137
2020-03-19,4.909999847412109
2020-03-20,4.489999771118164
2020-03-23,4.429999828338623
2020-03-24,4.480000019073486
2020-03-25,5.320000171661377
2020-03-26,5.619999885559082
2020-03-27,5.440000057220459
2020-03-30,5.630000114440918
2020-03-31,5.989999771118164
2020-04-01,5.420000076293945
2020-04-02,5.429999828338623
2020-04-03,5.380000114440918
2020-04-06,6.349999904632568
2020-04-07,6.550000190734863
2020-04-08,7.070000171661377
2020-04-09,7.989999771118164
2020-04-13,7.739999771118164
2020-04-14,8.180000305175781
2020-04-15,8.319999694824219
2020-04-16,8.680000305175781
2020-04-17,9.279999732971191
2020-04-20,9.199999809265137
2020-04-21,9.460000038146973
2020-04-22,9.899999618530273
2020-04-23,9.949999809265137
2020-04-24,10.239999771118164
2020-04-27,9.989999771118164
2020-04-28,10.140000343322754
2020-04-29,9.899999618530273
2020-04-30,9.420000076293945
2020-05-01,9.0
2020-05-04,9.850000381469727
2020-05-05,9.869999885559082
2020-05-06,10.279999732971191
2020-05-07,10.720000267028809
2020-05-08,10.09000015258789
2020-05-11,10.520000457763672
2020-05-12,10.4399995803833
2020-05-13,10.039999961853027
2020-05-14,10.260000228881836
2020-05-15,10.75
2020-05-18,10.789999961853027
2020-05-19,10.979999542236328
2020-05-20,11.470000267028809
2020-05-21,11.40999984741211
2020-05-22,11.550000190734863
2020-05-26,12.010000228881836
2020-05-27,12.109999656677246
2020-05-28,11.329999923706055
2020-05-29,12.520000457763672
2020-06-01,11.979999542236328
2020-06-02,12.789999961853027
2020-06-03,12.90999984741211
2020-06-04,13.050000190734863
2020-06-05,13.140000343322754
2020-06-08,13.100000381469727
2020-06-09,13.8100004196167
2020-06-10,14.140000343322754
2020-06-11,12.989999771118164
2020-06-12,12.920000076293945
2020-06-15,13.0
2020-06-16,13.039999961853027
2020-06-17,13.170000076293945
2020-06-18,13.25
2020-06-19,13.5600004196167
2020-06-22,15.380000114440918
2020-06-23,15.789999961853027
2020-06-24,15.670000076293945
2020-06-25,16.139999389648438
2020-06-26,16.09000015258789
2020-06-29,16.059999465942383
2020-06-30,16.030000686645508
2020-07-01,16.0
2020-07-02,14.899999618530273
2020-07-06,14.34000015258789
2020-07-07,15.069999694824219
2020-07-08,16.0
2020-07-09,15.930000305175781
2020-07-10,15.210000038146973
2020-07-13,14.25
2020-07-14,15.079999923706055
2020-07-15,15.100000381469727
2020-07-16,15.430000305175781
2020-07-17,16.110000610351562
2020-07-20,16.299999237060547
2020-07-21,14.949999809265137
2020-07-22,16.040000915527344
2020-07-23,14.380000114440918
2020-07-24,13.930000305175781
2020-07-27,14.199999809265137
2020-07-28,13.670000076293945
2020-07-29,13.199999809265137
2020-07-30,13.220000267028809
2020-07-31,13.199999809265137
2020-08-03,13.970000267028809
2020-08-04,14.6899995803833
2020-08-05,15.029999732971191
2020-08-06,16.1299991607666
2020-08-07,15.65999984741211
2020-08-10,15.8100004196167
2020-08-11,15.369999885559082
2020-08-12,15.4399995803833
2020-08-13,16.010000228881836
2020-08-14,16.0
2020-08-17,16.020000457763672
2020-08-18,15.9399995803833
2020-08-19,15.9399995803833
2020-08-20,16.0
2020-08-21,15.720000267028809
2020-08-24,15.5600004196167
2020-08-25,16.170000076293945
2020-08-26,15.850000381469727
2020-08-27,15.300000190734863
2020-08-28,15.34000015258789
2020-08-31,14.670000076293945
2020-09-01,14.050000190734863
2020-09-02,13.760000228881836
2020-09-03,12.850000381469727
2020-09-04,12.359999656677246
2020-09-08,12.5
2020-09-09,12.920000076293945
2020-09-10,12.770000457763672
2020-09-11,12.649999618530273
2020-09-14,13.8100004196167
2020-09-15,13.8100004196167
2020-09-16,13.9399995803833
2020-09-17,14.0
2020-09-18,14.279999732971191
2020-09-21,13.4399995803833
2020-09-22,13.300000190734863
2020-09-23,12.6899995803833
2020-09-24,12.4399995803833
2020-09-25,12.770000457763672
2020-09-28,12.890000343322754
2020-09-29,12.0
2020-09-30,11.640000343322754
2020-10-01,11.630000114440918
2020-10-02,11.09000015258789
2020-10-05,12.0
2020-10-06,12.09000015258789
2020-10-07,12.270000457763672
2020-10-08,12.260000228881836
2020-10-09,12.350000381469727
2020-10-12,12.789999961853027
2020-10-13,12.699999809265137
2020-10-14,12.229999542236328
2020-10-15,12.109999656677246
2020-10-16,12.25
2020-10-19,11.859999656677246
2020-10-20,11.5600004196167
2020-10-21,11.800000190734863
2020-10-22,11.739999771118164
2020-10-23,12.010000228881836
2020-10-26,11.1899995803833
2020-10-27,11.180000305175781
2020-10-28,11.399999618530273
2020-10-29,11.420000076293945
2020-10-30,10.8100004196167
2020-11-02,11.279999732971191
2020-11-03,11.359999656677246
2020-11-04,11.9399995803833
2020-11-05,12.010000228881836
2020-11-06,10.949999809265137
2020-11-09,11.430000305175781
2020-11-10,11.0
2020-11-11,10.5600004196167
2020-11-12,10.770000457763672
2020-11-13,10.970000267028809
2020-11-16,10.760000228881836
2020-11-17,11.170000076293945
2020-11-18,10.8100004196167
2020-11-19,11.220000267028809
2020-11-20,10.890000343322754
2020-11-23,10.279999732971191
2020-11-24,10.130000114440918
2020-11-25,10.579999923706055
2020-11-27,9.609999656677246
2020-11-30,10.489999771118164
2020-12-01,9.949999809265137
2020-12-02,9.899999618530273
2020-12-03,10.5600004196167
2020-12-04,10.5
2020-12-07,11.949999809265137
2020-12-08,10.520000457763672
2020-12-09,9.270000457763672
2020-12-10,8.699999809265137
2020-12-11,8.899999618530273
2020-12-14,8.5
2020-12-15,8.130000114440918
2020-12-16,8.359999656677246
2020-12-17,8.680000305175781
2020-12-18,8.619999885559082
2020-12-21,8.449999809265137
2020-12-22,8.899999618530273
2020-12-23,8.699999809265137
2020-12-24,8.899999618530273
2020-12-28,8.819999694824219
2020-12-29,8.9399995803833
2020-12-30,8.979999542236328
2020-12-31,8.9399995803833
2021-01-04,9.359999656677246
2021-01-05,9.270000457763672
2021-01-06,8.970000267028809
2021-01-07,8.970000267028809
2021-01-08,9.279999732971191
2021-01-11,8.760000228881836
2021-01-12,8.970000267028809
2021-01-13,8.8100004196167
2021-01-14,8.930000305175781
2021-01-15,9.020000457763672
2021-01-19,9.109999656677246
2021-01-20,8.859999656677246
2021-01-21,8.399999618530273
2021-01-22,8.770000457763672
2021-01-25,8.899999618530273
2021-01-26,8.800000190734863
2021-01-27,8.100000381469727
2021-01-28,7.639999866485596
2021-01-29,7.349999904632568
2021-02-01,7.409999847412109
2021-02-02,7.619999885559082
2021-02-03,7.559999942779541
2021-02-04,8.350000381469727
2021-02-05,8.069999694824219
2021-02-08,8.630000114440918
2021-02-09,7.5
2021-02-10,7.0
2021-02-11,7.139999866485596
2021-02-12,7.289999961853027
2021-02-16,7.380000114440918
2021-02-17,7.230000019073486
2021-02-18,7.119999885559082
2021-02-19,7.150000095367432
2021-02-22,6.949999809265137
2021-02-23,6.559999942779541
2021-02-24,6.880000114440918
2021-02-25,6.539999961853027
2021-02-26,6.440000057220459
2021-03-01,6.860000133514404
2021-03-02,6.800000190734863
2021-03-03,6.409999847412109
2021-03-04,6.199999809265137
2021-03-05,6.190000057220459
2021-03-08,6.159999847412109
2021-03-09,6.340000152587891
2021-03-10,6.170000076293945
2021-03-11,6.449999809265137
2021-03-12,6.699999809265137
2021-03-15,6.630000114440918
2021-03-16,6.960000038146973
2021-03-17,6.900000095367432
2021-03-18,6.860000133514404
2021-03-19,6.900000095367432
2021-03-22,6.820000171661377
2021-03-23,6.340000152587891
2021-03-24,5.75
2021-03-25,6.130000114440918
2021-03-26,6.010000228881836
2021-03-29,5.650000095367432
2021-03-30,5.489999771118164
2021-03-31,5.730000019073486
2021-04-01,5.909999847412109
2021-04-05,5.96999979019165
2021-04-06,5.630000114440918
2021-04-07,5.769999980926514
2021-04-08,5.789999961853027
2021-04-09,5.599999904632568
2021-04-12,5.420000076293945
2021-04-13,5.550000190734863
2021-04-14,5.599999904632568
2021-04-15,5.539999961853027
2021-04-16,5.289999961853027
2021-04-19,5.28000020980835
2021-04-20,5.199999809265137
2021-04-21,5.53000020980835
2021-04-22,5.590000152587891
2021-04-23,5.429999828338623
2021-04-26,5.849999904632568
2021-04-27,6.039999961853027
2021-04-28,5.809999942779541
2021-04-29,5.699999809265137
2021-04-30,5.820000171661377
2021-05-03,5.690000057220459
2021-05-04,5.360000133514404
2021-05-05,5.199999809265137
2021-05-06,5.099999904632568
2021-05-07,5.369999885559082
2021-05-10,4.78000020980835
2021-05-11,4.989999771118164
2021-05-12,6.760000228881836
2021-05-13,6.050000190734863
2021-05-14,6.170000076293945
