,AY
2014-10-17,31.799999237060547
2014-10-20,31.520000457763672
2014-10-21,32.5
2014-10-22,31.8799991607666
2014-10-23,32.65999984741211
2014-10-24,32.72999954223633
2014-10-27,32.79999923706055
2014-10-28,33.150001525878906
2014-10-29,33.150001525878906
2014-10-30,32.95000076293945
2014-10-31,32.5
2014-11-03,33.7400016784668
2014-11-04,31.219999313354492
2014-11-05,31.530000686645508
2014-11-06,32.47999954223633
2014-11-07,32.400001525878906
2014-11-10,32.63999938964844
2014-11-11,31.829999923706055
2014-11-12,32.369998931884766
2014-11-13,29.959999084472656
2014-11-14,26.8700008392334
2014-11-17,27.8700008392334
2014-11-18,28.1299991607666
2014-11-19,28.90999984741211
2014-11-20,28.729999542236328
2014-11-21,29.1299991607666
2014-11-24,29.18000030517578
2014-11-25,29.65999984741211
2014-11-26,29.790000915527344
2014-11-28,28.200000762939453
2014-12-01,25.8700008392334
2014-12-02,27.729999542236328
2014-12-03,27.670000076293945
2014-12-04,27.59000015258789
2014-12-05,28.200000762939453
2014-12-08,27.100000381469727
2014-12-09,27.059999465942383
2014-12-10,26.950000762939453
2014-12-11,26.719999313354492
2014-12-12,25.799999237060547
2014-12-15,26.040000915527344
2014-12-16,25.290000915527344
2014-12-17,25.8700008392334
2014-12-18,25.770000457763672
2014-12-19,25.6299991607666
2014-12-22,25.489999771118164
2014-12-23,25.739999771118164
2014-12-24,25.739999771118164
2014-12-26,25.93000030517578
2014-12-29,26.399999618530273
2014-12-30,27.149999618530273
2014-12-31,27.31999969482422
2015-01-02,27.850000381469727
2015-01-05,26.56999969482422
2015-01-06,27.229999542236328
2015-01-07,27.889999389648438
2015-01-08,27.079999923706055
2015-01-09,29.15999984741211
2015-01-12,28.350000381469727
2015-01-13,31.299999237060547
2015-01-14,31.75
2015-01-15,31.5
2015-01-16,31.8799991607666
2015-01-20,31.670000076293945
2015-01-21,32.380001068115234
2015-01-22,32.540000915527344
2015-01-23,34.08000183105469
2015-01-26,35.0
2015-01-27,34.9900016784668
2015-01-28,34.470001220703125
2015-01-29,33.849998474121094
2015-01-30,32.91999816894531
2015-02-02,33.33000183105469
2015-02-03,33.20000076293945
2015-02-04,33.189998626708984
2015-02-05,33.13999938964844
2015-02-06,32.20000076293945
2015-02-09,32.56999969482422
2015-02-10,34.02000045776367
2015-02-11,33.29999923706055
2015-02-12,34.31999969482422
2015-02-13,34.400001525878906
2015-02-17,33.93000030517578
2015-02-18,34.70000076293945
2015-02-19,34.66999816894531
2015-02-20,34.72999954223633
2015-02-23,33.41999816894531
2015-02-24,34.029998779296875
2015-02-25,33.099998474121094
2015-02-26,32.279998779296875
2015-02-27,32.790000915527344
2015-03-02,32.56999969482422
2015-03-03,32.61000061035156
2015-03-04,32.619998931884766
2015-03-05,33.40999984741211
2015-03-06,33.02000045776367
2015-03-09,32.79999923706055
2015-03-10,32.5099983215332
2015-03-11,32.439998626708984
2015-03-12,33.209999084472656
2015-03-13,32.2400016784668
2015-03-16,32.84000015258789
2015-03-17,33.439998626708984
2015-03-18,33.959999084472656
2015-03-19,33.189998626708984
2015-03-20,34.0
2015-03-23,33.68000030517578
2015-03-24,33.380001068115234
2015-03-25,32.65999984741211
2015-03-26,32.54999923706055
2015-03-27,33.869998931884766
2015-03-30,33.68000030517578
2015-03-31,33.779998779296875
2015-04-01,34.13999938964844
2015-04-02,34.290000915527344
2015-04-06,34.25
2015-04-07,34.209999084472656
2015-04-08,34.40999984741211
2015-04-09,34.66999816894531
2015-04-10,35.16999816894531
2015-04-13,35.439998626708984
2015-04-14,35.22999954223633
2015-04-15,35.540000915527344
2015-04-16,35.42499923706055
2015-04-17,35.0099983215332
2015-04-20,35.27000045776367
2015-04-21,35.209999084472656
2015-04-22,35.18000030517578
2015-04-23,34.849998474121094
2015-04-24,34.72999954223633
2015-04-27,34.72999954223633
2015-04-28,34.79999923706055
2015-04-29,34.459999084472656
2015-04-30,33.90999984741211
2015-05-01,33.529998779296875
2015-05-04,34.04999923706055
2015-05-05,34.119998931884766
2015-05-06,33.540000915527344
2015-05-07,34.16999816894531
2015-05-08,35.400001525878906
2015-05-11,36.16999816894531
2015-05-12,36.41999816894531
2015-05-13,36.45000076293945
2015-05-14,37.130001068115234
2015-05-15,37.27000045776367
2015-05-18,37.27000045776367
2015-05-19,37.2400016784668
2015-05-20,38.310001373291016
2015-05-21,37.9900016784668
2015-05-22,38.400001525878906
2015-05-26,38.40999984741211
2015-05-27,38.619998931884766
2015-05-28,38.79999923706055
2015-05-29,38.439998626708984
2015-06-01,38.099998474121094
2015-06-02,37.560001373291016
2015-06-03,36.900001525878906
2015-06-04,36.279998779296875
2015-06-05,36.20000076293945
2015-06-08,35.66999816894531
2015-06-09,35.61000061035156
2015-06-10,35.91999816894531
2015-06-11,35.9900016784668
2015-06-12,35.5099983215332
2015-06-15,36.119998931884766
2015-06-16,36.47999954223633
2015-06-17,36.689998626708984
2015-06-18,36.58000183105469
2015-06-19,36.119998931884766
2015-06-22,36.2400016784668
2015-06-23,35.33000183105469
2015-06-24,35.0099983215332
2015-06-25,35.040000915527344
2015-06-26,33.86000061035156
2015-06-29,32.220001220703125
2015-06-30,31.31999969482422
2015-07-01,31.959999084472656
2015-07-02,31.65999984741211
2015-07-06,32.0
2015-07-07,32.29999923706055
2015-07-08,31.959999084472656
2015-07-09,32.22999954223633
2015-07-10,32.220001220703125
2015-07-13,32.290000915527344
2015-07-14,32.16999816894531
2015-07-15,31.709999084472656
2015-07-16,31.520000457763672
2015-07-17,30.829999923706055
2015-07-20,29.81999969482422
2015-07-21,29.489999771118164
2015-07-22,28.889999389648438
2015-07-23,28.40999984741211
2015-07-24,27.09000015258789
2015-07-27,26.899999618530273
2015-07-28,27.100000381469727
2015-07-29,27.0
2015-07-30,27.049999237060547
2015-07-31,25.3799991607666
2015-08-03,24.68000030517578
2015-08-04,23.209999084472656
2015-08-05,23.969999313354492
2015-08-06,21.549999237060547
2015-08-07,22.530000686645508
2015-08-10,23.190000534057617
2015-08-11,22.709999084472656
2015-08-12,23.610000610351562
2015-08-13,23.989999771118164
2015-08-14,22.520000457763672
2015-08-17,22.200000762939453
2015-08-18,21.469999313354492
2015-08-19,21.190000534057617
2015-08-20,20.389999389648438
2015-08-21,19.850000381469727
2015-08-24,19.200000762939453
2015-08-25,20.040000915527344
2015-08-26,21.299999237060547
2015-08-27,21.889999389648438
2015-08-28,23.040000915527344
2015-08-31,22.760000228881836
2015-09-01,21.90999984741211
2015-09-02,22.540000915527344
2015-09-03,22.360000610351562
2015-09-04,21.5
2015-09-08,19.780000686645508
2015-09-09,19.639999389648438
2015-09-10,18.90999984741211
2015-09-11,18.790000915527344
2015-09-14,19.209999084472656
2015-09-15,19.329999923706055
2015-09-16,19.299999237060547
2015-09-17,19.670000076293945
2015-09-18,19.34000015258789
2015-09-21,18.40999984741211
2015-09-22,17.540000915527344
2015-09-23,18.559999465942383
2015-09-24,18.520000457763672
2015-09-25,17.18000030517578
2015-09-28,16.520000457763672
2015-09-29,16.399999618530273
2015-09-30,16.549999237060547
2015-10-01,16.549999237060547
2015-10-02,18.059999465942383
2015-10-05,19.040000915527344
2015-10-06,19.65999984741211
2015-10-07,19.850000381469727
2015-10-08,20.739999771118164
2015-10-09,21.100000381469727
2015-10-12,20.079999923706055
2015-10-13,19.850000381469727
2015-10-14,19.639999389648438
2015-10-15,19.579999923706055
2015-10-16,19.739999771118164
2015-10-19,20.15999984741211
2015-10-20,20.219999313354492
2015-10-21,19.139999389648438
2015-10-22,18.600000381469727
2015-10-23,18.84000015258789
2015-10-26,18.649999618530273
2015-10-27,18.280000686645508
2015-10-28,19.25
2015-10-29,18.780000686645508
2015-10-30,18.530000686645508
2015-11-02,19.270000457763672
2015-11-03,20.34000015258789
2015-11-04,20.610000610351562
2015-11-05,19.5
2015-11-06,20.809999465942383
2015-11-09,21.059999465942383
2015-11-10,21.010000228881836
2015-11-11,20.959999084472656
2015-11-12,20.1200008392334
2015-11-13,19.530000686645508
2015-11-16,19.389999389648438
2015-11-17,17.799999237060547
2015-11-18,18.899999618530273
2015-11-19,18.489999771118164
2015-11-20,17.079999923706055
2015-11-23,17.5
2015-11-24,17.450000762939453
2015-11-25,15.279999732971191
2015-11-27,14.850000381469727
2015-11-30,14.479999542236328
2015-12-01,16.020000457763672
2015-12-02,15.199999809265137
2015-12-03,15.25
2015-12-04,14.829999923706055
2015-12-07,14.149999618530273
2015-12-08,14.149999618530273
2015-12-09,14.449999809265137
2015-12-10,15.350000381469727
2015-12-11,15.010000228881836
2015-12-14,14.699999809265137
2015-12-15,15.989999771118164
2015-12-16,17.030000686645508
2015-12-17,17.299999237060547
2015-12-18,17.81999969482422
2015-12-21,18.399999618530273
2015-12-22,18.459999084472656
2015-12-23,18.81999969482422
2015-12-24,18.979999542236328
2015-12-28,19.020000457763672
2015-12-29,19.110000610351562
2015-12-30,19.219999313354492
2015-12-31,19.290000915527344
2016-01-04,18.6200008392334
2016-01-05,18.3700008392334
2016-01-06,17.989999771118164
2016-01-07,17.5
2016-01-08,17.649999618530273
2016-01-11,17.56999969482422
2016-01-12,17.59000015258789
2016-01-13,17.260000228881836
2016-01-14,17.290000915527344
2016-01-15,16.6200008392334
2016-01-19,16.780000686645508
2016-01-20,17.25
2016-01-21,17.31999969482422
2016-01-22,18.270000457763672
2016-01-25,17.559999465942383
2016-01-26,17.559999465942383
2016-01-27,17.450000762939453
2016-01-28,17.799999237060547
2016-01-29,16.950000762939453
2016-02-01,17.25
2016-02-02,15.90999984741211
2016-02-03,16.43000030517578
2016-02-04,16.850000381469727
2016-02-05,16.93000030517578
2016-02-08,16.020000457763672
2016-02-09,15.3100004196167
2016-02-10,14.859999656677246
2016-02-11,13.649999618530273
2016-02-12,13.729999542236328
2016-02-16,14.609999656677246
2016-02-17,15.819999694824219
2016-02-18,16.25
2016-02-19,15.960000038146973
2016-02-22,15.960000038146973
2016-02-23,15.680000305175781
2016-02-24,15.489999771118164
2016-02-25,16.06999969482422
2016-02-26,16.15999984741211
2016-02-29,16.770000457763672
2016-03-01,15.890000343322754
2016-03-02,16.90999984741211
2016-03-03,16.75
2016-03-04,16.0
2016-03-07,16.25
2016-03-08,15.979999542236328
2016-03-09,16.75
2016-03-10,18.0
2016-03-11,17.8700008392334
2016-03-14,17.760000228881836
2016-03-15,17.719999313354492
2016-03-16,17.780000686645508
2016-03-17,18.209999084472656
2016-03-18,17.59000015258789
2016-03-21,17.735000610351562
2016-03-22,17.93000030517578
2016-03-23,17.40999984741211
2016-03-24,17.56999969482422
2016-03-28,17.739999771118164
2016-03-29,18.450000762939453
2016-03-30,17.899999618530273
2016-03-31,17.780000686645508
2016-04-01,17.18000030517578
2016-04-04,16.639999389648438
2016-04-05,16.479999542236328
2016-04-06,16.719999313354492
2016-04-07,16.530000686645508
2016-04-08,16.739999771118164
2016-04-11,16.489999771118164
2016-04-12,17.040000915527344
2016-04-13,17.450000762939453
2016-04-14,18.030000686645508
2016-04-15,18.420000076293945
2016-04-18,18.479999542236328
2016-04-19,18.290000915527344
2016-04-20,18.420000076293945
2016-04-21,18.549999237060547
2016-04-22,18.670000076293945
2016-04-25,18.25
2016-04-26,18.59000015258789
2016-04-27,18.75
2016-04-28,18.6299991607666
2016-04-29,18.030000686645508
2016-05-02,17.889999389648438
2016-05-03,17.18000030517578
2016-05-04,17.010000228881836
2016-05-05,16.8700008392334
2016-05-06,16.84000015258789
2016-05-09,16.559999465942383
2016-05-10,16.969999313354492
2016-05-11,16.40999984741211
2016-05-12,16.100000381469727
2016-05-13,16.450000762939453
2016-05-16,16.479999542236328
2016-05-17,16.639999389648438
2016-05-18,16.829999923706055
2016-05-19,17.989999771118164
2016-05-20,17.950000762939453
2016-05-23,17.889999389648438
2016-05-24,17.790000915527344
2016-05-25,17.520000457763672
2016-05-26,17.600000381469727
2016-05-27,17.829999923706055
2016-05-31,17.979999542236328
2016-06-01,17.84000015258789
2016-06-02,17.959999084472656
2016-06-03,18.0
2016-06-06,17.959999084472656
2016-06-07,17.93000030517578
2016-06-08,17.989999771118164
2016-06-09,17.84000015258789
2016-06-10,17.100000381469727
2016-06-13,17.0
2016-06-14,17.09000015258789
2016-06-15,17.15999984741211
2016-06-16,17.34000015258789
2016-06-17,17.93000030517578
2016-06-20,18.079999923706055
2016-06-21,18.280000686645508
2016-06-22,18.139999389648438
2016-06-23,18.510000228881836
2016-06-24,17.34000015258789
2016-06-27,16.260000228881836
2016-06-28,17.1299991607666
2016-06-29,18.360000610351562
2016-06-30,18.579999923706055
2016-07-01,19.010000228881836
2016-07-05,19.100000381469727
2016-07-06,19.309999465942383
2016-07-07,19.360000610351562
2016-07-08,20.31999969482422
2016-07-11,20.760000228881836
2016-07-12,20.239999771118164
2016-07-13,20.0
2016-07-14,19.899999618530273
2016-07-15,20.0
2016-07-18,20.110000610351562
2016-07-19,19.84000015258789
2016-07-20,20.209999084472656
2016-07-21,20.549999237060547
2016-07-22,20.770000457763672
2016-07-25,20.670000076293945
2016-07-26,20.780000686645508
2016-07-27,20.540000915527344
2016-07-28,20.350000381469727
2016-07-29,20.149999618530273
2016-08-01,19.760000228881836
2016-08-02,19.59000015258789
2016-08-03,19.729999542236328
2016-08-04,19.829999923706055
2016-08-05,20.389999389648438
2016-08-08,20.139999389648438
2016-08-09,20.209999084472656
2016-08-10,19.84000015258789
2016-08-11,19.770000457763672
2016-08-12,19.440000534057617
2016-08-15,19.670000076293945
2016-08-16,19.260000228881836
2016-08-17,19.309999465942383
2016-08-18,19.43000030517578
2016-08-19,19.25
2016-08-22,19.1299991607666
2016-08-23,19.510000228881836
2016-08-24,19.260000228881836
2016-08-25,19.219999313354492
2016-08-26,19.1299991607666
2016-08-29,18.40999984741211
2016-08-30,18.6200008392334
2016-08-31,18.90999984741211
2016-09-01,18.790000915527344
2016-09-02,19.020000457763672
2016-09-06,19.15999984741211
2016-09-07,19.420000076293945
2016-09-08,19.690000534057617
2016-09-09,19.049999237060547
2016-09-12,18.889999389648438
2016-09-13,18.75
2016-09-14,19.0
2016-09-15,18.690000534057617
2016-09-16,18.360000610351562
2016-09-19,18.219999313354492
2016-09-20,18.260000228881836
2016-09-21,18.40999984741211
2016-09-22,18.81999969482422
2016-09-23,19.0
2016-09-26,19.010000228881836
2016-09-27,19.010000228881836
2016-09-28,19.299999237060547
2016-09-29,19.010000228881836
2016-09-30,19.010000228881836
2016-10-03,19.010000228881836
2016-10-04,18.770000457763672
2016-10-05,19.0
2016-10-06,18.75
2016-10-07,18.489999771118164
2016-10-10,18.510000228881836
2016-10-11,18.31999969482422
2016-10-12,17.790000915527344
2016-10-13,17.940000534057617
2016-10-14,18.06999969482422
2016-10-17,18.06999969482422
2016-10-18,18.549999237060547
2016-10-19,18.65999984741211
2016-10-20,18.610000610351562
2016-10-21,18.59000015258789
2016-10-24,18.440000534057617
2016-10-25,18.229999542236328
2016-10-26,17.790000915527344
2016-10-27,17.799999237060547
2016-10-28,17.760000228881836
2016-10-31,17.979999542236328
2016-11-01,17.739999771118164
2016-11-02,17.459999084472656
2016-11-03,17.170000076293945
2016-11-04,17.8799991607666
2016-11-07,17.989999771118164
2016-11-08,17.989999771118164
2016-11-09,17.139999389648438
2016-11-10,16.829999923706055
2016-11-11,16.889999389648438
2016-11-14,17.969999313354492
2016-11-15,18.079999923706055
2016-11-16,18.0
2016-11-17,17.899999618530273
2016-11-18,17.860000610351562
2016-11-21,18.030000686645508
2016-11-22,18.329999923706055
2016-11-23,18.989999771118164
2016-11-25,18.959999084472656
2016-11-28,18.860000610351562
2016-11-29,18.209999084472656
2016-11-30,18.1200008392334
2016-12-01,17.799999237060547
2016-12-02,17.729999542236328
2016-12-05,17.3799991607666
2016-12-06,17.350000381469727
2016-12-07,17.520000457763672
2016-12-08,18.1299991607666
2016-12-09,18.170000076293945
2016-12-12,17.93000030517578
2016-12-13,17.889999389648438
2016-12-14,17.899999618530273
2016-12-15,17.989999771118164
2016-12-16,18.719999313354492
2016-12-19,19.40999984741211
2016-12-20,19.520000457763672
2016-12-21,19.260000228881836
2016-12-22,19.139999389648438
2016-12-23,19.360000610351562
2016-12-27,19.530000686645508
2016-12-28,18.90999984741211
2016-12-29,19.350000381469727
2016-12-30,19.350000381469727
2017-01-03,19.469999313354492
2017-01-04,19.670000076293945
2017-01-05,19.790000915527344
2017-01-06,19.989999771118164
2017-01-09,20.059999465942383
2017-01-10,20.290000915527344
2017-01-11,19.729999542236328
2017-01-12,19.530000686645508
2017-01-13,19.809999465942383
2017-01-17,21.280000686645508
2017-01-18,21.350000381469727
2017-01-19,21.31999969482422
2017-01-20,21.649999618530273
2017-01-23,21.59000015258789
2017-01-24,21.790000915527344
2017-01-25,21.93000030517578
2017-01-26,21.770000457763672
2017-01-27,21.56999969482422
2017-01-30,21.260000228881836
2017-01-31,21.399999618530273
2017-02-01,21.309999465942383
2017-02-02,21.459999084472656
2017-02-03,21.799999237060547
2017-02-06,21.489999771118164
2017-02-07,20.989999771118164
2017-02-08,21.280000686645508
2017-02-09,20.950000762939453
2017-02-10,20.989999771118164
2017-02-13,21.1200008392334
2017-02-14,21.15999984741211
2017-02-15,21.190000534057617
2017-02-16,21.18000030517578
2017-02-17,21.309999465942383
2017-02-21,21.709999084472656
2017-02-22,21.299999237060547
2017-02-23,21.520000457763672
2017-02-24,21.850000381469727
2017-02-27,21.799999237060547
2017-02-28,21.760000228881836
2017-03-01,20.979999542236328
2017-03-02,20.700000762939453
2017-03-03,20.770000457763672
2017-03-06,20.729999542236328
2017-03-07,20.799999237060547
2017-03-08,20.700000762939453
2017-03-09,20.649999618530273
2017-03-10,21.18000030517578
2017-03-13,21.040000915527344
2017-03-14,20.950000762939453
2017-03-15,21.290000915527344
2017-03-16,21.5
2017-03-17,21.670000076293945
2017-03-20,21.1200008392334
2017-03-21,20.889999389648438
2017-03-22,21.020000457763672
2017-03-23,21.219999313354492
2017-03-24,21.479999542236328
2017-03-27,21.200000762939453
2017-03-28,20.989999771118164
2017-03-29,21.260000228881836
2017-03-30,20.940000534057617
2017-03-31,20.959999084472656
2017-04-03,20.809999465942383
2017-04-04,21.0
2017-04-05,20.979999542236328
2017-04-06,20.8700008392334
2017-04-07,20.399999618530273
2017-04-10,20.399999618530273
2017-04-11,20.530000686645508
2017-04-12,20.889999389648438
2017-04-13,20.559999465942383
2017-04-17,21.0
2017-04-18,20.729999542236328
2017-04-19,20.360000610351562
2017-04-20,20.1299991607666
2017-04-21,20.149999618530273
2017-04-24,20.309999465942383
2017-04-25,20.389999389648438
2017-04-26,20.610000610351562
2017-04-27,20.93000030517578
2017-04-28,20.84000015258789
2017-05-01,20.530000686645508
2017-05-02,20.3700008392334
2017-05-03,20.0
2017-05-04,20.18000030517578
2017-05-05,20.389999389648438
2017-05-08,20.1299991607666
2017-05-09,19.6299991607666
2017-05-10,19.6299991607666
2017-05-11,19.450000762939453
2017-05-12,19.889999389648438
2017-05-15,20.510000228881836
2017-05-16,19.920000076293945
2017-05-17,20.079999923706055
2017-05-18,19.700000762939453
2017-05-19,19.860000610351562
2017-05-22,20.139999389648438
2017-05-23,20.34000015258789
2017-05-24,20.639999389648438
2017-05-25,20.649999618530273
2017-05-26,20.520000457763672
2017-05-30,20.530000686645508
2017-05-31,20.889999389648438
2017-06-01,21.020000457763672
2017-06-02,20.979999542236328
2017-06-05,20.770000457763672
2017-06-06,20.899999618530273
2017-06-07,20.93000030517578
2017-06-08,21.010000228881836
2017-06-09,21.0
2017-06-12,21.200000762939453
2017-06-13,21.299999237060547
2017-06-14,20.81999969482422
2017-06-15,20.729999542236328
2017-06-16,20.489999771118164
2017-06-19,20.469999313354492
2017-06-20,20.280000686645508
2017-06-21,20.110000610351562
2017-06-22,20.18000030517578
2017-06-23,21.239999771118164
2017-06-26,21.489999771118164
2017-06-27,21.280000686645508
2017-06-28,21.06999969482422
2017-06-29,21.399999618530273
2017-06-30,21.360000610351562
2017-07-03,21.079999923706055
2017-07-05,20.670000076293945
2017-07-06,20.3700008392334
2017-07-07,20.200000762939453
2017-07-10,20.1200008392334
2017-07-11,20.0
2017-07-12,20.280000686645508
2017-07-13,20.200000762939453
2017-07-14,20.309999465942383
2017-07-17,20.399999618530273
2017-07-18,20.959999084472656
2017-07-19,20.760000228881836
2017-07-20,20.700000762939453
2017-07-21,20.809999465942383
2017-07-24,20.8799991607666
2017-07-25,20.780000686645508
2017-07-26,20.770000457763672
2017-07-27,21.030000686645508
2017-07-28,21.889999389648438
2017-07-31,21.610000610351562
2017-08-01,21.56999969482422
2017-08-02,21.84000015258789
2017-08-03,22.190000534057617
2017-08-04,22.06999969482422
2017-08-07,21.989999771118164
2017-08-08,21.75
2017-08-09,21.18000030517578
2017-08-10,21.079999923706055
2017-08-11,21.1200008392334
2017-08-14,21.360000610351562
2017-08-15,21.280000686645508
2017-08-16,21.329999923706055
2017-08-17,20.979999542236328
2017-08-18,20.950000762939453
2017-08-21,21.309999465942383
2017-08-22,21.43000030517578
2017-08-23,21.299999237060547
2017-08-24,21.1299991607666
2017-08-25,21.360000610351562
2017-08-28,21.239999771118164
2017-08-29,20.959999084472656
2017-08-30,20.719999313354492
2017-08-31,20.760000228881836
2017-09-01,20.90999984741211
2017-09-05,20.809999465942383
2017-09-06,20.6299991607666
2017-09-07,20.709999084472656
2017-09-08,20.790000915527344
2017-09-11,20.850000381469727
2017-09-12,20.559999465942383
2017-09-13,20.540000915527344
2017-09-14,20.030000686645508
2017-09-15,19.850000381469727
2017-09-18,19.780000686645508
2017-09-19,19.729999542236328
2017-09-20,19.729999542236328
2017-09-21,19.829999923706055
2017-09-22,19.920000076293945
2017-09-25,19.860000610351562
2017-09-26,19.84000015258789
2017-09-27,19.850000381469727
2017-09-28,19.56999969482422
2017-09-29,19.700000762939453
2017-10-02,19.530000686645508
2017-10-03,19.440000534057617
2017-10-04,19.440000534057617
2017-10-05,20.420000076293945
2017-10-06,20.610000610351562
2017-10-09,20.219999313354492
2017-10-10,20.479999542236328
2017-10-11,20.389999389648438
2017-10-12,20.799999237060547
2017-10-13,20.780000686645508
2017-10-16,21.049999237060547
2017-10-17,21.420000076293945
2017-10-18,21.6299991607666
2017-10-19,21.5
2017-10-20,21.760000228881836
2017-10-23,21.56999969482422
2017-10-24,22.059999465942383
2017-10-25,22.020000457763672
2017-10-26,22.100000381469727
2017-10-27,22.260000228881836
2017-10-30,22.280000686645508
2017-10-31,22.3799991607666
2017-11-01,22.389999389648438
2017-11-02,23.079999923706055
2017-11-03,23.139999389648438
2017-11-06,23.290000915527344
2017-11-07,22.979999542236328
2017-11-08,23.260000228881836
2017-11-09,23.31999969482422
2017-11-10,23.479999542236328
2017-11-13,23.520000457763672
2017-11-14,23.510000228881836
2017-11-15,23.530000686645508
2017-11-16,23.3700008392334
2017-11-17,22.799999237060547
2017-11-20,22.889999389648438
2017-11-21,22.8799991607666
2017-11-22,22.979999542236328
2017-11-24,22.979999542236328
2017-11-27,22.809999465942383
2017-11-28,23.0
2017-11-29,22.479999542236328
2017-11-30,22.469999313354492
2017-12-01,22.3799991607666
2017-12-04,21.93000030517578
2017-12-05,21.959999084472656
2017-12-06,21.8700008392334
2017-12-07,21.8799991607666
2017-12-08,21.649999618530273
2017-12-11,21.5
2017-12-12,21.34000015258789
2017-12-13,21.479999542236328
2017-12-14,21.559999465942383
2017-12-15,21.229999542236328
2017-12-18,21.149999618530273
2017-12-19,20.700000762939453
2017-12-20,21.0
2017-12-21,20.969999313354492
2017-12-22,21.010000228881836
2017-12-26,20.979999542236328
2017-12-27,20.920000076293945
2017-12-28,21.010000228881836
2017-12-29,21.209999084472656
2018-01-02,21.139999389648438
2018-01-03,20.940000534057617
2018-01-04,21.450000762939453
2018-01-05,21.549999237060547
2018-01-08,21.709999084472656
2018-01-09,21.43000030517578
2018-01-10,21.209999084472656
2018-01-11,21.170000076293945
2018-01-12,21.06999969482422
2018-01-16,20.84000015258789
2018-01-17,20.969999313354492
2018-01-18,21.020000457763672
2018-01-19,21.25
2018-01-22,21.309999465942383
2018-01-23,21.389999389648438
2018-01-24,21.0
2018-01-25,20.979999542236328
2018-01-26,20.860000610351562
2018-01-29,20.979999542236328
2018-01-30,21.0
2018-01-31,21.079999923706055
2018-02-01,20.979999542236328
2018-02-02,20.670000076293945
2018-02-05,20.209999084472656
2018-02-06,20.31999969482422
2018-02-07,20.0
2018-02-08,19.690000534057617
2018-02-09,19.75
2018-02-12,19.84000015258789
2018-02-13,19.860000610351562
2018-02-14,19.860000610351562
2018-02-15,20.139999389648438
2018-02-16,20.399999618530273
2018-02-20,20.040000915527344
2018-02-21,19.969999313354492
2018-02-22,19.700000762939453
2018-02-23,20.010000228881836
2018-02-26,19.709999084472656
2018-02-27,19.700000762939453
2018-02-28,19.6299991607666
2018-03-01,19.989999771118164
2018-03-02,20.0
2018-03-05,20.43000030517578
2018-03-06,20.360000610351562
2018-03-07,19.46500015258789
2018-03-08,19.200000762939453
2018-03-09,19.56999969482422
2018-03-12,19.719999313354492
2018-03-13,19.610000610351562
2018-03-14,19.540000915527344
2018-03-15,19.71500015258789
2018-03-16,19.649999618530273
2018-03-19,19.610000610351562
