,CBTX
2018-02-21,28.100000381469727
2018-02-22,28.09000015258789
2018-02-23,27.989999771118164
2018-02-26,27.90999984741211
2018-02-27,27.559999465942383
2018-02-28,27.610000610351562
2018-03-01,27.829999923706055
2018-03-02,28.75
2018-03-05,28.489999771118164
2018-03-06,28.149999618530273
2018-03-07,28.309999465942383
2018-03-08,28.270000457763672
2018-03-09,28.440000534057617
2018-03-12,28.920000076293945
2018-03-13,28.8799991607666
2018-03-14,28.860000610351562
2018-03-15,28.850000381469727
2018-03-16,29.40999984741211
2018-03-19,29.559999465942383
2018-03-20,29.399999618530273
2018-03-21,29.559999465942383
2018-03-22,29.030000686645508
2018-03-23,28.790000915527344
2018-03-26,29.459999084472656
2018-03-27,29.0
2018-03-28,29.200000762939453
2018-03-29,29.440000534057617
2018-04-02,29.110000610351562
2018-04-03,29.09000015258789
2018-04-04,29.420000076293945
2018-04-05,29.239999771118164
2018-04-06,28.700000762939453
2018-04-09,29.139999389648438
2018-04-10,29.219999313354492
2018-04-11,29.110000610351562
2018-04-12,29.209999084472656
2018-04-13,28.780000686645508
2018-04-16,29.170000076293945
2018-04-17,29.149999618530273
2018-04-18,29.260000228881836
2018-04-19,29.350000381469727
2018-04-20,29.6200008392334
2018-04-23,29.219999313354492
2018-04-24,29.260000228881836
2018-04-25,29.260000228881836
2018-04-26,29.06999969482422
2018-04-27,28.739999771118164
2018-04-30,29.0
2018-05-01,28.989999771118164
2018-05-02,29.100000381469727
2018-05-03,29.09000015258789
2018-05-04,28.989999771118164
2018-05-07,28.579999923706055
2018-05-08,29.100000381469727
2018-05-09,28.979999542236328
2018-05-10,29.0
2018-05-11,29.350000381469727
2018-05-14,29.440000534057617
2018-05-15,29.299999237060547
2018-05-16,29.719999313354492
2018-05-17,30.0
2018-05-18,29.90999984741211
2018-05-21,30.06999969482422
2018-05-22,29.950000762939453
2018-05-23,29.989999771118164
2018-05-24,30.06999969482422
2018-05-25,29.829999923706055
2018-05-29,29.139999389648438
2018-05-30,29.790000915527344
2018-05-31,29.610000610351562
2018-06-01,30.040000915527344
2018-06-04,30.690000534057617
2018-06-05,30.6200008392334
2018-06-06,31.0
2018-06-07,31.899999618530273
2018-06-08,32.11000061035156
2018-06-11,32.63999938964844
2018-06-12,32.959999084472656
2018-06-13,32.75
2018-06-14,32.38999938964844
2018-06-15,32.90999984741211
2018-06-18,33.400001525878906
2018-06-19,34.29999923706055
2018-06-20,34.45000076293945
2018-06-21,33.9900016784668
2018-06-22,34.040000915527344
2018-06-25,34.15999984741211
2018-06-26,33.81999969482422
2018-06-27,32.95000076293945
2018-06-28,33.54999923706055
2018-06-29,33.04999923706055
2018-07-02,33.4900016784668
2018-07-03,34.08000183105469
2018-07-05,34.59000015258789
2018-07-06,34.45000076293945
2018-07-09,34.849998474121094
2018-07-10,34.34000015258789
2018-07-11,34.279998779296875
2018-07-12,33.939998626708984
2018-07-13,33.33000183105469
2018-07-16,33.689998626708984
2018-07-17,33.369998931884766
2018-07-18,33.18000030517578
2018-07-19,33.369998931884766
2018-07-20,33.45000076293945
2018-07-23,33.790000915527344
2018-07-24,33.869998931884766
2018-07-25,33.59000015258789
2018-07-26,34.040000915527344
2018-07-27,36.18000030517578
2018-07-30,36.79999923706055
2018-07-31,37.380001068115234
2018-08-01,37.650001525878906
2018-08-02,37.880001068115234
2018-08-03,37.58000183105469
2018-08-06,37.97999954223633
2018-08-07,37.79999923706055
2018-08-08,38.2599983215332
2018-08-09,38.04999923706055
2018-08-10,38.040000915527344
2018-08-13,37.95000076293945
2018-08-14,37.790000915527344
2018-08-15,37.25
2018-08-16,37.70000076293945
2018-08-17,37.33000183105469
2018-08-20,36.95000076293945
2018-08-21,37.459999084472656
2018-08-22,37.290000915527344
2018-08-23,37.369998931884766
2018-08-24,37.290000915527344
2018-08-27,36.959999084472656
2018-08-28,36.90999984741211
2018-08-29,36.470001220703125
2018-08-30,36.16999816894531
2018-08-31,36.56999969482422
2018-09-04,36.2400016784668
2018-09-05,36.36000061035156
2018-09-06,36.34000015258789
2018-09-07,36.130001068115234
2018-09-10,37.150001525878906
2018-09-11,37.150001525878906
2018-09-12,37.0
2018-09-13,36.9900016784668
2018-09-14,37.66999816894531
2018-09-17,37.02000045776367
2018-09-18,37.59000015258789
2018-09-19,37.779998779296875
2018-09-20,37.970001220703125
2018-09-21,37.20000076293945
2018-09-24,36.5
2018-09-25,36.45000076293945
2018-09-26,35.20000076293945
2018-09-27,35.619998931884766
2018-09-28,35.540000915527344
2018-10-01,35.25
2018-10-02,34.630001068115234
2018-10-03,35.439998626708984
2018-10-04,35.38999938964844
2018-10-05,35.41999816894531
2018-10-08,35.790000915527344
2018-10-09,35.849998474121094
2018-10-10,35.0099983215332
2018-10-11,33.900001525878906
2018-10-12,34.150001525878906
2018-10-15,34.43000030517578
2018-10-16,34.4900016784668
2018-10-17,34.470001220703125
2018-10-18,34.150001525878906
2018-10-19,33.25
2018-10-22,32.40999984741211
2018-10-23,32.33000183105469
2018-10-24,31.540000915527344
2018-10-25,32.689998626708984
2018-10-26,32.220001220703125
2018-10-29,32.7400016784668
2018-10-30,32.93000030517578
2018-10-31,33.22999954223633
2018-11-01,33.029998779296875
2018-11-02,32.83000183105469
2018-11-05,32.84000015258789
2018-11-06,33.45000076293945
2018-11-07,33.58000183105469
2018-11-08,34.2599983215332
2018-11-09,33.130001068115234
2018-11-12,33.15999984741211
2018-11-13,33.2400016784668
2018-11-14,33.38999938964844
2018-11-15,34.41999816894531
2018-11-16,34.7400016784668
2018-11-19,34.31999969482422
2018-11-20,34.599998474121094
2018-11-21,34.349998474121094
2018-11-23,34.849998474121094
2018-11-26,34.93000030517578
2018-11-27,34.849998474121094
2018-11-28,35.0
2018-11-29,34.599998474121094
2018-11-30,34.4900016784668
2018-12-03,34.400001525878906
2018-12-04,32.349998474121094
2018-12-06,31.979999542236328
2018-12-07,31.729999542236328
2018-12-10,32.18000030517578
2018-12-11,32.099998474121094
2018-12-12,32.529998779296875
2018-12-13,32.13999938964844
2018-12-14,31.780000686645508
2018-12-17,31.790000915527344
2018-12-18,31.709999084472656
2018-12-19,30.25
2018-12-20,29.770000457763672
2018-12-21,30.110000610351562
2018-12-24,29.469999313354492
2018-12-26,29.920000076293945
2018-12-27,29.15999984741211
2018-12-28,29.639999389648438
2018-12-31,29.399999618530273
2019-01-02,29.90999984741211
2019-01-03,29.780000686645508
2019-01-04,30.59000015258789
2019-01-07,30.690000534057617
2019-01-08,30.90999984741211
2019-01-09,31.100000381469727
2019-01-10,30.719999313354492
2019-01-11,30.760000228881836
2019-01-14,30.579999923706055
2019-01-15,31.1299991607666
2019-01-16,31.639999389648438
2019-01-17,31.760000228881836
2019-01-18,32.290000915527344
2019-01-22,32.02000045776367
2019-01-23,32.369998931884766
2019-01-24,32.349998474121094
2019-01-25,32.29999923706055
2019-01-28,32.130001068115234
2019-01-29,31.790000915527344
2019-01-30,31.729999542236328
2019-01-31,32.25
2019-02-01,32.400001525878906
2019-02-04,32.599998474121094
2019-02-05,32.43000030517578
2019-02-06,32.5
2019-02-07,32.349998474121094
2019-02-08,32.150001525878906
2019-02-11,32.56999969482422
2019-02-12,32.84000015258789
2019-02-13,32.959999084472656
2019-02-14,32.720001220703125
2019-02-15,33.29999923706055
2019-02-19,33.650001525878906
2019-02-20,33.779998779296875
2019-02-21,33.779998779296875
2019-02-22,33.93000030517578
2019-02-25,33.599998474121094
2019-02-26,33.16999816894531
2019-02-27,33.70000076293945
2019-02-28,33.310001373291016
2019-03-01,33.7400016784668
2019-03-04,33.47999954223633
2019-03-05,33.630001068115234
2019-03-06,32.5
2019-03-07,31.979999542236328
2019-03-08,32.45000076293945
2019-03-11,32.75
2019-03-12,32.7599983215332
2019-03-13,32.939998626708984
2019-03-14,32.900001525878906
2019-03-15,33.06999969482422
2019-03-18,33.380001068115234
2019-03-19,32.63999938964844
2019-03-20,32.11000061035156
2019-03-21,31.780000686645508
2019-03-22,30.389999389648438
2019-03-25,31.299999237060547
2019-03-26,32.81999969482422
2019-03-27,32.040000915527344
2019-03-28,32.45000076293945
2019-03-29,32.470001220703125
2019-04-01,32.599998474121094
2019-04-02,32.54999923706055
2019-04-03,32.619998931884766
2019-04-04,32.56999969482422
2019-04-05,33.0
2019-04-08,33.11000061035156
2019-04-09,32.470001220703125
2019-04-10,33.06999969482422
2019-04-11,32.68000030517578
2019-04-12,32.90999984741211
2019-04-15,32.5099983215332
2019-04-16,32.93000030517578
2019-04-17,32.77000045776367
2019-04-18,32.150001525878906
2019-04-22,31.93000030517578
2019-04-23,32.349998474121094
2019-04-24,32.29999923706055
2019-04-25,32.33000183105469
2019-04-26,32.27000045776367
2019-04-29,32.52000045776367
2019-04-30,31.700000762939453
2019-05-01,30.209999084472656
2019-05-02,30.68000030517578
2019-05-03,29.959999084472656
2019-05-06,29.149999618530273
2019-05-07,28.469999313354492
2019-05-08,28.0
2019-05-09,27.969999313354492
2019-05-10,28.100000381469727
2019-05-13,27.399999618530273
2019-05-14,28.200000762939453
2019-05-15,28.010000228881836
2019-05-16,28.09000015258789
2019-05-17,28.100000381469727
2019-05-20,27.950000762939453
2019-05-21,28.469999313354492
2019-05-22,28.360000610351562
2019-05-23,27.360000610351562
2019-05-24,27.530000686645508
2019-05-28,27.920000076293945
2019-05-29,28.15999984741211
2019-05-30,28.440000534057617
2019-05-31,27.25
2019-06-03,27.399999618530273
2019-06-04,27.780000686645508
2019-06-05,27.420000076293945
2019-06-06,26.950000762939453
2019-06-07,27.200000762939453
2019-06-10,27.600000381469727
2019-06-11,27.829999923706055
2019-06-12,28.15999984741211
2019-06-13,28.280000686645508
2019-06-14,28.31999969482422
2019-06-17,28.25
2019-06-18,28.469999313354492
2019-06-19,28.389999389648438
2019-06-20,28.079999923706055
2019-06-21,27.670000076293945
2019-06-24,27.489999771118164
2019-06-25,27.979999542236328
2019-06-26,27.90999984741211
2019-06-27,28.299999237060547
2019-06-28,28.139999389648438
2019-07-01,28.1299991607666
2019-07-02,28.219999313354492
2019-07-03,28.600000381469727
2019-07-05,28.90999984741211
2019-07-08,28.6200008392334
2019-07-09,28.170000076293945
2019-07-10,28.219999313354492
2019-07-11,28.559999465942383
2019-07-12,29.079999923706055
2019-07-15,28.940000534057617
2019-07-16,29.010000228881836
2019-07-17,28.799999237060547
2019-07-18,28.940000534057617
2019-07-19,29.149999618530273
2019-07-22,28.399999618530273
2019-07-23,28.34000015258789
2019-07-24,30.020000457763672
2019-07-25,29.31999969482422
2019-07-26,30.790000915527344
2019-07-29,30.239999771118164
2019-07-30,31.260000228881836
2019-07-31,30.139999389648438
2019-08-01,29.969999313354492
2019-08-02,29.43000030517578
2019-08-05,28.420000076293945
2019-08-06,28.8799991607666
2019-08-07,28.520000457763672
2019-08-08,28.8799991607666
2019-08-09,28.540000915527344
2019-08-12,28.450000762939453
2019-08-13,28.559999465942383
2019-08-14,27.899999618530273
2019-08-15,27.799999237060547
2019-08-16,28.329999923706055
2019-08-19,28.610000610351562
2019-08-20,28.34000015258789
2019-08-21,28.40999984741211
2019-08-22,28.209999084472656
2019-08-23,27.15999984741211
2019-08-26,27.93000030517578
2019-08-27,26.799999237060547
2019-08-28,27.260000228881836
2019-08-29,27.100000381469727
2019-08-30,26.93000030517578
2019-09-03,26.100000381469727
2019-09-04,26.25
2019-09-05,26.829999923706055
2019-09-06,26.5
2019-09-09,27.209999084472656
2019-09-10,27.459999084472656
2019-09-11,28.170000076293945
2019-09-12,28.6299991607666
2019-09-13,29.020000457763672
2019-09-16,28.93000030517578
2019-09-17,28.559999465942383
2019-09-18,28.920000076293945
2019-09-19,28.450000762939453
2019-09-20,29.270000457763672
2019-09-23,28.670000076293945
2019-09-24,28.18000030517578
2019-09-25,28.739999771118164
2019-09-26,28.190000534057617
2019-09-27,28.190000534057617
2019-09-30,27.8799991607666
2019-10-01,27.31999969482422
2019-10-02,27.5
2019-10-03,27.440000534057617
2019-10-04,27.790000915527344
2019-10-07,27.799999237060547
2019-10-08,27.709999084472656
2019-10-09,27.709999084472656
2019-10-10,27.940000534057617
2019-10-11,28.809999465942383
2019-10-14,28.700000762939453
2019-10-15,28.489999771118164
2019-10-16,28.360000610351562
2019-10-17,28.860000610351562
2019-10-18,29.0
2019-10-21,29.209999084472656
2019-10-22,29.100000381469727
2019-10-23,28.940000534057617
2019-10-24,28.059999465942383
2019-10-25,28.25
2019-10-28,28.450000762939453
2019-10-29,28.579999923706055
2019-10-30,28.709999084472656
2019-10-31,28.649999618530273
2019-11-01,28.8700008392334
2019-11-04,29.3700008392334
2019-11-05,29.649999618530273
2019-11-06,29.280000686645508
2019-11-07,29.520000457763672
2019-11-08,29.520000457763672
2019-11-11,29.399999618530273
2019-11-12,29.709999084472656
2019-11-13,29.540000915527344
2019-11-14,29.6200008392334
2019-11-15,29.489999771118164
2019-11-18,29.600000381469727
2019-11-19,30.030000686645508
2019-11-20,29.700000762939453
2019-11-21,29.469999313354492
2019-11-22,29.290000915527344
2019-11-25,29.860000610351562
2019-11-26,29.549999237060547
2019-11-27,29.709999084472656
2019-11-29,29.520000457763672
2019-12-02,29.3700008392334
2019-12-03,29.389999389648438
2019-12-04,29.579999923706055
2019-12-05,29.520000457763672
2019-12-06,29.979999542236328
2019-12-09,29.899999618530273
2019-12-10,29.829999923706055
2019-12-11,29.860000610351562
2019-12-12,30.3700008392334
2019-12-13,30.040000915527344
2019-12-16,30.479999542236328
2019-12-17,30.729999542236328
2019-12-18,30.489999771118164
2019-12-19,30.479999542236328
2019-12-20,30.649999618530273
2019-12-23,30.649999618530273
2019-12-24,30.719999313354492
2019-12-26,30.93000030517578
2019-12-27,30.899999618530273
2019-12-30,31.139999389648438
2019-12-31,31.1200008392334
2020-01-02,31.270000457763672
2020-01-03,31.190000534057617
2020-01-06,31.209999084472656
2020-01-07,31.079999923706055
2020-01-08,31.399999618530273
2020-01-09,31.30500030517578
2020-01-10,31.209999084472656
2020-01-13,31.389999389648438
2020-01-14,31.079999923706055
2020-01-15,31.139999389648438
2020-01-16,31.520000457763672
2020-01-17,31.229999542236328
2020-01-21,31.1299991607666
2020-01-22,31.040000915527344
2020-01-23,31.31999969482422
2020-01-24,31.0
2020-01-27,30.959999084472656
2020-01-28,31.049999237060547
2020-01-29,30.799999237060547
2020-01-30,29.93000030517578
2020-01-31,29.549999237060547
2020-02-03,29.760000228881836
2020-02-04,29.729999542236328
2020-02-05,30.049999237060547
2020-02-06,30.030000686645508
2020-02-07,29.790000915527344
2020-02-10,29.579999923706055
2020-02-11,29.610000610351562
2020-02-12,29.510000228881836
2020-02-13,29.799999237060547
2020-02-14,29.469999313354492
2020-02-18,29.110000610351562
2020-02-19,28.860000610351562
2020-02-20,28.850000381469727
2020-02-21,28.25
2020-02-24,28.010000228881836
2020-02-25,27.3799991607666
2020-02-26,26.719999313354492
2020-02-27,26.389999389648438
2020-02-28,24.950000762939453
2020-03-02,25.6200008392334
2020-03-03,24.959999084472656
2020-03-04,25.020000457763672
2020-03-05,23.649999618530273
2020-03-06,22.739999771118164
2020-03-09,20.1299991607666
2020-03-10,19.440000534057617
2020-03-11,19.309999465942383
2020-03-12,17.360000610351562
2020-03-13,19.31999969482422
2020-03-16,20.299999237060547
2020-03-17,22.420000076293945
2020-03-18,13.420000076293945
2020-03-19,16.540000915527344
2020-03-20,15.050000190734863
2020-03-23,15.25
2020-03-24,16.950000762939453
2020-03-25,16.469999313354492
2020-03-26,17.5
2020-03-27,17.520000457763672
2020-03-30,17.610000610351562
2020-03-31,17.770000457763672
2020-04-01,16.1299991607666
2020-04-02,16.43000030517578
2020-04-03,16.200000762939453
2020-04-06,17.110000610351562
2020-04-07,17.170000076293945
2020-04-08,17.299999237060547
2020-04-09,18.0
2020-04-13,17.389999389648438
2020-04-14,17.489999771118164
2020-04-15,16.059999465942383
2020-04-16,15.420000076293945
2020-04-17,16.700000762939453
2020-04-20,16.799999237060547
2020-04-21,16.670000076293945
2020-04-22,16.479999542236328
2020-04-23,16.6299991607666
2020-04-24,16.84000015258789
2020-04-27,17.239999771118164
2020-04-28,17.8700008392334
2020-04-29,19.399999618530273
2020-04-30,18.059999465942383
2020-05-01,17.610000610351562
2020-05-04,17.600000381469727
2020-05-05,17.420000076293945
2020-05-06,17.329999923706055
2020-05-07,17.719999313354492
2020-05-08,18.139999389648438
2020-05-11,17.6200008392334
2020-05-12,17.059999465942383
2020-05-13,16.6299991607666
2020-05-14,16.709999084472656
2020-05-15,16.600000381469727
2020-05-18,18.25
2020-05-19,17.229999542236328
2020-05-20,18.5
2020-05-21,18.389999389648438
2020-05-22,18.110000610351562
2020-05-26,19.100000381469727
2020-05-27,20.469999313354492
2020-05-28,19.899999618530273
2020-05-29,20.420000076293945
2020-06-01,20.290000915527344
2020-06-02,19.81999969482422
2020-06-03,20.719999313354492
2020-06-04,20.90999984741211
2020-06-05,22.1200008392334
2020-06-08,22.559999465942383
2020-06-09,22.5
2020-06-10,20.829999923706055
2020-06-11,18.8799991607666
2020-06-12,19.110000610351562
2020-06-15,19.489999771118164
2020-06-16,20.5
2020-06-17,19.3799991607666
2020-06-18,19.530000686645508
2020-06-19,20.34000015258789
2020-06-22,20.219999313354492
2020-06-23,19.719999313354492
2020-06-24,19.360000610351562
2020-06-25,19.950000762939453
2020-06-26,20.079999923706055
2020-06-29,20.450000762939453
2020-06-30,21.0
2020-07-01,19.65999984741211
2020-07-02,19.399999618530273
2020-07-06,19.350000381469727
2020-07-07,18.729999542236328
2020-07-08,18.010000228881836
2020-07-09,16.915000915527344
2020-07-10,17.559999465942383
2020-07-13,17.389999389648438
2020-07-14,17.479999542236328
2020-07-15,17.969999313354492
2020-07-16,17.81999969482422
2020-07-17,17.43000030517578
2020-07-20,16.899999618530273
2020-07-21,17.889999389648438
2020-07-22,17.579999923706055
2020-07-23,17.780000686645508
2020-07-24,17.610000610351562
2020-07-27,16.90999984741211
2020-07-28,16.959999084472656
2020-07-29,17.3700008392334
2020-07-30,16.56999969482422
2020-07-31,15.789999961853027
2020-08-03,15.90999984741211
2020-08-04,15.6899995803833
2020-08-05,16.149999618530273
2020-08-06,16.450000762939453
2020-08-07,17.149999618530273
2020-08-10,17.709999084472656
2020-08-11,17.93000030517578
2020-08-12,17.709999084472656
2020-08-13,17.260000228881836
2020-08-14,17.59000015258789
2020-08-17,17.280000686645508
2020-08-18,16.3700008392334
2020-08-19,16.3700008392334
2020-08-20,16.239999771118164
2020-08-21,16.030000686645508
2020-08-24,16.549999237060547
2020-08-25,16.579999923706055
2020-08-26,15.850000381469727
2020-08-27,16.229999542236328
2020-08-28,16.18000030517578
2020-08-31,15.75
2020-09-01,15.630000114440918
2020-09-02,15.550000190734863
2020-09-03,15.520000457763672
2020-09-04,15.8100004196167
2020-09-08,15.329999923706055
2020-09-09,15.1899995803833
2020-09-10,16.690000534057617
2020-09-11,15.829999923706055
2020-09-14,16.34000015258789
2020-09-15,16.1299991607666
2020-09-16,16.34000015258789
2020-09-17,16.229999542236328
2020-09-18,15.779999732971191
2020-09-21,15.0
2020-09-22,15.539999961853027
2020-09-23,14.770000457763672
2020-09-24,16.0
2020-09-25,16.059999465942383
2020-09-28,16.56999969482422
2020-09-29,16.299999237060547
2020-09-30,16.34000015258789
2020-10-01,16.290000915527344
2020-10-02,16.84000015258789
2020-10-05,17.309999465942383
2020-10-06,17.479999542236328
2020-10-07,18.170000076293945
2020-10-08,18.43000030517578
2020-10-09,18.209999084472656
2020-10-12,18.479999542236328
2020-10-13,18.25
2020-10-14,18.110000610351562
2020-10-15,18.190000534057617
2020-10-16,18.260000228881836
2020-10-19,18.5
2020-10-20,18.8700008392334
2020-10-21,19.25
2020-10-22,19.729999542236328
2020-10-23,19.8799991607666
2020-10-26,19.809999465942383
2020-10-27,19.719999313354492
2020-10-28,19.270000457763672
2020-10-29,19.15999984741211
2020-10-30,18.899999618530273
2020-11-02,19.229999542236328
2020-11-03,19.899999618530273
2020-11-04,18.3700008392334
2020-11-05,19.010000228881836
2020-11-06,19.0
2020-11-09,20.790000915527344
2020-11-10,21.8700008392334
2020-11-11,22.229999542236328
2020-11-12,22.049999237060547
2020-11-13,22.489999771118164
2020-11-16,22.950000762939453
2020-11-17,22.59000015258789
2020-11-18,22.899999618530273
2020-11-19,22.600000381469727
2020-11-20,22.770000457763672
2020-11-23,22.889999389648438
2020-11-24,23.850000381469727
2020-11-25,23.18000030517578
2020-11-27,22.969999313354492
2020-11-30,21.950000762939453
2020-12-01,22.530000686645508
2020-12-02,23.0
2020-12-03,23.020000457763672
2020-12-04,23.549999237060547
2020-12-07,23.420000076293945
2020-12-08,23.639999389648438
2020-12-09,23.43000030517578
2020-12-10,23.780000686645508
2020-12-11,23.530000686645508
2020-12-14,23.709999084472656
2020-12-15,24.6200008392334
2020-12-16,25.100000381469727
2020-12-17,25.18000030517578
2020-12-18,25.149999618530273
2020-12-21,25.299999237060547
2020-12-22,25.549999237060547
2020-12-23,26.170000076293945
2020-12-24,26.110000610351562
2020-12-28,26.260000228881836
2020-12-29,26.315000534057617
2020-12-30,25.809999465942383
2020-12-31,25.510000228881836
2021-01-04,25.299999237060547
2021-01-05,25.549999237060547
2021-01-06,27.709999084472656
2021-01-07,26.959999084472656
2021-01-08,26.43000030517578
2021-01-11,26.979999542236328
2021-01-12,27.920000076293945
2021-01-13,28.010000228881836
2021-01-14,28.280000686645508
2021-01-15,27.530000686645508
2021-01-19,27.530000686645508
2021-01-20,27.440000534057617
2021-01-21,27.520000457763672
2021-01-22,28.700000762939453
2021-01-25,27.729999542236328
2021-01-26,27.260000228881836
2021-01-27,26.670000076293945
2021-01-28,26.790000915527344
2021-01-29,26.31999969482422
2021-02-01,25.760000228881836
2021-02-02,26.989999771118164
2021-02-03,26.959999084472656
2021-02-04,27.6299991607666
2021-02-05,27.920000076293945
2021-02-08,28.360000610351562
2021-02-09,28.25
2021-02-10,28.0
2021-02-11,28.020000457763672
2021-02-12,27.829999923706055
2021-02-16,27.719999313354492
2021-02-17,27.690000534057617
2021-02-18,26.860000610351562
2021-02-19,27.729999542236328
2021-02-22,28.510000228881836
2021-02-23,29.030000686645508
2021-02-24,30.0
2021-02-25,29.1200008392334
2021-02-26,29.170000076293945
2021-03-01,29.75
2021-03-02,29.5
2021-03-03,30.010000228881836
2021-03-04,29.600000381469727
2021-03-05,30.59000015258789
2021-03-08,31.799999237060547
2021-03-09,31.06999969482422
2021-03-10,31.709999084472656
2021-03-11,32.0
2021-03-12,31.59000015258789
2021-03-15,30.93000030517578
2021-03-16,30.700000762939453
2021-03-17,30.829999923706055
2021-03-18,30.700000762939453
2021-03-19,31.559999465942383
2021-03-22,30.450000762939453
2021-03-23,29.5
2021-03-24,30.0
2021-03-25,31.0
2021-03-26,31.3799991607666
2021-03-29,30.520000457763672
2021-03-30,31.040000915527344
2021-03-31,30.719999313354492
2021-04-01,30.75
2021-04-05,31.270000457763672
2021-04-06,31.510000228881836
2021-04-07,31.559999465942383
2021-04-08,31.739999771118164
2021-04-09,32.040000915527344
2021-04-12,32.72999954223633
2021-04-13,32.2400016784668
2021-04-14,32.58000183105469
2021-04-15,32.45000076293945
2021-04-16,32.970001220703125
2021-04-19,32.61000061035156
2021-04-20,31.84000015258789
2021-04-21,32.349998474121094
2021-04-22,31.700000762939453
2021-04-23,32.06999969482422
2021-04-26,31.6299991607666
2021-04-27,31.389999389648438
2021-04-28,31.420000076293945
2021-04-29,30.989999771118164
2021-04-30,31.270000457763672
2021-05-03,31.690000534057617
2021-05-04,31.600000381469727
2021-05-05,31.450000762939453
2021-05-06,31.5
2021-05-07,31.389999389648438
2021-05-10,30.959999084472656
2021-05-11,30.020000457763672
2021-05-12,29.25
2021-05-13,30.270000457763672
2021-05-14,30.65999984741211
