,ESGU
2016-12-06,48.2599983215332
2016-12-07,48.2599983215332
2016-12-08,48.2599983215332
2016-12-09,48.2599983215332
2016-12-12,48.2599983215332
2016-12-13,49.66999816894531
2016-12-14,49.66999816894531
2016-12-15,49.66999816894531
2016-12-16,49.66999816894531
2016-12-19,49.66999816894531
2016-12-20,49.66999816894531
2016-12-21,49.66999816894531
2016-12-22,49.66999816894531
2016-12-23,49.310001373291016
2016-12-27,49.310001373291016
2016-12-28,49.310001373291016
2016-12-29,49.125999450683594
2016-12-30,49.125999450683594
2017-01-03,49.125999450683594
2017-01-04,49.125999450683594
2017-01-05,49.125999450683594
2017-01-06,49.86000061035156
2017-01-09,49.66999816894531
2017-01-10,49.75
2017-01-11,49.75
2017-01-12,49.75
2017-01-13,49.75
2017-01-17,49.560001373291016
2017-01-18,49.560001373291016
2017-01-19,49.560001373291016
2017-01-20,49.560001373291016
2017-01-23,49.560001373291016
2017-01-24,49.90999984741211
2017-01-25,49.90999984741211
2017-01-26,49.90999984741211
2017-01-27,50.13999938964844
2017-01-30,50.13999938964844
2017-01-31,50.13999938964844
2017-02-01,50.13999938964844
2017-02-02,50.13999938964844
2017-02-03,50.13999938964844
2017-02-06,50.13999938964844
2017-02-07,50.25
2017-02-08,50.25
2017-02-09,50.25
2017-02-10,50.5
2017-02-13,50.5
2017-02-14,50.5
2017-02-15,50.5
2017-02-16,50.5
2017-02-17,50.5
2017-02-21,50.5
2017-02-22,50.5
2017-02-23,50.5
2017-02-24,50.5
2017-02-27,51.779998779296875
2017-02-28,51.779998779296875
2017-03-01,51.779998779296875
2017-03-02,51.779998779296875
2017-03-03,51.779998779296875
2017-03-06,51.779998779296875
2017-03-07,51.779998779296875
2017-03-08,51.900001525878906
2017-03-09,51.849998474121094
2017-03-10,51.849998474121094
2017-03-13,51.849998474121094
2017-03-14,51.869998931884766
2017-03-15,51.869998931884766
2017-03-16,51.869998931884766
2017-03-17,51.869998931884766
2017-03-20,51.869998931884766
2017-03-21,51.56999969482422
2017-03-22,51.56999969482422
2017-03-23,51.790000915527344
2017-03-24,51.790000915527344
2017-03-27,51.790000915527344
2017-03-28,51.790000915527344
2017-03-29,51.790000915527344
2017-03-30,51.709999084472656
2017-03-31,51.709999084472656
2017-04-03,51.56999969482422
2017-04-04,51.56999969482422
2017-04-05,51.56999969482422
2017-04-06,51.597999572753906
2017-04-07,51.597999572753906
2017-04-10,51.597999572753906
2017-04-11,51.597999572753906
2017-04-12,51.597999572753906
2017-04-13,51.29999923706055
2017-04-17,51.29999923706055
2017-04-18,51.29999923706055
2017-04-19,51.29999923706055
2017-04-20,51.29999923706055
2017-04-21,51.29999923706055
2017-04-24,51.29999923706055
2017-04-25,52.23400115966797
2017-04-26,52.23400115966797
2017-04-27,52.23400115966797
2017-04-28,52.23400115966797
2017-05-01,52.23400115966797
2017-05-02,52.31999969482422
2017-05-03,52.31999969482422
2017-05-04,52.31999969482422
2017-05-05,52.31999969482422
2017-05-08,52.540000915527344
2017-05-09,52.540000915527344
2017-05-10,52.540000915527344
2017-05-11,52.43000030517578
2017-05-12,52.43000030517578
2017-05-15,52.60599899291992
2017-05-16,52.60599899291992
2017-05-17,52.2400016784668
2017-05-18,52.2400016784668
2017-05-19,52.2400016784668
2017-05-22,52.41999816894531
2017-05-23,52.41999816894531
2017-05-24,52.68000030517578
2017-05-25,52.68000030517578
2017-05-26,52.97999954223633
2017-05-30,52.97999954223633
2017-05-31,52.97999954223633
2017-06-01,52.97999954223633
2017-06-02,53.5
2017-06-05,53.5099983215332
2017-06-06,53.5099983215332
2017-06-07,53.5099983215332
2017-06-08,53.34700012207031
2017-06-09,53.34700012207031
2017-06-12,53.34700012207031
2017-06-13,53.53499984741211
2017-06-14,53.53499984741211
2017-06-15,53.303001403808594
2017-06-16,53.369998931884766
2017-06-19,53.369998931884766
2017-06-20,53.689998626708984
2017-06-21,53.689998626708984
2017-06-22,53.689998626708984
2017-06-23,53.59000015258789
2017-06-26,53.59000015258789
2017-06-27,53.025001525878906
2017-06-28,53.025001525878906
2017-06-29,53.025001525878906
2017-06-30,53.16999816894531
2017-07-03,53.16999816894531
2017-07-05,53.16999816894531
2017-07-06,52.900001525878906
2017-07-07,52.900001525878906
2017-07-10,52.900001525878906
2017-07-11,53.099998474121094
2017-07-12,53.099998474121094
2017-07-13,53.099998474121094
2017-07-14,53.099998474121094
2017-07-17,53.099998474121094
2017-07-18,53.814998626708984
2017-07-19,53.814998626708984
2017-07-20,53.814998626708984
2017-07-21,53.814998626708984
2017-07-24,53.814998626708984
2017-07-25,53.814998626708984
2017-07-26,54.21900177001953
2017-07-27,54.24100112915039
2017-07-28,54.24100112915039
2017-07-31,54.111000061035156
2017-08-01,54.111000061035156
2017-08-02,53.97999954223633
2017-08-03,54.0099983215332
2017-08-04,54.0099983215332
2017-08-07,54.0099983215332
2017-08-08,54.310001373291016
2017-08-09,54.310001373291016
2017-08-10,54.310001373291016
2017-08-11,53.40999984741211
2017-08-14,53.9900016784668
2017-08-15,53.9900016784668
2017-08-16,54.0
2017-08-17,54.0
2017-08-18,54.0
2017-08-21,54.0
2017-08-22,54.0
2017-08-23,53.56999969482422
2017-08-24,53.599998474121094
2017-08-25,53.619998931884766
2017-08-28,53.5
2017-08-29,53.5
2017-08-30,53.90999984741211
2017-08-31,54.18000030517578
2017-09-01,54.29899978637695
2017-09-05,54.29899978637695
2017-09-06,54.29899978637695
2017-09-07,54.02299880981445
2017-09-08,54.02000045776367
2017-09-11,54.540000915527344
2017-09-12,54.7400016784668
2017-09-13,54.7599983215332
2017-09-14,54.630001068115234
2017-09-15,54.775001525878906
2017-09-18,54.775001525878906
2017-09-19,54.775001525878906
2017-09-20,54.84000015258789
2017-09-21,54.84000015258789
2017-09-22,54.84000015258789
2017-09-25,54.83000183105469
2017-09-26,54.58300018310547
2017-09-27,54.72999954223633
2017-09-28,54.779998779296875
2017-09-29,54.779998779296875
2017-10-02,54.779998779296875
2017-10-03,55.27000045776367
2017-10-04,55.2859992980957
2017-10-05,55.66999816894531
2017-10-06,55.619998931884766
2017-10-09,55.5099983215332
2017-10-10,55.5099983215332
2017-10-11,55.709999084472656
2017-10-12,55.720001220703125
2017-10-13,55.869998931884766
2017-10-16,55.86000061035156
2017-10-17,55.9010009765625
2017-10-18,56.06700134277344
2017-10-19,56.07099914550781
2017-10-20,56.07099914550781
2017-10-23,56.12300109863281
2017-10-24,56.25899887084961
2017-10-25,55.86000061035156
2017-10-26,56.16999816894531
2017-10-27,56.56999969482422
2017-10-30,56.33000183105469
2017-10-31,56.33000183105469
2017-11-01,56.540000915527344
2017-11-02,56.59000015258789
2017-11-03,56.7400016784668
2017-11-06,56.77899932861328
2017-11-07,56.720001220703125
2017-11-08,56.869998931884766
2017-11-09,56.599998474121094
2017-11-10,56.59000015258789
2017-11-13,56.540000915527344
2017-11-14,56.45899963378906
2017-11-15,56.25899887084961
2017-11-16,56.66999816894531
2017-11-17,56.5099983215332
2017-11-20,56.54999923706055
2017-11-21,56.900001525878906
2017-11-22,56.89899826049805
2017-11-24,57.0
2017-11-27,57.01599884033203
2017-11-28,57.47999954223633
2017-11-29,57.5099983215332
2017-11-30,58.00899887084961
2017-12-01,57.779998779296875
2017-12-04,57.939998626708984
2017-12-05,57.694000244140625
2017-12-06,57.694000244140625
2017-12-07,57.63999938964844
2017-12-08,57.88999938964844
2017-12-11,58.099998474121094
