,CRON
2019-01-04,11.779999732971191
2019-01-07,12.399999618530273
2019-01-08,12.359999656677246
2019-01-09,12.979999542236328
2019-01-10,13.0600004196167
2019-01-11,13.670000076293945
2019-01-14,13.760000228881836
2019-01-15,13.050000190734863
2019-01-16,13.420000076293945
2019-01-17,13.65999984741211
2019-01-18,14.899999618530273
2019-01-22,15.069999694824219
2019-01-23,14.720000267028809
2019-01-24,15.699999809265137
2019-01-25,16.020000457763672
2019-01-28,18.479999542236328
2019-01-29,18.149999618530273
2019-01-30,18.43000030517578
2019-01-31,19.68000030517578
2019-02-01,20.809999465942383
2019-02-04,23.25
2019-02-05,21.829999923706055
2019-02-06,19.649999618530273
2019-02-07,21.420000076293945
2019-02-08,19.549999237060547
2019-02-11,19.440000534057617
2019-02-12,19.670000076293945
2019-02-13,20.450000762939453
2019-02-14,20.81999969482422
2019-02-15,21.290000915527344
2019-02-19,21.610000610351562
2019-02-20,22.229999542236328
2019-02-21,22.469999313354492
2019-02-22,21.920000076293945
2019-02-25,20.25
2019-02-26,21.639999389648438
2019-02-27,21.329999923706055
2019-02-28,21.639999389648438
2019-03-01,21.709999084472656
2019-03-04,21.459999084472656
2019-03-05,23.700000762939453
2019-03-06,22.790000915527344
2019-03-07,22.309999465942383
2019-03-08,21.739999771118164
2019-03-11,20.920000076293945
2019-03-12,21.3700008392334
2019-03-13,21.139999389648438
2019-03-14,20.81999969482422
2019-03-15,21.0
2019-03-18,21.690000534057617
2019-03-19,21.479999542236328
2019-03-20,21.260000228881836
2019-03-21,20.540000915527344
2019-03-22,19.229999542236328
2019-03-25,20.530000686645508
2019-03-26,20.239999771118164
2019-03-27,18.239999771118164
2019-03-28,18.84000015258789
2019-03-29,18.43000030517578
2019-04-01,18.610000610351562
2019-04-02,18.260000228881836
2019-04-03,18.15999984741211
2019-04-04,18.270000457763672
2019-04-05,18.399999618530273
2019-04-08,17.559999465942383
2019-04-09,17.700000762939453
2019-04-10,18.020000457763672
2019-04-11,16.850000381469727
2019-04-12,17.040000915527344
2019-04-15,15.779999732971191
2019-04-16,15.789999961853027
2019-04-17,15.920000076293945
2019-04-18,15.75
2019-04-22,16.860000610351562
2019-04-23,16.280000686645508
2019-04-24,16.59000015258789
2019-04-25,16.520000457763672
2019-04-26,17.15999984741211
2019-04-29,17.010000228881836
2019-04-30,17.15999984741211
2019-05-01,17.059999465942383
2019-05-02,16.68000030517578
2019-05-03,16.56999969482422
2019-05-06,16.34000015258789
2019-05-07,15.4399995803833
2019-05-08,15.460000038146973
2019-05-09,14.09000015258789
2019-05-10,15.399999618530273
2019-05-13,14.25
2019-05-14,15.239999771118164
2019-05-15,15.149999618530273
2019-05-16,15.180000305175781
2019-05-17,14.930000305175781
2019-05-20,14.75
2019-05-21,15.600000381469727
2019-05-22,16.1299991607666
2019-05-23,15.369999885559082
2019-05-24,15.380000114440918
2019-05-28,15.649999618530273
2019-05-29,15.239999771118164
2019-05-30,14.899999618530273
2019-05-31,14.079999923706055
2019-06-03,13.579999923706055
2019-06-04,14.420000076293945
2019-06-05,15.989999771118164
2019-06-06,15.770000457763672
2019-06-07,15.9399995803833
2019-06-10,17.389999389648438
2019-06-11,16.969999313354492
2019-06-12,17.100000381469727
2019-06-13,16.360000610351562
2019-06-14,15.4399995803833
2019-06-17,15.850000381469727
2019-06-18,15.710000038146973
2019-06-19,15.850000381469727
2019-06-20,16.43000030517578
2019-06-21,15.9399995803833
2019-06-24,16.09000015258789
2019-06-25,15.789999961853027
2019-06-26,15.869999885559082
2019-06-27,15.970000267028809
2019-06-28,15.979999542236328
2019-07-01,16.020000457763672
2019-07-02,15.510000228881836
2019-07-03,15.239999771118164
2019-07-05,15.289999961853027
2019-07-08,15.100000381469727
2019-07-09,15.529999732971191
2019-07-10,15.289999961853027
2019-07-11,15.149999618530273
2019-07-12,14.239999771118164
2019-07-15,14.880000114440918
2019-07-16,14.9399995803833
2019-07-17,14.989999771118164
2019-07-18,14.960000038146973
2019-07-19,14.970000267028809
2019-07-22,14.6899995803833
2019-07-23,15.369999885559082
2019-07-24,15.430000305175781
2019-07-25,14.970000267028809
2019-07-26,14.899999618530273
2019-07-29,14.25
2019-07-30,13.920000076293945
2019-07-31,13.8100004196167
2019-08-01,12.729999542236328
2019-08-02,13.84000015258789
2019-08-05,13.420000076293945
2019-08-06,13.8100004196167
2019-08-07,14.430000305175781
2019-08-08,13.890000343322754
2019-08-09,13.359999656677246
2019-08-12,13.25
2019-08-13,13.920000076293945
2019-08-14,13.270000457763672
2019-08-15,12.170000076293945
2019-08-16,12.109999656677246
2019-08-19,11.859999656677246
2019-08-20,11.75
2019-08-21,12.0
2019-08-22,11.579999923706055
2019-08-23,11.399999618530273
2019-08-26,11.539999961853027
2019-08-27,11.020000457763672
2019-08-28,11.140000343322754
2019-08-29,11.0600004196167
2019-08-30,11.020000457763672
2019-09-03,11.300000190734863
2019-09-04,11.039999961853027
2019-09-05,11.579999923706055
2019-09-06,11.930000305175781
2019-09-09,11.3100004196167
2019-09-10,11.729999542236328
2019-09-11,11.539999961853027
2019-09-12,11.380000114440918
2019-09-13,11.529999732971191
2019-09-16,11.449999809265137
2019-09-17,11.149999618530273
2019-09-18,10.960000038146973
2019-09-19,10.229999542236328
2019-09-20,10.289999961853027
2019-09-23,10.25
2019-09-24,9.364999771118164
2019-09-25,9.569999694824219
2019-09-26,9.359999656677246
2019-09-27,9.145000457763672
2019-09-30,9.050000190734863
2019-10-01,8.960000038146973
2019-10-02,8.895000457763672
2019-10-03,9.300000190734863
2019-10-04,9.015000343322754
2019-10-07,8.869999885559082
2019-10-08,8.550000190734863
2019-10-09,8.569999694824219
2019-10-10,7.949999809265137
2019-10-11,7.84499979019165
2019-10-14,7.864999771118164
2019-10-15,8.319999694824219
2019-10-16,8.399999618530273
2019-10-17,8.859999656677246
2019-10-18,8.319999694824219
2019-10-21,8.510000228881836
2019-10-22,8.300000190734863
2019-10-23,8.770000457763672
2019-10-24,9.100000381469727
2019-10-25,8.960000038146973
2019-10-28,8.75
2019-10-29,8.369999885559082
2019-10-30,8.300000190734863
2019-10-31,8.210000038146973
2019-11-01,8.220000267028809
2019-11-04,8.079999923706055
2019-11-05,8.229999542236328
2019-11-06,8.329999923706055
2019-11-07,7.929999828338623
2019-11-08,8.520000457763672
2019-11-11,8.079999923706055
2019-11-12,7.829999923706055
2019-11-13,7.260000228881836
2019-11-14,6.820000171661377
2019-11-15,6.28000020980835
2019-11-18,6.139999866485596
2019-11-19,6.699999809265137
2019-11-20,6.869999885559082
2019-11-21,7.619999885559082
2019-11-22,7.065000057220459
2019-11-25,6.900000095367432
2019-11-26,6.739999771118164
2019-11-27,6.860000133514404
2019-11-29,6.849999904632568
2019-12-02,6.5
2019-12-03,6.880000114440918
2019-12-04,6.579999923706055
2019-12-05,6.650000095367432
2019-12-06,6.710000038146973
2019-12-09,6.960000038146973
2019-12-10,6.829999923706055
2019-12-11,6.820000171661377
2019-12-12,7.300000190734863
2019-12-13,7.28000020980835
2019-12-16,7.110000133514404
2019-12-17,6.960000038146973
2019-12-18,6.670000076293945
2019-12-19,6.920000076293945
2019-12-20,7.0
2019-12-23,7.039999961853027
2019-12-24,7.139999866485596
2019-12-26,6.820000171661377
2019-12-27,6.880000114440918
2019-12-30,6.619999885559082
2019-12-31,7.670000076293945
2020-01-02,7.360000133514404
2020-01-03,7.130000114440918
2020-01-06,6.789999961853027
2020-01-07,6.659999847412109
2020-01-08,6.639999866485596
2020-01-09,7.050000190734863
2020-01-10,6.789999961853027
2020-01-13,7.510000228881836
2020-01-14,7.889999866485596
2020-01-15,8.34000015258789
2020-01-16,8.130000114440918
2020-01-17,8.550000190734863
2020-01-21,8.170000076293945
2020-01-22,8.34000015258789
2020-01-23,8.350000381469727
2020-01-24,7.579999923706055
2020-01-27,7.25
2020-01-28,7.710000038146973
2020-01-29,7.53000020980835
2020-01-30,7.440000057220459
2020-01-31,7.179999828338623
2020-02-03,7.130000114440918
2020-02-04,7.425000190734863
2020-02-05,7.269999980926514
2020-02-06,7.010000228881836
2020-02-07,6.880000114440918
2020-02-10,6.710000038146973
2020-02-11,6.880000114440918
2020-02-12,6.730000019073486
2020-02-13,6.869999885559082
2020-02-14,7.340000152587891
2020-02-18,7.210000038146973
2020-02-19,7.289999961853027
2020-02-20,7.340000152587891
2020-02-21,7.150000095367432
2020-02-24,6.369999885559082
2020-02-25,6.03000020980835
2020-02-26,6.090000152587891
2020-02-27,6.03000020980835
2020-02-28,5.849999904632568
2020-03-02,6.019999980926514
2020-03-03,5.320000171661377
2020-03-04,5.960000038146973
2020-03-05,5.920000076293945
2020-03-06,5.809999942779541
2020-03-09,5.260000228881836
2020-03-10,5.449999809265137
2020-03-11,5.409999847412109
2020-03-12,4.519999980926514
2020-03-13,5.260000228881836
2020-03-16,5.389999866485596
2020-03-17,5.960000038146973
2020-03-18,5.710000038146973
2020-03-19,5.869999885559082
2020-03-20,5.550000190734863
2020-03-23,5.119999885559082
2020-03-24,5.46999979019165
2020-03-25,5.630000114440918
2020-03-26,6.320000171661377
2020-03-27,6.289999961853027
2020-03-30,6.340000152587891
2020-03-31,5.670000076293945
2020-04-01,5.239999771118164
2020-04-02,5.420000076293945
2020-04-03,5.519999980926514
2020-04-06,5.769999980926514
2020-04-07,5.619999885559082
2020-04-08,6.070000171661377
2020-04-09,5.789999961853027
2020-04-13,5.789999961853027
2020-04-14,6.010000228881836
2020-04-15,5.880000114440918
2020-04-16,5.800000190734863
2020-04-17,5.985000133514404
2020-04-20,6.070000171661377
2020-04-21,5.940000057220459
2020-04-22,5.900000095367432
2020-04-23,5.989999771118164
2020-04-24,6.199999809265137
2020-04-27,6.440000057220459
2020-04-28,6.269999980926514
2020-04-29,6.230000019073486
2020-04-30,5.940000057220459
2020-05-01,5.639999866485596
2020-05-04,5.840000152587891
2020-05-05,5.739999771118164
2020-05-06,5.570000171661377
2020-05-07,5.590000152587891
2020-05-08,5.420000076293945
2020-05-11,5.269999980926514
2020-05-12,5.179999828338623
2020-05-13,4.840000152587891
2020-05-14,4.940000057220459
2020-05-15,5.53000020980835
2020-05-18,5.579999923706055
2020-05-19,5.599999904632568
2020-05-20,5.539999961853027
2020-05-21,6.199999809265137
2020-05-22,6.699999809265137
2020-05-26,6.659999847412109
2020-05-27,6.71999979019165
2020-05-28,6.739999771118164
2020-05-29,6.53000020980835
2020-06-01,6.619999885559082
2020-06-02,6.429999828338623
2020-06-03,6.460000038146973
2020-06-04,6.690000057220459
2020-06-05,6.599999904632568
2020-06-08,8.020000457763672
2020-06-09,7.510000228881836
2020-06-10,7.590000152587891
2020-06-11,6.420000076293945
2020-06-12,6.46999979019165
2020-06-15,6.510000228881836
2020-06-16,6.71999979019165
2020-06-17,6.579999923706055
2020-06-18,6.559999942779541
2020-06-19,6.420000076293945
2020-06-22,6.449999809265137
2020-06-23,6.53000020980835
2020-06-24,6.380000114440918
2020-06-25,6.309999942779541
2020-06-26,6.0
2020-06-29,6.099999904632568
2020-06-30,6.010000228881836
2020-07-01,6.110000133514404
2020-07-02,6.170000076293945
2020-07-06,6.449999809265137
2020-07-07,6.269999980926514
2020-07-08,6.190000057220459
2020-07-09,6.019999980926514
2020-07-10,6.320000171661377
2020-07-13,6.269999980926514
2020-07-14,6.400000095367432
2020-07-15,7.019999980926514
2020-07-16,6.900000095367432
2020-07-17,6.75
2020-07-20,6.630000114440918
2020-07-21,6.710000038146973
2020-07-22,6.650000095367432
2020-07-23,6.380000114440918
2020-07-24,6.309999942779541
2020-07-27,6.579999923706055
2020-07-28,7.079999923706055
2020-07-29,6.75
2020-07-30,6.650000095367432
2020-07-31,6.550000190734863
2020-08-03,6.789999961853027
2020-08-04,7.079999923706055
2020-08-05,6.980000019073486
2020-08-06,5.869999885559082
2020-08-07,5.639999866485596
2020-08-10,5.800000190734863
2020-08-11,5.550000190734863
2020-08-12,5.789999961853027
2020-08-13,5.739999771118164
2020-08-14,5.630000114440918
2020-08-17,5.599999904632568
2020-08-18,5.510000228881836
2020-08-19,5.440000057220459
2020-08-20,5.409999847412109
2020-08-21,5.309999942779541
2020-08-24,5.489999771118164
2020-08-25,5.46999979019165
2020-08-26,5.360000133514404
2020-08-27,5.420000076293945
2020-08-28,5.670000076293945
2020-08-31,5.570000171661377
2020-09-01,5.449999809265137
2020-09-02,5.460000038146973
2020-09-03,5.389999866485596
2020-09-04,5.389999866485596
2020-09-08,5.239999771118164
2020-09-09,5.28000020980835
2020-09-10,5.289999961853027
2020-09-11,5.210000038146973
2020-09-14,5.409999847412109
2020-09-15,5.389999866485596
2020-09-16,5.400000095367432
2020-09-17,5.239999771118164
2020-09-18,5.289999961853027
2020-09-21,5.119999885559082
2020-09-22,5.309999942779541
2020-09-23,5.050000190734863
2020-09-24,5.130000114440918
2020-09-25,5.079999923706055
2020-09-28,4.960000038146973
2020-09-29,5.050000190734863
2020-09-30,5.010000228881836
2020-10-01,5.0
2020-10-02,5.03000020980835
2020-10-05,5.239999771118164
2020-10-06,5.039999961853027
2020-10-07,5.320000171661377
2020-10-08,5.849999904632568
2020-10-09,5.739999771118164
2020-10-12,5.900000095367432
2020-10-13,5.71999979019165
2020-10-14,5.619999885559082
2020-10-15,5.489999771118164
2020-10-16,5.429999828338623
2020-10-19,5.75
2020-10-20,5.679999828338623
2020-10-21,5.889999866485596
2020-10-22,6.070000171661377
2020-10-23,5.829999923706055
2020-10-26,5.53000020980835
2020-10-27,5.579999923706055
2020-10-28,5.46999979019165
2020-10-29,5.570000171661377
2020-10-30,5.289999961853027
2020-11-02,6.010000228881836
2020-11-03,6.039999961853027
2020-11-04,5.539999961853027
2020-11-05,6.465000152587891
2020-11-06,7.510000228881836
2020-11-09,7.230000019073486
2020-11-10,7.269999980926514
2020-11-11,7.119999885559082
2020-11-12,6.909999847412109
2020-11-13,7.090000152587891
2020-11-16,7.119999885559082
2020-11-17,7.360000133514404
2020-11-18,7.260000228881836
2020-11-19,7.21999979019165
2020-11-20,7.21999979019165
2020-11-23,7.340000152587891
2020-11-24,8.020000457763672
2020-11-25,7.96999979019165
2020-11-27,8.470000267028809
2020-11-30,8.850000381469727
2020-12-01,8.319999694824219
2020-12-02,8.550000190734863
2020-12-03,8.800000190734863
2020-12-04,8.630000114440918
2020-12-07,8.470000267028809
2020-12-08,8.640000343322754
2020-12-09,8.319999694824219
2020-12-10,8.140000343322754
2020-12-11,7.980000019073486
2020-12-14,7.869999885559082
2020-12-15,8.119999885559082
2020-12-16,8.109999656677246
2020-12-17,7.900000095367432
2020-12-18,7.78000020980835
2020-12-21,7.46999979019165
2020-12-22,7.579999923706055
2020-12-23,7.679999828338623
2020-12-24,7.480000019073486
2020-12-28,7.300000190734863
2020-12-29,7.119999885559082
2020-12-30,7.239999771118164
2020-12-31,6.940000057220459
2021-01-04,7.610000133514404
2021-01-05,7.519999980926514
2021-01-06,8.649999618530273
2021-01-07,8.8100004196167
2021-01-08,9.0600004196167
2021-01-11,9.800000190734863
2021-01-12,9.760000228881836
2021-01-13,10.699999809265137
2021-01-14,11.260000228881836
2021-01-15,10.930000305175781
2021-01-19,11.09000015258789
2021-01-20,10.949999809265137
2021-01-21,10.739999771118164
2021-01-22,10.649999618530273
2021-01-25,9.90999984741211
2021-01-26,10.380000114440918
2021-01-27,10.34000015258789
2021-01-28,10.479999542236328
2021-01-29,10.350000381469727
2021-02-01,10.199999809265137
2021-02-02,11.350000381469727
2021-02-03,12.25
2021-02-04,12.1899995803833
2021-02-05,12.010000228881836
2021-02-08,12.819999694824219
2021-02-09,13.59000015258789
2021-02-10,15.550000190734863
2021-02-11,12.149999618530273
2021-02-12,12.270000457763672
2021-02-16,13.1899995803833
2021-02-17,12.479999542236328
2021-02-18,11.720000267028809
2021-02-19,12.300000190734863
2021-02-22,11.6899995803833
2021-02-23,11.130000114440918
2021-02-24,11.40999984741211
2021-02-25,10.789999961853027
2021-02-26,10.449999809265137
2021-03-01,11.029999732971191
2021-03-02,10.619999885559082
2021-03-03,10.3100004196167
2021-03-04,9.640000343322754
2021-03-05,9.479999542236328
2021-03-08,9.4399995803833
2021-03-09,9.960000038146973
2021-03-10,9.729999542236328
2021-03-11,10.479999542236328
2021-03-12,10.34000015258789
2021-03-15,10.670000076293945
2021-03-16,10.1899995803833
2021-03-17,10.229999542236328
2021-03-18,9.789999961853027
2021-03-19,10.149999618530273
2021-03-22,9.75
2021-03-23,9.539999961853027
2021-03-24,9.260000228881836
2021-03-25,9.510000228881836
2021-03-26,9.289999961853027
2021-03-29,9.15999984741211
2021-03-30,9.300000190734863
2021-03-31,9.460000038146973
2021-04-01,9.40999984741211
2021-04-05,9.329999923706055
2021-04-06,9.130000114440918
2021-04-07,8.710000038146973
2021-04-08,8.789999961853027
2021-04-09,8.880000114440918
2021-04-12,8.170000076293945
2021-04-13,8.40999984741211
2021-04-14,8.239999771118164
2021-04-15,8.140000343322754
2021-04-16,8.359999656677246
2021-04-19,8.199999809265137
2021-04-20,7.710000038146973
2021-04-21,8.079999923706055
2021-04-22,8.029999732971191
2021-04-23,8.229999542236328
2021-04-26,8.359999656677246
2021-04-27,8.210000038146973
2021-04-28,8.420000076293945
2021-04-29,8.279999732971191
2021-04-30,8.140000343322754
2021-05-03,7.829999923706055
2021-05-04,7.960000038146973
2021-05-05,7.889999866485596
2021-05-06,7.619999885559082
2021-05-07,7.690000057220459
2021-05-10,7.289999961853027
2021-05-11,7.380000114440918
2021-05-12,7.159999847412109
2021-05-13,7.175000190734863
2021-05-14,7.289999961853027
