,DTOC
2021-05-05,9.600000381469727
2021-05-06,9.600000381469727
2021-05-07,9.600000381469727
2021-05-10,9.600000381469727
2021-05-11,9.600000381469727
2021-05-12,9.600000381469727
2021-05-13,9.600000381469727
2021-05-14,9.600000381469727
