,SOI
2017-09-22,16.420000076293945
2017-09-25,16.829999923706055
2017-09-26,17.40999984741211
2017-09-27,17.5
2017-09-28,17.5
2017-09-29,17.43000030517578
2017-10-02,17.5
2017-10-03,17.260000228881836
2017-10-04,16.950000762939453
2017-10-05,17.559999465942383
2017-10-06,17.06999969482422
2017-10-09,17.440000534057617
2017-10-10,17.059999465942383
2017-10-11,16.59000015258789
2017-10-12,16.530000686645508
2017-10-13,16.149999618530273
2017-10-16,15.979999542236328
2017-10-17,15.880000114440918
2017-10-18,14.979999542236328
2017-10-19,15.020000457763672
2017-10-20,15.300000190734863
2017-10-23,15.319999694824219
2017-10-24,15.229999542236328
2017-10-25,14.279999732971191
2017-10-26,14.699999809265137
2017-10-27,15.430000305175781
2017-10-30,15.609999656677246
2017-10-31,15.960000038146973
2017-11-01,16.06999969482422
2017-11-02,15.789999961853027
2017-11-03,15.960000038146973
2017-11-06,16.600000381469727
2017-11-07,17.8700008392334
2017-11-08,17.280000686645508
2017-11-09,16.5
2017-11-10,16.079999923706055
2017-11-13,16.059999465942383
2017-11-14,15.279999732971191
2017-11-15,15.0
2017-11-16,14.960000038146973
2017-11-17,15.220000267028809
2017-11-20,16.200000762939453
2017-11-21,16.489999771118164
2017-11-22,16.760000228881836
2017-11-24,16.889999389648438
2017-11-27,16.459999084472656
2017-11-28,15.989999771118164
2017-11-29,15.680000305175781
2017-11-30,16.200000762939453
2017-12-01,16.690000534057617
2017-12-04,16.829999923706055
2017-12-05,16.739999771118164
2017-12-06,16.110000610351562
2017-12-07,15.949999809265137
2017-12-08,16.239999771118164
2017-12-11,17.3799991607666
2017-12-12,18.6200008392334
2017-12-13,18.81999969482422
2017-12-14,18.260000228881836
2017-12-15,19.399999618530273
2017-12-18,19.06999969482422
2017-12-19,18.670000076293945
2017-12-20,19.389999389648438
2017-12-21,19.950000762939453
2017-12-22,20.149999618530273
2017-12-26,20.93000030517578
2017-12-27,21.149999618530273
2017-12-28,21.68000030517578
2017-12-29,21.40999984741211
2018-01-02,22.3700008392334
2018-01-03,22.420000076293945
2018-01-04,23.040000915527344
2018-01-05,23.459999084472656
2018-01-08,22.8700008392334
2018-01-09,22.979999542236328
2018-01-10,23.079999923706055
2018-01-11,22.40999984741211
2018-01-12,21.790000915527344
2018-01-16,19.979999542236328
2018-01-17,20.700000762939453
2018-01-18,20.799999237060547
2018-01-19,20.899999618530273
2018-01-22,21.0
2018-01-23,21.059999465942383
2018-01-24,22.15999984741211
2018-01-25,20.40999984741211
2018-01-26,19.959999084472656
2018-01-29,19.56999969482422
2018-01-30,19.540000915527344
2018-01-31,18.8700008392334
2018-02-01,19.600000381469727
2018-02-02,18.90999984741211
2018-02-05,18.56999969482422
2018-02-06,18.93000030517578
2018-02-07,17.770000457763672
2018-02-08,17.530000686645508
2018-02-09,16.989999771118164
2018-02-12,17.299999237060547
2018-02-13,17.030000686645508
2018-02-14,18.270000457763672
2018-02-15,18.81999969482422
2018-02-16,18.729999542236328
2018-02-20,17.760000228881836
2018-02-21,17.790000915527344
2018-02-22,17.90999984741211
2018-02-23,18.110000610351562
2018-02-26,18.139999389648438
2018-02-27,17.739999771118164
2018-02-28,16.829999923706055
2018-03-01,17.0
2018-03-02,17.209999084472656
2018-03-05,17.489999771118164
2018-03-06,18.260000228881836
2018-03-07,17.030000686645508
2018-03-08,17.049999237060547
2018-03-09,17.68000030517578
2018-03-12,16.65999984741211
2018-03-13,16.510000228881836
2018-03-14,16.920000076293945
2018-03-15,16.100000381469727
2018-03-16,16.719999313354492
2018-03-19,15.979999542236328
2018-03-20,16.8700008392334
2018-03-21,17.489999771118164
2018-03-22,16.940000534057617
2018-03-23,17.059999465942383
2018-03-26,17.200000762939453
2018-03-27,16.719999313354492
2018-03-28,16.219999313354492
2018-03-29,16.559999465942383
2018-04-02,16.34000015258789
2018-04-03,16.899999618530273
2018-04-04,16.309999465942383
2018-04-05,17.209999084472656
2018-04-06,17.1299991607666
2018-04-09,16.459999084472656
2018-04-10,17.690000534057617
2018-04-11,17.860000610351562
2018-04-12,17.93000030517578
2018-04-13,18.209999084472656
2018-04-16,18.0
2018-04-17,17.809999465942383
2018-04-18,18.18000030517578
2018-04-19,17.469999313354492
2018-04-20,18.0
2018-04-23,18.399999618530273
2018-04-24,18.190000534057617
2018-04-25,17.799999237060547
2018-04-26,18.0
2018-04-27,18.399999618530273
2018-04-30,18.799999237060547
2018-05-01,18.219999313354492
2018-05-02,18.649999618530273
2018-05-03,18.229999542236328
2018-05-04,18.3700008392334
2018-05-07,18.979999542236328
2018-05-08,18.850000381469727
2018-05-09,19.0
2018-05-10,16.739999771118164
2018-05-11,17.18000030517578
2018-05-14,16.299999237060547
2018-05-15,16.440000534057617
2018-05-16,16.239999771118164
2018-05-17,16.459999084472656
2018-05-18,16.690000534057617
2018-05-21,16.239999771118164
2018-05-22,16.200000762939453
2018-05-23,16.459999084472656
2018-05-24,16.610000610351562
2018-05-25,16.540000915527344
2018-05-29,16.34000015258789
2018-05-30,16.469999313354492
2018-05-31,15.4399995803833
2018-06-01,14.970000267028809
2018-06-04,14.600000381469727
2018-06-05,15.010000228881836
2018-06-06,15.079999923706055
2018-06-07,15.449999809265137
2018-06-08,15.479999542236328
2018-06-11,16.0
2018-06-12,16.229999542236328
2018-06-13,16.43000030517578
2018-06-14,16.040000915527344
2018-06-15,15.890000343322754
2018-06-18,14.930000305175781
2018-06-19,14.90999984741211
2018-06-20,14.670000076293945
2018-06-21,13.630000114440918
2018-06-22,14.5600004196167
2018-06-25,13.9399995803833
2018-06-26,14.380000114440918
2018-06-27,14.3100004196167
2018-06-28,14.119999885559082
2018-06-29,14.289999961853027
2018-07-02,13.800000190734863
2018-07-03,13.930000305175781
2018-07-05,13.970000267028809
2018-07-06,14.039999961853027
2018-07-09,14.390000343322754
2018-07-10,14.550000190734863
2018-07-11,14.34000015258789
2018-07-12,14.270000457763672
2018-07-13,14.399999618530273
2018-07-16,14.300000190734863
2018-07-17,14.140000343322754
2018-07-18,14.270000457763672
2018-07-19,14.319999694824219
2018-07-20,14.199999809265137
2018-07-23,13.920000076293945
2018-07-24,13.260000228881836
2018-07-25,13.470000267028809
2018-07-26,13.640000343322754
2018-07-27,14.630000114440918
2018-07-30,14.640000343322754
2018-07-31,15.6899995803833
2018-08-01,15.15999984741211
2018-08-02,16.110000610351562
2018-08-03,16.739999771118164
2018-08-06,16.59000015258789
2018-08-07,16.780000686645508
2018-08-08,16.989999771118164
2018-08-09,17.219999313354492
2018-08-10,17.56999969482422
2018-08-13,17.200000762939453
2018-08-14,17.15999984741211
2018-08-15,16.209999084472656
2018-08-16,16.149999618530273
2018-08-17,16.579999923706055
2018-08-20,16.65999984741211
2018-08-21,16.649999618530273
2018-08-22,17.030000686645508
2018-08-23,16.920000076293945
2018-08-24,16.899999618530273
2018-08-27,16.75
2018-08-28,16.950000762939453
2018-08-29,17.270000457763672
2018-08-30,16.84000015258789
2018-08-31,17.219999313354492
2018-09-04,16.979999542236328
2018-09-05,16.670000076293945
2018-09-06,16.09000015258789
2018-09-07,15.289999961853027
2018-09-10,15.720000267028809
2018-09-11,16.700000762939453
2018-09-12,16.850000381469727
2018-09-13,17.049999237060547
2018-09-14,17.030000686645508
2018-09-17,16.670000076293945
2018-09-18,17.3700008392334
2018-09-19,17.469999313354492
2018-09-20,17.25
2018-09-21,17.299999237060547
2018-09-24,18.469999313354492
2018-09-25,18.959999084472656
2018-09-26,18.399999618530273
2018-09-27,18.270000457763672
2018-09-28,18.889999389648438
2018-10-01,18.8700008392334
2018-10-02,18.06999969482422
2018-10-03,18.690000534057617
2018-10-04,18.670000076293945
2018-10-05,18.360000610351562
2018-10-08,18.649999618530273
2018-10-09,18.860000610351562
2018-10-10,17.399999618530273
2018-10-11,17.389999389648438
2018-10-12,17.420000076293945
2018-10-15,17.440000534057617
2018-10-16,17.75
2018-10-17,17.209999084472656
2018-10-18,15.979999542236328
2018-10-19,15.600000381469727
2018-10-22,15.319999694824219
2018-10-23,14.539999961853027
2018-10-24,13.6899995803833
2018-10-25,13.710000038146973
2018-10-26,13.65999984741211
2018-10-29,13.079999923706055
2018-10-30,13.279999732971191
2018-10-31,13.199999809265137
2018-11-01,14.609999656677246
2018-11-02,14.59000015258789
2018-11-05,14.619999885559082
2018-11-06,14.670000076293945
2018-11-07,14.920000076293945
2018-11-08,14.710000038146973
2018-11-09,14.430000305175781
2018-11-12,13.710000038146973
2018-11-13,13.359999656677246
2018-11-14,13.130000114440918
2018-11-15,13.529999732971191
2018-11-16,13.890000343322754
2018-11-19,13.829999923706055
2018-11-20,12.869999885559082
2018-11-21,13.359999656677246
2018-11-23,13.34000015258789
2018-11-26,13.729999542236328
2018-11-27,13.25
2018-11-28,13.529999732971191
2018-11-29,13.350000381469727
2018-11-30,13.130000114440918
2018-12-03,13.399999618530273
2018-12-04,13.0
2018-12-06,12.449999809265137
2018-12-07,12.369999885559082
2018-12-10,11.819999694824219
2018-12-11,11.899999618530273
2018-12-12,12.5600004196167
2018-12-13,12.109999656677246
2018-12-14,12.0
2018-12-17,11.40999984741211
2018-12-18,11.829999923706055
2018-12-19,11.760000228881836
2018-12-20,11.59000015258789
2018-12-21,11.039999961853027
2018-12-24,10.850000381469727
2018-12-26,11.720000267028809
2018-12-27,11.800000190734863
2018-12-28,11.850000381469727
2018-12-31,12.09000015258789
2019-01-02,12.609999656677246
2019-01-03,12.350000381469727
2019-01-04,13.140000343322754
2019-01-07,13.350000381469727
2019-01-08,13.300000190734863
2019-01-09,13.75
2019-01-10,13.710000038146973
2019-01-11,14.140000343322754
2019-01-14,14.270000457763672
2019-01-15,14.609999656677246
2019-01-16,14.920000076293945
2019-01-17,15.199999809265137
2019-01-18,15.600000381469727
2019-01-22,14.930000305175781
2019-01-23,14.640000343322754
2019-01-24,15.270000457763672
2019-01-25,15.510000228881836
2019-01-28,15.149999618530273
2019-01-29,14.949999809265137
2019-01-30,14.600000381469727
2019-01-31,15.039999961853027
2019-02-01,15.199999809265137
2019-02-04,15.100000381469727
2019-02-05,14.989999771118164
2019-02-06,14.8100004196167
2019-02-07,14.270000457763672
2019-02-08,13.680000305175781
2019-02-11,14.09000015258789
2019-02-12,14.420000076293945
2019-02-13,14.989999771118164
2019-02-14,15.350000381469727
2019-02-15,15.770000457763672
2019-02-19,16.5
2019-02-20,16.299999237060547
2019-02-21,15.960000038146973
2019-02-22,16.040000915527344
2019-02-25,16.079999923706055
2019-02-26,16.15999984741211
2019-02-27,16.479999542236328
2019-02-28,17.0
2019-03-01,17.020000457763672
2019-03-04,17.1200008392334
2019-03-05,16.84000015258789
2019-03-06,15.850000381469727
2019-03-07,15.479999542236328
2019-03-08,15.279999732971191
2019-03-11,15.4399995803833
2019-03-12,16.040000915527344
2019-03-13,16.18000030517578
2019-03-14,16.530000686645508
2019-03-15,16.739999771118164
2019-03-18,16.459999084472656
2019-03-19,16.329999923706055
2019-03-20,16.6200008392334
2019-03-21,16.979999542236328
2019-03-22,15.5
2019-03-25,15.859999656677246
2019-03-26,16.260000228881836
2019-03-27,16.059999465942383
2019-03-28,16.56999969482422
2019-03-29,16.440000534057617
2019-04-01,16.670000076293945
2019-04-02,17.030000686645508
2019-04-03,16.979999542236328
2019-04-04,16.770000457763672
2019-04-05,16.81999969482422
2019-04-08,16.8799991607666
2019-04-09,16.579999923706055
2019-04-10,16.979999542236328
2019-04-11,17.670000076293945
2019-04-12,18.25
2019-04-15,18.229999542236328
2019-04-16,18.829999923706055
2019-04-17,18.540000915527344
2019-04-18,18.43000030517578
2019-04-22,18.920000076293945
2019-04-23,18.899999618530273
2019-04-24,18.6200008392334
2019-04-25,18.59000015258789
2019-04-26,18.549999237060547
2019-04-29,18.0
2019-04-30,16.989999771118164
2019-05-01,17.75
2019-05-02,17.5
2019-05-03,18.139999389648438
2019-05-06,18.75
2019-05-07,17.90999984741211
2019-05-08,17.860000610351562
2019-05-09,17.799999237060547
2019-05-10,17.469999313354492
2019-05-13,17.010000228881836
2019-05-14,17.229999542236328
2019-05-15,17.670000076293945
2019-05-16,18.1299991607666
2019-05-17,17.190000534057617
2019-05-20,16.93000030517578
2019-05-21,16.969999313354492
2019-05-22,15.920000076293945
2019-05-23,15.350000381469727
2019-05-24,14.819999694824219
2019-05-28,14.75
2019-05-29,14.680000305175781
2019-05-30,14.289999961853027
2019-05-31,14.229999542236328
2019-06-03,14.4399995803833
2019-06-04,14.579999923706055
2019-06-05,14.529999732971191
2019-06-06,14.640000343322754
2019-06-07,15.329999923706055
2019-06-10,15.699999809265137
2019-06-11,15.619999885559082
2019-06-12,15.069999694824219
2019-06-13,15.149999618530273
2019-06-14,15.0
2019-06-17,15.449999809265137
2019-06-18,15.619999885559082
2019-06-19,15.380000114440918
2019-06-20,15.8100004196167
2019-06-21,15.550000190734863
2019-06-24,14.880000114440918
2019-06-25,15.119999885559082
2019-06-26,15.420000076293945
2019-06-27,14.989999771118164
2019-06-28,14.979999542236328
2019-07-01,14.819999694824219
2019-07-02,14.140000343322754
2019-07-03,13.8100004196167
2019-07-05,13.779999732971191
2019-07-08,13.75
2019-07-09,13.770000457763672
2019-07-10,14.069999694824219
2019-07-11,14.050000190734863
2019-07-12,14.329999923706055
2019-07-15,13.619999885559082
2019-07-16,13.420000076293945
2019-07-17,12.920000076293945
2019-07-18,13.119999885559082
2019-07-19,13.09000015258789
2019-07-22,13.65999984741211
2019-07-23,13.5
2019-07-24,13.770000457763672
2019-07-25,13.359999656677246
2019-07-26,13.5
2019-07-29,13.010000228881836
2019-07-30,14.010000228881836
2019-07-31,14.3100004196167
2019-08-01,13.329999923706055
2019-08-02,13.65999984741211
2019-08-05,13.289999961853027
2019-08-06,13.4399995803833
2019-08-07,13.489999771118164
2019-08-08,13.8100004196167
2019-08-09,13.859999656677246
2019-08-12,13.9399995803833
2019-08-13,13.90999984741211
2019-08-14,13.1899995803833
2019-08-15,13.140000343322754
2019-08-16,13.850000381469727
2019-08-19,13.90999984741211
2019-08-20,13.819999694824219
2019-08-21,13.8100004196167
2019-08-22,13.75
2019-08-23,13.329999923706055
2019-08-26,13.3100004196167
2019-08-27,12.84000015258789
2019-08-28,13.640000343322754
2019-08-29,14.1899995803833
2019-08-30,13.75
2019-09-03,13.279999732971191
2019-09-04,13.680000305175781
2019-09-05,13.479999542236328
2019-09-06,13.470000267028809
2019-09-09,13.699999809265137
2019-09-10,13.899999618530273
2019-09-11,13.920000076293945
2019-09-12,13.649999618530273
2019-09-13,13.890000343322754
2019-09-16,14.779999732971191
2019-09-17,13.649999618530273
2019-09-18,13.130000114440918
2019-09-19,13.180000305175781
2019-09-20,13.600000381469727
2019-09-23,14.069999694824219
2019-09-24,13.579999923706055
2019-09-25,13.6899995803833
2019-09-26,13.550000190734863
2019-09-27,13.520000457763672
2019-09-30,13.420000076293945
2019-10-01,13.25
2019-10-02,12.819999694824219
2019-10-03,12.5
2019-10-04,12.050000190734863
2019-10-07,12.3100004196167
2019-10-08,12.09000015258789
2019-10-09,11.8100004196167
2019-10-10,11.850000381469727
2019-10-11,12.079999923706055
2019-10-14,11.829999923706055
2019-10-15,11.630000114440918
2019-10-16,11.199999809265137
2019-10-17,11.270000457763672
2019-10-18,11.010000228881836
2019-10-21,11.239999771118164
2019-10-22,11.279999732971191
2019-10-23,11.380000114440918
2019-10-24,11.420000076293945
2019-10-25,11.789999961853027
2019-10-28,11.720000267028809
2019-10-29,11.449999809265137
2019-10-30,10.899999618530273
2019-10-31,10.640000343322754
2019-11-01,11.050000190734863
2019-11-04,11.609999656677246
2019-11-05,11.680000305175781
2019-11-06,11.40999984741211
2019-11-07,11.609999656677246
2019-11-08,11.539999961853027
2019-11-11,11.579999923706055
2019-11-12,11.699999809265137
2019-11-13,11.229999542236328
2019-11-14,11.1899995803833
2019-11-15,11.149999618530273
2019-11-18,10.970000267028809
2019-11-19,10.710000038146973
2019-11-20,10.770000457763672
2019-11-21,10.649999618530273
2019-11-22,10.640000343322754
2019-11-25,10.920000076293945
2019-11-26,10.9399995803833
2019-11-27,11.170000076293945
2019-11-29,10.729999542236328
2019-12-02,10.760000228881836
2019-12-03,10.510000228881836
2019-12-04,11.569999694824219
2019-12-05,11.739999771118164
2019-12-06,12.069999694824219
2019-12-09,11.9399995803833
2019-12-10,12.420000076293945
2019-12-11,12.539999961853027
2019-12-12,13.130000114440918
2019-12-13,13.149999618530273
2019-12-16,13.40999984741211
2019-12-17,13.979999542236328
2019-12-18,14.1899995803833
2019-12-19,14.470000267028809
2019-12-20,14.25
2019-12-23,14.600000381469727
2019-12-24,14.59000015258789
2019-12-26,14.59000015258789
2019-12-27,14.279999732971191
2019-12-30,14.449999809265137
2019-12-31,14.0
2020-01-02,14.0
2020-01-03,14.010000228881836
2020-01-06,14.449999809265137
2020-01-07,14.390000343322754
2020-01-08,14.100000381469727
2020-01-09,13.970000267028809
2020-01-10,13.619999885559082
2020-01-13,13.380000114440918
2020-01-14,13.40999984741211
2020-01-15,13.170000076293945
2020-01-16,13.550000190734863
2020-01-17,13.420000076293945
2020-01-21,13.100000381469727
2020-01-22,12.949999809265137
2020-01-23,12.619999885559082
2020-01-24,12.5
2020-01-27,12.069999694824219
2020-01-28,12.199999809265137
2020-01-29,11.960000038146973
2020-01-30,11.789999961853027
2020-01-31,11.529999732971191
2020-02-03,11.829999923706055
2020-02-04,11.800000190734863
2020-02-05,12.0
2020-02-06,11.9399995803833
2020-02-07,11.920000076293945
2020-02-10,11.75
2020-02-11,11.819999694824219
2020-02-12,11.949999809265137
2020-02-13,12.09000015258789
2020-02-14,12.329999923706055
2020-02-18,12.489999771118164
2020-02-19,13.479999542236328
2020-02-20,13.109999656677246
2020-02-21,13.109999656677246
2020-02-24,12.600000381469727
2020-02-25,11.84000015258789
2020-02-26,11.630000114440918
2020-02-27,10.550000190734863
2020-02-28,10.600000381469727
2020-03-02,10.760000228881836
2020-03-03,10.390000343322754
2020-03-04,10.609999656677246
2020-03-05,10.25
2020-03-06,9.75
2020-03-09,7.409999847412109
2020-03-10,7.130000114440918
2020-03-11,6.130000114440918
2020-03-12,5.110000133514404
2020-03-13,5.46999979019165
2020-03-16,5.130000114440918
2020-03-17,5.679999828338623
2020-03-18,5.139999866485596
2020-03-19,5.0
2020-03-20,4.829999923706055
2020-03-23,4.550000190734863
2020-03-24,5.400000095367432
2020-03-25,5.349999904632568
2020-03-26,5.610000133514404
2020-03-27,5.480000019073486
2020-03-30,5.25
2020-03-31,5.25
2020-04-01,4.920000076293945
2020-04-02,5.369999885559082
2020-04-03,5.320000171661377
2020-04-06,5.170000076293945
2020-04-07,5.289999961853027
2020-04-08,5.670000076293945
2020-04-09,5.909999847412109
2020-04-13,6.170000076293945
2020-04-14,6.059999942779541
2020-04-15,5.46999979019165
2020-04-16,5.389999866485596
2020-04-17,5.5
2020-04-20,5.400000095367432
2020-04-21,5.539999961853027
2020-04-22,5.559999942779541
2020-04-23,6.059999942779541
2020-04-24,6.0
2020-04-27,6.099999904632568
2020-04-28,6.480000019073486
2020-04-29,7.179999828338623
2020-04-30,6.840000152587891
2020-05-01,6.489999771118164
2020-05-04,6.550000190734863
2020-05-05,6.440000057220459
2020-05-06,6.119999885559082
2020-05-07,6.340000152587891
2020-05-08,6.96999979019165
2020-05-11,6.519999980926514
2020-05-12,6.429999828338623
2020-05-13,5.320000171661377
2020-05-14,5.480000019073486
2020-05-15,5.630000114440918
2020-05-18,6.349999904632568
2020-05-19,5.860000133514404
2020-05-20,6.360000133514404
2020-05-21,6.400000095367432
2020-05-22,6.210000038146973
2020-05-26,6.760000228881836
2020-05-27,6.809999942779541
2020-05-28,6.849999904632568
2020-05-29,6.929999828338623
2020-06-01,6.769999980926514
2020-06-02,7.079999923706055
2020-06-03,7.389999866485596
2020-06-04,7.690000057220459
2020-06-05,8.170000076293945
2020-06-08,9.0600004196167
2020-06-09,8.390000343322754
2020-06-10,7.949999809265137
2020-06-11,7.059999942779541
2020-06-12,7.360000133514404
2020-06-15,7.150000095367432
2020-06-16,7.46999979019165
2020-06-17,7.179999828338623
2020-06-18,7.329999923706055
2020-06-19,7.510000228881836
2020-06-22,7.389999866485596
2020-06-23,7.460000038146973
2020-06-24,6.849999904632568
2020-06-25,7.039999961853027
2020-06-26,7.119999885559082
2020-06-29,7.21999979019165
2020-06-30,7.420000076293945
2020-07-01,7.190000057220459
2020-07-02,7.119999885559082
2020-07-06,7.239999771118164
2020-07-07,7.449999809265137
2020-07-08,7.260000228881836
2020-07-09,6.789999961853027
2020-07-10,6.900000095367432
2020-07-13,6.840000152587891
2020-07-14,7.159999847412109
2020-07-15,7.369999885559082
2020-07-16,7.239999771118164
2020-07-17,7.179999828338623
2020-07-20,6.989999771118164
2020-07-21,7.619999885559082
2020-07-22,7.670000076293945
2020-07-23,7.989999771118164
2020-07-24,7.889999866485596
2020-07-27,7.840000152587891
2020-07-28,7.579999923706055
2020-07-29,7.769999980926514
2020-07-30,7.630000114440918
2020-07-31,7.260000228881836
2020-08-03,7.389999866485596
2020-08-04,7.300000190734863
2020-08-05,7.739999771118164
2020-08-06,7.610000133514404
2020-08-07,7.829999923706055
2020-08-10,8.109999656677246
2020-08-11,8.100000381469727
2020-08-12,8.199999809265137
2020-08-13,8.0
2020-08-14,8.079999923706055
2020-08-17,8.050000190734863
2020-08-18,7.809999942779541
2020-08-19,7.75
2020-08-20,7.650000095367432
2020-08-21,7.510000228881836
2020-08-24,7.889999866485596
2020-08-25,7.829999923706055
2020-08-26,7.78000020980835
2020-08-27,7.760000228881836
2020-08-28,8.010000228881836
2020-08-31,7.78000020980835
2020-09-01,7.739999771118164
2020-09-02,7.630000114440918
2020-09-03,7.570000171661377
2020-09-04,7.570000171661377
2020-09-08,7.329999923706055
2020-09-09,7.239999771118164
2020-09-10,6.909999847412109
2020-09-11,6.639999866485596
2020-09-14,6.559999942779541
2020-09-15,6.559999942779541
2020-09-16,6.960000038146973
2020-09-17,6.960000038146973
2020-09-18,6.699999809265137
2020-09-21,6.610000133514404
2020-09-22,6.460000038146973
2020-09-23,6.210000038146973
2020-09-24,6.210000038146973
2020-09-25,6.179999828338623
2020-09-28,6.460000038146973
2020-09-29,6.579999923706055
2020-09-30,6.340000152587891
2020-10-01,6.489999771118164
2020-10-02,6.449999809265137
2020-10-05,6.670000076293945
2020-10-06,6.440000057220459
2020-10-07,6.420000076293945
2020-10-08,6.630000114440918
2020-10-09,6.489999771118164
2020-10-12,6.519999980926514
2020-10-13,6.400000095367432
2020-10-14,6.46999979019165
2020-10-15,6.550000190734863
2020-10-16,6.28000020980835
2020-10-19,6.210000038146973
2020-10-20,6.360000133514404
2020-10-21,6.050000190734863
2020-10-22,6.260000228881836
2020-10-23,6.300000190734863
2020-10-26,6.079999923706055
2020-10-27,6.0
2020-10-28,5.789999961853027
2020-10-29,5.800000190734863
2020-10-30,5.929999828338623
2020-11-02,6.179999828338623
2020-11-03,6.139999866485596
2020-11-04,5.960000038146973
2020-11-05,5.849999904632568
2020-11-06,5.940000057220459
2020-11-09,6.489999771118164
2020-11-10,6.820000171661377
2020-11-11,6.699999809265137
2020-11-12,6.440000057220459
2020-11-13,6.53000020980835
2020-11-16,6.949999809265137
2020-11-17,6.920000076293945
2020-11-18,6.869999885559082
2020-11-19,6.989999771118164
2020-11-20,6.889999866485596
2020-11-23,7.170000076293945
2020-11-24,7.449999809265137
2020-11-25,7.070000171661377
2020-11-27,6.949999809265137
2020-11-30,6.71999979019165
2020-12-01,6.900000095367432
2020-12-02,7.150000095367432
2020-12-03,7.269999980926514
2020-12-04,7.650000095367432
2020-12-07,7.730000019073486
2020-12-08,8.210000038146973
2020-12-09,8.579999923706055
2020-12-10,9.149999618530273
2020-12-11,9.609999656677246
2020-12-14,9.699999809265137
2020-12-15,9.680000305175781
2020-12-16,9.6899995803833
2020-12-17,9.279999732971191
2020-12-18,8.739999771118164
2020-12-21,8.390000343322754
2020-12-22,8.119999885559082
2020-12-23,8.479999542236328
2020-12-24,8.300000190734863
2020-12-28,8.199999809265137
2020-12-29,8.09000015258789
2020-12-30,8.239999771118164
2020-12-31,8.140000343322754
2021-01-04,8.350000381469727
2021-01-05,8.739999771118164
2021-01-06,9.100000381469727
2021-01-07,9.15999984741211
2021-01-08,9.069999694824219
2021-01-11,9.529999732971191
2021-01-12,9.949999809265137
2021-01-13,9.890000343322754
2021-01-14,10.670000076293945
2021-01-15,10.359999656677246
2021-01-19,10.369999885559082
2021-01-20,10.170000076293945
2021-01-21,9.800000190734863
2021-01-22,10.149999618530273
2021-01-25,9.819999694824219
2021-01-26,9.680000305175781
2021-01-27,9.0600004196167
2021-01-28,9.15999984741211
2021-01-29,9.100000381469727
2021-02-01,9.390000343322754
2021-02-02,9.520000457763672
2021-02-03,9.699999809265137
2021-02-04,9.850000381469727
2021-02-05,9.90999984741211
2021-02-08,10.329999923706055
2021-02-09,11.09000015258789
2021-02-10,11.520000457763672
2021-02-11,11.199999809265137
2021-02-12,12.170000076293945
2021-02-16,12.15999984741211
2021-02-17,11.899999618530273
2021-02-18,11.5
