,FLIC
1987-01-12,0.9382719993591309
1987-01-13,0.9657059907913208
1987-01-14,0.9657059907913208
1987-01-15,0.9657059907913208
1987-01-16,0.9657059907913208
1987-01-19,0.9657059907913208
1987-01-20,0.9657059907913208
1987-01-21,0.9657059907913208
1987-01-22,0.9657059907913208
1987-01-23,0.9657059907913208
1987-01-26,0.9657059907913208
1987-01-27,0.9657059907913208
1987-01-28,0.9657059907913208
1987-01-29,0.9657059907913208
1987-01-30,0.9657059907913208
1987-02-02,0.9657059907913208
1987-02-03,0.9657059907913208
1987-02-04,0.9657059907913208
1987-02-05,0.9657059907913208
1987-02-06,0.9657059907913208
1987-02-09,0.9657059907913208
1987-02-10,0.9657059907913208
1987-02-11,0.9657059907913208
1987-02-12,0.9931409955024719
1987-02-13,0.9931409955024719
1987-02-17,0.9931409955024719
1987-02-18,0.9931409955024719
1987-02-19,0.9931409955024719
1987-02-20,0.9931409955024719
1987-02-23,0.9931409955024719
1987-02-24,0.9931409955024719
1987-02-25,0.9931409955024719
1987-02-26,0.9931409955024719
1987-02-27,0.9931409955024719
1987-03-02,0.9931409955024719
1987-03-03,0.9931409955024719
1987-03-04,0.9931409955024719
1987-03-05,0.9931409955024719
1987-03-06,0.9931409955024719
1987-03-09,0.9931409955024719
1987-03-10,0.9931409955024719
1987-03-11,0.9931409955024719
1987-03-12,0.9931409955024719
1987-03-13,0.9931409955024719
1987-03-16,0.9931409955024719
1987-03-17,0.9931409955024719
1987-03-18,1.0534980297088623
1987-03-19,1.0534980297088623
1987-03-20,1.0534980297088623
1987-03-23,1.069959044456482
1987-03-24,1.069959044456482
1987-03-25,1.0973939895629883
1987-03-26,1.0973939895629883
1987-03-27,1.0973939895629883
1987-03-30,1.0973939895629883
1987-03-31,1.0973939895629883
1987-04-01,1.0973939895629883
1987-04-02,1.0973939895629883
1987-04-03,1.113855004310608
1987-04-06,1.113855004310608
1987-04-07,1.113855004310608
1987-04-08,1.113855004310608
1987-04-09,1.113855004310608
1987-04-10,1.113855004310608
1987-04-13,1.113855004310608
1987-04-14,1.1248290538787842
1987-04-15,1.1248290538787842
1987-04-16,1.1248290538787842
1987-04-20,1.1248290538787842
1987-04-21,1.1248290538787842
1987-04-22,1.1248290538787842
1987-04-23,1.1248290538787842
1987-04-24,1.1248290538787842
1987-04-27,1.1248290538787842
1987-04-28,1.1248290538787842
1987-04-29,1.1577500104904175
1987-04-30,1.1577500104904175
1987-05-01,1.1577500104904175
1987-05-04,1.1577500104904175
1987-05-05,1.1687239408493042
1987-05-06,1.1687239408493042
1987-05-07,1.1687239408493042
1987-05-08,1.1687239408493042
1987-05-11,1.1687239408493042
1987-05-12,1.1687239408493042
1987-05-13,1.1687239408493042
1987-05-14,1.1687239408493042
1987-05-15,1.1687239408493042
1987-05-18,1.1687239408493042
1987-05-19,1.1687239408493042
1987-05-20,1.1687239408493042
1987-05-21,1.1687239408493042
1987-05-22,1.1687239408493042
