,AIQ
2019-02-14,15.039999961853027
2019-02-15,15.083000183105469
2019-02-19,15.236000061035156
2019-02-20,15.1899995803833
2019-02-21,15.170000076293945
2019-02-22,15.317000389099121
2019-02-25,15.5
2019-02-26,15.5
2019-02-27,15.449999809265137
2019-02-28,15.399999618530273
2019-03-01,15.460000038146973
2019-03-04,15.329999923706055
2019-03-05,15.399999618530273
2019-03-06,15.270000457763672
2019-03-07,15.039999961853027
2019-03-08,14.930000305175781
2019-03-11,15.380000114440918
2019-03-12,15.399999618530273
2019-03-13,15.5600004196167
2019-03-14,15.505000114440918
2019-03-15,15.5600004196167
2019-03-18,15.550000190734863
2019-03-19,15.734000205993652
2019-03-20,15.699999809265137
2019-03-21,16.030000686645508
2019-03-22,15.670000076293945
2019-03-25,15.592000007629395
2019-03-26,15.640000343322754
2019-03-27,15.508000373840332
2019-03-28,15.520000457763672
2019-03-29,15.739999771118164
2019-04-01,16.030000686645508
2019-04-02,16.010000228881836
2019-04-03,16.172000885009766
2019-04-04,16.020000457763672
2019-04-05,16.149999618530273
2019-04-08,16.21299934387207
2019-04-09,16.110000610351562
2019-04-10,16.239999771118164
2019-04-11,16.25
2019-04-12,16.3799991607666
2019-04-15,16.325000762939453
2019-04-16,16.450000762939453
2019-04-17,16.48200035095215
2019-04-18,16.499000549316406
2019-04-22,16.579999923706055
2019-04-23,16.899999618530273
2019-04-24,16.829999923706055
2019-04-25,16.770000457763672
2019-04-26,16.68000030517578
2019-04-29,16.816999435424805
2019-04-30,16.799999237060547
2019-05-01,16.740999221801758
2019-05-02,16.690000534057617
2019-05-03,16.905000686645508
2019-05-06,16.790000915527344
2019-05-07,16.31999969482422
2019-05-08,16.489999771118164
2019-05-09,16.3700008392334
2019-05-10,16.374000549316406
2019-05-13,15.829999923706055
2019-05-14,16.040000915527344
2019-05-15,16.229999542236328
2019-05-16,16.3700008392334
2019-05-17,16.0
2019-05-20,15.739999771118164
2019-05-21,15.930000305175781
2019-05-22,15.869999885559082
2019-05-23,15.468999862670898
2019-05-24,15.479999542236328
2019-05-28,15.467000007629395
2019-05-29,15.239999771118164
2019-05-30,15.350000381469727
2019-05-31,15.164999961853027
2019-06-03,14.869999885559082
2019-06-04,15.307000160217285
2019-06-05,15.449999809265137
2019-06-06,15.494999885559082
2019-06-07,15.791000366210938
2019-06-10,16.010000228881836
2019-06-11,15.859999656677246
2019-06-12,15.800000190734863
2019-06-13,15.822999954223633
2019-06-14,15.75100040435791
2019-06-17,15.795000076293945
2019-06-18,16.100000381469727
2019-06-19,16.18000030517578
2019-06-20,16.450000762939453
2019-06-21,16.290000915527344
2019-06-24,16.30500030517578
2019-06-25,15.960000038146973
2019-06-26,16.148000717163086
2019-06-27,16.200000762939453
2019-06-28,16.256000518798828
2019-07-01,16.420000076293945
2019-07-02,16.479999542236328
2019-07-03,16.59000015258789
2019-07-05,16.62299919128418
2019-07-08,16.489999771118164
2019-07-09,16.59000015258789
2019-07-10,16.684999465942383
2019-07-11,16.799999237060547
2019-07-12,16.809999465942383
2019-07-15,16.88800048828125
2019-07-16,16.719999313354492
2019-07-17,16.790000915527344
2019-07-18,16.690000534057617
2019-07-19,16.709999084472656
2019-07-22,16.80500030517578
2019-07-23,16.8799991607666
2019-07-24,17.05500030517578
2019-07-25,16.90999984741211
2019-07-26,17.149999618530273
2019-07-29,17.020000457763672
2019-07-30,16.90999984741211
2019-07-31,16.639999389648438
2019-08-01,16.520000457763672
2019-08-02,16.121999740600586
2019-08-05,15.550000190734863
2019-08-06,15.699999809265137
2019-08-07,15.805000305175781
2019-08-08,16.10099983215332
2019-08-09,16.020000457763672
2019-08-12,15.800000190734863
2019-08-13,16.040000915527344
2019-08-14,15.505000114440918
2019-08-15,15.498000144958496
2019-08-16,15.779999732971191
2019-08-19,16.010000228881836
2019-08-20,15.986000061035156
2019-08-21,16.170000076293945
2019-08-22,16.149999618530273
2019-08-23,15.609999656677246
2019-08-26,15.779999732971191
2019-08-27,15.800000190734863
2019-08-28,15.760000228881836
2019-08-29,16.059999465942383
2019-08-30,16.100000381469727
2019-09-03,15.902000427246094
2019-09-04,16.170000076293945
2019-09-05,16.399999618530273
2019-09-06,16.40999984741211
2019-09-09,16.34000015258789
2019-09-10,16.280000686645508
2019-09-11,16.31999969482422
2019-09-12,16.440000534057617
2019-09-13,16.375999450683594
2019-09-16,16.389999389648438
2019-09-17,16.382999420166016
2019-09-18,16.309999465942383
2019-09-19,16.385000228881836
2019-09-20,16.267000198364258
2019-09-23,16.239999771118164
2019-09-24,15.890000343322754
2019-09-25,16.079999923706055
2019-09-26,16.1200008392334
2019-09-27,15.682000160217285
2019-09-30,15.970999717712402
2019-10-01,15.779999732971191
2019-10-02,15.5
2019-10-03,15.732000350952148
2019-10-04,15.906000137329102
2019-10-07,15.963000297546387
2019-10-08,15.6899995803833
2019-10-09,15.859000205993652
2019-10-10,15.855999946594238
2019-10-11,16.13599967956543
2019-10-14,16.170000076293945
2019-10-15,16.329999923706055
2019-10-16,16.1299991607666
2019-10-17,16.110000610351562
2019-10-18,15.89799976348877
2019-10-21,16.10300064086914
2019-10-22,15.861000061035156
2019-10-23,15.868000030517578
2019-10-24,16.03700065612793
2019-10-25,16.174999237060547
2019-10-28,16.34000015258789
2019-10-29,16.239999771118164
2019-10-30,16.43000030517578
2019-10-31,16.31999969482422
2019-11-01,16.5
2019-11-04,16.829999923706055
2019-11-05,16.549999237060547
2019-11-06,16.523000717163086
2019-11-07,16.649999618530273
2019-11-08,16.77199935913086
2019-11-11,16.850000381469727
2019-11-12,16.920000076293945
2019-11-13,16.89699935913086
2019-11-14,16.829999923706055
2019-11-15,17.024999618530273
2019-11-18,17.079999923706055
2019-11-19,17.1299991607666
2019-11-20,17.065000534057617
2019-11-21,17.014999389648438
2019-11-22,17.114999771118164
2019-11-25,17.31999969482422
2019-11-26,17.325000762939453
2019-11-27,17.40999984741211
2019-11-29,17.312000274658203
2019-12-02,17.04400062561035
2019-12-03,16.975000381469727
2019-12-04,17.09000015258789
2019-12-05,17.079999923706055
2019-12-06,17.219999313354492
2019-12-09,17.1299991607666
2019-12-10,17.135000228881836
2019-12-11,17.190000534057617
2019-12-12,17.360000610351562
2019-12-13,17.52199935913086
2019-12-16,17.584999084472656
2019-12-17,17.649999618530273
2019-12-18,17.701000213623047
2019-12-19,17.839000701904297
2019-12-20,17.948999404907227
2019-12-23,18.030000686645508
2019-12-24,18.010000228881836
2019-12-26,18.075000762939453
2019-12-27,18.079999923706055
2019-12-30,17.839000701904297
2019-12-31,17.899999618530273
2020-01-02,18.29800033569336
2020-01-03,18.190000534057617
2020-01-06,18.229999542236328
2020-01-07,18.34000015258789
2020-01-08,18.43000030517578
2020-01-09,18.645000457763672
2020-01-10,18.610000610351562
2020-01-13,18.790000915527344
2020-01-14,18.809999465942383
2020-01-15,18.774999618530273
2020-01-16,18.985000610351562
2020-01-17,18.979999542236328
2020-01-21,18.915000915527344
2020-01-22,19.100000381469727
2020-01-23,19.114999771118164
2020-01-24,19.030000686645508
2020-01-27,18.5939998626709
2020-01-28,18.851999282836914
2020-01-29,18.829999923706055
2020-01-30,18.719999313354492
2020-01-31,18.44300079345703
2020-02-03,18.799999237060547
2020-02-04,19.25
2020-02-05,19.295000076293945
2020-02-06,19.360000610351562
2020-02-07,19.200000762939453
2020-02-10,19.3799991607666
2020-02-11,19.57200050354004
2020-02-12,19.875
2020-02-13,19.770000457763672
2020-02-14,19.735000610351562
2020-02-18,19.760000228881836
2020-02-19,19.92099952697754
2020-02-20,19.760000228881836
2020-02-21,19.31100082397461
2020-02-24,18.6200008392334
2020-02-25,18.075000762939453
2020-02-26,18.113000869750977
2020-02-27,17.433000564575195
2020-02-28,17.149999618530273
2020-03-02,18.049999237060547
2020-03-03,17.540000915527344
2020-03-04,18.1200008392334
2020-03-05,17.559999465942383
2020-03-06,16.889999389648438
2020-03-09,16.030000686645508
2020-03-10,16.795000076293945
2020-03-11,15.859999656677246
2020-03-12,14.449999809265137
2020-03-13,15.460000038146973
2020-03-16,13.9399995803833
2020-03-17,14.300000190734863
2020-03-18,13.569999694824219
2020-03-19,14.01099967956543
2020-03-20,13.880000114440918
2020-03-23,13.989999771118164
2020-03-24,14.95199966430664
2020-03-25,15.156000137329102
2020-03-26,15.930999755859375
2020-03-27,15.609999656677246
2020-03-30,15.699999809265137
2020-03-31,15.59000015258789
2020-04-01,14.859999656677246
2020-04-02,15.0600004196167
2020-04-03,14.9399995803833
2020-04-06,15.991999626159668
2020-04-07,16.0
2020-04-08,16.323999404907227
2020-04-09,16.290000915527344
2020-04-13,16.479999542236328
2020-04-14,17.200000762939453
2020-04-15,16.809999465942383
2020-04-16,17.108999252319336
2020-04-17,17.40999984741211
2020-04-20,17.360000610351562
2020-04-21,16.68199920654297
2020-04-22,17.290000915527344
2020-04-23,17.219999313354492
2020-04-24,17.420000076293945
2020-04-27,17.549999237060547
2020-04-28,17.489999771118164
2020-04-29,18.000999450683594
2020-04-30,17.850000381469727
2020-05-01,17.27400016784668
2020-05-04,17.540000915527344
2020-05-05,17.829999923706055
2020-05-06,17.899999618530273
2020-05-07,18.239999771118164
2020-05-08,18.51099967956543
2020-05-11,18.739999771118164
2020-05-12,18.417999267578125
2020-05-13,18.06599998474121
2020-05-14,18.15999984741211
2020-05-15,18.327999114990234
2020-05-18,18.920000076293945
2020-05-19,18.969999313354492
2020-05-20,19.216999053955078
2020-05-21,19.097000122070312
2020-05-22,19.020000457763672
2020-05-26,19.059999465942383
2020-05-27,19.108999252319336
2020-05-28,19.149999618530273
2020-05-29,19.490999221801758
2020-06-01,19.65999984741211
2020-06-02,19.75
2020-06-03,20.100000381469727
2020-06-04,19.93000030517578
2020-06-05,20.239999771118164
2020-06-08,20.360000610351562
2020-06-09,20.367000579833984
2020-06-10,20.676000595092773
2020-06-11,19.549999237060547
2020-06-12,19.733999252319336
2020-06-15,19.961999893188477
2020-06-16,20.301000595092773
2020-06-17,20.3700008392334
2020-06-18,20.506999969482422
2020-06-19,20.530000686645508
2020-06-22,20.764999389648438
2020-06-23,20.809999465942383
2020-06-24,20.514999389648438
2020-06-25,20.599000930786133
2020-06-26,20.309999465942383
2020-06-29,20.239999771118164
2020-06-30,20.663999557495117
2020-07-01,20.88800048828125
2020-07-02,21.05500030517578
2020-07-06,21.649999618530273
2020-07-07,21.389999389648438
2020-07-08,21.854999542236328
2020-07-09,22.110000610351562
2020-07-10,22.09600067138672
2020-07-13,21.459999084472656
2020-07-14,21.575000762939453
2020-07-15,21.645000457763672
2020-07-16,21.40999984741211
2020-07-17,21.459999084472656
2020-07-20,22.06999969482422
2020-07-21,21.9950008392334
2020-07-22,21.969999313354492
2020-07-23,21.610000610351562
2020-07-24,21.450000762939453
2020-07-27,21.764999389648438
2020-07-28,21.584999084472656
2020-07-29,22.059999465942383
2020-07-30,22.110000610351562
2020-07-31,22.110000610351562
2020-08-03,22.479999542236328
2020-08-04,22.700000762939453
2020-08-05,22.809999465942383
2020-08-06,22.989999771118164
2020-08-07,22.559999465942383
2020-08-10,22.450000762939453
2020-08-11,22.15999984741211
2020-08-12,22.540000915527344
2020-08-13,22.43000030517578
2020-08-14,22.350000381469727
2020-08-17,22.549999237060547
2020-08-18,22.774999618530273
2020-08-19,22.6299991607666
2020-08-20,22.8799991607666
2020-08-21,22.895000457763672
2020-08-24,23.100000381469727
2020-08-25,23.3700008392334
2020-08-26,24.11400032043457
2020-08-27,23.92799949645996
2020-08-28,24.14299964904785
2020-08-31,24.079999923706055
2020-09-01,24.520000457763672
2020-09-02,24.81999969482422
2020-09-03,23.635000228881836
2020-09-04,23.280000686645508
2020-09-08,22.59000015258789
2020-09-09,23.158000946044922
2020-09-10,22.81800079345703
2020-09-11,22.724000930786133
2020-09-14,23.09000015258789
2020-09-15,23.320999145507812
2020-09-16,23.18400001525879
2020-09-17,22.850000381469727
2020-09-18,22.739999771118164
2020-09-21,22.68400001525879
2020-09-22,22.974000930786133
2020-09-23,22.441999435424805
2020-09-24,22.45800018310547
2020-09-25,22.81999969482422
2020-09-28,23.22599983215332
2020-09-29,23.325000762939453
2020-09-30,23.503999710083008
2020-10-01,23.80699920654297
2020-10-02,23.472000122070312
2020-10-05,23.8799991607666
2020-10-06,23.729999542236328
2020-10-07,24.19499969482422
2020-10-08,24.329999923706055
2020-10-09,24.579999923706055
2020-10-12,24.96500015258789
2020-10-13,25.059999465942383
2020-10-14,24.841999053955078
2020-10-15,24.618999481201172
2020-10-16,24.67300033569336
2020-10-19,24.469999313354492
2020-10-20,24.496000289916992
2020-10-21,24.427000045776367
2020-10-22,24.378000259399414
2020-10-23,24.59000015258789
2020-10-26,24.025999069213867
2020-10-27,24.200000762939453
2020-10-28,23.38599967956543
2020-10-29,23.739999771118164
2020-10-30,23.110000610351562
2020-11-02,23.260000228881836
2020-11-03,23.68000030517578
2020-11-04,24.68000030517578
2020-11-05,25.329999923706055
2020-11-06,25.520000457763672
2020-11-09,25.030000686645508
2020-11-10,24.34000015258789
2020-11-11,24.860000610351562
2020-11-12,24.600000381469727
2020-11-13,24.989999771118164
2020-11-16,25.18400001525879
2020-11-17,25.170000076293945
2020-11-18,25.033000946044922
2020-11-19,25.34000015258789
2020-11-20,25.31999969482422
2020-11-23,25.405000686645508
2020-11-24,25.643999099731445
2020-11-25,25.68000030517578
2020-11-27,26.020000457763672
2020-11-30,25.959999084472656
2020-12-01,26.1200008392334
2020-12-02,26.200000762939453
2020-12-03,26.229999542236328
2020-12-04,26.639999389648438
2020-12-07,26.709999084472656
2020-12-08,26.729999542236328
2020-12-09,26.280000686645508
2020-12-10,26.56999969482422
2020-12-11,26.40999984741211
2020-12-14,26.5
2020-12-15,26.670000076293945
2020-12-16,26.950000762939453
2020-12-17,27.100000381469727
2020-12-18,27.158000946044922
2020-12-21,27.040000915527344
2020-12-22,27.18000030517578
2020-12-23,27.1200008392334
2020-12-24,27.049999237060547
2020-12-28,26.94499969482422
2020-12-29,27.0
2020-12-30,27.18000030517578
2020-12-31,27.200000762939453
2021-01-04,26.940000534057617
2021-01-05,27.34000015258789
2021-01-06,26.8700008392334
2021-01-07,27.440000534057617
2021-01-08,27.899999618530273
2021-01-11,27.649999618530273
2021-01-12,27.690000534057617
2021-01-13,27.719999313354492
2021-01-14,27.81999969482422
2021-01-15,27.440000534057617
2021-01-19,27.979999542236328
2021-01-20,28.639999389648438
2021-01-21,28.829999923706055
2021-01-22,28.670000076293945
2021-01-25,28.899999618530273
2021-01-26,28.690000534057617
2021-01-27,27.774999618530273
2021-01-28,28.09000015258789
2021-01-29,27.649999618530273
2021-02-01,28.549999237060547
2021-02-02,29.0
2021-02-03,29.1299991607666
2021-02-04,29.260000228881836
2021-02-05,29.5
2021-02-08,29.790000915527344
2021-02-09,29.985000610351562
2021-02-10,30.15999984741211
2021-02-11,30.43000030517578
2021-02-12,30.5
2021-02-16,30.6200008392334
2021-02-17,30.43000030517578
2021-02-18,30.190000534057617
2021-02-19,30.3700008392334
2021-02-22,29.600000381469727
2021-02-23,29.389999389648438
2021-02-24,29.549999237060547
2021-02-25,28.649999618530273
2021-02-26,28.579999923706055
2021-03-01,29.5
2021-03-02,29.06999969482422
2021-03-03,28.360000610351562
2021-03-04,27.510000228881836
2021-03-05,27.940000534057617
2021-03-08,27.15999984741211
2021-03-09,28.40999984741211
2021-03-10,28.200000762939453
2021-03-11,29.100000381469727
2021-03-12,28.72100067138672
2021-03-15,28.915000915527344
2021-03-16,28.915000915527344
2021-03-17,29.06100082397461
2021-03-18,28.35700035095215
2021-03-19,28.464000701904297
2021-03-22,28.6299991607666
2021-03-23,28.339000701904297
2021-03-24,27.610000610351562
2021-03-25,27.600000381469727
2021-03-26,28.200000762939453
2021-03-29,28.010000228881836
2021-03-30,28.049999237060547
2021-03-31,28.459999084472656
2021-04-01,29.030000686645508
2021-04-05,29.466999053955078
2021-04-06,29.450000762939453
2021-04-07,29.450000762939453
2021-04-08,29.819000244140625
2021-04-09,29.850000381469727
2021-04-12,29.687999725341797
2021-04-13,29.93000030517578
2021-04-14,29.520000457763672
2021-04-15,30.0
2021-04-16,30.0
2021-04-19,29.606000900268555
2021-04-20,29.365999221801758
2021-04-21,29.510000228881836
2021-04-22,29.260000228881836
2021-04-23,29.704999923706055
2021-04-26,29.850000381469727
2021-04-27,29.850000381469727
2021-04-28,29.860000610351562
2021-04-29,29.829999923706055
2021-04-30,29.31999969482422
2021-05-03,29.165000915527344
2021-05-04,28.579999923706055
2021-05-05,28.56399917602539
2021-05-06,28.516000747680664
2021-05-07,28.850000381469727
2021-05-10,28.010000228881836
2021-05-11,27.950000762939453
2021-05-12,27.170000076293945
2021-05-13,27.232999801635742
2021-05-14,27.989999771118164
