,BSBE
2019-03-06,25.34000015258789
2019-03-07,25.34000015258789
2019-03-08,25.34000015258789
2019-03-11,25.360000610351562
2019-03-12,25.399999618530273
2019-03-13,25.389999389648438
2019-03-14,25.40999984741211
2019-03-15,25.43000030517578
2019-03-18,25.350000381469727
2019-03-19,25.3799991607666
2019-03-20,25.3799991607666
2019-03-21,25.450000762939453
2019-03-22,25.450000762939453
2019-03-25,25.469999313354492
2019-03-26,25.469999313354492
2019-03-27,25.389999389648438
2019-03-28,25.389999389648438
2019-03-29,25.389999389648438
2019-04-01,25.420000076293945
2019-04-02,25.450000762939453
2019-04-03,25.479999542236328
2019-04-04,25.479999542236328
2019-04-05,25.469999313354492
2019-04-08,25.469999313354492
2019-04-09,25.510000228881836
2019-04-10,25.489999771118164
2019-04-11,25.450000762939453
2019-04-12,25.450000762939453
2019-04-15,25.469999313354492
2019-04-16,25.479999542236328
2019-04-17,25.479999542236328
2019-04-18,25.489999771118164
2019-04-22,25.399999618530273
2019-04-23,25.420000076293945
2019-04-24,25.440000534057617
2019-04-25,25.440000534057617
2019-04-26,25.459999084472656
2019-04-29,25.459999084472656
2019-04-30,25.5
2019-05-01,25.5
2019-05-02,25.520000457763672
2019-05-03,25.530000686645508
2019-05-06,25.530000686645508
2019-05-07,25.520000457763672
2019-05-08,25.510000228881836
2019-05-09,25.479999542236328
2019-05-10,25.5
2019-05-13,25.489999771118164
2019-05-14,25.5
2019-05-15,25.510000228881836
2019-05-16,25.530000686645508
2019-05-17,25.540000915527344
2019-05-20,25.459999084472656
2019-05-21,25.459999084472656
2019-05-22,25.479999542236328
2019-05-23,25.469999313354492
2019-05-24,25.479999542236328
2019-05-28,25.479999542236328
2019-05-29,25.489999771118164
2019-05-30,25.56999969482422
2019-05-31,25.59000015258789
2019-06-03,25.610000610351562
2019-06-04,25.56999969482422
2019-06-05,25.6200008392334
2019-06-06,25.6299991607666
2019-06-07,25.65999984741211
2019-06-10,25.670000076293945
2019-06-11,25.670000076293945
2019-06-12,25.68000030517578
2019-06-13,25.700000762939453
2019-06-14,25.700000762939453
2019-06-17,25.700000762939453
2019-06-18,25.739999771118164
2019-06-19,25.850000381469727
2019-06-20,25.860000610351562
2019-06-21,25.829999923706055
2019-06-24,25.760000228881836
2019-06-25,25.760000228881836
2019-06-26,25.780000686645508
2019-06-27,25.829999923706055
2019-06-28,25.81999969482422
2019-07-01,25.860000610351562
2019-07-02,25.889999389648438
2019-07-03,25.889999389648438
2019-07-05,25.84000015258789
2019-07-08,25.829999923706055
2019-07-09,25.829999923706055
2019-07-10,25.84000015258789
2019-07-11,25.84000015258789
2019-07-12,25.81999969482422
2019-07-15,25.850000381469727
2019-07-16,25.84000015258789
2019-07-17,25.860000610351562
2019-07-18,25.860000610351562
2019-07-19,25.8700008392334
2019-07-22,25.81999969482422
2019-07-23,25.790000915527344
2019-07-24,25.829999923706055
2019-07-25,25.829999923706055
2019-07-26,25.829999923706055
2019-07-29,25.84000015258789
2019-07-30,25.84000015258789
2019-07-31,25.829999923706055
2019-08-01,25.8799991607666
2019-08-02,25.8700008392334
2019-08-05,25.860000610351562
2019-08-06,25.8700008392334
2019-08-07,25.899999618530273
2019-08-08,25.920000076293945
2019-08-09,25.93000030517578
2019-08-12,25.90999984741211
2019-08-13,25.920000076293945
2019-08-14,25.93000030517578
2019-08-15,25.93000030517578
2019-08-16,25.950000762939453
2019-08-19,25.860000610351562
2019-08-20,25.8700008392334
2019-08-21,25.8700008392334
2019-08-22,25.8700008392334
2019-08-23,25.8799991607666
2019-08-26,25.8799991607666
2019-08-27,25.889999389648438
2019-08-28,25.90999984741211
2019-08-29,25.93000030517578
2019-08-30,25.940000534057617
2019-09-03,25.969999313354492
2019-09-04,26.0
2019-09-05,25.989999771118164
2019-09-06,26.0
2019-09-09,25.979999542236328
2019-09-10,25.959999084472656
2019-09-11,25.979999542236328
2019-09-12,25.989999771118164
2019-09-13,25.969999313354492
2019-09-16,25.969999313354492
2019-09-17,25.989999771118164
2019-09-18,25.989999771118164
2019-09-19,26.0
2019-09-20,26.020000457763672
2019-09-23,26.020000457763672
2019-09-24,26.020000457763672
2019-09-25,25.93000030517578
2019-09-26,25.950000762939453
2019-09-27,25.950000762939453
2019-09-30,25.959999084472656
2019-10-01,25.969999313354492
2019-10-02,25.979999542236328
2019-10-03,26.040000915527344
2019-10-04,26.059999465942383
2019-10-07,26.030000686645508
2019-10-08,26.040000915527344
2019-10-09,26.010000228881836
2019-10-10,26.0
2019-10-11,26.0
2019-10-14,25.989999771118164
2019-10-15,25.989999771118164
2019-10-16,26.020000457763672
2019-10-17,26.010000228881836
2019-10-18,26.049999237060547
2019-10-21,25.940000534057617
2019-10-22,25.959999084472656
2019-10-23,25.979999542236328
2019-10-24,25.979999542236328
2019-10-25,26.0
2019-10-28,25.969999313354492
2019-10-29,26.0
2019-10-30,26.020000457763672
2019-10-31,26.049999237060547
2019-11-01,26.040000915527344
2019-11-04,26.040000915527344
2019-11-05,26.049999237060547
2019-11-06,26.049999237060547
2019-11-07,26.040000915527344
2019-11-08,26.030000686645508
2019-11-11,26.049999237060547
2019-11-12,26.040000915527344
2019-11-13,26.049999237060547
2019-11-14,26.049999237060547
2019-11-15,26.06999969482422
2019-11-18,26.010000228881836
2019-11-19,26.0
2019-11-20,26.0
2019-11-21,26.010000228881836
2019-11-22,26.010000228881836
2019-11-25,26.030000686645508
2019-11-26,26.040000915527344
2019-11-27,26.010000228881836
2019-11-29,26.020000457763672
2019-12-02,26.040000915527344
2019-12-03,26.030000686645508
2019-12-04,26.040000915527344
2019-12-05,26.040000915527344
2019-12-06,26.049999237060547
2019-12-09,26.059999465942383
2019-12-10,26.049999237060547
2019-12-11,26.06999969482422
2019-12-12,26.06999969482422
2019-12-13,26.06999969482422
2019-12-16,26.049999237060547
2019-12-17,26.059999465942383
2019-12-18,26.110000610351562
2019-12-19,26.1200008392334
2019-12-20,26.1200008392334
2019-12-23,26.030000686645508
2019-12-24,25.989999771118164
2019-12-26,26.020000457763672
2019-12-27,26.049999237060547
2019-12-30,26.030000686645508
2019-12-31,26.030000686645508
2020-01-02,26.040000915527344
2020-01-03,26.040000915527344
2020-01-06,26.049999237060547
2020-01-07,26.059999465942383
2020-01-08,26.059999465942383
2020-01-09,26.059999465942383
2020-01-10,26.09000015258789
2020-01-13,26.100000381469727
2020-01-14,26.100000381469727
2020-01-15,26.100000381469727
2020-01-16,26.09000015258789
2020-01-17,26.139999389648438
2020-01-21,26.059999465942383
2020-01-22,26.06999969482422
2020-01-23,26.06999969482422
2020-01-24,26.079999923706055
2020-01-27,26.079999923706055
2020-01-28,26.079999923706055
2020-01-29,26.09000015258789
2020-01-30,26.100000381469727
2020-01-31,26.110000610351562
2020-02-03,26.100000381469727
2020-02-04,26.100000381469727
2020-02-05,26.09000015258789
2020-02-06,26.09000015258789
2020-02-07,26.100000381469727
2020-02-10,26.100000381469727
2020-02-11,26.100000381469727
2020-02-12,26.100000381469727
2020-02-13,26.100000381469727
2020-02-14,26.100000381469727
2020-02-18,26.170000076293945
2020-02-19,26.170000076293945
2020-02-20,26.170000076293945
2020-02-21,26.170000076293945
2020-02-24,26.100000381469727
2020-02-25,26.09000015258789
2020-02-26,26.09000015258789
2020-02-27,26.0
2020-02-28,25.979999542236328
2020-03-02,25.950000762939453
2020-03-03,25.950000762939453
2020-03-04,25.950000762939453
2020-03-05,26.1299991607666
2020-03-06,26.06999969482422
2020-03-09,25.799999237060547
2020-03-10,25.81999969482422
2020-03-11,25.760000228881836
2020-03-12,25.510000228881836
2020-03-13,25.5
2020-03-16,25.209999084472656
2020-03-17,25.06999969482422
2020-03-18,24.649999618530273
2020-03-19,24.43000030517578
2020-03-20,24.43000030517578
2020-03-23,24.229999542236328
2020-03-24,24.15999984741211
2020-03-25,24.299999237060547
2020-03-26,24.299999237060547
2020-03-27,24.530000686645508
2020-03-30,24.530000686645508
2020-03-31,24.530000686645508
2020-04-01,24.489999771118164
2020-04-02,24.530000686645508
2020-04-03,24.5
2020-04-06,24.540000915527344
2020-04-07,24.6200008392334
2020-04-08,24.700000762939453
2020-04-09,24.84000015258789
2020-04-13,24.8700008392334
2020-04-14,25.0
2020-04-15,25.0
2020-04-16,25.15999984741211
2020-04-17,25.079999923706055
2020-04-20,25.010000228881836
2020-04-21,25.010000228881836
2020-04-22,25.010000228881836
2020-04-23,25.010000228881836
2020-04-24,25.010000228881836
2020-04-27,25.010000228881836
2020-04-28,25.010000228881836
2020-04-29,25.010000228881836
2020-04-30,25.010000228881836
2020-05-01,25.190000534057617
2020-05-04,25.190000534057617
2020-05-05,25.200000762939453
2020-05-06,25.200000762939453
2020-05-07,25.200000762939453
2020-05-08,25.200000762939453
2020-05-11,25.200000762939453
2020-05-12,25.219999313354492
2020-05-13,25.219999313354492
2020-05-14,25.329999923706055
2020-05-15,25.329999923706055
2020-05-18,25.329999923706055
2020-05-19,25.329999923706055
2020-05-20,25.309999465942383
2020-05-21,25.469999313354492
2020-05-22,25.489999771118164
2020-05-26,25.5
2020-05-27,25.5
2020-05-28,25.530000686645508
2020-05-29,25.530000686645508
2020-06-01,25.530000686645508
2020-06-02,25.559999465942383
2020-06-03,25.600000381469727
2020-06-04,25.6200008392334
2020-06-05,25.75
2020-06-08,25.75
2020-06-09,25.729999542236328
2020-06-10,25.719999313354492
2020-06-11,25.649999618530273
2020-06-12,25.719999313354492
2020-06-15,25.709999084472656
2020-06-16,25.739999771118164
2020-06-17,25.739999771118164
2020-06-18,25.739999771118164
2020-06-19,25.75
2020-06-22,25.670000076293945
2020-06-23,25.65999984741211
2020-06-24,25.649999618530273
2020-06-25,25.649999618530273
2020-06-26,25.559999465942383
2020-06-29,25.639999389648438
2020-06-30,25.639999389648438
2020-07-01,25.670000076293945
2020-07-02,25.670000076293945
2020-07-06,25.670000076293945
2020-07-07,25.670000076293945
2020-07-08,25.709999084472656
2020-07-09,25.709999084472656
2020-07-10,25.709999084472656
2020-07-13,25.729999542236328
2020-07-14,25.81999969482422
2020-07-15,25.829999923706055
2020-07-16,25.780000686645508
2020-07-17,25.780000686645508
2020-07-20,25.719999313354492
2020-07-21,25.739999771118164
2020-07-22,25.739999771118164
2020-07-23,25.739999771118164
2020-07-24,25.780000686645508
2020-07-27,25.790000915527344
2020-07-28,25.81999969482422
2020-07-29,25.84000015258789
2020-07-30,25.809999465942383
2020-07-31,25.809999465942383
2020-08-03,25.84000015258789
2020-08-04,25.84000015258789
2020-08-05,25.850000381469727
2020-08-06,25.899999618530273
2020-08-07,25.850000381469727
2020-08-10,25.8700008392334
2020-08-11,25.959999084472656
2020-08-12,25.899999618530273
2020-08-13,25.979999542236328
2020-08-14,25.899999618530273
2020-08-17,25.899999618530273
2020-08-18,25.899999618530273
2020-08-19,25.899999618530273
2020-08-20,25.950000762939453
2020-08-21,25.950000762939453
2020-08-24,25.90999984741211
2020-08-25,25.90999984741211
2020-08-26,25.90999984741211
2020-08-27,25.899999618530273
2020-08-28,25.940000534057617
2020-08-31,25.899999618530273
2020-09-01,25.860000610351562
2020-09-02,25.950000762939453
2020-09-03,25.959999084472656
2020-09-04,25.959999084472656
2020-09-08,25.959999084472656
2020-09-09,25.8700008392334
2020-09-10,25.860000610351562
2020-09-11,25.969999313354492
2020-09-14,25.969999313354492
2020-09-15,25.969999313354492
2020-09-16,25.969999313354492
2020-09-17,25.969999313354492
2020-09-18,25.959999084472656
2020-09-21,25.899999618530273
2020-09-22,25.899999618530273
2020-09-23,25.790000915527344
2020-09-24,25.790000915527344
2020-09-25,25.790000915527344
2020-09-28,25.799999237060547
2020-09-29,25.799999237060547
2020-09-30,25.799999237060547
2020-10-01,25.8700008392334
2020-10-02,25.8700008392334
2020-10-05,25.829999923706055
2020-10-06,25.8799991607666
2020-10-07,25.8799991607666
2020-10-08,25.8799991607666
2020-10-09,25.860000610351562
2020-10-12,25.93000030517578
2020-10-13,25.93000030517578
2020-10-14,25.950000762939453
2020-10-15,25.950000762939453
2020-10-16,25.950000762939453
2020-10-19,25.950000762939453
2020-10-20,25.950000762939453
2020-10-21,25.899999618530273
2020-10-22,25.829999923706055
2020-10-23,25.829999923706055
2020-10-26,25.829999923706055
2020-10-27,25.899999618530273
2020-10-28,25.799999237060547
2020-10-29,25.799999237060547
2020-10-30,25.790000915527344
2020-11-02,25.790000915527344
2020-11-03,25.809999465942383
2020-11-04,25.829999923706055
2020-11-05,25.920000076293945
2020-11-06,25.84000015258789
2020-11-09,25.84000015258789
2020-11-10,25.84000015258789
2020-11-11,25.899999618530273
2020-11-12,25.899999618530273
2020-11-13,25.899999618530273
2020-11-16,25.899999618530273
2020-11-17,25.90999984741211
2020-11-18,25.90999984741211
2020-11-19,25.90999984741211
2020-11-20,25.93000030517578
2020-11-23,25.93000030517578
2020-11-24,25.93000030517578
2020-11-25,25.93000030517578
2020-11-27,25.860000610351562
2020-11-30,25.889999389648438
2020-12-01,25.889999389648438
2020-12-02,25.8700008392334
2020-12-03,25.8700008392334
2020-12-04,25.8700008392334
2020-12-07,25.969999313354492
2020-12-08,26.010000228881836
2020-12-09,25.860000610351562
2020-12-10,25.860000610351562
2020-12-11,26.020000457763672
2020-12-14,26.020000457763672
2020-12-15,26.020000457763672
2020-12-16,26.020000457763672
2020-12-17,25.979999542236328
2020-12-18,25.979999542236328
2020-12-21,25.979999542236328
2020-12-22,25.889999389648438
2020-12-23,25.940000534057617
2020-12-24,25.940000534057617
2020-12-28,25.950000762939453
2020-12-29,25.969999313354492
2020-12-30,25.959999084472656
2020-12-31,25.950000762939453
2021-01-04,25.950000762939453
2021-01-05,25.950000762939453
2021-01-06,25.989999771118164
2021-01-07,25.979999542236328
2021-01-08,25.969999313354492
2021-01-11,25.969999313354492
2021-01-12,25.969999313354492
2021-01-13,25.979999542236328
2021-01-14,25.979999542236328
2021-01-15,25.979999542236328
2021-01-19,25.889999389648438
2021-01-20,25.8799991607666
2021-01-21,25.940000534057617
2021-01-22,25.8799991607666
2021-01-25,25.8799991607666
2021-01-26,25.8799991607666
2021-01-27,25.860000610351562
2021-01-28,25.860000610351562
2021-01-29,25.889999389648438
2021-02-01,25.950000762939453
2021-02-02,25.90999984741211
2021-02-03,25.940000534057617
2021-02-04,25.90999984741211
2021-02-05,25.969999313354492
2021-02-08,25.950000762939453
2021-02-09,25.950000762939453
2021-02-10,25.950000762939453
2021-02-11,25.989999771118164
2021-02-12,26.049999237060547
2021-02-16,26.0
2021-02-17,25.950000762939453
2021-02-18,26.0
2021-02-19,26.0
2021-02-22,25.889999389648438
2021-02-23,25.889999389648438
2021-02-24,25.889999389648438
2021-02-25,25.84000015258789
2021-02-26,25.850000381469727
2021-03-01,25.8799991607666
2021-03-02,25.8799991607666
2021-03-03,25.8700008392334
2021-03-04,25.84000015258789
2021-03-05,25.860000610351562
2021-03-08,25.799999237060547
2021-03-09,25.829999923706055
2021-03-10,25.850000381469727
2021-03-11,25.8700008392334
2021-03-12,25.860000610351562
2021-03-15,25.8700008392334
2021-03-16,25.889999389648438
2021-03-17,25.940000534057617
2021-03-18,25.8799991607666
2021-03-19,25.899999618530273
2021-03-22,25.809999465942383
2021-03-23,25.780000686645508
2021-03-24,25.790000915527344
2021-03-25,25.799999237060547
2021-03-26,25.770000457763672
2021-03-29,25.770000457763672
2021-03-30,25.770000457763672
2021-03-31,25.790000915527344
2021-04-01,25.799999237060547
2021-04-05,25.799999237060547
2021-04-06,25.809999465942383
2021-04-07,25.809999465942383
2021-04-08,25.81999969482422
2021-04-09,25.81999969482422
2021-04-12,25.8700008392334
2021-04-13,25.829999923706055
2021-04-14,25.81999969482422
2021-04-15,25.84000015258789
2021-04-16,25.84000015258789
2021-04-19,25.770000457763672
2021-04-20,25.770000457763672
2021-04-21,25.709999084472656
2021-04-22,25.700000762939453
2021-04-23,25.700000762939453
2021-04-26,25.700000762939453
2021-04-27,25.68000030517578
2021-04-28,25.700000762939453
2021-04-29,25.709999084472656
2021-04-30,25.709999084472656
2021-05-03,25.709999084472656
2021-05-04,25.709999084472656
2021-05-05,25.719999313354492
2021-05-06,25.729999542236328
2021-05-07,25.739999771118164
2021-05-10,25.729999542236328
2021-05-11,25.739999771118164
2021-05-12,25.719999313354492
2021-05-13,25.739999771118164
2021-05-14,25.75
