,DTIL
2020-11-12,8.859999656677246
2020-11-13,9.630000114440918
2020-11-16,9.539999961853027
2020-11-17,9.670000076293945
2020-11-18,9.475000381469727
2020-11-19,9.680000305175781
2020-11-20,10.720000267028809
2020-11-23,11.859999656677246
2020-11-24,11.739999771118164
2020-11-25,11.510000228881836
2020-11-27,11.930000305175781
2020-11-30,12.470000267028809
2020-12-01,11.489999771118164
2020-12-02,11.609999656677246
2020-12-03,10.229999542236328
2020-12-04,8.305000305175781
2020-12-07,7.559999942779541
2020-12-08,7.570000171661377
2020-12-09,7.090000152587891
2020-12-10,7.400000095367432
2020-12-11,7.699999809265137
2020-12-14,8.029999732971191
2020-12-15,8.005000114440918
2020-12-16,8.460000038146973
2020-12-17,8.5600004196167
2020-12-18,8.140000343322754
2020-12-21,8.970000267028809
2020-12-22,10.010000228881836
2020-12-23,10.050000190734863
2020-12-24,9.350000381469727
2020-12-28,8.869999885559082
2020-12-29,8.479999542236328
2020-12-30,8.729999542236328
2020-12-31,8.34000015258789
2021-01-04,8.770000457763672
2021-01-05,8.569999694824219
2021-01-06,8.829999923706055
2021-01-07,9.619999885559082
2021-01-08,9.529999732971191
2021-01-11,9.630000114440918
2021-01-12,9.90999984741211
2021-01-13,9.800000190734863
2021-01-14,10.390000343322754
2021-01-15,11.300000190734863
2021-01-19,14.640000343322754
2021-01-20,14.640000343322754
2021-01-21,13.579999923706055
2021-01-22,13.289999961853027
2021-01-25,13.289999961853027
2021-01-26,12.399999618530273
2021-01-27,11.960000038146973
2021-01-28,12.069999694824219
2021-01-29,12.119999885559082
2021-02-01,12.619999885559082
2021-02-02,13.710000038146973
2021-02-03,13.789999961853027
2021-02-04,14.300000190734863
2021-02-05,14.979999542236328
2021-02-08,15.789999961853027
2021-02-09,14.619999885559082
2021-02-10,13.550000190734863
2021-02-11,13.135000228881836
2021-02-12,13.039999961853027
2021-02-16,12.539999961853027
2021-02-17,12.420000076293945
2021-02-18,11.329999923706055
2021-02-19,12.25
2021-02-22,11.289999961853027
2021-02-23,10.770000457763672
2021-02-24,11.510000228881836
2021-02-25,11.130000114440918
2021-02-26,11.960000038146973
2021-03-01,12.869999885559082
2021-03-02,12.300000190734863
2021-03-03,11.359999656677246
2021-03-04,11.020000457763672
2021-03-05,11.5
2021-03-08,10.680000305175781
2021-03-09,11.579999923706055
2021-03-10,11.3100004196167
2021-03-11,11.789999961853027
2021-03-12,11.4399995803833
2021-03-15,11.90999984741211
2021-03-16,11.210000038146973
2021-03-17,11.539999961853027
2021-03-18,10.65999984741211
2021-03-19,11.09000015258789
2021-03-22,11.199999809265137
2021-03-23,10.225000381469727
2021-03-24,9.350000381469727
2021-03-25,10.199999809265137
2021-03-26,9.970000267028809
2021-03-29,9.449999809265137
2021-03-30,9.720000267028809
2021-03-31,10.350000381469727
2021-04-01,10.329999923706055
2021-04-05,10.489999771118164
2021-04-06,9.229999542236328
2021-04-07,8.920000076293945
2021-04-08,8.90999984741211
2021-04-09,8.600000381469727
2021-04-12,8.359999656677246
2021-04-13,8.569999694824219
2021-04-14,8.710000038146973
2021-04-15,8.9399995803833
2021-04-16,8.770000457763672
2021-04-19,8.130000114440918
2021-04-20,8.510000228881836
2021-04-21,9.079999923706055
2021-04-22,9.119999885559082
2021-04-23,9.229999542236328
2021-04-26,9.880000114440918
2021-04-27,9.8100004196167
2021-04-28,9.90999984741211
2021-04-29,9.569999694824219
2021-04-30,9.289999961853027
2021-05-03,9.199999809265137
2021-05-04,8.989999771118164
2021-05-05,8.489999771118164
2021-05-06,8.420000076293945
2021-05-07,8.585000038146973
2021-05-10,8.069999694824219
2021-05-11,8.989999771118164
2021-05-12,8.930000305175781
2021-05-13,9.270000457763672
2021-05-14,9.5
