,DTIL
2019-03-28,17.440000534057617
2019-03-29,17.950000762939453
2019-04-01,16.940000534057617
2019-04-02,16.760000228881836
2019-04-03,15.050000190734863
2019-04-04,15.149999618530273
2019-04-05,14.739999771118164
2019-04-08,14.819999694824219
2019-04-09,15.180000305175781
2019-04-10,14.600000381469727
2019-04-11,14.039999961853027
2019-04-12,13.319999694824219
2019-04-15,13.1899995803833
2019-04-16,13.260000228881836
2019-04-17,12.979999542236328
2019-04-18,12.180000305175781
2019-04-22,13.4399995803833
2019-04-23,13.579999923706055
2019-04-24,12.779999732971191
2019-04-25,12.5
2019-04-26,12.640000343322754
2019-04-29,13.029999732971191
2019-04-30,13.0
2019-05-01,12.9399995803833
2019-05-02,12.600000381469727
2019-05-03,11.880000114440918
2019-05-06,13.0
2019-05-07,12.9399995803833
2019-05-08,12.739999771118164
2019-05-09,12.90999984741211
2019-05-10,13.050000190734863
2019-05-13,13.149999618530273
2019-05-14,13.6899995803833
2019-05-15,12.729999542236328
2019-05-16,13.119999885559082
2019-05-17,12.460000038146973
2019-05-20,13.180000305175781
2019-05-21,13.270000457763672
2019-05-22,13.210000038146973
2019-05-23,13.3100004196167
2019-05-24,13.729999542236328
2019-05-28,13.960000038146973
2019-05-29,13.460000038146973
2019-05-30,12.779999732971191
2019-05-31,13.430000305175781
2019-06-03,13.010000228881836
2019-06-04,13.489999771118164
2019-06-05,13.479999542236328
2019-06-06,13.510000228881836
2019-06-07,13.199999809265137
2019-06-10,12.930000305175781
2019-06-11,12.130000114440918
2019-06-12,12.039999961853027
2019-06-13,12.460000038146973
2019-06-14,12.970000267028809
2019-06-17,12.539999961853027
2019-06-18,13.699999809265137
2019-06-19,13.850000381469727
2019-06-20,15.050000190734863
2019-06-21,14.720000267028809
2019-06-24,13.210000038146973
2019-06-25,13.199999809265137
2019-06-26,12.829999923706055
2019-06-27,13.229999542236328
2019-06-28,13.25
2019-07-01,12.979999542236328
2019-07-02,13.289999961853027
2019-07-03,13.390000343322754
2019-07-05,14.149999618530273
2019-07-08,13.649999618530273
2019-07-09,13.539999961853027
2019-07-10,14.319999694824219
2019-07-11,14.300000190734863
2019-07-12,13.470000267028809
2019-07-15,13.760000228881836
2019-07-16,13.869999885559082
2019-07-17,14.8100004196167
2019-07-18,14.819999694824219
2019-07-19,13.90999984741211
2019-07-22,14.010000228881836
2019-07-23,13.550000190734863
2019-07-24,12.949999809265137
2019-07-25,12.880000114440918
2019-07-26,12.960000038146973
2019-07-29,13.300000190734863
2019-07-30,13.180000305175781
2019-07-31,12.869999885559082
2019-08-01,11.9399995803833
2019-08-02,11.6899995803833
2019-08-05,11.399999618530273
2019-08-06,11.489999771118164
2019-08-07,11.180000305175781
2019-08-08,10.979999542236328
2019-08-09,9.1899995803833
2019-08-12,9.270000457763672
2019-08-13,9.170000076293945
2019-08-14,9.430000305175781
2019-08-15,8.829999923706055
2019-08-16,9.369999885559082
2019-08-19,9.760000228881836
2019-08-20,9.869999885559082
2019-08-21,9.329999923706055
2019-08-22,8.710000038146973
2019-08-23,8.319999694824219
2019-08-26,8.300000190734863
2019-08-27,8.199999809265137
2019-08-28,8.390000343322754
2019-08-29,8.399999618530273
2019-08-30,8.520000457763672
2019-09-03,8.100000381469727
2019-09-04,8.210000038146973
2019-09-05,8.300000190734863
2019-09-06,8.1899995803833
2019-09-09,8.050000190734863
2019-09-10,8.029999732971191
2019-09-11,9.800000190734863
2019-09-12,9.989999771118164
2019-09-13,9.800000190734863
2019-09-16,9.65999984741211
2019-09-17,9.920000076293945
2019-09-18,9.760000228881836
2019-09-19,10.050000190734863
2019-09-20,9.65999984741211
2019-09-23,9.460000038146973
2019-09-24,10.029999732971191
2019-09-25,9.390000343322754
2019-09-26,8.9399995803833
2019-09-27,8.885000228881836
2019-09-30,8.390000343322754
2019-10-01,7.739999771118164
2019-10-02,7.519999980926514
2019-10-03,7.590000152587891
2019-10-04,7.559999942779541
2019-10-07,7.699999809265137
2019-10-08,7.510000228881836
2019-10-09,7.429999828338623
2019-10-10,7.409999847412109
2019-10-11,7.21999979019165
2019-10-14,6.900000095367432
2019-10-15,6.869999885559082
2019-10-16,6.599999904632568
2019-10-17,6.809999942779541
2019-10-18,6.429999828338623
2019-10-21,6.599999904632568
2019-10-22,6.690000057220459
2019-10-23,6.400000095367432
2019-10-24,6.320000171661377
2019-10-25,6.389999866485596
2019-10-28,6.5
2019-10-29,6.480000019073486
2019-10-30,6.539999961853027
2019-10-31,6.489999771118164
2019-11-01,6.550000190734863
2019-11-04,6.639999866485596
2019-11-05,6.880000114440918
2019-11-06,8.109999656677246
2019-11-07,8.520000457763672
2019-11-08,9.0
2019-11-11,8.505000114440918
2019-11-12,8.989999771118164
2019-11-13,9.470000267028809
2019-11-14,11.800000190734863
2019-11-15,12.109999656677246
2019-11-18,12.65999984741211
2019-11-19,12.550000190734863
2019-11-20,12.489999771118164
2019-11-21,12.210000038146973
2019-11-22,13.654999732971191
2019-11-25,14.630000114440918
2019-11-26,16.15999984741211
2019-11-27,18.18000030517578
2019-11-29,17.770000457763672
2019-12-02,16.90999984741211
2019-12-03,16.850000381469727
2019-12-04,16.639999389648438
2019-12-05,18.510000228881836
2019-12-06,19.65999984741211
2019-12-09,9.5
2019-12-10,9.579999923706055
2019-12-11,9.819999694824219
2019-12-12,9.770000457763672
2019-12-13,10.289999961853027
2019-12-16,10.899999618530273
2019-12-17,10.970000267028809
2019-12-18,12.180000305175781
2019-12-19,12.09000015258789
2019-12-20,14.319999694824219
2019-12-23,14.90999984741211
2019-12-24,14.600000381469727
2019-12-26,14.729999542236328
2019-12-27,14.050000190734863
2019-12-30,13.520000457763672
2019-12-31,13.890000343322754
2020-01-02,13.140000343322754
2020-01-03,13.239999771118164
2020-01-06,13.270000457763672
2020-01-07,13.770000457763672
2020-01-08,15.010000228881836
2020-01-09,14.729999542236328
2020-01-10,14.699999809265137
2020-01-13,13.529999732971191
2020-01-14,13.359999656677246
2020-01-15,11.630000114440918
2020-01-16,11.09000015258789
2020-01-17,10.680000305175781
2020-01-21,10.630000114440918
2020-01-22,10.260000228881836
2020-01-23,10.100000381469727
2020-01-24,9.930000305175781
2020-01-27,9.579999923706055
2020-01-28,9.119999885559082
2020-01-29,8.960000038146973
2020-01-30,8.3100004196167
2020-01-31,8.09000015258789
2020-02-03,8.220000267028809
2020-02-04,8.1899995803833
2020-02-05,8.350000381469727
2020-02-06,8.6899995803833
2020-02-07,8.220000267028809
2020-02-10,8.489999771118164
2020-02-11,7.960000038146973
2020-02-12,8.260000228881836
2020-02-13,8.40999984741211
2020-02-14,8.270000457763672
2020-02-18,8.180000305175781
2020-02-19,8.239999771118164
2020-02-20,8.0600004196167
2020-02-21,8.010000228881836
2020-02-24,8.239999771118164
2020-02-25,8.010000228881836
2020-02-26,8.0600004196167
2020-02-27,7.659999847412109
2020-02-28,8.010000228881836
2020-03-02,7.920000076293945
2020-03-03,8.0
2020-03-04,8.109999656677246
2020-03-05,8.279999732971191
2020-03-06,8.020000457763672
2020-03-09,7.190000057220459
2020-03-10,7.570000171661377
2020-03-11,6.489999771118164
2020-03-12,5.420000076293945
2020-03-13,6.179999828338623
2020-03-16,5.050000190734863
2020-03-17,5.820000171661377
2020-03-18,5.389999866485596
2020-03-19,5.71999979019165
2020-03-20,5.300000190734863
2020-03-23,5.659999847412109
2020-03-24,5.960000038146973
2020-03-25,5.820000171661377
2020-03-26,6.039999961853027
2020-03-27,6.190000057220459
2020-03-30,6.179999828338623
2020-03-31,6.03000020980835
2020-04-01,5.269999980926514
2020-04-02,5.539999961853027
2020-04-03,4.659999847412109
2020-04-06,5.670000076293945
2020-04-07,5.590000152587891
2020-04-08,5.800000190734863
2020-04-09,6.300000190734863
2020-04-13,6.46999979019165
2020-04-14,7.309999942779541
2020-04-15,6.610000133514404
2020-04-16,6.429999828338623
2020-04-17,7.21999979019165
2020-04-20,7.380000114440918
2020-04-21,7.139999866485596
2020-04-22,7.300000190734863
2020-04-23,7.099999904632568
2020-04-24,7.949999809265137
2020-04-27,7.429999828338623
2020-04-28,7.369999885559082
2020-04-29,7.869999885559082
2020-04-30,6.880000114440918
2020-05-01,6.480000019073486
2020-05-04,6.800000190734863
2020-05-05,7.079999923706055
2020-05-06,6.829999923706055
2020-05-07,7.260000228881836
2020-05-08,7.519999980926514
2020-05-11,7.650000095367432
2020-05-12,7.059999942779541
2020-05-13,6.619999885559082
2020-05-14,7.210000038146973
2020-05-15,7.789999961853027
2020-05-18,7.300000190734863
2020-05-19,7.489999771118164
2020-05-20,7.71999979019165
2020-05-21,7.730000019073486
2020-05-22,7.349999904632568
2020-05-26,7.639999866485596
2020-05-27,7.019999980926514
2020-05-28,7.059999942779541
2020-05-29,7.010000228881836
2020-06-01,7.139999866485596
2020-06-02,7.710000038146973
2020-06-03,7.46999979019165
2020-06-04,7.150000095367432
2020-06-05,7.130000114440918
2020-06-08,8.210000038146973
2020-06-09,8.579999923706055
2020-06-10,8.3100004196167
2020-06-11,7.489999771118164
2020-06-12,7.480000019073486
2020-06-15,7.949999809265137
2020-06-16,8.15999984741211
2020-06-17,8.260000228881836
2020-06-18,8.130000114440918
2020-06-19,8.4399995803833
2020-06-22,8.470000267028809
2020-06-23,8.699999809265137
2020-06-24,8.6899995803833
2020-06-25,8.420000076293945
2020-06-26,7.880000114440918
2020-06-29,7.849999904632568
2020-06-30,8.329999923706055
2020-07-01,8.390000343322754
2020-07-02,8.420000076293945
2020-07-06,8.220000267028809
2020-07-07,8.279999732971191
2020-07-08,8.289999961853027
2020-07-09,8.229999542236328
2020-07-10,8.079999923706055
2020-07-13,7.614999771118164
2020-07-14,7.78000020980835
2020-07-15,8.3149995803833
2020-07-16,8.25
2020-07-17,8.225000381469727
2020-07-20,8.729999542236328
2020-07-21,8.479999542236328
2020-07-22,8.270000457763672
2020-07-23,7.849999904632568
2020-07-24,7.409999847412109
2020-07-27,7.860000133514404
2020-07-28,7.489999771118164
2020-07-29,7.199999809265137
2020-07-30,7.010000228881836
2020-07-31,6.360000133514404
2020-08-03,6.570000171661377
2020-08-04,6.75
2020-08-05,6.789999961853027
2020-08-06,6.929999828338623
2020-08-07,6.920000076293945
2020-08-10,6.849999904632568
2020-08-11,6.739999771118164
2020-08-12,6.670000076293945
2020-08-13,6.300000190734863
2020-08-14,6.159999847412109
2020-08-17,6.239999771118164
2020-08-18,6.039999961853027
2020-08-19,6.110000133514404
2020-08-20,5.980000019073486
2020-08-21,5.829999923706055
2020-08-24,5.730000019073486
2020-08-25,5.739999771118164
2020-08-26,5.579999923706055
2020-08-27,5.5
2020-08-28,5.599999904632568
2020-08-31,5.639999866485596
2020-09-01,5.420000076293945
2020-09-02,5.460000038146973
2020-09-03,4.940000057220459
2020-09-04,4.650000095367432
2020-09-08,5.329999923706055
2020-09-09,5.409999847412109
2020-09-10,5.380000114440918
2020-09-11,5.239999771118164
2020-09-14,5.659999847412109
2020-09-15,5.949999809265137
2020-09-16,5.925000190734863
2020-09-17,5.949999809265137
2020-09-18,5.949999809265137
2020-09-21,5.920000076293945
2020-09-22,5.449999809265137
2020-09-23,5.224999904632568
2020-09-24,5.900000095367432
2020-09-25,6.130000114440918
2020-09-28,6.480000019073486
2020-09-29,6.369999885559082
2020-09-30,6.159999847412109
2020-10-01,6.210000038146973
2020-10-02,5.980000019073486
2020-10-05,6.340000152587891
2020-10-06,6.590000152587891
2020-10-07,7.0
2020-10-08,6.920000076293945
2020-10-09,6.940000057220459
2020-10-12,7.010000228881836
2020-10-13,6.980000019073486
2020-10-14,6.519999980926514
2020-10-15,6.630000114440918
2020-10-16,6.820000171661377
2020-10-19,6.579999923706055
2020-10-20,6.360000133514404
2020-10-21,6.5
2020-10-22,6.849999904632568
2020-10-23,6.980000019073486
2020-10-26,6.489999771118164
2020-10-27,6.449999809265137
2020-10-28,6.519999980926514
2020-10-29,6.699999809265137
2020-10-30,6.309999942779541
2020-11-02,6.150000095367432
2020-11-03,6.449999809265137
2020-11-04,6.699999809265137
2020-11-05,7.010000228881836
2020-11-06,6.704999923706055
2020-11-09,7.269999980926514
2020-11-10,8.369999885559082
2020-11-11,8.460000038146973
