,CRESY
1997-03-19,16.498857498168945
1997-03-20,16.498857498168945
1997-03-21,16.718841552734375
1997-03-24,16.498857498168945
1997-03-25,16.718841552734375
1997-03-26,16.718841552734375
1997-03-27,16.677595138549805
1997-03-31,16.498857498168945
1997-04-01,16.498857498168945
1997-04-02,16.388864517211914
1997-04-03,16.540103912353516
1997-04-04,16.718841552734375
1997-04-07,16.718841552734375
1997-04-08,16.498857498168945
1997-04-09,16.718841552734375
1997-04-10,16.498857498168945
1997-04-11,16.388864517211914
1997-04-14,16.058887481689453
1997-04-15,16.278871536254883
1997-04-16,16.168880462646484
1997-04-17,16.278871536254883
1997-04-18,16.278871536254883
1997-04-21,16.278871536254883
1997-04-22,16.168880462646484
1997-04-23,16.278871536254883
1997-04-24,16.347618103027344
1997-04-25,16.278871536254883
1997-04-28,16.278871536254883
1997-04-29,16.278871536254883
1997-04-30,16.168880462646484
1997-05-01,16.168880462646484
1997-05-02,16.058887481689453
1997-05-05,16.182628631591797
1997-05-06,16.182628631591797
1997-05-07,16.058887481689453
1997-05-08,16.058887481689453
1997-05-09,16.278871536254883
1997-05-12,16.278871536254883
1997-05-13,16.058887481689453
1997-05-14,16.278871536254883
1997-05-15,16.168880462646484
1997-05-16,16.168880462646484
1997-05-19,16.168880462646484
1997-05-20,16.168880462646484
1997-05-21,16.388864517211914
1997-05-22,17.158811569213867
1997-05-23,17.158811569213867
1997-05-27,17.378795623779297
1997-05-28,17.158811569213867
1997-05-29,17.048818588256836
1997-05-30,16.938827514648438
1997-06-02,17.81876564025879
1997-06-03,18.698705673217773
1997-06-04,18.808696746826172
1997-06-05,18.918689727783203
1997-06-06,19.138673782348633
1997-06-09,19.138673782348633
1997-06-10,19.138673782348633
1997-06-11,18.93243980407715
1997-06-12,19.028682708740234
1997-06-13,18.808696746826172
1997-06-16,18.808696746826172
1997-06-17,18.588712692260742
1997-06-18,18.533716201782227
1997-06-19,18.808696746826172
1997-06-20,18.698705673217773
1997-06-23,18.808696746826172
1997-06-24,18.588712692260742
1997-06-25,18.918689727783203
1997-06-26,19.248666763305664
1997-06-27,19.468650817871094
1997-06-30,19.578643798828125
1997-07-01,20.12860679626465
1997-07-02,20.45858383178711
1997-07-03,21.448514938354492
1997-07-07,21.558507919311523
1997-07-08,21.448514938354492
1997-07-09,21.11853790283203
1997-07-10,20.78856086730957
1997-07-11,20.568574905395508
1997-07-14,20.348590850830078
1997-07-15,20.238597869873047
1997-07-16,20.238597869873047
1997-07-17,20.45858383178711
1997-07-18,20.12860679626465
1997-07-21,19.798629760742188
1997-07-22,19.908620834350586
1997-07-23,20.348590850830078
1997-07-24,20.45858383178711
1997-07-25,20.348590850830078
1997-07-28,20.348590850830078
1997-07-29,20.018613815307617
1997-07-30,20.348590850830078
1997-07-31,20.348590850830078
1997-08-01,20.018613815307617
1997-08-04,20.018613815307617
1997-08-05,20.018613815307617
1997-08-06,20.45858383178711
1997-08-07,20.348590850830078
1997-08-08,20.348590850830078
1997-08-11,20.238597869873047
1997-08-12,20.568574905395508
1997-08-13,20.568574905395508
1997-08-14,20.348590850830078
1997-08-15,20.348590850830078
1997-08-18,20.568574905395508
1997-08-19,20.568574905395508
1997-08-20,20.568574905395508
1997-08-21,20.568574905395508
1997-08-22,20.348590850830078
1997-08-25,20.67856788635254
1997-08-26,20.78856086730957
1997-08-27,21.558507919311523
1997-08-28,21.33852195739746
1997-08-29,21.11853790283203
1997-09-02,21.008544921875
1997-09-03,20.78856086730957
1997-09-04,20.238597869873047
1997-09-05,19.908620834350586
1997-09-08,19.798629760742188
1997-09-09,19.798629760742188
1997-09-10,19.358659744262695
1997-09-11,18.588712692260742
1997-09-12,18.808696746826172
1997-09-15,18.808696746826172
1997-09-16,18.808696746826172
1997-09-17,19.028682708740234
1997-09-18,19.028682708740234
1997-09-19,18.808696746826172
1997-09-22,18.698705673217773
1997-09-23,18.368728637695312
1997-09-24,18.368728637695312
1997-09-25,18.47871971130371
1997-09-26,18.588712692260742
1997-09-29,18.918689727783203
1997-09-30,19.028682708740234
1997-10-01,19.083677291870117
1997-10-02,19.358659744262695
1997-10-03,20.12860679626465
1997-10-06,20.018613815307617
1997-10-07,19.908620834350586
1997-10-08,19.798629760742188
1997-10-09,19.688636779785156
1997-10-10,19.688636779785156
1997-10-13,19.688636779785156
1997-10-14,19.908620834350586
1997-10-15,19.798629760742188
1997-10-16,19.578643798828125
1997-10-17,19.578643798828125
1997-10-20,19.578643798828125
1997-10-21,19.798629760742188
1997-10-22,19.798629760742188
1997-10-23,19.358659744262695
1997-10-24,18.368728637695312
1997-10-27,16.498857498168945
1997-10-28,16.278871536254883
1997-10-29,16.498857498168945
1997-10-30,15.508926391601562
1997-10-31,15.838903427124023
1997-11-03,16.718841552734375
1997-11-04,16.828834533691406
1997-11-05,16.608850479125977
1997-11-06,16.168880462646484
1997-11-07,15.288941383361816
1997-11-10,14.848971366882324
1997-11-11,14.73897933959961
1997-11-12,14.73897933959961
1997-11-13,14.958964347839355
1997-11-14,15.178949356079102
1997-11-17,15.178949356079102
1997-11-18,15.618918418884277
1997-11-19,16.718841552734375
1997-11-20,16.718841552734375
1997-11-21,17.048818588256836
1997-11-24,16.498857498168945
1997-11-25,16.938827514648438
1997-11-26,16.828834533691406
1997-11-28,17.2688045501709
1997-12-01,17.708772659301758
1997-12-02,17.708772659301758
1997-12-03,17.708772659301758
1997-12-04,17.488788604736328
1997-12-05,17.81876564025879
1997-12-08,17.378795623779297
1997-12-09,17.378795623779297
1997-12-10,17.378795623779297
1997-12-11,16.608850479125977
1997-12-12,16.608850479125977
1997-12-15,16.938827514648438
1997-12-16,17.158811569213867
1997-12-17,17.59878158569336
1997-12-18,17.59878158569336
1997-12-19,17.048818588256836
1997-12-22,17.048818588256836
1997-12-23,17.048818588256836
1997-12-24,17.048818588256836
1997-12-26,17.048818588256836
1997-12-29,17.59878158569336
1997-12-30,17.378795623779297
1997-12-31,17.378795623779297
1998-01-02,17.378795623779297
1998-01-05,17.378795623779297
1998-01-06,17.378795623779297
1998-01-07,16.828834533691406
1998-01-08,16.278871536254883
1998-01-09,15.398933410644531
1998-01-12,15.288941383361816
1998-01-13,15.728910446166992
1998-01-14,15.838903427124023
1998-01-15,15.618918418884277
1998-01-16,15.728910446166992
1998-01-20,15.728910446166992
1998-01-21,15.728910446166992
1998-01-22,15.508926391601562
1998-01-23,15.288941383361816
1998-01-26,15.728910446166992
1998-01-27,15.618918418884277
1998-01-28,15.948895454406738
1998-01-29,15.948895454406738
1998-01-30,15.948895454406738
1998-02-02,15.838903427124023
1998-02-03,15.838903427124023
1998-02-04,16.388864517211914
1998-02-05,16.498857498168945
1998-02-06,16.498857498168945
1998-02-09,16.608850479125977
1998-02-10,16.498857498168945
1998-02-11,16.718841552734375
1998-02-12,16.828834533691406
1998-02-13,16.77383804321289
1998-02-17,16.718841552734375
1998-02-18,16.718841552734375
1998-02-19,16.718841552734375
1998-02-20,16.718841552734375
1998-02-23,16.938827514648438
1998-02-24,16.938827514648438
1998-02-25,16.938827514648438
1998-02-26,16.828834533691406
1998-02-27,17.59878158569336
1998-03-02,17.59878158569336
1998-03-03,17.59878158569336
1998-03-04,17.488788604736328
1998-03-05,17.378795623779297
1998-03-06,17.2688045501709
1998-03-09,16.718841552734375
1998-03-10,16.498857498168945
1998-03-11,16.498857498168945
1998-03-12,17.708772659301758
1998-03-13,17.708772659301758
1998-03-16,18.093746185302734
1998-03-17,17.81876564025879
1998-03-18,18.25873565673828
1998-03-19,18.14874267578125
1998-03-20,18.25873565673828
1998-03-23,18.25873565673828
1998-03-24,18.25873565673828
1998-03-25,18.25873565673828
1998-03-26,18.588712692260742
1998-03-27,18.698705673217773
1998-03-30,18.863693237304688
1998-03-31,18.863693237304688
1998-04-01,18.808696746826172
1998-04-02,18.588712692260742
1998-04-03,18.588712692260742
1998-04-06,18.47871971130371
1998-04-07,17.92875862121582
1998-04-08,17.92875862121582
1998-04-09,17.92875862121582
1998-04-13,17.81876564025879
1998-04-14,17.92875862121582
1998-04-15,17.92875862121582
1998-04-16,17.873762130737305
1998-04-17,18.03874969482422
1998-04-20,18.25873565673828
1998-04-21,18.25873565673828
1998-04-22,18.25873565673828
1998-04-23,18.698705673217773
1998-04-24,18.03874969482422
1998-04-27,17.59878158569336
1998-04-28,17.488788604736328
1998-04-29,17.543785095214844
1998-04-30,17.543785095214844
1998-05-01,17.488788604736328
1998-05-04,17.488788604736328
1998-05-05,17.213808059692383
1998-05-06,17.213808059692383
1998-05-07,17.10381507873535
1998-05-08,17.158811569213867
1998-05-11,17.378795623779297
1998-05-12,16.718841552734375
1998-05-13,16.608850479125977
1998-05-14,16.278871536254883
1998-05-15,16.498857498168945
1998-05-18,15.838903427124023
1998-05-19,15.618918418884277
1998-05-20,15.618918418884277
1998-05-21,15.618918418884277
1998-05-22,15.508926391601562
1998-05-26,14.73897933959961
1998-05-27,15.288941383361816
1998-05-28,15.618918418884277
1998-05-29,15.673913955688477
1998-06-01,15.618918418884277
1998-06-02,16.498857498168945
1998-06-03,16.718841552734375
1998-06-04,17.158811569213867
1998-06-05,17.158811569213867
1998-06-08,17.158811569213867
1998-06-09,16.498857498168945
1998-06-10,16.058887481689453
1998-06-11,15.618918418884277
1998-06-12,15.508926391601562
1998-06-15,15.508926391601562
1998-06-16,14.73897933959961
1998-06-17,14.848971366882324
1998-06-18,14.409002304077148
1998-06-19,14.73897933959961
1998-06-22,14.73897933959961
1998-06-23,14.518994331359863
1998-06-24,14.518994331359863
1998-06-25,14.409002304077148
1998-06-26,14.079025268554688
1998-06-29,14.299010276794434
1998-06-30,14.299010276794434
1998-07-01,14.518994331359863
1998-07-02,14.518994331359863
1998-07-06,14.518994331359863
1998-07-07,15.398933410644531
1998-07-08,15.508926391601562
1998-07-09,15.508926391601562
1998-07-10,15.398933410644531
1998-07-13,16.278871536254883
1998-07-14,16.608850479125977
1998-07-15,16.278871536254883
1998-07-16,16.498857498168945
1998-07-17,16.498857498168945
1998-07-20,16.498857498168945
1998-07-21,16.718841552734375
1998-07-22,16.498857498168945
1998-07-23,16.168880462646484
1998-07-24,16.11388397216797
1998-07-27,16.388864517211914
1998-07-28,16.058887481689453
1998-07-29,15.838903427124023
1998-07-30,15.838903427124023
1998-07-31,15.838903427124023
1998-08-03,15.838903427124023
1998-08-04,15.398933410644531
1998-08-05,15.838903427124023
1998-08-06,15.838903427124023
1998-08-07,14.518994331359863
1998-08-10,14.518994331359863
1998-08-11,13.52906322479248
1998-08-12,13.52906322479248
