,BVXV
2015-08-20,4.0
2015-08-21,3.859999895095825
2015-08-24,3.4800000190734863
2015-08-25,3.390000104904175
2015-08-26,3.680000066757202
2015-08-27,3.619999885559082
2015-08-28,3.631999969482422
2015-08-31,3.5
2015-09-01,3.490000009536743
2015-09-02,4.119999885559082
2015-09-03,3.740000009536743
2015-09-04,4.03000020980835
2015-09-08,4.110000133514404
2015-09-09,3.880000114440918
2015-09-10,3.9000000953674316
2015-09-11,3.859999895095825
2015-09-14,3.809999942779541
2015-09-15,3.8299999237060547
2015-09-16,3.799999952316284
2015-09-17,3.9600000381469727
2015-09-18,3.8399999141693115
2015-09-21,3.9040000438690186
2015-09-22,3.690000057220459
2015-09-23,3.880000114440918
2015-09-24,3.799999952316284
2015-09-25,3.700000047683716
2015-09-28,3.6500000953674316
2015-09-29,3.5399999618530273
2015-09-30,3.6700000762939453
2015-10-01,3.7300000190734863
2015-10-02,3.7100000381469727
2015-10-05,3.799999952316284
2015-10-06,3.930000066757202
2015-10-07,3.859999895095825
2015-10-08,3.7799999713897705
2015-10-09,3.809999942779541
2015-10-12,3.799999952316284
2015-10-13,3.740000009536743
2015-10-14,3.8399999141693115
2015-10-15,3.880000114440918
2015-10-16,3.921999931335449
2015-10-19,3.930000066757202
2015-10-20,3.869999885559082
2015-10-21,3.9159998893737793
2015-10-22,3.9800000190734863
2015-10-23,4.039999961853027
2015-10-26,3.9049999713897705
2015-10-27,3.7799999713897705
2015-10-28,3.927999973297119
2015-10-29,3.75
2015-10-30,3.890000104904175
2015-11-02,4.041999816894531
2015-11-03,4.019999980926514
2015-11-04,4.019999980926514
2015-11-05,4.079999923706055
2015-11-06,4.019999980926514
2015-11-09,4.0
2015-11-10,4.0
2015-11-11,3.9100000858306885
2015-11-12,3.799999952316284
2015-11-13,3.950000047683716
2015-11-16,3.950000047683716
2015-11-17,3.859999895095825
2015-11-18,3.859999895095825
2015-11-19,3.7699999809265137
2015-11-20,3.7899999618530273
2015-11-23,3.7200000286102295
2015-11-24,3.7290000915527344
2015-11-25,3.7200000286102295
2015-11-27,3.7200000286102295
2015-11-30,3.8420000076293945
2015-12-01,3.759999990463257
2015-12-02,3.859999895095825
2015-12-03,3.9000000953674316
2015-12-04,3.927999973297119
2015-12-07,3.740000009536743
2015-12-08,3.759999990463257
2015-12-09,3.8499999046325684
2015-12-10,3.8399999141693115
2015-12-11,3.640000104904175
2015-12-14,3.5889999866485596
2015-12-15,3.569000005722046
2015-12-16,3.890000104904175
2015-12-17,3.8399999141693115
2015-12-18,3.7200000286102295
2015-12-21,3.7200000286102295
2015-12-22,3.7200000286102295
2015-12-23,3.615000009536743
2015-12-24,3.890000104904175
2015-12-28,3.799999952316284
2015-12-29,3.7760000228881836
2015-12-30,3.931999921798706
2015-12-31,3.9600000381469727
2016-01-04,3.763000011444092
2016-01-05,3.619999885559082
2016-01-06,3.5799999237060547
2016-01-07,3.619999885559082
2016-01-08,3.7799999713897705
2016-01-11,3.7300000190734863
2016-01-12,3.75
2016-01-13,3.5999999046325684
2016-01-14,3.6600000858306885
2016-01-15,3.950000047683716
2016-01-19,3.700000047683716
2016-01-20,3.700000047683716
2016-01-21,3.680000066757202
2016-01-22,3.765000104904175
2016-01-25,3.7200000286102295
2016-01-26,3.799999952316284
2016-01-27,3.799999952316284
2016-01-28,3.7899999618530273
2016-01-29,3.5999999046325684
2016-02-01,3.4000000953674316
2016-02-02,3.49399995803833
2016-02-03,3.49399995803833
2016-02-04,3.5
2016-02-05,3.5
2016-02-08,3.5
2016-02-09,3.428999900817871
2016-02-10,3.619999885559082
2016-02-11,3.509999990463257
2016-02-12,3.5280001163482666
2016-02-16,3.549999952316284
2016-02-17,3.549999952316284
2016-02-18,3.5999999046325684
2016-02-19,3.509999990463257
2016-02-22,3.940000057220459
2016-02-23,3.75
2016-02-24,3.5899999141693115
2016-02-25,3.622999906539917
2016-02-26,3.7850000858306885
2016-02-29,4.050000190734863
2016-03-01,3.9000000953674316
2016-03-02,3.694999933242798
2016-03-03,3.690000057220459
2016-03-04,3.684999942779541
2016-03-07,3.684999942779541
2016-03-08,3.640000104904175
2016-03-09,3.619999885559082
2016-03-10,3.690000057220459
2016-03-11,3.690000057220459
2016-03-14,3.869999885559082
2016-03-15,3.7200000286102295
2016-03-16,3.75
2016-03-17,3.8399999141693115
2016-03-18,3.8399999141693115
2016-03-21,3.8499999046325684
2016-03-22,3.8499999046325684
2016-03-23,3.7899999618530273
2016-03-24,3.7839999198913574
2016-03-28,3.7119998931884766
2016-03-29,3.630000114440918
2016-03-30,3.569999933242798
2016-03-31,3.7300000190734863
2016-04-01,3.799999952316284
2016-04-04,3.869999885559082
2016-04-05,3.869999885559082
2016-04-06,3.8399999141693115
2016-04-07,3.8499999046325684
2016-04-08,3.799999952316284
2016-04-11,3.7920000553131104
2016-04-12,3.75
2016-04-13,3.990000009536743
2016-04-14,4.015999794006348
2016-04-15,4.0
2016-04-18,3.880000114440918
2016-04-19,3.880000114440918
2016-04-20,3.805000066757202
2016-04-21,3.799999952316284
2016-04-22,3.8420000076293945
2016-04-25,3.9600000381469727
2016-04-26,3.9600000381469727
2016-04-27,3.9600000381469727
2016-04-28,3.9600000381469727
2016-04-29,3.9600000381469727
2016-05-02,3.799999952316284
2016-05-03,3.799999952316284
2016-05-04,3.690000057220459
2016-05-05,3.6700000762939453
2016-05-06,3.6480000019073486
2016-05-09,3.890000104904175
2016-05-10,3.890000104904175
2016-05-11,3.890000104904175
2016-05-12,3.890000104904175
2016-05-13,3.890000104904175
2016-05-16,3.6700000762939453
2016-05-17,3.5799999237060547
2016-05-18,3.634999990463257
2016-05-19,3.621999979019165
2016-05-20,3.5
2016-05-23,3.450000047683716
2016-05-24,3.450000047683716
2016-05-25,3.4000000953674316
2016-05-26,3.5199999809265137
2016-05-27,3.6059999465942383
2016-05-31,3.5999999046325684
2016-06-01,3.5299999713897705
2016-06-02,3.5299999713897705
2016-06-03,3.5899999141693115
2016-06-06,3.380000114440918
2016-06-07,3.4000000953674316
2016-06-08,3.309999942779541
2016-06-09,3.299999952316284
2016-06-10,3.299999952316284
2016-06-13,3.619999885559082
2016-06-14,3.5999999046325684
2016-06-15,3.5999999046325684
2016-06-16,3.6500000953674316
2016-06-17,3.7929999828338623
2016-06-20,3.8399999141693115
2016-06-21,3.9000000953674316
2016-06-22,3.890000104904175
2016-06-23,3.890000104904175
2016-06-24,3.890000104904175
2016-06-27,3.700000047683716
2016-06-28,3.809999942779541
2016-06-29,3.7119998931884766
2016-06-30,3.5
2016-07-01,3.5
2016-07-05,3.5
2016-07-06,3.5
2016-07-07,3.509999990463257
2016-07-08,3.509999990463257
2016-07-11,3.6700000762939453
2016-07-12,3.5
2016-07-13,3.5
2016-07-14,3.5
2016-07-15,3.5
2016-07-18,3.5
2016-07-19,3.4600000381469727
2016-07-20,3.4600000381469727
2016-07-21,3.450000047683716
2016-07-22,3.450000047683716
2016-07-25,3.549999952316284
2016-07-26,3.549999952316284
2016-07-27,3.5799999237060547
2016-07-28,3.5369999408721924
2016-07-29,3.309999942779541
2016-08-01,3.309999942779541
2016-08-02,3.3499999046325684
2016-08-03,3.3499999046325684
2016-08-04,3.6010000705718994
2016-08-05,3.5999999046325684
2016-08-08,3.5999999046325684
2016-08-09,3.869999885559082
2016-08-10,3.880000114440918
2016-08-11,3.7799999713897705
2016-08-12,3.572000026702881
2016-08-15,3.572000026702881
2016-08-16,3.4200000762939453
2016-08-17,3.4200000762939453
2016-08-18,3.490000009536743
2016-08-19,3.619999885559082
2016-08-22,3.859999895095825
2016-08-23,3.859999895095825
2016-08-24,3.7300000190734863
2016-08-25,3.7300000190734863
2016-08-26,3.7300000190734863
2016-08-29,3.7300000190734863
2016-08-30,3.7300000190734863
2016-08-31,3.880000114440918
2016-09-01,3.880000114440918
2016-09-02,3.880000114440918
2016-09-06,3.6649999618530273
2016-09-07,3.690000057220459
2016-09-08,3.880000114440918
2016-09-09,3.7330000400543213
2016-09-12,3.7300000190734863
2016-09-13,3.619999885559082
2016-09-14,3.619999885559082
2016-09-15,3.6500000953674316
2016-09-16,3.5999999046325684
2016-09-19,3.5999999046325684
2016-09-20,3.5999999046325684
2016-09-21,3.5999999046325684
2016-09-22,3.5999999046325684
2016-09-23,3.680000066757202
2016-09-26,3.680000066757202
2016-09-27,3.805000066757202
2016-09-28,3.940000057220459
2016-09-29,3.680000066757202
2016-09-30,3.680000066757202
2016-10-03,3.680000066757202
2016-10-04,3.765000104904175
2016-10-05,3.765000104904175
2016-10-06,3.765000104904175
2016-10-07,3.7860000133514404
2016-10-10,3.9000000953674316
2016-10-11,3.882999897003174
2016-10-12,3.882999897003174
2016-10-13,3.9200000762939453
2016-10-14,3.6600000858306885
2016-10-17,3.75
2016-10-18,3.740000009536743
2016-10-19,3.740000009536743
2016-10-20,3.9200000762939453
2016-10-21,3.9200000762939453
2016-10-24,3.934999942779541
2016-10-25,3.75
2016-10-26,3.86299991607666
2016-10-27,3.9000000953674316
2016-10-28,3.9000000953674316
2016-10-31,3.9000000953674316
2016-11-01,3.9000000953674316
2016-11-02,3.700000047683716
2016-11-03,3.740000009536743
2016-11-04,3.75
2016-11-07,3.5999999046325684
2016-11-08,3.4700000286102295
2016-11-09,3.5
2016-11-10,3.5
2016-11-11,3.5
2016-11-14,3.450000047683716
2016-11-15,3.450000047683716
2016-11-16,3.3499999046325684
2016-11-17,3.2899999618530273
2016-11-18,3.299999952316284
2016-11-21,3.36299991607666
2016-11-22,3.4700000286102295
2016-11-23,3.25
2016-11-25,3.450000047683716
2016-11-28,3.4000000953674316
2016-11-29,3.569999933242798
2016-11-30,3.680000066757202
2016-12-01,3.6689999103546143
2016-12-02,3.8499999046325684
2016-12-05,3.684000015258789
2016-12-06,3.5450000762939453
2016-12-07,3.6700000762939453
2016-12-08,3.75
2016-12-09,3.740000009536743
2016-12-12,3.740000009536743
2016-12-13,3.7070000171661377
2016-12-14,3.6700000762939453
2016-12-15,3.6700000762939453
2016-12-16,3.6700000762939453
2016-12-19,3.5899999141693115
2016-12-20,3.812000036239624
2016-12-21,3.812000036239624
2016-12-22,3.4700000286102295
2016-12-23,3.5
2016-12-27,3.5
2016-12-28,3.3499999046325684
2016-12-29,3.3499999046325684
2016-12-30,3.3499999046325684
2017-01-03,3.5820000171661377
2017-01-04,3.75
2017-01-05,3.75
2017-01-06,3.75
2017-01-09,3.799999952316284
2017-01-10,3.799999952316284
2017-01-11,3.75
2017-01-12,3.9600000381469727
2017-01-13,3.7100000381469727
2017-01-17,5.230000019073486
2017-01-18,5.25
2017-01-19,4.599999904632568
2017-01-20,4.559999942779541
2017-01-23,4.300000190734863
2017-01-24,4.320000171661377
2017-01-25,4.639999866485596
2017-01-26,4.769999980926514
2017-01-27,4.599999904632568
2017-01-30,4.710000038146973
2017-01-31,5.050000190734863
2017-02-01,5.048999786376953
2017-02-02,4.900000095367432
2017-02-03,5.0
2017-02-06,5.099999904632568
2017-02-07,5.170000076293945
2017-02-08,5.099999904632568
2017-02-09,5.449999809265137
2017-02-10,5.4710001945495605
2017-02-13,5.510000228881836
2017-02-14,5.550000190734863
2017-02-15,5.610000133514404
2017-02-16,5.650000095367432
2017-02-17,5.739999771118164
2017-02-21,5.690000057220459
2017-02-22,5.800000190734863
2017-02-23,5.650000095367432
2017-02-24,6.0
2017-02-27,6.0
2017-02-28,6.0
2017-03-01,6.0
2017-03-02,6.0
2017-03-03,5.991000175476074
2017-03-06,5.590000152587891
2017-03-07,5.5
2017-03-08,5.369999885559082
2017-03-09,5.448999881744385
2017-03-10,5.539999961853027
2017-03-13,5.420000076293945
2017-03-14,5.369999885559082
2017-03-15,5.329999923706055
2017-03-16,5.539999961853027
2017-03-17,5.53000020980835
2017-03-20,5.289999961853027
2017-03-21,5.364999771118164
2017-03-22,5.364999771118164
2017-03-23,5.340000152587891
2017-03-24,5.190999984741211
2017-03-27,5.349999904632568
2017-03-28,5.633999824523926
2017-03-29,5.670000076293945
2017-03-30,6.210000038146973
2017-03-31,5.800000190734863
2017-04-03,6.800000190734863
2017-04-04,7.400000095367432
2017-04-05,7.130000114440918
2017-04-06,7.170000076293945
2017-04-07,7.090000152587891
2017-04-10,7.0
2017-04-11,6.769999980926514
2017-04-12,6.480000019073486
2017-04-13,6.46999979019165
2017-04-17,6.550000190734863
2017-04-18,6.400000095367432
2017-04-19,6.429999828338623
2017-04-20,6.539999961853027
2017-04-21,6.25
2017-04-24,6.28000020980835
2017-04-25,6.449999809265137
2017-04-26,6.449999809265137
2017-04-27,6.369999885559082
2017-04-28,6.550000190734863
2017-05-01,6.400000095367432
2017-05-02,6.420000076293945
2017-05-03,6.659999847412109
2017-05-04,6.53000020980835
2017-05-05,6.579999923706055
2017-05-08,6.650000095367432
2017-05-09,6.829999923706055
2017-05-10,7.199999809265137
2017-05-11,7.239999771118164
2017-05-12,7.300000190734863
2017-05-15,8.399999618530273
2017-05-16,8.300000190734863
2017-05-17,7.75
2017-05-18,7.5
2017-05-19,7.800000190734863
2017-05-22,7.820000171661377
2017-05-23,7.760000228881836
2017-05-24,7.730000019073486
2017-05-25,7.559999942779541
2017-05-26,7.519999980926514
2017-05-30,7.400000095367432
2017-05-31,7.400000095367432
2017-06-01,7.28000020980835
2017-06-02,7.289999961853027
2017-06-05,7.099999904632568
2017-06-06,7.489999771118164
2017-06-07,7.369999885559082
2017-06-08,7.440000057220459
2017-06-09,7.579999923706055
2017-06-12,7.289999961853027
2017-06-13,7.716000080108643
2017-06-14,7.659999847412109
2017-06-15,7.449999809265137
2017-06-16,7.800000190734863
2017-06-19,8.630000114440918
2017-06-20,8.649999618530273
2017-06-21,8.739999771118164
2017-06-22,8.833999633789062
2017-06-23,8.800000190734863
2017-06-26,8.850000381469727
2017-06-27,8.531999588012695
2017-06-28,8.630000114440918
2017-06-29,8.5600004196167
2017-06-30,8.784000396728516
2017-07-03,8.65999984741211
2017-07-05,8.0
2017-07-06,7.75
2017-07-07,7.800000190734863
2017-07-10,7.949999809265137
2017-07-11,7.909999847412109
2017-07-12,7.860000133514404
2017-07-13,7.619999885559082
2017-07-14,7.829999923706055
2017-07-17,8.84000015258789
2017-07-18,9.25
2017-07-19,9.989999771118164
2017-07-20,9.85099983215332
2017-07-21,9.819999694824219
2017-07-24,10.420000076293945
2017-07-25,10.25
2017-07-26,10.050000190734863
2017-07-27,9.720000267028809
2017-07-28,9.609999656677246
2017-07-31,9.520000457763672
2017-08-01,9.829999923706055
2017-08-02,9.609999656677246
2017-08-03,9.149999618530273
2017-08-04,9.119999885559082
2017-08-07,8.880000114440918
2017-08-08,8.449999809265137
2017-08-09,7.820000171661377
2017-08-10,8.0
2017-08-11,8.140000343322754
2017-08-14,8.232999801635742
2017-08-15,8.319999694824219
2017-08-16,8.369999885559082
2017-08-17,8.260000228881836
2017-08-18,8.390000343322754
2017-08-21,8.020000457763672
2017-08-22,7.760000228881836
2017-08-23,7.699999809265137
2017-08-24,7.559999942779541
2017-08-25,7.619999885559082
2017-08-28,7.540999889373779
2017-08-29,7.679999828338623
2017-08-30,8.1899995803833
2017-08-31,7.96999979019165
2017-09-01,8.031000137329102
2017-09-05,8.25
2017-09-06,8.010000228881836
2017-09-07,8.050000190734863
2017-09-08,7.760000228881836
2017-09-11,7.570000171661377
2017-09-12,6.670000076293945
2017-09-13,7.630000114440918
2017-09-14,7.03000020980835
2017-09-15,7.110000133514404
2017-09-18,7.329999923706055
2017-09-19,7.170000076293945
2017-09-20,7.159999847412109
2017-09-21,7.144999980926514
2017-09-22,7.050000190734863
2017-09-25,7.099999904632568
2017-09-26,7.099999904632568
2017-09-27,7.110000133514404
2017-09-28,7.098999977111816
2017-09-29,7.150000095367432
2017-10-02,7.170000076293945
2017-10-03,7.114999771118164
2017-10-04,7.139999866485596
2017-10-05,7.119999885559082
2017-10-06,7.13700008392334
2017-10-09,7.360000133514404
2017-10-10,7.360000133514404
2017-10-11,7.409999847412109
2017-10-12,7.400000095367432
2017-10-13,7.409999847412109
2017-10-16,7.480999946594238
2017-10-17,7.78000020980835
2017-10-18,7.739999771118164
2017-10-19,7.53000020980835
2017-10-20,7.619999885559082
2017-10-23,7.510000228881836
2017-10-24,7.449999809265137
2017-10-25,7.269999980926514
2017-10-26,7.349999904632568
2017-10-27,7.21999979019165
2017-10-30,7.590000152587891
2017-10-31,7.300000190734863
2017-11-01,7.119999885559082
2017-11-02,6.920000076293945
2017-11-03,6.920000076293945
2017-11-06,6.96999979019165
2017-11-07,6.789999961853027
2017-11-08,6.670000076293945
2017-11-09,5.789999961853027
2017-11-10,5.849999904632568
2017-11-13,5.818999767303467
2017-11-14,5.900000095367432
2017-11-15,6.079999923706055
2017-11-16,5.980000019073486
2017-11-17,5.929999828338623
2017-11-20,5.940000057220459
2017-11-21,6.010000228881836
2017-11-22,6.0
2017-11-24,6.170000076293945
2017-11-27,6.059999942779541
2017-11-28,5.929999828338623
2017-11-29,5.849999904632568
2017-11-30,5.818999767303467
2017-12-01,5.510000228881836
2017-12-04,5.420000076293945
2017-12-05,5.380000114440918
2017-12-06,5.28000020980835
2017-12-07,5.360000133514404
2017-12-08,5.360000133514404
2017-12-11,5.295000076293945
2017-12-12,5.289999961853027
2017-12-13,5.199999809265137
2017-12-14,4.989999771118164
2017-12-15,5.03000020980835
2017-12-18,4.754000186920166
2017-12-19,4.800000190734863
2017-12-20,4.880000114440918
2017-12-21,4.900000095367432
2017-12-22,4.909999847412109
2017-12-26,4.730000019073486
2017-12-27,5.210000038146973
2017-12-28,5.409999847412109
2017-12-29,5.360000133514404
2018-01-02,5.519999980926514
2018-01-03,5.984000205993652
2018-01-04,5.679999828338623
2018-01-05,5.880000114440918
2018-01-08,5.940000057220459
2018-01-09,5.699999809265137
2018-01-10,5.690000057220459
2018-01-11,5.820000171661377
2018-01-12,5.889999866485596
2018-01-16,5.840000152587891
2018-01-17,5.994999885559082
2018-01-18,6.010000228881836
2018-01-19,6.659999847412109
2018-01-22,6.760000228881836
2018-01-23,7.489999771118164
2018-01-24,7.059999942779541
2018-01-25,7.159999847412109
2018-01-26,7.25
2018-01-29,7.289999961853027
2018-01-30,7.050000190734863
2018-01-31,7.260000228881836
2018-02-01,7.2170000076293945
2018-02-02,6.789999961853027
2018-02-05,6.389999866485596
2018-02-06,6.420000076293945
2018-02-07,6.599999904632568
2018-02-08,6.139999866485596
2018-02-09,6.177999973297119
2018-02-12,6.300000190734863
2018-02-13,6.199999809265137
2018-02-14,6.300000190734863
2018-02-15,6.059999942779541
2018-02-16,6.110000133514404
2018-02-20,6.179999828338623
2018-02-21,6.28000020980835
2018-02-22,6.119999885559082
2018-02-23,6.260000228881836
2018-02-26,6.130000114440918
2018-02-27,5.900000095367432
2018-02-28,6.0
2018-03-01,5.760000228881836
2018-03-02,6.039999961853027
2018-03-05,5.989999771118164
2018-03-06,6.019999980926514
2018-03-07,6.3429999351501465
2018-03-08,6.099999904632568
2018-03-09,6.340000152587891
2018-03-12,6.28000020980835
2018-03-13,6.400000095367432
2018-03-14,6.289999961853027
2018-03-15,6.349999904632568
2018-03-16,6.190999984741211
2018-03-19,6.190000057220459
2018-03-20,6.110000133514404
2018-03-21,6.139999866485596
2018-03-22,6.139999866485596
2018-03-23,6.119999885559082
2018-03-26,5.860000133514404
2018-03-27,5.629000186920166
2018-03-28,5.449999809265137
2018-03-29,5.433000087738037
2018-04-02,5.849999904632568
2018-04-03,6.309999942779541
2018-04-04,5.880000114440918
2018-04-05,6.099999904632568
2018-04-06,5.849999904632568
2018-04-09,5.550000190734863
2018-04-10,5.71999979019165
2018-04-11,5.989999771118164
2018-04-12,6.190000057220459
2018-04-13,6.300000190734863
2018-04-16,6.265999794006348
2018-04-17,6.659999847412109
2018-04-18,6.900000095367432
2018-04-19,6.869999885559082
2018-04-20,6.599999904632568
2018-04-23,6.460000038146973
2018-04-24,6.489999771118164
2018-04-25,6.389999866485596
2018-04-26,6.269999980926514
2018-04-27,6.159999847412109
2018-04-30,6.050000190734863
2018-05-01,6.010000228881836
2018-05-02,6.369999885559082
2018-05-03,6.699999809265137
2018-05-04,6.75
2018-05-07,6.800000190734863
2018-05-08,6.820000171661377
2018-05-09,6.849999904632568
2018-05-10,6.769999980926514
2018-05-11,6.78000020980835
2018-05-14,6.760000228881836
2018-05-15,6.688000202178955
2018-05-16,6.519999980926514
2018-05-17,6.928999900817871
2018-05-18,6.900000095367432
2018-05-21,6.800000190734863
2018-05-22,6.798999786376953
2018-05-23,6.71999979019165
2018-05-24,6.659999847412109
2018-05-25,6.650000095367432
2018-05-29,6.449999809265137
2018-05-30,6.400000095367432
2018-05-31,6.409999847412109
2018-06-01,6.409999847412109
2018-06-04,6.409999847412109
2018-06-05,6.489999771118164
2018-06-06,6.429999828338623
2018-06-07,6.400000095367432
2018-06-08,6.400000095367432
2018-06-11,6.46999979019165
2018-06-12,6.413000106811523
2018-06-13,6.519999980926514
2018-06-14,6.510000228881836
2018-06-15,6.559999942779541
2018-06-18,6.706999778747559
2018-06-19,6.699999809265137
2018-06-20,6.599999904632568
2018-06-21,6.630000114440918
2018-06-22,6.599999904632568
2018-06-25,6.53000020980835
2018-06-26,6.5
2018-06-27,6.550000190734863
2018-06-28,6.46999979019165
2018-06-29,6.670000076293945
2018-07-02,6.5
2018-07-03,6.599999904632568
2018-07-05,6.78000020980835
2018-07-06,6.46999979019165
2018-07-09,6.550000190734863
2018-07-10,6.550000190734863
2018-07-11,6.449999809265137
2018-07-12,6.429999828338623
2018-07-13,6.570000171661377
2018-07-16,6.440000057220459
2018-07-17,6.590000152587891
2018-07-18,6.360000133514404
2018-07-19,6.349999904632568
2018-07-20,6.349999904632568
2018-07-23,6.369999885559082
2018-07-24,6.269999980926514
2018-07-25,6.110000133514404
2018-07-26,6.083000183105469
2018-07-27,6.050000190734863
2018-07-30,5.860000133514404
2018-07-31,5.900000095367432
2018-08-01,6.039999961853027
2018-08-02,5.980000019073486
2018-08-03,5.960000038146973
2018-08-06,5.869999885559082
2018-08-07,5.900000095367432
2018-08-08,5.9770002365112305
2018-08-09,5.940000057220459
2018-08-10,5.78000020980835
2018-08-13,6.0
2018-08-14,5.800000190734863
2018-08-15,5.599999904632568
2018-08-16,5.579999923706055
2018-08-17,5.699999809265137
2018-08-20,5.760000228881836
2018-08-21,5.659999847412109
2018-08-22,5.989999771118164
2018-08-23,5.599999904632568
2018-08-24,5.550000190734863
2018-08-27,5.659999847412109
2018-08-28,5.510000228881836
2018-08-29,5.599999904632568
2018-08-30,5.494999885559082
2018-08-31,5.715000152587891
2018-09-04,6.0
2018-09-05,5.949999809265137
2018-09-06,5.619999885559082
2018-09-07,5.6620001792907715
2018-09-10,5.86299991607666
2018-09-11,5.900000095367432
2018-09-12,5.789999961853027
2018-09-13,5.698999881744385
2018-09-14,5.699999809265137
2018-09-17,5.75
2018-09-18,5.76800012588501
2018-09-19,5.738999843597412
2018-09-20,5.71999979019165
2018-09-21,5.71999979019165
2018-09-24,5.75
2018-09-25,5.798999786376953
2018-09-26,5.75
2018-09-27,5.650000095367432
2018-09-28,5.599999904632568
2018-10-01,5.679999828338623
2018-10-02,5.590000152587891
2018-10-03,5.400000095367432
2018-10-04,5.480000019073486
2018-10-05,5.560999870300293
2018-10-08,5.590000152587891
2018-10-09,5.53000020980835
2018-10-10,5.420000076293945
2018-10-11,5.380000114440918
2018-10-12,5.550000190734863
2018-10-15,5.630000114440918
2018-10-16,5.400000095367432
2018-10-17,5.440000057220459
2018-10-18,5.409999847412109
2018-10-19,5.369999885559082
2018-10-22,5.5
2018-10-23,5.440000057220459
2018-10-24,5.349999904632568
2018-10-25,5.480000019073486
2018-10-26,5.427000045776367
2018-10-29,5.329999923706055
2018-10-30,5.329999923706055
2018-10-31,5.349999904632568
2018-11-01,5.409999847412109
2018-11-02,5.519999980926514
2018-11-05,5.440000057220459
2018-11-06,5.449999809265137
2018-11-07,5.320000171661377
2018-11-08,5.432000160217285
2018-11-09,5.519999980926514
2018-11-12,5.989999771118164
2018-11-13,5.989999771118164
2018-11-14,5.71999979019165
2018-11-15,5.9770002365112305
2018-11-16,5.738999843597412
2018-11-19,5.544000148773193
2018-11-20,5.623000144958496
2018-11-21,5.880000114440918
2018-11-23,5.929999828338623
2018-11-26,5.5
2018-11-27,5.822999954223633
2018-11-28,5.699999809265137
2018-11-29,5.630000114440918
2018-11-30,5.900000095367432
2018-12-03,5.699999809265137
2018-12-04,5.427000045776367
2018-12-06,5.650000095367432
2018-12-07,5.650000095367432
2018-12-10,5.400000095367432
2018-12-11,5.285999774932861
2018-12-12,5.320000171661377
2018-12-13,5.360000133514404
2018-12-14,5.300000190734863
2018-12-17,5.25
2018-12-18,5.111000061035156
2018-12-19,5.050000190734863
2018-12-20,4.961999893188477
2018-12-21,4.570000171661377
2018-12-24,3.9739999771118164
2018-12-26,4.260000228881836
2018-12-27,4.119999885559082
2018-12-28,4.400000095367432
2018-12-31,4.769999980926514
2019-01-02,4.815000057220459
2019-01-03,4.840000152587891
2019-01-04,4.869999885559082
2019-01-07,5.599999904632568
2019-01-08,5.150000095367432
2019-01-09,5.510000228881836
2019-01-10,5.400000095367432
2019-01-11,5.374000072479248
2019-01-14,5.0
2019-01-15,4.900000095367432
2019-01-16,4.849999904632568
2019-01-17,4.831999778747559
2019-01-18,5.179999828338623
2019-01-22,5.210000038146973
2019-01-23,5.400000095367432
2019-01-24,4.920000076293945
2019-01-25,5.046999931335449
2019-01-28,5.199999809265137
2019-01-29,5.125999927520752
2019-01-30,5.28000020980835
2019-01-31,5.28000020980835
2019-02-01,5.28000020980835
2019-02-04,5.5
2019-02-05,5.75
2019-02-06,5.75
2019-02-07,5.579999923706055
