,RIO
2007-08-01,69.51249694824219
2007-08-02,69.0250015258789
2007-08-03,66.61499786376953
2007-08-06,65.8125
2007-08-07,67.0824966430664
2007-08-08,67.125
2007-08-09,64.05000305175781
2007-08-10,66.25
2007-08-13,64.2125015258789
2007-08-14,62.86750030517578
2007-08-15,60.75
2007-08-16,58.662498474121094
2007-08-17,61.17499923706055
2007-08-20,61.602500915527344
2007-08-21,61.13249969482422
2007-08-22,64.8499984741211
2007-08-23,65.4000015258789
2007-08-24,68.50499725341797
2007-08-27,67.99749755859375
2007-08-28,64.87249755859375
2007-08-29,66.74250030517578
2007-08-30,66.0999984741211
2007-08-31,68.69999694824219
2007-09-04,71.0250015258789
2007-09-05,71.45249938964844
2007-09-06,75.37999725341797
2007-09-07,73.6875
2007-09-10,72.3125
2007-09-11,75.44499969482422
2007-09-12,74.5
2007-09-13,75.75
2007-09-14,74.7125015258789
2007-09-17,73.12750244140625
2007-09-18,77.44999694824219
2007-09-19,78.2074966430664
2007-09-20,80.875
2007-09-21,82.14749908447266
2007-09-24,85.70999908447266
2007-09-25,83.19999694824219
2007-09-26,82.58000183105469
2007-09-27,84.6500015258789
2007-09-28,85.8499984741211
2007-10-01,89.5
2007-10-02,87.0625
2007-10-03,84.44750213623047
2007-10-04,84.56749725341797
2007-10-05,87.13749694824219
2007-10-08,85.01499938964844
2007-10-09,87.09750366210938
2007-10-10,90.44999694824219
2007-10-11,91.26499938964844
2007-10-12,93.0999984741211
2007-10-15,91.125
2007-10-16,89.94999694824219
2007-10-17,88.01750183105469
2007-10-18,88.625
2007-10-19,85.28500366210938
2007-10-22,83.57499694824219
2007-10-23,87.16500091552734
2007-10-24,85.16500091552734
2007-10-25,87.87999725341797
2007-10-26,92.0
2007-10-29,93.16000366210938
2007-10-30,90.0
2007-10-31,93.75
2007-11-01,90.17500305175781
2007-11-02,92.68250274658203
2007-11-05,87.86499786376953
2007-11-06,92.0
2007-11-07,89.375
2007-11-08,110.05000305175781
2007-11-09,119.5875015258789
2007-11-12,108.96749877929688
2007-11-13,111.8125
2007-11-14,114.5250015258789
2007-11-15,110.23999786376953
2007-11-16,110.60749816894531
2007-11-19,104.01249694824219
2007-11-20,106.20249938964844
2007-11-21,101.43250274658203
2007-11-23,109.01249694824219
2007-11-26,106.34750366210938
2007-11-27,106.6875
2007-11-28,112.17500305175781
2007-11-29,115.25
2007-11-30,116.87000274658203
2007-12-03,112.34750366210938
2007-12-04,114.66500091552734
2007-12-05,114.625
2007-12-06,115.86750030517578
2007-12-07,117.0
2007-12-10,119.42749786376953
2007-12-11,113.74250030517578
2007-12-12,113.44499969482422
2007-12-13,109.50499725341797
2007-12-14,105.625
2007-12-17,100.36250305175781
2007-12-18,102.62999725341797
2007-12-19,102.375
2007-12-20,101.16500091552734
2007-12-21,105.0824966430664
2007-12-24,107.0250015258789
2007-12-26,109.625
2007-12-27,106.5999984741211
2007-12-28,105.25
2007-12-31,104.9749984741211
2008-01-02,104.92500305175781
2008-01-03,107.07499694824219
2008-01-04,101.69999694824219
2008-01-07,100.58000183105469
2008-01-08,98.5250015258789
2008-01-09,99.00250244140625
2008-01-10,101.375
2008-01-11,99.59750366210938
2008-01-14,101.92500305175781
2008-01-15,95.97750091552734
2008-01-16,89.5
2008-01-17,85.87999725341797
2008-01-18,91.875
2008-01-22,82.82749938964844
2008-01-23,86.18499755859375
2008-01-24,88.50250244140625
2008-01-25,92.42250061035156
2008-01-28,92.48750305175781
2008-01-29,94.30249786376953
2008-01-30,95.97250366210938
2008-01-31,101.73750305175781
2008-02-01,110.25
2008-02-04,108.04000091552734
2008-02-05,105.375
2008-02-06,102.34249877929688
2008-02-07,104.30000305175781
2008-02-08,103.31500244140625
2008-02-11,103.0
2008-02-12,107.04499816894531
2008-02-13,109.74749755859375
2008-02-14,108.45500183105469
2008-02-15,108.88749694824219
2008-02-19,114.30249786376953
2008-02-20,112.875
2008-02-21,113.0625
2008-02-22,114.26249694824219
2008-02-25,115.4375
2008-02-26,114.5
2008-02-27,115.48999786376953
2008-02-28,116.0
2008-02-29,113.61250305175781
2008-03-03,113.5
2008-03-04,111.76249694824219
2008-03-05,115.25
2008-03-06,115.07499694824219
2008-03-07,111.375
2008-03-10,104.7750015258789
2008-03-11,107.34500122070312
2008-03-12,108.33499908447266
2008-03-13,111.55000305175781
2008-03-14,112.1875
2008-03-17,101.4375
2008-03-18,107.56999969482422
2008-03-19,98.875
2008-03-20,96.875
2008-03-24,98.875
2008-03-25,98.96499633789062
2008-03-26,101.42500305175781
2008-03-27,101.2249984741211
2008-03-28,101.87999725341797
2008-03-31,102.95999908447266
2008-04-01,104.9375
2008-04-02,107.32499694824219
2008-04-03,109.17500305175781
2008-04-04,113.625
2008-04-07,114.07499694824219
2008-04-08,117.81749725341797
2008-04-09,117.73249816894531
2008-04-10,116.48750305175781
2008-04-11,115.62000274658203
2008-04-14,115.05000305175781
2008-04-15,120.25
2008-04-16,125.0625
2008-04-17,122.5875015258789
2008-04-18,122.58000183105469
2008-04-21,126.3949966430664
2008-04-22,125.69999694824219
2008-04-23,128.3000030517578
2008-04-24,122.49749755859375
2008-04-25,125.19999694824219
2008-04-28,122.98750305175781
2008-04-29,117.36250305175781
2008-04-30,117.5
2008-05-01,116.0
2008-05-02,121.09249877929688
2008-05-05,125.9000015258789
2008-05-06,128.11000061035156
2008-05-07,122.6675033569336
2008-05-08,128.3000030517578
2008-05-09,126.28500366210938
2008-05-12,125.875
2008-05-13,129.27499389648438
2008-05-14,131.35000610351562
2008-05-15,136.625
2008-05-16,138.7324981689453
2008-05-19,136.64999389648438
2008-05-20,130.98500061035156
2008-05-21,127.31999969482422
2008-05-22,131.36500549316406
2008-05-23,126.25
2008-05-27,123.29499816894531
2008-05-28,124.57499694824219
2008-05-29,120.8125
2008-05-30,120.75
2008-06-02,121.4375
2008-06-03,119.25
2008-06-04,115.4375
2008-06-05,118.7925033569336
2008-06-06,116.94499969482422
2008-06-09,116.33999633789062
2008-06-10,110.94999694824219
2008-06-11,110.48750305175781
2008-06-12,111.11250305175781
2008-06-13,115.51249694824219
2008-06-16,115.82499694824219
2008-06-17,117.76750183105469
2008-06-18,119.47000122070312
2008-06-19,119.875
2008-06-20,119.75
2008-06-23,119.39250183105469
2008-06-24,117.68499755859375
2008-06-25,115.2074966430664
2008-06-26,113.41999816894531
2008-06-27,114.42250061035156
2008-06-30,123.75
2008-07-01,117.05999755859375
2008-07-02,107.5
2008-07-03,108.32250213623047
2008-07-07,107.35250091552734
2008-07-08,105.15750122070312
2008-07-09,104.12999725341797
2008-07-10,107.5374984741211
2008-07-11,107.8125
2008-07-14,108.15499877929688
2008-07-15,103.92500305175781
2008-07-16,101.8125
2008-07-17,101.0
2008-07-18,100.375
2008-07-21,105.25
2008-07-22,102.62999725341797
2008-07-23,100.01249694824219
2008-07-24,96.625
2008-07-25,98.625
2008-07-28,100.66999816894531
2008-07-29,102.44000244140625
2008-07-30,106.69999694824219
2008-07-31,104.4000015258789
2008-08-01,98.62999725341797
2008-08-04,93.01499938964844
2008-08-05,90.76499938964844
2008-08-06,95.04750061035156
2008-08-07,92.04000091552734
2008-08-08,89.29000091552734
2008-08-11,86.95249938964844
2008-08-12,87.75
2008-08-13,90.68000030517578
2008-08-14,88.25
2008-08-15,86.69000244140625
2008-08-18,87.01249694824219
2008-08-19,89.52249908447266
2008-08-20,94.64749908447266
2008-08-21,97.1500015258789
2008-08-22,95.31500244140625
2008-08-25,94.9124984741211
2008-08-26,95.5374984741211
2008-08-27,97.0625
2008-08-28,97.03500366210938
2008-08-29,94.93000030517578
2008-09-02,84.99749755859375
2008-09-03,81.82499694824219
2008-09-04,78.64250183105469
2008-09-05,78.6050033569336
2008-09-08,78.46749877929688
2008-09-09,72.11750030517578
2008-09-10,74.50250244140625
2008-09-11,74.40499877929688
2008-09-12,81.3550033569336
2008-09-15,72.66000366210938
2008-09-16,72.46749877929688
2008-09-17,67.125
2008-09-18,68.62750244140625
2008-09-19,78.7249984741211
2008-09-22,83.0
2008-09-23,72.28500366210938
2008-09-24,72.75
2008-09-25,73.25
2008-09-26,67.75
2008-09-29,56.625
2008-09-30,62.375
2008-10-01,63.560001373291016
2008-10-02,54.6875
2008-10-03,56.25
2008-10-06,50.5099983215332
2008-10-07,48.10749816894531
2008-10-08,47.0625
2008-10-09,43.709999084472656
2008-10-10,42.6875
2008-10-13,50.875
2008-10-14,48.497501373291016
2008-10-15,38.567501068115234
2008-10-16,39.5
2008-10-17,38.8125
2008-10-20,44.8025016784668
2008-10-21,41.9375
2008-10-22,35.75
2008-10-23,35.877498626708984
2008-10-24,36.79750061035156
2008-10-27,34.67250061035156
2008-10-28,39.43000030517578
2008-10-29,43.95249938964844
2008-10-30,45.9375
2008-10-31,46.467498779296875
2008-11-03,44.95000076293945
2008-11-04,50.025001525878906
2008-11-05,45.13750076293945
2008-11-06,39.377498626708984
2008-11-07,41.837501525878906
2008-11-10,43.060001373291016
2008-11-11,41.04750061035156
2008-11-12,36.662498474121094
2008-11-13,41.654998779296875
2008-11-14,37.45000076293945
2008-11-17,36.6875
2008-11-18,36.397499084472656
2008-11-19,32.474998474121094
2008-11-20,28.530000686645508
2008-11-21,32.77750015258789
2008-11-24,36.497501373291016
2008-11-25,26.522499084472656
2008-11-26,24.625
2008-11-28,25.0
2008-12-01,20.262500762939453
2008-12-02,19.514999389648438
2008-12-03,16.8174991607666
2008-12-04,15.180000305175781
2008-12-05,16.232500076293945
2008-12-08,18.110000610351562
2008-12-09,18.272499084472656
2008-12-10,23.625
2008-12-11,22.627500534057617
2008-12-12,23.149999618530273
2008-12-15,22.247499465942383
2008-12-16,24.6875
2008-12-17,24.229999542236328
2008-12-18,22.34749984741211
2008-12-19,21.325000762939453
2008-12-22,19.905000686645508
2008-12-23,20.552499771118164
2008-12-24,20.389999389648438
2008-12-26,20.665000915527344
2008-12-29,21.3125
2008-12-30,21.792499542236328
2008-12-31,22.227500915527344
2009-01-02,24.850000381469727
2009-01-05,25.387500762939453
2009-01-06,29.299999237060547
2009-01-07,27.100000381469727
2009-01-08,27.11750030517578
2009-01-09,25.02750015258789
2009-01-12,23.110000610351562
2009-01-13,22.982500076293945
2009-01-14,20.75
2009-01-15,21.604999542236328
2009-01-16,22.1924991607666
2009-01-20,19.792499542236328
2009-01-21,21.872499465942383
2009-01-22,21.417499542236328
2009-01-23,21.524999618530273
2009-01-26,22.125
2009-01-27,23.125
2009-01-28,22.68000030517578
2009-01-29,22.4950008392334
2009-01-30,21.6875
2009-02-02,22.517499923706055
2009-02-03,24.362499237060547
2009-02-04,26.354999542236328
2009-02-05,27.2549991607666
2009-02-06,30.34000015258789
2009-02-09,28.094999313354492
2009-02-10,26.842500686645508
2009-02-11,28.200000762939453
2009-02-12,27.97249984741211
2009-02-13,28.43000030517578
2009-02-17,26.362499237060547
2009-02-18,26.850000381469727
2009-02-19,27.65250015258789
2009-02-20,26.479999542236328
2009-02-23,25.100000381469727
2009-02-24,26.604999542236328
2009-02-25,25.522499084472656
2009-02-26,26.225000381469727
2009-02-27,25.5
2009-03-02,22.977500915527344
2009-03-03,23.170000076293945
2009-03-04,25.75
2009-03-05,24.235000610351562
2009-03-06,25.612499237060547
2009-03-09,24.03499984741211
2009-03-10,27.225000381469727
2009-03-11,28.459999084472656
2009-03-12,29.450000762939453
2009-03-13,29.502500534057617
2009-03-16,29.100000381469727
2009-03-17,28.145000457763672
2009-03-18,27.497499465942383
2009-03-19,28.577499389648438
2009-03-20,28.524999618530273
2009-03-23,33.1974983215332
2009-03-24,32.5
2009-03-25,32.122501373291016
2009-03-26,34.80500030517578
2009-03-27,35.28499984741211
2009-03-30,33.25
2009-03-31,33.51499938964844
2009-04-01,34.532501220703125
2009-04-02,36.71500015258789
2009-04-03,37.36249923706055
2009-04-06,33.182498931884766
2009-04-07,31.667499542236328
2009-04-08,33.11750030517578
2009-04-09,34.875
2009-04-13,36.252498626708984
2009-04-14,36.45500183105469
2009-04-15,35.84000015258789
2009-04-16,37.36249923706055
2009-04-17,36.102500915527344
2009-04-20,32.502498626708984
2009-04-21,34.037498474121094
2009-04-22,35.782501220703125
2009-04-23,38.494998931884766
2009-04-24,39.23749923706055
2009-04-27,38.96500015258789
2009-04-28,36.75749969482422
2009-04-29,39.494998931884766
2009-04-30,40.73749923706055
2009-05-01,43.002498626708984
2009-05-04,45.34749984741211
2009-05-05,44.46500015258789
2009-05-06,45.915000915527344
2009-05-07,45.29750061035156
2009-05-08,46.49250030517578
2009-05-11,45.35749816894531
2009-05-12,41.54999923706055
2009-05-13,37.72999954223633
2009-05-14,39.86249923706055
2009-05-15,39.752498626708984
2009-05-18,42.03499984741211
2009-05-19,42.09749984741211
2009-05-20,43.782501220703125
2009-05-21,42.5525016784668
2009-05-22,43.459999084472656
2009-05-26,44.1974983215332
2009-05-27,42.599998474121094
2009-05-28,44.17499923706055
2009-05-29,45.36000061035156
2009-06-01,49.15999984741211
2009-06-02,50.39500045776367
2009-06-03,47.404998779296875
2009-06-04,45.66999816894531
2009-06-05,48.439998626708984
2009-06-08,47.5
2009-06-09,48.814998626708984
2009-06-10,51.61249923706055
2009-06-11,53.125
2009-06-12,51.11000061035156
2009-06-15,47.814998626708984
2009-06-16,45.38999938964844
2009-06-17,42.61249923706055
2009-06-18,40.13249969482422
2009-06-19,41.9474983215332
2009-06-22,38.20000076293945
2009-06-23,39.752498626708984
2009-06-24,40.724998474121094
2009-06-25,41.45000076293945
2009-06-26,41.0724983215332
2009-06-29,42.23749923706055
2009-06-30,40.967498779296875
2009-07-01,40.994998931884766
2009-07-02,39.622501373291016
2009-07-06,37.057498931884766
2009-07-07,36.8224983215332
2009-07-08,31.420000076293945
2009-07-09,32.029998779296875
2009-07-10,31.139999389648438
2009-07-13,32.20000076293945
2009-07-14,33.025001525878906
2009-07-15,34.7400016784668
2009-07-16,35.3125
2009-07-17,36.3025016784668
2009-07-20,37.9275016784668
2009-07-21,37.48249816894531
2009-07-22,38.407501220703125
2009-07-23,39.84000015258789
2009-07-24,40.375
2009-07-27,40.6150016784668
2009-07-28,39.209999084472656
2009-07-29,38.02000045776367
2009-07-30,40.3849983215332
2009-07-31,41.89500045776367
2009-08-03,44.58000183105469
2009-08-04,43.497501373291016
2009-08-05,43.342498779296875
2009-08-06,41.66999816894531
2009-08-07,40.9275016784668
2009-08-10,38.880001068115234
2009-08-11,38.73749923706055
2009-08-12,38.95750045776367
2009-08-13,40.70750045776367
2009-08-14,39.5724983215332
2009-08-17,37.099998474121094
2009-08-18,38.275001525878906
2009-08-19,38.744998931884766
2009-08-20,38.46500015258789
2009-08-21,39.8125
2009-08-24,40.627498626708984
2009-08-25,40.38999938964844
2009-08-26,39.2599983215332
2009-08-27,39.34000015258789
2009-08-28,39.540000915527344
2009-08-31,38.790000915527344
2009-09-01,38.092498779296875
2009-09-02,37.73749923706055
2009-09-03,39.08250045776367
2009-09-04,39.962501525878906
2009-09-08,41.8849983215332
2009-09-09,41.880001068115234
2009-09-10,43.04999923706055
2009-09-11,43.5724983215332
2009-09-14,43.39250183105469
2009-09-15,44.1875
2009-09-16,45.657501220703125
2009-09-17,45.025001525878906
2009-09-18,44.76250076293945
2009-09-21,43.557498931884766
2009-09-22,44.78499984741211
2009-09-23,44.102500915527344
2009-09-24,42.779998779296875
2009-09-25,41.97249984741211
2009-09-28,42.849998474121094
2009-09-29,42.939998626708984
2009-09-30,42.5724983215332
2009-10-01,40.869998931884766
2009-10-02,40.220001220703125
2009-10-05,41.66999816894531
2009-10-06,43.505001068115234
2009-10-07,44.04999923706055
2009-10-08,45.630001068115234
2009-10-09,45.654998779296875
2009-10-12,45.3125
2009-10-13,45.61750030517578
2009-10-14,48.352500915527344
2009-10-15,48.48500061035156
2009-10-16,47.8125
2009-10-19,49.06999969482422
2009-10-20,48.557498931884766
2009-10-21,49.35499954223633
2009-10-22,49.564998626708984
2009-10-23,48.8025016784668
2009-10-26,48.029998779296875
2009-10-27,46.54999923706055
2009-10-28,43.57500076293945
2009-10-29,46.3849983215332
2009-10-30,44.50749969482422
2009-11-02,45.56999969482422
2009-11-03,46.43000030517578
2009-11-04,46.80500030517578
2009-11-05,47.64250183105469
2009-11-06,48.33250045776367
2009-11-09,51.182498931884766
2009-11-10,51.54499816894531
2009-11-11,52.162498474121094
2009-11-12,50.70000076293945
2009-11-13,52.51250076293945
2009-11-16,55.20000076293945
2009-11-17,55.4375
2009-11-18,55.0
2009-11-19,53.462501525878906
2009-11-20,52.974998474121094
2009-11-23,53.467498779296875
2009-11-24,52.467498779296875
2009-11-25,52.58000183105469
2009-11-27,51.119998931884766
2009-11-30,51.025001525878906
2009-12-01,52.92499923706055
2009-12-02,54.97249984741211
2009-12-03,52.54999923706055
2009-12-04,51.974998474121094
2009-12-07,51.852500915527344
2009-12-08,50.13750076293945
2009-12-09,51.42250061035156
2009-12-10,50.625
2009-12-11,50.95500183105469
2009-12-14,52.48249816894531
2009-12-15,51.0099983215332
2009-12-16,52.220001220703125
2009-12-17,50.650001525878906
2009-12-18,50.935001373291016
2009-12-21,51.04249954223633
2009-12-22,51.95000076293945
2009-12-23,52.962501525878906
2009-12-24,53.80500030517578
2009-12-28,53.3650016784668
2009-12-29,54.002498626708984
2009-12-30,54.619998931884766
2009-12-31,53.84749984741211
2010-01-04,56.02750015258789
2010-01-05,56.90250015258789
2010-01-06,58.63750076293945
2010-01-07,58.647499084472656
2010-01-08,59.29999923706055
2010-01-11,58.78499984741211
2010-01-12,57.037498474121094
2010-01-13,58.48500061035156
2010-01-14,59.46500015258789
2010-01-15,58.407501220703125
2010-01-19,59.95000076293945
2010-01-20,57.279998779296875
2010-01-21,53.244998931884766
2010-01-22,51.6974983215332
2010-01-25,52.474998474121094
2010-01-26,51.122501373291016
2010-01-27,50.94499969482422
2010-01-28,49.20000076293945
2010-01-29,48.505001068115234
2010-02-01,51.654998779296875
2010-02-02,52.724998474121094
2010-02-03,51.317501068115234
2010-02-04,48.23249816894531
2010-02-05,48.82500076293945
2010-02-08,46.89500045776367
2010-02-09,50.06999969482422
2010-02-10,49.79999923706055
2010-02-11,51.599998474121094
2010-02-12,50.76250076293945
2010-02-16,52.959999084472656
2010-02-17,53.8125
2010-02-18,53.9474983215332
2010-02-19,53.32500076293945
2010-02-22,53.6349983215332
2010-02-23,52.14250183105469
2010-02-24,51.462501525878906
2010-02-25,51.13750076293945
2010-02-26,51.95000076293945
2010-03-01,52.665000915527344
2010-03-02,53.20500183105469
2010-03-03,54.915000915527344
2010-03-04,54.54750061035156
2010-03-05,56.567501068115234
2010-03-08,56.125
2010-03-09,55.76750183105469
2010-03-10,56.125
2010-03-11,56.057498931884766
2010-03-12,56.20249938964844
2010-03-15,55.58250045776367
2010-03-16,56.67499923706055
2010-03-17,57.372501373291016
2010-03-18,56.91749954223633
2010-03-19,55.462501525878906
2010-03-22,56.537498474121094
2010-03-23,58.122501373291016
2010-03-24,57.60749816894531
2010-03-25,56.540000915527344
2010-03-26,57.77750015258789
2010-03-29,58.900001525878906
2010-03-30,59.38249969482422
2010-03-31,59.182498931884766
2010-04-01,61.07500076293945
2010-04-05,61.55500030517578
2010-04-06,61.5525016784668
2010-04-07,60.439998626708984
2010-04-08,60.587501525878906
2010-04-09,60.685001373291016
2010-04-12,60.64500045776367
2010-04-13,60.27750015258789
2010-04-14,61.599998474121094
2010-04-15,60.532501220703125
2010-04-16,58.74250030517578
2010-04-19,58.76250076293945
2010-04-20,58.375
2010-04-21,57.560001373291016
2010-04-22,57.502498626708984
2010-04-23,58.217498779296875
2010-04-26,58.57749938964844
2010-04-27,54.907501220703125
2010-04-28,54.54249954223633
2010-04-29,53.974998474121094
2010-04-30,50.86000061035156
2010-05-03,47.91999816894531
2010-05-04,48.029998779296875
2010-05-05,48.27000045776367
2010-05-06,45.36000061035156
2010-05-07,45.93000030517578
2010-05-10,49.83000183105469
2010-05-11,48.470001220703125
2010-05-12,49.16999816894531
2010-05-13,49.060001373291016
2010-05-14,47.13999938964844
2010-05-17,45.630001068115234
2010-05-18,44.72999954223633
2010-05-19,43.68000030517578
2010-05-20,39.869998931884766
2010-05-21,42.47999954223633
2010-05-24,42.08000183105469
2010-05-25,42.86000061035156
2010-05-26,43.33000183105469
2010-05-27,47.310001373291016
2010-05-28,46.099998474121094
2010-06-01,44.75
2010-06-02,46.709999084472656
2010-06-03,46.36000061035156
2010-06-04,43.880001068115234
2010-06-07,43.279998779296875
2010-06-08,44.900001525878906
2010-06-09,44.7599983215332
2010-06-10,48.18000030517578
2010-06-11,47.290000915527344
2010-06-14,47.9900016784668
2010-06-15,49.95000076293945
2010-06-16,49.58000183105469
2010-06-17,49.20000076293945
2010-06-18,49.470001220703125
2010-06-21,50.709999084472656
2010-06-22,49.88999938964844
2010-06-23,51.04999923706055
2010-06-24,48.9900016784668
2010-06-25,48.779998779296875
2010-06-28,48.400001525878906
2010-06-29,45.41999816894531
2010-06-30,43.599998474121094
2010-07-01,44.2599983215332
2010-07-02,44.33000183105469
2010-07-06,45.47999954223633
2010-07-07,46.880001068115234
2010-07-08,47.279998779296875
2010-07-09,48.290000915527344
2010-07-12,46.88999938964844
2010-07-13,47.54999923706055
2010-07-14,47.58000183105469
2010-07-15,47.119998931884766
2010-07-16,45.7599983215332
2010-07-19,46.540000915527344
2010-07-20,49.13999938964844
2010-07-21,48.540000915527344
2010-07-22,50.61000061035156
2010-07-23,51.95000076293945
2010-07-26,51.970001220703125
2010-07-27,52.38999938964844
2010-07-28,52.38999938964844
2010-07-29,52.380001068115234
2010-07-30,51.91999816894531
2010-08-02,54.650001525878906
2010-08-03,54.599998474121094
2010-08-04,54.720001220703125
2010-08-05,54.849998474121094
2010-08-06,55.189998626708984
2010-08-09,55.119998931884766
2010-08-10,53.90999984741211
2010-08-11,50.88999938964844
2010-08-12,50.630001068115234
2010-08-13,51.0
2010-08-16,51.849998474121094
2010-08-17,52.86000061035156
2010-08-18,52.709999084472656
2010-08-19,51.529998779296875
2010-08-20,51.04999923706055
2010-08-23,50.84000015258789
2010-08-24,47.93000030517578
2010-08-25,48.599998474121094
2010-08-26,48.68000030517578
2010-08-27,50.40999984741211
2010-08-30,49.279998779296875
2010-08-31,50.43000030517578
2010-09-01,54.11000061035156
2010-09-02,54.02000045776367
2010-09-03,54.88999938964844
2010-09-07,53.029998779296875
2010-09-08,53.5
2010-09-09,54.290000915527344
2010-09-10,54.220001220703125
2010-09-13,55.790000915527344
2010-09-14,56.0099983215332
2010-09-15,56.02000045776367
2010-09-16,55.83000183105469
2010-09-17,55.7400016784668
2010-09-20,56.34000015258789
2010-09-21,56.220001220703125
2010-09-22,57.150001525878906
2010-09-23,56.810001373291016
2010-09-24,58.689998626708984
2010-09-27,58.47999954223633
2010-09-28,59.599998474121094
2010-09-29,59.279998779296875
2010-09-30,58.72999954223633
2010-10-01,59.83000183105469
2010-10-04,58.59000015258789
2010-10-05,60.709999084472656
2010-10-06,62.349998474121094
2010-10-07,61.58000183105469
2010-10-08,62.779998779296875
2010-10-11,62.16999816894531
2010-10-12,61.439998626708984
2010-10-13,64.05999755859375
2010-10-14,65.88999938964844
2010-10-15,66.41000366210938
2010-10-18,65.44000244140625
2010-10-19,62.060001373291016
2010-10-20,64.36000061035156
2010-10-21,64.47000122070312
2010-10-22,64.36000061035156
2010-10-25,66.06999969482422
2010-10-26,66.11000061035156
2010-10-27,64.72000122070312
2010-10-28,65.20999908447266
2010-10-29,65.12000274658203
2010-11-01,65.23999786376953
2010-11-02,66.62999725341797
2010-11-03,66.77999877929688
2010-11-04,70.5199966430664
2010-11-05,70.80000305175781
2010-11-08,70.62000274658203
2010-11-09,70.51000213623047
2010-11-10,70.77999877929688
2010-11-11,71.4800033569336
2010-11-12,69.48999786376953
2010-11-15,69.2300033569336
2010-11-16,66.30000305175781
2010-11-17,65.76000213623047
2010-11-18,68.70999908447266
2010-11-19,68.01000213623047
2010-11-22,67.75
2010-11-23,65.0199966430664
2010-11-24,66.44999694824219
2010-11-26,65.51000213623047
2010-11-29,64.44999694824219
2010-11-30,64.12999725341797
2010-12-01,66.52999877929688
2010-12-02,68.94000244140625
2010-12-03,70.08000183105469
2010-12-06,70.30999755859375
2010-12-07,71.0199966430664
2010-12-08,69.62999725341797
2010-12-09,69.7300033569336
2010-12-10,70.2699966430664
2010-12-13,71.19999694824219
2010-12-14,70.3499984741211
2010-12-15,68.93000030517578
2010-12-16,69.94999694824219
2010-12-17,69.5
2010-12-20,69.08000183105469
2010-12-21,70.72000122070312
2010-12-22,70.97000122070312
2010-12-23,70.38999938964844
2010-12-27,69.5999984741211
2010-12-28,70.02999877929688
2010-12-29,70.81999969482422
2010-12-30,71.33000183105469
2010-12-31,71.66000366210938
2011-01-03,71.5999984741211
2011-01-04,71.08000183105469
2011-01-05,69.98999786376953
2011-01-06,68.66999816894531
2011-01-07,68.9800033569336
2011-01-10,68.86000061035156
2011-01-11,69.98999786376953
2011-01-12,71.83999633789062
2011-01-13,71.11000061035156
2011-01-14,71.05000305175781
2011-01-18,71.72000122070312
2011-01-19,70.22000122070312
2011-01-20,68.25
2011-01-21,68.19999694824219
2011-01-24,70.52999877929688
2011-01-25,68.56999969482422
2011-01-26,71.0999984741211
2011-01-27,70.69999694824219
2011-01-28,68.02999877929688
2011-01-31,69.4800033569336
2011-02-01,71.2300033569336
2011-02-02,73.19999694824219
2011-02-03,73.58999633789062
2011-02-04,73.13999938964844
2011-02-07,74.16999816894531
2011-02-08,76.62999725341797
2011-02-09,75.18000030517578
2011-02-10,74.08999633789062
2011-02-11,74.2699966430664
2011-02-14,75.9000015258789
2011-02-15,73.69000244140625
2011-02-16,73.44999694824219
2011-02-17,73.26000213623047
2011-02-18,71.54000091552734
2011-02-22,69.37999725341797
2011-02-23,68.52999877929688
2011-02-24,68.12000274658203
2011-02-25,69.56999969482422
2011-02-28,71.08000183105469
2011-03-01,69.87000274658203
2011-03-02,69.97000122070312
2011-03-03,71.5199966430664
2011-03-04,70.52999877929688
2011-03-07,68.33000183105469
2011-03-08,67.47000122070312
2011-03-09,66.73999786376953
2011-03-10,63.56999969482422
2011-03-11,64.54000091552734
2011-03-14,65.12000274658203
2011-03-15,64.44000244140625
2011-03-16,62.0
2011-03-17,64.61000061035156
2011-03-18,65.20999908447266
2011-03-21,66.75
2011-03-22,66.12999725341797
2011-03-23,67.5199966430664
2011-03-24,68.58999633789062
2011-03-25,68.2699966430664
2011-03-28,68.16999816894531
2011-03-29,70.12000274658203
2011-03-30,71.55999755859375
2011-03-31,71.12000274658203
2011-04-01,71.69999694824219
2011-04-04,72.63999938964844
2011-04-05,72.30999755859375
2011-04-06,72.97000122070312
2011-04-07,72.41999816894531
2011-04-08,73.93000030517578
2011-04-11,73.81999969482422
2011-04-12,72.12999725341797
2011-04-13,71.66000366210938
2011-04-14,71.69999694824219
2011-04-15,70.91000366210938
2011-04-18,69.08999633789062
2011-04-19,70.02999877929688
2011-04-20,71.83999633789062
2011-04-21,73.13999938964844
2011-04-25,72.70999908447266
2011-04-26,72.87999725341797
2011-04-27,73.30000305175781
2011-04-28,72.76000213623047
2011-04-29,73.20999908447266
2011-05-02,72.33000183105469
2011-05-03,70.06999969482422
2011-05-04,68.87000274658203
2011-05-05,66.73999786376953
2011-05-06,67.48999786376953
2011-05-09,69.08000183105469
2011-05-10,69.66000366210938
2011-05-11,67.77999877929688
2011-05-12,67.69999694824219
2011-05-13,66.2300033569336
2011-05-16,66.95999908447266
2011-05-17,67.38999938964844
2011-05-18,68.22000122070312
2011-05-19,67.41000366210938
2011-05-20,66.58999633789062
2011-05-23,65.55000305175781
2011-05-24,66.55000305175781
2011-05-25,67.52999877929688
2011-05-26,68.72000122070312
2011-05-27,69.58999633789062
