,CHNGU
2019-06-27,56.2599983215332
2019-06-28,56.29999923706055
2019-07-01,56.029998779296875
2019-07-02,56.279998779296875
2019-07-03,56.66999816894531
2019-07-05,57.28499984741211
2019-07-08,56.56999969482422
2019-07-09,56.75
2019-07-10,57.25
2019-07-11,56.58399963378906
2019-07-12,56.66600036621094
2019-07-15,56.52000045776367
2019-07-16,55.15999984741211
2019-07-17,54.40999984741211
2019-07-18,53.25
2019-07-19,52.90999984741211
2019-07-22,54.099998474121094
2019-07-23,55.79999923706055
2019-07-24,55.08000183105469
2019-07-25,55.22999954223633
2019-07-26,55.70000076293945
2019-07-29,55.38999938964844
2019-07-30,54.209999084472656
2019-07-31,54.0099983215332
2019-08-01,52.970001220703125
2019-08-02,51.869998931884766
2019-08-05,51.77000045776367
2019-08-06,52.34000015258789
2019-08-07,51.79999923706055
2019-08-08,52.36000061035156
2019-08-09,51.7599983215332
2019-08-12,51.5
2019-08-13,48.849998474121094
2019-08-14,52.130001068115234
2019-08-15,54.72800064086914
2019-08-16,56.13999938964844
2019-08-19,58.11000061035156
2019-08-20,57.33000183105469
2019-08-21,57.52000045776367
2019-08-22,56.560001373291016
2019-08-23,55.369998931884766
2019-08-26,54.88999938964844
2019-08-27,53.349998474121094
2019-08-28,53.77000045776367
2019-08-29,54.38999938964844
2019-08-30,54.7400016784668
2019-09-03,53.90999984741211
2019-09-04,54.060001373291016
2019-09-05,53.779998779296875
2019-09-06,51.619998931884766
2019-09-09,48.439998626708984
2019-09-10,47.25
2019-09-11,49.66999816894531
2019-09-12,51.9900016784668
2019-09-13,53.0099983215332
2019-09-16,52.86000061035156
2019-09-17,52.45000076293945
2019-09-18,50.16999816894531
2019-09-19,50.47999954223633
2019-09-20,51.70000076293945
2019-09-23,51.15999984741211
2019-09-24,50.7599983215332
2019-09-25,49.349998474121094
2019-09-26,48.70000076293945
2019-09-27,47.02000045776367
2019-09-30,47.720001220703125
2019-10-01,48.41999816894531
2019-10-02,47.20000076293945
2019-10-03,46.72999954223633
2019-10-04,47.650001525878906
2019-10-07,47.91999816894531
2019-10-08,46.95000076293945
2019-10-09,47.56999969482422
2019-10-10,49.20000076293945
2019-10-11,49.63999938964844
2019-10-14,48.244998931884766
2019-10-15,49.459999084472656
2019-10-16,49.779998779296875
2019-10-17,50.04999923706055
2019-10-18,50.18000030517578
2019-10-21,50.18000030517578
2019-10-22,50.41999816894531
2019-10-23,49.77000045776367
2019-10-24,49.83599853515625
2019-10-25,50.060001373291016
2019-10-28,49.77000045776367
2019-10-29,49.869998931884766
2019-10-30,50.060001373291016
2019-10-31,50.529998779296875
2019-11-01,51.47999954223633
2019-11-04,50.0
2019-11-05,49.81999969482422
2019-11-06,49.52000045776367
2019-11-07,49.529998779296875
2019-11-08,50.540000915527344
2019-11-11,50.720001220703125
2019-11-12,50.70000076293945
2019-11-13,50.61000061035156
2019-11-14,53.0099983215332
2019-11-15,51.86000061035156
2019-11-18,50.470001220703125
2019-11-19,51.22999954223633
2019-11-20,51.13999938964844
2019-11-21,51.36000061035156
2019-11-22,51.2599983215332
2019-11-25,50.9900016784668
2019-11-26,51.86000061035156
2019-11-27,52.38999938964844
2019-11-29,51.84000015258789
2019-12-02,51.939998626708984
2019-12-03,51.58599853515625
2019-12-04,50.9900016784668
2019-12-05,51.37799835205078
2019-12-06,53.90999984741211
2019-12-09,53.62300109863281
2019-12-10,53.70000076293945
2019-12-11,53.83599853515625
2019-12-12,52.959999084472656
2019-12-13,52.130001068115234
2019-12-16,52.33100128173828
2019-12-17,53.709999084472656
2019-12-18,55.709999084472656
2019-12-19,55.20000076293945
2019-12-20,56.16999816894531
2019-12-23,57.849998474121094
2019-12-24,57.900001525878906
2019-12-26,57.900001525878906
2019-12-27,59.20000076293945
2019-12-30,59.20000076293945
2019-12-31,59.9900016784668
2020-01-02,59.13999938964844
2020-01-03,58.40999984741211
2020-01-06,57.790000915527344
2020-01-07,58.03499984741211
2020-01-08,58.31999969482422
2020-01-09,57.89400100708008
2020-01-10,58.099998474121094
2020-01-13,58.29999923706055
2020-01-14,60.68000030517578
2020-01-15,59.0260009765625
2020-01-16,59.849998474121094
2020-01-17,61.0099983215332
2020-01-21,62.56999969482422
2020-01-22,61.900001525878906
2020-01-23,60.59000015258789
2020-01-24,58.900001525878906
2020-01-27,59.279998779296875
2020-01-28,58.650001525878906
2020-01-29,58.33000183105469
2020-01-30,58.45000076293945
2020-01-31,57.36000061035156
2020-02-03,56.810001373291016
2020-02-04,57.88999938964844
2020-02-05,57.65999984741211
2020-02-06,59.65999984741211
2020-02-07,59.130001068115234
2020-02-10,57.18000030517578
2020-02-11,57.0
2020-02-12,57.18000030517578
2020-02-13,57.84000015258789
2020-02-14,58.13999938964844
2020-02-18,58.22999954223633
2020-02-19,57.34600067138672
2020-02-20,57.70000076293945
2020-02-21,58.54999923706055
2020-02-24,56.93000030517578
2020-02-25,55.220001220703125
2020-02-26,54.849998474121094
2020-02-27,53.13999938964844
2020-02-28,51.810001373291016
2020-03-02,53.599998474121094
2020-03-03,52.9900016784668
2020-03-04,52.790000915527344
2020-03-05,50.83000183105469
2020-03-06,49.93000030517578
2020-03-09,45.290000915527344
2020-03-10,50.0
2020-03-11,50.08000183105469
2020-03-12,42.279998779296875
2020-03-13,46.4900016784668
2020-03-16,39.678001403808594
2020-03-17,36.41999816894531
2020-03-18,34.04999923706055
2020-03-19,34.380001068115234
2020-03-20,32.29999923706055
2020-03-23,32.689998626708984
2020-03-24,35.88999938964844
2020-03-25,43.0099983215332
2020-03-26,41.54999923706055
2020-03-27,40.40999984741211
2020-03-30,40.40999984741211
2020-03-31,40.709999084472656
2020-04-01,38.42499923706055
2020-04-02,38.34000015258789
2020-04-03,38.540000915527344
2020-04-06,39.09000015258789
2020-04-07,41.93000030517578
2020-04-08,43.9900016784668
2020-04-09,43.91999816894531
2020-04-13,43.91999816894531
2020-04-14,42.11000061035156
2020-04-15,43.0
2020-04-16,43.0
2020-04-17,43.5099983215332
2020-04-20,44.25
2020-04-21,42.060001373291016
2020-04-22,41.099998474121094
2020-04-23,42.290000915527344
2020-04-24,41.900001525878906
2020-04-27,43.689998626708984
2020-04-28,44.310001373291016
2020-04-29,46.16999816894531
2020-04-30,46.2599983215332
2020-05-01,43.209999084472656
2020-05-04,44.41999816894531
2020-05-05,45.29999923706055
2020-05-06,43.939998626708984
2020-05-07,45.09000015258789
2020-05-08,44.91999816894531
2020-05-11,45.290000915527344
2020-05-12,44.36000061035156
2020-05-13,42.2400016784668
2020-05-14,42.07699966430664
2020-05-15,42.189998626708984
2020-05-18,46.029998779296875
2020-05-19,46.150001525878906
2020-05-20,46.150001525878906
2020-05-21,47.75
2020-05-22,47.77000045776367
2020-05-26,48.54999923706055
2020-05-27,48.43000030517578
2020-05-28,48.0
2020-05-29,48.75
2020-06-01,48.65999984741211
2020-06-02,48.22999954223633
2020-06-03,49.31999969482422
2020-06-04,46.45000076293945
2020-06-05,47.66299819946289
2020-06-08,47.75
2020-06-09,47.369998931884766
2020-06-10,46.45100021362305
2020-06-11,42.7400016784668
2020-06-12,41.650001525878906
2020-06-15,43.4900016784668
2020-06-16,44.88999938964844
2020-06-17,45.93000030517578
2020-06-18,45.400001525878906
2020-06-19,47.14699935913086
2020-06-22,46.150001525878906
2020-06-23,46.150001525878906
2020-06-24,43.939998626708984
2020-06-25,43.95000076293945
2020-06-26,43.540000915527344
2020-06-29,42.66999816894531
2020-06-30,43.93000030517578
2020-07-01,42.369998931884766
2020-07-02,42.86000061035156
2020-07-06,42.18000030517578
2020-07-07,41.71500015258789
2020-07-08,41.459999084472656
2020-07-09,39.97999954223633
2020-07-10,40.189998626708984
2020-07-13,40.41999816894531
2020-07-14,41.75
2020-07-15,42.95000076293945
2020-07-16,42.470001220703125
2020-07-17,42.02799987792969
2020-07-20,42.93000030517578
2020-07-21,42.779998779296875
2020-07-22,44.22999954223633
2020-07-23,44.40999984741211
2020-07-24,44.709999084472656
2020-07-27,46.040000915527344
2020-07-28,45.42599868774414
2020-07-29,45.470001220703125
2020-07-30,45.189998626708984
2020-07-31,45.220001220703125
2020-08-03,45.63999938964844
2020-08-04,46.79999923706055
2020-08-05,46.89500045776367
2020-08-06,49.40999984741211
2020-08-07,48.20000076293945
2020-08-10,49.18000030517578
2020-08-11,49.0
2020-08-12,48.0
2020-08-13,48.70000076293945
2020-08-14,48.47999954223633
2020-08-17,48.72999954223633
2020-08-18,48.619998931884766
2020-08-19,48.93000030517578
2020-08-20,48.93000030517578
2020-08-21,48.93000030517578
2020-08-24,49.439998626708984
2020-08-25,49.400001525878906
2020-08-26,51.18000030517578
2020-08-27,51.189998626708984
2020-08-28,52.290000915527344
2020-08-31,52.18000030517578
2020-09-01,52.560001373291016
2020-09-02,53.869998931884766
2020-09-03,52.31999969482422
2020-09-04,51.880001068115234
