,FAB
2007-05-11,29.969999313354492
2007-05-14,29.969999313354492
2007-05-15,29.969999313354492
2007-05-16,29.969999313354492
2007-05-17,29.969999313354492
2007-05-18,29.969999313354492
2007-05-21,29.969999313354492
2007-05-22,29.969999313354492
2007-05-23,30.549999237060547
2007-05-24,30.549999237060547
2007-05-25,30.09000015258789
2007-05-29,30.09000015258789
2007-05-30,30.09000015258789
2007-05-31,30.09000015258789
2007-06-01,30.780000686645508
2007-06-04,30.850000381469727
2007-06-05,30.850000381469727
2007-06-06,30.850000381469727
2007-06-07,30.850000381469727
2007-06-08,29.979999542236328
2007-06-11,30.0
2007-06-12,30.0
2007-06-13,30.0
2007-06-14,30.0
2007-06-15,30.610000610351562
2007-06-18,30.610000610351562
2007-06-19,30.459999084472656
2007-06-20,30.459999084472656
2007-06-21,30.25
2007-06-22,29.959999084472656
2007-06-25,29.81999969482422
2007-06-26,29.709999084472656
2007-06-27,29.520000457763672
2007-06-28,29.520000457763672
2007-06-29,30.010000228881836
2007-07-02,30.200000762939453
2007-07-03,30.200000762939453
2007-07-05,30.34000015258789
2007-07-06,30.450000762939453
2007-07-09,30.450000762939453
2007-07-10,30.18000030517578
2007-07-11,30.18000030517578
2007-07-12,30.459999084472656
2007-07-13,30.459999084472656
2007-07-16,30.530000686645508
2007-07-17,30.719999313354492
2007-07-18,30.719999313354492
2007-07-19,30.719999313354492
2007-07-20,30.3700008392334
2007-07-23,30.280000686645508
2007-07-24,30.280000686645508
2007-07-25,30.280000686645508
2007-07-26,28.989999771118164
2007-07-27,28.59000015258789
2007-07-30,28.59000015258789
2007-07-31,28.59000015258789
2007-08-01,28.0
2007-08-02,28.190000534057617
2007-08-03,27.399999618530273
2007-08-06,26.920000076293945
2007-08-07,27.8700008392334
2007-08-08,27.600000381469727
2007-08-09,27.469999313354492
2007-08-10,27.709999084472656
2007-08-13,27.709999084472656
2007-08-14,27.6200008392334
2007-08-15,26.59000015258789
2007-08-16,26.81999969482422
2007-08-17,27.270000457763672
2007-08-20,27.459999084472656
2007-08-21,27.530000686645508
2007-08-22,27.709999084472656
2007-08-23,27.780000686645508
2007-08-24,28.100000381469727
2007-08-27,27.809999465942383
2007-08-28,27.420000076293945
2007-08-29,27.68000030517578
2007-08-30,27.68000030517578
2007-08-31,27.770000457763672
2007-09-04,28.200000762939453
2007-09-05,27.700000762939453
2007-09-06,27.610000610351562
2007-09-07,27.229999542236328
2007-09-10,27.229999542236328
2007-09-11,27.229999542236328
2007-09-12,27.229999542236328
2007-09-13,27.440000534057617
2007-09-14,27.200000762939453
2007-09-17,27.200000762939453
2007-09-18,27.440000534057617
2007-09-19,27.440000534057617
2007-09-20,27.440000534057617
2007-09-21,28.34000015258789
2007-09-24,28.1200008392334
2007-09-25,27.639999389648438
2007-09-26,28.010000228881836
2007-09-27,28.010000228881836
2007-09-28,28.010000228881836
2007-10-01,28.010000228881836
2007-10-02,28.540000915527344
2007-10-03,28.540000915527344
2007-10-04,28.510000228881836
2007-10-05,28.510000228881836
2007-10-08,28.670000076293945
2007-10-09,28.670000076293945
2007-10-10,28.739999771118164
2007-10-11,28.6200008392334
2007-10-12,28.6200008392334
2007-10-15,28.6200008392334
2007-10-16,28.059999465942383
2007-10-17,27.950000762939453
2007-10-18,27.809999465942383
2007-10-19,27.239999771118164
2007-10-22,27.260000228881836
2007-10-23,27.3700008392334
2007-10-24,27.18000030517578
2007-10-25,27.18000030517578
2007-10-26,27.18000030517578
2007-10-29,27.65999984741211
2007-10-30,27.68000030517578
2007-10-31,27.780000686645508
2007-11-01,27.15999984741211
2007-11-02,26.969999313354492
2007-11-05,26.65999984741211
2007-11-06,26.920000076293945
2007-11-07,26.229999542236328
2007-11-08,26.459999084472656
2007-11-09,26.389999389648438
2007-11-12,26.09000015258789
2007-11-13,26.809999465942383
2007-11-14,26.739999771118164
2007-11-15,26.219999313354492
2007-11-16,26.0
2007-11-19,26.0
2007-11-20,26.0
2007-11-21,25.299999237060547
2007-11-23,25.299999237060547
2007-11-26,25.079999923706055
2007-11-27,25.280000686645508
2007-11-28,25.950000762939453
2007-11-29,25.850000381469727
2007-11-30,26.139999389648438
2007-12-03,26.020000457763672
2007-12-04,25.850000381469727
2007-12-05,26.239999771118164
2007-12-06,26.760000228881836
2007-12-07,26.829999923706055
2007-12-10,27.149999618530273
2007-12-11,26.290000915527344
2007-12-12,26.290000915527344
2007-12-13,26.290000915527344
2007-12-14,26.290000915527344
2007-12-17,26.290000915527344
2007-12-18,25.6200008392334
2007-12-19,25.6200008392334
2007-12-20,25.75
2007-12-21,26.1299991607666
2007-12-24,26.329999923706055
2007-12-26,26.360000610351562
2007-12-27,26.020000457763672
2007-12-28,25.979999542236328
2007-12-31,25.979999542236328
2008-01-02,25.399999618530273
2008-01-03,25.399999618530273
2008-01-04,25.399999618530273
2008-01-07,24.219999313354492
2008-01-08,24.219999313354492
2008-01-09,23.479999542236328
2008-01-10,24.0
2008-01-11,24.020000457763672
2008-01-14,24.020000457763672
2008-01-15,23.479999542236328
2008-01-16,23.989999771118164
2008-01-17,23.270000457763672
2008-01-18,22.809999465942383
2008-01-22,23.010000228881836
2008-01-23,22.5
2008-01-24,22.5
2008-01-25,23.959999084472656
2008-01-28,24.31999969482422
2008-01-29,24.639999389648438
2008-01-30,26.270000457763672
2008-01-31,25.65999984741211
2008-02-01,25.889999389648438
2008-02-04,25.8799991607666
2008-02-05,25.8799991607666
2008-02-06,24.8700008392334
2008-02-07,25.1299991607666
2008-02-08,24.90999984741211
2008-02-11,25.010000228881836
2008-02-12,25.229999542236328
2008-02-13,25.3799991607666
2008-02-14,25.1299991607666
2008-02-15,24.8799991607666
2008-02-19,25.309999465942383
2008-02-20,25.260000228881836
2008-02-21,25.389999389648438
2008-02-22,24.950000762939453
2008-02-25,25.170000076293945
2008-02-26,25.68000030517578
2008-02-27,25.639999389648438
2008-02-28,25.040000915527344
2008-02-29,24.25
2008-03-03,24.100000381469727
2008-03-04,23.950000762939453
2008-03-05,24.149999618530273
2008-03-06,24.149999618530273
2008-03-07,21.3799991607666
2008-03-10,22.959999084472656
2008-03-11,23.40999984741211
2008-03-12,23.56999969482422
2008-03-13,23.84000015258789
2008-03-14,23.1200008392334
2008-03-17,23.040000915527344
2008-03-18,23.040000915527344
2008-03-19,23.350000381469727
2008-03-20,23.899999618530273
2008-03-24,24.65999984741211
2008-03-25,24.65999984741211
2008-03-26,24.65999984741211
2008-03-27,24.65999984741211
2008-03-28,23.75
2008-03-31,23.75
2008-04-01,23.75
2008-04-02,25.010000228881836
2008-04-03,24.920000076293945
2008-04-04,24.899999618530273
2008-04-07,24.899999618530273
2008-04-08,24.719999313354492
2008-04-09,24.469999313354492
2008-04-10,24.469999313354492
2008-04-11,24.469999313354492
2008-04-14,24.469999313354492
2008-04-15,23.899999618530273
2008-04-16,24.56999969482422
2008-04-17,24.56999969482422
2008-04-18,24.81999969482422
2008-04-21,24.75
2008-04-22,24.420000076293945
2008-04-23,24.420000076293945
2008-04-24,24.290000915527344
2008-04-25,24.290000915527344
2008-04-28,25.020000457763672
2008-04-29,25.020000457763672
2008-04-30,25.200000762939453
2008-05-01,25.200000762939453
2008-05-02,25.579999923706055
2008-05-05,25.329999923706055
2008-05-06,25.329999923706055
2008-05-07,25.520000457763672
2008-05-08,25.520000457763672
2008-05-09,24.8799991607666
2008-05-12,24.8799991607666
2008-05-13,25.6200008392334
2008-05-14,26.010000228881836
2008-05-15,25.799999237060547
2008-05-16,25.799999237060547
2008-05-19,26.110000610351562
2008-05-20,25.899999618530273
2008-05-21,25.889999389648438
2008-05-22,25.739999771118164
2008-05-23,25.270000457763672
2008-05-27,25.270000457763672
2008-05-28,25.489999771118164
2008-05-29,25.489999771118164
2008-05-30,25.8799991607666
2008-06-02,25.43000030517578
2008-06-03,25.420000076293945
2008-06-04,25.799999237060547
2008-06-05,26.079999923706055
2008-06-06,26.079999923706055
2008-06-09,25.290000915527344
2008-06-10,25.139999389648438
2008-06-11,24.709999084472656
2008-06-12,24.809999465942383
2008-06-13,24.969999313354492
2008-06-16,24.969999313354492
2008-06-17,24.950000762939453
2008-06-18,24.59000015258789
2008-06-19,24.6200008392334
2008-06-20,24.219999313354492
2008-06-23,24.219999313354492
2008-06-24,23.860000610351562
2008-06-25,23.860000610351562
2008-06-26,23.309999465942383
2008-06-27,23.059999465942383
2008-06-30,23.030000686645508
2008-07-01,22.780000686645508
2008-07-02,22.309999465942383
2008-07-03,22.309999465942383
2008-07-07,22.309999465942383
2008-07-08,21.969999313354492
2008-07-09,21.969999313354492
2008-07-10,21.969999313354492
2008-07-11,21.31999969482422
2008-07-14,21.34000015258789
2008-07-15,21.219999313354492
2008-07-16,21.600000381469727
2008-07-17,21.600000381469727
2008-07-18,22.84000015258789
2008-07-21,22.829999923706055
2008-07-22,22.989999771118164
2008-07-23,23.600000381469727
2008-07-24,23.3799991607666
2008-07-25,22.979999542236328
2008-07-28,22.979999542236328
2008-07-29,22.979999542236328
2008-07-30,23.049999237060547
2008-07-31,23.229999542236328
2008-08-01,23.31999969482422
2008-08-04,22.829999923706055
2008-08-05,23.600000381469727
2008-08-06,24.010000228881836
2008-08-07,23.489999771118164
2008-08-08,24.3700008392334
2008-08-11,24.93000030517578
2008-08-12,24.520000457763672
2008-08-13,24.530000686645508
2008-08-14,24.600000381469727
2008-08-15,24.780000686645508
2008-08-18,24.40999984741211
2008-08-19,23.809999465942383
2008-08-20,23.860000610351562
2008-08-21,23.860000610351562
2008-08-22,24.209999084472656
2008-08-25,24.209999084472656
2008-08-26,23.56999969482422
2008-08-27,23.959999084472656
2008-08-28,24.43000030517578
2008-08-29,24.309999465942383
2008-09-02,24.309999465942383
2008-09-03,24.670000076293945
