,BILI
2019-01-03,12.949999809265137
2019-01-04,13.699999809265137
2019-01-07,14.270000457763672
2019-01-08,14.779999732971191
2019-01-09,15.75
2019-01-10,16.260000228881836
2019-01-11,15.359999656677246
2019-01-14,15.0600004196167
2019-01-15,15.510000228881836
2019-01-16,16.030000686645508
2019-01-17,16.530000686645508
2019-01-18,16.709999084472656
2019-01-22,15.930000305175781
2019-01-23,15.949999809265137
2019-01-24,16.889999389648438
2019-01-25,17.440000534057617
2019-01-28,17.979999542236328
2019-01-29,17.84000015258789
2019-01-30,17.760000228881836
2019-01-31,18.40999984741211
2019-02-01,17.829999923706055
2019-02-04,17.700000762939453
2019-02-05,18.209999084472656
2019-02-06,18.209999084472656
2019-02-07,17.18000030517578
2019-02-08,17.459999084472656
2019-02-11,17.290000915527344
2019-02-12,17.860000610351562
2019-02-13,18.200000762939453
2019-02-14,18.920000076293945
2019-02-15,17.739999771118164
2019-02-19,17.799999237060547
2019-02-20,18.309999465942383
2019-02-21,18.139999389648438
2019-02-22,19.479999542236328
2019-02-25,20.260000228881836
2019-02-26,19.729999542236328
2019-02-27,19.860000610351562
2019-02-28,18.979999542236328
2019-03-01,17.979999542236328
2019-03-04,18.81999969482422
2019-03-05,19.139999389648438
2019-03-06,18.65999984741211
2019-03-07,17.799999237060547
2019-03-08,17.940000534057617
2019-03-11,18.600000381469727
2019-03-12,18.899999618530273
2019-03-13,18.200000762939453
2019-03-14,18.5
2019-03-15,18.709999084472656
2019-03-18,18.5
2019-03-19,18.649999618530273
2019-03-20,17.75
2019-03-21,17.709999084472656
2019-03-22,17.209999084472656
2019-03-25,17.59000015258789
2019-03-26,17.700000762939453
2019-03-27,17.709999084472656
2019-03-28,18.100000381469727
2019-03-29,18.950000762939453
2019-04-01,18.799999237060547
2019-04-02,18.049999237060547
2019-04-03,18.079999923706055
2019-04-04,17.229999542236328
2019-04-05,18.020000457763672
2019-04-08,17.90999984741211
2019-04-09,17.84000015258789
2019-04-10,17.6299991607666
2019-04-11,17.469999313354492
2019-04-12,18.31999969482422
2019-04-15,17.18000030517578
2019-04-16,17.100000381469727
2019-04-17,16.93000030517578
2019-04-18,17.450000762939453
2019-04-22,17.719999313354492
2019-04-23,17.729999542236328
2019-04-24,17.770000457763672
2019-04-25,17.489999771118164
2019-04-26,17.780000686645508
2019-04-29,17.68000030517578
2019-04-30,17.799999237060547
2019-05-01,17.829999923706055
2019-05-02,17.719999313354492
2019-05-03,18.190000534057617
2019-05-06,17.399999618530273
2019-05-07,17.09000015258789
2019-05-08,17.139999389648438
2019-05-09,17.139999389648438
2019-05-10,17.100000381469727
2019-05-13,16.209999084472656
2019-05-14,15.390000343322754
2019-05-15,15.529999732971191
2019-05-16,15.8100004196167
2019-05-17,15.350000381469727
2019-05-20,14.579999923706055
2019-05-21,14.770000457763672
2019-05-22,14.6899995803833
2019-05-23,14.319999694824219
2019-05-24,14.050000190734863
2019-05-28,14.010000228881836
2019-05-29,13.779999732971191
2019-05-30,13.890000343322754
2019-05-31,13.5
2019-06-03,13.479999542236328
2019-06-04,14.109999656677246
2019-06-05,13.989999771118164
2019-06-06,14.170000076293945
2019-06-07,14.800000190734863
2019-06-10,15.0600004196167
2019-06-11,14.920000076293945
2019-06-12,14.6899995803833
2019-06-13,14.479999542236328
2019-06-14,14.270000457763672
2019-06-17,14.359999656677246
2019-06-18,15.15999984741211
2019-06-19,15.1899995803833
2019-06-20,15.579999923706055
2019-06-21,15.4399995803833
2019-06-24,16.06999969482422
2019-06-25,15.640000343322754
2019-06-26,15.970000267028809
2019-06-27,16.100000381469727
2019-06-28,16.270000457763672
2019-07-01,16.479999542236328
2019-07-02,16.610000610351562
2019-07-03,16.6299991607666
2019-07-05,16.739999771118164
2019-07-08,16.559999465942383
2019-07-09,16.600000381469727
2019-07-10,16.59000015258789
2019-07-11,16.469999313354492
2019-07-12,16.399999618530273
2019-07-15,16.450000762939453
2019-07-16,16.06999969482422
2019-07-17,15.579999923706055
2019-07-18,15.529999732971191
2019-07-19,15.539999961853027
2019-07-22,15.5600004196167
2019-07-23,15.710000038146973
2019-07-24,15.800000190734863
2019-07-25,15.699999809265137
2019-07-26,15.960000038146973
2019-07-29,16.1299991607666
2019-07-30,15.489999771118164
2019-07-31,15.149999618530273
2019-08-01,14.75
2019-08-02,14.720000267028809
2019-08-05,13.8100004196167
2019-08-06,13.949999809265137
2019-08-07,14.039999961853027
2019-08-08,14.1899995803833
2019-08-09,13.90999984741211
2019-08-12,13.84000015258789
2019-08-13,14.010000228881836
2019-08-14,13.8100004196167
2019-08-15,14.010000228881836
2019-08-16,14.520000457763672
2019-08-19,14.5
2019-08-20,14.3100004196167
2019-08-21,14.40999984741211
2019-08-22,14.699999809265137
2019-08-23,14.699999809265137
2019-08-26,14.5
2019-08-27,13.920000076293945
2019-08-28,13.529999732971191
2019-08-29,13.699999809265137
2019-08-30,14.050000190734863
2019-09-03,14.15999984741211
2019-09-04,13.770000457763672
2019-09-05,14.59000015258789
2019-09-06,14.460000038146973
2019-09-09,14.34000015258789
2019-09-10,14.869999885559082
2019-09-11,15.210000038146973
2019-09-12,15.140000343322754
2019-09-13,15.0600004196167
2019-09-16,15.0
2019-09-17,15.239999771118164
2019-09-18,15.210000038146973
2019-09-19,15.100000381469727
2019-09-20,15.260000228881836
2019-09-23,15.100000381469727
2019-09-24,14.600000381469727
2019-09-25,14.890000343322754
2019-09-26,15.020000457763672
2019-09-27,14.329999923706055
2019-09-30,14.119999885559082
2019-10-01,13.800000190734863
2019-10-02,13.800000190734863
2019-10-03,14.220000267028809
2019-10-04,13.920000076293945
2019-10-07,13.640000343322754
2019-10-08,13.4399995803833
2019-10-09,13.789999961853027
2019-10-10,14.010000228881836
2019-10-11,14.369999885559082
2019-10-14,14.350000381469727
2019-10-15,14.510000228881836
2019-10-16,14.5600004196167
2019-10-17,14.350000381469727
2019-10-18,14.40999984741211
2019-10-21,14.859999656677246
2019-10-22,14.5600004196167
2019-10-23,14.420000076293945
2019-10-24,15.260000228881836
2019-10-25,15.520000457763672
2019-10-28,15.720000267028809
2019-10-29,15.569999694824219
2019-10-30,15.710000038146973
2019-10-31,15.789999961853027
2019-11-01,16.459999084472656
2019-11-04,16.780000686645508
2019-11-05,16.420000076293945
2019-11-06,16.440000534057617
2019-11-07,16.950000762939453
2019-11-08,16.579999923706055
2019-11-11,16.770000457763672
2019-11-12,16.68000030517578
2019-11-13,16.770000457763672
2019-11-14,16.329999923706055
2019-11-15,16.709999084472656
2019-11-18,16.3799991607666
2019-11-19,15.729999542236328
2019-11-20,16.290000915527344
2019-11-21,16.920000076293945
2019-11-22,16.59000015258789
2019-11-25,16.809999465942383
2019-11-26,16.799999237060547
2019-11-27,17.0
2019-11-29,17.280000686645508
2019-12-02,17.40999984741211
2019-12-03,16.68000030517578
2019-12-04,16.420000076293945
2019-12-05,16.950000762939453
2019-12-06,17.170000076293945
2019-12-09,16.989999771118164
2019-12-10,16.959999084472656
2019-12-11,17.540000915527344
2019-12-12,17.739999771118164
2019-12-13,17.899999618530273
2019-12-16,17.959999084472656
2019-12-17,17.850000381469727
2019-12-18,17.690000534057617
2019-12-19,18.040000915527344
2019-12-20,17.940000534057617
2019-12-23,18.420000076293945
2019-12-24,18.440000534057617
2019-12-26,18.34000015258789
2019-12-27,18.239999771118164
2019-12-30,18.450000762939453
2019-12-31,18.6200008392334
2020-01-02,20.950000762939453
2020-01-03,22.079999923706055
2020-01-06,23.209999084472656
2020-01-07,23.1299991607666
2020-01-08,23.84000015258789
2020-01-09,23.15999984741211
2020-01-10,21.549999237060547
2020-01-13,21.989999771118164
2020-01-14,22.8700008392334
2020-01-15,23.030000686645508
2020-01-16,22.969999313354492
2020-01-17,22.799999237060547
2020-01-21,22.610000610351562
2020-01-22,22.540000915527344
2020-01-23,22.510000228881836
2020-01-24,21.81999969482422
2020-01-27,22.299999237060547
2020-01-28,22.40999984741211
2020-01-29,22.3799991607666
2020-01-30,21.260000228881836
2020-01-31,21.549999237060547
2020-02-03,23.040000915527344
2020-02-04,23.579999923706055
2020-02-05,23.260000228881836
2020-02-06,26.34000015258789
2020-02-07,24.989999771118164
2020-02-10,25.459999084472656
2020-02-11,26.549999237060547
2020-02-12,27.530000686645508
2020-02-13,27.760000228881836
2020-02-14,28.690000534057617
2020-02-18,27.1299991607666
2020-02-19,27.719999313354492
2020-02-20,27.940000534057617
2020-02-21,26.8799991607666
2020-02-24,26.920000076293945
2020-02-25,26.719999313354492
2020-02-26,27.56999969482422
2020-02-27,26.6299991607666
2020-02-28,25.68000030517578
2020-03-02,27.229999542236328
2020-03-03,26.239999771118164
2020-03-04,27.549999237060547
2020-03-05,28.110000610351562
2020-03-06,26.68000030517578
2020-03-09,25.1200008392334
2020-03-10,26.0
2020-03-11,25.670000076293945
2020-03-12,23.799999237060547
2020-03-13,23.3700008392334
2020-03-16,22.15999984741211
2020-03-17,24.350000381469727
2020-03-18,21.010000228881836
2020-03-19,20.84000015258789
2020-03-20,20.190000534057617
2020-03-23,20.260000228881836
2020-03-24,22.200000762939453
2020-03-25,22.8700008392334
2020-03-26,23.040000915527344
2020-03-27,22.110000610351562
2020-03-30,22.959999084472656
2020-03-31,23.420000076293945
2020-04-01,24.059999465942383
2020-04-02,24.420000076293945
2020-04-03,24.110000610351562
2020-04-06,25.559999465942383
2020-04-07,26.489999771118164
2020-04-08,26.200000762939453
2020-04-09,26.829999923706055
2020-04-13,26.209999084472656
2020-04-14,27.479999542236328
2020-04-15,28.100000381469727
2020-04-16,28.780000686645508
2020-04-17,29.0
2020-04-20,29.68000030517578
2020-04-21,28.56999969482422
2020-04-22,30.200000762939453
2020-04-23,28.010000228881836
2020-04-24,27.739999771118164
2020-04-27,27.709999084472656
2020-04-28,26.959999084472656
2020-04-29,27.760000228881836
2020-04-30,27.389999389648438
2020-05-01,25.139999389648438
2020-05-04,26.530000686645508
2020-05-05,27.510000228881836
2020-05-06,27.979999542236328
2020-05-07,28.649999618530273
2020-05-08,29.0
2020-05-11,28.68000030517578
2020-05-12,29.239999771118164
2020-05-13,30.68000030517578
2020-05-14,31.030000686645508
2020-05-15,30.8799991607666
2020-05-18,33.65999984741211
2020-05-19,35.220001220703125
2020-05-20,32.70000076293945
2020-05-21,33.93000030517578
2020-05-22,33.040000915527344
2020-05-26,33.130001068115234
2020-05-27,32.29999923706055
2020-05-28,30.739999771118164
2020-05-29,32.43000030517578
2020-06-01,33.060001373291016
2020-06-02,34.189998626708984
2020-06-03,34.150001525878906
2020-06-04,33.560001373291016
2020-06-05,34.5
2020-06-08,34.959999084472656
2020-06-09,33.869998931884766
2020-06-10,35.47999954223633
2020-06-11,33.900001525878906
2020-06-12,35.869998931884766
2020-06-15,38.209999084472656
2020-06-16,39.34000015258789
2020-06-17,41.11000061035156
2020-06-18,42.61000061035156
2020-06-19,44.720001220703125
2020-06-22,42.88999938964844
2020-06-23,44.63999938964844
2020-06-24,44.029998779296875
2020-06-25,44.56999969482422
2020-06-26,44.52000045776367
2020-06-29,45.5
2020-06-30,46.31999969482422
2020-07-01,47.150001525878906
2020-07-02,48.18000030517578
2020-07-06,44.13999938964844
2020-07-07,46.22999954223633
2020-07-08,46.66999816894531
2020-07-09,48.22999954223633
2020-07-10,47.54999923706055
2020-07-13,45.310001373291016
2020-07-14,43.97999954223633
2020-07-15,43.220001220703125
2020-07-16,42.540000915527344
2020-07-17,41.900001525878906
2020-07-20,42.380001068115234
2020-07-21,44.15999984741211
2020-07-22,42.310001373291016
2020-07-23,41.0
2020-07-24,40.099998474121094
2020-07-27,41.31999969482422
2020-07-28,40.86000061035156
2020-07-29,41.77000045776367
2020-07-30,41.29999923706055
2020-07-31,43.58000183105469
2020-08-03,46.029998779296875
2020-08-04,45.189998626708984
2020-08-05,45.52000045776367
2020-08-06,44.439998626708984
2020-08-07,41.61000061035156
2020-08-10,41.0
2020-08-11,40.34000015258789
2020-08-12,40.939998626708984
2020-08-13,41.75
2020-08-14,41.58000183105469
2020-08-17,43.4900016784668
2020-08-18,45.310001373291016
2020-08-19,45.27000045776367
2020-08-20,45.06999969482422
2020-08-21,44.9900016784668
2020-08-24,46.119998931884766
2020-08-25,47.0
2020-08-26,48.720001220703125
2020-08-27,45.13999938964844
2020-08-28,47.38999938964844
2020-08-31,47.25
2020-09-01,52.25
2020-09-02,50.880001068115234
2020-09-03,47.27000045776367
2020-09-04,47.02000045776367
2020-09-08,44.38999938964844
2020-09-09,45.099998474121094
2020-09-10,42.970001220703125
2020-09-11,43.02000045776367
2020-09-14,43.95000076293945
2020-09-15,45.38999938964844
2020-09-16,44.150001525878906
2020-09-17,44.220001220703125
2020-09-18,43.08000183105469
2020-09-21,43.09000015258789
2020-09-22,43.310001373291016
2020-09-23,41.849998474121094
2020-09-24,41.88999938964844
2020-09-25,42.20000076293945
2020-09-28,41.810001373291016
2020-09-29,40.65999984741211
2020-09-30,41.599998474121094
2020-10-01,42.5099983215332
2020-10-02,41.79999923706055
2020-10-05,45.099998474121094
2020-10-06,48.16999816894531
2020-10-07,47.66999816894531
2020-10-08,46.599998474121094
2020-10-09,48.41999816894531
2020-10-12,47.880001068115234
2020-10-13,47.65999984741211
2020-10-14,43.689998626708984
2020-10-15,43.7599983215332
2020-10-16,43.81999969482422
2020-10-19,44.0
2020-10-20,45.2400016784668
2020-10-21,45.15999984741211
2020-10-22,45.29999923706055
2020-10-23,44.439998626708984
2020-10-26,45.0
2020-10-27,45.81999969482422
2020-10-28,44.369998931884766
2020-10-29,46.40999984741211
2020-10-30,44.66999816894531
2020-11-02,44.459999084472656
2020-11-03,44.619998931884766
2020-11-04,48.15999984741211
2020-11-05,46.060001373291016
2020-11-06,48.869998931884766
2020-11-09,46.040000915527344
2020-11-10,43.70000076293945
2020-11-11,44.20000076293945
2020-11-12,45.900001525878906
2020-11-13,48.900001525878906
2020-11-16,50.04999923706055
2020-11-17,50.04999923706055
2020-11-18,47.849998474121094
2020-11-19,58.459999084472656
2020-11-20,60.0
2020-11-23,63.31999969482422
2020-11-24,62.84000015258789
2020-11-25,62.0099983215332
2020-11-27,64.86000061035156
2020-11-30,62.86000061035156
2020-12-01,60.81999969482422
2020-12-02,61.790000915527344
2020-12-03,62.33000183105469
2020-12-04,67.79000091552734
2020-12-07,72.55000305175781
2020-12-08,75.30000305175781
2020-12-09,73.05999755859375
2020-12-10,75.70999908447266
2020-12-11,75.91000366210938
2020-12-14,78.19999694824219
2020-12-15,76.66000366210938
2020-12-16,78.83000183105469
2020-12-17,82.19000244140625
2020-12-18,84.68000030517578
2020-12-21,87.61000061035156
2020-12-22,85.87999725341797
2020-12-23,82.77999877929688
2020-12-24,82.01000213623047
2020-12-28,81.37999725341797
2020-12-29,82.44999694824219
2020-12-30,94.3499984741211
2020-12-31,85.72000122070312
2021-01-04,94.73999786376953
2021-01-05,102.45999908447266
2021-01-06,105.5999984741211
2021-01-07,111.4000015258789
2021-01-08,118.47000122070312
2021-01-11,112.47000122070312
2021-01-12,115.44000244140625
2021-01-13,119.30999755859375
2021-01-14,123.22000122070312
2021-01-15,122.62999725341797
2021-01-19,127.87999725341797
2021-01-20,127.80000305175781
2021-01-21,123.87999725341797
2021-01-22,133.75
2021-01-25,134.27000427246094
2021-01-26,126.0
2021-01-27,120.43000030517578
2021-01-28,119.0
2021-01-29,113.88999938964844
2021-02-01,121.63999938964844
2021-02-02,129.97999572753906
2021-02-03,135.19000244140625
2021-02-04,142.57000732421875
2021-02-05,138.97999572753906
2021-02-08,144.0399932861328
2021-02-09,140.1199951171875
2021-02-10,156.3699951171875
2021-02-11,148.52000427246094
2021-02-12,153.1199951171875
2021-02-16,148.83999633789062
2021-02-17,146.83999633789062
2021-02-18,143.47000122070312
2021-02-19,143.60000610351562
2021-02-22,129.11000061035156
2021-02-23,129.25999450683594
2021-02-24,127.13999938964844
2021-02-25,131.83999633789062
2021-02-26,125.97000122070312
2021-03-01,144.6699981689453
2021-03-02,137.94000244140625
2021-03-03,138.77999877929688
2021-03-04,126.66000366210938
2021-03-05,118.83999633789062
2021-03-08,98.58999633789062
2021-03-09,107.4000015258789
2021-03-10,103.0999984741211
2021-03-11,110.44000244140625
2021-03-12,109.98999786376953
2021-03-15,111.6500015258789
2021-03-16,113.30999755859375
2021-03-17,111.3499984741211
2021-03-18,108.81999969482422
2021-03-19,108.86000061035156
2021-03-22,106.87999725341797
2021-03-23,105.98999786376953
2021-03-24,95.69999694824219
2021-03-25,95.6500015258789
2021-03-26,97.08000183105469
2021-03-29,101.54000091552734
2021-03-30,105.05000305175781
2021-03-31,107.05999755859375
2021-04-01,111.9800033569336
2021-04-05,110.41999816894531
2021-04-06,114.1500015258789
2021-04-07,106.75
2021-04-08,109.1500015258789
2021-04-09,105.80000305175781
2021-04-12,103.0
2021-04-13,104.43000030517578
2021-04-14,103.04000091552734
2021-04-15,103.0
2021-04-16,103.4800033569336
2021-04-19,105.72000122070312
2021-04-20,100.63999938964844
2021-04-21,104.16000366210938
2021-04-22,108.1500015258789
2021-04-23,116.66000366210938
2021-04-26,118.45999908447266
2021-04-27,120.16000366210938
2021-04-28,120.63999938964844
2021-04-29,114.62000274658203
2021-04-30,110.86000061035156
2021-05-03,106.12999725341797
2021-05-04,106.33999633789062
2021-05-05,105.06999969482422
2021-05-06,104.11000061035156
2021-05-07,101.66999816894531
2021-05-10,94.63999938964844
2021-05-11,97.8499984741211
2021-05-12,93.9000015258789
2021-05-13,87.48999786376953
2021-05-14,96.87000274658203
