,FDUS
2012-12-03,16.84000015258789
2012-12-04,16.5
2012-12-05,15.680000305175781
2012-12-06,15.65999984741211
2012-12-07,15.729999542236328
2012-12-10,15.9399995803833
2012-12-11,16.1200008392334
2012-12-12,16.0
2012-12-13,15.850000381469727
2012-12-14,15.819999694824219
2012-12-17,16.149999618530273
2012-12-18,16.25
2012-12-19,16.350000381469727
2012-12-20,16.350000381469727
2012-12-21,16.690000534057617
2012-12-24,16.75
2012-12-26,16.440000534057617
2012-12-27,16.18000030517578
2012-12-28,16.020000457763672
2012-12-31,16.450000762939453
2013-01-02,16.56999969482422
2013-01-03,16.520000457763672
2013-01-04,16.790000915527344
2013-01-07,16.950000762939453
2013-01-08,17.190000534057617
2013-01-09,17.18000030517578
2013-01-10,17.389999389648438
2013-01-11,17.34000015258789
2013-01-14,16.93000030517578
2013-01-15,17.139999389648438
2013-01-16,17.43000030517578
2013-01-17,17.40999984741211
2013-01-18,17.440000534057617
2013-01-22,17.479999542236328
2013-01-23,17.549999237060547
2013-01-24,17.479999542236328
2013-01-25,17.600000381469727
2013-01-28,17.979999542236328
2013-01-29,18.049999237060547
2013-01-30,18.059999465942383
2013-01-31,17.93000030517578
2013-02-01,18.030000686645508
2013-02-04,18.010000228881836
2013-02-05,17.600000381469727
2013-02-06,17.90999984741211
2013-02-07,17.8700008392334
2013-02-08,17.860000610351562
2013-02-11,17.93000030517578
2013-02-12,17.75
2013-02-13,18.049999237060547
2013-02-14,18.18000030517578
2013-02-15,18.1200008392334
2013-02-19,18.43000030517578
2013-02-20,17.75
2013-02-21,17.709999084472656
2013-02-22,18.18000030517578
2013-02-25,17.40999984741211
2013-02-26,17.81999969482422
2013-02-27,17.93000030517578
2013-02-28,18.0
2013-03-01,18.389999389648438
2013-03-04,18.450000762939453
2013-03-05,18.6200008392334
2013-03-06,18.469999313354492
2013-03-07,18.829999923706055
2013-03-08,19.020000457763672
2013-03-11,18.920000076293945
2013-03-12,18.40999984741211
2013-03-13,18.229999542236328
2013-03-14,18.40999984741211
2013-03-15,18.450000762939453
2013-03-18,18.399999618530273
2013-03-19,18.489999771118164
2013-03-20,18.440000534057617
2013-03-21,18.25
2013-03-22,18.829999923706055
2013-03-25,18.850000381469727
2013-03-26,18.600000381469727
2013-03-27,18.360000610351562
2013-03-28,19.149999618530273
2013-04-01,18.969999313354492
2013-04-02,19.139999389648438
2013-04-03,18.610000610351562
2013-04-04,18.889999389648438
2013-04-05,18.829999923706055
2013-04-08,18.450000762939453
2013-04-09,18.399999618530273
2013-04-10,18.690000534057617
2013-04-11,18.540000915527344
2013-04-12,18.3700008392334
2013-04-15,17.280000686645508
2013-04-16,18.110000610351562
2013-04-17,17.649999618530273
2013-04-18,17.559999465942383
2013-04-19,18.34000015258789
2013-04-22,18.68000030517578
2013-04-23,18.760000228881836
2013-04-24,18.790000915527344
2013-04-25,18.93000030517578
2013-04-26,18.770000457763672
2013-04-29,18.81999969482422
2013-04-30,18.799999237060547
2013-05-01,18.270000457763672
2013-05-02,18.559999465942383
2013-05-03,18.709999084472656
2013-05-06,18.59000015258789
2013-05-07,18.68000030517578
2013-05-08,18.520000457763672
2013-05-09,18.110000610351562
2013-05-10,18.139999389648438
2013-05-13,18.15999984741211
2013-05-14,18.329999923706055
2013-05-15,18.610000610351562
2013-05-16,18.760000228881836
2013-05-17,18.709999084472656
2013-05-20,18.799999237060547
2013-05-21,18.93000030517578
2013-05-22,18.3799991607666
2013-05-23,18.559999465942383
2013-05-24,18.979999542236328
2013-05-28,18.709999084472656
2013-05-29,18.479999542236328
2013-05-30,19.079999923706055
2013-05-31,19.020000457763672
2013-06-03,19.170000076293945
2013-06-04,18.81999969482422
2013-06-05,18.520000457763672
2013-06-06,18.899999618530273
2013-06-07,18.6299991607666
2013-06-10,18.350000381469727
2013-06-11,18.15999984741211
2013-06-12,18.219999313354492
2013-06-13,18.34000015258789
2013-06-14,18.149999618530273
2013-06-17,18.389999389648438
2013-06-18,18.739999771118164
2013-06-19,18.389999389648438
2013-06-20,17.649999618530273
2013-06-21,18.149999618530273
2013-06-24,17.600000381469727
2013-06-25,17.969999313354492
2013-06-26,18.0
2013-06-27,18.239999771118164
2013-06-28,18.709999084472656
2013-07-01,18.790000915527344
2013-07-02,18.700000762939453
2013-07-03,18.700000762939453
2013-07-05,18.75
2013-07-08,18.850000381469727
2013-07-09,18.920000076293945
2013-07-10,18.90999984741211
2013-07-11,18.889999389648438
2013-07-12,19.059999465942383
2013-07-15,19.15999984741211
2013-07-16,19.06999969482422
2013-07-17,19.200000762939453
2013-07-18,19.170000076293945
2013-07-19,19.25
2013-07-22,19.030000686645508
2013-07-23,19.350000381469727
2013-07-24,18.670000076293945
2013-07-25,19.290000915527344
2013-07-26,19.290000915527344
2013-07-29,19.290000915527344
2013-07-30,19.43000030517578
2013-07-31,19.440000534057617
2013-08-01,19.290000915527344
2013-08-02,19.469999313354492
2013-08-05,19.649999618530273
2013-08-06,19.56999969482422
2013-08-07,19.440000534057617
2013-08-08,19.459999084472656
2013-08-09,19.360000610351562
2013-08-12,19.420000076293945
2013-08-13,19.290000915527344
2013-08-14,19.43000030517578
2013-08-15,19.09000015258789
2013-08-16,18.600000381469727
2013-08-19,18.68000030517578
2013-08-20,19.1200008392334
2013-08-21,19.0
2013-08-22,19.139999389648438
2013-08-23,19.389999389648438
2013-08-26,19.549999237060547
2013-08-27,18.950000762939453
2013-08-28,19.209999084472656
2013-08-29,19.450000762939453
2013-08-30,18.739999771118164
2013-09-03,19.059999465942383
2013-09-04,19.209999084472656
2013-09-05,19.100000381469727
2013-09-06,19.270000457763672
2013-09-09,19.540000915527344
2013-09-10,19.040000915527344
2013-09-11,19.010000228881836
2013-09-12,18.899999618530273
2013-09-13,19.209999084472656
2013-09-16,19.209999084472656
2013-09-17,19.229999542236328
2013-09-18,19.329999923706055
2013-09-19,19.239999771118164
2013-09-20,19.639999389648438
2013-09-23,19.729999542236328
2013-09-24,19.510000228881836
2013-09-25,19.510000228881836
2013-09-26,19.43000030517578
2013-09-27,19.270000457763672
2013-09-30,19.399999618530273
2013-10-01,19.3799991607666
2013-10-02,18.940000534057617
2013-10-03,18.790000915527344
2013-10-04,19.020000457763672
2013-10-07,18.950000762939453
2013-10-08,18.639999389648438
2013-10-09,18.8700008392334
2013-10-10,19.290000915527344
2013-10-11,19.809999465942383
2013-10-14,19.780000686645508
2013-10-15,19.469999313354492
2013-10-16,19.559999465942383
2013-10-17,19.729999542236328
2013-10-18,19.93000030517578
2013-10-21,19.809999465942383
2013-10-22,19.860000610351562
2013-10-23,20.15999984741211
2013-10-24,20.34000015258789
2013-10-25,20.520000457763672
2013-10-28,20.780000686645508
2013-10-29,20.940000534057617
2013-10-30,20.579999923706055
2013-10-31,20.309999465942383
2013-11-01,20.3700008392334
2013-11-04,20.280000686645508
2013-11-05,20.34000015258789
2013-11-06,20.1200008392334
2013-11-07,19.8700008392334
2013-11-08,20.540000915527344
2013-11-11,19.93000030517578
2013-11-12,20.459999084472656
2013-11-13,20.209999084472656
2013-11-14,20.510000228881836
2013-11-15,20.739999771118164
2013-11-18,21.020000457763672
2013-11-19,21.0
2013-11-20,21.079999923706055
2013-11-21,21.520000457763672
2013-11-22,21.600000381469727
2013-11-25,21.850000381469727
2013-11-26,22.040000915527344
2013-11-27,21.299999237060547
2013-11-29,21.709999084472656
2013-12-02,21.579999923706055
2013-12-03,21.360000610351562
2013-12-04,20.6200008392334
2013-12-05,20.020000457763672
2013-12-06,20.110000610351562
2013-12-09,20.06999969482422
2013-12-10,19.829999923706055
2013-12-11,19.559999465942383
2013-12-12,18.860000610351562
2013-12-13,19.110000610351562
2013-12-16,20.549999237060547
2013-12-17,20.18000030517578
2013-12-18,21.0
2013-12-19,20.719999313354492
2013-12-20,20.540000915527344
2013-12-23,21.110000610351562
2013-12-24,21.530000686645508
2013-12-26,22.010000228881836
2013-12-27,22.290000915527344
2013-12-30,21.84000015258789
2013-12-31,21.739999771118164
2014-01-02,21.25
2014-01-03,21.43000030517578
2014-01-06,21.170000076293945
2014-01-07,21.09000015258789
2014-01-08,20.989999771118164
2014-01-09,21.149999618530273
2014-01-10,20.709999084472656
2014-01-13,20.65999984741211
2014-01-14,20.969999313354492
2014-01-15,21.1299991607666
2014-01-16,20.979999542236328
2014-01-17,21.18000030517578
2014-01-21,21.75
2014-01-22,21.889999389648438
2014-01-23,21.989999771118164
2014-01-24,21.200000762939453
2014-01-27,21.200000762939453
2014-01-28,21.110000610351562
2014-01-29,20.799999237060547
2014-01-30,20.989999771118164
2014-01-31,20.770000457763672
2014-02-03,20.010000228881836
2014-02-04,19.8799991607666
2014-02-05,19.760000228881836
2014-02-06,19.790000915527344
2014-02-07,20.260000228881836
2014-02-10,20.280000686645508
2014-02-11,20.399999618530273
2014-02-12,20.510000228881836
2014-02-13,21.09000015258789
2014-02-14,21.15999984741211
2014-02-18,21.420000076293945
2014-02-19,21.020000457763672
2014-02-20,21.139999389648438
2014-02-21,21.200000762939453
2014-02-24,21.450000762939453
2014-02-25,20.809999465942383
2014-02-26,20.959999084472656
2014-02-27,21.040000915527344
2014-02-28,20.989999771118164
2014-03-03,21.020000457763672
2014-03-04,20.93000030517578
2014-03-05,20.739999771118164
2014-03-06,20.850000381469727
2014-03-07,20.790000915527344
2014-03-10,20.540000915527344
2014-03-11,20.149999618530273
2014-03-12,20.549999237060547
2014-03-13,20.389999389648438
2014-03-14,20.510000228881836
2014-03-17,20.239999771118164
2014-03-18,20.25
2014-03-19,19.299999237060547
2014-03-20,19.200000762939453
2014-03-21,18.979999542236328
2014-03-24,19.360000610351562
2014-03-25,18.90999984741211
2014-03-26,18.0
2014-03-27,17.860000610351562
2014-03-28,19.139999389648438
2014-03-31,19.309999465942383
2014-04-01,19.68000030517578
2014-04-02,19.34000015258789
2014-04-03,19.579999923706055
2014-04-04,19.270000457763672
2014-04-07,18.770000457763672
2014-04-08,19.1299991607666
2014-04-09,19.229999542236328
2014-04-10,18.969999313354492
2014-04-11,19.209999084472656
2014-04-14,19.459999084472656
2014-04-15,19.270000457763672
2014-04-16,18.979999542236328
2014-04-17,19.15999984741211
2014-04-21,18.8799991607666
2014-04-22,18.979999542236328
2014-04-23,18.809999465942383
2014-04-24,18.690000534057617
2014-04-25,18.639999389648438
2014-04-28,18.309999465942383
2014-04-29,18.030000686645508
2014-04-30,18.31999969482422
2014-05-01,18.1200008392334
2014-05-02,17.989999771118164
2014-05-05,17.860000610351562
2014-05-06,17.780000686645508
2014-05-07,17.809999465942383
2014-05-08,17.43000030517578
2014-05-09,16.6299991607666
2014-05-12,17.219999313354492
2014-05-13,17.34000015258789
2014-05-14,16.920000076293945
2014-05-15,16.950000762939453
2014-05-16,17.479999542236328
2014-05-19,17.670000076293945
2014-05-20,17.459999084472656
2014-05-21,17.260000228881836
2014-05-22,17.920000076293945
2014-05-23,18.100000381469727
2014-05-27,18.149999618530273
2014-05-28,18.559999465942383
2014-05-29,18.299999237060547
2014-05-30,18.3799991607666
2014-06-02,18.299999237060547
2014-06-03,18.389999389648438
2014-06-04,18.530000686645508
2014-06-05,18.639999389648438
2014-06-06,18.899999618530273
2014-06-09,19.09000015258789
2014-06-10,19.0
2014-06-11,18.549999237060547
2014-06-12,18.639999389648438
2014-06-13,18.850000381469727
2014-06-16,19.059999465942383
2014-06-17,19.1200008392334
2014-06-18,19.43000030517578
2014-06-19,19.65999984741211
2014-06-20,19.770000457763672
2014-06-23,19.510000228881836
2014-06-24,19.25
2014-06-25,19.610000610351562
2014-06-26,20.440000534057617
2014-06-27,20.100000381469727
2014-06-30,20.540000915527344
2014-07-01,20.040000915527344
2014-07-02,19.75
2014-07-03,19.739999771118164
2014-07-07,19.459999084472656
2014-07-08,19.079999923706055
2014-07-09,19.139999389648438
2014-07-10,19.209999084472656
2014-07-11,19.489999771118164
2014-07-14,19.770000457763672
2014-07-15,19.450000762939453
2014-07-16,19.34000015258789
2014-07-17,19.049999237060547
2014-07-18,18.899999618530273
2014-07-21,19.06999969482422
2014-07-22,18.940000534057617
2014-07-23,18.850000381469727
2014-07-24,18.90999984741211
2014-07-25,18.93000030517578
2014-07-28,18.65999984741211
2014-07-29,18.739999771118164
2014-07-30,18.65999984741211
2014-07-31,17.979999542236328
2014-08-01,17.969999313354492
2014-08-04,17.6299991607666
2014-08-05,17.739999771118164
2014-08-06,17.829999923706055
2014-08-07,17.899999618530273
2014-08-08,18.40999984741211
2014-08-11,18.079999923706055
2014-08-12,18.190000534057617
2014-08-13,18.200000762939453
2014-08-14,18.18000030517578
2014-08-15,18.100000381469727
2014-08-18,18.3700008392334
2014-08-19,18.489999771118164
2014-08-20,19.1299991607666
2014-08-21,18.969999313354492
2014-08-22,18.6200008392334
2014-08-25,18.670000076293945
2014-08-26,18.649999618530273
2014-08-27,18.440000534057617
2014-08-28,18.479999542236328
2014-08-29,18.649999618530273
2014-09-02,18.649999618530273
2014-09-03,18.559999465942383
2014-09-04,18.479999542236328
2014-09-05,18.389999389648438
2014-09-08,18.420000076293945
2014-09-09,18.360000610351562
2014-09-10,18.1299991607666
2014-09-11,18.149999618530273
2014-09-12,18.18000030517578
2014-09-15,17.860000610351562
2014-09-16,17.670000076293945
2014-09-17,17.760000228881836
2014-09-18,17.780000686645508
2014-09-19,17.360000610351562
2014-09-22,17.25
2014-09-23,17.280000686645508
2014-09-24,17.309999465942383
2014-09-25,17.15999984741211
2014-09-26,17.399999618530273
2014-09-29,17.360000610351562
2014-09-30,16.510000228881836
2014-10-01,16.81999969482422
2014-10-02,16.829999923706055
2014-10-03,16.56999969482422
2014-10-06,16.639999389648438
2014-10-07,16.829999923706055
2014-10-08,16.889999389648438
2014-10-09,16.579999923706055
2014-10-10,16.450000762939453
2014-10-13,16.399999618530273
2014-10-14,16.200000762939453
2014-10-15,16.260000228881836
2014-10-16,16.469999313354492
2014-10-17,16.610000610351562
2014-10-20,16.790000915527344
2014-10-21,16.8799991607666
2014-10-22,17.0
2014-10-23,17.0
2014-10-24,17.020000457763672
2014-10-27,16.950000762939453
2014-10-28,17.079999923706055
2014-10-29,17.100000381469727
2014-10-30,17.09000015258789
2014-10-31,16.979999542236328
2014-11-03,16.920000076293945
2014-11-04,17.049999237060547
2014-11-05,16.829999923706055
2014-11-06,16.56999969482422
2014-11-07,17.0
2014-11-10,16.90999984741211
2014-11-11,16.950000762939453
2014-11-12,16.899999618530273
2014-11-13,17.06999969482422
2014-11-14,16.979999542236328
2014-11-17,16.920000076293945
2014-11-18,16.719999313354492
2014-11-19,16.540000915527344
2014-11-20,16.549999237060547
2014-11-21,16.40999984741211
2014-11-24,16.450000762939453
2014-11-25,16.56999969482422
2014-11-26,16.610000610351562
2014-11-28,16.5
2014-12-01,15.8100004196167
2014-12-02,15.630000114440918
2014-12-03,15.0600004196167
2014-12-04,14.850000381469727
2014-12-05,15.029999732971191
2014-12-08,14.329999923706055
2014-12-09,14.75
2014-12-10,14.800000190734863
2014-12-11,14.119999885559082
2014-12-12,14.289999961853027
2014-12-15,13.710000038146973
2014-12-16,13.90999984741211
2014-12-17,14.229999542236328
2014-12-18,14.710000038146973
2014-12-19,14.619999885559082
2014-12-22,14.479999542236328
2014-12-23,14.869999885559082
2014-12-24,15.109999656677246
2014-12-26,14.949999809265137
2014-12-29,14.800000190734863
2014-12-30,14.920000076293945
2014-12-31,14.850000381469727
2015-01-02,14.770000457763672
2015-01-05,14.84000015258789
2015-01-06,14.84000015258789
2015-01-07,14.890000343322754
2015-01-08,15.020000457763672
2015-01-09,15.140000343322754
2015-01-12,15.210000038146973
2015-01-13,15.609999656677246
2015-01-14,14.979999542236328
2015-01-15,15.229999542236328
2015-01-16,15.319999694824219
2015-01-20,15.369999885559082
2015-01-21,15.359999656677246
2015-01-22,15.100000381469727
2015-01-23,15.010000228881836
2015-01-26,14.880000114440918
2015-01-27,14.729999542236328
2015-01-28,14.4399995803833
2015-01-29,14.539999961853027
2015-01-30,14.399999618530273
2015-02-02,14.4399995803833
2015-02-03,15.199999809265137
2015-02-04,15.260000228881836
2015-02-05,15.869999885559082
2015-02-06,16.040000915527344
2015-02-09,15.9399995803833
2015-02-10,15.899999618530273
2015-02-11,15.890000343322754
2015-02-12,15.899999618530273
2015-02-13,16.040000915527344
2015-02-17,16.43000030517578
2015-02-18,16.18000030517578
2015-02-19,16.290000915527344
2015-02-20,16.440000534057617
2015-02-23,16.440000534057617
2015-02-24,16.59000015258789
2015-02-25,16.610000610351562
2015-02-26,16.420000076293945
2015-02-27,16.600000381469727
2015-03-02,16.899999618530273
2015-03-03,17.020000457763672
2015-03-04,16.780000686645508
2015-03-05,17.010000228881836
2015-03-06,16.899999618530273
2015-03-09,16.969999313354492
2015-03-10,16.170000076293945
2015-03-11,16.600000381469727
2015-03-12,16.649999618530273
2015-03-13,16.639999389648438
2015-03-16,16.790000915527344
2015-03-17,16.540000915527344
2015-03-18,16.1299991607666
2015-03-19,15.9399995803833
2015-03-20,16.170000076293945
2015-03-23,16.6299991607666
2015-03-24,16.299999237060547
2015-03-25,16.459999084472656
2015-03-26,16.329999923706055
2015-03-27,16.280000686645508
2015-03-30,16.040000915527344
2015-03-31,15.369999885559082
