,CTSO
2019-04-15,7.03000020980835
2019-04-16,7.159999847412109
2019-04-17,7.039999961853027
2019-04-18,6.860000133514404
2019-04-22,7.139999866485596
2019-04-23,7.070000171661377
2019-04-24,6.920000076293945
2019-04-25,7.110000133514404
2019-04-26,7.550000190734863
2019-04-29,7.28000020980835
2019-04-30,7.199999809265137
2019-05-01,7.230000019073486
2019-05-02,7.230000019073486
2019-05-03,7.659999847412109
2019-05-06,7.650000095367432
2019-05-07,7.539999961853027
2019-05-08,7.070000171661377
2019-05-09,6.619999885559082
2019-05-10,6.510000228881836
2019-05-13,6.610000133514404
2019-05-14,6.480000019073486
2019-05-15,6.860000133514404
2019-05-16,7.170000076293945
2019-05-17,6.909999847412109
2019-05-20,6.929999828338623
2019-05-21,6.949999809265137
2019-05-22,6.760000228881836
2019-05-23,6.559999942779541
2019-05-24,6.599999904632568
2019-05-28,6.699999809265137
2019-05-29,6.96999979019165
2019-05-30,6.53000020980835
2019-05-31,6.309999942779541
2019-06-03,6.269999980926514
2019-06-04,6.420000076293945
2019-06-05,6.360000133514404
2019-06-06,6.349999904632568
2019-06-07,6.380000114440918
2019-06-10,6.440000057220459
2019-06-11,6.139999866485596
2019-06-12,6.0
2019-06-13,5.920000076293945
2019-06-14,6.059999942779541
2019-06-17,6.619999885559082
2019-06-18,6.289999961853027
2019-06-19,6.559999942779541
2019-06-20,6.579999923706055
2019-06-21,6.519999980926514
2019-06-24,6.46999979019165
2019-06-25,6.46999979019165
2019-06-26,6.659999847412109
2019-06-27,6.679999828338623
2019-06-28,6.610000133514404
2019-07-01,6.820000171661377
2019-07-02,6.610000133514404
2019-07-03,6.519999980926514
2019-07-05,6.929999828338623
2019-07-08,6.769999980926514
2019-07-09,6.570000171661377
2019-07-10,6.710000038146973
2019-07-11,6.650000095367432
2019-07-12,7.03000020980835
2019-07-15,7.050000190734863
2019-07-16,7.190000057220459
2019-07-17,7.25
2019-07-18,7.630000114440918
2019-07-19,7.489999771118164
2019-07-22,7.329999923706055
2019-07-23,7.199999809265137
2019-07-24,7.260000228881836
2019-07-25,7.119999885559082
2019-07-26,7.019999980926514
2019-07-29,7.0
2019-07-30,7.019999980926514
2019-07-31,7.019999980926514
2019-08-01,6.920000076293945
2019-08-02,6.820000171661377
2019-08-05,6.579999923706055
2019-08-06,6.539999961853027
2019-08-07,5.619999885559082
2019-08-08,5.789999961853027
2019-08-09,5.539999961853027
2019-08-12,5.369999885559082
2019-08-13,5.199999809265137
2019-08-14,5.070000171661377
2019-08-15,4.769999980926514
2019-08-16,4.800000190734863
2019-08-19,4.869999885559082
2019-08-20,4.769999980926514
2019-08-21,4.829999923706055
2019-08-22,4.940000057220459
2019-08-23,4.510000228881836
2019-08-26,4.639999866485596
2019-08-27,4.329999923706055
2019-08-28,4.380000114440918
2019-08-29,4.429999828338623
2019-08-30,4.460000038146973
2019-09-03,4.329999923706055
2019-09-04,4.380000114440918
2019-09-05,4.650000095367432
2019-09-06,4.519999980926514
2019-09-09,4.809999942779541
2019-09-10,5.150000095367432
2019-09-11,5.46999979019165
2019-09-12,5.309999942779541
2019-09-13,5.489999771118164
2019-09-16,5.550000190734863
2019-09-17,5.53000020980835
2019-09-18,5.389999866485596
2019-09-19,5.5
2019-09-20,5.53000020980835
2019-09-23,5.610000133514404
2019-09-24,5.210000038146973
2019-09-25,5.289999961853027
2019-09-26,5.099999904632568
2019-09-27,5.085000038146973
2019-09-30,5.03000020980835
2019-10-01,4.659999847412109
2019-10-02,4.889999866485596
2019-10-03,4.909999847412109
2019-10-04,5.090000152587891
2019-10-07,5.03000020980835
2019-10-08,4.730000019073486
2019-10-09,4.329999923706055
2019-10-10,4.25
2019-10-11,4.670000076293945
2019-10-14,4.440000057220459
2019-10-15,4.579999923706055
2019-10-16,4.590000152587891
2019-10-17,4.539999961853027
2019-10-18,4.519999980926514
2019-10-21,4.670000076293945
2019-10-22,4.789999961853027
2019-10-23,4.829999923706055
2019-10-24,4.840000152587891
2019-10-25,4.699999809265137
2019-10-28,5.090000152587891
2019-10-29,5.21999979019165
2019-10-30,4.960000038146973
2019-10-31,4.75
2019-11-01,4.929999828338623
2019-11-04,5.050000190734863
2019-11-05,5.070000171661377
2019-11-06,4.71999979019165
2019-11-07,4.5
2019-11-08,4.610000133514404
2019-11-11,4.420000076293945
2019-11-12,4.389999866485596
2019-11-13,4.449999809265137
2019-11-14,4.25
2019-11-15,4.170000076293945
2019-11-18,4.099999904632568
2019-11-19,4.170000076293945
2019-11-20,4.090000152587891
2019-11-21,4.159999847412109
2019-11-22,4.349999904632568
2019-11-25,4.03000020980835
2019-11-26,4.175000190734863
2019-11-27,3.940000057220459
2019-11-29,3.990000009536743
2019-12-02,3.8399999141693115
2019-12-03,3.884999990463257
2019-12-04,3.7699999809265137
2019-12-05,3.609999895095825
2019-12-06,3.9600000381469727
2019-12-09,3.75
2019-12-10,3.809999942779541
2019-12-11,3.990000009536743
2019-12-12,4.010000228881836
2019-12-13,4.190000057220459
2019-12-16,4.300000190734863
2019-12-17,4.210000038146973
2019-12-18,3.9800000190734863
2019-12-19,4.0
2019-12-20,3.9100000858306885
2019-12-23,3.9000000953674316
2019-12-24,4.0
2019-12-26,3.9000000953674316
2019-12-27,3.8299999237060547
2019-12-30,3.8299999237060547
2019-12-31,3.8499999046325684
2020-01-02,4.0
2020-01-03,3.7699999809265137
2020-01-06,3.7699999809265137
2020-01-07,3.809999942779541
2020-01-08,3.819999933242798
2020-01-09,3.940000057220459
2020-01-10,3.9700000286102295
2020-01-13,4.130000114440918
2020-01-14,4.360000133514404
2020-01-15,4.53000020980835
2020-01-16,4.650000095367432
2020-01-17,4.579999923706055
2020-01-21,4.550000190734863
2020-01-22,4.610000133514404
2020-01-23,4.679999828338623
2020-01-24,4.610000133514404
2020-01-27,4.489999771118164
2020-01-28,4.710000038146973
2020-01-29,4.869999885559082
2020-01-30,4.960000038146973
2020-01-31,4.940000057220459
2020-02-03,5.119999885559082
2020-02-04,5.25
2020-02-05,5.429999828338623
2020-02-06,5.420000076293945
2020-02-07,5.090000152587891
2020-02-10,4.980000019073486
2020-02-11,5.039999961853027
2020-02-12,5.059999942779541
2020-02-13,5.300000190734863
2020-02-14,5.28000020980835
2020-02-18,5.400000095367432
2020-02-19,5.840000152587891
2020-02-20,6.235000133514404
2020-02-21,6.559999942779541
2020-02-24,6.480000019073486
2020-02-25,5.679999828338623
2020-02-26,5.639999866485596
2020-02-27,5.25
2020-02-28,6.03000020980835
2020-03-02,5.699999809265137
2020-03-03,5.179999828338623
2020-03-04,5.679999828338623
2020-03-05,5.579999923706055
2020-03-06,6.010000228881836
2020-03-09,6.190000057220459
2020-03-10,5.480000019073486
2020-03-11,4.769999980926514
2020-03-12,4.025000095367432
2020-03-13,4.570000171661377
2020-03-16,4.550000190734863
2020-03-17,4.570000171661377
2020-03-18,4.159999847412109
2020-03-19,4.119999885559082
2020-03-20,4.0
2020-03-23,4.519999980926514
2020-03-24,4.610000133514404
2020-03-25,5.960000038146973
2020-03-26,6.110000133514404
2020-03-27,6.050000190734863
2020-03-30,6.570000171661377
2020-03-31,7.730000019073486
2020-04-01,7.510000228881836
2020-04-02,7.650000095367432
2020-04-03,6.730000019073486
2020-04-06,6.28000020980835
2020-04-07,6.480000019073486
2020-04-08,6.900000095367432
2020-04-09,6.590000152587891
2020-04-13,8.0
2020-04-14,7.71999979019165
2020-04-15,7.869999885559082
2020-04-16,7.860000133514404
2020-04-17,7.840000152587891
2020-04-20,8.0
2020-04-21,8.399999618530273
2020-04-22,8.84000015258789
2020-04-23,8.510000228881836
2020-04-24,9.545000076293945
2020-04-27,10.029999732971191
2020-04-28,9.199999809265137
2020-04-29,9.140000343322754
2020-04-30,8.5600004196167
2020-05-01,8.600000381469727
2020-05-04,9.380000114440918
2020-05-05,9.3100004196167
2020-05-06,10.449999809265137
2020-05-07,10.359999656677246
2020-05-08,10.550000190734863
2020-05-11,10.550000190734863
2020-05-12,10.399999618530273
2020-05-13,10.585000038146973
2020-05-14,10.350000381469727
2020-05-15,10.34000015258789
2020-05-18,10.569999694824219
2020-05-19,10.260000228881836
2020-05-20,10.579999923706055
2020-05-21,10.300000190734863
2020-05-22,10.4399995803833
2020-05-26,10.520000457763672
2020-05-27,9.725000381469727
2020-05-28,9.664999961853027
2020-05-29,10.210000038146973
2020-06-01,10.319999694824219
2020-06-02,10.369999885559082
2020-06-03,9.890000343322754
2020-06-04,9.100000381469727
2020-06-05,8.779999732971191
2020-06-08,9.079999923706055
2020-06-09,9.369999885559082
2020-06-10,9.300000190734863
2020-06-11,8.765000343322754
2020-06-12,8.970000267028809
2020-06-15,9.640000343322754
2020-06-16,9.345000267028809
2020-06-17,9.274999618530273
2020-06-18,9.350000381469727
2020-06-19,9.029999732971191
2020-06-22,9.270000457763672
2020-06-23,9.40999984741211
2020-06-24,9.4350004196167
2020-06-25,9.800000190734863
2020-06-26,9.529999732971191
2020-06-29,9.789999961853027
2020-06-30,9.899999618530273
2020-07-01,9.970000267028809
2020-07-02,9.960000038146973
2020-07-06,10.15999984741211
2020-07-07,10.079999923706055
2020-07-08,10.199999809265137
2020-07-09,10.149999618530273
2020-07-10,10.140000343322754
2020-07-13,10.029999732971191
2020-07-14,10.119999885559082
2020-07-15,10.680000305175781
2020-07-16,10.6899995803833
2020-07-17,11.319999694824219
2020-07-20,11.545000076293945
2020-07-21,9.529999732971191
2020-07-22,10.0600004196167
2020-07-23,9.90999984741211
2020-07-24,9.779999732971191
2020-07-27,9.630000114440918
2020-07-28,9.489999771118164
2020-07-29,9.670000076293945
2020-07-30,9.720000267028809
2020-07-31,9.574999809265137
2020-08-03,9.550000190734863
2020-08-04,9.40999984741211
2020-08-05,9.65999984741211
2020-08-06,9.510000228881836
2020-08-07,9.550000190734863
2020-08-10,9.420000076293945
2020-08-11,9.289999961853027
2020-08-12,8.710000038146973
2020-08-13,8.670000076293945
2020-08-14,8.529999732971191
2020-08-17,8.760000228881836
2020-08-18,8.899999618530273
2020-08-19,8.930000305175781
2020-08-20,8.694999694824219
2020-08-21,8.430000305175781
2020-08-24,8.385000228881836
2020-08-25,8.520000457763672
2020-08-26,8.489999771118164
2020-08-27,8.164999961853027
2020-08-28,8.244999885559082
2020-08-31,8.4399995803833
2020-09-01,8.489999771118164
2020-09-02,8.5
2020-09-03,7.710000038146973
2020-09-04,7.460000038146973
2020-09-08,7.369999885559082
2020-09-09,7.78000020980835
2020-09-10,7.909999847412109
2020-09-11,7.690000057220459
2020-09-14,8.149999618530273
2020-09-15,8.279999732971191
2020-09-16,8.3100004196167
2020-09-17,8.729999542236328
2020-09-18,8.670000076293945
2020-09-21,8.34000015258789
2020-09-22,8.1899995803833
2020-09-23,7.789999961853027
2020-09-24,7.570000171661377
2020-09-25,7.880000114440918
2020-09-28,7.869999885559082
2020-09-29,8.069999694824219
2020-09-30,7.974999904632568
2020-10-01,7.860000133514404
2020-10-02,7.860000133514404
2020-10-05,8.079999923706055
2020-10-06,8.109999656677246
2020-10-07,8.350000381469727
2020-10-08,8.09000015258789
2020-10-09,8.220000267028809
2020-10-12,8.289999961853027
2020-10-13,8.869999885559082
2020-10-14,8.649999618530273
2020-10-15,8.460000038146973
2020-10-16,8.555000305175781
2020-10-19,8.59000015258789
2020-10-20,8.369999885559082
2020-10-21,8.0
2020-10-22,8.260000228881836
2020-10-23,8.300000190734863
2020-10-26,8.1899995803833
2020-10-27,8.430000305175781
2020-10-28,8.109999656677246
2020-10-29,7.960000038146973
2020-10-30,7.650000095367432
2020-11-02,8.039999961853027
2020-11-03,8.619999885559082
2020-11-04,8.390000343322754
2020-11-05,8.890000343322754
2020-11-06,8.5
2020-11-09,8.029999732971191
2020-11-10,8.270000457763672
2020-11-11,8.260000228881836
2020-11-12,8.319999694824219
2020-11-13,8.539999961853027
2020-11-16,8.649999618530273
2020-11-17,8.770000457763672
2020-11-18,8.710000038146973
2020-11-19,8.84000015258789
2020-11-20,8.979999542236328
2020-11-23,8.789999961853027
2020-11-24,8.579999923706055
2020-11-25,8.1899995803833
2020-11-27,8.359999656677246
2020-11-30,8.390000343322754
2020-12-01,8.270000457763672
2020-12-02,8.359999656677246
2020-12-03,8.039999961853027
2020-12-04,8.1899995803833
2020-12-07,8.039999961853027
2020-12-08,8.225000381469727
2020-12-09,8.210000038146973
2020-12-10,8.550000190734863
2020-12-11,8.84000015258789
2020-12-14,8.859999656677246
2020-12-15,8.779999732971191
2020-12-16,8.550000190734863
2020-12-17,8.579999923706055
2020-12-18,8.479999542236328
2020-12-21,8.600000381469727
2020-12-22,8.5600004196167
2020-12-23,8.470000267028809
2020-12-24,8.3100004196167
2020-12-28,8.180000305175781
2020-12-29,7.980000019073486
2020-12-30,8.1899995803833
2020-12-31,7.96999979019165
2021-01-04,8.369999885559082
2021-01-05,8.529999732971191
2021-01-06,8.489999771118164
2021-01-07,8.329999923706055
2021-01-08,8.920000076293945
2021-01-11,8.890000343322754
2021-01-12,9.260000228881836
2021-01-13,9.149999618530273
2021-01-14,8.819999694824219
2021-01-15,8.579999923706055
2021-01-19,8.75
2021-01-20,9.210000038146973
2021-01-21,9.34000015258789
2021-01-22,9.579999923706055
2021-01-25,9.619999885559082
2021-01-26,9.300000190734863
2021-01-27,8.869999885559082
2021-01-28,9.140000343322754
2021-01-29,10.489999771118164
2021-02-01,10.729999542236328
2021-02-02,11.239999771118164
2021-02-03,11.25
2021-02-04,11.479999542236328
2021-02-05,11.420000076293945
2021-02-08,11.449999809265137
2021-02-09,11.449999809265137
2021-02-10,11.300000190734863
2021-02-11,11.369999885559082
2021-02-12,11.380000114440918
2021-02-16,11.390000343322754
2021-02-17,11.130000114440918
2021-02-18,10.90999984741211
2021-02-19,11.050000190734863
2021-02-22,10.489999771118164
2021-02-23,10.100000381469727
2021-02-24,10.109999656677246
2021-02-25,9.710000038146973
2021-02-26,9.420000076293945
2021-03-01,9.619999885559082
2021-03-02,9.449999809265137
2021-03-03,9.0
2021-03-04,8.640000343322754
2021-03-05,8.579999923706055
2021-03-08,8.229999542236328
2021-03-09,8.75
2021-03-10,8.59000015258789
2021-03-11,8.569999694824219
2021-03-12,8.6899995803833
2021-03-15,9.324999809265137
2021-03-16,9.390000343322754
2021-03-17,8.989999771118164
2021-03-18,8.680000305175781
2021-03-19,9.039999961853027
2021-03-22,9.020000457763672
2021-03-23,8.75
2021-03-24,8.529999732971191
2021-03-25,8.649999618530273
2021-03-26,8.460000038146973
2021-03-29,8.300000190734863
2021-03-30,8.40999984741211
2021-03-31,8.680000305175781
2021-04-01,8.800000190734863
2021-04-05,8.800000190734863
2021-04-06,8.899999618530273
2021-04-07,8.779999732971191
2021-04-08,8.880000114440918
2021-04-09,8.899999618530273
2021-04-12,8.989999771118164
2021-04-13,9.25
2021-04-14,9.25
2021-04-15,9.420000076293945
2021-04-16,9.0
2021-04-19,8.949999809265137
2021-04-20,8.75
2021-04-21,8.90999984741211
2021-04-22,8.880000114440918
2021-04-23,9.100000381469727
2021-04-26,9.069999694824219
2021-04-27,8.9399995803833
2021-04-28,9.039999961853027
2021-04-29,9.100000381469727
2021-04-30,9.25
2021-05-03,9.199999809265137
2021-05-04,9.09000015258789
2021-05-05,8.6899995803833
2021-05-06,8.229999542236328
2021-05-07,8.40999984741211
2021-05-10,7.909999847412109
2021-05-11,7.889999866485596
2021-05-12,8.199999809265137
2021-05-13,8.130000114440918
2021-05-14,8.300000190734863
