,BGNE
2016-02-03,28.31999969482422
2016-02-04,30.5
2016-02-05,33.90999984741211
2016-02-08,31.520000457763672
2016-02-09,27.65999984741211
2016-02-10,26.8799991607666
2016-02-11,24.100000381469727
2016-02-12,23.979999542236328
2016-02-16,25.1299991607666
2016-02-17,26.059999465942383
2016-02-18,26.649999618530273
2016-02-19,27.030000686645508
2016-02-22,27.469999313354492
2016-02-23,27.149999618530273
2016-02-24,27.84000015258789
2016-02-25,28.950000762939453
2016-02-26,29.75
2016-02-29,29.270000457763672
2016-03-01,29.889999389648438
2016-03-02,31.18000030517578
2016-03-03,32.150001525878906
2016-03-04,32.369998931884766
2016-03-07,29.790000915527344
2016-03-08,28.700000762939453
2016-03-09,28.770000457763672
2016-03-10,28.0
2016-03-11,27.8799991607666
2016-03-14,27.0
2016-03-15,26.780000686645508
2016-03-16,25.979999542236328
2016-03-17,26.030000686645508
2016-03-18,27.690000534057617
2016-03-21,29.299999237060547
2016-03-22,30.520000457763672
2016-03-23,28.25
2016-03-24,28.030000686645508
2016-03-28,27.030000686645508
2016-03-29,27.670000076293945
2016-03-30,28.600000381469727
2016-03-31,29.309999465942383
2016-04-01,29.209999084472656
2016-04-04,29.969999313354492
2016-04-05,29.510000228881836
2016-04-06,31.579999923706055
2016-04-07,31.299999237060547
2016-04-08,31.25
2016-04-11,32.459999084472656
2016-04-12,31.530000686645508
2016-04-13,31.540000915527344
2016-04-14,31.290000915527344
2016-04-15,31.920000076293945
2016-04-18,31.06999969482422
2016-04-19,31.15999984741211
2016-04-20,30.190000534057617
2016-04-21,29.709999084472656
2016-04-22,29.90999984741211
2016-04-25,28.969999313354492
2016-04-26,28.600000381469727
2016-04-27,27.270000457763672
2016-04-28,26.8799991607666
2016-04-29,27.760000228881836
2016-05-02,27.170000076293945
2016-05-03,26.549999237060547
2016-05-04,26.260000228881836
2016-05-05,26.25
2016-05-06,26.239999771118164
2016-05-09,27.670000076293945
2016-05-10,27.770000457763672
2016-05-11,28.190000534057617
2016-05-12,26.850000381469727
2016-05-13,27.5
2016-05-16,27.649999618530273
2016-05-17,27.100000381469727
2016-05-18,27.309999465942383
2016-05-19,27.09000015258789
2016-05-20,26.920000076293945
2016-05-23,27.81999969482422
2016-05-24,27.6200008392334
2016-05-25,27.829999923706055
2016-05-26,27.579999923706055
2016-05-27,27.260000228881836
2016-05-31,28.25
2016-06-01,29.459999084472656
2016-06-02,31.030000686645508
2016-06-03,31.690000534057617
2016-06-06,33.11000061035156
2016-06-07,32.529998779296875
2016-06-08,32.04999923706055
2016-06-09,30.270000457763672
2016-06-10,29.670000076293945
2016-06-13,29.219999313354492
2016-06-14,29.610000610351562
2016-06-15,31.049999237060547
2016-06-16,29.920000076293945
2016-06-17,31.100000381469727
2016-06-20,29.969999313354492
2016-06-21,31.770000457763672
2016-06-22,31.979999542236328
2016-06-23,30.739999771118164
2016-06-24,28.239999771118164
2016-06-27,28.0
2016-06-28,29.530000686645508
2016-06-29,30.030000686645508
2016-06-30,29.799999237060547
2016-07-01,29.639999389648438
2016-07-05,29.31999969482422
2016-07-06,28.75
2016-07-07,28.809999465942383
2016-07-08,29.18000030517578
2016-07-11,30.059999465942383
2016-07-12,29.5
2016-07-13,29.75
2016-07-14,29.389999389648438
2016-07-15,29.540000915527344
2016-07-18,28.729999542236328
2016-07-19,28.010000228881836
2016-07-20,29.1200008392334
2016-07-21,27.6299991607666
2016-07-22,27.299999237060547
2016-07-25,27.06999969482422
2016-07-26,26.90999984741211
2016-07-27,27.3799991607666
2016-07-28,27.399999618530273
2016-07-29,26.239999771118164
2016-08-01,25.93000030517578
2016-08-02,25.719999313354492
2016-08-03,26.59000015258789
2016-08-04,26.110000610351562
2016-08-05,26.489999771118164
2016-08-08,26.540000915527344
2016-08-09,27.290000915527344
2016-08-10,27.510000228881836
2016-08-11,27.5
2016-08-12,28.149999618530273
2016-08-15,28.93000030517578
2016-08-16,29.360000610351562
2016-08-17,28.219999313354492
2016-08-18,28.709999084472656
2016-08-19,29.600000381469727
2016-08-22,29.100000381469727
2016-08-23,29.40999984741211
2016-08-24,28.0
2016-08-25,28.0
2016-08-26,27.989999771118164
2016-08-29,28.530000686645508
2016-08-30,29.25
2016-08-31,28.709999084472656
2016-09-01,29.399999618530273
2016-09-02,29.489999771118164
2016-09-06,29.77199935913086
2016-09-07,30.450000762939453
2016-09-08,31.579999923706055
2016-09-09,30.280000686645508
2016-09-12,31.399999618530273
2016-09-13,31.670000076293945
2016-09-14,33.58000183105469
2016-09-15,32.45000076293945
2016-09-16,32.650001525878906
2016-09-19,30.889999389648438
2016-09-20,30.979999542236328
2016-09-21,30.979999542236328
2016-09-22,31.18000030517578
2016-09-23,30.489999771118164
2016-09-26,29.5
2016-09-27,29.489999771118164
2016-09-28,30.229999542236328
2016-09-29,29.719999313354492
2016-09-30,30.809999465942383
2016-10-03,31.0
2016-10-04,30.709999084472656
2016-10-05,31.68000030517578
2016-10-06,31.790000915527344
2016-10-07,31.84000015258789
2016-10-10,32.11000061035156
2016-10-11,32.18000030517578
2016-10-12,31.399999618530273
2016-10-13,31.959999084472656
2016-10-14,31.520000457763672
2016-10-17,32.529998779296875
2016-10-18,32.88999938964844
2016-10-19,32.83000183105469
2016-10-20,32.97999954223633
2016-10-21,33.130001068115234
2016-10-24,33.13999938964844
2016-10-25,33.27000045776367
2016-10-26,32.90999984741211
2016-10-27,32.810001373291016
2016-10-28,33.470001220703125
2016-10-31,33.2400016784668
2016-11-01,33.43000030517578
2016-11-02,33.060001373291016
2016-11-03,31.280000686645508
2016-11-04,31.600000381469727
2016-11-07,31.940000534057617
2016-11-08,32.599998474121094
2016-11-09,33.79999923706055
2016-11-10,35.91999816894531
2016-11-11,32.20000076293945
2016-11-14,35.04999923706055
2016-11-15,36.310001373291016
2016-11-16,36.900001525878906
2016-11-17,32.70000076293945
2016-11-18,32.0
2016-11-21,31.510000228881836
2016-11-22,31.469999313354492
2016-11-23,32.0
2016-11-25,32.40999984741211
2016-11-28,30.8799991607666
2016-11-29,31.59000015258789
2016-11-30,31.700000762939453
2016-12-01,30.799999237060547
2016-12-02,30.860000610351562
2016-12-05,28.309999465942383
2016-12-06,27.969999313354492
2016-12-07,27.93000030517578
2016-12-08,26.950000762939453
2016-12-09,27.200000762939453
2016-12-12,28.610000610351562
2016-12-13,29.34000015258789
2016-12-14,28.950000762939453
2016-12-15,29.770000457763672
2016-12-16,29.610000610351562
2016-12-19,29.229999542236328
2016-12-20,28.1200008392334
2016-12-21,28.639999389648438
2016-12-22,28.920000076293945
2016-12-23,30.010000228881836
2016-12-27,29.59000015258789
2016-12-28,29.719999313354492
2016-12-29,29.170000076293945
2016-12-30,30.360000610351562
2017-01-03,31.049999237060547
2017-01-04,31.770000457763672
2017-01-05,31.020000457763672
2017-01-06,30.809999465942383
2017-01-09,31.530000686645508
2017-01-10,31.489999771118164
2017-01-11,31.299999237060547
2017-01-12,31.850000381469727
2017-01-13,32.689998626708984
2017-01-17,32.88999938964844
2017-01-18,32.79999923706055
2017-01-19,32.459999084472656
2017-01-20,32.0099983215332
2017-01-23,32.38999938964844
2017-01-24,33.0
2017-01-25,35.720001220703125
2017-01-26,35.81999969482422
2017-01-27,36.349998474121094
2017-01-30,34.11000061035156
2017-01-31,34.84000015258789
2017-02-01,36.0
2017-02-02,36.029998779296875
2017-02-03,35.880001068115234
2017-02-06,35.91999816894531
2017-02-07,34.72999954223633
2017-02-08,36.11000061035156
2017-02-09,35.349998474121094
2017-02-10,36.0
2017-02-13,36.060001373291016
2017-02-14,37.630001068115234
2017-02-15,40.43000030517578
2017-02-16,40.779998779296875
2017-02-17,40.75
2017-02-21,39.70000076293945
2017-02-22,39.75
2017-02-23,37.90999984741211
2017-02-24,38.56999969482422
2017-02-27,38.060001373291016
2017-02-28,38.970001220703125
2017-03-01,40.41999816894531
2017-03-02,40.099998474121094
2017-03-03,40.77000045776367
2017-03-06,39.81999969482422
2017-03-07,39.54999923706055
2017-03-08,39.880001068115234
2017-03-09,39.63999938964844
2017-03-10,39.9900016784668
