,WPP
2007-09-06,71.19000244140625
2007-09-07,69.83000183105469
2007-09-10,68.9000015258789
2007-09-11,69.94999694824219
2007-09-12,68.75
2007-09-13,68.83000183105469
2007-09-14,67.55999755859375
2007-09-17,65.6500015258789
2007-09-18,67.77999877929688
2007-09-19,67.80999755859375
2007-09-20,66.72000122070312
2007-09-21,65.98999786376953
2007-09-24,65.36000061035156
2007-09-25,64.20999908447266
2007-09-26,65.88999938964844
2007-09-27,67.56999969482422
2007-09-28,67.5
2007-10-01,67.7699966430664
2007-10-02,67.25
2007-10-03,68.19000244140625
2007-10-04,68.97000122070312
2007-10-05,70.81999969482422
2007-10-08,70.87999725341797
2007-10-09,72.01000213623047
2007-10-10,71.98999786376953
2007-10-11,71.72000122070312
2007-10-12,72.45999908447266
2007-10-15,71.63999938964844
2007-10-16,71.0
2007-10-17,72.2300033569336
2007-10-18,71.58999633789062
2007-10-19,67.7300033569336
2007-10-22,67.2699966430664
2007-10-23,68.44999694824219
2007-10-24,67.44000244140625
2007-10-25,67.3499984741211
2007-10-26,67.5
2007-10-29,67.19999694824219
2007-10-30,67.76000213623047
2007-10-31,68.80000305175781
2007-11-01,66.98999786376953
2007-11-02,67.38999938964844
2007-11-05,66.16000366210938
2007-11-06,65.94000244140625
2007-11-07,63.900001525878906
2007-11-08,63.75
2007-11-09,62.349998474121094
2007-11-12,59.83000183105469
2007-11-13,63.54999923706055
2007-11-14,61.81999969482422
2007-11-15,60.810001373291016
2007-11-16,60.720001220703125
2007-11-19,59.470001220703125
2007-11-20,60.40999984741211
2007-11-21,59.97999954223633
2007-11-23,61.56999969482422
2007-11-26,60.47999954223633
2007-11-27,60.11000061035156
2007-11-28,62.939998626708984
2007-11-29,62.7400016784668
2007-11-30,63.20000076293945
2007-12-03,63.40999984741211
2007-12-04,62.08000183105469
2007-12-05,62.130001068115234
2007-12-06,62.38999938964844
2007-12-07,63.13999938964844
2007-12-10,64.05999755859375
2007-12-11,62.810001373291016
2007-12-12,63.16999816894531
2007-12-13,62.22999954223633
2007-12-14,61.40999984741211
2007-12-17,61.06999969482422
2007-12-18,61.060001373291016
2007-12-19,61.459999084472656
2007-12-20,63.099998474121094
2007-12-21,63.790000915527344
2007-12-24,63.599998474121094
2007-12-26,63.88999938964844
2007-12-27,63.939998626708984
2007-12-28,64.2300033569336
2007-12-31,64.29000091552734
2008-01-02,62.43000030517578
2008-01-03,61.630001068115234
2008-01-04,59.43000030517578
2008-01-07,59.2400016784668
2008-01-08,58.33000183105469
2008-01-09,57.720001220703125
2008-01-10,57.25
2008-01-11,57.9900016784668
2008-01-14,58.970001220703125
2008-01-15,57.13999938964844
2008-01-16,56.689998626708984
2008-01-17,57.18000030517578
2008-01-18,56.959999084472656
2008-01-22,58.16999816894531
2008-01-23,57.7400016784668
2008-01-24,59.77000045776367
2008-01-25,58.630001068115234
2008-01-28,59.33000183105469
2008-01-29,60.95000076293945
2008-01-30,59.439998626708984
2008-01-31,61.41999816894531
2008-02-01,62.33000183105469
2008-02-04,62.54999923706055
2008-02-05,59.369998931884766
2008-02-06,58.900001525878906
2008-02-07,57.970001220703125
2008-02-08,57.0099983215332
2008-02-11,56.869998931884766
2008-02-12,58.869998931884766
2008-02-13,60.779998779296875
2008-02-14,59.31999969482422
2008-02-15,59.11000061035156
2008-02-19,59.16999816894531
2008-02-20,59.13999938964844
2008-02-21,59.61000061035156
2008-02-22,60.22999954223633
2008-02-25,62.380001068115234
2008-02-26,63.08000183105469
2008-02-27,62.7400016784668
2008-02-28,61.09000015258789
2008-02-29,59.56999969482422
2008-03-03,59.16999816894531
2008-03-04,58.88999938964844
2008-03-05,60.29999923706055
2008-03-06,59.16999816894531
2008-03-07,58.27000045776367
2008-03-10,58.84000015258789
2008-03-11,59.130001068115234
2008-03-12,59.29999923706055
2008-03-13,60.400001525878906
2008-03-14,58.04999923706055
2008-03-17,56.65999984741211
2008-03-18,59.040000915527344
2008-03-19,56.959999084472656
2008-03-20,58.65999984741211
2008-03-24,59.630001068115234
2008-03-25,61.54999923706055
2008-03-26,59.54999923706055
2008-03-27,59.65999984741211
2008-03-28,59.5
2008-03-31,59.63999938964844
2008-04-01,62.529998779296875
2008-04-02,63.189998626708984
2008-04-03,62.54999923706055
2008-04-04,62.65999984741211
2008-04-07,62.65999984741211
2008-04-08,61.439998626708984
2008-04-09,60.459999084472656
2008-04-10,60.97999954223633
2008-04-11,59.38999938964844
2008-04-14,59.650001525878906
2008-04-15,58.81999969482422
2008-04-16,60.959999084472656
2008-04-17,60.68000030517578
2008-04-18,61.900001525878906
2008-04-21,61.279998779296875
2008-04-22,61.650001525878906
2008-04-23,62.529998779296875
2008-04-24,62.59000015258789
2008-04-25,59.31999969482422
2008-04-28,59.68000030517578
2008-04-29,59.810001373291016
2008-04-30,61.22999954223633
2008-05-01,62.70000076293945
2008-05-02,61.900001525878906
2008-05-05,61.540000915527344
2008-05-06,62.33000183105469
2008-05-07,61.95000076293945
2008-05-08,62.34000015258789
2008-05-09,61.56999969482422
2008-05-12,62.880001068115234
2008-05-13,62.34000015258789
2008-05-14,60.93000030517578
2008-05-15,61.849998474121094
2008-05-16,62.04999923706055
2008-05-19,62.81999969482422
2008-05-20,61.29999923706055
2008-05-21,59.59000015258789
2008-05-22,60.189998626708984
2008-05-23,60.36000061035156
2008-05-27,60.150001525878906
2008-05-28,60.900001525878906
2008-05-29,60.150001525878906
2008-05-30,60.650001525878906
2008-06-02,58.529998779296875
2008-06-03,59.400001525878906
2008-06-04,58.119998931884766
2008-06-05,58.689998626708984
2008-06-06,56.13999938964844
2008-06-09,55.70000076293945
2008-06-10,55.369998931884766
2008-06-11,54.59000015258789
2008-06-12,53.099998474121094
2008-06-13,54.47999954223633
2008-06-16,54.93000030517578
2008-06-17,54.599998474121094
2008-06-18,53.650001525878906
2008-06-19,53.459999084472656
2008-06-20,51.279998779296875
2008-06-23,51.06999969482422
2008-06-24,49.08000183105469
2008-06-25,49.75
2008-06-26,48.84000015258789
2008-06-27,48.099998474121094
2008-06-30,47.81999969482422
2008-07-01,47.33000183105469
2008-07-02,45.630001068115234
2008-07-03,45.97999954223633
2008-07-07,45.7400016784668
2008-07-08,46.040000915527344
2008-07-09,45.63999938964844
2008-07-10,45.33000183105469
2008-07-11,44.209999084472656
2008-07-14,43.650001525878906
2008-07-15,42.66999816894531
2008-07-16,45.349998474121094
2008-07-17,46.75
2008-07-18,48.88999938964844
2008-07-21,46.83000183105469
2008-07-22,46.16999816894531
2008-07-23,46.86000061035156
2008-07-24,46.650001525878906
2008-07-25,47.06999969482422
2008-07-28,45.959999084472656
2008-07-29,46.79999923706055
2008-07-30,47.75
2008-07-31,47.56999969482422
2008-08-01,46.900001525878906
2008-08-04,47.11000061035156
2008-08-05,48.84000015258789
2008-08-06,48.45000076293945
2008-08-07,47.08000183105469
2008-08-08,47.88999938964844
2008-08-11,48.209999084472656
2008-08-12,46.7599983215332
2008-08-13,46.439998626708984
2008-08-14,46.16999816894531
2008-08-15,46.779998779296875
2008-08-18,45.61000061035156
2008-08-19,45.279998779296875
2008-08-20,44.7599983215332
2008-08-21,45.060001373291016
2008-08-22,45.619998931884766
2008-08-25,45.310001373291016
2008-08-26,46.900001525878906
2008-08-27,47.20000076293945
2008-08-28,48.2400016784668
2008-08-29,48.790000915527344
2008-09-02,48.7599983215332
2008-09-03,48.810001373291016
2008-09-04,46.790000915527344
2008-09-05,46.599998474121094
2008-09-08,47.849998474121094
2008-09-09,47.81999969482422
2008-09-10,48.650001525878906
2008-09-11,48.130001068115234
2008-09-12,49.81999969482422
2008-09-15,47.5099983215332
2008-09-16,45.79999923706055
2008-09-17,43.529998779296875
2008-09-18,43.40999984741211
2008-09-19,46.45000076293945
2008-09-22,44.43000030517578
2008-09-23,44.599998474121094
2008-09-24,44.83000183105469
2008-09-25,44.13999938964844
2008-09-26,43.900001525878906
2008-09-29,38.06999969482422
2008-09-30,40.63999938964844
2008-10-01,40.849998474121094
2008-10-02,39.33000183105469
2008-10-03,39.779998779296875
2008-10-06,36.4900016784668
2008-10-07,35.849998474121094
2008-10-08,34.33000183105469
2008-10-09,32.34000015258789
2008-10-10,31.540000915527344
2008-10-13,36.0099983215332
2008-10-14,35.400001525878906
2008-10-15,31.299999237060547
2008-10-16,33.13999938964844
2008-10-17,33.189998626708984
2008-10-20,34.150001525878906
2008-10-21,30.75
2008-10-22,27.200000762939453
2008-10-23,25.709999084472656
2008-10-24,25.670000076293945
2008-10-27,24.030000686645508
2008-10-28,26.799999237060547
2008-10-29,27.290000915527344
2008-10-30,29.950000762939453
2008-10-31,30.40999984741211
2008-11-03,30.899999618530273
2008-11-04,32.779998779296875
2008-11-05,31.0
2008-11-06,29.0
2008-11-07,30.139999389648438
2008-11-10,29.31999969482422
2008-11-11,26.600000381469727
2008-11-12,24.209999084472656
2008-11-13,26.209999084472656
2008-11-14,25.059999465942383
2008-11-17,24.139999389648438
2008-11-18,25.610000610351562
2008-11-19,24.450000762939453
2008-11-20,23.280000686645508
2008-11-21,24.520000457763672
2008-11-24,25.739999771118164
2008-11-25,27.18000030517578
2008-11-26,26.950000762939453
2008-11-28,27.700000762939453
2008-12-01,24.309999465942383
2008-12-02,25.56999969482422
2008-12-03,25.489999771118164
2008-12-04,23.790000915527344
2008-12-05,24.18000030517578
2008-12-08,25.8700008392334
2008-12-09,27.709999084472656
2008-12-10,28.690000534057617
2008-12-11,28.510000228881836
2008-12-12,27.610000610351562
2008-12-15,28.25
2008-12-16,30.399999618530273
2008-12-17,30.329999923706055
2008-12-18,29.459999084472656
2008-12-19,30.40999984741211
2008-12-22,28.579999923706055
2008-12-23,29.329999923706055
2008-12-24,28.889999389648438
2008-12-26,29.010000228881836
2008-12-29,28.299999237060547
2008-12-30,29.030000686645508
2008-12-31,29.59000015258789
2009-01-02,30.1200008392334
2009-01-05,30.56999969482422
2009-01-06,30.68000030517578
2009-01-07,29.889999389648438
2009-01-08,30.709999084472656
2009-01-09,30.670000076293945
2009-01-12,29.329999923706055
2009-01-13,28.799999237060547
2009-01-14,27.489999771118164
2009-01-15,27.780000686645508
2009-01-16,28.639999389648438
2009-01-20,26.790000915527344
2009-01-21,29.030000686645508
2009-01-22,28.280000686645508
2009-01-23,27.719999313354492
2009-01-26,28.209999084472656
2009-01-27,29.15999984741211
2009-01-28,31.260000228881836
2009-01-29,29.280000686645508
2009-01-30,27.969999313354492
2009-02-02,27.760000228881836
2009-02-03,28.530000686645508
2009-02-04,28.3700008392334
2009-02-05,29.229999542236328
2009-02-06,30.09000015258789
2009-02-09,30.260000228881836
2009-02-10,28.079999923706055
2009-02-11,28.780000686645508
2009-02-12,28.889999389648438
2009-02-13,28.549999237060547
2009-02-17,27.420000076293945
2009-02-18,27.389999389648438
2009-02-19,27.030000686645508
2009-02-20,26.649999618530273
2009-02-23,25.520000457763672
2009-02-24,25.959999084472656
2009-02-25,25.81999969482422
2009-02-26,25.670000076293945
2009-02-27,25.860000610351562
2009-03-02,24.540000915527344
2009-03-03,25.549999237060547
2009-03-04,26.829999923706055
2009-03-05,25.899999618530273
2009-03-06,27.389999389648438
2009-03-09,26.010000228881836
2009-03-10,27.739999771118164
2009-03-11,28.290000915527344
2009-03-12,28.43000030517578
2009-03-13,27.350000381469727
2009-03-16,27.139999389648438
2009-03-17,27.8700008392334
2009-03-18,28.899999618530273
2009-03-19,29.239999771118164
2009-03-20,28.59000015258789
2009-03-23,29.579999923706055
2009-03-24,29.40999984741211
2009-03-25,28.010000228881836
2009-03-26,28.020000457763672
2009-03-27,27.110000610351562
2009-03-30,26.68000030517578
2009-03-31,27.950000762939453
2009-04-01,29.469999313354492
2009-04-02,31.239999771118164
2009-04-03,32.310001373291016
2009-04-06,31.979999542236328
2009-04-07,30.68000030517578
2009-04-08,30.860000610351562
2009-04-09,30.760000228881836
2009-04-13,31.059999465942383
2009-04-14,30.860000610351562
2009-04-15,30.979999542236328
2009-04-16,31.559999465942383
2009-04-17,31.770000457763672
2009-04-20,29.649999618530273
2009-04-21,30.489999771118164
2009-04-22,29.81999969482422
2009-04-23,30.950000762939453
2009-04-24,31.6299991607666
2009-04-27,31.959999084472656
2009-04-28,30.93000030517578
2009-04-29,33.66999816894531
2009-04-30,34.119998931884766
2009-05-01,34.93000030517578
2009-05-04,35.779998779296875
2009-05-05,36.290000915527344
2009-05-06,37.40999984741211
2009-05-07,35.810001373291016
2009-05-08,37.099998474121094
2009-05-11,36.22999954223633
2009-05-12,36.63999938964844
2009-05-13,34.209999084472656
2009-05-14,35.7599983215332
2009-05-15,35.279998779296875
2009-05-18,36.650001525878906
2009-05-19,37.130001068115234
2009-05-20,36.63999938964844
2009-05-21,35.63999938964844
2009-05-22,35.5
2009-05-26,35.86000061035156
2009-05-27,36.650001525878906
2009-05-28,36.900001525878906
2009-05-29,37.38999938964844
2009-06-01,39.220001220703125
2009-06-02,37.72999954223633
2009-06-03,35.2400016784668
2009-06-04,35.150001525878906
2009-06-05,34.90999984741211
2009-06-08,34.91999816894531
2009-06-09,34.95000076293945
2009-06-10,35.43000030517578
2009-06-11,35.310001373291016
2009-06-12,35.689998626708984
2009-06-15,34.2400016784668
2009-06-16,33.66999816894531
2009-06-17,34.119998931884766
2009-06-18,33.52000045776367
2009-06-19,33.93000030517578
2009-06-22,32.540000915527344
2009-06-23,32.790000915527344
2009-06-24,33.79999923706055
2009-06-25,33.9900016784668
2009-06-26,33.720001220703125
2009-06-29,33.790000915527344
2009-06-30,33.2599983215332
2009-07-01,33.939998626708984
2009-07-02,31.59000015258789
2009-07-06,31.6299991607666
2009-07-07,31.3700008392334
2009-07-08,31.030000686645508
2009-07-09,31.8799991607666
2009-07-10,31.43000030517578
2009-07-13,31.719999313354492
2009-07-14,32.52000045776367
2009-07-15,33.959999084472656
2009-07-16,34.529998779296875
2009-07-17,34.720001220703125
2009-07-20,36.2599983215332
2009-07-21,36.040000915527344
2009-07-22,36.099998474121094
2009-07-23,37.22999954223633
2009-07-24,37.20000076293945
2009-07-27,38.04999923706055
2009-07-28,37.209999084472656
2009-07-29,36.77000045776367
2009-07-30,37.220001220703125
2009-07-31,38.52000045776367
2009-08-03,39.29999923706055
2009-08-04,39.810001373291016
2009-08-05,40.93000030517578
2009-08-06,39.09000015258789
2009-08-07,39.060001373291016
2009-08-10,39.279998779296875
2009-08-11,38.04999923706055
2009-08-12,38.599998474121094
2009-08-13,39.599998474121094
2009-08-14,39.130001068115234
2009-08-17,38.2400016784668
2009-08-18,38.9900016784668
2009-08-19,39.2400016784668
2009-08-20,41.70000076293945
2009-08-21,41.619998931884766
2009-08-24,42.619998931884766
2009-08-25,42.310001373291016
2009-08-26,41.810001373291016
2009-08-27,42.06999969482422
2009-08-28,42.2400016784668
2009-08-31,41.369998931884766
2009-09-01,40.599998474121094
2009-09-02,40.41999816894531
2009-09-03,40.77000045776367
2009-09-04,41.529998779296875
2009-09-08,42.709999084472656
2009-09-09,43.09000015258789
2009-09-10,44.290000915527344
2009-09-11,44.33000183105469
2009-09-14,44.45000076293945
2009-09-15,44.290000915527344
2009-09-16,44.959999084472656
2009-09-17,44.13999938964844
2009-09-18,43.65999984741211
2009-09-21,43.36000061035156
2009-09-22,44.45000076293945
2009-09-23,44.79999923706055
2009-09-24,43.029998779296875
2009-09-25,42.880001068115234
2009-09-28,42.939998626708984
2009-09-29,43.459999084472656
2009-09-30,42.970001220703125
2009-10-01,42.779998779296875
2009-10-02,41.7599983215332
2009-10-05,42.47999954223633
2009-10-06,43.560001373291016
2009-10-07,43.29999923706055
2009-10-08,44.33000183105469
2009-10-09,44.58000183105469
2009-10-12,45.189998626708984
2009-10-13,45.66999816894531
2009-10-14,47.34000015258789
2009-10-15,48.59000015258789
2009-10-16,47.75
2009-10-19,48.63999938964844
2009-10-20,48.0099983215332
2009-10-21,46.7400016784668
2009-10-22,46.470001220703125
2009-10-23,45.279998779296875
2009-10-26,45.25
2009-10-27,44.93000030517578
2009-10-28,43.20000076293945
2009-10-29,45.130001068115234
2009-10-30,44.779998779296875
2009-11-02,44.560001373291016
2009-11-03,44.689998626708984
2009-11-04,45.2400016784668
2009-11-05,46.779998779296875
2009-11-06,47.33000183105469
2009-11-09,47.720001220703125
2009-11-10,47.439998626708984
2009-11-11,47.150001525878906
2009-11-12,46.93000030517578
2009-11-13,47.619998931884766
2009-11-16,49.43000030517578
2009-11-17,49.380001068115234
2009-11-18,48.79999923706055
2009-11-19,47.72999954223633
2009-11-20,47.40999984741211
2009-11-23,47.880001068115234
2009-11-24,47.779998779296875
2009-11-25,48.52000045776367
2009-11-27,47.369998931884766
2009-11-30,47.029998779296875
2009-12-01,48.529998779296875
2009-12-02,49.2599983215332
2009-12-03,48.36000061035156
2009-12-04,48.189998626708984
2009-12-07,48.27000045776367
2009-12-08,47.95000076293945
2009-12-09,47.599998474121094
2009-12-10,47.93000030517578
2009-12-11,49.84000015258789
2009-12-14,49.75
2009-12-15,49.38999938964844
2009-12-16,49.9900016784668
2009-12-17,49.02000045776367
2009-12-18,48.130001068115234
2009-12-21,48.58000183105469
2009-12-22,47.939998626708984
2009-12-23,48.150001525878906
2009-12-24,48.22999954223633
2009-12-28,48.18000030517578
2009-12-29,48.349998474121094
2009-12-30,48.779998779296875
2009-12-31,48.650001525878906
2010-01-04,49.41999816894531
2010-01-05,48.65999984741211
2010-01-06,48.90999984741211
2010-01-07,48.88999938964844
2010-01-08,50.099998474121094
2010-01-11,49.75
2010-01-12,49.08000183105469
2010-01-13,49.70000076293945
2010-01-14,49.56999969482422
2010-01-15,49.08000183105469
2010-01-19,48.9900016784668
2010-01-20,49.150001525878906
2010-01-21,48.83000183105469
2010-01-22,47.060001373291016
2010-01-25,48.38999938964844
2010-01-26,47.459999084472656
2010-01-27,47.61000061035156
2010-01-28,47.099998474121094
2010-01-29,46.099998474121094
2010-02-01,46.790000915527344
2010-02-02,47.119998931884766
2010-02-03,47.79999923706055
2010-02-04,45.79999923706055
2010-02-05,45.02000045776367
2010-02-08,44.29999923706055
2010-02-09,45.56999969482422
2010-02-10,45.369998931884766
2010-02-11,46.689998626708984
2010-02-12,46.61000061035156
2010-02-16,47.209999084472656
2010-02-17,47.369998931884766
2010-02-18,47.290000915527344
2010-02-19,46.45000076293945
2010-02-22,46.38999938964844
2010-02-23,45.869998931884766
2010-02-24,45.599998474121094
2010-02-25,45.90999984741211
2010-02-26,45.75
2010-03-01,46.68000030517578
2010-03-02,47.06999969482422
2010-03-03,47.47999954223633
2010-03-04,46.880001068115234
2010-03-05,48.77000045776367
2010-03-08,48.369998931884766
2010-03-09,48.099998474121094
2010-03-10,48.689998626708984
2010-03-11,49.0099983215332
2010-03-12,50.439998626708984
2010-03-15,49.380001068115234
2010-03-16,49.95000076293945
2010-03-17,49.29999923706055
2010-03-18,48.95000076293945
2010-03-19,48.31999969482422
2010-03-22,48.47999954223633
2010-03-23,48.56999969482422
2010-03-24,47.68000030517578
2010-03-25,47.56999969482422
2010-03-26,49.29999923706055
2010-03-29,50.150001525878906
2010-03-30,50.779998779296875
2010-03-31,51.54999923706055
2010-04-01,51.84000015258789
2010-04-05,52.45000076293945
2010-04-06,53.0
2010-04-07,52.709999084472656
2010-04-08,52.630001068115234
2010-04-09,53.08000183105469
2010-04-12,52.939998626708984
2010-04-13,53.099998474121094
2010-04-14,54.5099983215332
2010-04-15,54.849998474121094
2010-04-16,54.7400016784668
2010-04-19,54.560001373291016
2010-04-20,55.95000076293945
2010-04-21,56.0
2010-04-22,56.13999938964844
2010-04-23,57.029998779296875
2010-04-26,56.06999969482422
2010-04-27,53.869998931884766
2010-04-28,51.56999969482422
2010-04-29,53.83000183105469
2010-04-30,52.83000183105469
2010-05-03,53.709999084472656
2010-05-04,51.59000015258789
2010-05-05,50.43000030517578
2010-05-06,48.63999938964844
2010-05-07,46.95000076293945
2010-05-10,50.369998931884766
2010-05-11,50.349998474121094
2010-05-12,52.029998779296875
2010-05-13,50.81999969482422
2010-05-14,48.65999984741211
2010-05-17,48.56999969482422
2010-05-18,47.349998474121094
2010-05-19,46.939998626708984
2010-05-20,44.5099983215332
2010-05-21,45.720001220703125
2010-05-24,45.400001525878906
2010-05-25,44.47999954223633
2010-05-26,45.220001220703125
2010-05-27,47.75
2010-05-28,46.97999954223633
2010-06-01,46.56999969482422
2010-06-02,47.91999816894531
2010-06-03,48.880001068115234
2010-06-04,46.90999984741211
2010-06-07,46.95000076293945
2010-06-08,46.7599983215332
2010-06-09,47.650001525878906
2010-06-10,50.439998626708984
2010-06-11,49.650001525878906
2010-06-14,50.11000061035156
2010-06-15,52.220001220703125
2010-06-16,51.880001068115234
2010-06-17,51.88999938964844
2010-06-18,51.720001220703125
2010-06-21,51.43000030517578
2010-06-22,51.150001525878906
2010-06-23,51.81999969482422
2010-06-24,50.20000076293945
2010-06-25,50.11000061035156
2010-06-28,49.52000045776367
2010-06-29,47.40999984741211
2010-06-30,46.810001373291016
2010-07-01,46.970001220703125
2010-07-02,47.220001220703125
2010-07-06,47.5099983215332
2010-07-07,48.849998474121094
2010-07-08,49.43000030517578
2010-07-09,49.02000045776367
2010-07-12,49.27000045776367
2010-07-13,50.47999954223633
2010-07-14,50.63999938964844
2010-07-15,50.75
2010-07-16,48.88999938964844
2010-07-19,48.86000061035156
2010-07-20,49.2400016784668
2010-07-21,49.209999084472656
2010-07-22,51.45000076293945
2010-07-23,52.79999923706055
2010-07-26,53.04999923706055
2010-07-27,53.099998474121094
2010-07-28,52.220001220703125
2010-07-29,53.27000045776367
2010-07-30,53.31999969482422
2010-08-02,55.4900016784668
2010-08-03,54.5
2010-08-04,54.439998626708984
2010-08-05,54.959999084472656
2010-08-06,55.130001068115234
2010-08-09,55.79999923706055
2010-08-10,55.209999084472656
2010-08-11,52.91999816894531
2010-08-12,52.150001525878906
2010-08-13,52.15999984741211
2010-08-16,52.38999938964844
2010-08-17,52.689998626708984
2010-08-18,52.95000076293945
2010-08-19,52.220001220703125
2010-08-20,51.86000061035156
2010-08-23,51.86000061035156
2010-08-24,49.70000076293945
2010-08-25,49.27000045776367
2010-08-26,49.41999816894531
2010-08-27,49.91999816894531
2010-08-30,49.150001525878906
2010-08-31,49.560001373291016
2010-09-01,51.90999984741211
2010-09-02,52.27000045776367
2010-09-03,53.18000030517578
2010-09-07,51.439998626708984
2010-09-08,52.939998626708984
2010-09-09,53.16999816894531
2010-09-10,53.380001068115234
2010-09-13,53.880001068115234
2010-09-14,54.54999923706055
2010-09-15,55.70000076293945
2010-09-16,55.810001373291016
2010-09-17,55.689998626708984
2010-09-20,56.709999084472656
2010-09-21,56.970001220703125
2010-09-22,55.630001068115234
2010-09-23,55.130001068115234
2010-09-24,57.06999969482422
2010-09-27,56.900001525878906
2010-09-28,56.88999938964844
2010-09-29,56.0
2010-09-30,55.66999816894531
2010-10-01,56.11000061035156
2010-10-04,55.22999954223633
2010-10-05,55.849998474121094
2010-10-06,55.75
2010-10-07,55.36000061035156
2010-10-08,55.720001220703125
2010-10-11,55.720001220703125
2010-10-12,56.0
2010-10-13,56.63999938964844
2010-10-14,57.34000015258789
2010-10-15,57.650001525878906
2010-10-18,58.5099983215332
2010-10-19,57.279998779296875
2010-10-20,57.56999969482422
2010-10-21,57.81999969482422
2010-10-22,57.58000183105469
2010-10-25,58.36000061035156
2010-10-26,58.060001373291016
2010-10-27,56.93000030517578
2010-10-28,57.369998931884766
2010-10-29,58.040000915527344
2010-11-01,58.720001220703125
2010-11-02,58.7400016784668
2010-11-03,60.36000061035156
2010-11-04,61.33000183105469
2010-11-05,61.06999969482422
2010-11-08,60.31999969482422
2010-11-09,59.59000015258789
2010-11-10,60.040000915527344
2010-11-11,59.11000061035156
2010-11-12,59.08000183105469
2010-11-15,58.68000030517578
2010-11-16,57.2599983215332
2010-11-17,58.0
2010-11-18,59.13999938964844
2010-11-19,59.27000045776367
2010-11-22,58.61000061035156
2010-11-23,56.86000061035156
2010-11-24,57.61000061035156
2010-11-26,56.72999954223633
2010-11-29,56.060001373291016
2010-11-30,55.560001373291016
2010-12-01,57.02000045776367
2010-12-02,58.779998779296875
2010-12-03,59.7599983215332
2010-12-06,59.0
2010-12-07,59.90999984741211
2010-12-08,60.5
2010-12-09,61.31999969482422
2010-12-10,60.90999984741211
2010-12-13,61.25
2010-12-14,60.560001373291016
2010-12-15,60.02000045776367
2010-12-16,60.61000061035156
2010-12-17,61.0
2010-12-20,61.02000045776367
2010-12-21,61.470001220703125
2010-12-22,61.04999923706055
2010-12-23,61.2599983215332
2010-12-27,60.9900016784668
2010-12-28,60.7599983215332
2010-12-29,61.599998474121094
2010-12-30,61.56999969482422
2010-12-31,61.970001220703125
2011-01-03,62.27000045776367
2011-01-04,62.130001068115234
2011-01-05,60.650001525878906
2011-01-06,61.25
2011-01-07,62.31999969482422
2011-01-10,60.97999954223633
2011-01-11,60.83000183105469
2011-01-12,61.029998779296875
2011-01-13,61.119998931884766
2011-01-14,61.709999084472656
2011-01-18,63.90999984741211
2011-01-19,62.95000076293945
2011-01-20,62.779998779296875
2011-01-21,63.52000045776367
2011-01-24,63.790000915527344
2011-01-25,61.959999084472656
2011-01-26,62.90999984741211
2011-01-27,62.779998779296875
2011-01-28,61.68000030517578
2011-01-31,61.97999954223633
2011-02-01,62.84000015258789
2011-02-02,62.93000030517578
2011-02-03,63.209999084472656
2011-02-04,64.33999633789062
2011-02-07,65.52999877929688
2011-02-08,65.94000244140625
2011-02-09,65.56999969482422
2011-02-10,66.5199966430664
2011-02-11,66.7699966430664
2011-02-14,67.02999877929688
2011-02-15,66.81999969482422
2011-02-16,68.2699966430664
2011-02-17,67.97000122070312
2011-02-18,68.72000122070312
2011-02-22,66.93000030517578
2011-02-23,66.98999786376953
2011-02-24,66.38999938964844
2011-02-25,67.2699966430664
2011-02-28,68.77999877929688
2011-03-01,66.83000183105469
2011-03-02,67.76000213623047
2011-03-03,68.16999816894531
2011-03-04,66.33999633789062
2011-03-07,66.4000015258789
2011-03-08,65.43000030517578
2011-03-09,65.70999908447266
2011-03-10,62.16999816894531
2011-03-11,62.83000183105469
2011-03-14,62.63999938964844
2011-03-15,60.900001525878906
2011-03-16,58.7400016784668
2011-03-17,60.349998474121094
2011-03-18,61.400001525878906
2011-03-21,62.65999984741211
2011-03-22,61.869998931884766
2011-03-23,61.06999969482422
2011-03-24,61.380001068115234
2011-03-25,60.90999984741211
2011-03-28,60.88999938964844
2011-03-29,61.65999984741211
2011-03-30,62.869998931884766
2011-03-31,61.7599983215332
2011-04-01,63.209999084472656
2011-04-04,63.41999816894531
2011-04-05,63.88999938964844
2011-04-06,64.2300033569336
2011-04-07,63.099998474121094
2011-04-08,62.20000076293945
2011-04-11,61.310001373291016
2011-04-12,60.0
2011-04-13,59.810001373291016
2011-04-14,59.369998931884766
2011-04-15,59.099998474121094
2011-04-18,59.15999984741211
2011-04-19,59.43000030517578
2011-04-20,61.83000183105469
2011-04-21,61.810001373291016
2011-04-25,61.81999969482422
2011-04-26,61.189998626708984
2011-04-27,63.560001373291016
2011-04-28,64.93000030517578
2011-04-29,65.29000091552734
2011-05-02,64.81999969482422
2011-05-03,63.709999084472656
2011-05-04,63.150001525878906
2011-05-05,62.439998626708984
2011-05-06,62.47999954223633
2011-05-09,62.61000061035156
2011-05-10,63.4900016784668
2011-05-11,62.959999084472656
2011-05-12,62.939998626708984
2011-05-13,62.11000061035156
2011-05-16,61.86000061035156
2011-05-17,61.77000045776367
2011-05-18,61.43000030517578
2011-05-19,62.0
2011-05-20,61.77000045776367
2011-05-23,60.400001525878906
2011-05-24,60.20000076293945
2011-05-25,60.54999923706055
2011-05-26,60.849998474121094
2011-05-27,61.380001068115234
2011-05-31,62.369998931884766
2011-06-01,59.630001068115234
