,BATRA
2016-04-18,19.950000762939453
2016-04-19,18.049999237060547
2016-04-20,18.049999237060547
2016-04-21,18.479999542236328
2016-04-22,17.780000686645508
2016-04-25,16.18000030517578
2016-04-26,15.020000457763672
2016-04-27,14.529999732971191
2016-04-28,15.5
2016-04-29,15.640000343322754
2016-05-02,15.609999656677246
2016-05-03,15.970000267028809
2016-05-04,16.030000686645508
2016-05-05,15.789999961853027
2016-05-06,15.90999984741211
2016-05-09,16.25
2016-05-10,16.540000915527344
2016-05-11,16.56999969482422
2016-05-12,16.59000015258789
2016-05-13,17.100000381469727
2016-05-16,17.219999313354492
2016-05-17,17.149999618530273
2016-05-18,17.15999984741211
2016-05-19,16.18000030517578
2016-05-20,15.640000343322754
2016-05-23,15.649999618530273
2016-05-24,15.8100004196167
2016-05-25,15.829999923706055
2016-05-26,15.75
2016-05-27,15.720000267028809
2016-05-31,15.5600004196167
2016-06-01,15.8100004196167
2016-06-02,15.829999923706055
2016-06-03,15.510000228881836
2016-06-06,15.4399995803833
2016-06-07,15.359999656677246
2016-06-08,15.430000305175781
2016-06-09,15.489999771118164
2016-06-10,15.34000015258789
2016-06-13,14.890000343322754
2016-06-14,14.789999961853027
2016-06-15,15.039999961853027
2016-06-16,15.399999618530273
2016-06-17,15.010000228881836
2016-06-20,15.380000114440918
2016-06-21,15.420000076293945
2016-06-22,15.789999961853027
2016-06-23,15.800000190734863
2016-06-24,15.34000015258789
2016-06-27,14.710000038146973
2016-06-28,14.270000457763672
2016-06-29,14.5
2016-06-30,15.039999961853027
2016-07-01,15.369999885559082
2016-07-05,15.300000190734863
2016-07-06,15.010000228881836
2016-07-07,15.260000228881836
2016-07-08,15.489999771118164
2016-07-11,16.100000381469727
2016-07-12,16.079999923706055
2016-07-13,15.930000305175781
2016-07-14,15.989999771118164
2016-07-15,15.970000267028809
2016-07-18,15.949999809265137
2016-07-19,16.0
2016-07-20,16.110000610351562
2016-07-21,16.040000915527344
2016-07-22,16.170000076293945
2016-07-25,16.200000762939453
2016-07-26,16.34000015258789
2016-07-27,16.510000228881836
2016-07-28,16.450000762939453
2016-07-29,16.489999771118164
2016-08-01,16.549999237060547
2016-08-02,16.170000076293945
2016-08-03,16.25
2016-08-04,16.09000015258789
2016-08-05,16.06999969482422
2016-08-08,16.079999923706055
2016-08-09,15.979999542236328
2016-08-10,16.510000228881836
2016-08-11,16.59000015258789
2016-08-12,16.610000610351562
2016-08-15,16.770000457763672
2016-08-16,16.889999389648438
2016-08-17,16.799999237060547
2016-08-18,16.68000030517578
2016-08-19,16.729999542236328
2016-08-22,16.850000381469727
2016-08-23,16.889999389648438
2016-08-24,16.8799991607666
2016-08-25,16.90999984741211
2016-08-26,16.920000076293945
2016-08-29,16.780000686645508
2016-08-30,16.899999618530273
2016-08-31,16.809999465942383
2016-09-01,16.899999618530273
2016-09-02,17.110000610351562
2016-09-06,17.559999465942383
2016-09-07,17.399999618530273
2016-09-08,17.3799991607666
2016-09-09,16.989999771118164
2016-09-12,17.270000457763672
2016-09-13,17.149999618530273
2016-09-14,17.15999984741211
2016-09-15,17.459999084472656
2016-09-16,17.200000762939453
2016-09-19,17.219999313354492
2016-09-20,17.31999969482422
2016-09-21,17.5
2016-09-22,17.510000228881836
2016-09-23,17.34000015258789
2016-09-26,17.049999237060547
2016-09-27,17.3799991607666
2016-09-28,17.31999969482422
2016-09-29,17.049999237060547
2016-09-30,17.450000762939453
2016-10-03,17.5
2016-10-04,17.479999542236328
2016-10-05,17.489999771118164
2016-10-06,17.469999313354492
2016-10-07,17.549999237060547
2016-10-10,17.59000015258789
2016-10-11,17.290000915527344
2016-10-12,17.020000457763672
2016-10-13,16.829999923706055
2016-10-14,16.81999969482422
2016-10-17,16.90999984741211
2016-10-18,16.8799991607666
2016-10-19,17.15999984741211
2016-10-20,17.170000076293945
2016-10-21,17.43000030517578
2016-10-24,17.459999084472656
2016-10-25,17.239999771118164
2016-10-26,17.25
2016-10-27,16.989999771118164
2016-10-28,16.969999313354492
2016-10-31,16.950000762939453
2016-11-01,16.690000534057617
2016-11-02,16.56999969482422
2016-11-03,16.700000762939453
2016-11-04,16.56999969482422
2016-11-07,16.90999984741211
2016-11-08,17.190000534057617
2016-11-09,17.030000686645508
2016-11-10,18.920000076293945
2016-11-11,20.110000610351562
2016-11-14,19.1299991607666
2016-11-15,18.950000762939453
2016-11-16,19.270000457763672
2016-11-17,19.139999389648438
2016-11-18,18.989999771118164
2016-11-21,19.65999984741211
2016-11-22,20.040000915527344
2016-11-23,20.81999969482422
2016-11-25,20.600000381469727
2016-11-28,20.06999969482422
2016-11-29,20.15999984741211
2016-11-30,20.149999618530273
2016-12-01,19.790000915527344
2016-12-02,19.75
2016-12-05,19.969999313354492
2016-12-06,19.950000762939453
2016-12-07,20.25
2016-12-08,20.56999969482422
2016-12-09,20.799999237060547
2016-12-12,20.299999237060547
2016-12-13,20.420000076293945
2016-12-14,20.739999771118164
2016-12-15,20.06999969482422
2016-12-16,20.149999618530273
2016-12-19,20.850000381469727
2016-12-20,20.899999618530273
2016-12-21,20.649999618530273
2016-12-22,20.59000015258789
2016-12-23,21.030000686645508
2016-12-27,20.639999389648438
2016-12-28,20.670000076293945
2016-12-29,20.780000686645508
2016-12-30,20.489999771118164
2017-01-03,20.5
2017-01-04,20.81999969482422
2017-01-05,20.729999542236328
2017-01-06,20.600000381469727
2017-01-09,20.43000030517578
2017-01-10,20.40999984741211
2017-01-11,20.200000762939453
2017-01-12,19.760000228881836
2017-01-13,19.799999237060547
2017-01-17,19.459999084472656
2017-01-18,20.309999465942383
2017-01-19,20.610000610351562
2017-01-20,21.18000030517578
2017-01-23,21.739999771118164
2017-01-24,21.229999542236328
2017-01-25,21.139999389648438
2017-01-26,20.860000610351562
2017-01-27,20.790000915527344
2017-01-30,20.329999923706055
2017-01-31,19.950000762939453
2017-02-01,19.8799991607666
2017-02-02,19.799999237060547
2017-02-03,19.760000228881836
2017-02-06,19.56999969482422
2017-02-07,19.530000686645508
2017-02-08,19.3700008392334
2017-02-09,19.959999084472656
2017-02-10,21.739999771118164
2017-02-13,21.389999389648438
2017-02-14,21.149999618530273
2017-02-15,21.170000076293945
2017-02-16,20.920000076293945
2017-02-17,21.030000686645508
2017-02-21,21.270000457763672
2017-02-22,22.309999465942383
2017-02-23,21.65999984741211
2017-02-24,21.309999465942383
2017-02-27,21.350000381469727
2017-02-28,22.030000686645508
2017-03-01,22.670000076293945
2017-03-02,22.549999237060547
2017-03-03,21.84000015258789
2017-03-06,21.68000030517578
2017-03-07,21.950000762939453
2017-03-08,21.530000686645508
2017-03-09,21.520000457763672
2017-03-10,21.850000381469727
2017-03-13,23.139999389648438
2017-03-14,22.770000457763672
2017-03-15,22.6299991607666
2017-03-16,22.719999313354492
2017-03-17,22.8799991607666
2017-03-20,23.1299991607666
2017-03-21,22.40999984741211
2017-03-22,22.549999237060547
2017-03-23,22.459999084472656
2017-03-24,22.459999084472656
2017-03-27,22.489999771118164
2017-03-28,23.09000015258789
2017-03-29,23.809999465942383
2017-03-30,23.709999084472656
2017-03-31,23.940000534057617
2017-04-03,23.549999237060547
2017-04-04,23.8700008392334
2017-04-05,23.510000228881836
2017-04-06,23.40999984741211
2017-04-07,23.309999465942383
2017-04-10,23.1200008392334
2017-04-11,23.440000534057617
2017-04-12,23.510000228881836
2017-04-13,24.18000030517578
2017-04-17,24.020000457763672
2017-04-18,24.18000030517578
2017-04-19,24.260000228881836
2017-04-20,24.850000381469727
2017-04-21,24.520000457763672
2017-04-24,24.690000534057617
2017-04-25,24.93000030517578
2017-04-26,25.229999542236328
2017-04-27,24.950000762939453
2017-04-28,24.829999923706055
2017-05-01,24.829999923706055
2017-05-02,24.969999313354492
2017-05-03,23.81999969482422
2017-05-04,23.829999923706055
2017-05-05,24.809999465942383
2017-05-08,24.3700008392334
2017-05-09,24.3799991607666
2017-05-10,24.31999969482422
2017-05-11,24.559999465942383
2017-05-12,24.309999465942383
2017-05-15,24.43000030517578
2017-05-16,24.40999984741211
2017-05-17,23.860000610351562
2017-05-18,23.8700008392334
2017-05-19,23.920000076293945
2017-05-22,24.329999923706055
2017-05-23,24.170000076293945
2017-05-24,23.989999771118164
2017-05-25,24.079999923706055
2017-05-26,24.43000030517578
2017-05-30,24.049999237060547
2017-05-31,23.719999313354492
2017-06-01,24.5
2017-06-02,24.670000076293945
2017-06-05,24.389999389648438
2017-06-06,24.200000762939453
2017-06-07,24.3799991607666
2017-06-08,24.420000076293945
2017-06-09,24.34000015258789
2017-06-12,24.15999984741211
2017-06-13,24.059999465942383
2017-06-14,24.170000076293945
2017-06-15,24.360000610351562
2017-06-16,23.989999771118164
2017-06-19,23.979999542236328
2017-06-20,23.280000686645508
2017-06-21,22.989999771118164
2017-06-22,23.100000381469727
2017-06-23,23.139999389648438
2017-06-26,23.93000030517578
2017-06-27,23.790000915527344
2017-06-28,24.15999984741211
2017-06-29,23.829999923706055
2017-06-30,23.889999389648438
2017-07-03,23.889999389648438
2017-07-05,23.649999618530273
2017-07-06,23.3799991607666
2017-07-07,24.18000030517578
2017-07-10,23.90999984741211
2017-07-11,23.799999237060547
2017-07-12,23.209999084472656
2017-07-13,23.6299991607666
