,CNOB
1994-04-04,5.223507881164551
1994-04-05,5.223507881164551
1994-04-06,5.140594959259033
1994-04-07,4.8918561935424805
1994-04-08,4.808944225311279
1994-04-11,4.933312892913818
1994-04-12,4.974769115447998
1994-04-13,4.974769115447998
1994-04-14,4.974769115447998
1994-04-15,4.974769115447998
1994-04-18,4.974769115447998
1994-04-19,5.016225814819336
1994-04-20,4.7260308265686035
1994-04-21,4.7260308265686035
1994-04-22,4.7260308265686035
1994-04-25,4.7260308265686035
1994-04-26,4.974769115447998
1994-04-28,4.974769115447998
1994-04-29,4.705303192138672
1994-05-02,4.705303192138672
1994-05-03,4.808944225311279
1994-05-04,4.808944225311279
1994-05-05,4.850399971008301
1994-05-06,4.684574127197266
1994-05-09,4.684574127197266
1994-05-10,4.684574127197266
1994-05-11,4.684574127197266
1994-05-12,4.684574127197266
1994-05-13,4.684574127197266
1994-05-16,4.684574127197266
1994-05-17,4.7260308265686035
1994-05-18,5.016225814819336
1994-05-19,4.684574127197266
1994-05-20,4.684574127197266
1994-05-23,4.974769115447998
1994-05-24,5.016225814819336
1994-05-25,5.016225814819336
1994-05-26,5.016225814819336
1994-05-27,5.016225814819336
1994-05-31,5.016225814819336
1994-06-01,5.016225814819336
1994-06-02,4.684574127197266
1994-06-03,4.684574127197266
1994-06-06,4.684574127197266
1994-06-07,4.684574127197266
1994-06-08,5.016225814819336
1994-06-09,5.016225814819336
1994-06-10,5.016225814819336
1994-06-13,5.016225814819336
1994-06-14,4.684574127197266
1994-06-15,4.684574127197266
1994-06-16,4.684574127197266
1994-06-17,4.684574127197266
1994-06-20,4.684574127197266
1994-06-21,4.7260308265686035
1994-06-22,4.8918561935424805
1994-06-23,4.8918561935424805
1994-06-24,4.7260308265686035
1994-06-27,4.7260308265686035
1994-06-28,4.7260308265686035
1994-06-29,4.7260308265686035
1994-06-30,4.7260308265686035
1994-07-01,4.7260308265686035
1994-07-05,4.7260308265686035
1994-07-06,4.7260308265686035
1994-07-07,4.7260308265686035
1994-07-08,4.7260308265686035
1994-07-11,4.7260308265686035
1994-07-12,4.643117904663086
1994-07-13,4.643117904663086
1994-07-14,4.643117904663086
1994-07-15,4.643117904663086
1994-07-18,4.643117904663086
1994-07-19,4.643117904663086
1994-07-20,4.39438009262085
1994-07-21,4.39438009262085
1994-07-22,4.39438009262085
1994-07-25,4.39438009262085
1994-07-26,4.39438009262085
1994-07-27,4.39438009262085
1994-07-28,4.39438009262085
1994-07-29,4.7260308265686035
1994-08-01,4.7260308265686035
1994-08-02,4.39438009262085
1994-08-03,4.39438009262085
1994-08-04,4.684574127197266
1994-08-05,4.684574127197266
1994-08-08,4.684574127197266
1994-08-09,4.39438009262085
1994-08-10,4.39438009262085
1994-08-11,4.39438009262085
1994-08-12,4.39438009262085
1994-08-15,4.39438009262085
1994-08-16,4.7260308265686035
1994-08-17,4.7260308265686035
1994-08-18,4.7260308265686035
1994-08-19,4.7260308265686035
1994-08-22,4.39438009262085
1994-08-23,4.7260308265686035
1994-08-24,4.7260308265686035
1994-08-25,4.7260308265686035
1994-08-26,4.7260308265686035
1994-08-29,4.7260308265686035
1994-08-30,4.7260308265686035
1994-08-31,4.7260308265686035
1994-09-01,4.684574127197266
1994-09-02,4.7260308265686035
1994-09-06,4.7260308265686035
1994-09-07,4.643117904663086
1994-09-08,4.643117904663086
1994-09-09,4.7260308265686035
1994-09-12,4.39438009262085
1994-09-13,4.39438009262085
1994-09-14,4.684574127197266
1994-09-15,4.684574127197266
1994-09-16,4.684574127197266
1994-09-19,4.477292060852051
1994-09-20,4.477292060852051
1994-09-21,4.477292060852051
1994-09-22,4.477292060852051
1994-09-23,4.477292060852051
1994-09-26,4.39438009262085
1994-09-27,4.39438009262085
1994-09-28,4.39438009262085
1994-09-29,4.39438009262085
1994-09-30,4.39438009262085
1994-10-03,4.39438009262085
1994-10-04,4.39438009262085
1994-10-05,4.643117904663086
1994-10-06,4.39438009262085
1994-10-07,4.7260308265686035
1994-10-10,4.7260308265686035
1994-10-11,4.7260308265686035
1994-10-12,4.7260308265686035
1994-10-13,4.7260308265686035
1994-10-14,4.7260308265686035
1994-10-17,4.39438009262085
1994-10-18,4.39438009262085
1994-10-19,4.39438009262085
1994-10-20,4.39438009262085
1994-10-21,4.560204982757568
1994-10-24,4.7260308265686035
1994-10-25,4.7260308265686035
1994-10-26,4.7260308265686035
1994-10-27,4.7260308265686035
1994-10-28,4.518749237060547
1994-10-31,4.518749237060547
1994-11-01,4.518749237060547
1994-11-02,4.518749237060547
1994-11-03,4.518749237060547
1994-11-04,4.39438009262085
1994-11-07,4.39438009262085
1994-11-08,4.39438009262085
1994-11-09,4.560204982757568
1994-11-10,4.560204982757568
1994-11-11,4.39438009262085
1994-11-14,4.643117904663086
1994-11-15,4.643117904663086
1994-11-16,4.643117904663086
1994-11-17,4.643117904663086
1994-11-18,4.643117904663086
1994-11-21,4.643117904663086
1994-11-22,4.643117904663086
1994-11-23,4.643117904663086
1994-11-25,4.643117904663086
1994-11-28,4.643117904663086
1994-11-29,4.39438009262085
1994-11-30,4.39438009262085
1994-12-01,4.39438009262085
1994-12-02,4.643117904663086
1994-12-05,4.643117904663086
1994-12-06,4.643117904663086
1994-12-07,4.643117904663086
1994-12-08,4.643117904663086
1994-12-09,4.643117904663086
1994-12-12,4.39438009262085
1994-12-13,4.643117904663086
1994-12-14,4.643117904663086
1994-12-15,4.643117904663086
1994-12-16,4.39438009262085
1994-12-19,4.39438009262085
1994-12-20,4.39438009262085
1994-12-21,4.6016621589660645
1994-12-22,4.6016621589660645
1994-12-23,4.6016621589660645
1994-12-27,4.6016621589660645
1994-12-28,4.477292060852051
1994-12-29,4.477292060852051
1994-12-30,4.684574127197266
1995-01-03,4.684574127197266
1995-01-04,4.684574127197266
1995-01-05,4.684574127197266
1995-01-06,4.684574127197266
1995-01-09,4.39438009262085
1995-01-10,4.39438009262085
1995-01-11,4.39438009262085
1995-01-12,4.7260308265686035
1995-01-13,4.7260308265686035
1995-01-16,4.7260308265686035
1995-01-17,4.7260308265686035
1995-01-18,4.39438009262085
1995-01-19,4.39438009262085
1995-01-20,4.39438009262085
1995-01-23,4.39438009262085
1995-01-24,4.39438009262085
1995-01-25,4.39438009262085
1995-01-26,4.39438009262085
1995-01-27,4.39438009262085
1995-01-30,4.7260308265686035
1995-01-31,4.435835838317871
1995-02-01,4.7260308265686035
1995-02-02,4.7260308265686035
1995-02-03,4.435835838317871
1995-02-06,4.684574127197266
1995-02-07,4.684574127197266
1995-02-08,4.684574127197266
1995-02-09,4.684574127197266
1995-02-10,4.435835838317871
1995-02-13,4.435835838317871
1995-02-14,4.435835838317871
1995-02-15,4.518749237060547
1995-02-16,4.518749237060547
1995-02-17,4.7260308265686035
1995-02-21,4.435835838317871
1995-02-22,4.7260308265686035
1995-02-23,4.435835838317871
1995-02-24,4.435835838317871
1995-02-27,4.435835838317871
1995-02-28,4.435835838317871
1995-03-01,4.684574127197266
1995-03-02,4.684574127197266
1995-03-03,4.39438009262085
1995-03-06,4.39438009262085
1995-03-07,4.39438009262085
1995-03-08,4.39438009262085
1995-03-09,4.39438009262085
1995-03-10,4.39438009262085
1995-03-13,4.39438009262085
1995-03-14,4.39438009262085
1995-03-15,4.39438009262085
1995-03-16,4.39438009262085
1995-03-17,4.643117904663086
1995-03-20,4.643117904663086
1995-03-21,4.643117904663086
1995-03-22,4.643117904663086
1995-03-23,4.684574127197266
1995-03-24,4.684574127197266
1995-03-27,4.684574127197266
1995-03-28,4.684574127197266
1995-03-29,4.477292060852051
1995-03-30,4.477292060852051
1995-03-31,4.39438009262085
1995-04-03,4.39438009262085
1995-04-04,4.39438009262085
1995-04-05,4.39438009262085
1995-04-06,4.39438009262085
1995-04-07,4.39438009262085
1995-04-10,4.39438009262085
1995-04-11,4.39438009262085
1995-04-12,4.39438009262085
1995-04-13,4.39438009262085
1995-04-17,4.39438009262085
1995-04-18,4.39438009262085
1995-04-19,4.39438009262085
1995-04-20,4.39438009262085
1995-04-21,4.435835838317871
1995-04-24,4.477292060852051
1995-04-25,4.477292060852051
1995-04-26,4.477292060852051
1995-04-27,4.477292060852051
1995-04-28,4.477292060852051
1995-05-01,4.477292060852051
1995-05-02,4.477292060852051
1995-05-03,4.477292060852051
1995-05-04,4.477292060852051
1995-05-05,4.39438009262085
1995-05-08,4.477292060852051
1995-05-09,4.477292060852051
1995-05-10,4.477292060852051
1995-05-11,4.39438009262085
1995-05-12,4.39438009262085
1995-05-15,4.39438009262085
1995-05-16,4.39438009262085
1995-05-17,4.39438009262085
1995-05-18,4.39438009262085
1995-05-19,4.39438009262085
1995-05-22,4.39438009262085
1995-05-23,4.39438009262085
1995-05-24,4.477292060852051
1995-05-25,4.477292060852051
