,FRG
2019-05-31,10.0
2019-06-03,10.0
2019-06-04,10.0
2019-06-05,9.899999618530273
2019-06-06,10.0
2019-06-07,10.0
2019-06-10,10.0
2019-06-11,10.100000381469727
2019-06-12,10.100000381469727
2019-06-13,9.949999809265137
2019-06-14,9.949999809265137
2019-06-17,9.850000381469727
2019-06-18,9.649999618530273
2019-06-19,9.899999618530273
2019-06-20,9.5
2019-06-21,9.319999694824219
2019-06-24,9.0
2019-06-25,9.5
2019-06-26,9.5
2019-06-27,9.550000190734863
2019-06-28,9.600000381469727
2019-07-01,9.869999885559082
2019-07-02,9.949999809265137
2019-07-03,10.0
2019-07-05,9.949999809265137
2019-07-08,9.949999809265137
2019-07-09,9.699999809265137
2019-07-10,9.699999809265137
2019-07-11,11.800000190734863
2019-07-12,11.800000190734863
2019-07-15,11.819999694824219
2019-07-16,11.84000015258789
2019-07-17,11.850000381469727
2019-07-18,11.850000381469727
2019-07-19,11.850000381469727
2019-07-22,11.899999618530273
2019-07-23,11.869999885559082
2019-07-24,11.899999618530273
2019-07-25,11.899999618530273
2019-07-26,11.850000381469727
2019-07-29,11.850000381469727
2019-07-30,11.760000228881836
2019-07-31,11.899999618530273
2019-08-01,11.899999618530273
2019-08-02,11.899999618530273
2019-08-05,11.920000076293945
2019-08-06,11.899999618530273
2019-08-07,11.899999618530273
2019-08-08,11.989999771118164
2019-08-09,11.930000305175781
2019-08-12,11.9399995803833
2019-08-13,11.949999809265137
2019-08-14,11.949999809265137
2019-08-15,11.930000305175781
2019-08-16,11.930000305175781
2019-08-19,11.970000267028809
2019-08-20,11.949999809265137
2019-08-21,11.949999809265137
2019-08-22,11.970000267028809
2019-08-23,11.989999771118164
2019-08-26,11.979999542236328
2019-08-27,11.970000267028809
2019-08-28,12.0
2019-08-29,11.989999771118164
2019-08-30,11.960000038146973
2019-09-03,11.930000305175781
2019-09-04,11.899999618530273
2019-09-05,11.880000114440918
2019-09-06,11.890000343322754
2019-09-09,11.949999809265137
2019-09-10,11.899999618530273
2019-09-11,11.90999984741211
2019-09-12,11.930000305175781
2019-09-13,11.899999618530273
2019-09-16,11.899999618530273
2019-09-17,11.880000114440918
2019-09-18,11.869999885559082
2019-09-19,11.949999809265137
2019-09-20,11.899999618530273
2019-09-23,11.850000381469727
2019-09-24,11.899999618530273
2019-09-25,11.90999984741211
2019-09-26,11.930000305175781
2019-09-27,11.90999984741211
2019-09-30,11.90999984741211
2019-10-01,11.920000076293945
2019-10-02,11.920000076293945
2019-10-03,11.920000076293945
2019-10-04,11.9399995803833
2019-10-07,11.949999809265137
2019-10-08,11.949999809265137
2019-10-09,11.90999984741211
2019-10-10,11.90999984741211
2019-10-11,11.899999618530273
2019-10-14,11.899999618530273
2019-10-15,12.949999809265137
2019-10-16,11.899999618530273
2019-10-17,11.920000076293945
2019-10-18,11.899999618530273
2019-10-21,11.899999618530273
2019-10-22,11.899999618530273
2019-10-23,11.890000343322754
2019-10-24,11.899999618530273
2019-10-25,11.9399995803833
2019-10-28,11.930000305175781
2019-10-29,11.930000305175781
2019-10-30,11.9399995803833
2019-10-31,11.960000038146973
2019-11-01,11.949999809265137
2019-11-04,11.960000038146973
2019-11-05,11.970000267028809
2019-11-06,11.949999809265137
2019-11-07,11.949999809265137
2019-11-08,11.960000038146973
2019-11-11,11.90999984741211
2019-11-12,11.979999542236328
2019-11-13,11.989999771118164
2019-11-14,12.0
2019-11-15,12.0
2019-11-18,13.489999771118164
2019-11-19,13.140000343322754
2019-11-20,12.800000190734863
2019-11-21,13.039999961853027
2019-11-22,12.720000267028809
2019-11-25,13.5
2019-11-26,13.75
2019-11-27,13.989999771118164
2019-11-29,13.890000343322754
2019-12-02,13.949999809265137
2019-12-03,14.0
2019-12-04,14.210000038146973
2019-12-05,14.380000114440918
2019-12-06,14.399999618530273
2019-12-09,14.399999618530273
2019-12-10,14.510000228881836
2019-12-11,14.720000267028809
2019-12-12,17.299999237060547
2019-12-13,25.799999237060547
2019-12-16,23.75
2019-12-17,21.0
2019-12-18,19.5
2019-12-19,19.989999771118164
2019-12-20,19.09000015258789
2019-12-23,19.760000228881836
2019-12-24,22.0
2019-12-26,24.489999771118164
2019-12-27,24.1299991607666
2019-12-30,22.75
2019-12-31,23.200000762939453
2020-01-02,24.3799991607666
2020-01-03,23.0
2020-01-06,23.65999984741211
2020-01-07,22.479999542236328
2020-01-08,21.719999313354492
2020-01-09,22.0
2020-01-10,22.149999618530273
2020-01-13,21.09000015258789
2020-01-14,20.350000381469727
2020-01-15,20.600000381469727
2020-01-16,22.239999771118164
2020-01-17,22.989999771118164
2020-01-21,23.520000457763672
2020-01-22,23.850000381469727
2020-01-23,21.260000228881836
2020-01-24,21.260000228881836
2020-01-27,20.719999313354492
2020-01-28,21.600000381469727
2020-01-29,21.989999771118164
2020-01-30,22.209999084472656
2020-01-31,22.110000610351562
2020-02-03,22.25
2020-02-04,22.489999771118164
2020-02-05,22.440000534057617
2020-02-06,22.959999084472656
2020-02-07,23.1200008392334
2020-02-10,23.479999542236328
2020-02-11,23.5
2020-02-12,23.5
2020-02-13,23.459999084472656
2020-02-14,24.809999465942383
2020-02-18,24.489999771118164
2020-02-19,23.709999084472656
2020-02-20,23.950000762939453
2020-02-21,23.940000534057617
2020-02-24,23.549999237060547
2020-02-25,22.549999237060547
2020-02-26,21.610000610351562
2020-02-27,21.760000228881836
2020-02-28,23.200000762939453
2020-03-02,24.34000015258789
2020-03-03,24.34000015258789
2020-03-04,24.850000381469727
2020-03-05,24.799999237060547
2020-03-06,24.59000015258789
2020-03-09,21.34000015258789
2020-03-10,21.420000076293945
2020-03-11,18.899999618530273
2020-03-12,15.369999885559082
2020-03-13,16.010000228881836
2020-03-16,15.050000190734863
2020-03-17,12.479999542236328
2020-03-18,7.920000076293945
2020-03-19,6.809999942779541
2020-03-20,6.46999979019165
2020-03-23,8.319999694824219
2020-03-24,10.649999618530273
2020-03-25,9.949999809265137
2020-03-26,10.770000457763672
2020-03-27,10.25
2020-03-30,9.279999732971191
2020-03-31,8.720000267028809
2020-04-01,8.210000038146973
2020-04-02,8.100000381469727
2020-04-03,7.539999961853027
2020-04-06,8.100000381469727
2020-04-07,9.399999618530273
2020-04-08,9.619999885559082
2020-04-09,10.489999771118164
2020-04-13,10.579999923706055
2020-04-14,10.649999618530273
2020-04-15,10.710000038146973
2020-04-16,10.329999923706055
2020-04-17,10.449999809265137
2020-04-20,11.399999618530273
2020-04-21,11.0
2020-04-22,11.699999809265137
2020-04-23,11.699999809265137
2020-04-24,12.630000114440918
2020-04-27,13.369999885559082
2020-04-28,13.5600004196167
2020-04-29,14.510000228881836
2020-04-30,14.4399995803833
2020-05-01,14.210000038146973
2020-05-04,14.539999961853027
2020-05-05,14.609999656677246
2020-05-06,14.550000190734863
2020-05-07,14.59000015258789
2020-05-08,16.059999465942383
2020-05-11,16.290000915527344
2020-05-12,15.670000076293945
2020-05-13,15.020000457763672
2020-05-14,14.779999732971191
2020-05-15,14.180000305175781
2020-05-18,13.600000381469727
2020-05-19,13.1899995803833
2020-05-20,14.59000015258789
2020-05-21,15.470000267028809
2020-05-22,15.979999542236328
2020-05-26,16.0
2020-05-27,16.09000015258789
2020-05-28,16.0
2020-05-29,15.800000190734863
2020-06-01,16.06999969482422
2020-06-02,16.200000762939453
2020-06-03,16.850000381469727
2020-06-04,18.540000915527344
2020-06-05,20.110000610351562
2020-06-08,19.899999618530273
2020-06-09,20.329999923706055
2020-06-10,23.809999465942383
2020-06-11,21.56999969482422
2020-06-12,22.75
2020-06-15,22.719999313354492
2020-06-16,22.729999542236328
2020-06-17,22.350000381469727
2020-06-18,18.760000228881836
2020-06-19,24.649999618530273
2020-06-22,25.829999923706055
2020-06-23,25.479999542236328
2020-06-24,25.5
2020-06-25,25.079999923706055
2020-06-26,22.90999984741211
2020-06-29,21.510000228881836
2020-06-30,21.8799991607666
2020-07-01,21.729999542236328
2020-07-02,20.760000228881836
2020-07-06,21.40999984741211
2020-07-07,19.959999084472656
2020-07-08,19.979999542236328
2020-07-09,20.93000030517578
2020-07-10,20.639999389648438
2020-07-13,19.700000762939453
2020-07-14,19.719999313354492
2020-07-15,20.489999771118164
2020-07-16,20.719999313354492
2020-07-17,20.84000015258789
2020-07-20,21.0
2020-07-21,21.489999771118164
2020-07-22,22.75
2020-07-23,22.81999969482422
2020-07-24,22.65999984741211
2020-07-27,23.5
2020-07-28,22.780000686645508
2020-07-29,23.329999923706055
2020-07-30,24.010000228881836
2020-07-31,24.5
2020-08-03,24.969999313354492
2020-08-04,25.59000015258789
2020-08-05,25.600000381469727
2020-08-06,25.920000076293945
2020-08-07,26.399999618530273
2020-08-10,26.190000534057617
2020-08-11,26.219999313354492
2020-08-12,25.959999084472656
2020-08-13,25.5
2020-08-14,25.559999465942383
2020-08-17,25.479999542236328
2020-08-18,25.219999313354492
2020-08-19,24.90999984741211
2020-08-20,24.65999984741211
2020-08-21,24.389999389648438
2020-08-24,24.81999969482422
2020-08-25,24.780000686645508
2020-08-26,24.469999313354492
2020-08-27,24.90999984741211
2020-08-28,25.020000457763672
2020-08-31,24.559999465942383
2020-09-01,25.09000015258789
2020-09-02,25.5
2020-09-03,25.559999465942383
2020-09-04,25.170000076293945
2020-09-08,24.93000030517578
2020-09-09,25.6299991607666
2020-09-10,26.1299991607666
2020-09-11,25.8700008392334
2020-09-14,25.5
2020-09-15,24.5
2020-09-16,26.450000762939453
2020-09-17,27.700000762939453
2020-09-18,27.190000534057617
2020-09-21,24.040000915527344
2020-09-22,24.209999084472656
2020-09-23,22.190000534057617
2020-09-24,22.270000457763672
2020-09-25,22.479999542236328
2020-09-28,23.540000915527344
2020-09-29,25.139999389648438
2020-09-30,25.360000610351562
2020-10-01,25.6200008392334
2020-10-02,25.6200008392334
2020-10-05,27.299999237060547
2020-10-06,26.469999313354492
2020-10-07,27.450000762939453
2020-10-08,27.3700008392334
2020-10-09,27.0
2020-10-12,26.450000762939453
2020-10-13,26.450000762939453
2020-10-14,25.469999313354492
2020-10-15,26.229999542236328
2020-10-16,26.149999618530273
2020-10-19,25.290000915527344
2020-10-20,25.68000030517578
2020-10-21,25.450000762939453
2020-10-22,26.280000686645508
2020-10-23,25.610000610351562
2020-10-26,24.780000686645508
2020-10-27,24.440000534057617
2020-10-28,23.75
2020-10-29,23.440000534057617
2020-10-30,22.920000076293945
2020-11-02,24.239999771118164
2020-11-03,24.989999771118164
2020-11-04,24.06999969482422
2020-11-05,25.5
2020-11-06,24.920000076293945
2020-11-09,25.229999542236328
2020-11-10,26.049999237060547
2020-11-11,26.600000381469727
2020-11-12,26.1200008392334
2020-11-13,26.639999389648438
2020-11-16,26.6299991607666
2020-11-17,26.360000610351562
2020-11-18,26.59000015258789
2020-11-19,26.059999465942383
2020-11-20,26.799999237060547
2020-11-23,26.790000915527344
2020-11-24,27.049999237060547
2020-11-25,26.75
2020-11-27,27.25
2020-11-30,26.790000915527344
2020-12-01,27.049999237060547
2020-12-02,26.469999313354492
2020-12-03,25.899999618530273
2020-12-04,27.979999542236328
2020-12-07,27.920000076293945
2020-12-08,27.989999771118164
2020-12-09,27.350000381469727
2020-12-10,26.93000030517578
2020-12-11,26.450000762939453
2020-12-14,25.709999084472656
2020-12-15,26.329999923706055
2020-12-16,26.860000610351562
2020-12-17,27.200000762939453
2020-12-18,27.600000381469727
2020-12-21,27.350000381469727
2020-12-22,28.75
2020-12-23,29.309999465942383
2020-12-24,28.639999389648438
2020-12-28,27.8700008392334
2020-12-29,27.34000015258789
2020-12-30,28.90999984741211
2020-12-31,30.450000762939453
2021-01-04,29.639999389648438
2021-01-05,30.360000610351562
2021-01-06,32.0
2021-01-07,31.459999084472656
2021-01-08,31.25
2021-01-11,31.489999771118164
2021-01-12,31.899999618530273
2021-01-13,31.360000610351562
2021-01-14,31.739999771118164
2021-01-15,31.81999969482422
2021-01-19,32.130001068115234
2021-01-20,32.540000915527344
2021-01-21,32.290000915527344
2021-01-22,32.13999938964844
2021-01-25,34.0
2021-01-26,34.95000076293945
2021-01-27,36.0
2021-01-28,36.439998626708984
2021-01-29,36.279998779296875
2021-02-01,36.38999938964844
2021-02-02,36.75
2021-02-03,36.040000915527344
2021-02-04,37.06999969482422
2021-02-05,36.9900016784668
2021-02-08,36.70000076293945
2021-02-09,36.66999816894531
2021-02-10,36.83000183105469
2021-02-11,36.130001068115234
2021-02-12,36.34000015258789
2021-02-16,35.66999816894531
2021-02-17,35.06999969482422
2021-02-18,34.290000915527344
2021-02-19,35.849998474121094
2021-02-22,36.5099983215332
2021-02-23,36.209999084472656
2021-02-24,36.560001373291016
2021-02-25,34.959999084472656
2021-02-26,35.08000183105469
2021-03-01,36.88999938964844
2021-03-02,36.0
2021-03-03,36.20000076293945
2021-03-04,34.43000030517578
2021-03-05,35.36000061035156
2021-03-08,37.150001525878906
2021-03-09,39.189998626708984
2021-03-10,40.47999954223633
2021-03-11,40.5
2021-03-12,40.220001220703125
2021-03-15,39.95000076293945
2021-03-16,39.41999816894531
2021-03-17,39.849998474121094
2021-03-18,39.060001373291016
2021-03-19,39.0
2021-03-22,36.83000183105469
2021-03-23,35.529998779296875
2021-03-24,33.849998474121094
2021-03-25,34.83000183105469
2021-03-26,34.2400016784668
2021-03-29,34.130001068115234
2021-03-30,35.2599983215332
2021-03-31,36.11000061035156
2021-04-01,36.83000183105469
2021-04-05,38.2400016784668
2021-04-06,37.36000061035156
2021-04-07,36.68000030517578
2021-04-08,36.619998931884766
2021-04-09,37.400001525878906
2021-04-12,37.2400016784668
2021-04-13,36.099998474121094
2021-04-14,36.72999954223633
2021-04-15,36.849998474121094
2021-04-16,37.369998931884766
2021-04-19,36.970001220703125
2021-04-20,36.08000183105469
2021-04-21,37.130001068115234
2021-04-22,37.2599983215332
2021-04-23,37.599998474121094
2021-04-26,37.4900016784668
2021-04-27,37.810001373291016
2021-04-28,37.630001068115234
2021-04-29,37.470001220703125
2021-04-30,38.529998779296875
2021-05-03,39.75
2021-05-04,38.810001373291016
2021-05-05,38.150001525878906
2021-05-06,36.939998626708984
2021-05-07,36.40999984741211
2021-05-10,36.150001525878906
2021-05-11,35.59000015258789
2021-05-12,34.2400016784668
2021-05-13,35.20000076293945
2021-05-14,35.95000076293945
