,TEP
2015-02-02,47.18000030517578
2015-02-03,46.459999084472656
2015-02-04,46.810001373291016
2015-02-05,47.33000183105469
2015-02-06,47.02000045776367
2015-02-09,47.209999084472656
2015-02-10,48.33000183105469
2015-02-11,47.58000183105469
2015-02-12,48.45000076293945
2015-02-13,48.970001220703125
2015-02-17,48.709999084472656
2015-02-18,48.11000061035156
2015-02-19,47.9900016784668
2015-02-20,52.81999969482422
2015-02-23,52.58000183105469
2015-02-24,48.959999084472656
2015-02-25,48.349998474121094
2015-02-26,47.959999084472656
2015-02-27,47.810001373291016
2015-03-02,46.939998626708984
2015-03-03,48.22999954223633
2015-03-04,48.09000015258789
2015-03-05,48.0
2015-03-06,48.720001220703125
2015-03-09,48.16999816894531
2015-03-10,47.720001220703125
2015-03-11,46.90999984741211
2015-03-12,46.88999938964844
2015-03-13,46.939998626708984
2015-03-16,46.33000183105469
2015-03-17,47.04999923706055
2015-03-18,48.439998626708984
2015-03-19,49.040000915527344
2015-03-20,49.630001068115234
2015-03-23,49.939998626708984
2015-03-24,49.380001068115234
2015-03-25,49.599998474121094
2015-03-26,50.0
2015-03-27,49.119998931884766
2015-03-30,50.099998474121094
2015-03-31,50.56999969482422
2015-04-01,50.40999984741211
2015-04-02,49.84000015258789
2015-04-06,49.75
2015-04-07,49.2599983215332
2015-04-08,48.68000030517578
2015-04-09,49.08000183105469
2015-04-10,49.619998931884766
2015-04-13,49.84000015258789
2015-04-14,50.02000045776367
2015-04-15,50.189998626708984
2015-04-16,49.83000183105469
2015-04-17,49.900001525878906
2015-04-20,50.0
2015-04-21,49.86000061035156
2015-04-22,49.61000061035156
2015-04-23,49.59000015258789
2015-04-24,49.31999969482422
2015-04-27,48.02000045776367
2015-04-28,48.29999923706055
2015-04-29,49.0
2015-04-30,49.20000076293945
2015-05-01,49.869998931884766
2015-05-04,49.72999954223633
2015-05-05,50.099998474121094
2015-05-06,49.86000061035156
2015-05-07,48.849998474121094
2015-05-08,48.77000045776367
2015-05-11,48.52000045776367
2015-05-12,47.459999084472656
2015-05-13,48.560001373291016
2015-05-14,48.90999984741211
2015-05-15,48.849998474121094
2015-05-18,49.369998931884766
2015-05-19,50.470001220703125
2015-05-20,50.560001373291016
2015-05-21,50.31999969482422
2015-05-22,50.16999816894531
2015-05-26,49.119998931884766
2015-05-27,48.81999969482422
2015-05-28,48.29999923706055
2015-05-29,49.4900016784668
2015-06-01,50.0
2015-06-02,50.060001373291016
2015-06-03,49.68000030517578
2015-06-04,47.7599983215332
2015-06-05,48.09000015258789
2015-06-08,48.13999938964844
2015-06-09,48.40999984741211
2015-06-10,48.72999954223633
2015-06-11,48.209999084472656
2015-06-12,49.849998474121094
2015-06-15,50.790000915527344
2015-06-16,51.47999954223633
2015-06-17,51.150001525878906
2015-06-18,50.810001373291016
2015-06-19,50.54999923706055
2015-06-22,50.5
2015-06-23,51.34000015258789
2015-06-24,50.70000076293945
2015-06-25,50.0
2015-06-26,49.7400016784668
2015-06-29,48.86000061035156
2015-06-30,48.08000183105469
2015-07-01,48.630001068115234
2015-07-02,47.68000030517578
2015-07-06,47.02000045776367
2015-07-07,47.15999984741211
2015-07-08,45.59000015258789
2015-07-09,45.290000915527344
2015-07-10,46.52000045776367
2015-07-13,47.13999938964844
2015-07-14,47.0
2015-07-15,45.189998626708984
2015-07-16,46.02000045776367
2015-07-17,44.70000076293945
2015-07-20,45.0099983215332
2015-07-21,45.09000015258789
2015-07-22,43.349998474121094
2015-07-23,43.459999084472656
2015-07-24,43.95000076293945
2015-07-27,45.27000045776367
2015-07-28,45.41999816894531
2015-07-29,46.75
2015-07-30,46.63999938964844
2015-07-31,46.25
2015-08-03,45.709999084472656
2015-08-04,44.869998931884766
2015-08-05,43.86000061035156
2015-08-06,43.36000061035156
2015-08-07,43.20000076293945
2015-08-10,45.65999984741211
2015-08-11,46.20000076293945
2015-08-12,46.93000030517578
2015-08-13,46.86000061035156
2015-08-14,47.81999969482422
2015-08-17,47.77000045776367
2015-08-18,47.790000915527344
2015-08-19,47.40999984741211
2015-08-20,47.439998626708984
2015-08-21,46.70000076293945
2015-08-24,44.040000915527344
2015-08-25,44.16999816894531
2015-08-26,44.02000045776367
2015-08-27,45.56999969482422
2015-08-28,47.0
2015-08-31,47.279998779296875
2015-09-01,46.58000183105469
2015-09-02,47.34000015258789
2015-09-03,47.68000030517578
2015-09-04,47.869998931884766
2015-09-08,47.5099983215332
2015-09-09,46.279998779296875
2015-09-10,44.79999923706055
2015-09-11,42.900001525878906
2015-09-14,43.0099983215332
2015-09-15,43.0
2015-09-16,42.63999938964844
2015-09-17,42.150001525878906
2015-09-18,42.2400016784668
2015-09-21,43.0
2015-09-22,44.189998626708984
2015-09-23,42.029998779296875
2015-09-24,40.31999969482422
2015-09-25,39.79999923706055
2015-09-28,37.5
2015-09-29,35.43000030517578
2015-09-30,39.290000915527344
2015-10-01,40.77000045776367
2015-10-02,43.20000076293945
2015-10-05,44.5
2015-10-06,45.31999969482422
2015-10-07,45.099998474121094
2015-10-08,44.560001373291016
2015-10-09,44.959999084472656
2015-10-12,44.810001373291016
2015-10-13,43.91999816894531
2015-10-14,44.689998626708984
2015-10-15,44.70000076293945
2015-10-16,45.22999954223633
2015-10-19,44.369998931884766
2015-10-20,45.220001220703125
2015-10-21,44.459999084472656
2015-10-22,43.279998779296875
2015-10-23,43.459999084472656
2015-10-26,41.869998931884766
2015-10-27,39.599998474121094
2015-10-28,40.900001525878906
2015-10-29,42.599998474121094
2015-10-30,43.31999969482422
2015-11-02,44.540000915527344
2015-11-03,46.869998931884766
2015-11-04,45.349998474121094
2015-11-05,44.61000061035156
2015-11-06,45.25
2015-11-09,45.04999923706055
2015-11-10,45.15999984741211
2015-11-11,44.68000030517578
2015-11-12,43.0
2015-11-13,42.279998779296875
2015-11-16,44.36000061035156
2015-11-17,43.779998779296875
2015-11-18,44.040000915527344
2015-11-19,44.029998779296875
2015-11-20,43.59000015258789
2015-11-23,43.40999984741211
2015-11-24,44.0
2015-11-25,44.93000030517578
2015-11-27,43.779998779296875
2015-11-30,43.04999923706055
2015-12-01,41.43000030517578
2015-12-02,41.5099983215332
2015-12-03,40.34000015258789
2015-12-04,39.560001373291016
2015-12-07,36.810001373291016
2015-12-08,36.59000015258789
2015-12-09,41.11000061035156
2015-12-10,39.349998474121094
2015-12-11,37.150001525878906
2015-12-14,34.720001220703125
2015-12-15,34.5099983215332
2015-12-16,35.75
2015-12-17,35.02000045776367
2015-12-18,35.90999984741211
2015-12-21,37.11000061035156
2015-12-22,38.720001220703125
2015-12-23,41.81999969482422
2015-12-24,41.060001373291016
2015-12-28,41.29999923706055
2015-12-29,39.7599983215332
2015-12-30,39.04999923706055
2015-12-31,41.209999084472656
2016-01-04,41.38999938964844
2016-01-05,41.34000015258789
2016-01-06,40.040000915527344
2016-01-07,38.380001068115234
2016-01-08,38.47999954223633
2016-01-11,36.529998779296875
2016-01-12,36.470001220703125
2016-01-13,33.599998474121094
2016-01-14,35.939998626708984
2016-01-15,34.790000915527344
2016-01-19,33.959999084472656
2016-01-20,31.469999313354492
2016-01-21,34.95000076293945
2016-01-22,37.75
2016-01-25,35.56999969482422
2016-01-26,36.83000183105469
2016-01-27,34.900001525878906
2016-01-28,35.310001373291016
2016-01-29,34.5099983215332
2016-02-01,34.029998779296875
2016-02-02,32.650001525878906
2016-02-03,32.70000076293945
2016-02-04,33.52000045776367
2016-02-05,32.150001525878906
2016-02-08,31.350000381469727
2016-02-09,29.170000076293945
2016-02-10,29.1299991607666
2016-02-11,25.8700008392334
2016-02-12,27.479999542236328
2016-02-16,28.25
2016-02-17,29.68000030517578
2016-02-18,31.31999969482422
2016-02-19,30.489999771118164
2016-02-22,31.709999084472656
2016-02-23,31.639999389648438
2016-02-24,31.5
2016-02-25,32.650001525878906
2016-02-26,33.459999084472656
2016-02-29,35.02000045776367
2016-03-01,34.779998779296875
2016-03-02,36.11000061035156
2016-03-03,36.439998626708984
2016-03-04,35.40999984741211
2016-03-07,36.650001525878906
2016-03-08,36.04999923706055
2016-03-09,37.599998474121094
2016-03-10,37.540000915527344
2016-03-11,37.18000030517578
2016-03-14,37.43000030517578
2016-03-15,36.5099983215332
2016-03-16,38.08000183105469
2016-03-17,39.150001525878906
2016-03-18,39.130001068115234
2016-03-21,37.97999954223633
2016-03-22,38.349998474121094
2016-03-23,36.36000061035156
2016-03-24,35.959999084472656
2016-03-28,35.70000076293945
2016-03-29,36.939998626708984
2016-03-30,38.52000045776367
2016-03-31,38.31999969482422
2016-04-01,36.720001220703125
2016-04-04,37.0
2016-04-05,36.849998474121094
2016-04-06,37.0099983215332
2016-04-07,36.81999969482422
2016-04-08,36.7599983215332
2016-04-11,36.470001220703125
2016-04-12,38.09000015258789
2016-04-13,38.290000915527344
2016-04-14,38.77000045776367
2016-04-15,38.04999923706055
2016-04-18,39.27000045776367
2016-04-19,39.09000015258789
2016-04-20,40.099998474121094
2016-04-21,39.83000183105469
2016-04-22,39.119998931884766
2016-04-25,38.599998474121094
2016-04-26,38.189998626708984
2016-04-27,37.9900016784668
2016-04-28,37.9900016784668
2016-04-29,41.099998474121094
2016-05-02,42.54999923706055
2016-05-03,43.68000030517578
2016-05-04,43.779998779296875
2016-05-05,44.369998931884766
2016-05-06,44.27000045776367
2016-05-09,44.04999923706055
2016-05-10,44.27000045776367
2016-05-11,44.36000061035156
2016-05-12,45.0
2016-05-13,44.900001525878906
2016-05-16,45.849998474121094
2016-05-17,49.400001525878906
2016-05-18,48.84000015258789
2016-05-19,49.4900016784668
2016-05-20,50.439998626708984
2016-05-23,50.279998779296875
2016-05-24,46.11000061035156
2016-05-25,46.0099983215332
2016-05-26,45.150001525878906
2016-05-27,44.15999984741211
2016-05-31,45.2599983215332
2016-06-01,45.540000915527344
2016-06-02,45.099998474121094
2016-06-03,44.72999954223633
2016-06-06,45.59000015258789
2016-06-07,46.09000015258789
2016-06-08,45.849998474121094
2016-06-09,46.88999938964844
2016-06-10,47.06999969482422
2016-06-13,47.119998931884766
2016-06-14,46.54999923706055
2016-06-15,46.0
2016-06-16,45.959999084472656
2016-06-17,45.63999938964844
2016-06-20,45.9900016784668
2016-06-21,46.25
2016-06-22,45.599998474121094
2016-06-23,46.630001068115234
2016-06-24,44.59000015258789
2016-06-27,42.68000030517578
2016-06-28,44.70000076293945
2016-06-29,45.66999816894531
2016-06-30,46.02000045776367
2016-07-01,47.220001220703125
2016-07-05,45.97999954223633
2016-07-06,45.20000076293945
2016-07-07,44.40999984741211
2016-07-08,43.88999938964844
2016-07-11,43.61000061035156
2016-07-12,44.619998931884766
2016-07-13,44.459999084472656
2016-07-14,44.970001220703125
2016-07-15,45.189998626708984
2016-07-18,45.22999954223633
2016-07-19,46.06999969482422
2016-07-20,46.11000061035156
2016-07-21,46.029998779296875
2016-07-22,46.040000915527344
2016-07-25,45.84000015258789
2016-07-26,45.86000061035156
2016-07-27,45.22999954223633
2016-07-28,45.209999084472656
2016-07-29,47.290000915527344
2016-08-01,46.41999816894531
2016-08-02,46.43000030517578
2016-08-03,47.970001220703125
2016-08-04,47.869998931884766
2016-08-05,47.2400016784668
2016-08-08,47.9900016784668
2016-08-09,47.75
2016-08-10,47.5
2016-08-11,47.38999938964844
2016-08-12,48.65999984741211
2016-08-15,49.68000030517578
2016-08-16,48.560001373291016
2016-08-17,48.060001373291016
2016-08-18,48.619998931884766
2016-08-19,47.970001220703125
2016-08-22,47.709999084472656
2016-08-23,46.970001220703125
2016-08-24,46.369998931884766
2016-08-25,46.09000015258789
2016-08-26,45.91999816894531
2016-08-29,46.33000183105469
2016-08-30,46.04999923706055
2016-08-31,46.08000183105469
2016-09-01,46.2400016784668
2016-09-02,47.0099983215332
2016-09-06,47.279998779296875
2016-09-07,47.47999954223633
2016-09-08,47.099998474121094
2016-09-09,45.88999938964844
2016-09-12,45.9900016784668
2016-09-13,44.84000015258789
2016-09-14,45.0099983215332
2016-09-15,44.70000076293945
2016-09-16,46.689998626708984
2016-09-19,46.81999969482422
2016-09-20,46.4900016784668
2016-09-21,47.18000030517578
2016-09-22,47.77000045776367
2016-09-23,47.689998626708984
2016-09-26,47.27000045776367
2016-09-27,47.380001068115234
2016-09-28,47.939998626708984
2016-09-29,48.0
2016-09-30,48.20000076293945
2016-10-03,48.400001525878906
2016-10-04,48.40999984741211
2016-10-05,48.0099983215332
2016-10-06,47.380001068115234
2016-10-07,47.25
2016-10-10,47.880001068115234
2016-10-11,47.65999984741211
2016-10-12,47.689998626708984
2016-10-13,46.97999954223633
2016-10-14,46.900001525878906
2016-10-17,47.2599983215332
2016-10-18,47.22999954223633
2016-10-19,47.84000015258789
2016-10-20,48.58000183105469
2016-10-21,47.880001068115234
2016-10-24,47.529998779296875
2016-10-25,47.529998779296875
2016-10-26,47.65999984741211
2016-10-27,47.119998931884766
2016-10-28,46.560001373291016
2016-10-31,45.22999954223633
2016-11-01,44.20000076293945
2016-11-02,43.689998626708984
2016-11-03,44.47999954223633
2016-11-04,45.099998474121094
2016-11-07,45.20000076293945
2016-11-08,45.29999923706055
2016-11-09,44.939998626708984
2016-11-10,45.470001220703125
2016-11-11,44.630001068115234
2016-11-14,46.13999938964844
2016-11-15,46.97999954223633
2016-11-16,46.470001220703125
2016-11-17,46.36000061035156
2016-11-18,46.88999938964844
2016-11-21,47.5099983215332
2016-11-22,47.29999923706055
2016-11-23,47.290000915527344
2016-11-25,46.81999969482422
2016-11-28,45.63999938964844
2016-11-29,45.560001373291016
2016-11-30,46.84000015258789
2016-12-01,46.20000076293945
2016-12-02,45.900001525878906
2016-12-05,46.66999816894531
2016-12-06,46.91999816894531
2016-12-07,46.58000183105469
2016-12-08,46.560001373291016
2016-12-09,45.86000061035156
2016-12-12,44.9900016784668
2016-12-13,46.22999954223633
2016-12-14,45.33000183105469
2016-12-15,45.20000076293945
2016-12-16,45.439998626708984
2016-12-19,45.38999938964844
2016-12-20,46.029998779296875
2016-12-21,46.31999969482422
2016-12-22,46.779998779296875
2016-12-23,47.0099983215332
2016-12-27,46.75
2016-12-28,46.72999954223633
2016-12-29,46.75
2016-12-30,47.45000076293945
2017-01-03,47.27000045776367
2017-01-04,47.189998626708984
2017-01-05,47.45000076293945
2017-01-06,47.75
2017-01-09,47.5
2017-01-10,47.5099983215332
2017-01-11,47.70000076293945
2017-01-12,47.34000015258789
2017-01-13,48.36000061035156
2017-01-17,49.119998931884766
2017-01-18,48.650001525878906
2017-01-19,48.63999938964844
2017-01-20,48.5
2017-01-23,48.5
2017-01-24,49.25
2017-01-25,49.75
2017-01-26,49.9900016784668
2017-01-27,49.88999938964844
2017-01-30,48.81999969482422
2017-01-31,49.47999954223633
2017-02-01,49.529998779296875
2017-02-02,50.119998931884766
2017-02-03,50.90999984741211
2017-02-06,51.130001068115234
2017-02-07,50.47999954223633
2017-02-08,50.79999923706055
2017-02-09,51.619998931884766
2017-02-10,52.0099983215332
2017-02-13,51.599998474121094
2017-02-14,51.7400016784668
2017-02-15,52.150001525878906
2017-02-16,53.40999984741211
2017-02-17,53.59000015258789
2017-02-21,54.79999923706055
2017-02-22,54.86000061035156
