,TEP
2013-05-14,21.5
2013-05-15,22.149999618530273
2013-05-16,22.209999084472656
2013-05-17,22.229999542236328
2013-05-20,22.260000228881836
2013-05-21,22.559999465942383
2013-05-22,22.31999969482422
2013-05-23,22.049999237060547
2013-05-24,22.149999618530273
2013-05-28,22.299999237060547
2013-05-29,22.25
2013-05-30,22.190000534057617
2013-05-31,21.610000610351562
2013-06-03,21.450000762939453
2013-06-04,21.030000686645508
2013-06-05,20.770000457763672
2013-06-06,21.09000015258789
2013-06-07,21.299999237060547
2013-06-10,21.399999618530273
2013-06-11,21.209999084472656
2013-06-12,21.299999237060547
2013-06-13,21.389999389648438
2013-06-14,21.639999389648438
2013-06-17,21.75
2013-06-18,21.84000015258789
2013-06-19,22.149999618530273
2013-06-20,21.610000610351562
2013-06-21,21.25
2013-06-24,20.690000534057617
2013-06-25,20.600000381469727
2013-06-26,21.06999969482422
2013-06-27,21.149999618530273
2013-06-28,21.0
2013-07-01,21.31999969482422
2013-07-02,21.799999237060547
2013-07-03,21.40999984741211
2013-07-05,21.440000534057617
2013-07-08,21.829999923706055
2013-07-09,21.760000228881836
2013-07-10,21.739999771118164
2013-07-11,21.75
2013-07-12,21.75
2013-07-15,22.1299991607666
2013-07-16,22.06999969482422
2013-07-17,22.3799991607666
2013-07-18,22.520000457763672
2013-07-19,22.40999984741211
2013-07-22,22.43000030517578
2013-07-23,22.489999771118164
2013-07-24,22.469999313354492
2013-07-25,22.559999465942383
2013-07-26,23.389999389648438
2013-07-29,23.079999923706055
2013-07-30,23.0
2013-07-31,22.989999771118164
2013-08-01,23.0
2013-08-02,22.84000015258789
2013-08-05,22.979999542236328
2013-08-06,22.899999618530273
2013-08-07,22.420000076293945
2013-08-08,22.420000076293945
2013-08-09,22.3700008392334
2013-08-12,22.450000762939453
2013-08-13,22.510000228881836
2013-08-14,22.399999618530273
2013-08-15,22.149999618530273
2013-08-16,22.170000076293945
2013-08-19,22.219999313354492
2013-08-20,22.139999389648438
2013-08-21,22.09000015258789
2013-08-22,22.299999237060547
2013-08-23,22.329999923706055
2013-08-26,22.399999618530273
2013-08-27,22.3799991607666
2013-08-28,22.43000030517578
2013-08-29,22.34000015258789
2013-08-30,22.68000030517578
2013-09-03,22.329999923706055
2013-09-04,22.3700008392334
2013-09-05,22.579999923706055
2013-09-06,22.530000686645508
2013-09-09,22.600000381469727
2013-09-10,22.520000457763672
2013-09-11,22.520000457763672
2013-09-12,22.549999237060547
2013-09-13,22.729999542236328
2013-09-16,22.829999923706055
2013-09-17,22.780000686645508
2013-09-18,22.90999984741211
2013-09-19,23.34000015258789
2013-09-20,22.940000534057617
2013-09-23,22.889999389648438
2013-09-24,23.010000228881836
2013-09-25,23.18000030517578
2013-09-26,23.459999084472656
2013-09-27,23.34000015258789
2013-09-30,23.299999237060547
2013-10-01,23.399999618530273
2013-10-02,23.31999969482422
2013-10-03,23.389999389648438
2013-10-04,23.309999465942383
2013-10-07,23.329999923706055
2013-10-08,23.360000610351562
2013-10-09,23.690000534057617
2013-10-10,23.700000762939453
2013-10-11,23.899999618530273
2013-10-14,23.860000610351562
2013-10-15,23.959999084472656
2013-10-16,23.610000610351562
2013-10-17,23.75
2013-10-18,24.25
2013-10-21,24.989999771118164
2013-10-22,25.469999313354492
2013-10-23,25.420000076293945
2013-10-24,24.81999969482422
2013-10-25,24.100000381469727
2013-10-28,24.959999084472656
2013-10-29,25.329999923706055
2013-10-30,25.069000244140625
2013-10-31,24.989999771118164
2013-11-01,24.899999618530273
2013-11-04,25.649999618530273
2013-11-05,25.209999084472656
2013-11-06,24.8700008392334
2013-11-07,24.559999465942383
2013-11-08,24.489999771118164
2013-11-11,24.889999389648438
2013-11-12,24.260000228881836
2013-11-13,24.15999984741211
2013-11-14,24.790000915527344
2013-11-15,25.790000915527344
2013-11-18,25.34000015258789
2013-11-19,25.389999389648438
2013-11-20,25.530000686645508
2013-11-21,25.0
2013-11-22,25.010000228881836
2013-11-25,25.149999618530273
2013-11-26,25.190000534057617
2013-11-27,25.0
2013-11-29,24.760000228881836
2013-12-02,24.899999618530273
2013-12-03,24.68000030517578
2013-12-04,24.360000610351562
2013-12-05,24.420000076293945
2013-12-06,24.600000381469727
2013-12-09,24.459999084472656
2013-12-10,24.40999984741211
2013-12-11,24.530000686645508
2013-12-12,24.709999084472656
2013-12-13,25.65999984741211
2013-12-16,25.510000228881836
2013-12-17,24.75
2013-12-18,25.239999771118164
2013-12-19,26.110000610351562
2013-12-20,26.209999084472656
2013-12-23,25.950000762939453
2013-12-24,25.75
2013-12-26,26.540000915527344
2013-12-27,26.190000534057617
2013-12-30,26.0
2013-12-31,26.0
2014-01-02,25.799999237060547
2014-01-03,25.899999618530273
2014-01-06,25.989999771118164
2014-01-07,25.969999313354492
2014-01-08,25.799999237060547
2014-01-09,25.670000076293945
2014-01-10,25.93000030517578
2014-01-13,25.690000534057617
2014-01-14,25.899999618530273
2014-01-15,26.0
2014-01-16,25.98200035095215
2014-01-17,25.979999542236328
2014-01-21,25.899999618530273
2014-01-22,26.0
2014-01-23,26.0
2014-01-24,26.0
2014-01-27,26.40999984741211
2014-01-28,26.040000915527344
2014-01-29,26.020000457763672
2014-01-30,26.182300567626953
2014-01-31,26.260000228881836
2014-02-03,26.25
2014-02-04,26.229999542236328
2014-02-05,26.239999771118164
2014-02-06,26.350000381469727
2014-02-07,26.5
2014-02-10,26.600000381469727
2014-02-11,27.729999542236328
2014-02-12,27.5
2014-02-13,27.670000076293945
2014-02-14,27.510000228881836
2014-02-18,28.079999923706055
2014-02-19,28.56999969482422
2014-02-20,28.09000015258789
2014-02-21,28.030000686645508
2014-02-24,28.049999237060547
2014-02-25,28.440000534057617
2014-02-26,28.889999389648438
2014-02-27,31.010000228881836
2014-02-28,31.33009910583496
2014-03-03,32.59000015258789
2014-03-04,31.90999984741211
2014-03-05,31.389999389648438
2014-03-06,31.549999237060547
2014-03-07,32.25
2014-03-10,32.81800079345703
2014-03-11,32.560001373291016
2014-03-12,32.18000030517578
2014-03-13,31.979999542236328
2014-03-14,32.060001373291016
2014-03-17,32.869998931884766
2014-03-18,34.5099983215332
2014-03-19,34.029998779296875
2014-03-20,33.9900016784668
2014-03-21,35.0099983215332
2014-03-24,34.290000915527344
2014-03-25,34.97999954223633
2014-03-26,34.81999969482422
2014-03-27,34.869998931884766
2014-03-28,35.369998931884766
2014-03-31,36.40999984741211
2014-04-01,36.900001525878906
2014-04-02,36.68000030517578
2014-04-03,36.46989822387695
2014-04-04,36.0099983215332
2014-04-07,35.79999923706055
2014-04-08,35.720001220703125
2014-04-09,35.63999938964844
2014-04-10,35.5
2014-04-11,35.65999984741211
2014-04-14,35.50519943237305
2014-04-15,35.20000076293945
2014-04-16,35.220001220703125
2014-04-17,35.59000015258789
2014-04-21,35.540000915527344
2014-04-22,35.709999084472656
2014-04-23,35.9900016784668
2014-04-24,35.29999923706055
2014-04-25,34.790000915527344
2014-04-28,34.77000045776367
2014-04-29,35.68000030517578
2014-04-30,36.939998626708984
2014-05-01,36.369998931884766
2014-05-02,35.970001220703125
2014-05-05,36.27000045776367
2014-05-06,36.189998626708984
2014-05-07,36.52000045776367
2014-05-08,36.040000915527344
2014-05-09,36.25
2014-05-12,36.40999984741211
2014-05-13,36.849998474121094
2014-05-14,36.29499816894531
2014-05-15,36.130001068115234
2014-05-16,36.599998474121094
2014-05-19,37.33000183105469
2014-05-20,36.79999923706055
2014-05-21,36.5
2014-05-22,36.20000076293945
2014-05-23,37.97999954223633
2014-05-27,37.540000915527344
2014-05-28,37.38999938964844
2014-05-29,37.13999938964844
2014-05-30,36.900001525878906
2014-06-02,37.02000045776367
2014-06-03,36.70000076293945
2014-06-04,38.099998474121094
2014-06-05,37.5
2014-06-06,37.2400016784668
2014-06-09,37.54999923706055
2014-06-10,37.400001525878906
2014-06-11,36.9900016784668
2014-06-12,37.619998931884766
2014-06-13,37.400001525878906
2014-06-16,37.58000183105469
2014-06-17,38.29999923706055
2014-06-18,38.59000015258789
2014-06-19,38.689998626708984
2014-06-20,39.22999954223633
2014-06-23,38.869998931884766
2014-06-24,39.609901428222656
2014-06-25,39.7599983215332
2014-06-26,39.79999923706055
2014-06-27,38.7400016784668
2014-06-30,38.79999923706055
2014-07-01,40.9900016784668
2014-07-02,40.869998931884766
2014-07-03,41.540000915527344
2014-07-07,42.099998474121094
2014-07-08,41.7400016784668
2014-07-09,41.95500183105469
2014-07-10,41.369998931884766
2014-07-11,41.790000915527344
2014-07-14,42.29999923706055
2014-07-15,42.88999938964844
2014-07-16,42.65999984741211
2014-07-17,43.06999969482422
2014-07-18,43.16999816894531
2014-07-21,42.849998474121094
2014-07-22,40.5
2014-07-23,40.86000061035156
2014-07-24,40.56999969482422
2014-07-25,40.099998474121094
2014-07-28,39.75
2014-07-29,39.93000030517578
2014-07-30,40.0
2014-07-31,39.25
2014-08-01,38.310001373291016
2014-08-04,39.369998931884766
2014-08-05,38.939998626708984
2014-08-06,39.15999984741211
2014-08-07,39.560001373291016
2014-08-08,39.79999923706055
2014-08-11,40.70000076293945
2014-08-12,40.90999984741211
2014-08-13,40.93000030517578
2014-08-14,41.0099983215332
2014-08-15,41.29999923706055
2014-08-18,40.97999954223633
2014-08-19,41.33000183105469
2014-08-20,41.709999084472656
2014-08-21,42.52000045776367
2014-08-22,42.54999923706055
2014-08-25,42.380001068115234
2014-08-26,42.68000030517578
2014-08-27,42.650001525878906
2014-08-28,42.62009811401367
2014-08-29,42.79999923706055
2014-09-02,42.41999816894531
2014-09-03,42.75
2014-09-04,42.650001525878906
2014-09-05,43.11000061035156
2014-09-08,44.2400016784668
2014-09-09,45.2599983215332
2014-09-10,45.220001220703125
2014-09-11,44.880001068115234
2014-09-12,44.31999969482422
2014-09-15,44.040000915527344
2014-09-16,45.2599983215332
2014-09-17,46.36000061035156
2014-09-18,46.22999954223633
2014-09-19,45.4900016784668
2014-09-22,44.97999954223633
2014-09-23,44.11000061035156
2014-09-24,43.9900016784668
2014-09-25,43.43000030517578
2014-09-26,44.029998779296875
2014-09-29,44.400001525878906
2014-09-30,45.310001373291016
2014-10-01,43.68000030517578
2014-10-02,44.56999969482422
2014-10-03,43.650001525878906
2014-10-06,43.779998779296875
2014-10-07,43.099998474121094
2014-10-08,42.56999969482422
2014-10-09,41.2599983215332
2014-10-10,40.560001373291016
2014-10-13,37.65999984741211
2014-10-14,36.40999984741211
2014-10-15,38.900001525878906
2014-10-16,39.95000076293945
2014-10-17,40.43000030517578
2014-10-20,41.83000183105469
2014-10-21,43.27000045776367
2014-10-22,42.970001220703125
2014-10-23,42.93000030517578
2014-10-24,42.959999084472656
2014-10-27,42.95000076293945
2014-10-28,44.189998626708984
2014-10-29,43.75
2014-10-30,43.63999938964844
2014-10-31,43.619998931884766
2014-11-03,43.9900016784668
2014-11-04,43.060001373291016
2014-11-05,42.880001068115234
2014-11-06,43.709999084472656
2014-11-07,44.20000076293945
2014-11-10,43.04999923706055
2014-11-11,43.2599983215332
2014-11-12,43.2400016784668
2014-11-13,42.599998474121094
2014-11-14,42.650001525878906
2014-11-17,43.22999954223633
2014-11-18,43.9900016784668
2014-11-19,43.90999984741211
2014-11-20,43.5
2014-11-21,43.689998626708984
2014-11-24,43.59000015258789
2014-11-25,43.7400016784668
2014-11-26,44.70000076293945
2014-11-28,42.72999954223633
2014-12-01,39.7599983215332
2014-12-02,40.93000030517578
2014-12-03,41.02000045776367
2014-12-04,40.29999923706055
2014-12-05,40.869998931884766
2014-12-08,38.65999984741211
2014-12-09,38.58000183105469
2014-12-10,38.29999923706055
2014-12-11,38.68000030517578
2014-12-12,39.099998474121094
2014-12-15,38.59000015258789
2014-12-16,39.27000045776367
2014-12-17,40.11000061035156
2014-12-18,41.09000015258789
2014-12-19,41.650001525878906
2014-12-22,41.150001525878906
2014-12-23,42.06999969482422
2014-12-24,42.75
2014-12-26,43.04499816894531
2014-12-29,43.90999984741211
2014-12-30,44.189998626708984
2014-12-31,44.70000076293945
2015-01-02,45.40999984741211
2015-01-05,44.630001068115234
2015-01-06,44.5099983215332
2015-01-07,43.47999954223633
2015-01-08,45.29999923706055
2015-01-09,45.04999923706055
2015-01-12,42.150001525878906
2015-01-13,41.45000076293945
2015-01-14,41.29999923706055
2015-01-15,44.029998779296875
2015-01-16,45.310001373291016
2015-01-20,45.790000915527344
2015-01-21,46.959999084472656
2015-01-22,47.689998626708984
2015-01-23,47.97999954223633
2015-01-26,48.31999969482422
2015-01-27,50.45000076293945
2015-01-28,49.220001220703125
2015-01-29,48.79999923706055
2015-01-30,49.15999984741211
