,ALDX
2015-06-17,8.600000381469727
2015-06-18,8.380000114440918
2015-06-19,8.600000381469727
2015-06-22,8.4399995803833
2015-06-23,7.980000019073486
2015-06-24,7.989999771118164
2015-06-25,8.09000015258789
2015-06-26,7.75
2015-06-29,7.909999847412109
2015-06-30,7.760000228881836
2015-07-01,8.3100004196167
2015-07-02,8.5
2015-07-06,8.369999885559082
2015-07-07,8.479999542236328
2015-07-08,7.929999828338623
2015-07-09,8.010000228881836
2015-07-10,8.149999618530273
2015-07-13,8.289999961853027
2015-07-14,8.3100004196167
2015-07-15,8.329999923706055
2015-07-16,8.390000343322754
2015-07-17,8.989999771118164
2015-07-20,9.6899995803833
2015-07-21,10.25
2015-07-22,10.630000114440918
2015-07-23,10.1899995803833
2015-07-24,9.680000305175781
2015-07-27,9.050000190734863
2015-07-28,9.010000228881836
2015-07-29,9.130000114440918
2015-07-30,9.15999984741211
2015-07-31,8.890000343322754
2015-08-03,8.470000267028809
2015-08-04,8.039999961853027
2015-08-05,8.170000076293945
2015-08-06,8.140000343322754
2015-08-07,8.279999732971191
2015-08-10,8.119999885559082
2015-08-11,8.34000015258789
2015-08-12,7.690000057220459
2015-08-13,7.989999771118164
2015-08-14,8.0600004196167
2015-08-17,7.889999866485596
2015-08-18,7.710000038146973
2015-08-19,7.710000038146973
2015-08-20,7.590000152587891
2015-08-21,7.409999847412109
2015-08-24,7.0
2015-08-25,6.760000228881836
2015-08-26,6.934999942779541
2015-08-27,6.619999885559082
2015-08-28,7.059999942779541
2015-08-31,7.21999979019165
2015-09-01,6.96999979019165
2015-09-02,7.190000057220459
2015-09-03,7.190000057220459
2015-09-04,7.079999923706055
2015-09-08,7.159999847412109
2015-09-09,7.019999980926514
2015-09-10,6.820000171661377
2015-09-11,6.980000019073486
2015-09-14,6.840000152587891
2015-09-15,6.96999979019165
2015-09-16,6.860000133514404
2015-09-17,6.78000020980835
2015-09-18,6.949999809265137
2015-09-21,6.820000171661377
2015-09-22,6.860000133514404
2015-09-23,6.849999904632568
2015-09-24,6.869999885559082
2015-09-25,6.730000019073486
2015-09-28,6.059999942779541
2015-09-29,6.039999961853027
2015-09-30,5.829999923706055
2015-10-01,5.630000114440918
2015-10-02,5.78000020980835
2015-10-05,5.75
2015-10-06,5.5
2015-10-07,5.260000228881836
2015-10-08,5.1539998054504395
2015-10-09,5.380000114440918
2015-10-12,5.340000152587891
2015-10-13,5.940000057220459
2015-10-14,6.199999809265137
2015-10-15,6.46999979019165
2015-10-16,6.360000133514404
2015-10-19,6.329999923706055
2015-10-20,6.400000095367432
2015-10-21,6.5
2015-10-22,6.5
2015-10-23,6.260000228881836
2015-10-26,6.429999828338623
2015-10-27,6.519999980926514
2015-10-28,6.989999771118164
2015-10-29,6.940000057220459
2015-10-30,6.880000114440918
2015-11-02,7.21999979019165
2015-11-03,7.380000114440918
2015-11-04,7.355000019073486
2015-11-05,7.309999942779541
2015-11-06,7.480000019073486
2015-11-09,7.300000190734863
2015-11-10,7.360000133514404
2015-11-11,7.489999771118164
2015-11-12,7.260000228881836
2015-11-13,7.25
2015-11-16,7.349999904632568
2015-11-17,7.170000076293945
2015-11-18,7.150000095367432
2015-11-19,7.13100004196167
2015-11-20,7.110000133514404
2015-11-23,6.980000019073486
2015-11-24,6.90500020980835
2015-11-25,7.034999847412109
2015-11-27,7.019000053405762
2015-11-30,7.28000020980835
2015-12-01,7.375
2015-12-02,7.489999771118164
2015-12-03,7.199999809265137
2015-12-04,7.340000152587891
2015-12-07,7.269999980926514
2015-12-08,6.96999979019165
2015-12-09,6.999000072479248
2015-12-10,6.491000175476074
2015-12-11,6.519999980926514
2015-12-14,6.5
2015-12-15,6.828999996185303
2015-12-16,6.980000019073486
2015-12-17,6.929999828338623
2015-12-18,6.75
2015-12-21,7.039999961853027
2015-12-22,6.460000038146973
2015-12-23,6.510000228881836
2015-12-24,6.510000228881836
2015-12-28,6.75
2015-12-29,6.535999774932861
2015-12-30,6.630000114440918
2015-12-31,6.78000020980835
2016-01-04,6.679999828338623
2016-01-05,6.679999828338623
2016-01-06,6.5
2016-01-07,6.630000114440918
2016-01-08,6.748000144958496
2016-01-11,6.760000228881836
2016-01-12,6.690000057220459
2016-01-13,6.550000190734863
2016-01-14,6.710000038146973
2016-01-15,6.369999885559082
2016-01-19,6.159999847412109
2016-01-20,5.789999961853027
2016-01-21,5.619999885559082
2016-01-22,5.5
2016-01-25,5.389999866485596
2016-01-26,5.090000152587891
2016-01-27,5.050000190734863
2016-01-28,4.880000114440918
2016-01-29,4.809999942779541
2016-02-01,4.800000190734863
2016-02-02,4.519999980926514
2016-02-03,4.260000228881836
2016-02-04,4.300000190734863
2016-02-05,4.150000095367432
2016-02-08,3.940000057220459
2016-02-09,3.700000047683716
2016-02-10,4.0
2016-02-11,3.9000000953674316
2016-02-12,3.9000000953674316
2016-02-16,3.819999933242798
2016-02-17,4.5
2016-02-18,4.0
2016-02-19,4.0
2016-02-22,4.03000020980835
2016-02-23,3.700000047683716
2016-02-24,3.5199999809265137
2016-02-25,3.5799999237060547
2016-02-26,3.7320001125335693
2016-02-29,4.900000095367432
2016-03-01,4.550000190734863
2016-03-02,4.5
2016-03-03,4.420000076293945
2016-03-04,4.5
2016-03-07,4.679999828338623
2016-03-08,4.489999771118164
2016-03-09,4.269999980926514
2016-03-10,4.179999828338623
2016-03-11,4.289999961853027
2016-03-14,4.929999828338623
2016-03-15,4.739999771118164
2016-03-16,4.590000152587891
2016-03-17,4.449999809265137
2016-03-18,4.480000019073486
2016-03-21,4.489999771118164
2016-03-22,4.5
2016-03-23,4.320000171661377
2016-03-24,4.300000190734863
2016-03-28,4.099999904632568
2016-03-29,4.25
2016-03-30,4.050000190734863
2016-03-31,4.190000057220459
2016-04-01,4.239999771118164
2016-04-04,4.5
2016-04-05,4.599999904632568
2016-04-06,4.650000095367432
2016-04-07,5.25
2016-04-08,5.289999961853027
2016-04-11,5.300000190734863
2016-04-12,5.369999885559082
2016-04-13,5.329999923706055
2016-04-14,5.449999809265137
2016-04-15,5.590000152587891
2016-04-18,5.880000114440918
2016-04-19,6.099999904632568
2016-04-20,5.800000190734863
2016-04-21,5.849999904632568
2016-04-22,5.960000038146973
2016-04-25,5.900000095367432
2016-04-26,5.860000133514404
2016-04-27,6.090000152587891
2016-04-28,6.099999904632568
2016-04-29,6.300000190734863
2016-05-02,6.239999771118164
2016-05-03,6.329999923706055
2016-05-04,6.5
2016-05-05,6.309999942779541
2016-05-06,6.190000057220459
2016-05-09,6.199999809265137
2016-05-10,6.0
2016-05-11,5.800000190734863
2016-05-12,5.519999980926514
2016-05-13,5.510000228881836
2016-05-16,5.449999809265137
2016-05-17,5.400000095367432
2016-05-18,5.489999771118164
2016-05-19,5.329999923706055
2016-05-20,5.25
2016-05-23,5.130000114440918
2016-05-24,5.269999980926514
2016-05-25,5.579999923706055
2016-05-26,5.440000057220459
2016-05-27,6.03000020980835
2016-05-31,5.809999942779541
2016-06-01,5.949999809265137
2016-06-02,5.849999904632568
2016-06-03,5.619999885559082
2016-06-06,5.599999904632568
2016-06-07,5.929999828338623
2016-06-08,5.730000019073486
2016-06-09,5.96999979019165
2016-06-10,5.840000152587891
2016-06-13,5.760000228881836
2016-06-14,5.269999980926514
2016-06-15,5.499000072479248
2016-06-16,5.25
2016-06-17,5.349999904632568
2016-06-20,5.25
2016-06-21,5.019999980926514
2016-06-22,5.179999828338623
2016-06-23,5.139999866485596
2016-06-24,5.300000190734863
2016-06-27,5.239999771118164
2016-06-28,5.389999866485596
2016-06-29,5.5
2016-06-30,5.690000057220459
2016-07-01,6.050000190734863
2016-07-05,6.139999866485596
2016-07-06,6.329999923706055
2016-07-07,6.670000076293945
2016-07-08,6.800000190734863
2016-07-11,6.599999904632568
2016-07-12,6.400000095367432
2016-07-13,5.880000114440918
2016-07-14,6.090000152587891
2016-07-15,6.059999942779541
2016-07-18,5.869999885559082
2016-07-19,5.599999904632568
2016-07-20,5.78000020980835
2016-07-21,5.699999809265137
2016-07-22,5.829999923706055
2016-07-25,5.699999809265137
2016-07-26,5.900000095367432
2016-07-27,5.960000038146973
2016-07-28,5.989999771118164
2016-07-29,6.150000095367432
2016-08-01,6.0
2016-08-02,5.96999979019165
2016-08-03,6.0
2016-08-04,5.730000019073486
2016-08-05,5.940000057220459
2016-08-08,5.880000114440918
2016-08-09,6.0
2016-08-10,5.820000171661377
2016-08-11,6.019999980926514
2016-08-12,5.760000228881836
2016-08-15,5.829999923706055
2016-08-16,5.739999771118164
2016-08-17,5.599999904632568
2016-08-18,5.599999904632568
2016-08-19,5.510000228881836
2016-08-22,5.53000020980835
2016-08-23,5.590000152587891
2016-08-24,5.460000038146973
2016-08-25,5.389999866485596
2016-08-26,5.429999828338623
2016-08-29,5.489999771118164
2016-08-30,5.718999862670898
2016-08-31,5.539999961853027
2016-09-01,5.369999885559082
2016-09-02,5.369999885559082
2016-09-06,5.809999942779541
2016-09-07,5.579999923706055
2016-09-08,5.579999923706055
2016-09-09,5.769999980926514
2016-09-12,5.53000020980835
2016-09-13,5.619999885559082
2016-09-14,5.949999809265137
2016-09-15,6.110000133514404
2016-09-16,6.730000019073486
2016-09-19,6.869999885559082
2016-09-20,7.349999904632568
2016-09-21,7.28000020980835
2016-09-22,7.349999904632568
2016-09-23,7.449999809265137
2016-09-26,7.699999809265137
2016-09-27,7.75
2016-09-28,7.489999771118164
2016-09-29,7.519999980926514
2016-09-30,7.820000171661377
2016-10-03,7.480000019073486
2016-10-04,7.329999923706055
2016-10-05,7.510000228881836
2016-10-06,7.079999923706055
2016-10-07,7.25
2016-10-10,7.289999961853027
2016-10-11,7.230000019073486
2016-10-12,7.050000190734863
2016-10-13,6.929999828338623
2016-10-14,6.929999828338623
2016-10-17,6.849999904632568
2016-10-18,6.739999771118164
2016-10-19,7.005000114440918
2016-10-20,6.940000057220459
2016-10-21,6.809999942779541
2016-10-24,6.860000133514404
2016-10-25,6.679999828338623
2016-10-26,5.840000152587891
2016-10-27,5.699999809265137
2016-10-28,5.25
2016-10-31,5.25
2016-11-01,5.400000095367432
2016-11-02,5.300000190734863
2016-11-03,5.199999809265137
2016-11-04,5.300000190734863
2016-11-07,5.949999809265137
2016-11-08,6.150000095367432
2016-11-09,6.199999809265137
2016-11-10,6.349999904632568
2016-11-11,6.324999809265137
2016-11-14,6.849999904632568
2016-11-15,6.5
2016-11-16,6.349999904632568
2016-11-17,5.75
2016-11-18,6.099999904632568
2016-11-21,6.300000190734863
2016-11-22,5.900000095367432
2016-11-23,5.949999809265137
2016-11-25,5.900000095367432
2016-11-28,5.550000190734863
2016-11-29,5.449999809265137
2016-11-30,5.150000095367432
2016-12-01,5.050000190734863
2016-12-02,5.300000190734863
2016-12-05,5.300000190734863
2016-12-06,5.449999809265137
2016-12-07,5.199999809265137
2016-12-08,5.0
2016-12-09,4.800000190734863
2016-12-12,4.699999809265137
2016-12-13,4.949999809265137
2016-12-14,4.900000095367432
2016-12-15,4.800000190734863
2016-12-16,4.650000095367432
2016-12-19,4.650000095367432
2016-12-20,4.650000095367432
2016-12-21,4.764999866485596
2016-12-22,4.699999809265137
2016-12-23,4.849999904632568
2016-12-27,4.800000190734863
2016-12-28,5.0
2016-12-29,4.800000190734863
2016-12-30,5.349999904632568
2017-01-03,5.099999904632568
2017-01-04,5.150000095367432
2017-01-05,5.300000190734863
2017-01-06,5.449999809265137
2017-01-09,5.150000095367432
2017-01-10,5.25
2017-01-11,5.300000190734863
2017-01-12,5.199999809265137
2017-01-13,5.349999904632568
2017-01-17,5.150000095367432
2017-01-18,5.300000190734863
2017-01-19,5.300000190734863
2017-01-20,5.75
2017-01-23,5.550000190734863
2017-01-24,5.699999809265137
2017-01-25,5.650000095367432
2017-01-26,5.699999809265137
2017-01-27,5.900000095367432
2017-01-30,5.599999904632568
2017-01-31,5.449999809265137
2017-02-01,5.349999904632568
2017-02-02,5.349999904632568
2017-02-03,5.0
2017-02-06,4.800000190734863
2017-02-07,5.0
2017-02-08,4.849999904632568
2017-02-09,4.699999809265137
2017-02-10,4.699999809265137
2017-02-13,4.739999771118164
2017-02-14,4.5
2017-02-15,4.849999904632568
2017-02-16,4.949999809265137
2017-02-17,5.099999904632568
2017-02-21,5.050000190734863
2017-02-22,5.0
2017-02-23,5.050000190734863
2017-02-24,4.900000095367432
2017-02-27,4.949999809265137
2017-02-28,4.949999809265137
2017-03-01,4.949999809265137
2017-03-02,5.099999904632568
2017-03-03,5.099999904632568
2017-03-06,5.0
2017-03-07,4.900000095367432
2017-03-08,5.050000190734863
2017-03-09,5.199999809265137
2017-03-10,5.25
2017-03-13,5.300000190734863
2017-03-14,5.199999809265137
2017-03-15,5.349999904632568
2017-03-16,5.150000095367432
2017-03-17,5.300000190734863
2017-03-20,5.25
2017-03-21,4.949999809265137
2017-03-22,5.0
2017-03-23,4.946000099182129
2017-03-24,5.050000190734863
2017-03-27,5.050000190734863
2017-03-28,5.0
2017-03-29,5.150000095367432
2017-03-30,5.050000190734863
2017-03-31,5.0
2017-04-03,5.25
2017-04-04,5.199999809265137
2017-04-05,4.949999809265137
2017-04-06,5.0
2017-04-07,5.099999904632568
2017-04-10,4.900000095367432
2017-04-11,4.900000095367432
2017-04-12,5.0
2017-04-13,4.835000038146973
2017-04-17,4.849999904632568
2017-04-18,4.800000190734863
2017-04-19,5.199999809265137
2017-04-20,4.349999904632568
2017-04-21,4.400000095367432
2017-04-24,4.099999904632568
2017-04-25,4.300000190734863
2017-04-26,4.400000095367432
2017-04-27,4.349999904632568
2017-04-28,4.349999904632568
2017-05-01,4.349999904632568
2017-05-02,4.150000095367432
2017-05-03,4.125
2017-05-04,4.050000190734863
2017-05-05,3.950000047683716
2017-05-08,3.950000047683716
2017-05-09,4.050000190734863
2017-05-10,4.099999904632568
2017-05-11,4.0
2017-05-12,3.950000047683716
2017-05-15,4.150000095367432
2017-05-16,4.25
2017-05-17,4.449999809265137
2017-05-18,4.400000095367432
2017-05-19,4.449999809265137
2017-05-22,4.349999904632568
2017-05-23,4.599999904632568
2017-05-24,4.625
2017-05-25,4.75
2017-05-26,4.75
2017-05-30,4.900000095367432
2017-05-31,5.050000190734863
2017-06-01,5.300000190734863
2017-06-02,5.449999809265137
2017-06-05,5.199999809265137
2017-06-06,5.25
2017-06-07,5.25
2017-06-08,5.150000095367432
2017-06-09,5.050000190734863
2017-06-12,5.050000190734863
2017-06-13,5.099999904632568
2017-06-14,4.650000095367432
2017-06-15,4.150000095367432
2017-06-16,4.300000190734863
2017-06-19,4.449999809265137
2017-06-20,4.25
2017-06-21,4.199999809265137
2017-06-22,4.25
2017-06-23,4.400000095367432
2017-06-26,4.449999809265137
2017-06-27,4.449999809265137
2017-06-28,4.5
2017-06-29,4.550000190734863
2017-06-30,4.650000095367432
2017-07-03,4.699999809265137
2017-07-05,4.699999809265137
2017-07-06,4.699999809265137
2017-07-07,4.900000095367432
2017-07-10,4.900000095367432
2017-07-11,4.849999904632568
2017-07-12,4.900000095367432
2017-07-13,5.0
2017-07-14,4.949999809265137
2017-07-17,4.849999904632568
2017-07-18,4.75
2017-07-19,4.875
2017-07-20,4.781000137329102
2017-07-21,4.75
2017-07-24,4.699999809265137
2017-07-25,4.650000095367432
2017-07-26,4.949999809265137
2017-07-27,4.75
2017-07-28,4.900000095367432
2017-07-31,4.75
2017-08-01,4.699999809265137
2017-08-02,4.650000095367432
2017-08-03,4.400000095367432
2017-08-04,4.400000095367432
2017-08-07,4.699999809265137
2017-08-08,4.449999809265137
2017-08-09,4.349999904632568
2017-08-10,4.449999809265137
2017-08-11,4.400000095367432
2017-08-14,4.300000190734863
2017-08-15,4.150000095367432
2017-08-16,4.25
2017-08-17,4.300000190734863
2017-08-18,4.25
2017-08-21,3.9000000953674316
2017-08-22,4.150000095367432
2017-08-23,4.099999904632568
2017-08-24,4.175000190734863
2017-08-25,4.199999809265137
2017-08-28,4.199999809265137
2017-08-29,4.300000190734863
2017-08-30,4.25
2017-08-31,4.150000095367432
2017-09-01,4.300000190734863
2017-09-05,4.300000190734863
2017-09-06,4.050000190734863
2017-09-07,4.199999809265137
2017-09-08,4.150000095367432
2017-09-11,4.199999809265137
2017-09-12,5.650000095367432
2017-09-13,6.349999904632568
2017-09-14,10.800000190734863
2017-09-15,8.899999618530273
2017-09-18,9.100000381469727
2017-09-19,7.25
2017-09-20,7.599999904632568
2017-09-21,7.949999809265137
2017-09-22,8.050000190734863
2017-09-25,7.650000095367432
2017-09-26,7.199999809265137
2017-09-27,7.300000190734863
2017-09-28,7.300000190734863
2017-09-29,7.199999809265137
2017-10-02,7.349999904632568
2017-10-03,7.5
2017-10-04,7.650000095367432
2017-10-05,7.75
2017-10-06,7.349999904632568
2017-10-09,7.75
2017-10-10,7.699999809265137
2017-10-11,7.550000190734863
2017-10-12,7.300000190734863
2017-10-13,7.175000190734863
2017-10-16,7.0
2017-10-17,6.650000095367432
2017-10-18,6.449999809265137
2017-10-19,6.75
2017-10-20,6.75
2017-10-23,6.349999904632568
2017-10-24,6.199999809265137
2017-10-25,6.400000095367432
2017-10-26,6.25
2017-10-27,6.349999904632568
2017-10-30,6.25
2017-10-31,6.300000190734863
2017-11-01,6.300000190734863
2017-11-02,6.099999904632568
2017-11-03,6.199999809265137
2017-11-06,6.099999904632568
2017-11-07,5.949999809265137
2017-11-08,5.800000190734863
2017-11-09,5.699999809265137
2017-11-10,5.949999809265137
2017-11-13,6.0
2017-11-14,6.050000190734863
2017-11-15,6.199999809265137
2017-11-16,6.099999904632568
2017-11-17,6.150000095367432
2017-11-20,6.25
2017-11-21,6.099999904632568
2017-11-22,6.349999904632568
2017-11-24,6.400000095367432
2017-11-27,6.849999904632568
2017-11-28,6.800000190734863
2017-11-29,6.800000190734863
2017-11-30,6.650000095367432
2017-12-01,6.5
2017-12-04,6.449999809265137
2017-12-05,6.400000095367432
2017-12-06,6.400000095367432
2017-12-07,6.5
2017-12-08,6.949999809265137
2017-12-11,6.800000190734863
2017-12-12,6.599999904632568
2017-12-13,6.5
2017-12-14,6.5
2017-12-15,6.449999809265137
2017-12-18,6.449999809265137
2017-12-19,6.449999809265137
2017-12-20,6.349999904632568
2017-12-21,6.400000095367432
2017-12-22,6.699999809265137
2017-12-26,6.900000095367432
2017-12-27,6.75
2017-12-28,6.550000190734863
2017-12-29,6.800000190734863
2018-01-02,7.0
2018-01-03,7.0
2018-01-04,7.150000095367432
2018-01-05,7.099999904632568
2018-01-08,6.550000190734863
2018-01-09,6.650000095367432
2018-01-10,6.75
2018-01-11,6.900000095367432
2018-01-12,6.849999904632568
2018-01-16,6.599999904632568
2018-01-17,6.650000095367432
2018-01-18,6.650000095367432
2018-01-19,6.900000095367432
2018-01-22,7.400000095367432
2018-01-23,7.199999809265137
2018-01-24,7.349999904632568
2018-01-25,7.25
2018-01-26,7.449999809265137
2018-01-29,7.599999904632568
2018-01-30,7.574999809265137
2018-01-31,7.474999904632568
2018-02-01,7.5
2018-02-02,7.099999904632568
2018-02-05,6.75
2018-02-06,6.75
2018-02-07,7.025000095367432
2018-02-08,6.75
2018-02-09,6.800000190734863
2018-02-12,7.0
2018-02-13,7.0
2018-02-14,7.099999904632568
2018-02-15,7.099999904632568
2018-02-16,7.25
2018-02-20,7.099999904632568
2018-02-21,7.5
2018-02-22,7.448999881744385
2018-02-23,7.599999904632568
2018-02-26,7.699999809265137
2018-02-27,8.649999618530273
2018-02-28,8.25
2018-03-01,8.350000381469727
