,FEMS
2012-08-01,27.5
2012-08-02,27.5
2012-08-03,27.5
2012-08-06,27.670000076293945
2012-08-07,27.670000076293945
2012-08-08,27.81999969482422
2012-08-09,27.81999969482422
2012-08-10,27.81999969482422
2012-08-13,27.81999969482422
2012-08-14,27.81999969482422
2012-08-15,27.81999969482422
2012-08-16,27.81999969482422
2012-08-17,28.079999923706055
2012-08-20,28.079999923706055
2012-08-21,28.079999923706055
2012-08-22,28.079999923706055
2012-08-23,28.079999923706055
2012-08-24,28.079999923706055
2012-08-27,28.079999923706055
2012-08-28,28.079999923706055
2012-08-29,28.079999923706055
2012-08-30,28.079999923706055
2012-08-31,28.079999923706055
2012-09-04,28.079999923706055
2012-09-05,27.739999771118164
2012-09-06,28.579999923706055
2012-09-07,28.579999923706055
2012-09-10,28.579999923706055
2012-09-11,28.579999923706055
2012-09-12,28.579999923706055
2012-09-13,28.579999923706055
2012-09-14,28.579999923706055
2012-09-17,28.579999923706055
2012-09-18,28.579999923706055
2012-09-19,28.579999923706055
2012-09-20,28.579999923706055
2012-09-21,28.579999923706055
2012-09-24,28.579999923706055
2012-09-25,29.219999313354492
2012-09-26,28.559999465942383
2012-09-27,28.920000076293945
2012-09-28,28.920000076293945
2012-10-01,29.420000076293945
2012-10-02,29.3799991607666
2012-10-03,29.399999618530273
2012-10-04,29.399999618530273
2012-10-05,29.399999618530273
2012-10-08,29.399999618530273
2012-10-09,28.149999618530273
2012-10-10,28.149999618530273
2012-10-11,28.149999618530273
2012-10-12,28.149999618530273
2012-10-15,28.149999618530273
2012-10-16,28.149999618530273
2012-10-17,30.3700008392334
2012-10-18,30.3700008392334
2012-10-19,30.3700008392334
2012-10-22,30.3700008392334
2012-10-23,30.3700008392334
2012-10-24,30.3700008392334
2012-10-25,30.3700008392334
2012-10-26,30.3700008392334
2012-10-31,30.3700008392334
2012-11-01,30.3700008392334
2012-11-02,30.75
2012-11-05,30.90999984741211
2012-11-06,30.90999984741211
2012-11-07,31.09000015258789
2012-11-08,30.81999969482422
2012-11-09,31.06999969482422
2012-11-12,30.790000915527344
2012-11-13,30.790000915527344
2012-11-14,30.790000915527344
2012-11-15,30.520000457763672
2012-11-16,30.520000457763672
2012-11-19,30.520000457763672
2012-11-20,30.520000457763672
2012-11-21,30.829999923706055
2012-11-23,31.469999313354492
2012-11-26,31.469999313354492
2012-11-27,31.299999237060547
2012-11-28,31.299999237060547
2012-11-29,31.299999237060547
2012-11-30,31.59000015258789
2012-12-03,31.59000015258789
2012-12-04,31.59000015258789
2012-12-05,31.59000015258789
2012-12-06,31.59000015258789
2012-12-07,31.59000015258789
2012-12-10,31.59000015258789
2012-12-11,32.68000030517578
2012-12-12,32.68000030517578
2012-12-13,32.54999923706055
2012-12-14,32.54999923706055
2012-12-17,32.54999923706055
2012-12-18,32.54999923706055
2012-12-19,33.529998779296875
2012-12-20,33.529998779296875
2012-12-21,33.529998779296875
2012-12-24,33.31999969482422
2012-12-26,33.72999954223633
2012-12-27,33.72999954223633
2012-12-28,33.81999969482422
2012-12-31,34.52000045776367
2013-01-02,35.43000030517578
2013-01-03,35.16999816894531
2013-01-04,35.369998931884766
2013-01-07,35.83000183105469
2013-01-08,35.720001220703125
2013-01-09,36.36000061035156
2013-01-10,36.41999816894531
2013-01-11,36.22999954223633
2013-01-14,36.439998626708984
2013-01-15,36.189998626708984
2013-01-16,36.189998626708984
2013-01-17,36.439998626708984
2013-01-18,36.560001373291016
2013-01-22,36.720001220703125
2013-01-23,36.529998779296875
2013-01-24,36.630001068115234
2013-01-25,36.36000061035156
2013-01-28,35.959999084472656
2013-01-29,36.36000061035156
2013-01-30,36.36000061035156
2013-01-31,36.56999969482422
2013-02-01,36.83000183105469
2013-02-04,35.91999816894531
2013-02-05,36.439998626708984
2013-02-06,36.43000030517578
2013-02-07,36.150001525878906
2013-02-08,36.59000015258789
2013-02-11,36.58000183105469
2013-02-12,36.4900016784668
2013-02-13,37.189998626708984
2013-02-14,37.34000015258789
2013-02-15,36.959999084472656
2013-02-19,37.119998931884766
2013-02-20,36.810001373291016
2013-02-21,36.72999954223633
2013-02-22,36.72999954223633
2013-02-25,36.43000030517578
2013-02-26,36.349998474121094
2013-02-27,36.650001525878906
2013-02-28,37.0
2013-03-01,37.0
2013-03-04,36.529998779296875
2013-03-05,37.220001220703125
2013-03-06,37.47999954223633
2013-03-07,37.40999984741211
2013-03-08,37.33000183105469
2013-03-11,36.91999816894531
2013-03-12,36.790000915527344
2013-03-13,36.65999984741211
2013-03-14,36.7400016784668
2013-03-15,36.88999938964844
2013-03-18,36.540000915527344
2013-03-19,36.150001525878906
2013-03-20,36.75
2013-03-21,36.380001068115234
2013-03-22,36.599998474121094
2013-03-25,36.5
2013-03-26,37.029998779296875
2013-03-27,37.09000015258789
2013-03-28,36.959999084472656
2013-04-01,36.900001525878906
2013-04-02,36.959999084472656
2013-04-03,36.38999938964844
2013-04-04,36.470001220703125
2013-04-05,36.25
2013-04-08,36.25
2013-04-09,36.36000061035156
2013-04-10,36.91999816894531
2013-04-11,37.209999084472656
2013-04-12,36.790000915527344
2013-04-15,36.02000045776367
2013-04-16,36.630001068115234
2013-04-17,36.31999969482422
2013-04-18,36.2599983215332
2013-04-19,36.81999969482422
2013-04-22,36.95000076293945
2013-04-23,37.470001220703125
2013-04-24,37.58000183105469
2013-04-25,37.91999816894531
2013-04-26,37.470001220703125
2013-04-29,37.72999954223633
2013-04-30,37.9900016784668
2013-05-01,37.2599983215332
2013-05-02,37.70000076293945
2013-05-03,38.2400016784668
2013-05-06,38.38999938964844
2013-05-07,38.779998779296875
2013-05-08,38.720001220703125
2013-05-09,38.59000015258789
2013-05-10,38.560001373291016
2013-05-13,38.4900016784668
2013-05-14,38.68000030517578
2013-05-15,38.68000030517578
2013-05-16,38.689998626708984
2013-05-17,38.84000015258789
2013-05-20,38.900001525878906
2013-05-21,39.11000061035156
2013-05-22,38.459999084472656
2013-05-23,38.47999954223633
2013-05-24,38.15999984741211
2013-05-28,38.61000061035156
2013-05-29,38.470001220703125
2013-05-30,38.599998474121094
2013-05-31,37.849998474121094
2013-06-03,37.68000030517578
2013-06-04,37.279998779296875
2013-06-05,36.93000030517578
2013-06-06,36.77000045776367
2013-06-07,36.900001525878906
2013-06-10,36.38999938964844
2013-06-11,35.5
2013-06-12,35.61000061035156
2013-06-13,36.13999938964844
2013-06-14,35.529998779296875
2013-06-17,36.09000015258789
2013-06-18,35.849998474121094
2013-06-19,35.22999954223633
2013-06-20,33.66999816894531
2013-06-21,33.47999954223633
2013-06-24,32.040000915527344
2013-06-25,32.650001525878906
2013-06-26,33.34000015258789
2013-06-27,33.65999984741211
2013-06-28,33.459999084472656
2013-07-01,33.7599983215332
2013-07-02,33.45000076293945
2013-07-03,33.54999923706055
2013-07-05,32.720001220703125
2013-07-08,32.77000045776367
2013-07-09,32.689998626708984
2013-07-10,32.45000076293945
2013-07-11,33.4900016784668
2013-07-12,33.52000045776367
2013-07-15,34.20000076293945
2013-07-16,34.290000915527344
2013-07-17,34.470001220703125
2013-07-18,34.2400016784668
2013-07-19,33.970001220703125
2013-07-22,34.189998626708984
2013-07-23,34.79999923706055
2013-07-24,34.45000076293945
2013-07-25,34.58000183105469
2013-07-26,34.310001373291016
2013-07-29,33.75
2013-07-30,33.470001220703125
2013-07-31,33.560001373291016
2013-08-01,33.970001220703125
2013-08-02,33.95000076293945
2013-08-05,34.0
2013-08-06,33.97999954223633
2013-08-07,33.81999969482422
2013-08-08,34.27000045776367
2013-08-09,34.630001068115234
2013-08-12,34.630001068115234
2013-08-13,34.9900016784668
2013-08-14,35.0099983215332
2013-08-15,34.68000030517578
2013-08-16,34.52000045776367
2013-08-19,33.869998931884766
2013-08-20,33.189998626708984
2013-08-21,32.7599983215332
2013-08-22,32.7599983215332
2013-08-23,32.65999984741211
2013-08-26,32.349998474121094
2013-08-27,31.040000915527344
2013-08-28,30.969999313354492
2013-08-29,31.1200008392334
2013-08-30,31.600000381469727
2013-09-03,31.790000915527344
2013-09-04,32.099998474121094
2013-09-05,32.36000061035156
2013-09-06,32.599998474121094
2013-09-09,33.599998474121094
2013-09-10,33.61000061035156
2013-09-11,33.90999984741211
2013-09-12,33.459999084472656
2013-09-13,33.93000030517578
2013-09-16,34.310001373291016
2013-09-17,34.439998626708984
2013-09-18,35.63999938964844
2013-09-19,35.45000076293945
2013-09-20,34.540000915527344
2013-09-23,34.720001220703125
2013-09-24,34.400001525878906
2013-09-25,34.54999923706055
2013-09-26,34.54999923706055
2013-09-27,34.470001220703125
2013-09-30,34.4900016784668
2013-10-01,34.790000915527344
2013-10-02,35.18000030517578
2013-10-03,34.95000076293945
2013-10-04,35.43000030517578
2013-10-07,35.18000030517578
2013-10-08,34.63999938964844
2013-10-09,35.20000076293945
2013-10-10,35.88999938964844
2013-10-11,35.47999954223633
2013-10-14,36.0099983215332
2013-10-15,35.630001068115234
2013-10-16,35.84000015258789
2013-10-17,36.09000015258789
2013-10-18,36.27000045776367
2013-10-21,36.290000915527344
2013-10-22,36.650001525878906
2013-10-23,35.91999816894531
2013-10-24,35.75
2013-10-25,35.75
2013-10-28,35.59000015258789
2013-10-29,35.689998626708984
2013-10-30,35.529998779296875
2013-10-31,35.560001373291016
2013-11-01,35.290000915527344
2013-11-04,35.83000183105469
2013-11-05,35.380001068115234
2013-11-06,35.27000045776367
2013-11-07,34.959999084472656
2013-11-08,34.75
2013-11-11,34.900001525878906
2013-11-12,34.630001068115234
2013-11-13,34.9900016784668
2013-11-14,35.29999923706055
2013-11-15,35.91999816894531
2013-11-18,35.81999969482422
2013-11-19,35.689998626708984
2013-11-20,35.16999816894531
2013-11-21,35.619998931884766
2013-11-22,35.790000915527344
2013-11-25,35.25
2013-11-26,35.58000183105469
2013-11-27,35.790000915527344
2013-11-29,36.0099983215332
2013-12-02,35.5099983215332
2013-12-03,35.529998779296875
2013-12-04,35.849998474121094
2013-12-05,35.5099983215332
2013-12-06,35.709999084472656
2013-12-09,35.61000061035156
2013-12-10,35.72999954223633
2013-12-11,34.88999938964844
2013-12-12,34.880001068115234
2013-12-13,35.06999969482422
2013-12-16,35.27000045776367
2013-12-17,35.060001373291016
2013-12-18,35.439998626708984
2013-12-19,34.939998626708984
2013-12-20,34.900001525878906
2013-12-23,34.95000076293945
2013-12-24,35.31999969482422
2013-12-26,35.09000015258789
2013-12-27,35.439998626708984
2013-12-30,35.59000015258789
2013-12-31,36.02000045776367
2014-01-02,35.56999969482422
2014-01-03,35.599998474121094
2014-01-06,35.45000076293945
2014-01-07,35.720001220703125
2014-01-08,35.77000045776367
2014-01-09,35.41999816894531
2014-01-10,35.88999938964844
2014-01-13,35.43000030517578
2014-01-14,35.88999938964844
2014-01-15,36.040000915527344
2014-01-16,36.04999923706055
2014-01-17,35.880001068115234
2014-01-21,36.209999084472656
2014-01-22,36.5099983215332
2014-01-23,35.59000015258789
2014-01-24,34.970001220703125
2014-01-27,34.43000030517578
2014-01-28,34.939998626708984
2014-01-29,34.27000045776367
2014-01-30,34.63999938964844
2014-01-31,34.65999984741211
2014-02-03,33.709999084472656
2014-02-04,34.849998474121094
2014-02-05,34.560001373291016
2014-02-06,35.040000915527344
2014-02-07,35.65999984741211
2014-02-10,35.47999954223633
2014-02-11,36.16999816894531
2014-02-12,35.880001068115234
2014-02-13,36.2400016784668
2014-02-14,36.79999923706055
2014-02-18,36.7400016784668
2014-02-19,36.72999954223633
2014-02-20,37.150001525878906
2014-02-21,37.13999938964844
2014-02-24,37.27000045776367
2014-02-25,36.290000915527344
2014-02-26,36.369998931884766
2014-02-27,37.2400016784668
2014-02-28,37.209999084472656
2014-03-03,36.349998474121094
2014-03-04,37.2599983215332
2014-03-05,37.75
2014-03-06,38.20000076293945
2014-03-07,37.779998779296875
2014-03-10,37.22999954223633
2014-03-11,36.9900016784668
2014-03-12,37.08000183105469
2014-03-13,36.52000045776367
2014-03-14,36.400001525878906
2014-03-17,36.959999084472656
2014-03-18,37.45000076293945
2014-03-19,36.939998626708984
2014-03-20,36.810001373291016
2014-03-21,36.689998626708984
2014-03-24,36.5
2014-03-25,36.65999984741211
2014-03-26,36.33000183105469
2014-03-27,36.380001068115234
2014-03-28,36.459999084472656
2014-03-31,36.650001525878906
2014-04-01,37.15999984741211
2014-04-02,37.34000015258789
2014-04-03,37.16999816894531
2014-04-04,36.95000076293945
2014-04-07,36.70000076293945
2014-04-08,36.86000061035156
2014-04-09,37.400001525878906
2014-04-10,36.79999923706055
2014-04-11,36.439998626708984
2014-04-14,36.33000183105469
2014-04-15,35.880001068115234
2014-04-16,36.630001068115234
2014-04-17,36.849998474121094
2014-04-21,36.54999923706055
2014-04-22,36.63999938964844
2014-04-23,36.5
2014-04-24,36.45000076293945
2014-04-25,36.119998931884766
2014-04-28,36.060001373291016
2014-04-29,36.290000915527344
2014-04-30,36.0099983215332
2014-05-01,35.939998626708984
2014-05-02,36.2400016784668
2014-05-05,36.29999923706055
2014-05-06,36.36000061035156
2014-05-07,36.470001220703125
2014-05-08,36.099998474121094
2014-05-09,35.970001220703125
2014-05-12,36.560001373291016
2014-05-13,36.5099983215332
2014-05-14,36.630001068115234
2014-05-15,36.369998931884766
2014-05-16,36.5099983215332
2014-05-19,36.63999938964844
2014-05-20,36.060001373291016
2014-05-21,36.470001220703125
2014-05-22,36.83000183105469
2014-05-23,37.0
2014-05-27,36.970001220703125
2014-05-28,37.209999084472656
2014-05-29,37.45000076293945
2014-05-30,37.349998474121094
2014-06-02,37.18000030517578
2014-06-03,37.16999816894531
2014-06-04,37.06999969482422
2014-06-05,37.650001525878906
2014-06-06,37.7599983215332
2014-06-09,37.709999084472656
2014-06-10,37.709999084472656
2014-06-11,37.810001373291016
2014-06-12,37.68000030517578
2014-06-13,37.68000030517578
2014-06-16,37.400001525878906
2014-06-17,37.400001525878906
2014-06-18,37.91999816894531
2014-06-19,37.619998931884766
2014-06-20,37.41999816894531
2014-06-23,36.84000015258789
2014-06-24,36.29999923706055
2014-06-25,36.540000915527344
2014-06-26,36.869998931884766
2014-06-27,36.689998626708984
2014-06-30,37.08000183105469
2014-07-01,36.93000030517578
2014-07-02,37.029998779296875
2014-07-03,37.2599983215332
2014-07-07,37.79999923706055
2014-07-08,37.70000076293945
2014-07-09,38.470001220703125
2014-07-10,38.13999938964844
2014-07-11,38.09000015258789
2014-07-14,38.099998474121094
2014-07-15,38.2400016784668
2014-07-16,38.380001068115234
2014-07-17,37.7599983215332
2014-07-18,37.97999954223633
2014-07-21,38.029998779296875
2014-07-22,38.31999969482422
2014-07-23,38.599998474121094
2014-07-24,38.540000915527344
2014-07-25,38.4900016784668
2014-07-28,38.900001525878906
2014-07-29,38.54999923706055
2014-07-30,37.900001525878906
2014-07-31,37.779998779296875
2014-08-01,37.650001525878906
2014-08-04,38.349998474121094
2014-08-05,37.81999969482422
2014-08-06,37.779998779296875
2014-08-07,37.540000915527344
2014-08-08,37.88999938964844
2014-08-11,38.16999816894531
2014-08-12,38.560001373291016
2014-08-13,38.7599983215332
2014-08-14,38.90999984741211
2014-08-15,38.47999954223633
2014-08-18,38.72999954223633
2014-08-19,38.90999984741211
2014-08-20,38.77000045776367
2014-08-21,38.630001068115234
2014-08-22,38.470001220703125
2014-08-25,38.90999984741211
2014-08-26,39.18000030517578
2014-08-27,39.150001525878906
2014-08-28,38.810001373291016
2014-08-29,38.88999938964844
2014-09-02,39.06999969482422
2014-09-03,39.15999984741211
2014-09-04,39.31999969482422
2014-09-05,39.470001220703125
2014-09-08,39.38999938964844
2014-09-09,38.7599983215332
2014-09-10,38.959999084472656
2014-09-11,38.75
2014-09-12,38.380001068115234
2014-09-15,38.08000183105469
2014-09-16,38.400001525878906
2014-09-17,38.22999954223633
2014-09-18,38.04999923706055
2014-09-19,38.16999816894531
2014-09-22,37.43000030517578
2014-09-23,37.029998779296875
2014-09-24,37.560001373291016
2014-09-25,37.099998474121094
2014-09-26,36.88999938964844
2014-09-29,36.29999923706055
2014-09-30,36.290000915527344
2014-10-01,35.93000030517578
2014-10-02,36.33000183105469
2014-10-03,36.54999923706055
2014-10-06,36.40999984741211
2014-10-07,36.09000015258789
2014-10-08,36.66999816894531
2014-10-09,35.619998931884766
2014-10-10,34.54999923706055
2014-10-13,34.83000183105469
2014-10-14,34.040000915527344
2014-10-15,33.689998626708984
2014-10-16,33.400001525878906
2014-10-17,33.880001068115234
2014-10-20,34.09000015258789
2014-10-21,34.52000045776367
2014-10-22,34.099998474121094
2014-10-23,34.310001373291016
2014-10-24,34.38999938964844
2014-10-27,33.90999984741211
2014-10-28,34.529998779296875
2014-10-29,34.380001068115234
2014-10-30,34.72999954223633
2014-10-31,34.790000915527344
2014-11-03,34.93000030517578
2014-11-04,34.93000030517578
2014-11-05,34.959999084472656
2014-11-06,34.650001525878906
2014-11-07,34.72999954223633
2014-11-10,34.75
2014-11-11,34.84000015258789
2014-11-12,34.70000076293945
2014-11-13,34.75
2014-11-14,35.0099983215332
2014-11-17,34.790000915527344
2014-11-18,34.72999954223633
2014-11-19,34.63999938964844
2014-11-20,34.47999954223633
2014-11-21,35.22999954223633
2014-11-24,35.060001373291016
2014-11-25,34.83000183105469
2014-11-26,35.189998626708984
2014-11-28,34.619998931884766
2014-12-01,34.099998474121094
2014-12-02,34.20000076293945
2014-12-03,34.310001373291016
2014-12-04,34.209999084472656
2014-12-05,34.13999938964844
2014-12-08,33.56999969482422
2014-12-09,33.20000076293945
2014-12-10,33.13999938964844
2014-12-11,32.90999984741211
2014-12-12,32.56999969482422
2014-12-15,31.8799991607666
2014-12-16,31.8799991607666
2014-12-17,32.630001068115234
2014-12-18,32.7400016784668
2014-12-19,32.810001373291016
2014-12-22,32.90999984741211
2014-12-23,32.290000915527344
2014-12-24,32.43000030517578
2014-12-26,32.709999084472656
2014-12-29,32.33000183105469
2014-12-30,32.34000015258789
2014-12-31,32.45000076293945
2015-01-02,32.29999923706055
2015-01-05,32.290000915527344
2015-01-06,32.29999923706055
2015-01-07,32.790000915527344
2015-01-08,33.150001525878906
2015-01-09,32.959999084472656
2015-01-12,32.66999816894531
2015-01-13,32.91999816894531
2015-01-14,32.81999969482422
2015-01-15,32.630001068115234
2015-01-16,32.810001373291016
2015-01-20,32.4900016784668
2015-01-21,32.810001373291016
2015-01-22,33.380001068115234
2015-01-23,33.11000061035156
2015-01-26,32.97999954223633
2015-01-27,32.779998779296875
2015-01-28,32.529998779296875
2015-01-29,32.779998779296875
2015-01-30,32.209999084472656
2015-02-02,32.58000183105469
2015-02-03,32.959999084472656
2015-02-04,32.68000030517578
2015-02-05,32.790000915527344
2015-02-06,32.27000045776367
2015-02-09,32.310001373291016
2015-02-10,32.15999984741211
2015-02-11,31.899999618530273
2015-02-12,32.31999969482422
2015-02-13,32.689998626708984
2015-02-17,32.59000015258789
2015-02-18,32.689998626708984
2015-02-19,32.65999984741211
2015-02-20,32.869998931884766
2015-02-23,32.68000030517578
2015-02-24,33.06999969482422
2015-02-25,32.90999984741211
2015-02-26,33.11000061035156
2015-02-27,33.06999969482422
2015-03-02,32.91999816894531
2015-03-03,32.630001068115234
2015-03-04,32.560001373291016
2015-03-05,32.560001373291016
2015-03-06,32.20000076293945
2015-03-09,32.34000015258789
2015-03-10,31.6299991607666
2015-03-11,31.75
2015-03-12,31.8700008392334
2015-03-13,31.5
2015-03-16,31.81999969482422
2015-03-17,32.119998931884766
2015-03-18,32.63999938964844
2015-03-19,32.13999938964844
2015-03-20,32.61000061035156
2015-03-23,32.720001220703125
2015-03-24,32.7400016784668
2015-03-25,32.439998626708984
2015-03-26,32.13999938964844
2015-03-27,32.38999938964844
2015-03-30,33.040000915527344
2015-03-31,32.779998779296875
2015-04-01,33.06999969482422
2015-04-02,33.75
2015-04-06,34.099998474121094
2015-04-07,33.900001525878906
2015-04-08,35.06999969482422
2015-04-09,35.70000076293945
2015-04-10,35.72999954223633
2015-04-13,36.18000030517578
2015-04-14,35.959999084472656
2015-04-15,35.81999969482422
2015-04-16,36.380001068115234
2015-04-17,35.66999816894531
2015-04-20,35.380001068115234
2015-04-21,35.68000030517578
2015-04-22,36.02000045776367
2015-04-23,36.34000015258789
2015-04-24,36.349998474121094
2015-04-27,36.7400016784668
2015-04-28,37.029998779296875
2015-04-29,36.93000030517578
2015-04-30,36.72999954223633
2015-05-01,36.720001220703125
2015-05-04,37.75
2015-05-05,36.630001068115234
2015-05-06,36.27000045776367
2015-05-07,35.81999969482422
2015-05-08,36.84000015258789
2015-05-11,36.290000915527344
2015-05-12,36.529998779296875
2015-05-13,36.66999816894531
2015-05-14,37.31999969482422
2015-05-15,37.380001068115234
2015-05-18,37.40999984741211
2015-05-19,37.40999984741211
2015-05-20,37.41999816894531
2015-05-21,37.09000015258789
2015-05-22,37.0099983215332
2015-05-26,36.630001068115234
2015-05-27,36.75
2015-05-28,36.31999969482422
2015-05-29,36.290000915527344
2015-06-01,36.59000015258789
2015-06-02,36.41999816894531
2015-06-03,36.47999954223633
2015-06-04,35.599998474121094
2015-06-05,35.86000061035156
2015-06-08,35.099998474121094
2015-06-09,34.7599983215332
2015-06-10,35.130001068115234
2015-06-11,35.279998779296875
2015-06-12,35.369998931884766
2015-06-15,34.86000061035156
2015-06-16,34.439998626708984
2015-06-17,34.61000061035156
2015-06-18,34.90999984741211
2015-06-19,35.119998931884766
2015-06-22,35.22999954223633
2015-06-23,35.5099983215332
2015-06-24,35.11000061035156
2015-06-25,34.95000076293945
2015-06-26,34.81999969482422
2015-06-29,33.81999969482422
2015-06-30,33.709999084472656
2015-07-01,33.650001525878906
2015-07-02,33.880001068115234
2015-07-06,32.209999084472656
2015-07-07,31.209999084472656
2015-07-08,29.8700008392334
2015-07-09,31.479999542236328
2015-07-10,32.16999816894531
2015-07-13,32.52000045776367
2015-07-14,32.880001068115234
2015-07-15,32.310001373291016
2015-07-16,32.709999084472656
2015-07-17,32.90999984741211
2015-07-20,32.61000061035156
2015-07-21,32.4900016784668
2015-07-22,32.029998779296875
2015-07-23,31.549999237060547
2015-07-24,31.209999084472656
2015-07-27,30.15999984741211
2015-07-28,30.479999542236328
2015-07-29,30.700000762939453
2015-07-30,30.43000030517578
2015-07-31,30.649999618530273
2015-08-03,30.219999313354492
2015-08-04,29.959999084472656
2015-08-05,30.209999084472656
2015-08-06,30.239999771118164
2015-08-07,30.209999084472656
2015-08-10,31.030000686645508
2015-08-11,30.40999984741211
2015-08-12,29.709999084472656
2015-08-13,29.940000534057617
2015-08-14,29.899999618530273
2015-08-17,29.5
2015-08-18,29.030000686645508
2015-08-19,28.709999084472656
2015-08-20,28.219999313354492
2015-08-21,27.190000534057617
2015-08-24,25.850000381469727
2015-08-25,25.610000610351562
2015-08-26,26.920000076293945
2015-08-27,27.479999542236328
2015-08-28,27.540000915527344
2015-08-31,27.40999984741211
2015-09-01,26.520000457763672
2015-09-02,26.899999618530273
2015-09-03,27.100000381469727
2015-09-04,26.639999389648438
2015-09-08,27.670000076293945
2015-09-09,27.260000228881836
2015-09-10,27.899999618530273
2015-09-11,27.770000457763672
2015-09-14,27.559999465942383
2015-09-15,27.790000915527344
2015-09-16,28.510000228881836
2015-09-17,29.020000457763672
2015-09-18,28.25
2015-09-21,28.989999771118164
2015-09-22,27.829999923706055
2015-09-23,27.280000686645508
2015-09-24,26.90999984741211
2015-09-25,27.399999618530273
2015-09-28,26.59000015258789
2015-09-29,26.780000686645508
2015-09-30,26.899999618530273
2015-10-01,26.8799991607666
2015-10-02,28.09000015258789
2015-10-05,28.280000686645508
2015-10-06,28.149999618530273
2015-10-07,28.8700008392334
2015-10-08,29.010000228881836
2015-10-09,29.350000381469727
2015-10-12,29.139999389648438
2015-10-13,29.329999923706055
2015-10-14,28.920000076293945
2015-10-15,29.790000915527344
2015-10-16,28.950000762939453
2015-10-19,29.06999969482422
2015-10-20,29.209999084472656
2015-10-21,28.860000610351562
2015-10-22,29.25
2015-10-23,29.719999313354492
2015-10-26,29.309999465942383
2015-10-27,28.959999084472656
2015-10-28,28.559999465942383
2015-10-29,28.649999618530273
2015-10-30,28.540000915527344
2015-11-02,29.059999465942383
2015-11-03,28.920000076293945
2015-11-04,29.510000228881836
2015-11-05,29.100000381469727
2015-11-06,29.200000762939453
2015-11-09,28.5
2015-11-10,28.110000610351562
2015-11-11,28.760000228881836
2015-11-12,28.100000381469727
2015-11-13,27.829999923706055
2015-11-16,27.790000915527344
2015-11-17,28.3700008392334
2015-11-18,28.600000381469727
2015-11-19,28.780000686645508
2015-11-20,28.809999465942383
2015-11-23,28.780000686645508
