,FCEF
2017-01-30,20.4689998626709
2017-01-31,20.520000457763672
2017-02-01,20.6299991607666
2017-02-02,20.649999618530273
2017-02-03,20.75
2017-02-06,20.841999053955078
2017-02-07,20.75
2017-02-08,20.679000854492188
2017-02-09,20.700000762939453
2017-02-10,20.82900047302246
2017-02-13,20.899999618530273
2017-02-14,20.899999618530273
2017-02-15,20.874000549316406
2017-02-16,20.770000457763672
2017-02-17,20.829999923706055
2017-02-21,20.920000076293945
2017-02-22,20.829999923706055
2017-02-23,20.899999618530273
2017-02-24,20.8799991607666
2017-02-27,20.924999237060547
2017-02-28,20.8700008392334
2017-03-01,21.04199981689453
2017-03-02,20.950000762939453
2017-03-03,20.929000854492188
2017-03-06,20.92099952697754
2017-03-07,20.899999618530273
2017-03-08,20.75
2017-03-09,20.5
2017-03-10,20.520000457763672
2017-03-13,20.59000015258789
2017-03-14,20.5
2017-03-15,20.65999984741211
2017-03-16,20.70400047302246
2017-03-17,20.770999908447266
2017-03-20,20.850000381469727
2017-03-21,20.700000762939453
2017-03-22,20.729999542236328
2017-03-23,20.649999618530273
2017-03-24,20.600000381469727
2017-03-27,20.610000610351562
2017-03-28,20.649999618530273
2017-03-29,20.73200035095215
2017-03-30,20.790000915527344
2017-03-31,20.816999435424805
2017-04-03,20.825000762939453
2017-04-04,20.809999465942383
2017-04-05,20.84000015258789
2017-04-06,20.850000381469727
2017-04-07,20.90999984741211
2017-04-10,20.95599937438965
2017-04-11,21.06999969482422
2017-04-12,21.06999969482422
2017-04-13,20.97100067138672
2017-04-17,21.040000915527344
2017-04-18,21.018999099731445
2017-04-19,21.06999969482422
2017-04-20,21.149999618530273
2017-04-21,21.048999786376953
2017-04-24,21.170000076293945
2017-04-25,21.229999542236328
2017-04-26,21.209999084472656
2017-04-27,21.25
2017-04-28,21.31999969482422
2017-05-01,21.299999237060547
2017-05-02,21.309999465942383
2017-05-03,21.34000015258789
2017-05-04,21.270000457763672
2017-05-05,21.3439998626709
2017-05-08,21.40999984741211
2017-05-09,21.386999130249023
2017-05-10,21.450000762939453
2017-05-11,21.3799991607666
2017-05-12,21.31800079345703
2017-05-15,21.399999618530273
2017-05-16,21.420000076293945
2017-05-17,21.180999755859375
2017-05-18,21.18000030517578
2017-05-19,21.34000015258789
2017-05-22,21.371999740600586
2017-05-23,21.36199951171875
2017-05-24,21.4689998626709
2017-05-25,21.489999771118164
2017-05-26,21.447999954223633
2017-05-30,21.409000396728516
2017-05-31,21.43199920654297
2017-06-01,21.509000778198242
2017-06-02,21.56999969482422
2017-06-05,21.54800033569336
2017-06-06,21.56999969482422
2017-06-07,21.448999404907227
2017-06-08,21.458999633789062
2017-06-09,21.520000457763672
2017-06-12,21.489999771118164
2017-06-13,21.53499984741211
2017-06-14,21.538999557495117
2017-06-15,21.400999069213867
2017-06-16,21.520000457763672
2017-06-19,21.58799934387207
2017-06-20,21.54599952697754
2017-06-21,21.520000457763672
2017-06-22,21.368999481201172
2017-06-23,21.393999099731445
2017-06-26,21.40399932861328
2017-06-27,21.3700008392334
2017-06-28,21.489999771118164
2017-06-29,21.344999313354492
2017-06-30,21.43899917602539
2017-07-03,21.551000595092773
2017-07-05,21.549999237060547
2017-07-06,21.415000915527344
2017-07-07,21.43199920654297
2017-07-10,21.493999481201172
2017-07-11,21.523000717163086
2017-07-12,21.624000549316406
2017-07-13,21.700000762939453
2017-07-14,21.718000411987305
2017-07-17,21.756999969482422
2017-07-18,21.825000762939453
2017-07-19,21.875999450683594
2017-07-20,21.885000228881836
2017-07-21,21.871000289916992
2017-07-24,21.861000061035156
2017-07-25,21.84600067138672
2017-07-26,21.849000930786133
2017-07-27,21.84000015258789
2017-07-28,21.826000213623047
2017-07-31,21.861000061035156
2017-08-01,21.940000534057617
2017-08-02,21.854000091552734
2017-08-03,21.85300064086914
2017-08-04,21.82699966430664
2017-08-07,21.8799991607666
2017-08-08,21.790000915527344
2017-08-09,21.617000579833984
2017-08-10,21.15999984741211
2017-08-11,21.280000686645508
2017-08-14,21.5
2017-08-15,21.42099952697754
2017-08-16,21.450000762939453
2017-08-17,21.450000762939453
2017-08-18,21.305999755859375
2017-08-21,21.31800079345703
2017-08-22,21.388999938964844
2017-08-23,21.459999084472656
2017-08-24,21.530000686645508
2017-08-25,21.516000747680664
2017-08-28,21.51300048828125
2017-08-29,21.509000778198242
2017-08-30,21.59000015258789
2017-08-31,21.670000076293945
2017-09-01,21.809999465942383
2017-09-05,21.559999465942383
2017-09-06,21.621000289916992
2017-09-07,21.770000457763672
2017-09-08,21.729999542236328
2017-09-11,21.781999588012695
2017-09-12,21.832000732421875
2017-09-13,21.850000381469727
2017-09-14,21.84000015258789
2017-09-15,21.844999313354492
2017-09-18,21.899999618530273
2017-09-19,21.947999954223633
2017-09-20,21.979999542236328
2017-09-21,21.8700008392334
2017-09-22,21.90999984741211
2017-09-25,21.889999389648438
2017-09-26,21.89699935913086
2017-09-27,21.93000030517578
2017-09-28,21.934999465942383
2017-09-29,22.049999237060547
2017-10-02,22.100000381469727
2017-10-03,22.149999618530273
2017-10-04,22.111000061035156
2017-10-05,22.09000015258789
2017-10-06,22.12299919128418
2017-10-09,22.195999145507812
2017-10-10,22.235000610351562
2017-10-11,22.280000686645508
2017-10-12,22.277000427246094
2017-10-13,22.309999465942383
2017-10-16,22.243000030517578
2017-10-17,22.249000549316406
2017-10-18,22.229000091552734
2017-10-19,22.20800018310547
2017-10-20,22.18000030517578
2017-10-23,22.020000457763672
2017-10-24,22.079999923706055
2017-10-25,21.920000076293945
2017-10-26,21.924999237060547
2017-10-27,21.964000701904297
2017-10-30,21.937000274658203
2017-10-31,22.030000686645508
2017-11-01,21.985000610351562
2017-11-02,21.940000534057617
2017-11-03,21.989999771118164
2017-11-06,22.049999237060547
2017-11-07,22.003000259399414
2017-11-08,21.913999557495117
2017-11-09,21.766000747680664
2017-11-10,21.815000534057617
2017-11-13,21.70800018310547
2017-11-14,21.46500015258789
2017-11-15,21.427000045776367
2017-11-16,21.6200008392334
2017-11-17,21.690000534057617
2017-11-20,21.700000762939453
2017-11-21,21.709999084472656
2017-11-22,21.75
2017-11-24,21.860000610351562
2017-11-27,21.780000686645508
2017-11-28,21.81999969482422
2017-11-29,21.709999084472656
2017-11-30,21.809999465942383
2017-12-01,21.746000289916992
2017-12-04,21.839000701904297
2017-12-05,21.829999923706055
2017-12-06,21.767000198364258
2017-12-07,21.790000915527344
2017-12-08,21.788999557495117
2017-12-11,21.854999542236328
2017-12-12,21.860000610351562
2017-12-13,21.89699935913086
2017-12-14,21.91900062561035
2017-12-15,21.959999084472656
2017-12-18,22.040000915527344
2017-12-19,21.964000701904297
2017-12-20,21.996000289916992
2017-12-21,21.895999908447266
2017-12-22,21.989999771118164
2017-12-26,21.961000442504883
2017-12-27,22.018999099731445
2017-12-28,22.040000915527344
2017-12-29,22.030000686645508
2018-01-02,22.15999984741211
2018-01-03,22.239999771118164
2018-01-04,22.3799991607666
2018-01-05,22.344999313354492
2018-01-08,22.420000076293945
2018-01-09,22.329999923706055
2018-01-10,22.350000381469727
2018-01-11,22.329999923706055
2018-01-12,22.381000518798828
2018-01-16,22.29599952697754
2018-01-17,22.36199951171875
2018-01-18,22.309999465942383
2018-01-19,22.34000015258789
2018-01-22,22.409000396728516
2018-01-23,22.496999740600586
2018-01-24,22.545000076293945
2018-01-25,22.506000518798828
2018-01-26,22.55500030517578
2018-01-29,22.489999771118164
2018-01-30,22.170000076293945
2018-01-31,22.23200035095215
2018-02-01,22.177000045776367
2018-02-02,21.780000686645508
2018-02-05,21.049999237060547
2018-02-06,21.43199920654297
2018-02-07,21.579999923706055
2018-02-08,21.229999542236328
2018-02-09,20.999000549316406
2018-02-12,21.385000228881836
2018-02-13,21.354999542236328
2018-02-14,21.3700008392334
2018-02-15,21.530000686645508
2018-02-16,21.639999389648438
2018-02-20,21.579999923706055
2018-02-21,21.690000534057617
2018-02-22,21.450000762939453
2018-02-23,21.658000946044922
2018-02-26,21.790000915527344
2018-02-27,21.690000534057617
2018-02-28,21.665000915527344
2018-03-01,21.440000534057617
2018-03-02,21.440000534057617
2018-03-05,21.472999572753906
2018-03-06,21.554000854492188
2018-03-07,21.632999420166016
2018-03-08,21.74799919128418
2018-03-09,21.893999099731445
2018-03-12,21.924999237060547
2018-03-13,21.797000885009766
2018-03-14,21.738000869750977
2018-03-15,21.69700050354004
2018-03-16,21.68000030517578
2018-03-19,21.5049991607666
2018-03-20,21.524999618530273
2018-03-21,21.510000228881836
2018-03-22,21.332000732421875
2018-03-23,21.1299991607666
2018-03-26,21.09000015258789
2018-03-27,21.121999740600586
2018-03-28,21.18199920654297
2018-03-29,21.360000610351562
2018-04-02,21.16699981689453
2018-04-03,21.2450008392334
2018-04-04,21.280000686645508
2018-04-05,21.408000946044922
2018-04-06,21.309999465942383
2018-04-09,21.40999984741211
2018-04-10,21.482999801635742
2018-04-11,21.399999618530273
2018-04-12,21.520999908447266
2018-04-13,21.440000534057617
2018-04-16,21.496000289916992
2018-04-17,21.632999420166016
2018-04-18,21.549999237060547
2018-04-19,21.483999252319336
2018-04-20,21.360000610351562
2018-04-23,21.43000030517578
2018-04-24,21.322999954223633
2018-04-25,21.280000686645508
2018-04-26,21.413000106811523
2018-04-27,21.482999801635742
2018-04-30,21.530000686645508
2018-05-01,21.5049991607666
2018-05-02,21.540000915527344
2018-05-03,21.36400032043457
2018-05-04,21.40999984741211
2018-05-07,21.628999710083008
2018-05-08,21.540000915527344
2018-05-09,21.549999237060547
2018-05-10,21.760000228881836
2018-05-11,21.700000762939453
2018-05-14,21.65999984741211
2018-05-15,21.639999389648438
2018-05-16,21.62700080871582
2018-05-17,21.600000381469727
2018-05-18,21.600000381469727
2018-05-21,21.729999542236328
2018-05-22,21.670000076293945
2018-05-23,21.645999908447266
2018-05-24,21.649999618530273
2018-05-25,21.6200008392334
2018-05-29,21.600000381469727
2018-05-30,21.694000244140625
2018-05-31,21.68000030517578
2018-06-01,21.799999237060547
2018-06-04,21.809999465942383
2018-06-05,21.840999603271484
2018-06-06,21.950000762939453
2018-06-07,21.90999984741211
2018-06-08,21.8799991607666
2018-06-11,21.899999618530273
2018-06-12,21.86400032043457
2018-06-13,21.952999114990234
2018-06-14,21.863000869750977
2018-06-15,21.854999542236328
2018-06-18,21.774999618530273
2018-06-19,21.829999923706055
2018-06-20,21.899999618530273
2018-06-21,21.81599998474121
2018-06-22,21.889999389648438
2018-06-25,21.631000518798828
2018-06-26,21.663999557495117
2018-06-27,21.606000900268555
2018-06-28,21.610000610351562
2018-06-29,21.65999984741211
2018-07-02,21.645999908447266
2018-07-03,21.68000030517578
2018-07-05,21.770000457763672
2018-07-06,21.82699966430664
2018-07-09,21.940000534057617
2018-07-10,21.8700008392334
2018-07-11,21.809999465942383
2018-07-12,21.860000610351562
2018-07-13,21.909000396728516
2018-07-16,21.836000442504883
2018-07-17,21.861000061035156
2018-07-18,21.950000762939453
2018-07-19,21.979999542236328
2018-07-20,21.899999618530273
2018-07-23,21.905000686645508
2018-07-24,22.01300048828125
2018-07-25,22.079999923706055
2018-07-26,22.069000244140625
2018-07-27,22.0
2018-07-30,21.89900016784668
2018-07-31,21.976999282836914
2018-08-01,21.999000549316406
2018-08-02,21.959999084472656
2018-08-03,22.023000717163086
2018-08-06,22.06999969482422
2018-08-07,22.152999877929688
2018-08-08,22.149999618530273
2018-08-09,22.15999984741211
2018-08-10,22.045000076293945
2018-08-13,21.992000579833984
2018-08-14,21.93000030517578
2018-08-15,21.81999969482422
2018-08-16,22.018999099731445
2018-08-17,22.02400016784668
2018-08-20,22.139999389648438
2018-08-21,22.079999923706055
2018-08-22,22.200000762939453
2018-08-23,22.148000717163086
2018-08-24,22.177000045776367
2018-08-27,22.226999282836914
2018-08-28,22.28499984741211
2018-08-29,22.3799991607666
2018-08-30,22.329999923706055
2018-08-31,22.246000289916992
2018-09-04,22.238000869750977
2018-09-05,22.19099998474121
2018-09-06,22.10700035095215
2018-09-07,22.059999465942383
2018-09-10,22.075000762939453
2018-09-11,22.110000610351562
2018-09-12,22.149999618530273
2018-09-13,22.131999969482422
2018-09-14,22.094999313354492
2018-09-17,22.094999313354492
2018-09-18,22.06100082397461
2018-09-19,22.077999114990234
2018-09-20,22.200000762939453
2018-09-21,22.229999542236328
2018-09-24,22.1299991607666
2018-09-25,22.084999084472656
2018-09-26,22.107999801635742
2018-09-27,22.049999237060547
2018-09-28,22.030000686645508
2018-10-01,22.229000091552734
2018-10-02,22.17799949645996
2018-10-03,22.148000717163086
2018-10-04,21.889999389648438
2018-10-05,21.608999252319336
2018-10-08,21.440000534057617
2018-10-09,21.56999969482422
2018-10-10,21.16900062561035
2018-10-11,20.75
2018-10-12,20.774999618530273
2018-10-15,20.847999572753906
2018-10-16,21.149999618530273
2018-10-17,21.110000610351562
2018-10-18,20.97100067138672
2018-10-19,20.969999313354492
2018-10-22,20.979999542236328
2018-10-23,20.81800079345703
2018-10-24,20.459999084472656
2018-10-25,20.489999771118164
2018-10-26,20.327999114990234
2018-10-29,20.110000610351562
2018-10-30,20.173999786376953
2018-10-31,20.406999588012695
2018-11-01,20.60300064086914
2018-11-02,20.510000228881836
2018-11-05,20.615999221801758
2018-11-06,20.73900032043457
2018-11-07,21.020999908447266
2018-11-08,21.104000091552734
2018-11-09,20.895000457763672
2018-11-12,20.780000686645508
2018-11-13,20.68000030517578
2018-11-14,20.531999588012695
2018-11-15,20.534000396728516
2018-11-16,20.445999145507812
2018-11-19,20.22800064086914
2018-11-20,19.98900032043457
2018-11-21,19.985000610351562
2018-11-23,19.969999313354492
2018-11-26,20.14299964904785
2018-11-27,20.100000381469727
2018-11-28,20.290000915527344
2018-11-29,20.43199920654297
2018-11-30,20.450000762939453
2018-12-03,20.739999771118164
2018-12-04,20.499000549316406
2018-12-06,20.1299991607666
2018-12-07,20.170000076293945
2018-12-10,19.889999389648438
2018-12-11,19.75
2018-12-12,19.950000762939453
2018-12-13,19.84000015258789
2018-12-14,19.600000381469727
2018-12-17,19.139999389648438
2018-12-18,19.035999298095703
2018-12-19,18.979999542236328
2018-12-20,18.350000381469727
2018-12-21,18.18000030517578
2018-12-24,18.06999969482422
2018-12-26,18.510000228881836
2018-12-27,18.525999069213867
2018-12-28,18.82200050354004
2018-12-31,18.889999389648438
2019-01-02,18.979999542236328
2019-01-03,19.05299949645996
2019-01-04,19.367000579833984
2019-01-07,19.687000274658203
2019-01-08,19.850000381469727
2019-01-09,20.09000015258789
2019-01-10,20.100000381469727
2019-01-11,20.030000686645508
2019-01-14,19.979999542236328
2019-01-15,20.07200050354004
2019-01-16,20.219999313354492
2019-01-17,20.23200035095215
2019-01-18,20.40999984741211
2019-01-22,20.160999298095703
2019-01-23,20.225000381469727
2019-01-24,20.240999221801758
2019-01-25,20.340999603271484
2019-01-28,20.34000015258789
2019-01-29,20.415000915527344
2019-01-30,20.538000106811523
2019-01-31,20.799999237060547
2019-02-01,20.834999084472656
2019-02-04,20.847999572753906
2019-02-05,20.93000030517578
2019-02-06,20.989999771118164
2019-02-07,20.860000610351562
2019-02-08,20.809999465942383
2019-02-11,20.847999572753906
2019-02-12,20.90999984741211
2019-02-13,20.959999084472656
2019-02-14,21.020000457763672
2019-02-15,21.0
2019-02-19,21.06999969482422
2019-02-20,21.149999618530273
2019-02-21,21.000999450683594
2019-02-22,21.229999542236328
2019-02-25,21.229999542236328
2019-02-26,21.299999237060547
2019-02-27,21.299999237060547
2019-02-28,21.225000381469727
2019-03-01,21.30900001525879
2019-03-04,21.290000915527344
2019-03-05,21.30500030517578
2019-03-06,21.216999053955078
2019-03-07,21.086000442504883
2019-03-08,21.100000381469727
2019-03-11,21.280000686645508
2019-03-12,21.239999771118164
2019-03-13,21.243000030517578
2019-03-14,21.243000030517578
2019-03-15,21.30900001525879
2019-03-18,21.445999145507812
2019-03-19,21.440000534057617
2019-03-20,21.3799991607666
2019-03-21,21.5
2019-03-22,21.347999572753906
2019-03-25,21.209999084472656
2019-03-26,21.209999084472656
2019-03-27,21.27400016784668
2019-03-28,21.270000457763672
2019-03-29,21.399999618530273
2019-04-01,21.520000457763672
2019-04-02,21.62299919128418
2019-04-03,21.636999130249023
2019-04-04,21.670000076293945
2019-04-05,21.735000610351562
2019-04-08,21.690000534057617
2019-04-09,21.649999618530273
2019-04-10,21.76799964904785
2019-04-11,21.690000534057617
2019-04-12,21.700000762939453
2019-04-15,21.68600082397461
2019-04-16,21.743000030517578
2019-04-17,21.656999588012695
2019-04-18,21.594999313354492
2019-04-22,21.56599998474121
2019-04-23,21.652999877929688
2019-04-24,21.74799919128418
2019-04-25,21.677000045776367
2019-04-26,21.68000030517578
2019-04-29,21.719999313354492
2019-04-30,21.836999893188477
2019-05-01,21.920000076293945
2019-05-02,21.84000015258789
2019-05-03,21.96500015258789
2019-05-06,21.9689998626709
2019-05-07,21.659000396728516
2019-05-08,21.690000534057617
2019-05-09,21.597999572753906
2019-05-10,21.579999923706055
2019-05-13,21.31999969482422
2019-05-14,21.40999984741211
2019-05-15,21.4950008392334
2019-05-16,21.4950008392334
2019-05-17,21.479999542236328
2019-05-20,21.486000061035156
2019-05-21,21.53700065612793
2019-05-22,21.52400016784668
2019-05-23,21.3799991607666
2019-05-24,21.40999984741211
2019-05-28,21.489999771118164
2019-05-29,21.15399932861328
2019-05-30,21.190000534057617
2019-05-31,20.989999771118164
2019-06-03,20.979999542236328
2019-06-04,21.079999923706055
2019-06-05,21.23200035095215
2019-06-06,21.336999893188477
2019-06-07,21.517000198364258
2019-06-10,21.65999984741211
2019-06-11,21.600000381469727
2019-06-12,21.624000549316406
2019-06-13,21.64299964904785
2019-06-14,21.6299991607666
2019-06-17,21.636999130249023
2019-06-18,21.80299949645996
2019-06-19,21.850000381469727
2019-06-20,21.905000686645508
2019-06-21,21.93000030517578
2019-06-24,21.829999923706055
2019-06-25,21.709999084472656
2019-06-26,21.760000228881836
2019-06-27,21.85700035095215
2019-06-28,21.899999618530273
2019-07-01,22.07699966430664
2019-07-02,22.159000396728516
2019-07-03,22.059999465942383
2019-07-05,22.22100067138672
2019-07-08,22.170000076293945
2019-07-09,22.2189998626709
2019-07-10,22.329999923706055
2019-07-11,22.23699951171875
2019-07-12,22.25
2019-07-15,22.288999557495117
2019-07-16,22.323999404907227
2019-07-17,22.239999771118164
2019-07-18,22.209999084472656
2019-07-19,22.25
2019-07-22,22.229000091552734
2019-07-23,22.17300033569336
2019-07-24,22.267000198364258
2019-07-25,22.125
2019-07-26,22.219999313354492
2019-07-29,22.200000762939453
2019-07-30,22.200000762939453
2019-07-31,22.170000076293945
2019-08-01,22.15999984741211
2019-08-02,21.97100067138672
2019-08-05,21.56399917602539
2019-08-06,21.702999114990234
2019-08-07,21.75
2019-08-08,21.892000198364258
2019-08-09,21.860000610351562
2019-08-12,21.777000427246094
2019-08-13,21.799999237060547
2019-08-14,21.350000381469727
2019-08-15,21.3799991607666
2019-08-16,21.530000686645508
2019-08-19,21.739999771118164
2019-08-20,21.75
2019-08-21,21.850000381469727
2019-08-22,21.798999786376953
2019-08-23,21.655000686645508
2019-08-26,21.618000030517578
2019-08-27,21.559999465942383
2019-08-28,21.66200065612793
2019-08-29,21.719999313354492
2019-08-30,21.76799964904785
2019-09-03,21.780000686645508
2019-09-04,21.780000686645508
2019-09-05,22.100000381469727
2019-09-06,22.038999557495117
2019-09-09,22.030000686645508
2019-09-10,22.131000518798828
2019-09-11,22.101999282836914
2019-09-12,22.101999282836914
2019-09-13,22.170000076293945
2019-09-16,22.174999237060547
2019-09-17,22.21299934387207
2019-09-18,22.260000228881836
2019-09-19,22.29800033569336
2019-09-20,22.290000915527344
2019-09-23,22.275999069213867
2019-09-24,22.200000762939453
2019-09-25,22.200000762939453
2019-09-26,22.176000595092773
2019-09-27,22.082000732421875
2019-09-30,22.225000381469727
2019-10-01,22.084999084472656
2019-10-02,21.900999069213867
2019-10-03,21.94300079345703
2019-10-04,21.985000610351562
2019-10-07,21.96299934387207
2019-10-08,21.854999542236328
2019-10-09,21.959999084472656
2019-10-10,21.90399932861328
2019-10-11,21.979999542236328
2019-10-14,21.940000534057617
2019-10-15,22.0
2019-10-16,21.979999542236328
2019-10-17,22.045000076293945
2019-10-18,21.989999771118164
2019-10-21,22.1200008392334
2019-10-22,22.13800048828125
2019-10-23,22.190000534057617
2019-10-24,22.209999084472656
2019-10-25,22.229999542236328
2019-10-28,22.200000762939453
2019-10-29,22.215999603271484
2019-10-30,22.201000213623047
2019-10-31,22.256000518798828
2019-11-01,22.40999984741211
2019-11-04,22.459999084472656
2019-11-05,22.40999984741211
2019-11-06,22.43000030517578
2019-11-07,22.368999481201172
2019-11-08,22.441999435424805
2019-11-11,22.44499969482422
2019-11-12,22.441999435424805
2019-11-13,22.3700008392334
2019-11-14,22.336000442504883
2019-11-15,22.361000061035156
2019-11-18,22.399999618530273
2019-11-19,22.43000030517578
2019-11-20,22.3799991607666
2019-11-21,22.354999542236328
2019-11-22,22.399999618530273
2019-11-25,22.459999084472656
2019-11-26,22.461999893188477
2019-11-27,22.52199935913086
2019-11-29,22.5939998626709
2019-12-02,22.474000930786133
2019-12-03,22.424999237060547
2019-12-04,22.520000457763672
2019-12-05,22.5
2019-12-06,22.579999923706055
2019-12-09,22.56399917602539
2019-12-10,22.55299949645996
2019-12-11,22.520999908447266
2019-12-12,22.545000076293945
2019-12-13,22.6299991607666
2019-12-16,22.7450008392334
2019-12-17,22.825000762939453
2019-12-18,22.815000534057617
2019-12-19,22.844999313354492
2019-12-20,22.93600082397461
2019-12-23,22.979999542236328
2019-12-24,23.010000228881836
2019-12-26,22.996000289916992
2019-12-27,23.0049991607666
2019-12-30,22.934999465942383
2019-12-31,22.959999084472656
2020-01-02,23.06999969482422
2020-01-03,23.06999969482422
2020-01-06,23.045000076293945
2020-01-07,23.079999923706055
2020-01-08,23.170000076293945
2020-01-09,23.264999389648438
2020-01-10,23.260000228881836
2020-01-13,23.360000610351562
2020-01-14,23.309999465942383
2020-01-15,23.35700035095215
2020-01-16,23.424999237060547
2020-01-17,23.450000762939453
2020-01-21,23.415000915527344
2020-01-22,23.489999771118164
2020-01-23,23.459999084472656
2020-01-24,23.385000228881836
2020-01-27,23.100000381469727
2020-01-28,23.19499969482422
2020-01-29,23.299999237060547
2020-01-30,23.209999084472656
2020-01-31,23.03499984741211
2020-02-03,23.166000366210938
2020-02-04,23.354999542236328
2020-02-05,23.5049991607666
2020-02-06,23.535999298095703
2020-02-07,23.55900001525879
2020-02-10,23.584999084472656
2020-02-11,23.59000015258789
2020-02-12,23.625
2020-02-13,23.575000762939453
2020-02-14,23.6200008392334
2020-02-18,23.638999938964844
2020-02-19,23.690000534057617
2020-02-20,23.690000534057617
2020-02-21,23.55500030517578
2020-02-24,22.97800064086914
2020-02-25,22.253000259399414
2020-02-26,22.322999954223633
2020-02-27,21.5
2020-02-28,20.790000915527344
2020-03-02,21.649999618530273
2020-03-03,21.69499969482422
2020-03-04,22.27199935913086
2020-03-05,21.761999130249023
2020-03-06,21.530000686645508
2020-03-09,19.950000762939453
2020-03-10,20.065000534057617
2020-03-11,18.863000869750977
2020-03-12,16.674999237060547
2020-03-13,17.34000015258789
2020-03-16,15.96500015258789
2020-03-17,15.894000053405762
2020-03-18,13.010000228881836
2020-03-19,14.199999809265137
2020-03-20,14.270000457763672
2020-03-23,13.395000457763672
2020-03-24,14.413999557495117
2020-03-25,15.571999549865723
2020-03-26,16.34000015258789
2020-03-27,16.33799934387207
2020-03-30,16.450000762939453
2020-03-31,16.43000030517578
2020-04-01,15.539999961853027
2020-04-02,15.739999771118164
2020-04-03,15.312000274658203
2020-04-06,16.025999069213867
2020-04-07,16.499000549316406
2020-04-08,17.125999450683594
2020-04-09,17.719999313354492
2020-04-13,17.170000076293945
2020-04-14,17.59000015258789
2020-04-15,17.378000259399414
2020-04-16,17.176000595092773
2020-04-17,17.579999923706055
2020-04-20,17.40999984741211
2020-04-21,17.020999908447266
2020-04-22,17.32699966430664
2020-04-23,17.3700008392334
2020-04-24,17.389999389648438
2020-04-27,17.540000915527344
2020-04-28,17.610000610351562
2020-04-29,18.049999237060547
2020-04-30,17.795000076293945
2020-05-01,17.38599967956543
2020-05-04,17.329999923706055
2020-05-05,17.538000106811523
2020-05-06,17.479999542236328
2020-05-07,17.56999969482422
2020-05-08,17.825000762939453
2020-05-11,17.854999542236328
2020-05-12,17.614999771118164
2020-05-13,17.152000427246094
2020-05-14,17.131000518798828
2020-05-15,17.113000869750977
2020-05-18,17.6299991607666
2020-05-19,17.639999389648438
2020-05-20,17.864999771118164
2020-05-21,17.844999313354492
2020-05-22,17.86400032043457
2020-05-26,18.138999938964844
2020-05-27,18.350000381469727
2020-05-28,18.52400016784668
2020-05-29,18.583999633789062
2020-06-01,18.844999313354492
2020-06-02,18.996999740600586
2020-06-03,19.239999771118164
2020-06-04,19.201000213623047
2020-06-05,19.579999923706055
2020-06-08,19.774999618530273
2020-06-09,19.68600082397461
2020-06-10,19.649999618530273
2020-06-11,18.490999221801758
2020-06-12,18.677000045776367
2020-06-15,18.795000076293945
2020-06-16,19.139999389648438
2020-06-17,19.09000015258789
2020-06-18,19.049999237060547
2020-06-19,19.030000686645508
2020-06-22,19.0310001373291
