,CLDX
2006-03-30,419.3999938964844
2006-03-31,451.79998779296875
2006-04-03,414.0
2006-04-04,414.0
2006-04-05,408.6000061035156
2006-04-06,390.6000061035156
2006-04-07,374.3999938964844
2006-04-10,360.0
2006-04-11,347.3999938964844
2006-04-12,349.20001220703125
2006-04-13,365.3999938964844
2006-04-17,363.6000061035156
2006-04-18,342.0
2006-04-19,351.0
2006-04-20,351.0
2006-04-21,345.6000061035156
2006-04-24,338.3999938964844
2006-04-25,340.20001220703125
2006-04-26,336.6000061035156
2006-04-27,327.6000061035156
2006-04-28,320.3999938964844
2006-05-01,349.20001220703125
2006-05-02,331.20001220703125
2006-05-03,342.0
2006-05-04,340.20001220703125
2006-05-05,343.79998779296875
2006-05-08,333.0
2006-05-09,345.6000061035156
2006-05-10,342.0
2006-05-11,329.3999938964844
2006-05-12,316.79998779296875
2006-05-15,311.3999938964844
2006-05-16,318.6000061035156
2006-05-17,298.79998779296875
2006-05-18,302.3999938964844
2006-05-19,302.3999938964844
2006-05-22,298.79998779296875
2006-05-23,306.0
2006-05-24,318.6000061035156
2006-05-25,320.3999938964844
2006-05-26,306.0
2006-05-30,298.79998779296875
2006-05-31,300.6000061035156
2006-06-01,304.20001220703125
2006-06-02,302.3999938964844
2006-06-05,300.6000061035156
2006-06-06,300.6000061035156
2006-06-07,291.6000061035156
2006-06-08,282.6000061035156
2006-06-09,279.0
2006-06-12,271.79998779296875
2006-06-13,268.20001220703125
2006-06-14,262.79998779296875
2006-06-15,275.3999938964844
2006-06-16,286.20001220703125
2006-06-19,275.3999938964844
2006-06-20,275.3999938964844
2006-06-21,277.20001220703125
2006-06-22,280.79998779296875
2006-06-23,277.20001220703125
2006-06-26,306.0
2006-06-27,300.6000061035156
2006-06-28,300.6000061035156
2006-06-29,298.79998779296875
2006-06-30,289.79998779296875
2006-07-03,297.0
2006-07-05,289.79998779296875
2006-07-06,286.20001220703125
2006-07-07,286.20001220703125
2006-07-10,282.6000061035156
2006-07-11,288.0
2006-07-12,284.3999938964844
2006-07-13,275.3999938964844
2006-07-14,264.6000061035156
2006-07-17,253.8000030517578
2006-07-18,255.60000610351562
2006-07-19,264.6000061035156
2006-07-20,262.79998779296875
2006-07-21,243.0
2006-07-24,250.1999969482422
2006-07-25,277.20001220703125
2006-07-26,279.0
2006-07-27,279.0
2006-07-28,273.6000061035156
2006-07-31,273.6000061035156
2006-08-01,266.3999938964844
2006-08-02,277.20001220703125
2006-08-03,280.79998779296875
2006-08-04,268.20001220703125
2006-08-07,262.79998779296875
2006-08-08,255.60000610351562
2006-08-09,257.3999938964844
2006-08-10,262.79998779296875
2006-08-11,255.60000610351562
2006-08-14,255.60000610351562
2006-08-15,241.1999969482422
2006-08-16,243.0
2006-08-17,257.3999938964844
2006-08-18,255.60000610351562
2006-08-21,259.20001220703125
2006-08-22,264.6000061035156
2006-08-23,261.0
2006-08-24,268.20001220703125
2006-08-25,262.79998779296875
2006-08-28,255.60000610351562
2006-08-29,268.20001220703125
2006-08-30,273.6000061035156
2006-08-31,264.6000061035156
2006-09-01,264.6000061035156
2006-09-05,253.8000030517578
2006-09-06,261.0
2006-09-07,257.3999938964844
2006-09-08,261.0
2006-09-11,253.8000030517578
2006-09-12,257.3999938964844
2006-09-13,252.0
2006-09-14,248.39999389648438
2006-09-15,259.20001220703125
2006-09-18,262.79998779296875
2006-09-19,255.60000610351562
2006-09-20,235.8000030517578
2006-09-21,237.60000610351562
2006-09-22,237.60000610351562
2006-09-25,228.60000610351562
2006-09-26,232.1999969482422
2006-09-27,239.39999389648438
2006-09-28,239.39999389648438
2006-09-29,235.8000030517578
2006-10-02,235.8000030517578
2006-10-03,230.39999389648438
2006-10-04,259.20001220703125
2006-10-05,261.0
2006-10-06,255.60000610351562
2006-10-09,261.0
2006-10-10,262.79998779296875
2006-10-11,253.8000030517578
2006-10-12,257.3999938964844
2006-10-13,252.0
2006-10-16,250.1999969482422
2006-10-17,253.8000030517578
2006-10-18,291.6000061035156
2006-10-19,279.0
2006-10-20,279.0
2006-10-23,262.79998779296875
2006-10-24,261.0
2006-10-25,255.60000610351562
2006-10-26,259.20001220703125
2006-10-27,261.0
2006-10-30,253.8000030517578
2006-10-31,264.6000061035156
2006-11-01,259.20001220703125
2006-11-02,246.60000610351562
2006-11-03,248.39999389648438
2006-11-06,243.0
2006-11-07,248.39999389648438
2006-11-08,244.8000030517578
2006-11-09,257.3999938964844
2006-11-10,252.0
2006-11-13,248.39999389648438
2006-11-14,255.60000610351562
2006-11-15,255.60000610351562
2006-11-16,266.3999938964844
2006-11-17,261.0
2006-11-20,268.20001220703125
2006-11-21,264.6000061035156
2006-11-22,273.6000061035156
2006-11-24,288.0
2006-11-27,264.6000061035156
2006-11-28,266.3999938964844
2006-11-29,266.3999938964844
2006-11-30,266.3999938964844
2006-12-01,264.6000061035156
2006-12-04,261.0
2006-12-05,275.3999938964844
2006-12-06,266.3999938964844
2006-12-07,255.60000610351562
2006-12-08,261.0
2006-12-11,257.3999938964844
2006-12-12,253.8000030517578
2006-12-13,248.39999389648438
2006-12-14,248.39999389648438
2006-12-15,246.60000610351562
2006-12-18,241.1999969482422
2006-12-19,241.1999969482422
2006-12-20,243.0
2006-12-21,253.8000030517578
2006-12-22,252.0
2006-12-26,232.1999969482422
2006-12-27,241.1999969482422
2006-12-28,241.1999969482422
2006-12-29,241.1999969482422
2007-01-03,246.60000610351562
2007-01-04,246.60000610351562
2007-01-05,243.0
2007-01-08,246.60000610351562
2007-01-09,244.8000030517578
2007-01-10,248.39999389648438
2007-01-11,257.3999938964844
2007-01-12,252.0
2007-01-16,255.60000610351562
2007-01-17,253.8000030517578
2007-01-18,250.1999969482422
2007-01-19,244.8000030517578
2007-01-22,244.8000030517578
2007-01-23,239.39999389648438
2007-01-24,237.60000610351562
2007-01-25,241.1999969482422
2007-01-26,244.8000030517578
2007-01-29,246.60000610351562
2007-01-30,244.8000030517578
2007-01-31,246.60000610351562
2007-02-01,241.1999969482422
2007-02-02,248.39999389648438
2007-02-05,248.39999389648438
2007-02-06,246.60000610351562
2007-02-07,246.60000610351562
2007-02-08,250.1999969482422
2007-02-09,259.20001220703125
2007-02-12,259.20001220703125
2007-02-13,255.60000610351562
2007-02-14,259.20001220703125
2007-02-15,252.0
2007-02-16,250.1999969482422
2007-02-20,262.79998779296875
2007-02-21,262.79998779296875
2007-02-22,262.79998779296875
2007-02-23,266.3999938964844
2007-02-26,279.0
2007-02-27,262.79998779296875
2007-02-28,257.3999938964844
2007-03-01,253.8000030517578
2007-03-02,250.1999969482422
2007-03-05,250.1999969482422
2007-03-06,259.20001220703125
2007-03-07,237.60000610351562
2007-03-08,237.60000610351562
2007-03-09,234.0
2007-03-12,237.60000610351562
2007-03-13,239.39999389648438
2007-03-14,235.8000030517578
2007-03-15,243.0
2007-03-16,235.8000030517578
2007-03-19,237.60000610351562
2007-03-20,237.60000610351562
2007-03-21,243.0
2007-03-22,239.39999389648438
2007-03-23,241.1999969482422
2007-03-26,239.39999389648438
2007-03-27,264.6000061035156
2007-03-28,257.3999938964844
2007-03-29,255.60000610351562
2007-03-30,262.79998779296875
2007-04-02,246.60000610351562
2007-04-03,243.0
2007-04-04,248.39999389648438
2007-04-05,252.0
2007-04-09,261.0
2007-04-10,266.3999938964844
2007-04-11,264.6000061035156
2007-04-12,257.3999938964844
2007-04-13,255.60000610351562
2007-04-16,239.39999389648438
2007-04-17,228.60000610351562
2007-04-18,217.8000030517578
2007-04-19,208.8000030517578
2007-04-20,223.1999969482422
2007-04-23,216.0
2007-04-24,214.1999969482422
2007-04-25,210.60000610351562
2007-04-26,210.60000610351562
2007-04-27,205.1999969482422
2007-04-30,210.60000610351562
2007-05-01,212.39999389648438
2007-05-02,205.1999969482422
2007-05-03,190.8000030517578
2007-05-04,171.0
2007-05-07,165.60000610351562
2007-05-08,172.8000030517578
2007-05-09,185.39999389648438
2007-05-10,172.8000030517578
2007-05-11,169.1999969482422
2007-05-14,171.0
2007-05-15,169.1999969482422
2007-05-16,165.60000610351562
2007-05-17,162.0
2007-05-18,187.1999969482422
2007-05-21,180.0
2007-05-22,174.60000610351562
2007-05-23,171.0
2007-05-24,167.39999389648438
2007-05-25,165.60000610351562
2007-05-29,167.39999389648438
2007-05-30,171.0
2007-05-31,180.0
2007-06-01,171.0
2007-06-04,172.8000030517578
2007-06-05,172.8000030517578
2007-06-06,167.39999389648438
2007-06-07,167.39999389648438
2007-06-08,167.39999389648438
2007-06-11,163.8000030517578
2007-06-12,163.8000030517578
2007-06-13,167.39999389648438
2007-06-14,163.8000030517578
2007-06-15,162.0
2007-06-18,158.39999389648438
2007-06-19,154.8000030517578
2007-06-20,145.8000030517578
2007-06-21,138.60000610351562
2007-06-22,133.1999969482422
2007-06-25,135.0
2007-06-26,149.39999389648438
2007-06-27,162.0
2007-06-28,162.0
2007-06-29,149.39999389648438
2007-07-02,156.60000610351562
2007-07-03,160.1999969482422
2007-07-05,156.60000610351562
2007-07-06,154.8000030517578
2007-07-09,167.39999389648438
2007-07-10,162.0
2007-07-11,156.60000610351562
2007-07-12,160.1999969482422
2007-07-13,156.60000610351562
2007-07-16,154.8000030517578
2007-07-17,147.60000610351562
2007-07-18,142.1999969482422
2007-07-19,138.60000610351562
2007-07-20,131.39999389648438
2007-07-23,129.60000610351562
2007-07-24,126.0
2007-07-25,131.39999389648438
2007-07-26,129.60000610351562
2007-07-27,127.80000305175781
2007-07-30,126.0
2007-07-31,117.0
2007-08-01,111.5999984741211
2007-08-02,108.0
2007-08-03,108.0
2007-08-06,91.80000305175781
2007-08-07,104.4000015258789
2007-08-08,104.4000015258789
2007-08-09,104.4000015258789
2007-08-10,99.0
2007-08-13,91.80000305175781
2007-08-14,102.5999984741211
2007-08-15,102.5999984741211
2007-08-16,100.80000305175781
2007-08-17,95.4000015258789
2007-08-20,99.0
2007-08-21,90.0
2007-08-22,91.80000305175781
2007-08-23,82.80000305175781
2007-08-24,77.4000015258789
2007-08-27,77.4000015258789
2007-08-28,82.80000305175781
2007-08-29,86.4000015258789
2007-08-30,90.0
2007-08-31,95.4000015258789
2007-09-04,100.80000305175781
2007-09-05,113.4000015258789
2007-09-06,118.80000305175781
2007-09-07,131.39999389648438
2007-09-10,133.1999969482422
2007-09-11,115.19999694824219
2007-09-12,120.5999984741211
2007-09-13,122.4000015258789
2007-09-14,124.19999694824219
2007-09-17,118.80000305175781
2007-09-18,118.80000305175781
2007-09-19,120.5999984741211
2007-09-20,120.5999984741211
2007-09-21,120.5999984741211
2007-09-24,111.5999984741211
2007-09-25,109.80000305175781
2007-09-26,102.5999984741211
2007-09-27,102.5999984741211
2007-09-28,100.80000305175781
2007-10-01,91.80000305175781
2007-10-02,88.19999694824219
2007-10-03,93.5999984741211
2007-10-04,95.4000015258789
2007-10-05,95.4000015258789
2007-10-08,90.0
2007-10-09,90.0
2007-10-10,91.80000305175781
2007-10-11,88.19999694824219
2007-10-12,90.0
2007-10-15,91.80000305175781
2007-10-16,102.5999984741211
2007-10-17,108.0
2007-10-18,102.5999984741211
2007-10-19,99.0
2007-10-22,126.0
2007-10-23,118.80000305175781
2007-10-24,115.19999694824219
2007-10-25,113.4000015258789
2007-10-26,109.80000305175781
2007-10-29,108.0
2007-10-30,106.19999694824219
2007-10-31,106.19999694824219
2007-11-01,102.5999984741211
2007-11-02,99.0
2007-11-05,93.5999984741211
2007-11-06,97.19999694824219
2007-11-07,90.0
2007-11-08,84.5999984741211
2007-11-09,90.0
2007-11-12,84.5999984741211
2007-11-13,82.80000305175781
2007-11-14,81.0
2007-11-15,81.0
2007-11-16,75.5999984741211
2007-11-19,77.4000015258789
2007-11-20,75.5999984741211
2007-11-21,73.80000305175781
2007-11-23,97.19999694824219
2007-11-26,91.80000305175781
2007-11-27,88.19999694824219
2007-11-28,86.4000015258789
2007-11-29,86.4000015258789
2007-11-30,86.4000015258789
2007-12-03,88.19999694824219
2007-12-04,88.19999694824219
2007-12-05,88.19999694824219
2007-12-06,90.0
2007-12-07,99.0
2007-12-10,93.5999984741211
2007-12-11,88.19999694824219
2007-12-12,90.0
2007-12-13,91.80000305175781
2007-12-14,91.80000305175781
2007-12-17,93.5999984741211
2007-12-18,91.80000305175781
2007-12-19,84.5999984741211
2007-12-20,88.19999694824219
2007-12-21,88.19999694824219
2007-12-24,86.4000015258789
2007-12-26,90.0
2007-12-27,82.80000305175781
2007-12-28,84.5999984741211
2007-12-31,90.0
2008-01-02,100.80000305175781
2008-01-03,113.4000015258789
2008-01-04,111.5999984741211
2008-01-07,117.0
2008-01-08,113.4000015258789
2008-01-09,106.19999694824219
2008-01-10,102.5999984741211
2008-01-11,104.4000015258789
2008-01-14,108.0
2008-01-15,108.0
2008-01-16,104.4000015258789
2008-01-17,108.0
2008-01-18,106.19999694824219
2008-01-22,109.80000305175781
2008-01-23,113.4000015258789
2008-01-24,109.80000305175781
2008-01-25,108.0
2008-01-28,109.80000305175781
2008-01-29,111.5999984741211
2008-01-30,108.0
2008-01-31,115.19999694824219
2008-02-01,126.0
2008-02-04,129.60000610351562
2008-02-05,135.0
2008-02-06,133.1999969482422
2008-02-07,129.60000610351562
2008-02-08,131.39999389648438
2008-02-11,131.39999389648438
2008-02-12,131.39999389648438
2008-02-13,126.0
2008-02-14,126.0
2008-02-15,122.4000015258789
2008-02-19,124.19999694824219
2008-02-20,131.39999389648438
2008-02-21,126.0
2008-02-22,124.19999694824219
2008-02-25,126.0
2008-02-26,127.80000305175781
2008-02-27,126.0
2008-02-28,129.60000610351562
2008-02-29,124.19999694824219
2008-03-03,129.60000610351562
2008-03-04,131.39999389648438
2008-03-05,129.60000610351562
2008-03-06,129.60000610351562
2008-03-07,113.4000015258789
2008-03-10,114.44999694824219
2008-03-11,115.5
2008-03-12,119.55000305175781
2008-03-13,115.5
2008-03-14,113.0999984741211
2008-03-17,105.0
2008-03-18,106.5
2008-03-19,109.3499984741211
2008-03-20,107.8499984741211
2008-03-24,108.75
2008-03-25,119.4000015258789
2008-03-26,127.05000305175781
2008-03-27,139.64999389648438
2008-03-28,144.14999389648438
2008-03-31,147.0
2008-04-01,160.5
2008-04-02,168.0
2008-04-03,176.85000610351562
2008-04-04,158.6999969482422
2008-04-07,161.25
2008-04-08,154.5
2008-04-09,154.8000030517578
2008-04-10,155.25
2008-04-11,155.6999969482422
2008-04-14,152.25
2008-04-15,150.3000030517578
2008-04-16,150.75
2008-04-17,175.8000030517578
2008-04-18,153.3000030517578
2008-04-21,159.60000610351562
2008-04-22,160.35000610351562
2008-04-23,162.3000030517578
2008-04-24,164.25
2008-04-25,162.60000610351562
2008-04-28,161.10000610351562
2008-04-29,160.64999389648438
2008-04-30,163.9499969482422
2008-05-01,165.89999389648438
2008-05-02,170.39999389648438
2008-05-05,177.0
2008-05-06,176.85000610351562
2008-05-07,176.39999389648438
2008-05-08,175.1999969482422
2008-05-09,174.3000030517578
2008-05-12,172.9499969482422
2008-05-13,208.5
2008-05-14,204.0
2008-05-15,215.85000610351562
2008-05-16,221.6999969482422
2008-05-19,219.3000030517578
2008-05-20,203.5500030517578
2008-05-21,193.8000030517578
2008-05-22,216.3000030517578
2008-05-23,212.85000610351562
2008-05-27,208.64999389648438
2008-05-28,193.5
2008-05-29,197.5500030517578
2008-05-30,210.14999389648438
2008-06-02,269.70001220703125
2008-06-03,253.5
2008-06-04,244.9499969482422
2008-06-05,265.6499938964844
2008-06-06,261.45001220703125
2008-06-09,258.0
2008-06-10,257.8500061035156
2008-06-11,254.6999969482422
2008-06-12,248.6999969482422
2008-06-13,242.6999969482422
2008-06-16,244.35000610351562
2008-06-17,244.9499969482422
2008-06-18,218.6999969482422
2008-06-19,225.14999389648438
2008-06-20,225.4499969482422
2008-06-23,213.4499969482422
2008-06-24,210.0
2008-06-25,199.1999969482422
2008-06-26,190.8000030517578
2008-06-27,204.4499969482422
2008-06-30,218.39999389648438
2008-07-01,209.85000610351562
2008-07-02,217.1999969482422
2008-07-03,216.89999389648438
2008-07-07,210.89999389648438
2008-07-08,221.25
2008-07-09,220.1999969482422
2008-07-10,217.0500030517578
2008-07-11,217.35000610351562
2008-07-14,214.1999969482422
2008-07-15,216.89999389648438
2008-07-16,224.25
2008-07-17,228.14999389648438
2008-07-18,233.6999969482422
2008-07-21,240.3000030517578
2008-07-22,251.6999969482422
2008-07-23,246.3000030517578
2008-07-24,244.0500030517578
2008-07-25,245.6999969482422
2008-07-28,237.14999389648438
2008-07-29,243.3000030517578
2008-07-30,246.3000030517578
2008-07-31,243.60000610351562
2008-08-01,244.35000610351562
2008-08-04,234.89999389648438
2008-08-05,235.1999969482422
2008-08-06,234.14999389648438
2008-08-07,207.3000030517578
2008-08-08,200.39999389648438
2008-08-11,197.10000610351562
2008-08-12,212.25
2008-08-13,217.5
2008-08-14,230.85000610351562
2008-08-15,227.6999969482422
2008-08-18,215.39999389648438
2008-08-19,204.75
2008-08-20,209.85000610351562
2008-08-21,204.4499969482422
2008-08-22,207.89999389648438
2008-08-25,203.6999969482422
2008-08-26,199.9499969482422
2008-08-27,212.39999389648438
2008-08-28,217.9499969482422
2008-08-29,207.4499969482422
2008-09-02,198.75
2008-09-03,194.85000610351562
2008-09-04,175.8000030517578
2008-09-05,175.0500030517578
2008-09-08,170.85000610351562
2008-09-09,163.5
2008-09-10,162.0
2008-09-11,146.6999969482422
2008-09-12,166.64999389648438
2008-09-15,156.0
2008-09-16,161.6999969482422
2008-09-17,150.0
2008-09-18,163.5
2008-09-19,187.9499969482422
2008-09-22,175.35000610351562
2008-09-23,179.85000610351562
2008-09-24,177.14999389648438
2008-09-25,179.6999969482422
2008-09-26,177.4499969482422
2008-09-29,166.8000030517578
2008-09-30,174.4499969482422
2008-10-01,181.35000610351562
2008-10-02,160.9499969482422
2008-10-03,166.35000610351562
2008-10-06,157.0500030517578
2008-10-07,114.44999694824219
2008-10-08,112.19999694824219
2008-10-09,94.5
2008-10-10,117.1500015258789
2008-10-13,125.8499984741211
2008-10-14,110.25
2008-10-15,91.80000305175781
2008-10-16,110.55000305175781
2008-10-17,105.75
2008-10-20,112.05000305175781
2008-10-21,106.5
2008-10-22,100.19999694824219
2008-10-23,98.8499984741211
2008-10-24,93.44999694824219
2008-10-27,86.55000305175781
2008-10-28,100.80000305175781
2008-10-29,100.3499984741211
2008-10-30,105.44999694824219
2008-10-31,116.25
2008-11-03,111.1500015258789
2008-11-04,109.19999694824219
2008-11-05,93.0
2008-11-06,88.19999694824219
2008-11-07,96.1500015258789
2008-11-10,93.75
2008-11-11,93.75
2008-11-12,88.5
2008-11-13,102.9000015258789
2008-11-14,93.5999984741211
2008-11-17,91.05000305175781
2008-11-18,91.94999694824219
2008-11-19,77.0999984741211
2008-11-20,73.19999694824219
2008-11-21,83.25
2008-11-24,86.0999984741211
2008-11-25,84.30000305175781
2008-11-26,90.0
2008-11-28,97.3499984741211
2008-12-01,75.1500015258789
2008-12-02,81.0
2008-12-03,74.25
2008-12-04,70.5
2008-12-05,77.55000305175781
2008-12-08,91.94999694824219
2008-12-09,82.80000305175781
2008-12-10,78.5999984741211
2008-12-11,75.0
2008-12-12,74.0999984741211
2008-12-15,67.94999694824219
2008-12-16,80.25
2008-12-17,78.75
2008-12-18,76.3499984741211
2008-12-19,88.94999694824219
2008-12-22,89.69999694824219
2008-12-23,91.80000305175781
2008-12-24,91.19999694824219
2008-12-26,96.5999984741211
2008-12-29,96.75
2008-12-30,104.8499984741211
2008-12-31,118.80000305175781
2009-01-02,119.8499984741211
2009-01-05,121.80000305175781
2009-01-06,129.75
2009-01-07,127.6500015258789
2009-01-08,126.9000015258789
2009-01-09,107.25
2009-01-12,103.5
2009-01-13,112.19999694824219
2009-01-14,100.19999694824219
2009-01-15,114.1500015258789
2009-01-16,110.4000015258789
2009-01-20,97.6500015258789
2009-01-21,105.9000015258789
2009-01-22,101.69999694824219
2009-01-23,103.6500015258789
2009-01-26,105.0
2009-01-27,105.30000305175781
2009-01-28,116.25
2009-01-29,120.0
2009-01-30,111.44999694824219
2009-02-02,125.69999694824219
2009-02-03,140.25
2009-02-04,143.6999969482422
2009-02-05,157.5
2009-02-06,167.39999389648438
2009-02-09,172.5
2009-02-10,166.8000030517578
2009-02-11,163.35000610351562
2009-02-12,163.9499969482422
2009-02-13,148.5
2009-02-17,133.64999389648438
2009-02-18,127.5
2009-02-19,125.0999984741211
2009-02-20,119.25
2009-02-23,109.05000305175781
2009-02-24,119.4000015258789
2009-02-25,106.5
2009-02-26,102.1500015258789
2009-02-27,102.9000015258789
2009-03-02,102.1500015258789
2009-03-03,96.5999984741211
2009-03-04,96.44999694824219
2009-03-05,83.0999984741211
2009-03-06,80.25
2009-03-09,83.69999694824219
2009-03-10,90.0
2009-03-11,89.69999694824219
2009-03-12,95.25
2009-03-13,98.25
2009-03-16,93.44999694824219
2009-03-17,94.5
2009-03-18,102.0
2009-03-19,104.0999984741211
2009-03-20,102.75
2009-03-23,102.9000015258789
2009-03-24,86.8499984741211
2009-03-25,96.0
2009-03-26,105.0
2009-03-27,93.44999694824219
2009-03-30,90.9000015258789
2009-03-31,97.6500015258789
2009-04-01,102.1500015258789
2009-04-02,105.0
2009-04-03,108.0
2009-04-06,103.80000305175781
2009-04-07,102.9000015258789
2009-04-08,107.8499984741211
2009-04-09,110.25
2009-04-13,111.75
2009-04-14,109.5
2009-04-15,112.5
2009-04-16,115.3499984741211
2009-04-17,116.25
2009-04-20,111.5999984741211
2009-04-21,116.25
2009-04-22,118.19999694824219
2009-04-23,115.80000305175781
2009-04-24,115.6500015258789
2009-04-27,116.55000305175781
2009-04-28,127.3499984741211
2009-04-29,136.5
2009-04-30,129.89999389648438
2009-05-01,145.64999389648438
2009-05-04,150.60000610351562
2009-05-05,133.1999969482422
2009-05-06,126.1500015258789
2009-05-07,119.55000305175781
2009-05-08,120.75
2009-05-11,126.30000305175781
2009-05-12,121.05000305175781
2009-05-13,117.0
2009-05-14,123.9000015258789
2009-05-15,115.3499984741211
2009-05-18,121.80000305175781
2009-05-19,115.94999694824219
2009-05-20,126.30000305175781
2009-05-21,118.5
2009-05-22,119.25
2009-05-26,123.0
2009-05-27,123.9000015258789
2009-05-28,121.94999694824219
2009-05-29,135.3000030517578
2009-06-01,168.3000030517578
2009-06-02,154.9499969482422
2009-06-03,163.8000030517578
2009-06-04,164.10000610351562
2009-06-05,165.0
2009-06-08,165.3000030517578
2009-06-09,163.1999969482422
2009-06-10,160.5
2009-06-11,157.0500030517578
2009-06-12,158.10000610351562
2009-06-15,144.4499969482422
2009-06-16,135.14999389648438
2009-06-17,133.35000610351562
2009-06-18,144.0
2009-06-19,139.8000030517578
2009-06-22,127.5
2009-06-23,133.1999969482422
2009-06-24,132.14999389648438
2009-06-25,117.0
2009-06-26,116.0999984741211
2009-06-29,121.6500015258789
2009-06-30,117.30000305175781
2009-07-01,116.55000305175781
2009-07-02,111.5999984741211
2009-07-06,106.3499984741211
2009-07-07,108.9000015258789
2009-07-08,108.1500015258789
2009-07-09,103.19999694824219
2009-07-10,106.5
2009-07-13,106.3499984741211
2009-07-14,105.44999694824219
2009-07-15,107.4000015258789
2009-07-16,107.8499984741211
2009-07-17,103.94999694824219
2009-07-20,105.9000015258789
2009-07-21,105.5999984741211
2009-07-22,105.30000305175781
2009-07-23,112.19999694824219
2009-07-24,114.44999694824219
2009-07-27,118.94999694824219
2009-07-28,117.9000015258789
2009-07-29,116.0999984741211
2009-07-30,114.0
2009-07-31,114.0
2009-08-03,108.44999694824219
2009-08-04,110.8499984741211
2009-08-05,108.75
2009-08-06,104.0999984741211
2009-08-07,102.0
2009-08-10,98.8499984741211
2009-08-11,95.8499984741211
2009-08-12,94.80000305175781
2009-08-13,91.5
2009-08-14,87.1500015258789
2009-08-17,79.19999694824219
2009-08-18,77.55000305175781
2009-08-19,77.69999694824219
2009-08-20,79.19999694824219
2009-08-21,90.44999694824219
2009-08-24,98.4000015258789
2009-08-25,97.19999694824219
2009-08-26,95.4000015258789
2009-08-27,93.75
2009-08-28,89.25
2009-08-31,86.0999984741211
2009-09-01,82.6500015258789
2009-09-02,81.44999694824219
2009-09-03,79.5
2009-09-04,81.9000015258789
2009-09-08,80.0999984741211
2009-09-09,83.55000305175781
2009-09-10,82.80000305175781
2009-09-11,83.0999984741211
2009-09-14,81.5999984741211
2009-09-15,81.0
2009-09-16,81.9000015258789
2009-09-17,81.75
2009-09-18,82.05000305175781
2009-09-21,80.0999984741211
2009-09-22,79.19999694824219
2009-09-23,78.1500015258789
2009-09-24,75.0
2009-09-25,74.25
2009-09-28,76.19999694824219
2009-09-29,81.75
2009-09-30,82.3499984741211
2009-10-01,81.44999694824219
2009-10-02,84.9000015258789
2009-10-05,80.69999694824219
2009-10-06,82.19999694824219
2009-10-07,80.55000305175781
2009-10-08,77.69999694824219
2009-10-09,78.9000015258789
2009-10-12,76.5
2009-10-13,74.8499984741211
2009-10-14,75.0
2009-10-15,78.1500015258789
2009-10-16,77.25
2009-10-19,76.19999694824219
2009-10-20,75.0
2009-10-21,73.05000305175781
2009-10-22,73.6500015258789
2009-10-23,71.0999984741211
2009-10-26,67.80000305175781
2009-10-27,66.30000305175781
2009-10-28,63.0
2009-10-29,67.05000305175781
2009-10-30,65.4000015258789
2009-11-02,64.5
2009-11-03,71.25
2009-11-04,72.0
2009-11-05,74.25
2009-11-06,75.75
2009-11-09,77.8499984741211
2009-11-10,78.0
2009-11-11,79.19999694824219
2009-11-12,79.19999694824219
2009-11-13,79.3499984741211
2009-11-16,78.75
2009-11-17,77.55000305175781
2009-11-18,76.94999694824219
2009-11-19,73.6500015258789
2009-11-20,73.19999694824219
2009-11-23,72.30000305175781
2009-11-24,70.80000305175781
2009-11-25,68.8499984741211
2009-11-27,68.4000015258789
2009-11-30,67.80000305175781
2009-12-01,67.80000305175781
2009-12-02,69.9000015258789
2009-12-03,68.55000305175781
2009-12-04,68.0999984741211
2009-12-07,69.0
2009-12-08,68.25
2009-12-09,69.0
2009-12-10,67.6500015258789
2009-12-11,67.3499984741211
2009-12-14,69.9000015258789
2009-12-15,66.75
2009-12-16,66.0
2009-12-17,63.45000076293945
2009-12-18,66.30000305175781
2009-12-21,66.1500015258789
2009-12-22,66.44999694824219
2009-12-23,67.19999694824219
2009-12-24,70.19999694824219
2009-12-28,68.25
2009-12-29,69.1500015258789
2009-12-30,69.5999984741211
2009-12-31,70.05000305175781
2010-01-04,70.6500015258789
2010-01-05,68.4000015258789
2010-01-06,69.9000015258789
2010-01-07,68.8499984741211
2010-01-08,70.5
2010-01-11,72.9000015258789
2010-01-12,71.0999984741211
2010-01-13,70.94999694824219
2010-01-14,71.55000305175781
2010-01-15,69.0
2010-01-19,70.80000305175781
2010-01-20,69.9000015258789
2010-01-21,67.5
2010-01-22,67.80000305175781
2010-01-25,66.9000015258789
2010-01-26,65.69999694824219
2010-01-27,67.05000305175781
2010-01-28,66.0
2010-01-29,66.9000015258789
2010-02-01,67.05000305175781
2010-02-02,67.3499984741211
2010-02-03,66.5999984741211
2010-02-04,65.25
2010-02-05,66.9000015258789
2010-02-08,66.0
2010-02-09,66.75
2010-02-10,66.0
2010-02-11,67.05000305175781
2010-02-12,66.9000015258789
2010-02-16,67.05000305175781
2010-02-17,66.9000015258789
2010-02-18,67.3499984741211
2010-02-19,69.1500015258789
2010-02-22,72.9000015258789
2010-02-23,73.3499984741211
2010-02-24,71.69999694824219
2010-02-25,76.94999694824219
2010-02-26,77.0999984741211
2010-03-01,77.8499984741211
2010-03-02,77.69999694824219
2010-03-03,83.0999984741211
2010-03-04,75.5999984741211
2010-03-05,76.80000305175781
2010-03-08,78.1500015258789
2010-03-09,78.0
2010-03-10,81.0
2010-03-11,80.4000015258789
2010-03-12,78.5999984741211
