,EUFN
2010-02-03,22.5
2010-02-04,22.5
2010-02-05,22.5
2010-02-08,22.5
2010-02-09,20.989999771118164
2010-02-10,20.989999771118164
2010-02-11,20.989999771118164
2010-02-12,20.440000534057617
2010-02-16,20.8799991607666
2010-02-17,21.639999389648438
2010-02-18,21.649999618530273
2010-02-19,21.450000762939453
2010-02-22,21.450000762939453
2010-02-23,21.450000762939453
2010-02-24,21.420000076293945
2010-02-25,21.25
2010-02-26,21.56999969482422
2010-03-01,21.239999771118164
2010-03-02,21.239999771118164
2010-03-03,22.040000915527344
2010-03-04,22.040000915527344
2010-03-05,22.040000915527344
2010-03-08,22.040000915527344
2010-03-09,22.040000915527344
2010-03-10,22.040000915527344
2010-03-11,22.040000915527344
2010-03-12,22.040000915527344
2010-03-15,22.040000915527344
2010-03-16,22.040000915527344
2010-03-17,22.040000915527344
2010-03-18,22.040000915527344
2010-03-19,22.780000686645508
2010-03-22,22.350000381469727
2010-03-23,22.799999237060547
2010-03-24,22.799999237060547
2010-03-25,22.799999237060547
2010-03-26,22.799999237060547
2010-03-29,22.799999237060547
2010-03-30,22.799999237060547
2010-03-31,22.799999237060547
2010-04-01,22.799999237060547
2010-04-05,23.6200008392334
2010-04-06,23.6200008392334
2010-04-07,23.6200008392334
2010-04-08,23.0
2010-04-09,23.6299991607666
2010-04-12,23.959999084472656
2010-04-13,24.0
2010-04-14,24.0
2010-04-15,24.0
2010-04-16,23.700000762939453
2010-04-19,23.389999389648438
2010-04-20,23.389999389648438
2010-04-21,23.389999389648438
2010-04-22,22.639999389648438
2010-04-23,22.719999313354492
2010-04-26,22.719999313354492
2010-04-27,21.739999771118164
2010-04-28,21.649999618530273
2010-04-29,22.049999237060547
2010-04-30,22.049999237060547
2010-05-03,22.049999237060547
2010-05-04,20.739999771118164
2010-05-05,20.06999969482422
2010-05-06,18.540000915527344
2010-05-07,18.40999984741211
2010-05-10,20.770000457763672
2010-05-11,20.479999542236328
2010-05-12,20.479999542236328
2010-05-13,20.290000915527344
2010-05-14,19.15999984741211
2010-05-17,19.3700008392334
2010-05-18,18.950000762939453
2010-05-19,18.920000076293945
2010-05-20,18.420000076293945
2010-05-21,19.0
2010-05-24,19.0
2010-05-25,18.200000762939453
2010-05-26,17.950000762939453
2010-05-27,19.040000915527344
2010-05-28,18.700000762939453
2010-06-01,18.56999969482422
2010-06-02,18.860000610351562
2010-06-03,18.809999465942383
2010-06-04,17.579999923706055
2010-06-07,17.469999313354492
2010-06-08,17.6200008392334
2010-06-09,17.59000015258789
2010-06-10,18.600000381469727
2010-06-11,18.770000457763672
2010-06-14,19.110000610351562
2010-06-15,19.8799991607666
2010-06-16,19.889999389648438
2010-06-17,19.979999542236328
2010-06-18,20.110000610351562
2010-06-21,20.170000076293945
2010-06-22,19.75
2010-06-23,19.65999984741211
2010-06-24,19.260000228881836
2010-06-25,19.270000457763672
2010-06-28,19.219999313354492
2010-06-29,18.43000030517578
2010-06-30,18.239999771118164
2010-07-01,18.510000228881836
2010-07-02,18.610000610351562
2010-07-06,18.93000030517578
2010-07-07,18.93000030517578
2010-07-08,20.270000457763672
2010-07-09,20.43000030517578
2010-07-12,20.31999969482422
2010-07-13,20.979999542236328
2010-07-14,20.93000030517578
2010-07-15,20.8700008392334
2010-07-16,20.139999389648438
2010-07-19,20.200000762939453
2010-07-20,20.450000762939453
2010-07-21,20.059999465942383
2010-07-22,21.0
2010-07-23,21.219999313354492
2010-07-26,21.5
2010-07-27,22.34000015258789
2010-07-28,22.209999084472656
2010-07-29,22.329999923706055
2010-07-30,22.100000381469727
2010-08-02,23.290000915527344
2010-08-03,23.299999237060547
2010-08-04,23.15999984741211
2010-08-05,23.18000030517578
2010-08-06,23.040000915527344
2010-08-09,23.09000015258789
2010-08-10,22.93000030517578
2010-08-11,21.600000381469727
2010-08-12,21.43000030517578
2010-08-13,21.309999465942383
2010-08-16,21.25
2010-08-17,21.75
2010-08-18,21.790000915527344
2010-08-19,21.200000762939453
2010-08-20,20.8700008392334
2010-08-23,20.850000381469727
2010-08-24,20.5
2010-08-25,20.219999313354492
2010-08-26,20.40999984741211
2010-08-27,20.760000228881836
2010-08-30,20.350000381469727
2010-08-31,20.510000228881836
2010-09-01,21.450000762939453
2010-09-02,21.65999984741211
2010-09-03,21.899999618530273
2010-09-07,21.3700008392334
2010-09-08,21.3799991607666
2010-09-09,21.719999313354492
2010-09-10,21.799999237060547
2010-09-13,22.420000076293945
2010-09-14,22.639999389648438
2010-09-15,22.579999923706055
2010-09-16,22.469999313354492
2010-09-17,22.190000534057617
2010-09-20,22.479999542236328
2010-09-21,22.579999923706055
2010-09-22,22.40999984741211
2010-09-23,21.950000762939453
2010-09-24,22.799999237060547
2010-09-27,22.59000015258789
2010-09-28,22.6200008392334
2010-09-29,22.420000076293945
2010-09-30,22.219999313354492
2010-10-01,22.469999313354492
2010-10-04,22.149999618530273
2010-10-05,23.049999237060547
2010-10-06,23.209999084472656
2010-10-07,23.09000015258789
2010-10-08,23.079999923706055
2010-10-11,23.040000915527344
2010-10-12,23.030000686645508
2010-10-13,23.309999465942383
2010-10-14,23.31999969482422
2010-10-15,23.1299991607666
2010-10-18,23.1299991607666
2010-10-19,23.079999923706055
2010-10-20,23.469999313354492
2010-10-21,23.309999465942383
2010-10-22,23.260000228881836
2010-10-25,23.299999237060547
2010-10-26,23.079999923706055
2010-10-27,22.920000076293945
2010-10-28,23.149999618530273
2010-10-29,22.989999771118164
2010-11-01,22.639999389648438
2010-11-02,23.059999465942383
2010-11-03,23.1299991607666
2010-11-04,23.8799991607666
2010-11-05,23.489999771118164
2010-11-08,23.290000915527344
2010-11-09,23.209999084472656
2010-11-10,23.020000457763672
2010-11-11,22.649999618530273
2010-11-12,22.549999237060547
2010-11-15,22.65999984741211
2010-11-16,21.860000610351562
2010-11-17,21.969999313354492
2010-11-18,22.479999542236328
2010-11-19,22.350000381469727
2010-11-22,21.700000762939453
2010-11-23,21.020000457763672
2010-11-24,21.100000381469727
2010-11-26,20.610000610351562
2010-11-29,20.239999771118164
2010-11-30,19.780000686645508
2010-12-01,20.649999618530273
2010-12-02,21.299999237060547
2010-12-03,21.459999084472656
2010-12-06,21.219999313354492
2010-12-07,21.229999542236328
2010-12-08,21.559999465942383
2010-12-09,21.8799991607666
2010-12-10,21.790000915527344
2010-12-13,22.0
2010-12-14,22.030000686645508
2010-12-15,21.510000228881836
2010-12-16,21.399999618530273
2010-12-17,21.18000030517578
2010-12-20,21.239999771118164
2010-12-21,21.25
2010-12-22,21.190000534057617
2010-12-23,21.260000228881836
2010-12-27,21.010000228881836
2010-12-28,20.969999313354492
2010-12-29,21.270000457763672
2010-12-30,21.15999984741211
2010-12-31,21.219999313354492
2011-01-03,21.510000228881836
2011-01-04,21.6299991607666
2011-01-05,21.510000228881836
2011-01-06,21.399999618530273
2011-01-07,21.049999237060547
2011-01-10,20.700000762939453
2011-01-11,20.8700008392334
2011-01-12,21.979999542236328
2011-01-13,22.290000915527344
2011-01-14,22.690000534057617
2011-01-18,23.040000915527344
2011-01-19,22.59000015258789
2011-01-20,22.790000915527344
2011-01-21,23.329999923706055
2011-01-24,23.34000015258789
2011-01-25,23.059999465942383
2011-01-26,23.059999465942383
2011-01-27,23.450000762939453
2011-01-28,23.09000015258789
2011-01-31,23.239999771118164
2011-02-01,23.969999313354492
2011-02-02,24.0
2011-02-03,23.639999389648438
2011-02-04,23.790000915527344
2011-02-07,23.90999984741211
2011-02-08,24.229999542236328
2011-02-09,24.329999923706055
2011-02-10,23.799999237060547
2011-02-11,23.969999313354492
2011-02-14,23.65999984741211
2011-02-15,23.81999969482422
2011-02-16,24.43000030517578
2011-02-17,24.739999771118164
2011-02-18,24.649999618530273
2011-02-22,23.75
2011-02-23,23.920000076293945
2011-02-24,23.75
2011-02-25,24.1299991607666
2011-02-28,24.149999618530273
2011-03-01,23.790000915527344
2011-03-02,23.700000762939453
2011-03-03,23.989999771118164
2011-03-04,23.690000534057617
2011-03-07,23.459999084472656
2011-03-08,23.690000534057617
2011-03-09,23.579999923706055
2011-03-10,23.040000915527344
2011-03-11,23.1200008392334
2011-03-14,23.15999984741211
2011-03-15,22.6200008392334
