,ASET
2015-12-08,24.360000610351562
2015-12-09,24.360000610351562
2015-12-10,24.34000015258789
2015-12-11,24.34000015258789
2015-12-14,24.34000015258789
2015-12-15,24.200000762939453
2015-12-16,24.459999084472656
2015-12-17,24.350000381469727
2015-12-18,24.350000381469727
2015-12-21,24.190000534057617
2015-12-22,24.34000015258789
2015-12-23,24.700000762939453
2015-12-24,24.719999313354492
2015-12-28,24.719999313354492
2015-12-29,24.56999969482422
2015-12-30,24.479999542236328
2015-12-31,24.360000610351562
2016-01-04,23.920000076293945
2016-01-05,24.149999618530273
2016-01-06,23.850000381469727
2016-01-07,23.489999771118164
2016-01-08,23.329999923706055
2016-01-11,23.239999771118164
2016-01-12,23.200000762939453
2016-01-13,23.040000915527344
2016-01-14,23.200000762939453
2016-01-15,22.719999313354492
2016-01-19,22.709999084472656
2016-01-20,22.420000076293945
2016-01-21,22.420000076293945
2016-01-22,22.969999313354492
2016-01-25,22.969999313354492
2016-01-26,23.139999389648438
2016-01-27,23.709999084472656
2016-01-28,23.709999084472656
2016-01-29,23.65999984741211
2016-02-01,23.75
2016-02-02,23.75
2016-02-03,23.75
2016-02-04,23.75
2016-02-05,23.75
2016-02-08,23.75
2016-02-09,23.75
2016-02-10,23.75
2016-02-11,23.75
2016-02-12,23.75
2016-02-16,23.75
2016-02-17,23.579999923706055
2016-02-18,23.579999923706055
2016-02-19,23.579999923706055
2016-02-22,24.10099983215332
2016-02-23,23.84000015258789
2016-02-24,23.84000015258789
2016-02-25,23.84000015258789
2016-02-26,23.84000015258789
2016-02-29,24.1200008392334
2016-03-01,24.100000381469727
2016-03-02,24.209999084472656
2016-03-03,24.459999084472656
2016-03-04,24.459999084472656
2016-03-07,24.459999084472656
2016-03-08,24.611000061035156
2016-03-09,24.611000061035156
2016-03-10,24.611000061035156
2016-03-11,24.611000061035156
2016-03-14,25.110000610351562
2016-03-15,25.110000610351562
2016-03-16,25.110000610351562
2016-03-17,25.110000610351562
2016-03-18,25.701000213623047
2016-03-21,25.559999465942383
2016-03-22,25.40999984741211
2016-03-23,25.200000762939453
2016-03-24,25.200000762939453
2016-03-28,25.219999313354492
2016-03-29,25.219999313354492
2016-03-30,25.700000762939453
2016-03-31,25.700000762939453
2016-04-01,25.280000686645508
2016-04-04,25.450000762939453
2016-04-05,25.450000762939453
2016-04-06,25.450000762939453
2016-04-07,25.450000762939453
2016-04-08,25.450000762939453
2016-04-11,25.670000076293945
2016-04-12,25.670000076293945
2016-04-13,25.670000076293945
2016-04-14,25.670000076293945
2016-04-15,25.670000076293945
2016-04-18,25.670000076293945
2016-04-19,26.249000549316406
2016-04-20,26.25
2016-04-21,25.799999237060547
2016-04-22,25.940000534057617
2016-04-25,25.940000534057617
2016-04-26,25.940000534057617
2016-04-27,25.940000534057617
2016-04-28,25.940000534057617
2016-04-29,25.940000534057617
2016-05-02,25.940000534057617
2016-05-03,25.920000076293945
2016-05-04,25.920000076293945
2016-05-05,25.920000076293945
2016-05-06,25.920000076293945
2016-05-09,25.920000076293945
2016-05-10,26.23900032043457
2016-05-11,26.23900032043457
2016-05-12,26.059999465942383
2016-05-13,26.059999465942383
2016-05-16,26.059999465942383
2016-05-17,26.059999465942383
2016-05-18,26.059999465942383
2016-05-19,26.059999465942383
2016-05-20,26.059999465942383
2016-05-23,26.059999465942383
2016-05-24,26.059999465942383
2016-05-25,26.059999465942383
2016-05-26,26.059999465942383
2016-05-27,25.98900032043457
2016-05-31,25.90999984741211
2016-06-01,25.90999984741211
2016-06-02,25.941999435424805
2016-06-03,25.941999435424805
2016-06-06,25.941999435424805
2016-06-07,25.941999435424805
2016-06-08,25.941999435424805
2016-06-09,26.559999465942383
2016-06-10,26.559999465942383
2016-06-13,26.030000686645508
2016-06-14,25.84000015258789
2016-06-15,26.018999099731445
2016-06-16,25.790000915527344
2016-06-17,25.950000762939453
2016-06-20,26.420000076293945
2016-06-21,26.420000076293945
2016-06-22,26.5
2016-06-23,26.5
2016-06-24,25.809999465942383
2016-06-27,25.290000915527344
2016-06-28,25.290000915527344
2016-06-29,25.290000915527344
2016-06-30,25.290000915527344
2016-07-01,26.790000915527344
2016-07-05,26.600000381469727
2016-07-06,26.600000381469727
2016-07-07,26.600000381469727
2016-07-08,26.600000381469727
2016-07-11,26.600000381469727
2016-07-12,26.600000381469727
2016-07-13,26.600000381469727
2016-07-14,26.600000381469727
2016-07-15,27.209999084472656
2016-07-18,27.209999084472656
2016-07-19,27.049999237060547
2016-07-20,27.229000091552734
2016-07-21,27.1200008392334
2016-07-22,27.1200008392334
2016-07-25,27.1200008392334
2016-07-26,27.1200008392334
2016-07-27,27.170000076293945
2016-07-28,27.200000762939453
2016-07-29,27.200000762939453
2016-08-01,27.200000762939453
2016-08-02,27.200000762939453
2016-08-03,27.200000762939453
2016-08-04,27.200000762939453
2016-08-05,27.200000762939453
2016-08-08,27.200000762939453
2016-08-09,27.200000762939453
2016-08-10,27.200000762939453
2016-08-11,27.23900032043457
2016-08-12,27.299999237060547
2016-08-15,27.299999237060547
2016-08-16,27.299999237060547
2016-08-17,27.0
2016-08-18,27.1200008392334
2016-08-19,27.1200008392334
2016-08-22,27.1200008392334
2016-08-23,27.1200008392334
2016-08-24,26.989999771118164
2016-08-25,26.989999771118164
2016-08-26,26.989999771118164
2016-08-29,26.860000610351562
2016-08-30,26.860000610351562
2016-08-31,26.860000610351562
2016-09-01,26.65999984741211
2016-09-02,26.65999984741211
2016-09-06,26.65999984741211
2016-09-07,26.65999984741211
2016-09-08,27.209999084472656
2016-09-09,26.90999984741211
2016-09-12,26.68000030517578
2016-09-13,26.360000610351562
2016-09-14,26.360000610351562
2016-09-15,26.190000534057617
2016-09-16,26.1200008392334
2016-09-19,26.1200008392334
2016-09-20,26.1200008392334
2016-09-21,26.1200008392334
2016-09-22,27.040000915527344
2016-09-23,27.020000457763672
2016-09-26,26.739999771118164
2016-09-27,26.739999771118164
2016-09-28,26.739999771118164
2016-09-29,26.739999771118164
2016-09-30,26.739999771118164
2016-10-03,26.739999771118164
2016-10-04,26.739999771118164
2016-10-05,26.739999771118164
2016-10-06,25.809999465942383
2016-10-07,25.700000762939453
2016-10-10,25.836000442504883
2016-10-11,25.56999969482422
2016-10-12,25.6299991607666
2016-10-13,25.6299991607666
2016-10-14,25.6299991607666
2016-10-17,25.719999313354492
2016-10-18,25.969999313354492
2016-10-19,25.940000534057617
2016-10-20,25.940000534057617
2016-10-21,25.940000534057617
2016-10-24,25.940000534057617
2016-10-25,25.940000534057617
2016-10-26,25.75
2016-10-27,25.75
2016-10-28,25.75
2016-10-31,25.75
2016-11-01,25.75
2016-11-02,25.290000915527344
2016-11-03,25.290000915527344
2016-11-04,25.290000915527344
2016-11-07,25.384000778198242
2016-11-08,25.384000778198242
2016-11-09,25.384000778198242
2016-11-10,25.384000778198242
2016-11-11,25.384000778198242
2016-11-14,24.579999923706055
2016-11-15,24.8700008392334
2016-11-16,24.8700008392334
2016-11-17,24.8700008392334
2016-11-18,24.709999084472656
2016-11-21,24.940000534057617
2016-11-22,25.0
2016-11-23,24.969999313354492
2016-11-25,25.079999923706055
2016-11-28,25.079999923706055
2016-11-29,25.079999923706055
2016-11-30,25.274999618530273
2016-12-01,25.274999618530273
2016-12-02,25.274999618530273
2016-12-05,25.274999618530273
2016-12-06,25.274999618530273
2016-12-07,25.65399932861328
2016-12-08,25.719999313354492
2016-12-09,25.719999313354492
2016-12-12,25.719999313354492
2016-12-13,26.040000915527344
2016-12-14,25.6299991607666
2016-12-15,25.5
2016-12-16,25.5
2016-12-19,25.66900062561035
2016-12-20,25.719999313354492
2016-12-21,25.78499984741211
2016-12-22,25.639999389648438
2016-12-23,25.639999389648438
2016-12-27,25.639999389648438
2016-12-28,25.260000228881836
2016-12-29,25.350000381469727
2016-12-30,25.5049991607666
2017-01-03,25.5049991607666
2017-01-04,25.5049991607666
2017-01-05,26.010000228881836
2017-01-06,26.010000228881836
2017-01-09,26.010000228881836
2017-01-10,26.040000915527344
2017-01-11,25.902000427246094
2017-01-12,25.899999618530273
2017-01-13,25.940000534057617
2017-01-17,25.992000579833984
2017-01-18,25.959999084472656
2017-01-19,25.799999237060547
2017-01-20,25.899999618530273
2017-01-23,26.052000045776367
2017-01-24,26.052000045776367
2017-01-25,26.06999969482422
2017-01-26,26.040000915527344
2017-01-27,25.8700008392334
2017-01-30,25.718000411987305
2017-01-31,25.850000381469727
2017-02-01,25.763999938964844
2017-02-02,25.860000610351562
2017-02-03,25.985000610351562
2017-02-06,25.829999923706055
2017-02-07,25.812000274658203
2017-02-08,25.812000274658203
2017-02-09,26.07900047302246
2017-02-10,26.229999542236328
2017-02-13,26.24799919128418
2017-02-14,26.19499969482422
2017-02-15,26.190000534057617
2017-02-16,26.25
2017-02-17,26.2189998626709
2017-02-21,26.450000762939453
2017-02-22,26.37700080871582
2017-02-23,26.40999984741211
2017-02-24,26.349000930786133
2017-02-27,26.45599937438965
2017-02-28,26.3700008392334
2017-03-01,26.56999969482422
2017-03-02,26.270000457763672
2017-03-03,26.288999557495117
2017-03-06,26.170000076293945
2017-03-07,26.139999389648438
2017-03-08,25.860000610351562
2017-03-09,25.81999969482422
2017-03-10,25.780000686645508
2017-03-13,25.91900062561035
2017-03-14,25.780000686645508
2017-03-15,25.969999313354492
2017-03-16,26.309999465942383
2017-03-17,26.3799991607666
2017-03-20,26.399999618530273
2017-03-21,26.195999145507812
