,ASET
2017-03-22,26.299999237060547
2017-03-23,26.299999237060547
2017-03-24,26.417999267578125
2017-03-27,26.375
2017-03-28,26.40999984741211
2017-03-29,26.440000534057617
2017-03-30,26.448999404907227
2017-03-31,26.520000457763672
2017-04-03,26.408000946044922
2017-04-04,26.408000946044922
2017-04-05,26.649999618530273
2017-04-06,26.690000534057617
2017-04-07,26.709999084472656
2017-04-10,26.719999313354492
2017-04-11,26.719999313354492
2017-04-12,26.81999969482422
2017-04-13,26.770000457763672
2017-04-17,26.959999084472656
2017-04-18,26.899999618530273
2017-04-19,26.739999771118164
2017-04-20,26.8700008392334
2017-04-21,26.799999237060547
2017-04-24,26.902999877929688
2017-04-25,27.020000457763672
2017-04-26,27.0
2017-04-27,26.959999084472656
2017-04-28,26.839000701904297
2017-05-01,26.90999984741211
2017-05-02,26.951000213623047
2017-05-03,26.790000915527344
2017-05-04,26.677000045776367
2017-05-05,26.979999542236328
2017-05-08,26.93000030517578
2017-05-09,26.84000015258789
2017-05-10,26.84000015258789
2017-05-11,26.84000015258789
2017-05-12,26.899999618530273
2017-05-15,26.899999618530273
2017-05-16,27.040000915527344
2017-05-17,26.8799991607666
2017-05-18,26.8799991607666
2017-05-19,27.200000762939453
2017-05-22,27.280000686645508
2017-05-23,27.299999237060547
2017-05-24,27.385000228881836
2017-05-25,27.42099952697754
2017-05-26,27.3700008392334
2017-05-30,27.395000457763672
2017-05-31,27.40999984741211
2017-06-01,27.6299991607666
2017-06-02,27.770000457763672
2017-06-05,27.760000228881836
2017-06-06,27.695999145507812
2017-06-07,27.679000854492188
2017-06-08,27.625
2017-06-09,27.559999465942383
2017-06-12,27.6299991607666
2017-06-13,27.739999771118164
2017-06-14,27.94300079345703
2017-06-15,27.709999084472656
2017-06-16,27.8799991607666
2017-06-19,27.860000610351562
2017-06-20,27.559999465942383
2017-06-21,27.46500015258789
2017-06-22,27.524999618530273
2017-06-23,27.360000610351562
2017-06-26,27.415000915527344
2017-06-27,27.350000381469727
2017-06-28,27.43000030517578
2017-06-29,27.110000610351562
2017-06-30,27.204999923706055
2017-07-03,27.27899932861328
2017-07-05,27.27899932861328
2017-07-06,26.959999084472656
2017-07-07,26.969999313354492
2017-07-10,27.0
2017-07-11,26.950000762939453
2017-07-12,26.950000762939453
2017-07-13,27.209999084472656
2017-07-14,27.434999465942383
2017-07-17,27.46500015258789
2017-07-18,27.549999237060547
2017-07-19,27.684999465942383
2017-07-20,27.764999389648438
2017-07-21,27.729999542236328
2017-07-24,27.649999618530273
2017-07-25,27.670000076293945
2017-07-26,27.729999542236328
2017-07-27,27.781999588012695
2017-07-28,27.875
2017-07-31,27.934999465942383
2017-08-01,28.1200008392334
2017-08-02,28.030000686645508
2017-08-03,28.030000686645508
2017-08-04,28.079999923706055
2017-08-07,28.049999237060547
2017-08-08,27.969999313354492
2017-08-09,27.920000076293945
2017-08-10,27.7189998626709
2017-08-11,27.7189998626709
2017-08-14,27.940000534057617
2017-08-15,27.82699966430664
2017-08-16,27.979000091552734
2017-08-17,27.809999465942383
2017-08-18,27.780000686645508
2017-08-21,27.812999725341797
2017-08-22,27.950000762939453
2017-08-23,27.93899917602539
2017-08-24,27.950000762939453
2017-08-25,28.049999237060547
2017-08-28,28.0
2017-08-29,28.0
2017-08-30,27.969999313354492
2017-08-31,28.143999099731445
2017-09-01,28.239999771118164
2017-09-05,28.024999618530273
2017-09-06,28.25
2017-09-07,28.31999969482422
2017-09-08,28.31999969482422
2017-09-11,28.520000457763672
2017-09-12,28.420000076293945
2017-09-13,28.219999313354492
2017-09-14,28.290000915527344
2017-09-15,28.34000015258789
2017-09-18,28.34000015258789
2017-09-19,28.3799991607666
2017-09-20,28.25
2017-09-21,28.260000228881836
2017-09-22,28.09600067138672
2017-09-25,28.1200008392334
2017-09-26,28.1200008392334
2017-09-27,28.030000686645508
2017-09-28,28.030000686645508
2017-09-29,28.1200008392334
2017-10-02,28.100000381469727
2017-10-03,28.08799934387207
2017-10-04,28.100000381469727
2017-10-05,28.106000900268555
2017-10-06,28.030000686645508
2017-10-09,28.05900001525879
2017-10-10,28.25
2017-10-11,28.325000762939453
2017-10-12,28.368999481201172
2017-10-13,28.416000366210938
2017-10-16,28.395000457763672
2017-10-17,28.3700008392334
2017-10-18,28.415000915527344
2017-10-19,28.420000076293945
2017-10-20,28.360000610351562
2017-10-23,28.26799964904785
2017-10-24,28.239999771118164
2017-10-25,27.948999404907227
2017-10-26,28.040000915527344
2017-10-27,28.107999801635742
2017-10-30,28.100000381469727
2017-10-31,28.18899917602539
2017-11-01,28.229999542236328
2017-11-02,28.209999084472656
2017-11-03,28.229999542236328
2017-11-06,28.329999923706055
2017-11-07,28.329999923706055
2017-11-08,28.4689998626709
2017-11-09,28.429000854492188
2017-11-10,28.356000900268555
2017-11-13,28.298999786376953
2017-11-14,28.259000778198242
2017-11-15,28.118999481201172
2017-11-16,28.30900001525879
2017-11-17,28.149999618530273
2017-11-20,28.149999618530273
2017-11-21,28.315000534057617
2017-11-22,28.399999618530273
2017-11-24,28.5
2017-11-27,28.429000854492188
2017-11-28,28.458999633789062
2017-11-29,28.489999771118164
2017-11-30,28.649999618530273
2017-12-01,28.68000030517578
2017-12-04,28.700000762939453
2017-12-05,28.576000213623047
2017-12-06,28.468000411987305
2017-12-07,28.447999954223633
2017-12-08,28.670000076293945
2017-12-11,28.68000030517578
2017-12-12,28.785999298095703
2017-12-13,28.90999984741211
2017-12-14,28.781999588012695
2017-12-15,28.81999969482422
2017-12-18,28.979999542236328
2017-12-19,28.708999633789062
2017-12-20,28.68899917602539
2017-12-21,28.690000534057617
2017-12-22,28.697999954223633
2017-12-26,28.81999969482422
2017-12-27,28.599000930786133
2017-12-28,28.729999542236328
2017-12-29,28.75
2018-01-02,28.83099937438965
2018-01-03,28.899999618530273
2018-01-04,28.927000045776367
2018-01-05,28.969999313354492
2018-01-08,29.040000915527344
2018-01-09,28.959999084472656
2018-01-10,28.665000915527344
2018-01-11,28.777999877929688
2018-01-12,28.84000015258789
2018-01-16,28.825000762939453
2018-01-17,29.0
2018-01-18,28.889999389648438
2018-01-19,28.948999404907227
2018-01-22,29.110000610351562
2018-01-23,29.21500015258789
2018-01-24,29.31999969482422
2018-01-25,29.28499984741211
2018-01-26,29.28499984741211
2018-01-29,29.125
2018-01-30,28.940000534057617
2018-01-31,29.045000076293945
2018-02-01,29.0
2018-02-02,28.527999877929688
2018-02-05,27.420000076293945
2018-02-06,27.35300064086914
2018-02-07,27.700000762939453
2018-02-08,26.81599998474121
2018-02-09,26.735000610351562
2018-02-12,27.280000686645508
2018-02-13,27.371999740600586
2018-02-14,27.549999237060547
2018-02-15,27.68000030517578
2018-02-16,27.8799991607666
2018-02-20,27.700000762939453
2018-02-21,27.530000686645508
2018-02-22,27.450000762939453
2018-02-23,27.809999465942383
2018-02-26,28.020000457763672
2018-02-27,27.5049991607666
2018-02-28,27.260000228881836
2018-03-01,27.040000915527344
2018-03-02,26.854999542236328
2018-03-05,27.2450008392334
2018-03-06,27.349000930786133
2018-03-07,27.405000686645508
2018-03-08,27.5
2018-03-09,27.665000915527344
2018-03-12,27.780000686645508
2018-03-13,27.819000244140625
2018-03-14,27.66900062561035
2018-03-15,27.53499984741211
2018-03-16,27.53499984741211
2018-03-19,27.42300033569336
2018-03-20,27.424999237060547
2018-03-21,27.5049991607666
2018-03-22,27.21500015258789
2018-03-23,26.764999389648438
2018-03-26,26.8700008392334
2018-03-27,27.229999542236328
2018-03-28,27.264999389648438
2018-03-29,27.475000381469727
2018-04-02,27.270000457763672
2018-04-03,27.299999237060547
2018-04-04,27.31999969482422
2018-04-05,27.628999710083008
2018-04-06,27.628999710083008
2018-04-09,27.68000030517578
2018-04-10,27.700000762939453
2018-04-11,27.7189998626709
2018-04-12,27.655000686645508
2018-04-13,27.698999404907227
2018-04-16,27.834999084472656
2018-04-17,28.094999313354492
2018-04-18,28.2189998626709
2018-04-19,28.2189998626709
2018-04-20,27.770000457763672
2018-04-23,27.72800064086914
2018-04-24,27.816999435424805
2018-04-25,27.659000396728516
2018-04-26,27.659000396728516
2018-04-27,28.040000915527344
2018-04-30,28.040000915527344
2018-05-01,27.875
2018-05-02,27.969999313354492
2018-05-03,27.82900047302246
2018-05-04,28.075000762939453
2018-05-07,28.05500030517578
2018-05-08,27.87700080871582
2018-05-09,27.969999313354492
2018-05-10,28.190000534057617
2018-05-11,28.280000686645508
2018-05-14,28.25
2018-05-15,27.937999725341797
2018-05-16,27.93600082397461
2018-05-17,27.895000457763672
2018-05-18,27.799999237060547
2018-05-21,28.020000457763672
2018-05-22,28.06999969482422
2018-05-23,27.8799991607666
2018-05-24,27.950000762939453
2018-05-25,27.895000457763672
2018-05-29,27.649999618530273
2018-05-30,28.049999237060547
2018-05-31,27.999000549316406
2018-06-01,28.03499984741211
2018-06-04,28.19499969482422
2018-06-05,28.163000106811523
2018-06-06,28.28499984741211
2018-06-07,28.235000610351562
2018-06-08,28.2450008392334
2018-06-11,28.32900047302246
2018-06-12,28.29199981689453
2018-06-13,28.113000869750977
2018-06-14,28.204999923706055
2018-06-15,28.139999389648438
2018-06-18,28.059999465942383
2018-06-19,27.950000762939453
2018-06-20,28.0
2018-06-21,27.8700008392334
2018-06-22,27.8700008392334
2018-06-25,27.635000228881836
2018-06-26,27.81999969482422
2018-06-27,27.650999069213867
2018-06-28,27.719999313354492
2018-06-29,27.90999984741211
2018-07-02,27.649999618530273
2018-07-03,27.86199951171875
2018-07-05,27.86199951171875
2018-07-06,28.270000457763672
2018-07-09,28.225000381469727
2018-07-10,28.225000381469727
2018-07-11,27.94499969482422
2018-07-12,28.111000061035156
2018-07-13,28.118999481201172
2018-07-16,28.0049991607666
2018-07-17,27.954999923706055
2018-07-18,27.915000915527344
2018-07-19,27.90999984741211
2018-07-20,27.93899917602539
2018-07-23,27.87299919128418
2018-07-24,27.924999237060547
2018-07-25,28.09600067138672
2018-07-26,28.190000534057617
2018-07-27,28.23200035095215
2018-07-30,28.229999542236328
2018-07-31,28.360000610351562
2018-08-01,28.128000259399414
2018-08-02,28.16900062561035
2018-08-03,28.274999618530273
2018-08-06,28.274999618530273
2018-08-07,28.350000381469727
2018-08-08,28.325000762939453
2018-08-09,28.315000534057617
2018-08-10,27.937000274658203
2018-08-13,27.844999313354492
2018-08-14,27.979999542236328
2018-08-15,27.760000228881836
2018-08-16,27.989999771118164
2018-08-17,28.09000015258789
2018-08-20,28.239999771118164
2018-08-21,28.236000061035156
2018-08-22,28.18000030517578
2018-08-23,27.999000549316406
2018-08-24,28.139999389648438
2018-08-27,28.239999771118164
2018-08-28,28.312999725341797
2018-08-29,28.46500015258789
2018-08-30,28.2189998626709
2018-08-31,28.14900016784668
2018-09-04,27.900999069213867
2018-09-05,27.922000885009766
2018-09-06,27.950000762939453
2018-09-07,27.7549991607666
2018-09-10,27.860000610351562
2018-09-11,27.920000076293945
2018-09-12,27.93400001525879
2018-09-13,28.22599983215332
2018-09-14,28.139999389648438
2018-09-17,28.249000549316406
2018-09-18,28.429000854492188
2018-09-19,28.260000228881836
2018-09-20,28.350000381469727
2018-09-21,28.40999984741211
2018-09-24,28.149999618530273
2018-09-25,28.170000076293945
2018-09-26,28.16900062561035
2018-09-27,28.174999237060547
2018-09-28,27.812000274658203
2018-10-01,27.875999450683594
2018-10-02,27.79199981689453
2018-10-03,27.79199981689453
2018-10-04,27.3799991607666
2018-10-05,27.3799991607666
2018-10-08,27.530000686645508
2018-10-09,27.599000930786133
2018-10-10,27.094999313354492
2018-10-11,26.770000457763672
2018-10-12,26.5
2018-10-15,26.6299991607666
2018-10-16,27.07900047302246
2018-10-17,26.979999542236328
2018-10-18,26.80900001525879
2018-10-19,27.048999786376953
2018-10-22,27.139999389648438
2018-10-23,26.729999542236328
2018-10-24,26.344999313354492
2018-10-25,26.579999923706055
2018-10-26,26.170000076293945
2018-10-29,26.200000762939453
2018-10-30,26.482999801635742
2018-10-31,26.540000915527344
2018-11-01,26.65999984741211
2018-11-02,26.559999465942383
2018-11-05,26.773000717163086
2018-11-06,26.889999389648438
2018-11-07,27.190000534057617
2018-11-08,27.128000259399414
2018-11-09,27.0
2018-11-12,26.826000213623047
2018-11-13,26.815000534057617
2018-11-14,26.913000106811523
2018-11-15,26.8799991607666
2018-11-16,26.979999542236328
2018-11-19,26.905000686645508
2018-11-20,26.670000076293945
2018-11-21,26.80500030517578
2018-11-23,26.80500030517578
2018-11-26,26.87700080871582
2018-11-27,26.040000915527344
2018-11-28,27.260000228881836
2018-11-29,27.229999542236328
2018-11-30,27.208999633789062
2018-12-03,27.34000015258789
2018-12-04,26.950000762939453
2018-12-06,26.80699920654297
2018-12-07,26.829999923706055
2018-12-10,26.809999465942383
2018-12-11,26.950000762939453
2018-12-12,26.940000534057617
2018-12-13,26.889999389648438
2018-12-14,26.65999984741211
2018-12-17,26.610000610351562
2018-12-18,26.33300018310547
2018-12-19,26.083999633789062
2018-12-20,26.02400016784668
2018-12-21,25.610000610351562
2018-12-24,24.9689998626709
2018-12-26,25.329999923706055
2018-12-27,25.149999618530273
2018-12-28,25.510000228881836
2018-12-31,25.31999969482422
2019-01-02,25.3799991607666
2019-01-03,25.31999969482422
2019-01-04,25.770000457763672
2019-01-07,25.989999771118164
2019-01-08,26.308000564575195
2019-01-09,26.3799991607666
2019-01-10,26.638999938964844
2019-01-11,26.65999984741211
2019-01-14,26.65999984741211
2019-01-15,26.729999542236328
2019-01-16,26.889999389648438
2019-01-17,27.00200080871582
2019-01-18,27.049999237060547
2019-01-22,26.850000381469727
2019-01-23,26.940000534057617
2019-01-24,26.96500015258789
2019-01-25,27.190000534057617
2019-01-28,27.20599937438965
2019-01-29,27.493000030517578
2019-01-30,27.520000457763672
2019-01-31,27.80500030517578
2019-02-01,27.724000930786133
2019-02-04,27.770000457763672
2019-02-05,27.889999389648438
2019-02-06,27.790000915527344
2019-02-07,27.670000076293945
2019-02-08,27.760000228881836
2019-02-11,27.760000228881836
2019-02-12,27.83300018310547
2019-02-13,27.861000061035156
2019-02-14,27.733999252319336
2019-02-15,28.09000015258789
2019-02-19,28.299999237060547
2019-02-20,28.322999954223633
2019-02-21,28.283000946044922
2019-02-22,28.479999542236328
2019-02-25,28.520000457763672
2019-02-26,28.51099967956543
2019-02-27,28.40999984741211
2019-02-28,28.360000610351562
2019-03-01,28.31999969482422
2019-03-04,28.190000534057617
2019-03-05,28.360000610351562
2019-03-06,28.229999542236328
2019-03-07,28.18000030517578
2019-03-08,28.1200008392334
2019-03-11,28.489999771118164
2019-03-12,28.5939998626709
2019-03-13,28.739999771118164
2019-03-14,28.701000213623047
2019-03-15,28.81399917602539
2019-03-18,28.889999389648438
2019-03-19,28.799999237060547
2019-03-20,28.790000915527344
2019-03-21,28.94499969482422
2019-03-22,28.709999084472656
2019-03-25,28.719999313354492
2019-03-26,28.90399932861328
2019-03-27,28.93000030517578
2019-03-28,28.950000762939453
2019-03-29,28.969999313354492
2019-04-01,29.110000610351562
2019-04-02,28.979999542236328
2019-04-03,29.26300048828125
2019-04-04,29.049999237060547
2019-04-05,29.100000381469727
2019-04-08,29.1200008392334
2019-04-09,28.979999542236328
2019-04-10,29.1299991607666
2019-04-11,29.09000015258789
2019-04-12,29.15999984741211
2019-04-15,29.1299991607666
2019-04-16,29.059999465942383
2019-04-17,28.899999618530273
2019-04-18,28.992000579833984
2019-04-22,28.81999969482422
2019-04-23,28.81999969482422
2019-04-24,28.91699981689453
2019-04-25,29.0
2019-04-26,29.06999969482422
2019-04-29,29.079999923706055
2019-04-30,29.13800048828125
2019-05-01,29.200000762939453
2019-05-02,28.950000762939453
2019-05-03,28.950000762939453
2019-05-06,28.950000762939453
2019-05-07,28.729999542236328
2019-05-08,28.610000610351562
2019-05-09,28.610000610351562
2019-05-10,28.90999984741211
2019-05-13,28.59000015258789
2019-05-14,28.764999389648438
2019-05-15,28.700000762939453
2019-05-16,29.052000045776367
2019-05-17,29.020000457763672
2019-05-20,28.900999069213867
2019-05-21,29.010000228881836
2019-05-22,29.016000747680664
2019-05-23,28.885000228881836
2019-05-24,29.049999237060547
2019-05-28,28.834999084472656
2019-05-29,28.614999771118164
2019-05-30,28.6200008392334
2019-05-31,28.549999237060547
2019-06-03,28.645000457763672
2019-06-04,28.80500030517578
2019-06-05,28.989999771118164
2019-06-06,29.25
2019-06-07,29.46500015258789
2019-06-10,29.34000015258789
2019-06-11,29.34000015258789
2019-06-12,29.360000610351562
2019-06-13,29.3700008392334
2019-06-14,29.3799991607666
2019-06-17,29.445999145507812
2019-06-18,29.610000610351562
2019-06-19,29.719999313354492
2019-06-20,29.959999084472656
2019-06-21,29.834999084472656
2019-06-24,29.892000198364258
2019-06-25,29.892000198364258
2019-06-26,29.489999771118164
2019-06-27,29.229999542236328
2019-06-28,29.31999969482422
2019-07-01,29.350000381469727
2019-07-02,29.614999771118164
2019-07-03,29.950000762939453
2019-07-05,29.84000015258789
2019-07-08,29.790000915527344
2019-07-09,29.74799919128418
2019-07-10,29.899999618530273
2019-07-11,29.860000610351562
2019-07-12,29.854999542236328
2019-07-15,29.889999389648438
2019-07-16,29.75
2019-07-17,29.670000076293945
2019-07-18,29.6200008392334
2019-07-19,29.6200008392334
2019-07-22,29.434999465942383
2019-07-23,29.6200008392334
2019-07-24,29.625
2019-07-25,29.44300079345703
2019-07-26,29.548999786376953
2019-07-29,29.6200008392334
2019-07-30,29.500999450683594
2019-07-31,29.510000228881836
2019-08-01,29.110000610351562
2019-08-02,29.09000015258789
2019-08-05,28.600000381469727
2019-08-06,28.760000228881836
2019-08-07,28.889999389648438
2019-08-08,29.174999237060547
2019-08-09,29.100000381469727
2019-08-12,28.93000030517578
2019-08-13,29.11199951171875
2019-08-14,28.69300079345703
2019-08-15,28.715999603271484
2019-08-16,29.069000244140625
2019-08-19,29.325000762939453
2019-08-20,29.15999984741211
2019-08-21,29.270000457763672
2019-08-22,29.25
2019-08-23,28.93000030517578
2019-08-26,29.024999618530273
2019-08-27,29.170000076293945
2019-08-28,29.209999084472656
2019-08-29,29.34000015258789
2019-08-30,29.3799991607666
2019-09-03,29.420000076293945
2019-09-04,29.75
2019-09-05,29.780000686645508
2019-09-06,29.774999618530273
2019-09-09,29.729999542236328
2019-09-10,29.729999542236328
2019-09-11,29.677000045776367
