,ESSC
2020-03-20,9.350000381469727
2020-03-23,9.350000381469727
2020-03-24,9.350000381469727
2020-03-25,9.5
2020-03-26,9.5
2020-03-27,9.699999809265137
2020-03-30,9.699999809265137
2020-03-31,9.649999618530273
2020-04-01,9.399999618530273
2020-04-02,9.65999984741211
2020-04-03,9.65999984741211
2020-04-06,9.600000381469727
2020-04-07,9.600000381469727
2020-04-08,9.630000114440918
2020-04-09,9.619999885559082
2020-04-13,9.619999885559082
2020-04-14,9.75
2020-04-15,9.75
2020-04-16,9.75
2020-04-17,9.699999809265137
2020-04-20,9.699999809265137
2020-04-21,9.699999809265137
2020-04-22,9.699999809265137
2020-04-23,9.770000457763672
2020-04-24,9.770000457763672
2020-04-27,9.75
2020-04-28,9.75
2020-04-29,9.770000457763672
2020-04-30,9.729999542236328
2020-05-01,9.729999542236328
2020-05-04,9.729999542236328
2020-05-05,9.729999542236328
2020-05-06,9.699999809265137
2020-05-07,9.699999809265137
2020-05-08,9.699999809265137
2020-05-11,9.699999809265137
2020-05-12,9.774999618530273
2020-05-13,9.774999618530273
2020-05-14,9.720000267028809
2020-05-15,9.75
2020-05-18,9.75
2020-05-19,9.720000267028809
2020-05-20,9.720000267028809
2020-05-21,9.770000457763672
2020-05-22,9.75
2020-05-26,9.75
2020-05-27,9.779999732971191
2020-05-28,9.779999732971191
2020-05-29,9.779999732971191
2020-06-01,9.779999732971191
2020-06-02,9.779999732971191
2020-06-03,9.779999732971191
2020-06-04,9.75
2020-06-05,9.75
2020-06-08,9.770000457763672
2020-06-09,9.779999732971191
2020-06-10,9.779999732971191
2020-06-11,9.760000228881836
2020-06-12,9.800000190734863
2020-06-15,9.760000228881836
2020-06-16,9.760000228881836
2020-06-17,9.760000228881836
2020-06-18,9.8100004196167
2020-06-19,9.84000015258789
2020-06-22,9.836000442504883
2020-06-23,9.869999885559082
2020-06-24,9.869999885559082
2020-06-25,9.869999885559082
2020-06-26,9.84000015258789
2020-06-29,9.869999885559082
2020-06-30,9.859999656677246
2020-07-01,9.899999618530273
2020-07-02,9.899999618530273
2020-07-06,9.859999656677246
2020-07-07,9.829999923706055
2020-07-08,9.84000015258789
2020-07-09,9.850000381469727
2020-07-10,9.890000343322754
2020-07-13,9.90999984741211
2020-07-14,9.9399995803833
2020-07-15,9.923999786376953
2020-07-16,9.920000076293945
2020-07-17,9.930000305175781
2020-07-20,9.90999984741211
2020-07-21,9.930000305175781
2020-07-22,9.949999809265137
2020-07-23,9.979999542236328
2020-07-24,9.960000038146973
2020-07-27,9.970000267028809
2020-07-28,9.960000038146973
2020-07-29,9.970000267028809
2020-07-30,9.90999984741211
2020-07-31,9.90999984741211
2020-08-03,9.949999809265137
2020-08-04,9.850000381469727
2020-08-05,9.859999656677246
2020-08-06,9.859999656677246
2020-08-07,9.899999618530273
2020-08-10,9.899999618530273
2020-08-11,9.857000350952148
2020-08-12,9.859999656677246
2020-08-13,9.850000381469727
2020-08-14,9.880000114440918
2020-08-17,9.880000114440918
2020-08-18,9.880000114440918
2020-08-19,9.850000381469727
2020-08-20,9.850000381469727
2020-08-21,9.850000381469727
2020-08-24,9.850000381469727
2020-08-25,9.850000381469727
2020-08-26,9.930000305175781
2020-08-27,9.930000305175781
2020-08-28,9.800000190734863
2020-08-31,9.899999618530273
2020-09-01,9.890000343322754
2020-09-02,9.859999656677246
2020-09-03,9.829999923706055
2020-09-04,9.859999656677246
2020-09-08,9.887999534606934
2020-09-09,9.887999534606934
2020-09-10,9.84000015258789
2020-09-11,9.84000015258789
2020-09-14,9.84000015258789
2020-09-15,9.850000381469727
2020-09-16,9.84000015258789
2020-09-17,9.84000015258789
2020-09-18,9.800000190734863
2020-09-21,9.880000114440918
2020-09-22,9.869999885559082
2020-09-23,9.84000015258789
2020-09-24,9.84000015258789
2020-09-25,9.819999694824219
2020-09-28,9.859999656677246
2020-09-29,9.819999694824219
2020-09-30,9.850000381469727
2020-10-01,9.800000190734863
2020-10-02,9.800000190734863
2020-10-05,9.789999961853027
2020-10-06,9.819999694824219
2020-10-07,9.800000190734863
2020-10-08,9.760000228881836
2020-10-09,9.789999961853027
2020-10-12,9.800000190734863
2020-10-13,9.779999732971191
2020-10-14,9.789999961853027
2020-10-15,9.789999961853027
2020-10-16,9.800000190734863
2020-10-19,9.800000190734863
2020-10-20,9.800000190734863
2020-10-21,9.789999961853027
2020-10-22,9.789999961853027
2020-10-23,9.779999732971191
2020-10-26,9.760000228881836
2020-10-27,9.770000457763672
2020-10-28,9.760000228881836
2020-10-29,9.760000228881836
2020-10-30,9.78499984741211
2020-11-02,9.770000457763672
2020-11-03,9.805000305175781
2020-11-04,9.779999732971191
2020-11-05,9.8100004196167
2020-11-06,9.800000190734863
2020-11-09,9.819999694824219
2020-11-10,9.84000015258789
2020-11-11,9.90999984741211
2020-11-12,9.859999656677246
2020-11-13,9.829999923706055
2020-11-16,9.84000015258789
2020-11-17,9.869999885559082
2020-11-18,9.899999618530273
2020-11-19,9.890000343322754
2020-11-20,9.869999885559082
2020-11-23,9.90999984741211
2020-11-24,9.899999618530273
2020-11-25,9.920000076293945
2020-11-27,9.949999809265137
2020-11-30,9.970000267028809
2020-12-01,9.960000038146973
2020-12-02,9.960000038146973
2020-12-03,9.95300006866455
2020-12-04,9.979999542236328
2020-12-07,10.020000457763672
2020-12-08,9.949999809265137
2020-12-09,9.989999771118164
2020-12-10,10.010000228881836
2020-12-11,9.970000267028809
2020-12-14,10.0
2020-12-15,9.989999771118164
2020-12-16,10.029999732971191
2020-12-17,10.029999732971191
2020-12-18,9.984999656677246
2020-12-21,9.979999542236328
2020-12-22,10.029999732971191
2020-12-23,10.029999732971191
2020-12-24,10.029999732971191
2020-12-28,10.069999694824219
2020-12-29,10.050000190734863
2020-12-30,10.0600004196167
2020-12-31,10.050000190734863
2021-01-04,10.050000190734863
2021-01-05,10.229999542236328
2021-01-06,10.25
2021-01-07,10.319999694824219
2021-01-08,10.229999542236328
2021-01-11,10.15999984741211
2021-01-12,10.15999984741211
2021-01-13,10.130000114440918
2021-01-14,10.119999885559082
2021-01-15,10.085000038146973
2021-01-19,10.09000015258789
2021-01-20,10.109999656677246
2021-01-21,10.100000381469727
2021-01-22,10.085000038146973
2021-01-25,10.0600004196167
2021-01-26,10.069999694824219
2021-01-27,10.079999923706055
2021-01-28,10.029999732971191
2021-01-29,10.029999732971191
2021-02-01,10.050000190734863
2021-02-02,10.09000015258789
2021-02-03,10.09000015258789
2021-02-04,10.119999885559082
2021-02-05,10.100000381469727
2021-02-08,10.069999694824219
2021-02-09,10.039999961853027
2021-02-10,10.029999732971191
2021-02-11,10.050000190734863
2021-02-12,10.029999732971191
2021-02-16,10.039999961853027
2021-02-17,10.050000190734863
2021-02-18,10.09000015258789
2021-02-19,10.050000190734863
2021-02-22,10.069999694824219
2021-02-23,10.039999961853027
2021-02-24,10.020000457763672
2021-02-25,10.020000457763672
2021-02-26,10.0
2021-03-01,10.0
2021-03-02,10.005000114440918
2021-03-03,9.960000038146973
2021-03-04,9.960000038146973
2021-03-05,10.008000373840332
2021-03-08,10.039999961853027
2021-03-09,9.989999771118164
2021-03-10,10.0
2021-03-11,9.989999771118164
2021-03-12,10.039999961853027
2021-03-15,10.024999618530273
2021-03-16,9.979999542236328
2021-03-17,9.979999542236328
2021-03-18,9.960000038146973
2021-03-19,9.979999542236328
2021-03-22,9.960000038146973
2021-03-23,9.949999809265137
2021-03-24,9.930000305175781
2021-03-25,9.890000343322754
2021-03-26,9.920000076293945
2021-03-29,9.960000038146973
2021-03-30,9.979999542236328
2021-03-31,9.989999771118164
2021-04-01,10.0
2021-04-05,10.020000457763672
2021-04-06,10.0
2021-04-07,10.020000457763672
2021-04-08,10.029999732971191
2021-04-09,10.020000457763672
2021-04-12,10.020000457763672
2021-04-13,10.020000457763672
2021-04-14,10.020000457763672
2021-04-15,10.010000228881836
2021-04-16,10.0
2021-04-19,9.989999771118164
2021-04-20,9.960000038146973
2021-04-21,9.960000038146973
2021-04-22,9.989999771118164
2021-04-23,9.979999542236328
2021-04-26,9.989999771118164
2021-04-27,9.989999771118164
2021-04-28,10.0
2021-04-29,10.020000457763672
2021-04-30,9.989999771118164
2021-05-03,10.010000228881836
2021-05-04,10.020000457763672
2021-05-05,10.0
2021-05-06,10.0
2021-05-07,10.0
2021-05-10,10.0
2021-05-11,10.0
2021-05-12,10.0
2021-05-13,9.989999771118164
2021-05-14,10.0
