,SYNT
2001-11-23,5.449999809265137
2001-11-26,5.5
2001-11-27,5.394999980926514
2001-11-28,5.369999885559082
2001-11-29,5.625
2001-11-30,5.75
2001-12-03,6.275000095367432
2001-12-04,6.275000095367432
2001-12-05,6.570000171661377
2001-12-06,6.494999885559082
2001-12-07,6.489999771118164
2001-12-10,6.244999885559082
2001-12-11,6.0
2001-12-12,6.175000190734863
2001-12-13,6.050000190734863
2001-12-14,5.650000095367432
2001-12-17,5.820000171661377
2001-12-18,5.630000114440918
2001-12-19,6.005000114440918
2001-12-20,6.5
2001-12-21,6.875
2001-12-24,6.849999904632568
2001-12-26,6.90500020980835
2001-12-27,6.550000190734863
2001-12-28,6.574999809265137
2001-12-31,6.465000152587891
2002-01-02,6.014999866485596
2002-01-03,6.15500020980835
2002-01-04,6.369999885559082
2002-01-07,6.684999942779541
2002-01-08,6.190000057220459
2002-01-09,6.25
2002-01-10,6.375
2002-01-11,6.550000190734863
2002-01-14,6.775000095367432
2002-01-15,6.860000133514404
2002-01-16,6.994999885559082
2002-01-17,7.125
2002-01-18,6.824999809265137
2002-01-22,7.119999885559082
2002-01-23,7.179999828338623
2002-01-24,7.210000038146973
2002-01-25,6.985000133514404
2002-01-28,7.215000152587891
2002-01-29,7.050000190734863
2002-01-30,7.309999942779541
2002-01-31,7.369999885559082
2002-02-01,7.425000190734863
2002-02-04,7.400000095367432
2002-02-05,7.305500030517578
2002-02-06,7.300000190734863
2002-02-07,7.349999904632568
2002-02-08,7.550000190734863
2002-02-11,7.864999771118164
2002-02-12,7.954999923706055
2002-02-13,8.520000457763672
2002-02-14,8.625
2002-02-15,7.96999979019165
2002-02-19,7.960000038146973
2002-02-20,7.914999961853027
2002-02-21,7.880000114440918
2002-02-22,6.920000076293945
2002-02-25,6.519999980926514
2002-02-26,6.454999923706055
2002-02-27,6.550000190734863
2002-02-28,6.574999809265137
2002-03-01,6.965000152587891
2002-03-04,7.21999979019165
2002-03-05,6.864999771118164
2002-03-06,7.114999771118164
2002-03-07,7.244999885559082
2002-03-08,7.465000152587891
2002-03-11,7.340000152587891
2002-03-12,7.244999885559082
2002-03-13,7.224999904632568
2002-03-14,7.199999809265137
2002-03-15,7.150000095367432
2002-03-18,7.179999828338623
2002-03-19,7.0
2002-03-20,6.940000057220459
2002-03-21,7.195000171661377
2002-03-22,7.065499782562256
2002-03-25,7.203499794006348
2002-03-26,7.150000095367432
2002-03-27,6.929999828338623
2002-03-28,7.03000020980835
2002-04-01,7.000500202178955
2002-04-02,7.034999847412109
2002-04-03,7.105000019073486
2002-04-04,7.135000228881836
2002-04-05,7.144499778747559
2002-04-08,7.255000114440918
2002-04-09,7.224999904632568
2002-04-10,7.199999809265137
2002-04-11,7.194499969482422
2002-04-12,7.175000190734863
2002-04-15,7.0
2002-04-16,6.999499797821045
2002-04-17,7.099999904632568
2002-04-18,7.175000190734863
2002-04-19,7.25
2002-04-22,7.340000152587891
2002-04-23,7.09499979019165
2002-04-24,7.465000152587891
2002-04-25,7.45550012588501
2002-04-26,7.349999904632568
2002-04-29,7.114999771118164
2002-04-30,7.25
2002-05-01,7.139999866485596
2002-05-02,7.5
2002-05-03,7.380000114440918
2002-05-06,7.349999904632568
2002-05-07,7.315000057220459
2002-05-08,7.445000171661377
2002-05-09,7.425000190734863
2002-05-10,7.429999828338623
2002-05-13,7.429999828338623
2002-05-14,7.449999809265137
2002-05-15,7.449999809265137
2002-05-16,7.445000171661377
2002-05-17,7.389999866485596
2002-05-20,7.5
2002-05-21,7.340000152587891
2002-05-22,7.474999904632568
2002-05-23,7.46999979019165
2002-05-24,7.5
2002-05-28,7.329999923706055
2002-05-29,7.329999923706055
2002-05-30,7.59499979019165
2002-05-31,7.474999904632568
2002-06-03,7.119999885559082
2002-06-04,6.75
2002-06-05,6.699999809265137
2002-06-06,6.465000152587891
2002-06-07,6.465000152587891
2002-06-10,6.489999771118164
2002-06-11,6.480000019073486
2002-06-12,6.5
2002-06-13,6.369999885559082
2002-06-14,6.25
2002-06-17,6.260000228881836
2002-06-18,6.059999942779541
2002-06-19,5.804999828338623
2002-06-20,5.784999847412109
2002-06-21,5.7195000648498535
2002-06-24,5.110000133514404
2002-06-25,5.304999828338623
2002-06-26,5.519999980926514
2002-06-27,5.934999942779541
2002-06-28,6.179999828338623
2002-07-01,5.5
2002-07-02,5.579999923706055
2002-07-03,5.494999885559082
2002-07-05,
2002-07-08,5.510000228881836
2002-07-09,5.514500141143799
2002-07-10,5.614999771118164
2002-07-11,5.494999885559082
2002-07-12,5.53000020980835
2002-07-15,5.525000095367432
2002-07-16,5.519499778747559
2002-07-17,6.070000171661377
2002-07-18,5.730000019073486
2002-07-19,6.375
2002-07-22,6.010000228881836
2002-07-23,5.5
2002-07-24,5.489999771118164
2002-07-25,5.690000057220459
2002-07-26,6.039999961853027
2002-07-29,5.949999809265137
2002-07-30,5.855000019073486
2002-07-31,5.888999938964844
2002-08-01,5.925000190734863
2002-08-02,5.929999828338623
2002-08-05,5.519999980926514
2002-08-06,5.550000190734863
2002-08-07,5.599999904632568
2002-08-08,5.534999847412109
2002-08-09,5.505000114440918
2002-08-12,5.375
2002-08-13,5.449999809265137
2002-08-14,5.550000190734863
2002-08-15,5.425000190734863
2002-08-16,5.460000038146973
2002-08-19,5.5
2002-08-20,5.619999885559082
2002-08-21,5.71999979019165
2002-08-22,5.78000020980835
2002-08-23,5.730000019073486
2002-08-26,5.989500045776367
2002-08-27,5.800000190734863
2002-08-28,5.925000190734863
2002-08-29,6.0
2002-08-30,5.889999866485596
2002-09-03,5.8404998779296875
2002-09-04,5.949999809265137
2002-09-05,6.175000190734863
2002-09-06,6.150000095367432
2002-09-09,6.050000190734863
2002-09-10,6.135000228881836
2002-09-11,6.255000114440918
2002-09-12,6.554999828338623
2002-09-13,6.554999828338623
2002-09-16,6.599999904632568
2002-09-17,6.565000057220459
2002-09-18,6.545000076293945
2002-09-19,6.329999923706055
2002-09-20,6.25
2002-09-23,6.045000076293945
2002-09-24,6.014999866485596
2002-09-25,5.96999979019165
2002-09-26,5.965000152587891
2002-09-27,5.974999904632568
2002-09-30,5.885000228881836
2002-10-01,6.519999980926514
2002-10-02,6.364999771118164
2002-10-03,6.440000057220459
2002-10-04,6.119999885559082
2002-10-07,5.980000019073486
2002-10-08,6.110000133514404
2002-10-09,5.989999771118164
2002-10-10,6.090000152587891
2002-10-11,6.085000038146973
2002-10-14,6.050000190734863
2002-10-15,6.125
2002-10-16,5.994999885559082
2002-10-17,6.175000190734863
2002-10-18,6.369999885559082
2002-10-21,6.224999904632568
2002-10-22,6.124499797821045
2002-10-23,7.400000095367432
2002-10-24,8.795000076293945
2002-10-25,8.949999809265137
2002-10-28,8.890000343322754
2002-10-29,9.0
2002-10-30,9.0
2002-10-31,9.179499626159668
2002-11-01,9.25
2002-11-04,9.255000114440918
2002-11-05,9.149999618530273
2002-11-06,9.324999809265137
2002-11-07,9.279999732971191
2002-11-08,9.170000076293945
2002-11-11,9.0
2002-11-12,9.050000190734863
2002-11-13,9.079999923706055
2002-11-14,9.5
2002-11-15,9.835000038146973
2002-11-18,9.640000343322754
2002-11-19,9.720000267028809
2002-11-20,9.65999984741211
2002-11-21,10.059499740600586
2002-11-22,9.880000114440918
2002-11-25,9.989999771118164
2002-11-26,9.5600004196167
2002-11-27,9.5
2002-11-29,9.75
2002-12-02,9.625
2002-12-03,8.53499984741211
2002-12-04,9.09749984741211
2002-12-05,9.484999656677246
2002-12-06,9.619999885559082
2002-12-09,9.404999732971191
2002-12-10,9.994999885559082
2002-12-11,10.0
2002-12-12,9.843000411987305
2002-12-13,9.704999923706055
2002-12-16,9.725000381469727
2002-12-17,9.73550033569336
2002-12-18,9.755000114440918
2002-12-19,10.130000114440918
2002-12-20,10.21500015258789
2002-12-23,10.569999694824219
2002-12-24,10.625
2002-12-26,11.289999961853027
2002-12-27,10.96500015258789
2002-12-30,10.649999618530273
2002-12-31,10.505000114440918
2003-01-02,11.0
2003-01-03,11.225000381469727
2003-01-06,12.024999618530273
2003-01-07,12.055000305175781
2003-01-08,11.849499702453613
2003-01-09,12.729999542236328
2003-01-10,12.75
2003-01-13,12.594499588012695
2003-01-14,12.28499984741211
2003-01-15,11.600000381469727
2003-01-16,11.6899995803833
2003-01-17,11.229999542236328
2003-01-21,11.454999923706055
2003-01-22,11.390000343322754
2003-01-23,11.625
2003-01-24,11.649999618530273
2003-01-27,10.994999885559082
2003-01-28,11.300000190734863
2003-01-29,11.100000381469727
2003-01-30,11.055000305175781
2003-01-31,11.35949993133545
2003-02-03,11.125
2003-02-04,11.024999618530273
2003-02-05,10.885499954223633
2003-02-06,10.899999618530273
2003-02-07,10.595000267028809
2003-02-10,10.385000228881836
2003-02-11,9.729999542236328
2003-02-12,10.084500312805176
2003-02-13,8.304499626159668
2003-02-14,9.449999809265137
2003-02-18,9.470000267028809
2003-02-19,9.225000381469727
2003-02-20,9.199999809265137
2003-02-21,9.614999771118164
2003-02-24,9.280500411987305
2003-02-25,9.975000381469727
2003-02-26,9.574999809265137
2003-02-27,9.340499877929688
2003-02-28,9.475000381469727
2003-03-03,9.255000114440918
2003-03-04,8.255000114440918
2003-03-05,8.414999961853027
2003-03-06,8.28499984741211
2003-03-07,8.449999809265137
2003-03-10,8.375
2003-03-11,8.55049991607666
2003-03-12,8.550000190734863
2003-03-13,8.5
2003-03-14,8.550000190734863
2003-03-17,8.850000381469727
2003-03-18,8.789999961853027
2003-03-19,8.899999618530273
2003-03-20,8.954999923706055
2003-03-21,9.524999618530273
2003-03-24,9.505000114440918
2003-03-25,9.515000343322754
2003-03-26,9.505000114440918
2003-03-27,9.615500450134277
2003-03-28,9.6850004196167
2003-03-31,9.585000038146973
2003-04-01,9.539999961853027
2003-04-02,9.964500427246094
2003-04-03,9.8149995803833
2003-04-04,9.850000381469727
2003-04-07,9.819999694824219
2003-04-08,9.779999732971191
2003-04-09,9.425000190734863
2003-04-10,8.600000381469727
2003-04-11,8.470000267028809
2003-04-14,8.59000015258789
2003-04-15,8.550000190734863
2003-04-16,8.550000190734863
2003-04-17,8.364999771118164
2003-04-21,8.210000038146973
2003-04-22,7.885000228881836
2003-04-23,7.78000020980835
2003-04-24,7.539999961853027
2003-04-25,7.749499797821045
2003-04-28,7.834499835968018
2003-04-29,7.704999923706055
2003-04-30,7.5
2003-05-01,7.550000190734863
2003-05-02,7.795499801635742
2003-05-05,7.829999923706055
2003-05-06,7.514999866485596
2003-05-07,7.394999980926514
2003-05-08,7.224999904632568
2003-05-09,7.195000171661377
2003-05-12,7.300000190734863
2003-05-13,7.204999923706055
2003-05-14,7.150000095367432
2003-05-15,7.070000171661377
2003-05-16,7.034999847412109
2003-05-19,6.909999847412109
2003-05-20,6.715000152587891
2003-05-21,6.650000095367432
2003-05-22,6.755000114440918
2003-05-23,6.795000076293945
2003-05-27,7.0
2003-05-28,7.449999809265137
2003-05-29,7.539999961853027
2003-05-30,7.574999809265137
2003-06-02,7.599999904632568
2003-06-03,7.75
2003-06-04,7.800000190734863
2003-06-05,7.954999923706055
2003-06-06,8.085000038146973
2003-06-09,8.005000114440918
2003-06-10,7.650000095367432
2003-06-11,7.804999828338623
2003-06-12,7.764999866485596
2003-06-13,7.724999904632568
2003-06-16,7.945000171661377
2003-06-17,7.744999885559082
2003-06-18,7.860000133514404
2003-06-19,7.875
2003-06-20,7.684999942779541
2003-06-23,7.650000095367432
2003-06-24,7.614999771118164
2003-06-25,7.730000019073486
2003-06-26,7.71999979019165
2003-06-27,7.889999866485596
2003-06-30,7.864999771118164
2003-07-01,7.909999847412109
2003-07-02,8.074999809265137
2003-07-03,8.265000343322754
2003-07-07,8.039999961853027
2003-07-08,7.909999847412109
2003-07-09,7.920000076293945
2003-07-10,7.795000076293945
2003-07-11,7.949999809265137
2003-07-14,8.345000267028809
2003-07-15,8.229999542236328
2003-07-16,8.270000457763672
2003-07-17,8.38949966430664
2003-07-18,10.42549991607666
2003-07-21,10.425000190734863
2003-07-22,10.649999618530273
2003-07-23,10.635000228881836
2003-07-24,10.479999542236328
2003-07-25,10.404999732971191
2003-07-28,10.404999732971191
2003-07-29,10.4399995803833
2003-07-30,11.399499893188477
2003-07-31,11.199999809265137
2003-08-01,11.130000114440918
2003-08-04,11.310500144958496
2003-08-05,11.375
2003-08-06,11.375
2003-08-07,12.260000228881836
2003-08-08,12.404999732971191
2003-08-11,12.175000190734863
2003-08-12,12.364999771118164
2003-08-13,12.585000038146973
2003-08-14,12.510000228881836
2003-08-15,12.899999618530273
2003-08-18,12.779999732971191
2003-08-19,12.704999923706055
2003-08-20,13.0
2003-08-21,13.375
2003-08-22,13.194999694824219
2003-08-25,13.100000381469727
2003-08-26,13.0
2003-08-27,12.819999694824219
2003-08-28,12.649999618530273
2003-08-29,12.75
2003-09-02,12.699999809265137
2003-09-03,13.024999618530273
2003-09-04,13.104999542236328
2003-09-05,12.914999961853027
2003-09-08,12.949999809265137
2003-09-09,13.0
2003-09-10,13.005000114440918
2003-09-11,13.25
2003-09-12,13.1899995803833
2003-09-15,13.204999923706055
2003-09-16,14.914999961853027
2003-09-17,14.404500007629395
2003-09-18,14.529999732971191
2003-09-19,14.755000114440918
2003-09-22,14.420000076293945
2003-09-23,14.774999618530273
2003-09-24,14.4350004196167
2003-09-25,12.524999618530273
2003-09-26,11.8100004196167
2003-09-29,11.5649995803833
2003-09-30,11.399999618530273
2003-10-01,11.734999656677246
2003-10-02,11.569499969482422
2003-10-03,12.460000038146973
2003-10-06,12.399999618530273
2003-10-07,12.475000381469727
2003-10-08,12.479999542236328
2003-10-09,12.529999732971191
2003-10-10,12.770000457763672
2003-10-13,12.925000190734863
2003-10-14,13.180000305175781
2003-10-15,14.149999618530273
2003-10-16,13.5
2003-10-17,13.494999885559082
2003-10-20,13.53499984741211
2003-10-21,13.619999885559082
2003-10-22,13.574999809265137
2003-10-23,13.220000267028809
2003-10-24,12.390000343322754
2003-10-27,12.524999618530273
2003-10-28,12.449999809265137
2003-10-29,12.6850004196167
2003-10-30,12.489999771118164
2003-10-31,12.404999732971191
2003-11-03,12.484999656677246
2003-11-04,12.489999771118164
2003-11-05,12.069000244140625
2003-11-06,12.359999656677246
2003-11-07,12.074999809265137
2003-11-10,11.505000114440918
2003-11-11,11.5
2003-11-12,11.720000267028809
2003-11-13,11.680000305175781
2003-11-14,11.095000267028809
2003-11-17,11.354999542236328
2003-11-18,12.34000015258789
2003-11-19,12.390000343322754
2003-11-20,12.444999694824219
2003-11-21,12.324999809265137
2003-11-24,12.699999809265137
2003-11-25,12.649999618530273
2003-11-26,12.524999618530273
2003-11-28,12.645000457763672
2003-12-01,12.949999809265137
2003-12-02,12.619999885559082
2003-12-03,12.074999809265137
2003-12-04,12.135000228881836
2003-12-05,12.229999542236328
2003-12-08,12.039999961853027
2003-12-09,11.789999961853027
2003-12-10,11.975000381469727
2003-12-11,12.09000015258789
2003-12-12,12.244999885559082
2003-12-15,11.914999961853027
2003-12-16,11.555000305175781
2003-12-17,11.579999923706055
2003-12-18,11.734999656677246
2003-12-19,12.104999542236328
2003-12-22,11.970000267028809
2003-12-23,11.984999656677246
2003-12-24,11.75
2003-12-26,12.09000015258789
2003-12-29,12.239999771118164
2003-12-30,12.420000076293945
2003-12-31,12.350500106811523
2004-01-02,12.539999961853027
2004-01-05,12.619999885559082
2004-01-06,12.649999618530273
2004-01-07,14.149999618530273
2004-01-08,14.199999809265137
2004-01-09,14.050000190734863
2004-01-12,14.050000190734863
2004-01-13,14.079999923706055
2004-01-14,13.824999809265137
2004-01-15,13.9399995803833
2004-01-16,14.03499984741211
2004-01-20,14.180000305175781
2004-01-21,14.079999923706055
2004-01-22,14.189499855041504
2004-01-23,14.464500427246094
2004-01-26,14.760000228881836
2004-01-27,14.180000305175781
2004-01-28,14.3149995803833
2004-01-29,14.300000190734863
2004-01-30,14.364999771118164
2004-02-02,14.354999542236328
2004-02-03,14.380000114440918
2004-02-04,13.71500015258789
2004-02-05,14.0649995803833
2004-02-06,14.395000457763672
2004-02-09,14.649999618530273
2004-02-10,14.585000038146973
2004-02-11,15.045000076293945
2004-02-12,15.329999923706055
2004-02-13,15.449999809265137
2004-02-17,14.930000305175781
2004-02-18,14.5
2004-02-19,13.885000228881836
2004-02-20,13.404999732971191
2004-02-23,13.329999923706055
2004-02-24,13.524999618530273
2004-02-25,13.479999542236328
2004-02-26,13.53499984741211
2004-02-27,13.399999618530273
2004-03-01,13.770000457763672
2004-03-02,13.114500045776367
2004-03-03,13.604999542236328
2004-03-04,13.354999542236328
2004-03-05,13.265000343322754
2004-03-08,13.164999961853027
2004-03-09,12.904999732971191
2004-03-10,12.420000076293945
2004-03-11,12.78499984741211
2004-03-12,12.770000457763672
2004-03-15,12.510000228881836
2004-03-16,12.789999961853027
2004-03-17,12.869999885559082
2004-03-18,12.904999732971191
2004-03-19,13.199999809265137
2004-03-22,12.15999984741211
2004-03-23,12.460000038146973
2004-03-24,12.359999656677246
2004-03-25,13.050000190734863
2004-03-26,13.375
2004-03-29,13.989999771118164
2004-03-30,13.755000114440918
2004-03-31,13.795000076293945
2004-04-01,13.949999809265137
2004-04-02,14.1850004196167
2004-04-05,14.170000076293945
2004-04-06,13.8149995803833
2004-04-07,14.010000228881836
2004-04-08,13.90999984741211
2004-04-12,13.90999984741211
2004-04-13,13.975000381469727
2004-04-14,13.970000267028809
2004-04-15,13.53499984741211
2004-04-16,13.140000343322754
2004-04-19,12.744999885559082
2004-04-20,12.789999961853027
2004-04-21,12.600000381469727
2004-04-22,12.699999809265137
2004-04-23,11.484999656677246
2004-04-26,10.979999542236328
2004-04-27,10.925000190734863
2004-04-28,10.5
2004-04-29,10.4350004196167
2004-04-30,9.994999885559082
2004-05-03,10.005000114440918
2004-05-04,10.050000190734863
2004-05-05,10.154999732971191
2004-05-06,10.079999923706055
2004-05-07,9.904999732971191
2004-05-10,10.0
2004-05-11,9.979999542236328
2004-05-12,9.8100004196167
2004-05-13,9.899999618530273
2004-05-14,9.755000114440918
2004-05-17,9.609999656677246
2004-05-18,9.699999809265137
2004-05-19,9.755000114440918
2004-05-20,9.710000038146973
2004-05-21,9.850000381469727
2004-05-24,9.899999618530273
2004-05-25,9.899999618530273
2004-05-26,9.949999809265137
2004-05-27,9.75
2004-05-28,9.475000381469727
2004-06-01,9.350000381469727
2004-06-02,9.295000076293945
2004-06-03,9.274999618530273
2004-06-04,9.140000343322754
2004-06-07,9.21500015258789
2004-06-08,9.149999618530273
2004-06-09,9.1899995803833
2004-06-10,9.119999885559082
2004-06-14,9.069999694824219
2004-06-15,9.0649995803833
2004-06-16,9.010000228881836
2004-06-17,8.989999771118164
2004-06-18,8.180000305175781
2004-06-21,8.40999984741211
2004-06-22,8.229999542236328
2004-06-23,8.359999656677246
2004-06-24,8.295000076293945
2004-06-25,8.104999542236328
2004-06-28,8.125
2004-06-29,8.414999961853027
2004-06-30,8.274999618530273
2004-07-01,8.270000457763672
2004-07-02,8.21500015258789
2004-07-06,8.265000343322754
2004-07-07,8.239999771118164
2004-07-08,8.140000343322754
2004-07-09,8.1850004196167
2004-07-12,8.154999732971191
2004-07-13,8.25
2004-07-14,8.175000190734863
2004-07-15,8.279999732971191
2004-07-16,8.140000343322754
2004-07-19,8.265000343322754
2004-07-20,8.289999961853027
2004-07-21,8.154999732971191
2004-07-22,7.630000114440918
2004-07-23,7.0
2004-07-26,7.184999942779541
2004-07-27,7.204999923706055
2004-07-28,7.110000133514404
2004-07-29,7.139999866485596
2004-07-30,7.025000095367432
2004-08-02,7.059999942779541
2004-08-03,6.885000228881836
2004-08-04,6.940000057220459
2004-08-05,7.010000228881836
2004-08-06,6.940000057220459
2004-08-09,7.014999866485596
2004-08-10,7.025000095367432
2004-08-11,7.039999961853027
2004-08-12,6.985000133514404
2004-08-13,7.0
2004-08-16,7.03000020980835
2004-08-17,7.039999961853027
2004-08-18,7.309999942779541
2004-08-19,7.579999923706055
2004-08-20,7.789999961853027
2004-08-23,8.164999961853027
2004-08-24,7.994999885559082
2004-08-25,7.885000228881836
2004-08-26,7.664999961853027
2004-08-27,7.769999980926514
2004-08-30,7.664999961853027
2004-08-31,7.635000228881836
2004-09-01,7.860000133514404
2004-09-02,8.390000343322754
2004-09-03,8.40999984741211
2004-09-07,8.475000381469727
2004-09-08,8.380000114440918
2004-09-09,8.475000381469727
2004-09-10,8.9399995803833
2004-09-13,8.75
2004-09-14,8.694999694824219
2004-09-15,8.569999694824219
2004-09-16,8.71500015258789
2004-09-17,8.520000457763672
2004-09-20,8.414999961853027
2004-09-21,8.734999656677246
2004-09-22,8.460000038146973
2004-09-23,8.34000015258789
2004-09-24,8.260000228881836
2004-09-27,8.15999984741211
2004-09-28,8.260000228881836
2004-09-29,8.390000343322754
2004-09-30,8.265000343322754
2004-10-01,8.800000190734863
2004-10-04,8.78499984741211
2004-10-05,8.600000381469727
2004-10-06,8.619999885559082
2004-10-07,8.420000076293945
2004-10-08,8.265000343322754
2004-10-11,8.204999923706055
2004-10-12,8.3100004196167
2004-10-13,8.270000457763672
2004-10-14,8.125
2004-10-15,8.324999809265137
2004-10-18,8.28499984741211
2004-10-19,8.244999885559082
2004-10-20,8.229999542236328
2004-10-21,8.385000228881836
2004-10-22,8.135000228881836
2004-10-25,8.225000381469727
2004-10-26,8.255000114440918
2004-10-27,9.65999984741211
2004-10-28,9.364999771118164
2004-10-29,9.25
2004-11-01,9.300000190734863
2004-11-02,9.494999885559082
2004-11-03,9.520000457763672
2004-11-04,9.550000190734863
2004-11-05,9.630000114440918
2004-11-08,9.699999809265137
2004-11-09,9.744999885559082
2004-11-10,9.994999885559082
2004-11-11,9.854999542236328
2004-11-12,9.899999618530273
2004-11-15,10.0
2004-11-16,9.595000267028809
2004-11-17,9.8149995803833
2004-11-18,9.670000076293945
2004-11-19,9.4399995803833
2004-11-22,9.774999618530273
2004-11-23,9.609999656677246
2004-11-24,9.9350004196167
2004-11-26,9.78499984741211
2004-11-29,9.774999618530273
2004-11-30,9.789999961853027
2004-12-01,9.84000015258789
2004-12-02,10.0
2004-12-03,9.779999732971191
2004-12-06,9.675000190734863
2004-12-07,9.260000228881836
2004-12-08,9.024999618530273
2004-12-09,8.844499588012695
2004-12-10,8.704999923706055
2004-12-13,8.720000267028809
2004-12-14,8.779999732971191
2004-12-15,9.0
2004-12-16,8.704999923706055
2004-12-17,8.789999961853027
2004-12-20,8.704999923706055
2004-12-21,8.734999656677246
2004-12-22,8.6850004196167
2004-12-23,8.819999694824219
2004-12-27,8.475000381469727
2004-12-28,8.420000076293945
2004-12-29,8.65999984741211
2004-12-30,8.824999809265137
2004-12-31,8.770000457763672
2005-01-03,8.520000457763672
2005-01-04,8.279999732971191
2005-01-05,8.015000343322754
2005-01-06,8.15999984741211
2005-01-07,8.005000114440918
2005-01-10,7.965000152587891
2005-01-11,8.029999732971191
2005-01-12,8.199999809265137
2005-01-13,8.164999961853027
2005-01-14,8.180000305175781
2005-01-18,8.390000343322754
2005-01-19,8.149999618530273
2005-01-20,8.199999809265137
2005-01-21,8.104999542236328
2005-01-24,8.0649995803833
2005-01-25,8.045000076293945
2005-01-26,8.279999732971191
2005-01-27,8.180000305175781
2005-01-28,8.135000228881836
2005-01-31,8.404999732971191
2005-02-01,8.6899995803833
2005-02-02,8.649999618530273
2005-02-03,8.769499778747559
2005-02-04,9.175000190734863
2005-02-07,8.739999771118164
2005-02-08,8.729999542236328
2005-02-09,8.385000228881836
2005-02-10,8.949999809265137
2005-02-11,8.720000267028809
2005-02-14,9.104999542236328
2005-02-15,9.1850004196167
2005-02-16,9.225000381469727
2005-02-17,9.104999542236328
2005-02-18,9.119999885559082
2005-02-22,9.225000381469727
2005-02-23,9.479999542236328
2005-02-24,9.630000114440918
2005-02-25,9.6899995803833
2005-02-28,9.505000114440918
2005-03-01,9.3149995803833
2005-03-02,9.1850004196167
2005-03-03,9.005000114440918
2005-03-04,9.265000343322754
2005-03-07,9.765000343322754
2005-03-08,9.75
2005-03-09,9.755000114440918
2005-03-10,9.46500015258789
2005-03-11,9.234999656677246
2005-03-14,9.300000190734863
2005-03-15,9.295000076293945
2005-03-16,9.34000015258789
2005-03-17,9.600000381469727
2005-03-18,9.085000038146973
2005-03-21,9.135000228881836
2005-03-22,9.095000267028809
2005-03-23,9.03950023651123
2005-03-24,8.984999656677246
2005-03-28,8.869999885559082
2005-03-29,8.779999732971191
2005-03-30,8.989999771118164
2005-03-31,8.850000381469727
2005-04-01,8.880000114440918
2005-04-04,9.114999771118164
2005-04-05,9.364999771118164
2005-04-06,9.1850004196167
2005-04-07,9.194999694824219
2005-04-08,9.0
2005-04-11,9.0
2005-04-12,9.050000190734863
2005-04-13,8.880000114440918
2005-04-14,8.774999618530273
2005-04-15,8.5600004196167
2005-04-18,8.5
2005-04-19,8.760000228881836
2005-04-20,8.510000228881836
2005-04-21,8.380000114440918
2005-04-22,8.095000267028809
2005-04-25,8.279999732971191
2005-04-26,7.960000038146973
2005-04-27,8.045000076293945
2005-04-28,7.949999809265137
2005-04-29,8.020000457763672
2005-05-02,7.940000057220459
2005-05-03,8.100000381469727
2005-05-04,8.140000343322754
2005-05-05,7.994999885559082
2005-05-06,8.145000457763672
2005-05-09,8.220000267028809
2005-05-10,8.125
2005-05-11,8.024999618530273
2005-05-12,7.985000133514404
2005-05-13,7.894999980926514
2005-05-16,7.875
2005-05-17,8.104999542236328
2005-05-18,8.21500015258789
2005-05-19,8.1850004196167
2005-05-20,8.109999656677246
2005-05-23,8.119999885559082
2005-05-24,8.125
2005-05-25,8.005000114440918
2005-05-26,8.119999885559082
2005-05-27,8.135000228881836
2005-05-31,7.940000057220459
2005-06-01,8.079999923706055
2005-06-02,8.125
2005-06-03,8.0600004196167
2005-06-06,7.920000076293945
2005-06-07,8.095000267028809
2005-06-08,8.125
2005-06-09,8.125
2005-06-10,8.125
2005-06-13,8.024999618530273
2005-06-14,8.140000343322754
2005-06-15,8.149999618530273
2005-06-16,8.194999694824219
2005-06-17,8.055000305175781
2005-06-20,8.1850004196167
2005-06-21,8.109999656677246
2005-06-22,8.0649995803833
2005-06-23,8.079999923706055
2005-06-24,7.894999980926514
2005-06-27,8.104999542236328
2005-06-28,8.135000228881836
2005-06-29,8.125
2005-06-30,8.015000343322754
2005-07-01,8.15999984741211
2005-07-05,8.199999809265137
2005-07-06,8.329999923706055
2005-07-07,8.34000015258789
2005-07-08,8.350000381469727
2005-07-11,8.369999885559082
2005-07-12,8.449999809265137
2005-07-13,8.225000381469727
2005-07-14,8.220000267028809
2005-07-15,8.229999542236328
2005-07-18,8.25
2005-07-19,8.350000381469727
2005-07-20,8.21500015258789
2005-07-21,8.164999961853027
2005-07-22,8.414999961853027
2005-07-25,8.625
2005-07-26,8.854999542236328
2005-07-27,9.194999694824219
2005-07-28,9.579999923706055
2005-07-29,9.675000190734863
2005-08-01,9.404999732971191
2005-08-02,9.524999618530273
2005-08-03,9.380000114440918
2005-08-04,9.274999618530273
2005-08-05,9.329999923706055
2005-08-08,9.5
2005-08-09,9.505000114440918
2005-08-10,9.4350004196167
2005-08-11,9.369999885559082
2005-08-12,9.25
2005-08-15,9.3149995803833
2005-08-16,9.029999732971191
2005-08-17,9.125
2005-08-18,9.0649995803833
2005-08-19,8.930000305175781
2005-08-22,8.859999656677246
2005-08-23,8.84000015258789
2005-08-24,8.925000190734863
2005-08-25,8.9350004196167
2005-08-26,8.890000343322754
2005-08-29,9.039999961853027
2005-08-30,9.100000381469727
2005-08-31,9.375
2005-09-01,9.5
2005-09-02,9.470000267028809
2005-09-06,9.494999885559082
2005-09-07,9.489999771118164
2005-09-08,9.399999618530273
2005-09-09,9.470000267028809
2005-09-12,9.5
2005-09-13,9.350000381469727
