,NWG
2008-03-04,146.34146118164062
2008-03-05,139.7073211669922
2008-03-06,135.21951293945312
2008-03-07,132.2926788330078
2008-03-10,132.68292236328125
2008-03-11,140.48780822753906
2008-03-12,141.65853881835938
2008-03-13,140.48780822753906
2008-03-14,133.0731658935547
2008-03-17,122.53658294677734
2008-03-18,132.48780822753906
2008-03-19,122.53658294677734
2008-03-20,129.756103515625
2008-03-24,132.68292236328125
2008-03-25,139.7073211669922
2008-03-26,136.19512939453125
2008-03-27,134.63414001464844
2008-03-28,132.8780517578125
2008-03-31,132.2926788330078
2008-04-01,144.19512939453125
2008-04-02,148.68292236328125
2008-04-03,146.53659057617188
2008-04-04,145.36585998535156
2008-04-07,147.1219482421875
2008-04-08,145.36585998535156
2008-04-09,143.21951293945312
2008-04-10,141.46340942382812
2008-04-11,138.53659057617188
2008-04-14,138.14634704589844
2008-04-15,134.43902587890625
2008-04-16,147.7073211669922
2008-04-17,144.97561645507812
2008-04-18,151.4146270751953
2008-04-21,146.14634704589844
2008-04-22,139.31707763671875
2008-04-23,136.39024353027344
2008-04-24,133.65853881835938
2008-04-25,137.756103515625
2008-04-28,140.2926788330078
2008-04-29,136.5853729248047
2008-04-30,133.85365295410156
2008-05-01,137.56097412109375
2008-05-02,143.60975646972656
2008-05-05,145.1707305908203
2008-05-06,143.4146270751953
2008-05-07,137.9512176513672
2008-05-08,137.1707305908203
2008-05-09,134.43902587890625
2008-05-12,135.4146270751953
2008-05-13,131.7073211669922
2008-05-14,125.26829528808594
2008-05-15,126.63414764404297
2008-05-16,122.92682647705078
2008-05-19,116.29268646240234
2008-05-20,115.70731353759766
2008-05-21,108.68292999267578
2008-05-22,112.19512176513672
2008-05-23,112.58536529541016
2008-05-27,109.65853881835938
2008-05-28,106.73170471191406
2008-05-29,91.70731353759766
2008-05-30,92.8780517578125
2008-06-02,88.9756088256836
2008-06-03,95.41463470458984
2008-06-04,98.1463394165039
2008-06-05,102.82926940917969
2008-06-06,96.39024353027344
2008-06-09,92.29268646240234
2008-06-10,92.09756469726562
2008-06-11,83.90243530273438
2008-06-12,87.21951293945312
2008-06-13,92.09756469726562
2008-06-16,92.48780822753906
2008-06-17,94.24390411376953
2008-06-18,89.75609588623047
2008-06-19,89.75609588623047
2008-06-20,88.58536529541016
2008-06-23,84.09756469726562
2008-06-24,87.21951293945312
2008-06-25,89.56097412109375
2008-06-26,87.21951293945312
2008-06-27,84.8780517578125
2008-06-30,83.70731353759766
2008-07-01,81.36585235595703
2008-07-02,80.19512176513672
2008-07-03,83.90243530273438
2008-07-07,78.82926940917969
2008-07-08,79.21951293945312
2008-07-09,77.65853881835938
2008-07-10,79.60975646972656
2008-07-11,74.73170471191406
2008-07-14,70.04878234863281
2008-07-15,67.1219482421875
2008-07-16,69.46341705322266
2008-07-17,74.92682647705078
2008-07-18,79.21951293945312
2008-07-21,80.78048706054688
2008-07-22,83.1219482421875
2008-07-23,88.9756088256836
2008-07-24,84.29268646240234
2008-07-25,85.26829528808594
2008-07-28,81.36585235595703
2008-07-29,80.9756088256836
2008-07-30,83.70731353759766
2008-07-31,82.92682647705078
2008-08-01,85.26829528808594
2008-08-04,83.90243530273438
2008-08-05,92.29268646240234
2008-08-06,91.51219177246094
2008-08-07,93.26829528808594
2008-08-08,93.07317352294922
2008-08-11,93.8536605834961
2008-08-12,90.92682647705078
2008-08-13,86.04878234863281
2008-08-14,85.07317352294922
2008-08-15,86.04878234863281
2008-08-18,80.39024353027344
2008-08-19,80.78048706054688
2008-08-20,78.82926940917969
2008-08-21,78.63414764404297
2008-08-22,80.39024353027344
2008-08-25,80.19512176513672
2008-08-26,79.80487823486328
2008-08-27,81.56097412109375
2008-08-28,84.68292999267578
2008-08-29,85.26829528808594
2008-09-02,84.48780822753906
2008-09-03,85.46341705322266
2008-09-04,79.60975646972656
2008-09-05,80.0
2008-09-08,86.04878234863281
2008-09-09,82.92682647705078
2008-09-10,84.4000015258789
2008-09-11,83.80000305175781
2008-09-12,86.4000015258789
2008-09-15,76.5999984741211
2008-09-16,70.80000305175781
2008-09-17,61.400001525878906
2008-09-18,70.0
2008-09-19,85.19999694824219
2008-09-22,78.80000305175781
2008-09-23,74.4000015258789
2008-09-24,77.19999694824219
2008-09-25,83.80000305175781
2008-09-26,79.80000305175781
2008-09-29,55.0
2008-09-30,64.0
2008-10-01,64.80000305175781
2008-10-02,61.599998474121094
2008-10-03,66.0
2008-10-06,52.599998474121094
2008-10-07,29.799999237060547
2008-10-08,37.0
2008-10-09,29.799999237060547
2008-10-10,29.0
2008-10-13,38.599998474121094
2008-10-14,24.0
2008-10-15,24.399999618530273
2008-10-16,23.200000762939453
2008-10-17,23.600000381469727
2008-10-20,27.600000381469727
2008-10-21,25.399999618530273
2008-10-22,23.200000762939453
2008-10-23,22.399999618530273
2008-10-24,20.600000381469727
2008-10-27,18.0
2008-10-28,19.600000381469727
2008-10-29,21.399999618530273
2008-10-30,22.0
2008-10-31,22.200000762939453
2008-11-03,22.799999237060547
2008-11-04,22.399999618530273
2008-11-05,22.399999618530273
2008-11-06,19.0
2008-11-07,19.280000686645508
2008-11-10,18.850000381469727
2008-11-11,17.299999237060547
2008-11-12,15.680000305175781
2008-11-13,16.18000030517578
2008-11-14,15.369999885559082
2008-11-17,13.350000381469727
2008-11-18,12.430000305175781
2008-11-19,12.199999809265137
2008-11-20,12.579999923706055
2008-11-21,14.569999694824219
2008-11-24,15.5
2008-11-25,16.3700008392334
2008-11-26,16.729999542236328
2008-11-28,17.579999923706055
2008-12-01,15.569999694824219
2008-12-02,18.93000030517578
2008-12-03,20.75
2008-12-04,19.020000457763672
2008-12-05,19.459999084472656
2008-12-08,20.459999084472656
2008-12-09,20.209999084472656
2008-12-10,20.260000228881836
2008-12-11,19.030000686645508
2008-12-12,16.860000610351562
2008-12-15,16.350000381469727
2008-12-16,17.299999237060547
2008-12-17,15.760000228881836
2008-12-18,13.850000381469727
2008-12-19,12.699999809265137
2008-12-22,13.0
2008-12-23,12.779999732971191
2008-12-24,12.65999984741211
2008-12-26,12.970000267028809
2008-12-29,14.1899995803833
2008-12-30,14.3100004196167
2008-12-31,15.170000076293945
2009-01-02,15.880000114440918
2009-01-05,16.239999771118164
2009-01-06,15.449999809265137
2009-01-07,14.739999771118164
2009-01-08,15.859999656677246
2009-01-09,16.15999984741211
2009-01-12,16.700000762939453
2009-01-13,14.930000305175781
2009-01-14,12.300000190734863
2009-01-15,12.100000381469727
2009-01-16,10.850000381469727
2009-01-20,3.3299999237060547
2009-01-21,3.4700000286102295
2009-01-22,3.5299999713897705
2009-01-23,3.509999990463257
2009-01-26,4.039999961853027
2009-01-27,4.420000076293945
2009-01-28,6.420000076293945
2009-01-29,5.75
2009-01-30,6.0
2009-02-02,5.809999942779541
2009-02-03,5.980000019073486
2009-02-04,5.760000228881836
2009-02-05,6.489999771118164
2009-02-06,7.110000133514404
2009-02-09,7.340000152587891
2009-02-10,6.610000133514404
2009-02-11,6.769999980926514
2009-02-12,6.989999771118164
2009-02-13,6.269999980926514
2009-02-17,5.71999979019165
2009-02-18,5.099999904632568
2009-02-19,5.900000095367432
2009-02-20,5.539999961853027
2009-02-23,5.829999923706055
2009-02-24,6.829999923706055
2009-02-25,6.590000152587891
2009-02-26,7.829999923706055
2009-02-27,6.21999979019165
2009-03-02,6.25
2009-03-03,6.039999961853027
2009-03-04,6.389999866485596
2009-03-05,5.739999771118164
2009-03-06,5.420000076293945
2009-03-09,5.130000114440918
2009-03-10,6.03000020980835
2009-03-11,5.769999980926514
2009-03-12,6.230000019073486
2009-03-13,6.21999979019165
2009-03-16,6.110000133514404
2009-03-17,6.389999866485596
2009-03-18,7.0
2009-03-19,6.889999866485596
2009-03-20,6.71999979019165
2009-03-23,7.639999866485596
2009-03-24,7.170000076293945
2009-03-25,7.21999979019165
2009-03-26,7.690000057220459
2009-03-27,7.480000019073486
2009-03-30,6.610000133514404
2009-03-31,7.079999923706055
2009-04-01,7.349999904632568
2009-04-02,8.149999618530273
2009-04-03,9.420000076293945
2009-04-06,8.880000114440918
2009-04-07,7.71999979019165
2009-04-08,7.829999923706055
2009-04-09,8.760000228881836
2009-04-13,9.329999923706055
2009-04-14,8.520000457763672
2009-04-15,8.800000190734863
2009-04-16,8.850000381469727
2009-04-17,9.819999694824219
2009-04-20,8.989999771118164
2009-04-21,9.270000457763672
2009-04-22,8.960000038146973
2009-04-23,9.489999771118164
2009-04-24,9.989999771118164
2009-04-27,9.760000228881836
2009-04-28,9.600000381469727
2009-04-29,10.800000190734863
2009-04-30,12.239999771118164
2009-05-01,13.34000015258789
2009-05-04,14.75
2009-05-05,14.680000305175781
2009-05-06,14.479999542236328
2009-05-07,12.5
2009-05-08,14.850000381469727
2009-05-11,13.970000267028809
2009-05-12,13.380000114440918
2009-05-13,11.5600004196167
2009-05-14,12.399999618530273
2009-05-15,12.039999961853027
2009-05-18,13.119999885559082
2009-05-19,13.399999618530273
2009-05-20,13.140000343322754
2009-05-21,12.819999694824219
2009-05-22,12.90999984741211
2009-05-26,12.960000038146973
2009-05-27,12.350000381469727
2009-05-28,12.270000457763672
2009-05-29,12.680000305175781
2009-06-01,13.109999656677246
2009-06-02,12.960000038146973
2009-06-03,11.949999809265137
2009-06-04,12.300000190734863
2009-06-05,12.0
2009-06-08,11.4399995803833
2009-06-09,12.029999732971191
2009-06-10,12.380000114440918
2009-06-11,13.229999542236328
2009-06-12,13.34000015258789
2009-06-15,12.479999542236328
2009-06-16,12.460000038146973
2009-06-17,12.210000038146973
2009-06-18,12.550000190734863
2009-06-19,12.239999771118164
2009-06-22,11.670000076293945
2009-06-23,11.720000267028809
2009-06-24,11.6899995803833
2009-06-25,12.1899995803833
2009-06-26,12.779999732971191
2009-06-29,12.970000267028809
2009-06-30,12.770000457763672
2009-07-01,12.869999885559082
2009-07-02,12.229999542236328
2009-07-06,12.34000015258789
2009-07-07,11.899999618530273
2009-07-08,11.449999809265137
2009-07-09,11.59000015258789
2009-07-10,11.65999984741211
2009-07-13,12.0
2009-07-14,12.029999732971191
2009-07-15,12.680000305175781
2009-07-16,12.800000190734863
2009-07-17,12.649999618530273
2009-07-20,13.119999885559082
2009-07-21,13.1899995803833
2009-07-22,13.149999618530273
2009-07-23,13.760000228881836
2009-07-24,13.930000305175781
2009-07-27,14.350000381469727
2009-07-28,14.100000381469727
2009-07-29,14.289999961853027
2009-07-30,14.710000038146973
2009-07-31,14.819999694824219
2009-08-03,16.0
2009-08-04,15.989999771118164
2009-08-05,16.989999771118164
2009-08-06,18.290000915527344
2009-08-07,16.020000457763672
2009-08-10,14.920000076293945
2009-08-11,14.180000305175781
2009-08-12,15.0600004196167
2009-08-13,15.779999732971191
2009-08-14,15.6899995803833
2009-08-17,14.779999732971191
2009-08-18,15.350000381469727
2009-08-19,15.260000228881836
2009-08-20,15.819999694824219
2009-08-21,16.149999618530273
2009-08-24,16.8700008392334
2009-08-25,17.530000686645508
2009-08-26,18.440000534057617
2009-08-27,18.549999237060547
2009-08-28,18.739999771118164
2009-08-31,18.450000762939453
2009-09-01,17.600000381469727
2009-09-02,17.270000457763672
2009-09-03,18.25
2009-09-04,18.479999542236328
2009-09-08,18.440000534057617
2009-09-09,18.950000762939453
2009-09-10,18.899999618530273
2009-09-11,18.530000686645508
2009-09-14,18.43000030517578
2009-09-15,18.739999771118164
2009-09-16,18.829999923706055
2009-09-17,18.520000457763672
2009-09-18,18.389999389648438
2009-09-21,17.420000076293945
2009-09-22,17.600000381469727
2009-09-23,17.049999237060547
2009-09-24,16.68000030517578
2009-09-25,16.59000015258789
2009-09-28,16.6299991607666
2009-09-29,16.68000030517578
2009-09-30,16.969999313354492
2009-10-01,16.0
2009-10-02,14.90999984741211
2009-10-05,15.729999542236328
2009-10-06,15.9399995803833
2009-10-07,15.920000076293945
2009-10-08,15.760000228881836
2009-10-09,15.520000457763672
2009-10-12,15.3100004196167
2009-10-13,15.020000457763672
2009-10-14,15.75
2009-10-15,15.869999885559082
2009-10-16,15.460000038146973
2009-10-19,15.3100004196167
2009-10-20,15.220000267028809
2009-10-21,14.880000114440918
2009-10-22,15.470000267028809
2009-10-23,15.329999923706055
2009-10-26,14.420000076293945
2009-10-27,13.239999771118164
2009-10-28,12.960000038146973
2009-10-29,14.539999961853027
2009-10-30,13.649999618530273
2009-11-02,12.649999618530273
2009-11-03,11.960000038146973
2009-11-04,11.880000114440918
2009-11-05,11.880000114440918
2009-11-06,12.40999984741211
2009-11-09,13.520000457763672
2009-11-10,13.140000343322754
2009-11-11,12.699999809265137
2009-11-12,12.34000015258789
2009-11-13,12.5600004196167
2009-11-16,12.649999618530273
2009-11-17,12.850000381469727
2009-11-18,12.319999694824219
2009-11-19,12.109999656677246
2009-11-20,11.989999771118164
2009-11-23,12.510000228881836
2009-11-24,12.149999618530273
2009-11-25,12.029999732971191
2009-11-27,11.479999542236328
2009-11-30,11.119999885559082
2009-12-01,11.430000305175781
2009-12-02,11.270000457763672
2009-12-03,11.430000305175781
2009-12-04,11.489999771118164
2009-12-07,10.829999923706055
2009-12-08,9.979999542236328
2009-12-09,9.970000267028809
2009-12-10,10.180000305175781
2009-12-11,10.020000457763672
2009-12-14,10.239999771118164
2009-12-15,10.289999961853027
2009-12-16,10.319999694824219
2009-12-17,9.859999656677246
2009-12-18,9.770000457763672
2009-12-21,9.670000076293945
2009-12-22,9.359999656677246
2009-12-23,9.170000076293945
2009-12-24,9.489999771118164
2009-12-28,9.529999732971191
2009-12-29,9.510000228881836
2009-12-30,9.5
2009-12-31,9.390000343322754
2010-01-04,10.430000305175781
2010-01-05,11.520000457763672
2010-01-06,11.930000305175781
2010-01-07,11.649999618530273
2010-01-08,11.369999885559082
2010-01-11,11.289999961853027
2010-01-12,11.140000343322754
2010-01-13,11.800000190734863
2010-01-14,11.819999694824219
2010-01-15,12.130000114440918
2010-01-19,12.739999771118164
2010-01-20,12.5
2010-01-21,11.40999984741211
2010-01-22,10.859999656677246
2010-01-25,11.510000228881836
2010-01-26,11.09000015258789
2010-01-27,10.90999984741211
2010-01-28,10.529999732971191
2010-01-29,10.210000038146973
2010-02-01,11.100000381469727
2010-02-02,11.619999885559082
2010-02-03,11.279999732971191
2010-02-04,10.479999542236328
2010-02-05,10.270000457763672
2010-02-08,9.890000343322754
2010-02-09,10.199999809265137
2010-02-10,10.25
2010-02-11,10.15999984741211
2010-02-12,10.0
2010-02-16,10.640000343322754
2010-02-17,10.670000076293945
2010-02-18,10.619999885559082
2010-02-19,10.729999542236328
2010-02-22,11.15999984741211
2010-02-23,11.0
2010-02-24,11.130000114440918
2010-02-25,11.90999984741211
2010-02-26,11.539999961853027
2010-03-01,10.949999809265137
2010-03-02,11.229999542236328
2010-03-03,11.3100004196167
2010-03-04,11.819999694824219
2010-03-05,12.119999885559082
2010-03-08,11.84000015258789
2010-03-09,11.729999542236328
2010-03-10,12.029999732971191
2010-03-11,12.319999694824219
2010-03-12,12.890000343322754
2010-03-15,12.960000038146973
2010-03-16,13.199999809265137
2010-03-17,13.289999961853027
2010-03-18,12.890000343322754
2010-03-19,13.140000343322754
2010-03-22,13.399999618530273
2010-03-23,13.350000381469727
2010-03-24,13.25
2010-03-25,13.300000190734863
2010-03-26,13.609999656677246
2010-03-29,13.430000305175781
2010-03-30,13.15999984741211
2010-03-31,13.239999771118164
2010-04-01,13.770000457763672
2010-04-05,14.0
2010-04-06,13.829999923706055
2010-04-07,13.670000076293945
2010-04-08,13.539999961853027
2010-04-09,13.720000267028809
2010-04-12,13.8100004196167
2010-04-13,13.800000190734863
2010-04-14,14.220000267028809
2010-04-15,14.289999961853027
2010-04-16,15.050000190734863
2010-04-19,15.609999656677246
2010-04-20,16.399999618530273
2010-04-21,16.68000030517578
2010-04-22,16.959999084472656
2010-04-23,17.299999237060547
2010-04-26,17.75
2010-04-27,16.799999237060547
2010-04-28,16.690000534057617
2010-04-29,17.469999313354492
2010-04-30,16.350000381469727
2010-05-03,16.84000015258789
2010-05-04,15.40999984741211
2010-05-05,15.170000076293945
2010-05-06,13.850000381469727
2010-05-07,13.270000457763672
2010-05-10,15.279999732971191
2010-05-11,14.779999732971191
2010-05-12,14.470000267028809
2010-05-13,14.279999732971191
2010-05-14,13.760000228881836
2010-05-17,13.680000305175781
2010-05-18,13.210000038146973
2010-05-19,13.229999542236328
2010-05-20,12.600000381469727
2010-05-21,13.079999923706055
2010-05-24,12.850000381469727
2010-05-25,12.600000381469727
2010-05-26,12.8100004196167
2010-05-27,13.819999694824219
2010-05-28,13.399999618530273
2010-06-01,13.390000343322754
2010-06-02,13.430000305175781
2010-06-03,13.350000381469727
2010-06-04,12.390000343322754
2010-06-07,12.239999771118164
2010-06-08,12.1899995803833
2010-06-09,11.90999984741211
2010-06-10,12.729999542236328
2010-06-11,12.430000305175781
2010-06-14,12.529999732971191
2010-06-15,13.319999694824219
2010-06-16,13.34000015258789
2010-06-17,13.829999923706055
2010-06-18,13.869999885559082
2010-06-21,13.600000381469727
2010-06-22,13.649999618530273
2010-06-23,13.90999984741211
2010-06-24,13.569999694824219
2010-06-25,13.550000190734863
2010-06-28,13.100000381469727
2010-06-29,12.489999771118164
2010-06-30,12.100000381469727
2010-07-01,12.180000305175781
2010-07-02,12.140000343322754
2010-07-06,12.220000267028809
2010-07-07,13.329999923706055
2010-07-08,13.569999694824219
2010-07-09,13.5600004196167
2010-07-12,13.579999923706055
2010-07-13,14.079999923706055
2010-07-14,14.130000114440918
2010-07-15,14.149999618530273
2010-07-16,13.210000038146973
2010-07-19,13.34000015258789
2010-07-20,13.729999542236328
2010-07-21,13.489999771118164
2010-07-22,13.670000076293945
2010-07-23,14.239999771118164
2010-07-26,14.569999694824219
2010-07-27,15.779999732971191
2010-07-28,15.329999923706055
2010-07-29,15.59000015258789
2010-07-30,15.760000228881836
2010-08-02,16.559999465942383
2010-08-03,16.43000030517578
2010-08-04,16.68000030517578
2010-08-05,16.540000915527344
2010-08-06,16.56999969482422
2010-08-09,16.059999465942383
2010-08-10,15.520000457763672
2010-08-11,14.359999656677246
2010-08-12,14.40999984741211
2010-08-13,14.600000381469727
2010-08-16,14.369999885559082
2010-08-17,14.640000343322754
2010-08-18,14.710000038146973
2010-08-19,14.390000343322754
2010-08-20,14.109999656677246
2010-08-23,14.130000114440918
2010-08-24,13.520000457763672
2010-08-25,13.4399995803833
2010-08-26,13.4399995803833
2010-08-27,13.680000305175781
2010-08-30,13.229999542236328
2010-08-31,13.630000114440918
2010-09-01,14.180000305175781
2010-09-02,14.319999694824219
2010-09-03,14.550000190734863
2010-09-07,14.029999732971191
2010-09-08,14.109999656677246
2010-09-09,14.819999694824219
2010-09-10,14.90999984741211
2010-09-13,15.3100004196167
2010-09-14,15.550000190734863
2010-09-15,15.5
2010-09-16,15.220000267028809
2010-09-17,14.9399995803833
2010-09-20,15.329999923706055
2010-09-21,15.180000305175781
2010-09-22,14.899999618530273
2010-09-23,14.930000305175781
2010-09-24,15.609999656677246
2010-09-27,15.380000114440918
2010-09-28,15.220000267028809
2010-09-29,15.09000015258789
2010-09-30,14.829999923706055
2010-10-01,15.15999984741211
2010-10-04,15.010000228881836
2010-10-05,15.670000076293945
2010-10-06,15.640000343322754
2010-10-07,15.15999984741211
2010-10-08,15.180000305175781
2010-10-11,15.039999961853027
2010-10-12,15.100000381469727
2010-10-13,15.029999732971191
2010-10-14,14.470000267028809
2010-10-15,14.800000190734863
2010-10-18,14.84000015258789
2010-10-19,14.640000343322754
2010-10-20,14.600000381469727
2010-10-21,14.199999809265137
2010-10-22,14.479999542236328
2010-10-25,14.199999809265137
2010-10-26,14.210000038146973
2010-10-27,14.25
2010-10-28,14.180000305175781
2010-10-29,14.380000114440918
2010-11-01,14.550000190734863
2010-11-02,14.539999961853027
2010-11-03,14.739999771118164
2010-11-04,15.420000076293945
2010-11-05,14.6899995803833
2010-11-08,14.109999656677246
2010-11-09,13.890000343322754
2010-11-10,13.720000267028809
2010-11-11,13.40999984741211
2010-11-12,13.479999542236328
2010-11-15,13.5
2010-11-16,12.970000267028809
2010-11-17,13.180000305175781
2010-11-18,13.430000305175781
2010-11-19,13.399999618530273
2010-11-22,12.779999732971191
2010-11-23,12.680000305175781
2010-11-24,12.84000015258789
2010-11-26,12.069999694824219
2010-11-29,12.130000114440918
2010-11-30,11.760000228881836
2010-12-01,12.529999732971191
2010-12-02,13.09000015258789
2010-12-03,13.130000114440918
2010-12-06,12.970000267028809
2010-12-07,12.920000076293945
2010-12-08,13.069999694824219
2010-12-09,13.390000343322754
2010-12-10,13.319999694824219
2010-12-13,13.239999771118164
2010-12-14,13.029999732971191
2010-12-15,12.670000076293945
2010-12-16,12.59000015258789
2010-12-17,11.90999984741211
2010-12-20,11.970000267028809
2010-12-21,12.489999771118164
2010-12-22,12.59000015258789
2010-12-23,12.59000015258789
2010-12-27,12.40999984741211
2010-12-28,12.420000076293945
2010-12-29,12.380000114440918
2010-12-30,12.260000228881836
2010-12-31,12.319999694824219
2011-01-03,12.569999694824219
2011-01-04,12.75
2011-01-05,12.739999771118164
2011-01-06,12.479999542236328
2011-01-07,12.460000038146973
2011-01-10,12.399999618530273
2011-01-11,12.569999694824219
2011-01-12,13.0600004196167
2011-01-13,13.420000076293945
2011-01-14,13.609999656677246
2011-01-18,13.680000305175781
2011-01-19,13.470000267028809
2011-01-20,13.479999542236328
2011-01-21,14.3100004196167
2011-01-24,14.119999885559082
2011-01-25,13.789999961853027
2011-01-26,13.739999771118164
2011-01-27,13.760000228881836
2011-01-28,13.420000076293945
2011-01-31,13.369999885559082
2011-02-01,13.729999542236328
2011-02-02,13.770000457763672
2011-02-03,14.130000114440918
2011-02-04,14.130000114440918
2011-02-07,14.270000457763672
2011-02-08,14.359999656677246
2011-02-09,14.319999694824219
2011-02-10,14.260000228881836
2011-02-11,14.180000305175781
2011-02-14,14.1899995803833
2011-02-15,14.5
2011-02-16,15.15999984741211
2011-02-17,15.829999923706055
2011-02-18,15.6899995803833
2011-02-22,15.239999771118164
2011-02-23,15.100000381469727
2011-02-24,14.6899995803833
2011-02-25,14.6899995803833
2011-02-28,14.670000076293945
2011-03-01,14.289999961853027
2011-03-02,14.390000343322754
2011-03-03,14.640000343322754
2011-03-04,14.34000015258789
2011-03-07,14.09000015258789
2011-03-08,14.359999656677246
2011-03-09,14.289999961853027
2011-03-10,13.739999771118164
2011-03-11,13.819999694824219
2011-03-14,13.6899995803833
2011-03-15,13.420000076293945
2011-03-16,12.949999809265137
2011-03-17,13.15999984741211
2011-03-18,13.239999771118164
2011-03-21,13.5600004196167
2011-03-22,13.579999923706055
2011-03-23,13.479999542236328
2011-03-24,13.579999923706055
2011-03-25,13.449999809265137
2011-03-28,13.510000228881836
2011-03-29,13.510000228881836
2011-03-30,13.300000190734863
2011-03-31,13.180000305175781
2011-04-01,13.59000015258789
2011-04-04,13.5600004196167
2011-04-05,13.569999694824219
2011-04-06,14.050000190734863
2011-04-07,14.130000114440918
2011-04-08,14.119999885559082
2011-04-11,14.479999542236328
2011-04-12,14.25
2011-04-13,14.329999923706055
2011-04-14,14.25
2011-04-15,14.010000228881836
2011-04-18,13.6899995803833
2011-04-19,13.619999885559082
2011-04-20,13.59000015258789
2011-04-21,13.819999694824219
2011-04-25,13.829999923706055
2011-04-26,13.770000457763672
2011-04-27,13.949999809265137
2011-04-28,13.899999618530273
2011-04-29,13.949999809265137
2011-05-02,13.850000381469727
2011-05-03,13.779999732971191
2011-05-04,13.770000457763672
2011-05-05,13.289999961853027
2011-05-06,13.869999885559082
2011-05-09,13.779999732971191
2011-05-10,14.010000228881836
2011-05-11,13.779999732971191
2011-05-12,14.050000190734863
2011-05-13,13.850000381469727
2011-05-16,13.600000381469727
2011-05-17,13.739999771118164
2011-05-18,13.630000114440918
2011-05-19,13.789999961853027
2011-05-20,13.550000190734863
2011-05-23,13.270000457763672
2011-05-24,13.0
2011-05-25,13.4399995803833
2011-05-26,13.520000457763672
2011-05-27,13.8100004196167
2011-05-31,14.119999885559082
2011-06-01,13.520000457763672
2011-06-02,13.720000267028809
2011-06-03,13.649999618530273
2011-06-06,13.4399995803833
2011-06-07,13.479999542236328
2011-06-08,13.470000267028809
2011-06-09,13.510000228881836
2011-06-10,13.260000228881836
2011-06-13,13.3100004196167
2011-06-14,13.630000114440918
2011-06-15,13.079999923706055
2011-06-16,12.890000343322754
2011-06-17,13.020000457763672
2011-06-20,12.5600004196167
2011-06-21,12.710000038146973
2011-06-22,12.399999618530273
2011-06-23,12.0
2011-06-24,11.399999618530273
2011-06-27,11.34000015258789
2011-06-28,11.859999656677246
2011-06-29,11.84000015258789
2011-06-30,12.449999809265137
2011-07-01,12.859999656677246
2011-07-05,12.569999694824219
2011-07-06,12.119999885559082
2011-07-07,12.25
2011-07-08,11.970000267028809
2011-07-11,11.489999771118164
2011-07-12,11.40999984741211
2011-07-13,11.350000381469727
2011-07-14,11.359999656677246
2011-07-15,11.3100004196167
2011-07-18,10.59000015258789
2011-07-19,10.739999771118164
